EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,AtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,Arc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,PenaltyFtPoints,PenaltyPoints,PtsUnassisted2s,NonHeaveArc3FGA,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,Rebounds,Steals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,Turnovers,ShootingFouls,Fouls,FoulsDrawn,Loose Ball Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Fg2Pct,EfgPct,TsPct,PenaltyTsPct,FG3APct,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Arc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceOffPoss,PenaltyAtRimFGA,LongMidRangeFGM,LongMidRangeFGA,PenaltyArc3FGA,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2A,PenaltyFG3A,Fg2aBlocked,OffTwoPtRebounds,OffRebounds,SelfOReb,DeadBallTurnovers,BlockingFoulsDrawn,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceTsPct,FG2APctBlocked,AtRimPctBlocked,LongMidRangePctBlocked,OffTwoPtReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefShortMidRangeReboundPct,SelfORebPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,PenaltyAtRimFrequency,PenaltyArc3Frequency,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyTurnovers,AtRimFGM,PenaltyAtRimFGM,SecondChanceArc3FGA,SecondChanceFG3A,PenaltyFG2M,PtsAssisted2s,TwoPtAssists,Assists,AtRimAssists,AssistPoints,OffThreePtRebounds,BadPassSteals,2pt And 1 Free Throw Trips,Assisted2sPct,NonPutbacksAssisted2sPct,PenaltyFg2Pct,PenaltyEfgPct,OffThreePtReboundPct,OffArc3ReboundPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,SecondChanceArc3Frequency,PenaltyAtRimAccuracy,Arc3FGM,FG3M,PtsUnassisted3s,NonHeaveArc3FGM,Loose Ball Fouls,BlockedShortMidRange,Fg3Pct,NonHeaveFg3Pct,Arc3Accuracy,UnblockedArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceFG2M,SecondChanceFG2A,PtsPutbacks,Charge Fouls Drawn,SecondChanceFg2Pct,SecondChanceEfgPct,OffShortMidRangeReboundPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceShotQualityAvg,PenaltyArc3FGM,PenaltyFG3M,PtsAssisted3s,ThreePtAssists,Arc3Assists,Assisted3sPct,PenaltyFg3Pct,Arc3PctAssisted,PenaltyArc3Accuracy,BlockingFouls,Charge Fouls,NonShootingPenaltyNonTakeFouls,Corner3FGA,PenaltyCorner3FGA,ShortMidRangeAssists,LostBallOutOfBoundsTurnovers,ShortMidRangePctAssisted,Corner3Frequency,PenaltyCorner3Frequency,Offensive Fouls,Offensive Fouls Drawn,SecondChanceCorner3FGA,LongMidRangeAssists,OffLongMidRangeReboundPct,OffCorner3ReboundPct,LongMidRangePctAssisted,SecondChanceCorner3Frequency,Corner3FGM,Corner3Assists,StepOutOfBoundsTurnovers,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,ShortMidRangePctBlocked,Travels,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,FTOffRebounds,OffFTReboundPct,BadPassOutOfBoundsTurnovers,Defensive 3 Seconds Violations,SecondChanceTurnovers,DefensiveGoaltends,BlockedLongMidRange,SecondChanceAtRimPctAssisted,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,HeaveAttempts,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceArc3Accuracy,OffensiveGoaltends,PenaltyCorner3FGM,PenaltyCorner3Accuracy,3SecondViolations,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3PctAssisted,Blocked3s,BlockedCorner3,Technical Free Throw Trips,team_id,year,season,team_vs
101123-1626159-1626196-201177-201609,1610612748,"Gerald Green, Justise Winslow, Josh Richardson, Josh McRoberts, Goran Dragic","Green, Winslow, Richardson, McRoberts, Dragic",101123-1626159-1626196-201177-201609,MIA,297.0,1,5.0,2.0,12.0,12.0,1.0,2.0,24.0,1.0,1.0,3.0,2.0,1.0,4.0,2.0,5.0,7.0,5.0,2.0,2.0,2.0,2.0,3.0,5.0,1.0,9.0,9.0,1.0,1.0,3.0,1.0,2.0,3.0,2.0,2.0,5.0,1.0,6.0,3.0,1.0,1.0,1.0,1.0,7.0,2.0,1.0,0.25,0.16666666666666666,0.3888888888888889,1.0,0.3333333333333333,1.0,1.0,0.8333333333333334,1.0,0.8888888888888888,1.0,1.0,1.0,1.0,116.36363636363636,1.0,12.75,12.0,12.75,11.333333333333334,0.16666666666666666,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,0.49147500000000005,0.3333333333333333,0.42857142857142855,0.2857142857142857,8.1,25.0,0.08333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2016,2015-16,True
101123-1626159-1626196-201177-2207,1610612748,"Gerald Green, Justise Winslow, Josh Richardson, Josh McRoberts, Joe Johnson","Green, Winslow, Richardson, McRoberts, Johnson",101123-1626159-1626196-201177-2207,MIA,364.0,1,6.0,2.0,11.0,11.0,5.0,,22.0,3.0,,,3.0,1.0,5.0,3.0,8.0,10.0,8.0,4.0,4.0,2.0,3.0,1.0,5.0,,6.0,7.0,1.0,1.0,,,,1.0,,1.0,6.0,,8.0,2.0,,,,,8.0,4.0,5.0,0.2,0.125,0.4166666666666667,0.4,0.375,,,1.0,0.5,0.8571428571428571,1.0,1.0,,1.0,87.03296703296704,,14.181818181818182,18.90909090909091,14.181818181818182,17.09090909090909,0.375,,,,0.375,0.75,0.54405625,0.2,0.2857142857142857,0.4,7.9799999999999995,24.8,0.45454545454545453,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,0.4,0.3333333333333333,0.5,0.3333333333333333,0.16666666666666666,0.3333333333333333,1.0,0.2,0.25,0.5,1.0,0.3333333333333333,0.6666666666666666,0.5165333333333334,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2016,2015-16,True
101123-1626159-1626196-201609-204020,1610612748,"Gerald Green, Justise Winslow, Josh Richardson, Goran Dragic, Tyler Johnson","Green, Winslow, Richardson, Dragic, Johnson",101123-1626159-1626196-201609-204020,MIA,49.0,1,1.0,,1.0,2.0,1.0,2.0,3.0,,,,,,,,,,,,,,,1.0,,,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,1.0,1.0,,,1.0,,88.16326530612245,,28.0,10.5,28.0,10.5,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2016,2015-16,True
101123-1626159-1626196-204020-2748,1610612748,"Gerald Green, Justise Winslow, Josh Richardson, Tyler Johnson, Dorell Wright","Green, Winslow, Richardson, Johnson, Wright",101123-1626159-1626196-204020-2748,MIA,154.0,1,3.0,2.0,5.0,4.0,5.0,4.0,9.0,2.0,,,2.0,2.0,3.0,2.0,1.0,5.0,3.0,1.0,5.0,,2.0,1.0,,,1.0,2.0,1.0,,,,,,1.0,1.0,1.0,,1.0,1.0,,,,,5.0,5.0,5.0,0.6666666666666666,0.4,0.5,0.5,0.4,,,,1.0,0.5,,,,1.0,84.15584415584415,,21.2,12.0,17.0,10.75,0.4,,,,0.4,0.8,0.49128,0.2,0.3333333333333333,1.0,7.666666666666667,26.5,1.0,1.0,2.0,,1.0,2.0,,,3.0,2.0,1.0,,1.0,,,,,,,0.3333333333333333,,1.0,,0.3333333333333333,,,,0.2,,,0.4,0.4,0.49128,,,2.0,2.0,1.0,1.0,2.0,4.0,2.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.4,0.5,0.5,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2016,2015-16,True
101123-1626159-1626196-2207-2617,1610612748,"Gerald Green, Justise Winslow, Josh Richardson, Joe Johnson, Udonis Haslem","Green, Winslow, Richardson, Johnson, Haslem",101123-1626159-1626196-2207-2617,MIA,223.0,1,4.0,-1.0,6.0,6.0,,,12.0,,,1.0,2.0,,2.0,2.0,1.0,4.0,5.0,,,,2.0,2.0,1.0,1.0,4.0,4.0,,,,,,1.0,1.0,2.0,1.0,,2.0,1.0,1.0,,1.0,,4.0,,,,0.375,0.4,,0.5,,1.0,0.5,0.6666666666666666,0.6,,,0.5,1.0,77.48878923766816,,16.833333333333332,20.333333333333332,16.833333333333332,16.833333333333332,,0.25,,,0.5,0.5,0.440175,0.2,0.3333333333333333,,15.35,26.5,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,0.5,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,3.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2016,2015-16,True
101123-1626159-1626196-2405-2736,1610612748,"Gerald Green, Justise Winslow, Josh Richardson, Amar'e Stoudemire, Luol Deng","Green, Winslow, Richardson, Stoudemire, Deng",101123-1626159-1626196-2405-2736,MIA,150.0,1,2.0,-3.0,4.0,4.0,2.0,,8.0,1.0,,2.0,1.0,1.0,3.0,1.0,2.0,4.0,7.0,2.0,2.0,2.0,1.0,,,,,1.0,,,,,,,,,3.0,,2.0,1.0,,,,,2.0,2.0,2.0,0.3333333333333333,0.25,0.4,0.5,0.25,,,,,,,,,,76.8,,22.25,15.25,22.25,15.25,0.25,0.5,,,0.25,0.5,0.4538375,0.2,0.25,0.5,5.8999999999999995,25.1,0.5,1.0,,,,,,2.0,1.0,,,1.0,1.0,,,,,,1.0,,,,0.5,0.3333333333333333,,,,,,,,,0.4072,0.5,,1.0,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2016,2015-16,True
101123-1626159-1626196-2548-2617,1610612748,"Gerald Green, Justise Winslow, Josh Richardson, Dwyane Wade, Udonis Haslem","Green, Winslow, Richardson, Wade, Haslem",101123-1626159-1626196-2548-2617,MIA,164.0,1,3.0,1.0,6.0,6.0,1.0,,12.0,2.0,,,1.0,1.0,3.0,1.0,2.0,7.0,6.0,,3.0,2.0,1.0,,1.0,,1.0,1.0,1.0,1.0,,,,,1.0,1.0,3.0,,4.0,2.0,,,,,7.0,3.0,1.0,0.3333333333333333,0.625,0.5833333333333334,1.5,0.25,,,1.0,,1.0,,,,,105.36585365853658,,15.0,12.333333333333334,15.0,12.333333333333334,0.5,,,,0.25,0.75,0.508025,0.3333333333333333,0.4,0.42857142857142855,7.233333333333333,25.8,0.16666666666666666,,,1.0,1.0,1.0,,,,1.0,1.0,,,,,,,,,0.3333333333333333,0.5,,,,,1.0,,0.25,1.0,1.0,,1.0,0.5037,,,,,,,,,,1.0,,3.0,,,,,,,1.5,,,,,,,,1.0,1.0,,1.0,,,1.0,1.0,1.0,1.0,1.0,,,,,,1.0,,,,,,,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2016,2015-16,True
101123-1626159-1626196-2548-2736,1610612748,"Gerald Green, Justise Winslow, Josh Richardson, Dwyane Wade, Luol Deng","Green, Winslow, Richardson, Wade, Deng",101123-1626159-1626196-2548-2736,MIA,1.0,1,,2.0,1.0,,1.0,,1.0,,,,,,,,2.0,2.0,,2.0,2.0,,,,,,,,,,,,,,,,1.0,,2.0,,,,,,2.0,,,,,1.0,1.0,,,,,,,,,,,1440.0,,1.0,,1.0,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2016,2015-16,True
101123-1626159-201177-201609-2207,1610612748,"Gerald Green, Justise Winslow, Josh McRoberts, Goran Dragic, Joe Johnson","Green, Winslow, McRoberts, Dragic, Johnson",101123-1626159-201177-201609-2207,MIA,60.0,1,1.0,-4.0,2.0,3.0,2.0,,5.0,1.0,,1.0,,,2.0,,,,4.0,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,120.0,,17.5,8.333333333333334,17.5,7.666666666666667,0.5,0.5,,,,0.5,0.5144,,,,7.2,,1.0,,1.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,0.5,,0.5144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2016,2015-16,True
101123-1626159-201177-201609-2548,1610612748,"Gerald Green, Justise Winslow, Josh McRoberts, Goran Dragic, Dwyane Wade","Green, Winslow, McRoberts, Dragic, Wade",101123-1626159-201177-201609-2548,MIA,246.0,1,4.0,-2.0,7.0,7.0,2.0,1.0,14.0,2.0,,3.0,1.0,2.0,6.0,1.0,1.0,5.0,7.0,,2.0,4.0,1.0,2.0,1.0,,3.0,5.0,,,,,,1.0,2.0,5.0,2.0,,2.0,1.0,,,,,2.0,2.0,2.0,0.3333333333333333,0.2857142857142857,0.3125,1.0,0.14285714285714285,,,1.0,1.0,1.0,,1.0,1.0,,81.95121951219512,,19.285714285714285,15.857142857142858,18.857142857142858,15.857142857142858,0.2857142857142857,0.42857142857142855,,,0.14285714285714285,0.42857142857142855,0.4181285714285714,0.125,0.14285714285714285,0.4,8.833333333333334,24.8,0.2857142857142857,2.0,,1.0,1.0,,1.0,3.0,1.0,,1.0,2.0,2.0,,1.0,,,,0.75,0.16666666666666666,0.5,,0.5,0.4,,,,0.14285714285714285,1.0,1.0,,,0.3231,0.6,1.0,1.0,,,,1.0,,,,,,,,,,,1.0,1.0,,,0.5,1.0,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,1.0,1.0,0.6666666666666666,1.0,1.0,0.4533,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2016,2015-16,True
