EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,FG2M,FG2A,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsUnassisted2s,Fouls,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,LongMidRangeFGA,Corner3FGA,PenaltyCorner3FGA,Arc3FGA,PenaltyArc3FGA,FG3A,FtPoints,PenaltyFG3A,PenaltyFtPoints,NonHeaveArc3FGA,DefTwoPtRebounds,DefRebounds,Rebounds,LiveBallTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,BlockingFouls,Offensive Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,NonShootingPenaltyNonTakeFouls,FG3APct,LiveBallTurnoverPct,DefTwoPtReboundPct,DefFGReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,BlocksRecoveredPct,LongMidRangeFrequency,Corner3Frequency,Arc3Frequency,PenaltyCorner3Frequency,PenaltyArc3Frequency,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg3ptShotDistance,DefThreePtRebounds,FTDefRebounds,DefFTReboundPct,DefThreePtReboundPct,DefArc3ReboundPct,LongMidRangeFGM,PtsAssisted2s,TwoPtAssists,Assists,AtRimAssists,AssistPoints,Steals,BadPassSteals,BadPassTurnovers,Assisted2sPct,NonPutbacksAssisted2sPct,DefAtRimReboundPct,AtRimPctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,SecondChanceOffPoss,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsPutbacks,Fg2aBlocked,ShortMidRangeAssists,OffThreePtRebounds,OffRebounds,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG2APctBlocked,ShortMidRangePctBlocked,OffThreePtReboundPct,OffFGReboundPct,OffArc3ReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChancePointsPct,BlockedAtRim,LongMidRangeAssists,OffTwoPtRebounds,LostBallOutOfBoundsTurnovers,Loose Ball Fouls,OffTwoPtReboundPct,OffAtRimReboundPct,LongMidRangePctAssisted,SecondChanceShotQualityAvg,LostBallSteals,SecondChanceTurnovers,2pt And 1 Free Throw Trips,Corner3FGM,Arc3FGM,FG3M,PtsAssisted3s,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,Corner3Assists,Offensive Fouls Drawn,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,AtRimPctBlocked,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,NonHeaveArc3Accuracy,DefCorner3ReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,SecondChanceAtRimPctAssisted,PenaltyArc3FGM,PenaltyFG3M,PtsUnassisted3s,SelfOReb,BadPassOutOfBoundsTurnovers,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyFg3Pct,SelfORebPct,PenaltyArc3Accuracy,BlockedLongMidRange,SecondChanceFtPoints,Loose Ball Fouls Drawn,SecondChanceCorner3FGA,SecondChanceFG3A,SecondChanceCorner3Frequency,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,ThreePtShootingFoulsDrawn,Defensive 3 Seconds Violations,ThreePtShootingFoulsDrawnPct,Fg3aBlocked,FTOffRebounds,FG3APctBlocked,Arc3PctBlocked,OffFTReboundPct,Travels,BlockingFoulsDrawn,PenaltyCorner3FGM,PenaltyCorner3Accuracy,LongMidRangePctBlocked,HeaveAttempts,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,DefensiveGoaltends,Charge Fouls Drawn,Technical Free Throw Trips,StepOutOfBoundsTurnovers,Charge Fouls,3pt And 1 Free Throw Trips,OffensiveGoaltends,HeaveMakes,Blocked3s,BlockedArc3,BlockedCorner3,3SecondViolations,Clear Path Fouls,Corner3PctBlocked,team_id,year,season,team_vs
1626146-1626192-1626242-203086-204025,1610612757,"Cliff Alexander, Pat Connaughton, Luis Montero, Meyers Leonard, Tim Frazier","Alexander, Connaughton, Montero, Leonard, Frazier",1626146-1626192-1626242-203086-204025,POR,49.0,1,1.0,2.0,3.0,3.0,3.0,3.0,6.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,4.0,2.0,2.0,3.0,4.0,4.0,1.0,4.0,4.0,3.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,176.3265306122449,8.0,8.333333333333334,8.0,8.333333333333334,0.6666666666666666,1.0,1.0,0.3333333333333333,0.6666666666666666,1.0,0.6666666666666666,0.5296666666666666,0.5296666666666666,1.0,3.3000000000000003,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2016,2015-16,False
1626146-1626192-1626242-203148-203943,1610612757,"Cliff Alexander, Pat Connaughton, Luis Montero, Brian Roberts, Noah Vonleh","Alexander, Connaughton, Montero, Roberts, Vonleh",1626146-1626192-1626242-203148-203943,POR,281.0,1,5.0,-15.0,10.0,10.0,10.0,2.0,20.0,,,,,2.0,,3.0,1.0,16.0,,3.0,1.0,,3.0,1.0,1.0,10.0,,,,,0.07142857142857142,0.07142857142857142,102.49110320284697,15.9,12.2,15.9,12.1,,,,0.3333333333333333,,,0.5,0.42333333333333334,0.42333333333333334,1.0,13.066666666666668,1.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.6666666666666666,0.5,0.5,1.0,1.0,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.14285714285714285,0.25,24.566666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2016,2015-16,False
1626146-1626192-203090-203943-204025,1610612757,"Cliff Alexander, Pat Connaughton, Maurice Harkless, Noah Vonleh, Tim Frazier","Alexander, Connaughton, Harkless, Vonleh, Frazier",1626146-1626192-203090-203943-204025,POR,51.0,1,1.0,-2.0,3.0,3.0,3.0,3.0,6.0,,,,,,,,,2.0,,,,,,,,3.0,,,,,,,169.41176470588235,13.333333333333334,3.6666666666666665,13.333333333333334,3.6666666666666665,,,,,,,,,,,,1.0,,,,,,,,,,,,2.0,2.0,2.0,,2.0,2.0,2.0,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2016,2015-16,False
1626146-1626192-203459-203943-204025,1610612757,"Cliff Alexander, Pat Connaughton, Allen Crabbe, Noah Vonleh, Tim Frazier","Alexander, Connaughton, Crabbe, Vonleh, Frazier",1626146-1626192-203459-203943-204025,POR,207.0,2,3.0,4.0,7.0,7.0,7.0,7.0,14.0,1.0,3.0,1.0,3.0,,3.0,5.0,6.0,2.0,3.0,5.0,6.0,4.0,,6.0,6.0,7.0,0.6,0.6,0.6,0.6,0.6,0.6,97.39130434782608,13.285714285714286,16.285714285714285,13.285714285714286,16.0,0.6,0.3333333333333333,0.3333333333333333,,0.6,0.3333333333333333,0.6,0.53138,0.53138,1.0,8.74,1.0,2.0,,,,,,,,,,1.0,3.0,3.0,1.0,,,1.0,1.0,,,,,,,,,,,,,1.0,0.5,0.6666666666666666,,,,0.4,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.5,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2016,2015-16,False
1626146-201945-202329-203081-203486,1610612757,"Cliff Alexander, Gerald Henderson, Al-Farouq Aminu, Damian Lillard, Mason Plumlee","Alexander, Henderson, Aminu, Lillard, Plumlee",1626146-201945-202329-203081-203486,POR,37.0,1,1.0,-2.0,,1.0,,1.0,1.0,,,,,,,,,2.0,,,,,,,,,,,,,,,38.91891891891892,,27.0,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2016,2015-16,False
1626146-201945-202329-203468-203486,1610612757,"Cliff Alexander, Gerald Henderson, Al-Farouq Aminu, CJ McCollum, Mason Plumlee","Alexander, Henderson, Aminu, McCollum, Plumlee",1626146-201945-202329-203468-203486,POR,32.0,1,1.0,,1.0,1.0,,1.0,2.0,,,,,,,1.0,,,,,,,,,,,,,,,,,90.0,11.0,21.0,11.0,21.0,,,,,,,,0.4186,,,15.4,,1.0,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2016,2015-16,False
1626146-201945-202334-203081-203459,1610612757,"Cliff Alexander, Gerald Henderson, Ed Davis, Damian Lillard, Allen Crabbe","Alexander, Henderson, Davis, Lillard, Crabbe",1626146-201945-202334-203081-203459,POR,135.0,1,2.0,,5.0,4.0,,,9.0,1.0,1.0,,,2.0,2.0,4.0,4.0,4.0,,,,2.0,1.0,2.0,,,0.5,,0.4,,0.4,,96.0,13.0,17.5,13.0,17.5,0.2,1.0,1.0,0.4,,,0.4,0.49177,,,8.575,,1.0,,,1.0,,1.0,,,,1.0,1.0,2.0,3.0,,,,,,,,,,,,,,,,,0.2,,1.0,1.0,,1.0,,0.2,,0.2,,,,,24.6,1.0,,,1.0,1.0,,2.0,1.0,1.0,,2.0,,,,0.5,1.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.5,1.0,0.3333333333333333,1.0,0.5,1.0,1.0,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2016,2015-16,False
1626146-201945-202334-203090-203468,1610612757,"Cliff Alexander, Gerald Henderson, Ed Davis, Maurice Harkless, CJ McCollum","Alexander, Henderson, Davis, Harkless, McCollum",1626146-201945-202334-203090-203468,POR,128.0,1,2.0,-1.0,5.0,4.0,,1.0,9.0,,1.0,,,,1.0,2.0,4.0,5.0,,,,2.0,1.0,4.0,,,0.5,,0.3333333333333333,,0.5,,101.25,15.0,13.25,15.0,13.25,0.3333333333333333,,,,,,0.6666666666666666,0.5644666666666667,,,8.8,,1.0,,,1.0,,1.0,2.0,,,1.0,2.0,3.0,3.0,1.0,,,1.0,,1.0,,,1.0,2.0,1.0,1.0,,1.0,1.0,,0.3333333333333333,1.0,1.0,1.0,,1.0,1.0,0.3333333333333333,,0.3333333333333333,,,0.25,0.3333333333333333,24.4,,1.0,1.0,,,1.0,,,,,,,,1.0,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2016,2015-16,False
1626146-201945-202334-203459-203468,1610612757,"Cliff Alexander, Gerald Henderson, Ed Davis, Allen Crabbe, CJ McCollum","Alexander, Henderson, Davis, Crabbe, McCollum",1626146-201945-202334-203459-203468,POR,26.0,2,,-3.0,,2.0,,2.0,2.0,,,,,,,,,3.0,,,,,,,,,,,,,,,110.76923076923076,,8.0,,8.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,1.0,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2016,2015-16,False
1626146-202329-202334-203081-203459,1610612757,"Cliff Alexander, Al-Farouq Aminu, Ed Davis, Damian Lillard, Allen Crabbe","Alexander, Aminu, Davis, Lillard, Crabbe",1626146-202329-202334-203081-203459,POR,362.0,2,6.0,-7.0,13.0,14.0,,9.0,27.0,3.0,6.0,,,1.0,4.0,8.0,10.0,17.0,,,,2.0,2.0,8.0,,,0.5,,0.36363636363636365,,0.4166666666666667,,107.40331491712708,15.461538461538462,11.5,15.461538461538462,11.214285714285714,0.5454545454545454,0.5,0.5,0.09090909090909091,,,0.8181818181818182,0.4989136363636364,,,4.7375,,1.0,1.0,,2.0,,3.0,2.0,,,2.0,2.0,5.0,6.0,1.0,1.0,,2.0,,1.0,,,1.0,2.0,1.0,,,,,1.0,0.2727272727272727,0.5,0.6666666666666666,0.8333333333333334,,0.5,,0.09090909090909091,0.09090909090909091,0.18181818181818182,,,0.08333333333333333,0.1111111111111111,25.766666666666666,3.0,,,1.0,1.0,1.0,6.0,3.0,3.0,2.0,6.0,,,1.0,0.75,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,2.0,2.0,,,,1.0,1.0,1.0,1.0,,,,0.14285714285714285,,,,,1.0,1.0,0.2,,1.0,1.0,1.0,1.0,0.25,0.3333333333333333,1.0,0.5636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2016,2015-16,False
