EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,TwoPtAssists,Assists,AtRimAssists,AssistPoints,Fouls,FoulsDrawn,FTA,NonShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,LongMidRangeFGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,Steals,LostBallSteals,ShootingFouls,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APct,LongMidRangeFrequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,Avg3ptShotDistance,ShortMidRangeFGM,ShortMidRangeFGA,PtsUnassisted3s,ShortMidRangeAssists,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,LiveBallTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,LiveBallTurnoverPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,SecondChanceOffPoss,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,OffThreePtRebounds,OffRebounds,SecondChanceFg3Pct,SecondChanceEfgPct,SecondChanceTsPct,OffThreePtReboundPct,OffFGReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,SecondChancePointsPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,LongMidRangeFGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGA,SecondChanceFG2M,SecondChanceFG2A,PtsUnassisted2s,PtsPutbacks,LongMidRangeAssists,OffTwoPtRebounds,FTDefRebounds,SelfOReb,BadPassOutOfBoundsTurnovers,BadPassTurnovers,LostBallOutOfBoundsTurnovers,Loose Ball Fouls,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,NonShootingPenaltyNonTakeFouls,SecondChanceFg2Pct,DefFTReboundPct,OffTwoPtReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,SelfORebPct,BlocksRecoveredPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,PenaltyCorner3Frequency,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Corner3FGM,Fg2aBlocked,Corner3Assists,BadPassSteals,BlockingFouls,FG2APctBlocked,AtRimPctBlocked,OffLongMidRangeReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceTurnovers,HeaveAttempts,Offensive Fouls,Loose Ball Fouls Drawn,ShortMidRangePctBlocked,SecondChanceFtPoints,Travels,SecondChanceCorner3FGM,PenaltyCorner3FGM,3SecondViolations,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Accuracy,DefensiveGoaltends,BlockingFoulsDrawn,StepOutOfBoundsTurnovers,FTOffRebounds,OffFTReboundPct,SecondChanceAtRimPctAssisted,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Charge Fouls,BlockedLongMidRange,Fg3aBlocked,Charge Fouls Drawn,3pt And 1 Free Throw Trips,Defensive 3 Seconds Violations,FG3APctBlocked,Arc3PctBlocked,team_id,year,season,team_vs
1626192-1626242-203081-203148-203943,1610612757,"Pat Connaughton, Luis Montero, Damian Lillard, Brian Roberts, Noah Vonleh","Connaughton, Montero, Lillard, Roberts, Vonleh",1626192-1626242-203081-203148-203943,POR,67.0,1,1.0,-4.0,3.0,2.0,2.0,2.0,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,7.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.75,0.75,107.46268656716417,9.0,20.0,9.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6348,0.6348,1.0,1.6,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2016,2015-16,False
1626192-1626242-203148-203459-203943,1610612757,"Pat Connaughton, Luis Montero, Brian Roberts, Allen Crabbe, Noah Vonleh","Connaughton, Montero, Roberts, Crabbe, Vonleh",1626192-1626242-203148-203459-203943,POR,162.0,3,3.0,-5.0,6.0,6.0,5.0,6.0,12,,,,,,3.0,,3.0,8.0,,2.0,,3.0,,,1.0,,3.0,1.0,,,,3.0,3.0,5.0,,,,,,0.375,0.5,0.375,0.5,106.66666666666666,13.0,14.0,13.0,13.166666666666666,,,,,,,0.25,0.3782875,0.3992833333333334,1.0,18.933333333333334,0.8333333333333334,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.75,0.25,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,24.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2016,2015-16,False
1626192-1626242-203148-203486-203943,1610612757,"Pat Connaughton, Luis Montero, Brian Roberts, Mason Plumlee, Noah Vonleh","Connaughton, Montero, Roberts, Plumlee, Vonleh",1626192-1626242-203148-203486-203943,POR,119.0,2,2.0,3.0,4.0,5.0,4.0,5.0,9,,,,,1.0,1.0,,5.0,2.0,1.0,1.0,,5.0,2.0,1.0,1.0,,2.0,,,,,5.0,5.0,4.0,,1.0,1.0,1.0,1.0,1.25,1.25,1.25,1.25,108.90756302521008,14.5,12.2,14.5,12.2,,,,,,,0.5,0.397275,0.397275,1.0,6.6,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,,,,,1.0,1.0,1.0,0.5,,0.5,1.0,1.0,,0.5,1.0,1.0,26.1,1.0,1.0,3.0,1.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2016,2015-16,False
1626192-1626242-203148-203943-2549,1610612757,"Pat Connaughton, Luis Montero, Brian Roberts, Noah Vonleh, Chris Kaman","Connaughton, Montero, Roberts, Vonleh, Kaman",1626192-1626242-203148-203943-2549,POR,108.0,1,2.0,3.0,2.0,3.0,2.0,3.0,5,,,,,,,,6.0,3.0,,,,6.0,,,1.0,,3.0,,,,,3.0,6.0,2.0,,,,,,1.0,1.0,1.0,1.0,66.66666666666667,16.5,25.0,11.5,20.333333333333332,,,,,,,1.0,0.46275,0.46275,1.0,,1.0,,2.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,1.0,1.0,,,,0.5,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,,1.0,0.6666666666666666,0.6666666666666666,0.5,1.0,0.6666666666666666,0.6666666666666666,26.0,,,3.0,,,1.0,1.0,2.0,,,,,,,0.5,,0.5,,,,,,,,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.5,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2016,2015-16,False
1626192-203081-203148-203459-203468,1610612757,"Pat Connaughton, Damian Lillard, Brian Roberts, Allen Crabbe, CJ McCollum","Connaughton, Lillard, Roberts, Crabbe, McCollum",1626192-203081-203148-203459-203468,POR,15.0,1,,,1.0,,1.0,,1,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,96.0,15.0,,15.0,,,,,,,,1.0,0.2682,0.2682,,,1.0,,,1.0,,1.0,,1.0,,1.0,,1.0,,,,,,,,,,,1.0,,1.0,,,,1.0,,,25.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2016,2015-16,False
201945-202329-202334-203081-203459,1610612757,"Gerald Henderson, Al-Farouq Aminu, Ed Davis, Damian Lillard, Allen Crabbe","Henderson, Aminu, Davis, Lillard, Crabbe",201945-202329-202334-203081-203459,POR,1360.0,8,23.0,-14.0,45.0,44.0,26.0,20.0,89,8.0,15.0,3.0,6.0,11.0,30.0,7.0,38.0,52.0,3.0,13.0,7.0,19.0,8.0,4.0,5.0,3.0,11.0,6.0,8.0,9.0,1.0,34.0,19.0,26.0,1.0,0.36363636363636365,0.4444444444444444,0.36666666666666664,0.23076923076923078,0.33695652173913043,0.25,0.38,0.3392857142857143,94.23529411764706,17.68888888888889,12.818181818181818,16.22222222222222,12.5,0.32608695652173914,0.5333333333333333,0.5333333333333333,0.375,0.25,0.5,0.6739130434782609,0.4768173913043478,0.4541395833333333,0.5,8.266666666666667,0.5777777777777777,9.0,3.0,13.0,2.0,9.0,3.0,16.0,2.0,11.0,3.0,13.0,3.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.1875,0.18181818181818182,0.1875,0.34782608695652173,0.1956521739130435,0.2826086956521739,0.23076923076923078,0.23076923076923078,0.3333333333333333,0.375,0.2222222222222222,0.23076923076923078,25.6,1.0,6.0,6.0,,5.0,9.0,15.0,26.0,3.0,3.0,1.0,6.0,3.0,0.5,0.8181818181818182,0.625,0.7368421052631579,1.0,0.5714285714285714,1.0,0.13043478260869565,0.16666666666666666,0.16666666666666666,,6.0,,,,1.0,4.0,3.0,11.0,,0.2,0.2,0.2727272727272727,0.36666666666666664,0.125,0.75,,,,0.10526315789473684,2.0,6.0,2.0,3.0,1.0,2.0,2.0,9.0,14.0,4.0,1.0,8.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,4.0,2.0,1.0,1.0,2.0,1.0,2.0,0.2222222222222222,1.0,0.42105263157894735,0.8571428571428571,0.4,0.6666666666666666,0.8,0.06666666666666667,0.5,0.2222222222222222,0.2222222222222222,0.5,0.06521739130434782,0.6,0.3333333333333333,0.1,0.08333333333333333,0.48272777777777776,0.08163265306122448,0.12121212121212122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2016,2015-16,False
201945-202329-202334-203081-203468,1610612757,"Gerald Henderson, Al-Farouq Aminu, Ed Davis, Damian Lillard, CJ McCollum","Henderson, Aminu, Davis, Lillard, McCollum",201945-202329-202334-203081-203468,POR,865.0,4,14.0,-5.0,26.0,28.0,2.0,,54,6.0,9.0,1.0,2.0,8.0,16.0,2.0,30.0,35.0,1.0,2.0,,5.0,8.0,4.0,8.0,3.0,20.0,6.0,3.0,4.0,,30.0,5.0,2.0,,0.5,0.5,0.5,0.5,0.5384615384615384,0.625,0.5357142857142857,0.5,89.89595375722544,16.692307692307693,15.392857142857142,15.73076923076923,14.607142857142858,0.34615384615384615,0.6666666666666666,0.8571428571428571,0.5,0.5,0.5,0.7307692307692307,0.499748,0.5037,0.16666666666666666,8.5,0.07692307692307693,6.0,1.0,5.0,1.0,2.0,4.0,10.0,1.0,2.0,12.0,5.0,1.0,4.0,1.0,1.0,,2.0,1.0,0.4,0.5,0.4,0.38461538461538464,0.23076923076923078,0.19230769230769232,0.2,0.2,1.0,0.5,0.5,0.2,24.06,,1.0,,,1.0,9.0,11.0,14.0,1.0,,1.0,1.0,,1.0,0.8181818181818182,1.0,0.8333333333333334,0.5,1.0,,0.038461538461538464,,,,2.0,,1.0,,2.0,,1.0,3.0,,,,0.16666666666666666,0.21428571428571427,0.25,1.0,0.3333333333333333,,,,,1.0,2.0,5.0,1.0,,,1.0,8.0,,1.0,2.0,1.0,,,,,,,,2.0,1.0,1.0,,1.0,1.0,,,1.0,0.25,0.3333333333333333,,,1.0,,1.0,0.3333333333333333,0.3333333333333333,0.5,0.19230769230769232,0.3333333333333333,,0.3333333333333333,,0.5505,0.07142857142857142,0.1111111111111111,3.0,2.0,3.0,1.0,1.0,0.125,0.2222222222222222,0.25,0.6,0.6,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2016,2015-16,False
201945-202329-202334-203081-2549,1610612757,"Gerald Henderson, Al-Farouq Aminu, Ed Davis, Damian Lillard, Chris Kaman","Henderson, Aminu, Davis, Lillard, Kaman",201945-202329-202334-203081-2549,POR,91.0,1,2.0,2.0,3.0,2.0,,2.0,5,,,,,1.0,2.0,,2.0,,,,,,2.0,1.0,1.0,,2.0,,,,,2.0,,,,1.0,1.0,0.5,,0.3333333333333333,,0.3333333333333333,,79.12087912087912,15.333333333333334,22.5,12.0,17.0,,,,,,,0.3333333333333333,0.46026666666666666,,,17.65,,2.0,,1.0,,,,1.0,,,,1.0,,,,1.0,,,,,,,0.3333333333333333,0.6666666666666666,0.3333333333333333,,,,,,,25.9,,,,,,1.0,1.0,3.0,2.0,,,2.0,,1.0,0.5,,0.5,,,,,,,,2.0,,,,,,1.0,2.0,,,,1.0,1.0,1.0,1.0,,,,,,,1.0,,,,,,,,1.0,1.0,,1.0,,2.0,,,,,,,,,,,,,,1.0,,,,,0.5,,0.5,0.5,1.0,,,,,,,,,,,,1.0,,,,1.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2016,2015-16,False
201945-202329-202334-203090-203468,1610612757,"Gerald Henderson, Al-Farouq Aminu, Ed Davis, Maurice Harkless, CJ McCollum","Henderson, Aminu, Davis, Harkless, McCollum",201945-202329-202334-203090-203468,POR,55.0,1,1.0,,2.0,1.0,,,3,,,,,,2.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,78.54545454545455,18.5,18.0,18.5,18.0,,,,,,,,0.3651,,,8.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,1.0,1.0,1.0,,,,,,,1.0,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2016,2015-16,False
201945-202329-202334-203148-203459,1610612757,"Gerald Henderson, Al-Farouq Aminu, Ed Davis, Brian Roberts, Allen Crabbe","Henderson, Aminu, Davis, Roberts, Crabbe",201945-202329-202334-203148-203459,POR,29.0,2,,-3.0,1.0,2.0,1.0,2.0,3,,,,,,,,,3.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,148.9655172413793,4.0,12.5,4.0,12.5,,,,,,,1.0,,,,,1.0,,,1.0,,1.0,,1.0,,1.0,,,,,,,,,,,,,1.0,,1.0,,,,1.0,,,56.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2016,2015-16,False
