EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,TotalPoss,AtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,PtsAssisted2s,PtsUnassisted2s,TwoPtAssists,Assists,ShortMidRangeAssists,AssistPoints,DefTwoPtRebounds,DefRebounds,Rebounds,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Turnovers,ShootingFouls,Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,TsPct,DefTwoPtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,AtRimFG3AFrequency,ShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg2ptShotDistance,PenaltyOffPoss,PenaltyDefPoss,AtRimFGM,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGA,PenaltyArc3FGA,FG3M,FG3A,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsUnassisted3s,NonHeaveArc3FGA,AtRimAssists,DefThreePtRebounds,FTDefRebounds,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,FG3APct,DefFTReboundPct,DefThreePtReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Arc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyShotQualityAvg,PenaltyPointsPct,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceOffPoss,Arc3FGM,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PtsAssisted3s,NonHeaveArc3FGM,Fg2aBlocked,ThreePtAssists,Arc3Assists,OffThreePtRebounds,OffTwoPtRebounds,OffRebounds,LiveBallTurnovers,BadPassTurnovers,Charge Fouls,Blocked2s,BlockedShortMidRange,Blocks,Assisted3sPct,SecondChanceTsPct,FG2APctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,NonHeaveArc3Accuracy,SecondChancePointsPct,SelfOReb,SecondChanceTurnovers,OffLongMidRangeReboundPct,SelfORebPct,SecondChanceFG2M,Technical Free Throw Trips,NonShootingPenaltyNonTakeFouls,SecondChanceFg2Pct,SecondChanceEfgPct,OffAtRimReboundPct,SecondChanceShotQualityAvg,NonShootingFoulsDrawn,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceArc3FGA,PenaltyArc3FGM,SecondChanceFG3A,PtsPutbacks,HeaveAttempts,FTOffRebounds,Steals,BadPassSteals,LostBallSteals,BadPassOutOfBoundsTurnovers,LostBallTurnovers,PenaltyTurnovers,Offensive Fouls,Charge Fouls Drawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,BlockedAtRim,RecoveredBlocks,NonShootingPenaltyNonTakeFoulsDrawn,OffFTReboundPct,OffCorner3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,PenaltyArc3Accuracy,LongMidRangeAssists,2pt And 1 Free Throw Trips,DefensiveGoaltends,LongMidRangePctAssisted,Travels,OffensiveGoaltends,AtRimPctBlocked,SecondChanceAtRimPctAssisted,BlockingFouls,Loose Ball Fouls,Corner3Assists,Corner3PctAssisted,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceFG3M,Fg3aBlocked,BlockingFoulsDrawn,3SecondViolations,Defensive 3 Seconds Violations,SecondChanceFg3Pct,FG3APctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3FGM,StepOutOfBoundsTurnovers,ThreePtShootingFoulsDrawn,Blocked3s,BlockedArc3,BlockedLongMidRange,SecondChanceArc3Accuracy,ThreePtShootingFoulsDrawnPct,HeaveMakes,3pt And 1 Free Throw Trips,SecondChanceArc3PctAssisted,Corner3PctBlocked,Clear Path Fouls,team_id,year,season,team_vs
1626169-1626199-201202-203493-2581,1610612765,"Stanley Johnson, Darrun Hilliard, Joel Anthony, Reggie Bullock, Steve Blake","Johnson, Hilliard, Anthony, Bullock, Blake",1626169-1626199-201202-203493-2581,DET,311.0,2,5.0,-4.0,9.0,9.0,18.0,1.0,1.0,1.0,2.0,2.0,2.0,6.0,10.0,4.0,,2.0,2.0,1.0,4.0,2.0,2.0,3.0,1.0,,4.0,1.0,2.0,2.0,2.0,1.0,6.0,1.0,1.0,1.0,0.5,0.6,0.6666666666666666,0.6666666666666666,1.0,,83.34405144694533,16.555555555555557,18.0,13.444444444444445,17.88888888888889,0.25,0.25,1.0,1.0,1.0,0.75,0.54835,0.2,0.3333333333333333,7.5,9.0,8.0,1.0,1.0,1.0,,,,2.0,,2.0,,,,2.0,2.0,2.0,,2.0,2.0,6.0,,,1.0,,,6.0,9.0,,,,1.0,0.5,0.6,0.5,,,0.5,,1.0,1.0,1.0,,,,0.5,,,,0.25,1.0,0.5,,,0.54835,1.0,24.4,1.0,2.0,,,,,,,,,,1.0,,1.0,3.0,3.0,,2.0,1.0,2.0,,,,,0.75,,0.5,0.5,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,4.0,1.0,,,,1.0,2.0,,,0.5,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612765,2016,2015-16,False
1626169-1626199-201229-201943-203083,1610612765,"Stanley Johnson, Darrun Hilliard, Anthony Tolliver, Brandon Jennings, Andre Drummond","Johnson, Hilliard, Tolliver, Jennings, Drummond",1626169-1626199-201229-201943-203083,DET,229.0,1,4.0,2.0,7.0,6.0,13.0,4.0,1.0,1.0,5.0,6.0,1.0,14.0,12.0,,10.0,,1.0,,3.0,,,3.0,,,,,1.0,1.0,3.0,,10.0,,,0.8333333333333334,0.7222222222222222,0.7,,,,,81.7467248908297,17.285714285714285,18.0,14.142857142857142,16.5,0.4444444444444444,0.1111111111111111,1.0,1.0,,0.7777777777777778,0.5032111111111112,0.1,,5.716666666666666,4.0,3.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,3.0,4.0,1.0,3.0,,9.0,,1.0,,,,9.0,4.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.75,0.6428571428571429,0.6428571428571429,0.3333333333333333,,,,,0.75,0.75,,0.1111111111111111,1.0,1.0,0.2222222222222222,0.5,0.5,0.1111111111111111,0.2857142857142857,0.5,0.2857142857142857,0.5,0.14285714285714285,0.4791285714285714,0.6428571428571429,24.599999999999998,0.5714285714285714,2.0,,3.0,,4.0,3.0,,,1.0,,2.0,1.0,3.0,,,,1.0,1.0,1.0,1.0,0.6666666666666666,,,,1.0,1.0,1.0,,1.0,,,,,0.2857142857142857,1.0,,,0.3333333333333333,2.0,,,0.6666666666666666,0.6666666666666666,1.0,0.46315,,1.0,2.0,,,,2.0,,,1.0,1.0,,,,,,,,,,,,,1.0,,,0.6666666666666666,0.5,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,1.0,,,,,0.25,,,,,,1610612765,2016,2015-16,False
1626169-1626199-201229-201943-203382,1610612765,"Stanley Johnson, Darrun Hilliard, Anthony Tolliver, Brandon Jennings, Aron Baynes","Johnson, Hilliard, Tolliver, Jennings, Baynes",1626169-1626199-201229-201943-203382,DET,2783.0,9,46.0,26.0,88.0,86.0,174.0,33.0,7.0,13.0,32.0,58.0,11.0,111.0,85.0,30.0,34.0,15.0,24.0,3.0,57.0,24.0,35.0,50.0,4.0,,7.0,6.0,23.0,16.0,13.0,6.0,93.0,0.46875,0.4838709677419355,0.5517241379310345,0.5494505494505495,0.578125,0.6666666666666666,0.717391304347826,0.7692307692307693,0.6923076923076923,90.03233920229968,14.670454545454545,17.348837209302324,13.920454545454545,16.127906976744185,0.3626373626373626,0.14285714285714285,0.5384615384615384,0.5833333333333334,0.42857142857142855,0.7252747252747253,0.5562406593406594,0.06382978723404255,0.09836065573770492,5.801724137931035,19.0,18.0,19.0,6.0,7.0,6.0,12.0,2.0,6.0,1.0,2.0,27.0,10.0,12.0,33.0,8.0,9.0,5.0,12.0,3.0,34.0,9.0,27.0,9.0,9.0,2.0,34.0,19.0,0.36363636363636365,0.4166666666666667,0.36363636363636365,0.8888888888888888,0.7380952380952381,0.7391304347826086,0.3626373626373626,0.5,0.9,0.5,0.8571428571428571,0.5757575757575758,0.59375,0.47368421052631576,0.13186813186813187,0.5,0.5,0.06593406593406594,0.3333333333333333,0.3333333333333333,0.2967032967032967,0.3333333333333333,0.8571428571428571,0.09523809523809523,0.5,0.47619047619047616,0.5553190476190476,0.3063063063063063,25.336363636363636,0.2159090909090909,16.0,10.0,13.0,1.0,18.0,27.0,10.0,2.0,9.0,7.0,7.0,8.0,15.0,3.0,2.0,1.0,7.0,2.0,7.0,0.75,0.6,0.034482758620689655,0.07692307692307693,0.42857142857142855,0.3076923076923077,0.3333333333333333,0.3191489361702128,0.16666666666666666,0.35294117647058826,0.37037037037037035,0.37037037037037035,0.7,0.37037037037037035,0.16216216216216217,,1.0,0.3333333333333333,,7.0,,5.0,0.5384615384615384,0.6071428571428571,0.35714285714285715,0.6320277777777777,2.0,4.0,9.0,1.0,4.0,1.0,2.0,,,8.0,4.0,4.0,,1.0,,1.0,1.0,1.0,1.0,5.0,4.0,2.0,,0.25,1.0,0.5714285714285714,0.6428571428571429,0.4444444444444444,0.07142857142857142,0.4,3.0,3.0,,0.5,2.0,,0.030303030303030304,,2.0,2.0,2.0,1.0,,,1.0,,,,,1.0,,,,,,,1.0,,,,,,1.0,,,,1.0,,,1610612765,2016,2015-16,False
1626169-1626199-201229-202694-202704,1610612765,"Stanley Johnson, Darrun Hilliard, Anthony Tolliver, Marcus Morris, Reggie Jackson","Johnson, Hilliard, Tolliver, Morris, Jackson",1626169-1626199-201229-202694-202704,DET,3.0,1,,-2.0,,1.0,1.0,,,,,,,,2.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,480.0,,3.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612765,2016,2015-16,False
1626169-1626199-201229-202704-203083,1610612765,"Stanley Johnson, Darrun Hilliard, Anthony Tolliver, Reggie Jackson, Andre Drummond","Johnson, Hilliard, Tolliver, Jackson, Drummond",1626169-1626199-201229-202704-203083,DET,519.0,3,9.0,16.0,18.0,19.0,37.0,7.0,,1.0,5.0,9.0,7.0,29.0,13.0,2.0,8.0,1.0,5.0,,14.0,5.0,6.0,11.0,,,1.0,1.0,4.0,8.0,13.0,3.0,20.0,0.2,0.5,0.5555555555555556,0.6875,0.6590909090909091,0.8333333333333334,0.8571428571428571,1.0,0.5,102.65895953757224,12.88888888888889,15.105263157894736,12.055555555555555,14.68421052631579,0.4375,0.0625,,,,0.875,0.60628125,0.2,0.25,4.266666666666667,2.0,12.0,5.0,1.0,1.0,,1.0,2.0,4.0,,,3.0,,4.0,7.0,1.0,1.0,,,1.0,3.0,,3.0,1.0,1.0,,3.0,2.0,0.5714285714285714,,0.5714285714285714,1.0,1.0,0.75,0.4375,,1.0,1.0,1.0,0.7142857142857143,0.7142857142857143,0.2,0.0625,,,0.25,0.5,0.5,0.1875,1.0,1.0,,,,0.624,0.10344827586206896,25.02857142857143,0.1111111111111111,5.0,2.0,4.0,,9.0,12.0,2.0,,4.0,2.0,2.0,2.0,5.0,1.0,1.0,,2.0,,2.0,1.0,0.9,,,1.0,0.5,0.6666666666666666,0.5714285714285714,,,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0.3103448275862069,,,,,3.0,,1.0,0.75,0.9,1.0,0.7491,2.0,3.0,3.0,1.0,,1.0,6.0,,1.0,2.0,2.0,,,,,,,,1.0,2.0,2.0,1.0,0.3333333333333333,1.0,,1.0,0.6,1.0,0.2,,,,,,,,,,,1.0,2.0,1.0,,,1.0,,,,,1.0,,,,,,,1.0,,1.0,,,,1.0,0.125,,,1.0,,,1610612765,2016,2015-16,False
1626169-1626199-201229-202704-203382,1610612765,"Stanley Johnson, Darrun Hilliard, Anthony Tolliver, Reggie Jackson, Aron Baynes","Johnson, Hilliard, Tolliver, Jackson, Baynes",1626169-1626199-201229-202704-203382,DET,25.0,1,,2.0,1.0,1.0,2.0,1.0,,,,1.0,2.0,2.0,,,,,,,,,,1.0,,,,,,1.0,2.0,1.0,,,,,,0.5,,,,,115.19999999999999,11.0,14.0,10.0,14.0,1.0,,,,,1.0,0.6666,0.5,0.5,1.7,1.0,1.0,,,1.0,,,,,,,,,,,,1.0,,,2.0,2.0,,,,,,2.0,1.0,,,,,,0.5,,,,,,,,,,,,,,,,1.0,,,,,0.6666,1.0,,1.0,1.0,,,2.0,2.0,,,,,,,1.0,1.0,,,,,,,,1.0,,,,1.0,,1.0,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612765,2016,2015-16,False
1626169-1626199-201229-203083-2581,1610612765,"Stanley Johnson, Darrun Hilliard, Anthony Tolliver, Andre Drummond, Steve Blake","Johnson, Hilliard, Tolliver, Drummond, Blake",1626169-1626199-201229-203083-2581,DET,377.0,2,6.0,-2.0,10.0,10.0,20.0,3.0,,2.0,1.0,5.0,,11.0,13.0,,2.0,,3.0,,9.0,3.0,4.0,4.0,2.0,1.0,2.0,1.0,2.0,,,,11.0,,,0.2,0.6875,0.6875,0.6,0.5,,1.0,76.39257294429709,18.1,19.6,18.1,17.3,0.375,0.25,,,,0.75,0.5262875,,,2.98,,,1.0,,,,,1.0,1.0,,,2.0,,3.0,3.0,,,,,,,,2.0,,,1.0,,,1.0,,1.0,,,,0.375,1.0,,1.0,,0.3333333333333333,0.5,,,,,0.125,1.0,1.0,0.25,,,,,,,,24.900000000000002,,,2.0,,,,9.0,2.0,1.0,3.0,2.0,,,,,,,2.0,,2.0,1.0,,0.2,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,1.0,,0.3333333333333333,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612765,2016,2015-16,False
1626169-1626199-201229-203382-203915,1610612765,"Stanley Johnson, Darrun Hilliard, Anthony Tolliver, Aron Baynes, Spencer Dinwiddie","Johnson, Hilliard, Tolliver, Baynes, Dinwiddie",1626169-1626199-201229-203382-203915,DET,768.0,2,13.0,-6.0,25.0,27.0,52.0,5.0,2.0,7.0,5.0,16.0,6.0,22.0,28.0,6.0,4.0,3.0,5.0,1.0,12.0,10.0,12.0,20.0,3.0,,3.0,3.0,7.0,10.0,9.0,3.0,15.0,0.6,0.6,0.3125,0.3076923076923077,0.36666666666666664,0.7142857142857143,0.6875,0.625,1.0,97.5,14.2,15.296296296296296,12.84,14.592592592592593,0.19230769230769232,0.2692307692307692,0.2857142857142857,0.3333333333333333,0.5,0.5769230769230769,0.4969365384615384,0.10714285714285714,0.16666666666666666,8.525,8.0,7.0,2.0,2.0,4.0,1.0,4.0,,4.0,,1.0,6.0,1.0,2.0,10.0,3.0,7.0,,2.0,2.0,8.0,,6.0,1.0,1.0,1.0,8.0,8.0,0.2,,0.2,0.42857142857142855,0.3333333333333333,0.36363636363636365,0.38461538461538464,1.0,0.5,0.75,,0.4,0.5,0.5,0.15384615384615385,0.25,0.25,0.15384615384615385,,,0.23076923076923078,0.4444444444444444,0.5,0.1111111111111111,,0.1111111111111111,0.5238777777777778,0.36363636363636365,24.84,0.32,7.0,2.0,4.0,2.0,7.0,6.0,2.0,2.0,2.0,2.0,1.0,6.0,8.0,,,,1.0,,1.0,1.0,0.4375,0.125,0.14285714285714285,,0.5454545454545454,0.14285714285714285,0.3888888888888889,0.6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.3181818181818182,,,0.3333333333333333,,1.0,,,0.25,0.35714285714285715,0.6666666666666666,0.5121857142857144,2.0,,2.0,1.0,,3.0,,,1.0,2.0,1.0,1.0,,,,1.0,,3.0,2.0,1.0,,2.0,0.5,,1.0,,0.2857142857142857,,0.14285714285714285,,1.0,1.0,,1.0,,,0.2,,1.0,,,,,2.0,1.0,,,,,0.3333333333333333,,,,0.2857142857142857,,,1.0,1.0,,,,,1.0,,,,1.0,,,1610612765,2016,2015-16,False
1626169-1626199-201229-203382-2581,1610612765,"Stanley Johnson, Darrun Hilliard, Anthony Tolliver, Aron Baynes, Steve Blake","Johnson, Hilliard, Tolliver, Baynes, Blake",1626169-1626199-201229-203382-2581,DET,2579.0,11,43.0,-24.0,84.0,83.0,167.0,17.0,6.0,15.0,23.0,48.0,12.0,85.0,109.0,30.0,16.0,15.0,22.0,4.0,51.0,22.0,29.0,34.0,5.0,,9.0,9.0,13.0,13.0,12.0,6.0,80.0,0.6521739130434783,0.6818181818181818,0.4791666666666667,0.5069444444444444,0.5454545454545454,0.7333333333333333,0.7714285714285715,0.5555555555555556,0.9,93.24544397053121,15.964285714285714,14.91566265060241,15.773809523809524,14.481927710843374,0.2361111111111111,0.20833333333333334,0.4,0.42857142857142855,0.6666666666666666,0.5694444444444444,0.5197784722222223,0.07792207792207792,0.11320754716981132,8.452083333333333,10.0,4.0,12.0,5.0,5.0,5.0,16.0,3.0,9.0,,,15.0,,9.0,24.0,5.0,8.0,,,,10.0,6.0,15.0,8.0,5.0,2.0,10.0,10.0,0.375,,0.375,0.625,0.625,0.625,0.3333333333333333,1.0,1.0,0.7272727272727273,1.0,0.7058823529411765,0.7058823529411765,0.6666666666666666,0.2222222222222222,0.3125,0.3125,0.125,0.3333333333333333,0.3333333333333333,0.20833333333333334,0.625,1.0,,,,0.571025,0.11764705882352941,25.27916666666667,0.11904761904761904,4.0,6.0,2.0,,5.0,21.0,6.0,1.0,7.0,5.0,,5.0,5.0,4.0,2.0,1.0,5.0,1.0,5.0,0.7777777777777778,0.625,0.020833333333333332,0.06666666666666667,0.4444444444444444,0.2,,0.125,,,0.4,0.4,0.8333333333333334,0.4,0.058823529411764705,3.0,,0.2727272727272727,0.07692307692307693,1.0,1.0,,0.5,0.625,0.4,0.593075,,1.0,2.0,,,2.0,2.0,,,3.0,3.0,,1.0,2.0,1.0,,,,,4.0,1.0,,,,,0.2,0.5,0.5,,,3.0,1.0,,0.6,1.0,,,,,,2.0,0.6666666666666666,1.0,2.0,1.0,,,1.0,,0.5,,,,0.5,0.5,1.0,,,,,,,,,,,,,,1610612765,2016,2015-16,False
1626169-1626199-201943-202694-203083,1610612765,"Stanley Johnson, Darrun Hilliard, Brandon Jennings, Marcus Morris, Andre Drummond","Johnson, Hilliard, Jennings, Morris, Drummond",1626169-1626199-201943-202694-203083,DET,191.0,2,3.0,-1.0,7.0,6.0,13.0,2.0,,,,3.0,,6.0,7.0,,,,1.0,,3.0,,2.0,2.0,1.0,,1.0,,3.0,1.0,,,6.0,,,,0.5,0.5,,0.6666666666666666,,,98.01047120418849,14.857142857142858,14.5,14.857142857142858,14.5,0.3333333333333333,,,,,0.8333333333333334,0.5573,,,6.3999999999999995,,1.0,,,,,1.0,,1.0,,,2.0,,2.0,3.0,,,,,,,3.0,2.0,,2.0,,,,0.6666666666666666,,0.6666666666666666,,,,0.5,,0.6666666666666666,,0.6666666666666666,,,,0.16666666666666666,,,0.16666666666666666,,,0.3333333333333333,,,,,,,,24.866666666666664,,,2.0,,,,3.0,2.0,1.0,1.0,1.0,,,,,,,,,,0.5,,0.3333333333333333,,,,,,,,1.0,1.0,0.5,1.0,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,0.5,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612765,2016,2015-16,False
1626169-1626199-201943-202694-203382,1610612765,"Stanley Johnson, Darrun Hilliard, Brandon Jennings, Marcus Morris, Aron Baynes","Johnson, Hilliard, Jennings, Morris, Baynes",1626169-1626199-201943-202694-203382,DET,286.0,2,5.0,1.0,11.0,12.0,23.0,2.0,1.0,1.0,3.0,6.0,2.0,11.0,10.0,2.0,4.0,1.0,1.0,,2.0,4.0,6.0,6.0,,,2.0,3.0,4.0,2.0,4.0,2.0,11.0,0.3333333333333333,0.3333333333333333,0.5,0.6428571428571429,0.6111111111111112,1.0,1.0,1.0,1.0,115.8041958041958,12.181818181818182,12.666666666666666,12.181818181818182,12.666666666666666,0.2857142857142857,0.14285714285714285,1.0,1.0,,0.42857142857142855,0.50525,0.2222222222222222,0.25,12.216666666666667,,,1.0,,,1.0,3.0,,,,,1.0,,1.0,1.0,,,,,,,3.0,1.0,1.0,1.0,1.0,,,1.0,,1.0,,,,0.14285714285714285,1.0,1.0,1.0,1.0,0.5,0.5,1.0,0.42857142857142855,0.3333333333333333,0.3333333333333333,,,,0.14285714285714285,,,,,,,,24.7,,,1.0,,,,,1.0,,,,,,,2.0,,,1.0,,1.0,,,,,1.0,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,2.0,,,,,,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1610612765,2016,2015-16,False
1626169-1626199-201975-203382-2581,1610612765,"Stanley Johnson, Darrun Hilliard, Jodie Meeks, Aron Baynes, Steve Blake","Johnson, Hilliard, Meeks, Baynes, Blake",1626169-1626199-201975-203382-2581,DET,178.0,1,3.0,-4.0,5.0,6.0,11.0,1.0,,2.0,,4.0,2.0,2.0,6.0,,,,,,,1.0,2.0,3.0,,,,,,1.0,2.0,1.0,,,,,,0.14285714285714285,1.0,1.0,1.0,,88.98876404494382,16.4,16.0,16.4,16.0,0.16666666666666666,0.3333333333333333,,,,0.5,0.50887,0.14285714285714285,0.2,6.45,1.0,,,,1.0,,1.0,,1.0,,,1.0,1.0,,2.0,,1.0,,1.0,,,,,,1.0,,,1.0,,,,,,,0.3333333333333333,,1.0,,1.0,,,,0.16666666666666666,,,0.16666666666666666,,,0.16666666666666666,0.5,,,,0.5,0.6683,,40.85,0.2,1.0,,,2.0,2.0,,,1.0,,,,1.0,1.0,,,,,,,,1.0,0.25,0.5,,0.25,,0.2,0.5,,,,,,1.0,1.0,,,0.25,,,,,,,,,,,,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612765,2016,2015-16,False
1626169-1626199-202694-202704-203083,1610612765,"Stanley Johnson, Darrun Hilliard, Marcus Morris, Reggie Jackson, Andre Drummond","Johnson, Hilliard, Morris, Jackson, Drummond",1626169-1626199-202694-202704-203083,DET,65.0,2,1.0,3.0,2.0,2.0,4.0,,,,,,4.0,4.0,1.0,,,,,,,1.0,1.0,2.0,,,,1.0,1.0,4.0,6.0,3.0,2.0,,,,,0.6666666666666666,1.0,1.0,1.0,,88.61538461538463,13.5,19.0,13.0,19.0,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,2.0,2.0,,,,,,2.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,0.5,,0.5,1.0,,,2.0,2.0,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612765,2016,2015-16,False
1626169-1626199-202694-202704-203382,1610612765,"Stanley Johnson, Darrun Hilliard, Marcus Morris, Reggie Jackson, Aron Baynes","Johnson, Hilliard, Morris, Jackson, Baynes",1626169-1626199-202694-202704-203382,DET,182.0,1,3.0,-1.0,7.0,8.0,15.0,,,,1.0,1.0,2.0,7.0,8.0,,2.0,,,,,4.0,4.0,4.0,,,,1.0,4.0,3.0,4.0,,7.0,,,1.0,0.5,0.5,1.0,1.0,1.0,1.0,118.68131868131869,9.142857142857142,14.75,9.142857142857142,14.75,,,,,,0.8,0.43796999999999997,,,20.2,7.0,3.0,,,,1.0,1.0,,,,,4.0,4.0,1.0,4.0,1.0,1.0,1.0,4.0,2.0,7.0,3.0,4.0,,,,7.0,7.0,0.25,0.25,0.25,1.0,0.5,0.5,0.8,,,1.0,,,,,0.2,1.0,1.0,,,,0.8,,,,,0.8,0.43796999999999997,1.0,26.525,1.0,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,0.25,0.25,,0.25,,,,,,,,,,,,,2.0,,,,1.0,,,,,,,,,,,,,,1.0,,,2.0,,,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612765,2016,2015-16,False
1626169-1626199-202694-203083-2581,1610612765,"Stanley Johnson, Darrun Hilliard, Marcus Morris, Andre Drummond, Steve Blake","Johnson, Hilliard, Morris, Drummond, Blake",1626169-1626199-202694-203083-2581,DET,78.0,2,1.0,-2.0,2.0,3.0,5.0,,,2.0,,2.0,,,2.0,,,,,,,1.0,1.0,2.0,,,,,1.0,,,,,,,,,,0.5,0.3333333333333333,,,92.3076923076923,17.5,14.333333333333334,15.0,7.333333333333333,,0.6666666666666666,,,,0.3333333333333333,0.4554,,,6.0,,2.0,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,0.3333333333333333,,,1.0,,,,,,,,0.3333333333333333,,,,,,,,,,,24.7,,1.0,,1.0,,,,,1.0,,,1.0,,1.0,,,,,,,,,0.5,0.5,,,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612765,2016,2015-16,False
