EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,ShootingFouls,Fouls,FoulsDrawn,Charge Fouls Drawn,Loose Ball Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,DefensiveGoaltends,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPoss,PenaltyDefPoss,PenaltyAtRimFGM,PenaltyAtRimFGA,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGM,PenaltyArc3FGM,PenaltyArc3FGA,SecondChanceFG3M,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,BadPassSteals,DeadBallTurnovers,PenaltyTurnovers,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,SecondChanceFg3Pct,PenaltyFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,OffArc3ReboundPct,BlocksRecoveredPct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,PenaltyShotQualityAvg,PenaltyPointsPct,PenaltyOffPossPct,FTDefRebounds,DefFTReboundPct,Fg3aBlocked,FTOffRebounds,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,Travels,Offensive Fouls Drawn,BlockedShortMidRange,FG3APctBlocked,Arc3PctBlocked,OffFTReboundPct,OffLongMidRangeReboundPct,NonShootingFoulsDrawn,Offensive Fouls,SecondChanceCorner3FGA,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceCorner3Frequency,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Defensive 3 Seconds Violations,LongMidRangePctBlocked,BlockingFoulsDrawn,Loose Ball Fouls,ShortMidRangePctBlocked,SecondChanceCorner3FGM,BlockingFouls,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,BlockedLongMidRange,HeaveMakes,HeaveAttempts,StepOutOfBoundsTurnovers,Charge Fouls,SecondChanceAtRimPctAssisted,Blocked3s,BlockedCorner3,BlockedArc3,3SecondViolations,Corner3PctBlocked,Clear Path Fouls,OffensiveGoaltends,3pt And 1 Free Throw Trips,team_id,year,season,team_vs
1626145-1626157-202357-203498-203897,1610612750,"Tyus Jones, Karl-Anthony Towns, Nemanja Bjelica, Shabazz Muhammad, Zach LaVine","Jones, Towns, Bjelica, Muhammad, LaVine",1626145-1626157-202357-203498-203897,MIN,1324.0,8,22.0,5.0,42.0,43.0,6.0,85.0,9.0,16.0,3.0,3.0,3.0,6.0,3.0,7.0,1.0,3.0,4.0,8.0,1.0,15.0,29.0,5.0,11.0,5.0,50.0,45.0,3.0,3.0,1.0,2.0,8.0,16.0,14.0,12.0,3.0,4.0,8.0,4.0,1.0,8.0,4.0,12.0,3.0,1.0,4.0,1.0,3.0,28.0,2.0,4.0,6.0,8.0,14.0,6.0,20.0,1.0,2.0,2.0,5.0,4.0,1.0,5.0,1.0,4.0,5.0,12.0,3.0,1.0,7.0,1.0,4.0,2.0,2.0,2.0,1.0,42.0,0.5333333333333333,0.6153846153846154,0.8,0.45454545454545453,0.45454545454545453,0.5172413793103449,1.0,0.5625,0.75,0.5813953488372093,0.8,0.275,0.034482758620689655,0.0625,1.0,0.6666666666666666,0.2857142857142857,0.8571428571428571,0.3333333333333333,0.7368421052631579,0.3,0.2857142857142857,0.6666666666666666,1.0,0.4,0.6666666666666666,1.0,1.0,0.5,0.05263157894736842,92.44712990936556,16.928571428571427,14.255813953488373,16.19047619047619,14.023255813953488,0.4,0.5625,0.6,0.4444444444444444,0.15,0.5,0.5,0.3333333333333333,0.175,0.42857142857142855,0.42857142857142855,1.0,0.075,0.3333333333333333,0.3333333333333333,1.0,0.2,0.5,0.5,0.75,0.75,1.0,0.25,0.675,0.5,0.53377375,0.74095,0.09302325581395349,0.125,0.16,7.2620689655172415,24.80909090909091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2016,2015-16,True
1626145-1626157-202357-203498-203952,1610612750,"Tyus Jones, Karl-Anthony Towns, Nemanja Bjelica, Shabazz Muhammad, Andrew Wiggins","Jones, Towns, Bjelica, Muhammad, Wiggins",1626145-1626157-202357-203498-203952,MIN,677.0,3,11.0,-2.0,24.0,24.0,2.0,48.0,1.0,5.0,,1.0,,1.0,1.0,2.0,1.0,3.0,6.0,10.0,1.0,2.0,8.0,7.0,13.0,2.0,27.0,29.0,,1.0,1.0,,3.0,2.0,2.0,15.0,6.0,,10.0,6.0,1.0,1.0,5.0,6.0,4.0,1.0,1.0,,,17.0,1.0,1.0,4.0,3.0,7.0,2.0,9.0,1.0,1.0,,4.0,3.0,1.0,5.0,,4.0,6.0,2.0,,,2.0,,1.0,1.0,1.0,1.0,,24.0,0.5,0.5,0.7142857142857143,0.5384615384615384,0.5384615384615384,0.25,,0.5952380952380952,0.75,0.6136363636363636,0.75,0.6190476190476191,0.125,0.2,0.8,1.0,0.16666666666666666,1.0,0.2,1.0,0.18181818181818182,0.25,,,1.0,,,1.0,1.0,0.1,102.09748892171345,14.916666666666666,13.291666666666666,14.708333333333334,13.291666666666666,0.23809523809523808,0.2,0.25,1.0,0.047619047619047616,,,,0.09523809523809523,0.5,0.5,,0.14285714285714285,0.3333333333333333,0.3333333333333333,1.0,0.47619047619047616,0.6,0.6,0.6666666666666666,0.5,,0.5,0.8571428571428571,0.6,0.5179190476190476,0.5068,0.045454545454545456,0.1111111111111111,0.1111111111111111,7.55,24.93846153846154,12.0,19.0,1.0,2.0,1.0,3.0,1.0,2.0,4.0,1.0,2.0,3.0,3.0,7.0,2.0,15.0,1.0,1.0,2.0,1.0,15.0,12.0,2.0,1.0,0.42857142857142855,0.6666666666666666,0.65,0.6818181818181818,0.3333333333333333,1.0,1.0,1.0,0.2,0.5,0.3,0.3333333333333333,0.4,0.5,0.520375,0.5555555555555556,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2016,2015-16,True
1626145-1626157-202357-203498-204014,1610612750,"Tyus Jones, Karl-Anthony Towns, Nemanja Bjelica, Shabazz Muhammad, Damjan Rudez","Jones, Towns, Bjelica, Muhammad, Rudez",1626145-1626157-202357-203498-204014,MIN,146.0,1,2.0,-1.0,4.0,5.0,1.0,9.0,,2.0,,,,,,,,,2.0,2.0,1.0,,2.0,2.0,2.0,,6.0,7.0,,,1.0,,3.0,,,6.0,,,2.0,2.0,1.0,,2.0,2.0,2.0,,,,,6.0,,1.0,,,1.0,1.0,2.0,,1.0,,,,,,,,,4.0,,,2.0,,1.0,,,,,3.0,,,1.0,1.0,1.0,,,0.75,1.5,0.6,1.5,0.5,0.5,0.5,,,0.5,,,,0.5,0.5,,,,,,,,,88.76712328767124,23.75,10.2,20.5,10.2,0.5,,,,,,,,,,,,,,,,0.5,1.0,1.0,1.0,,,1.0,1.0,1.0,0.5334875,0.4704,0.2,0.3333333333333333,0.5,1.95,24.75,,,,,,,1.0,,,1.0,,,,,,,1.0,,,,,,,1.0,,,,,,,1.0,1.0,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2016,2015-16,True
1626145-1626157-202357-203498-2419,1610612750,"Tyus Jones, Karl-Anthony Towns, Nemanja Bjelica, Shabazz Muhammad, Tayshaun Prince","Jones, Towns, Bjelica, Muhammad, Prince",1626145-1626157-202357-203498-2419,MIN,1694.0,5,28.0,-5.0,57.0,52.0,7.0,109.0,11.0,17.0,2.0,3.0,5.0,8.0,4.0,9.0,2.0,6.0,4.0,12.0,1.0,20.0,34.0,6.0,18.0,9.0,67.0,72.0,2.0,4.0,1.0,3.0,7.0,16.0,24.0,15.0,3.0,4.0,12.0,4.0,1.0,8.0,5.0,13.0,3.0,2.0,6.0,2.0,,31.0,3.0,3.0,3.0,10.0,14.0,7.0,21.0,,2.0,,2.0,,2.0,7.0,,5.0,9.0,10.0,,,13.0,3.0,8.0,1.0,,1.0,1.0,60.0,0.4,0.4444444444444444,0.8333333333333334,0.3333333333333333,0.3333333333333333,0.5882352941176471,0.5,0.5576923076923077,0.4,0.5877192982456141,0.5,0.34615384615384615,0.029411764705882353,0.058823529411764705,0.2857142857142857,0.5882352941176471,0.21428571428571427,0.6,0.2727272727272727,0.5909090909090909,0.24,0.16666666666666666,,0.25,0.3333333333333333,0.5714285714285714,1.0,0.75,,,92.65643447461629,16.666666666666668,14.307692307692308,16.280701754385966,14.153846153846153,0.3269230769230769,0.6470588235294118,0.6875,0.5454545454545454,0.15384615384615385,0.625,0.625,0.4,0.17307692307692307,0.4444444444444444,0.4444444444444444,,0.11538461538461539,0.3333333333333333,0.3333333333333333,1.0,0.23076923076923078,0.3333333333333333,0.36363636363636365,0.75,0.6,0.6666666666666666,0.2,0.6730769230769231,0.3333333333333333,0.5034807692307692,0.5323,0.14035087719298245,0.20512820512820512,0.1044776119402985,7.723529411764707,25.016666666666666,12.0,6.0,2.0,2.0,,,,1.0,6.0,,4.0,5.0,1.0,6.0,1.0,12.0,2.0,5.0,1.0,1.0,12.0,12.0,,,0.16666666666666666,0.8,0.5,0.5,0.2857142857142857,1.0,,,0.18181818181818182,1.0,,,0.5454545454545454,0.16666666666666666,0.46884090909090914,0.1791044776119403,0.21052631578947367,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.05555555555555555,0.08333333333333333,0.5,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2016,2015-16,True
1626145-1626157-202357-203897-203952,1610612750,"Tyus Jones, Karl-Anthony Towns, Nemanja Bjelica, Zach LaVine, Andrew Wiggins","Jones, Towns, Bjelica, LaVine, Wiggins",1626145-1626157-202357-203897-203952,MIN,332.0,4,6.0,17.0,14.0,13.0,1.0,27.0,6.0,6.0,,,1.0,1.0,,,1.0,2.0,,1.0,,7.0,7.0,1.0,3.0,2.0,19.0,2.0,,,,,,14.0,,3.0,,,1.0,,,7.0,1.0,8.0,,1.0,6.0,1.0,,17.0,1.0,,2.0,6.0,9.0,1.0,10.0,,3.0,,3.0,2.0,1.0,4.0,1.0,,1.0,2.0,,1.0,2.0,,,,,,,19.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,,0.85,,0.8636363636363636,,0.3,,,0.75,1.0,,1.0,0.5,1.0,0.5,,,1.0,1.0,,1.0,1.0,1.0,,117.10843373493977,9.571428571428571,15.23076923076923,8.642857142857142,15.23076923076923,0.6,1.0,1.0,1.0,0.1,1.0,1.0,1.0,,,,,0.2,0.5,0.5,1.0,0.1,,,,,,,0.9,,0.63598,,,,,2.042857142857143,24.166666666666668,2.0,4.0,1.0,1.0,,,,,,,1.0,1.0,,,,2.0,3.0,1.0,1.0,,2.0,2.0,,,,1.0,1.0,1.0,,,,,1.0,1.0,,,,,0.6683,0.10526315789473684,0.14285714285714285,1.0,1.0,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2016,2015-16,True
1626145-1626157-202357-203897-2755,1610612750,"Tyus Jones, Karl-Anthony Towns, Nemanja Bjelica, Zach LaVine, Kevin Martin","Jones, Towns, Bjelica, LaVine, Martin",1626145-1626157-202357-203897-2755,MIN,65.0,1,1.0,1.0,3.0,2.0,,5.0,1.0,2.0,,,,,,,,,,,,1.0,2.0,,,1.0,3.0,2.0,,,,,,,2.0,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,2.0,,1.0,,,,,3.0,,,,,,0.5,,0.5,,0.5,,,0.5,0.5,,,,,,,,,,,,,,,,,110.76923076923077,19.0,4.0,19.0,4.0,1.0,0.5,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,0.5934,,0.3333333333333333,0.3333333333333333,,1.45,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2016,2015-16,True
1626145-1626157-202357-203952-2419,1610612750,"Tyus Jones, Karl-Anthony Towns, Nemanja Bjelica, Andrew Wiggins, Tayshaun Prince","Jones, Towns, Bjelica, Wiggins, Prince",1626145-1626157-202357-203952-2419,MIN,369.0,2,6.0,-3.0,11.0,10.0,3.0,21.0,1.0,4.0,,,,3.0,1.0,2.0,,,,1.0,,2.0,9.0,,1.0,2.0,6.0,9.0,,1.0,,2.0,2.0,2.0,2.0,,,,1.0,,1.0,1.0,,1.0,,,1.0,,,2.0,,3.0,1.0,4.0,5.0,3.0,8.0,1.0,1.0,,1.0,1.0,,3.0,1.0,,2.0,2.0,,,2.0,,1.0,1.0,,1.0,,4.0,0.5,0.5,,,,0.2222222222222222,,0.2,,0.2727272727272727,0.5,0.1,0.1111111111111111,0.25,0.3333333333333333,0.8,0.42857142857142855,1.0,,0.8333333333333334,0.42857142857142855,0.6666666666666666,0.3333333333333333,,,0.6666666666666666,1.0,1.0,,0.16666666666666666,81.95121951219512,16.727272727272727,18.5,16.0,18.2,0.4,0.25,0.3333333333333333,1.0,0.3,,,,0.2,0.5,0.5,,,,,,0.1,,,,,,,0.5,,0.401445,0.4307,0.09090909090909091,0.1,0.3333333333333333,9.100000000000001,25.3,1.0,1.0,,,,,,,1.0,,,,,1.0,,,1.0,2.0,,1.0,,1.0,,,,,,,,1.0,,,,,,,1.0,,0.38025,,0.09090909090909091,,,,,1.0,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2016,2015-16,True
1626145-1626157-202962-203498-203897,1610612750,"Tyus Jones, Karl-Anthony Towns, Greg Smith, Shabazz Muhammad, Zach LaVine","Jones, Towns, Smith, Muhammad, LaVine",1626145-1626157-202962-203498-203897,MIN,429.0,5,7.0,9.0,16.0,14.0,3.0,30.0,1.0,1.0,,,1.0,2.0,3.0,5.0,,1.0,3.0,4.0,1.0,5.0,8.0,3.0,5.0,5.0,24.0,15.0,,,2.0,,,4.0,6.0,6.0,3.0,,4.0,3.0,,2.0,2.0,4.0,2.0,,,,2.0,10.0,,1.0,1.0,4.0,5.0,1.0,6.0,,2.0,1.0,,,,,,1.0,1.0,3.0,,,6.0,,2.0,1.0,1.0,1.0,,24.0,0.4,0.4,0.6666666666666666,0.6,0.6,0.625,,0.7307692307692307,,0.75,,0.38461538461538464,,,,0.6666666666666666,0.3333333333333333,1.0,,0.7142857142857143,0.2,,,,,1.0,0.75,1.0,,,100.6993006993007,13.0625,15.714285714285714,10.8125,15.214285714285714,0.07692307692307693,1.0,1.0,,0.15384615384615385,0.5,0.5,,0.38461538461538464,0.6,0.6,0.6666666666666666,0.07692307692307693,,,,0.3076923076923077,0.75,0.75,0.6666666666666666,,,0.5,0.46153846153846156,0.75,0.45436153846153843,0.493125,0.13333333333333333,0.2,,14.7375,26.28,4.0,8.0,1.0,1.0,,,,,,,2.0,2.0,,,4.0,8.0,1.0,,,,8.0,4.0,,,,1.0,1.0,1.0,,,,,0.5,1.0,,,,,0.55415,0.3333333333333333,0.25,,,,,,,,,,,,,0.5,1.0,,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2016,2015-16,True
1626145-1626157-202962-203498-203952,1610612750,"Tyus Jones, Karl-Anthony Towns, Greg Smith, Shabazz Muhammad, Andrew Wiggins","Jones, Towns, Smith, Muhammad, Wiggins",1626145-1626157-202962-203498-203952,MIN,82.0,1,1.0,-4.0,3.0,3.0,,6.0,,,,,,,,,,,1.0,2.0,,,,1.0,2.0,,3.0,7.0,,,,,,,,3.0,,,2.0,1.0,,,1.0,1.0,1.0,,,,,3.0,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,3.0,,,1.0,0.5,0.5,,,0.75,,0.75,,1.0,,,,,,,,,,,,,,,,,,,105.36585365853658,9.666666666666666,17.666666666666668,9.666666666666666,17.333333333333332,,,,,,,,,,,,,,,,,1.0,0.5,0.5,1.0,,,,1.0,0.5,0.509925,,,,,,27.5,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2016,2015-16,True
1626145-1626157-202962-203498-2419,1610612750,"Tyus Jones, Karl-Anthony Towns, Greg Smith, Shabazz Muhammad, Tayshaun Prince","Jones, Towns, Smith, Muhammad, Prince",1626145-1626157-202962-203498-2419,MIN,906.0,7,15.0,6.0,29.0,27.0,4.0,56.0,7.0,8.0,3.0,3.0,3.0,7.0,,3.0,1.0,3.0,2.0,7.0,,10.0,18.0,3.0,10.0,10.0,39.0,33.0,3.0,3.0,,,6.0,8.0,12.0,6.0,3.0,6.0,7.0,2.0,,4.0,2.0,6.0,1.0,1.0,3.0,1.0,,14.0,1.0,4.0,1.0,6.0,8.0,5.0,13.0,,1.0,,1.0,1.0,,2.0,1.0,6.0,6.0,10.0,,1.0,13.0,1.0,5.0,4.0,2.0,4.0,,33.0,0.4,0.5714285714285714,0.6666666666666666,0.3,0.3,0.5555555555555556,1.0,0.5178571428571429,1.0,0.5757575757575758,1.0,0.35714285714285715,,,0.5,0.75,0.5,0.5,0.16666666666666666,0.7,0.35714285714285715,1.0,0.5,,0.6666666666666666,0.6666666666666666,1.0,0.5,,,89.00662251655629,17.06896551724138,15.222222222222221,16.96551724137931,15.037037037037036,0.2857142857142857,0.875,0.875,0.42857142857142855,0.25,0.42857142857142855,0.42857142857142855,0.3333333333333333,0.10714285714285714,,,,0.10714285714285714,0.3333333333333333,0.3333333333333333,1.0,0.25,0.2857142857142857,0.2857142857142857,0.5,1.0,1.0,,0.6428571428571429,0.2857142857142857,0.4950259259259259,0.6535666666666667,0.18181818181818182,0.22727272727272727,0.15384615384615385,6.722222222222222,26.4,5.0,4.0,3.0,3.0,,,,,1.0,,4.0,5.0,,1.0,3.0,11.0,1.0,1.0,,3.0,11.0,5.0,,,,0.8,0.6666666666666666,0.7857142857142857,0.25,0.75,,,0.5,1.0,,,0.16666666666666666,,0.46799999999999997,0.28205128205128205,0.1724137931034483,1.0,1.0,,,,,,,2.0,,,,0.3333333333333333,,,,,,1.0,1.0,0.09090909090909091,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2016,2015-16,True
