EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,OffPoss,DefPoss,TotalPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,Corner3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,PtsAssisted2s,TwoPtAssists,Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,DefTwoPtRebounds,DefRebounds,Rebounds,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Turnovers,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,TsPct,FG3APct,DefTwoPtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Corner3Frequency,AtRimFG3AFrequency,ShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg2ptShotDistance,Avg3ptShotDistance,LongMidRangeFGA,LongMidRangeFrequency,PlusMinus,SecondChanceOffPoss,Arc3FGA,NonHeaveArc3FGA,OffThreePtRebounds,OffRebounds,LiveBallTurnovers,BadPassTurnovers,SecondChanceTurnovers,ShootingFouls,Fouls,BlockingFoulsDrawn,LiveBallTurnoverPct,OffThreePtReboundPct,OffFGReboundPct,OffCorner3ReboundPct,Arc3Frequency,Arc3FGM,FG3M,PtsAssisted3s,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,NonHeaveArc3Accuracy,PenaltyOffPoss,PenaltyDefPoss,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGM,PenaltyArc3FGA,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyPoints,PtsUnassisted2s,PtsUnassisted3s,PtsPutbacks,LongMidRangeAssists,OffTwoPtRebounds,DefThreePtRebounds,FTDefRebounds,SelfOReb,Steals,LostBallSteals,BlockedShortMidRange,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,PenaltyTsPct,DefFTReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,PenaltyOffPossPct,Fg2aBlocked,BadPassSteals,Travels,Defensive 3 Seconds Violations,NonShootingPenaltyNonTakeFouls,FG2APctBlocked,ShortMidRangePctBlocked,Corner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,PenaltyFtPoints,Corner3Assists,LostBallTurnovers,PenaltyTurnovers,Offensive Fouls,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,3SecondViolations,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg3Pct,OffAtRimReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,ThreePtShootingFoulsDrawnPct,SecondChanceCorner3FGA,BadPassOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,Loose Ball Fouls,Loose Ball Fouls Drawn,AtRimPctBlocked,SecondChanceCorner3Frequency,SecondChanceCorner3FGM,PenaltyArc3FGM,PenaltyFG3M,Charge Fouls,Offensive Fouls Drawn,PenaltyFg3Pct,SecondChanceAtRimPctAssisted,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyArc3Accuracy,BlockedLongMidRange,BlockingFouls,PenaltyCorner3FGM,FTOffRebounds,Charge Fouls Drawn,DefensiveGoaltends,OffFTReboundPct,PenaltyCorner3Accuracy,LongMidRangePctBlocked,OffensiveGoaltends,HeaveAttempts,3pt And 1 Free Throw Trips,Clear Path Fouls,Fg3aBlocked,Blocked3s,BlockedArc3,FG3APctBlocked,Arc3PctBlocked,BlockedCorner3,Corner3PctBlocked,team_id,year,season,team_vs
1626161-1626251-201585-202341-203552,1610612758,"Willie Cauley-Stein, Duje Dukan, Kosta Koufos, James Anderson, Seth Curry","Cauley-Stein, Dukan, Koufos, Anderson, Curry",1626161-1626251-201585-202341-203552,SAC,139.0,1,2.0,4.0,5.0,9,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,5.0,5.0,4.0,2.0,2.0,1.0,1.0,4.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,0.6666666666666666,0.625,0.3333333333333333,1.0,0.75,1.0,1.0,93.23741007194243,1.0,13.25,17.2,13.25,15.0,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,0.6666666666666666,0.4895833333333333,0.5,0.6666666666666666,6.15,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612758,2016,2015-16,True
1626161-1626251-201585-203463-203552,1610612758,"Willie Cauley-Stein, Duje Dukan, Kosta Koufos, Ben McLemore, Seth Curry","Cauley-Stein, Dukan, Koufos, McLemore, Curry",1626161-1626251-201585-203463-203552,SAC,31.0,1,1.0,1.0,,1,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.4516129032258,,17.0,,17.0,,,,,,,,,,,,0.4237,,,16.9,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612758,2016,2015-16,True
1626161-1626251-202341-203112-203463,1610612758,"Willie Cauley-Stein, Duje Dukan, James Anderson, Quincy Acy, Ben McLemore","Cauley-Stein, Dukan, Anderson, Acy, McLemore",1626161-1626251-202341-203112-203463,SAC,161.0,1,3.0,5.0,5.0,10,2.0,2.0,,,1.0,2.0,2.0,3.0,,4.0,7.0,4.0,2.0,2.0,2.0,,4.0,1.0,1.0,2.0,,,1.0,1.0,,,,,,,,4.0,1.0,1.0,1.0,0.4,0.4,0.6,1.0,1.0,,1.0,89.44099378881988,,15.0,17.2,11.8,17.2,0.4,1.0,1.0,1.0,,,,,0.2,1.0,0.5166999999999999,,,2.0,25.3,,,-3.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,0.5,1.0,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612758,2016,2015-16,True
1626161-1626251-202341-203112-203552,1610612758,"Willie Cauley-Stein, Duje Dukan, James Anderson, Quincy Acy, Seth Curry","Cauley-Stein, Dukan, Anderson, Acy, Curry",1626161-1626251-202341-203112-203552,SAC,97.0,1,2.0,3.0,3.0,6,,,,,1.0,,,3.0,,3.0,2.0,,,1.0,,,3.0,2.0,2.0,2.0,,,,,,,,,,,,3.0,,,,0.5,0.5,1.0,1.0,1.0,1.0,1.0,89.0721649484536,,12.666666666666666,19.666666666666668,12.666666666666666,19.666666666666668,,,,,,,,,0.3333333333333333,1.0,0.5755,,,,24.5,,,1.0,,2.0,2.0,,,,,,,1.0,,,,,,0.6666666666666666,1.0,1.0,3.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.5,0.5,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612758,2016,2015-16,True
1626161-1626251-203112-203463-203552,1610612758,"Willie Cauley-Stein, Duje Dukan, Quincy Acy, Ben McLemore, Seth Curry","Cauley-Stein, Dukan, Acy, McLemore, Curry",1626161-1626251-203112-203463-203552,SAC,350.0,1,6.0,15.0,14.0,29,5.0,6.0,,3.0,,6.0,12.0,5.0,2.0,20.0,7.0,4.0,2.0,3.0,1.0,,7.0,5.0,9.0,14.0,,,,2.0,4.0,,2.0,2.0,1.0,2.0,2.0,16.0,0.3333333333333333,0.4,0.5,0.5294117647058824,0.5263157894736842,0.29411764705882354,0.7142857142857143,0.8,0.6666666666666666,1.0,119.31428571428572,1.0,10.4,13.857142857142858,9.866666666666667,13.714285714285714,0.35294117647058826,0.8333333333333334,0.8333333333333334,0.2,0.17647058823529413,,,,,0.6470588235294118,0.5525058823529412,0.10526315789473684,0.14285714285714285,6.216666666666666,25.68,3.0,0.17647058823529413,13.0,3.0,5.0,5.0,2.0,5.0,,,,,,,,0.6666666666666666,0.5555555555555556,,0.29411764705882354,2.0,2.0,3.0,2.0,1.0,1.0,0.5,0.4,0.4,0.4,0.4,0.5,0.4,7.0,6.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,3.0,2.0,4.0,2.0,8.0,1.0,4.0,8.0,3.0,2.0,1.0,3.0,3.0,1.0,3.0,2.0,2.0,1.0,4.0,7.0,0.3333333333333333,0.25,0.3333333333333333,0.2222222222222222,0.4,0.2,1.0,0.5,1.0,0.6666666666666666,0.5,0.6666666666666666,0.5,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,1.0,0.3333333333333333,0.6666666666666666,0.1111111111111111,0.3908,0.46577222222222225,0.2,0.2,0.4666666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612758,2016,2015-16,True
1626161-200752-200765-201158-201585,1610612758,"Willie Cauley-Stein, Rudy Gay, Rajon Rondo, Marco Belinelli, Kosta Koufos","Cauley-Stein, Gay, Rondo, Belinelli, Koufos",1626161-200752-200765-201158-201585,SAC,891.0,2,15.0,28.0,29.0,57,5.0,6.0,3.0,10.0,1.0,13.0,24.0,3.0,6.0,35.0,42.0,16.0,8.0,8.0,4.0,1.0,16.0,3.0,4.0,7.0,1.0,,2.0,7.0,7.0,3.0,5.0,2.0,2.0,2.0,1.0,33.0,0.6153846153846154,0.6666666666666666,0.5416666666666666,0.5370370370370371,0.603448275862069,0.1111111111111111,0.375,0.4,0.5,0.5,92.12121212121212,0.5,15.285714285714286,15.96551724137931,14.714285714285714,14.344827586206897,0.2222222222222222,0.8333333333333334,0.8333333333333334,0.8,0.37037037037037035,0.3,0.3333333333333333,0.3333333333333333,0.037037037037037035,0.3333333333333333,0.44476296296296297,0.1724137931034483,0.19230769230769232,9.966666666666667,24.3,8.0,0.2962962962962963,-7.0,3.0,2.0,2.0,,3.0,1.0,1.0,,1.0,7.0,,0.5,,0.23076923076923078,,0.07407407407407407,1.0,1.0,,1.0,,,,0.3333333333333333,0.3333333333333333,0.5,0.5,,0.5,,6.0,1.0,1.0,,,5.0,,1.0,3.0,,2.0,,,,,10.0,3.0,2.0,3.0,3.0,1.0,,1.0,3.0,1.0,,,,0.3333333333333333,,0.3333333333333333,,0.3333333333333333,,,0.2727272727272727,0.5,0.42857142857142855,,,0.25,0.5,,0.08333333333333333,0.625,0.625,0.6,0.3333333333333333,1.0,,,,0.4431333333333333,,0.05714285714285714,,,1.0,2.0,1.0,1.0,2.0,0.041666666666666664,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612758,2016,2015-16,True
1626161-200752-200765-201158-201954,1610612758,"Willie Cauley-Stein, Rudy Gay, Rajon Rondo, Marco Belinelli, Darren Collison","Cauley-Stein, Gay, Rondo, Belinelli, Collison",1626161-200752-200765-201158-201954,SAC,891.0,8,15.0,28.0,28.0,56,4.0,7.0,2.0,2.0,2.0,7.0,13.0,11.0,7.0,33.0,31.0,8.0,4.0,8.0,2.0,1.0,20.0,8.0,12.0,16.0,3.0,,5.0,6.0,11.0,1.0,3.0,3.0,2.0,3.0,2.0,27.0,0.5714285714285714,0.6666666666666666,0.5384615384615384,0.5416666666666666,0.5714285714285714,0.4583333333333333,0.7272727272727273,0.7333333333333333,0.5,0.75,90.5050505050505,0.6666666666666666,15.535714285714286,16.285714285714285,14.75,15.142857142857142,0.2916666666666667,0.5714285714285714,0.5714285714285714,0.5,0.08333333333333333,1.0,1.0,0.5,0.08333333333333333,0.75,0.5139354166666666,0.14814814814814814,0.2,7.323076923076924,25.172727272727272,4.0,0.16666666666666666,2.0,3.0,9.0,9.0,1.0,4.0,2.0,1.0,1.0,2.0,8.0,,0.4,0.14285714285714285,0.3076923076923077,,0.375,3.0,4.0,12.0,3.0,4.0,3.0,1.0,0.36363636363636365,0.36363636363636365,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,11.0,6.0,1.0,1.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,6.0,3.0,6.0,3.0,8.0,6.0,,2.0,1.0,3.0,3.0,1.0,,1.0,,1.0,8.0,11.0,1.0,0.5,1.25,0.3333333333333333,1.0,0.35,1.0,0.5,0.75,,0.6666666666666666,0.16666666666666666,0.8,0.5,1.0,,0.25,0.25,1.0,0.5,1.0,0.3333333333333333,0.6666666666666666,0.2222222222222222,0.539775,0.52915,0.18181818181818182,0.24242424242424243,0.39285714285714285,,1.0,,,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.5,0.5,1.0,0.5,1.0,1.0,0.1111111111111111,0.08333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612758,2016,2015-16,True
1626161-200752-200765-201158-201956,1610612758,"Willie Cauley-Stein, Rudy Gay, Rajon Rondo, Marco Belinelli, Omri Casspi","Cauley-Stein, Gay, Rondo, Belinelli, Casspi",1626161-200752-200765-201158-201956,SAC,1259.0,8,21.0,44.0,44.0,88,12.0,16.0,2.0,5.0,7.0,15.0,25.0,14.0,3.0,45.0,52.0,14.0,7.0,10.0,7.0,,23.0,12.0,17.0,24.0,4.0,1.0,8.0,8.0,7.0,1.0,4.0,1.0,,1.0,,40.0,0.4666666666666667,0.5,0.6,0.5384615384615384,0.5357142857142857,0.358974358974359,0.8,0.8333333333333334,1.0,0.6666666666666666,100.65131056393963,,14.25,14.363636363636363,13.5,13.909090909090908,0.41025641025641024,0.75,0.8,0.5833333333333334,0.1282051282051282,0.4,0.4,,0.1794871794871795,0.7692307692307693,0.5925833333333334,0.09523809523809523,0.14285714285714285,5.044,24.42142857142857,4.0,0.10256410256410256,-7.0,5.0,7.0,7.0,3.0,7.0,4.0,2.0,2.0,3.0,6.0,,0.5,0.3,0.35,0.42857142857142855,0.1794871794871795,4.0,4.0,9.0,4.0,3.0,3.0,0.75,0.2857142857142857,0.2857142857142857,0.5714285714285714,0.5714285714285714,0.75,0.5714285714285714,11.0,4.0,1.0,1.0,4.0,4.0,1.0,2.0,1.0,1.0,,5.0,6.0,7.0,4.0,12.0,16.0,3.0,2.0,,4.0,3.0,2.0,1.0,4.0,,1.0,12.0,11.0,1.0,0.8571428571428571,0.8333333333333334,0.5454545454545454,0.8333333333333334,0.5,1.0,0.4,1.0,0.3333333333333333,0.3333333333333333,,0.8181818181818182,1.0,,0.05263157894736842,0.25,0.25,,0.3333333333333333,1.0,0.36363636363636365,1.0,0.18181818181818182,0.5334,0.59285,0.1111111111111111,0.26666666666666666,0.25,1.0,4.0,,,,0.04,,,2.0,1.0,1.0,1.0,2.0,,,2.0,1.0,,,,,,,0.5,0.5,,,,0.3333333333333333,1.0,1.0,0.18181818181818182,,1.0,1.0,1.0,2.0,1.0,0.0625,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612758,2016,2015-16,True
1626161-200752-200765-201158-202326,1610612758,"Willie Cauley-Stein, Rudy Gay, Rajon Rondo, Marco Belinelli, DeMarcus Cousins","Cauley-Stein, Gay, Rondo, Belinelli, Cousins",1626161-200752-200765-201158-202326,SAC,2692.0,8,45.0,93.0,92.0,185,18.0,26.0,7.0,17.0,7.0,32.0,61.0,23.0,11.0,114.0,79.0,44.0,22.0,33.0,15.0,3.0,77.0,31.0,40.0,54.0,10.0,3.0,19.0,12.0,11.0,2.0,5.0,7.0,6.0,7.0,3.0,91.0,0.6875,0.7096774193548387,0.5245901639344263,0.6130952380952381,0.6477272727272727,0.27380952380952384,0.7560975609756098,0.7115384615384616,0.7142857142857143,1.0,98.95988112927192,0.42857142857142855,13.602150537634408,15.51086956521739,12.75268817204301,14.923913043478262,0.30952380952380953,0.6923076923076923,0.75,0.8333333333333334,0.20238095238095238,0.4117647058823529,0.4375,0.42857142857142855,0.08333333333333333,0.5833333333333334,0.5309303571428571,0.06818181818181818,0.078125,8.177049180327868,24.573913043478264,18.0,0.21428571428571427,35.0,14.0,16.0,16.0,4.0,14.0,9.0,7.0,1.0,5.0,15.0,1.0,0.47368421052631576,0.4,0.358974358974359,0.5,0.19047619047619047,8.0,13.0,33.0,8.0,11.0,7.0,0.8461538461538461,0.5652173913043478,0.5652173913043478,0.5,0.5,0.875,0.5,4.0,15.0,3.0,6.0,,1.0,7.0,2.0,3.0,9.0,2.0,23.0,1.0,2.0,2.0,5.0,20.0,6.0,2.0,4.0,10.0,6.0,3.0,4.0,9.0,1.0,1.0,5.0,4.0,0.3333333333333333,0.5,0.75,0.625,0.7666666666666667,0.625,1.0,0.3448275862068966,0.5454545454545454,0.1,0.45454545454545453,0.375,0.6666666666666666,0.5,0.6,0.1111111111111111,0.3888888888888889,0.3888888888888889,0.5714285714285714,0.42857142857142855,0.5,0.25,,0.5,0.55241,0.5332375,0.20175438596491227,0.043859649122807015,0.043010752688172046,3.0,8.0,1.0,,1.0,0.04918032786885246,0.058823529411764705,5.0,,1.0,1.0,5.0,5.0,,4.0,2.0,1.0,1.0,,1.0,,,,1.0,0.5,0.7142857142857143,0.7142857142857143,0.8,0.07142857142857142,1.0,1.0,,0.041666666666666664,4.0,3.0,1.0,,,0.07692307692307693,0.2857142857142857,4.0,1.0,1.0,1.0,1.0,0.5,0.3333333333333333,1.0,0.75,0.5,,,,,,,,,,,,,,,,,,,,,1610612758,2016,2015-16,True
1626161-200752-200765-201158-203112,1610612758,"Willie Cauley-Stein, Rudy Gay, Rajon Rondo, Marco Belinelli, Quincy Acy","Cauley-Stein, Gay, Rondo, Belinelli, Acy",1626161-200752-200765-201158-203112,SAC,192.0,2,3.0,8.0,8.0,16,2.0,2.0,,1.0,1.0,2.0,4.0,1.0,1.0,5.0,4.0,2.0,1.0,1.0,1.0,,2.0,3.0,5.0,5.0,1.0,,3.0,1.0,2.0,,1.0,1.0,,1.0,,5.0,0.5,0.5,0.5,0.4,0.4166666666666667,0.2,0.6,0.7142857142857143,1.0,,120.0,,9.875,14.125,9.875,11.75,0.4,1.0,1.0,0.5,0.2,,,,0.2,0.6,0.65758,0.16666666666666666,0.2,8.15,24.0,1.0,0.2,1.0,,,,,,2.0,1.0,,,2.0,,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,2.0,,,1.0,1.0,,,,,,,,,,,,1.0,,,,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1610612758,2016,2015-16,True
