EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,NonHeaveArc3FGA,TwoPtAssists,Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Arc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceOffPoss,FtPoints,SecondChanceFtPoints,SecondChancePoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,LiveBallTurnovers,LostBallTurnovers,Turnovers,ShootingFouls,Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,SecondChanceTsPct,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,DefAtRimReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,BadPassTurnovers,DefShortMidRangeReboundPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,FG3M,SecondChanceFG2M,SecondChanceFG2A,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGM,Fg2aBlocked,ThreePtAssists,Arc3Assists,Steals,LostBallSteals,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,FG2APctBlocked,AtRimPctBlocked,OffAtRimReboundPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,LongMidRangeAssists,DefLongMidRangeReboundPct,LongMidRangePctAssisted,FTDefRebounds,DefFTReboundPct,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Charge Fouls,2pt And 1 Free Throw Trips,ShortMidRangePctBlocked,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,PenaltyArc3FGM,PenaltyFG3M,PtsUnassisted3s,Corner3Assists,NonShootingPenaltyNonTakeFouls,PenaltyFg3Pct,DefCorner3ReboundPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,PenaltyFtPoints,BadPassSteals,BlockedShortMidRange,SecondChanceArc3FGA,SecondChanceFG3A,OffThreePtRebounds,SecondChanceTurnovers,PenaltyTurnovers,BlockingFouls,Loose Ball Fouls,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,OffThreePtReboundPct,OffArc3ReboundPct,SecondChanceArc3Frequency,HeaveAttempts,FTOffRebounds,LostBallOutOfBoundsTurnovers,Offensive Fouls,Loose Ball Fouls Drawn,OffFTReboundPct,SecondChanceCorner3FGA,OffCorner3ReboundPct,SecondChanceCorner3Frequency,SelfOReb,Offensive Fouls Drawn,SelfORebPct,Travels,Charge Fouls Drawn,Blocked3s,BlockedArc3,BlockingFoulsDrawn,StepOutOfBoundsTurnovers,OffLongMidRangeReboundPct,team_id,year,season,team_vs
1626169-201229-201975-203493-203915,1610612765,"Stanley Johnson, Anthony Tolliver, Jodie Meeks, Reggie Bullock, Spencer Dinwiddie","Johnson, Tolliver, Meeks, Bullock, Dinwiddie",1626169-201229-201975-203493-203915,DET,101.0,1,2.0,-3.0,3.0,4.0,3.0,4.0,7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,7.0,2.0,2.0,1.0,4.0,4.0,1.0,2.0,2.0,1.0,1.0,4.0,4.0,4.0,3.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,99.8019801980198,17.0,12.5,17.0,12.5,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.6666666666666666,0.4797833333333333,0.4797833333333333,1.0,3.65,25.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612765,2016,2015-16,False
1626169-201229-202694-202704-203083,1610612765,"Stanley Johnson, Anthony Tolliver, Marcus Morris, Reggie Jackson, Andre Drummond","Johnson, Tolliver, Morris, Jackson, Drummond",1626169-201229-202694-202704-203083,DET,115.0,1,2.0,1.0,4.0,3.0,,,7,,,,,1.0,3.0,,,1.0,3.0,,3.0,2.0,,,,,2.0,,1.0,1.0,,1.0,2.0,2.0,,,1.0,1.0,0.3333333333333333,,0.3333333333333333,,0.375,,,87.65217391304347,16.5,16.333333333333332,16.25,16.333333333333332,,,,,1.0,0.3333333333333333,0.3333333333333333,1.0,,,,,,0.3792333333333333,,,7.466666666666666,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.25,0.25,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612765,2016,2015-16,False
1626169-201229-202694-203083-2581,1610612765,"Stanley Johnson, Anthony Tolliver, Marcus Morris, Andre Drummond, Steve Blake","Johnson, Tolliver, Morris, Drummond, Blake",1626169-201229-202694-203083-2581,DET,197.0,1,3.0,-4.0,6.0,6.0,,,12,,,,,1.0,3.0,1.0,,1.0,3.0,1.0,3.0,7.0,,,,,2.0,1.0,1.0,1.0,,1.0,2.0,3.0,,,1.0,1.0,0.3333333333333333,,0.25,,0.3,,0.25,87.71573604060914,18.166666666666668,14.666666666666666,18.166666666666668,14.666666666666666,,,,,0.75,0.3333333333333333,0.3333333333333333,1.0,0.25,,,,0.25,0.432,,,8.933333333333334,24.5,,,1.0,,,,1.0,2.0,3.0,,3.0,1.0,,1.0,,,2.0,2.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,,,1.0,1.0,1.0,0.2,0.25,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612765,2016,2015-16,False
1626169-201229-202699-202704-203083,1610612765,"Stanley Johnson, Anthony Tolliver, Tobias Harris, Reggie Jackson, Andre Drummond","Johnson, Tolliver, Harris, Jackson, Drummond",1626169-201229-202699-202704-203083,DET,129.0,1,2.0,5.0,4.0,4.0,,,8,1.0,2.0,,,,,2.0,,2.0,3.0,2.0,7.0,2.0,,,,,,2.0,,1.0,,,3.0,5.0,,,,,0.6666666666666666,,0.7,,0.7,,0.4,89.30232558139535,14.25,18.0,14.0,18.0,0.4,0.5,1.0,,,,,,0.4,,,,0.8,0.54527,,,6.466666666666666,25.75,,1.0,,,2.0,1.0,2.0,,2.0,1.0,3.0,,,,,,1.0,,,,,,,1.0,,,1.0,1.0,1.0,0.5,,,1.0,,,,0.2857142857142857,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,0.3333333333333333,0.5,1.0,0.2,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,0.6285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612765,2016,2015-16,False
1626169-201229-202699-203083-2581,1610612765,"Stanley Johnson, Anthony Tolliver, Tobias Harris, Andre Drummond, Steve Blake","Johnson, Tolliver, Harris, Drummond, Blake",1626169-201229-202699-203083-2581,DET,45.0,1,1.0,-3.0,,1.0,,,1,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,32.0,,30.0,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612765,2016,2015-16,False
1626169-201229-202699-203382-2581,1610612765,"Stanley Johnson, Anthony Tolliver, Tobias Harris, Aron Baynes, Steve Blake","Johnson, Tolliver, Harris, Baynes, Blake",1626169-201229-202699-203382-2581,DET,144.0,1,2.0,-2.0,4.0,4.0,,,8,,1.0,,,,,,,1.0,2.0,,4.0,6.0,,,,,2.0,,1.0,1.0,,,2.0,4.0,,,1.0,1.0,0.5,,0.5,,0.6666666666666666,,,80.0,18.25,17.75,18.25,17.75,0.5,,,,,,,,,,,,0.5,0.44985,,,9.2,,,,2.0,,,,,2.0,2.0,,2.0,1.0,,1.0,,1.0,1.0,2.0,1.0,,,,,,1.0,1.0,,,1.0,,,,,,0.3333333333333333,0.3333333333333333,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,0.5,1.0,1.0,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612765,2016,2015-16,False
1626169-201229-202699-203484-2581,1610612765,"Stanley Johnson, Anthony Tolliver, Tobias Harris, Kentavious Caldwell-Pope, Steve Blake","Johnson, Tolliver, Harris, Caldwell-Pope, Blake",1626169-201229-202699-203484-2581,DET,29.0,1,,2.0,1.0,1.0,,1.0,2,,,,,,,,,1.0,1.0,,2.0,,,,,,,,,,,,,2.0,,,,,1.0,,1.0,,1.0,,,99.3103448275862,22.0,7.0,22.0,6.0,,,,,,,,,,,,,,0.3565,,,18.1,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,0.5,,,0.5,,,1.0,,,,,,,,,,1.0,1.0,,,,,2.0,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612765,2016,2015-16,False
1626169-201229-202704-203382-203484,1610612765,"Stanley Johnson, Anthony Tolliver, Reggie Jackson, Aron Baynes, Kentavious Caldwell-Pope","Johnson, Tolliver, Jackson, Baynes, Caldwell-Pope",1626169-201229-202704-203382-203484,DET,64.0,1,1.0,,2.0,2.0,,1.0,4,,,,,,,1.0,,1.0,1.0,1.0,2.0,2.0,,,,,,1.0,,,,,,2.0,,,,,1.0,,0.5,,0.5,,0.5,90.0,21.0,11.0,21.0,11.0,,,,,,,,,0.5,,,,0.5,0.3555,,,18.0,26.4,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,2.0,,,,,,,,,,,,,,,,,0.5,1.0,1.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612765,2016,2015-16,False
1626169-201229-203382-203484-2581,1610612765,"Stanley Johnson, Anthony Tolliver, Aron Baynes, Kentavious Caldwell-Pope, Steve Blake","Johnson, Tolliver, Baynes, Caldwell-Pope, Blake",1626169-201229-203382-203484-2581,DET,238.0,2,4.0,-5.0,7.0,7.0,,,14,2.0,2.0,,,,1.0,1.0,,2.0,4.0,1.0,5.0,10.0,,,,,4.0,1.0,2.0,2.0,2.0,,4.0,5.0,,,1.0,1.0,0.5,,0.4,,0.5,,0.2,84.70588235294117,15.142857142857142,18.857142857142858,15.142857142857142,18.857142857142858,0.4,1.0,1.0,1.0,0.2,,,,0.2,,,,0.6,0.51271,,,5.825,25.1,,,1.0,,,,1.0,2.0,3.0,,3.0,,,2.0,1.0,2.0,2.0,1.0,1.0,,,,,,,1.0,,1.0,1.0,,,,1.0,,0.2,0.25,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,1.0,,,,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612765,2016,2015-16,False
1626169-201229-203382-203493-2581,1610612765,"Stanley Johnson, Anthony Tolliver, Aron Baynes, Reggie Bullock, Steve Blake","Johnson, Tolliver, Baynes, Bullock, Blake",1626169-201229-203382-203493-2581,DET,215.0,1,4.0,-9.0,6.0,7.0,,,13,1.0,1.0,,,,2.0,1.0,,1.0,4.0,1.0,2.0,11.0,,,,,2.0,1.0,1.0,1.0,1.0,,2.0,2.0,,,1.0,1.0,0.25,,0.2,,0.2,,0.2,87.06976744186046,20.333333333333332,13.285714285714286,20.333333333333332,13.285714285714286,0.2,1.0,1.0,1.0,0.4,,,,0.2,,,,0.4,0.49684999999999996,,,8.625,25.6,,,,,,,1.0,1.0,2.0,,2.0,1.0,,1.0,,,1.0,,,,,,,,1.0,1.0,,1.0,1.0,,,,1.0,,,,,1.0,1.0,,,,1.0,,,,,,,,,1.0,,,,,,,,,,0.25,,,0.2,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612765,2016,2015-16,False
