EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,TotalPoss,AtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,FG2M,FG2A,Points,PtsAssisted2s,TwoPtAssists,Assists,ShortMidRangeAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,TsPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,AtRimFG3AFrequency,ShotQualityAvg,Avg2ptShotDistance,PenaltyDefPoss,SecondChanceOffPoss,SecondChanceAtRimFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,FG3M,FG3A,OpponentPoints,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,OffThreePtRebounds,OffTwoPtRebounds,FTDefRebounds,OffRebounds,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Turnovers,ShootingFouls,Fouls,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,NonHeaveFg3Pct,SecondChanceEfgPct,SecondChanceTsPct,FG3APct,LiveBallTurnoverPct,DefFTReboundPct,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,Avg3ptShotDistance,PenaltyOffPoss,AtRimFGM,SecondChanceAtRimFGM,PenaltyAtRimFGM,PenaltyAtRimFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FtPoints,SecondChanceFG2M,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsPutbacks,Fg2aBlocked,Corner3Assists,AtRimAssists,LongMidRangeAssists,Steals,BadPassSteals,LostBallSteals,BadPassOutOfBoundsTurnovers,LostBallTurnovers,Travels,SecondChanceTurnovers,PenaltyTurnovers,Charge Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,BlockedAtRim,DefensiveGoaltends,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyFg3Pct,SecondChanceFg2Pct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,LongMidRangePctBlocked,OffAtRimReboundPct,OffCorner3ReboundPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,PenaltyOffPossPct,ShortMidRangePctBlocked,Fg3aBlocked,SelfOReb,FG3APctBlocked,Arc3PctBlocked,SelfORebPct,StepOutOfBoundsTurnovers,Charge Fouls Drawn,2pt And 1 Free Throw Trips,Blocked3s,BlockedArc3,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,PenaltyCorner3FGM,HeaveAttempts,PenaltyCorner3Accuracy,SecondChanceFtPoints,SecondChanceCorner3FGA,FTOffRebounds,OffFTReboundPct,SecondChanceCorner3Frequency,PtsUnassisted3s,3pt And 1 Free Throw Trips,team_id,year,season,team_vs
1627751-1627854-1628401-1629022-202722,1610612759,"Jakob Poeltl, Bryn Forbes, Derrick White, Lonnie Walker IV, Davis Bertans","Poeltl, Forbes, White, Walker IV, Bertans",1627751-1627854-1628401-1629022-202722,SAS,68.0,1,1.0,2.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0,84.70588235294117,1.0,10.0,24.0,10.0,24.0,0.5,0.5,1.0,1.0,1.0,0.5,0.55015,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2019,2018-19,False
1627751-1627854-1628401-200746-201158,1610612759,"Jakob Poeltl, Bryn Forbes, Derrick White, LaMarcus Aldridge, Marco Belinelli","Poeltl, Forbes, White, Aldridge, Belinelli",1627751-1627854-1628401-200746-201158,SAS,293.0,4,5.0,1.0,8.0,11.0,19.0,2.0,1.0,2.0,2.0,6.0,10.0,,,2.0,,6.0,1.0,3.0,5.0,8.0,,,,,7.0,,,0.3333333333333333,0.5555555555555556,0.5555555555555556,0.75,0.5,0.6666666666666666,0.5,,93.37883959044368,,16.625,14.545454545454545,16.125,14.454545454545455,0.2222222222222222,0.2222222222222222,0.5,0.5,,0.5555555555555556,0.49054444444444445,8.4,1.0,3.0,2.0,1.0,2.0,2.0,3.0,1.0,1.0,2.0,3.0,9.0,2.0,1.0,1.0,3.0,4.0,6.0,3.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,0.6666666666666666,1.0,0.6666666666666666,0.5,0.5,0.3333333333333333,0.5,1.0,0.5,1.0,0.6,1.0,1.0,1.0,1.0,1.0,1.0,0.2222222222222222,0.5,0.5,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0.3333333333333333,1.0,1.0,0.6666666666666666,0.522125,0.3,27.833333333333332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2019,2018-19,False
1627751-1627854-1628401-200746-201942,1610612759,"Jakob Poeltl, Bryn Forbes, Derrick White, LaMarcus Aldridge, DeMar DeRozan","Poeltl, Forbes, White, Aldridge, DeRozan",1627751-1627854-1628401-200746-201942,SAS,4800.0,7,80.0,9.0,152.0,149.0,301.0,43.0,19.0,42.0,55.0,115.0,166.0,64.0,32.0,44.0,10.0,100.0,19.0,38.0,62.0,85.0,11.0,7.0,11.0,6.0,155.0,0.5818181818181818,0.5925925925925926,0.4782608695652174,0.5140845070422535,0.532051282051282,0.76,0.7307692307692307,0.75,0.75,0.7368421052631579,90.3,0.5454545454545454,15.447368421052632,16.456375838926174,14.671052631578947,16.107382550335572,0.3028169014084507,0.29577464788732394,0.4523809523809524,0.4523809523809524,0.5263157894736842,0.49295774647887325,0.46841830985915495,8.71304347826087,8.0,21.0,11.0,13.0,30.0,8.0,18.0,1.0,2.0,12.0,27.0,157.0,19.0,1.0,2.0,11.0,46.0,36.0,18.0,8.0,12.0,8.0,5.0,18.0,5.0,23.0,10.0,4.0,9.0,1.0,19.0,18.0,39.0,1.0,0.4444444444444444,0.5,0.4444444444444444,0.2619047619047619,0.25,0.19014084507042253,0.5263157894736842,1.0,0.3,0.3333333333333333,0.30666666666666664,0.34782608695652173,0.29411764705882354,0.4,0.6428571428571429,1.0,0.7142857142857143,0.2112676056338028,0.43333333333333335,0.4482758620689655,0.1267605633802817,0.4444444444444444,0.4444444444444444,1.0,0.5238095238095238,0.09523809523809523,0.5,1.0,0.4444444444444444,0.49835555555555555,0.06626506024096386,24.744444444444444,22.0,23.0,2.0,4.0,11.0,4.0,9.0,3.0,1.0,2.0,20.0,4.0,7.0,18.0,1.0,5.0,5.0,22.0,2.0,4.0,4.0,13.0,9.0,9.0,5.0,4.0,2.0,6.0,1.0,1.0,1.0,1.0,2.0,2.0,28.0,4.0,2.0,28.0,11.0,3.0,4.0,1.0,22.0,22.0,1.0,3.0,0.2,0.21052631578947367,0.3888888888888889,0.3695652173913043,0.4074074074074074,0.034782608695652174,0.06976744186046512,0.03333333333333333,0.25,0.2,0.5348837209302325,0.575,0.5652173913043478,0.6923076923076923,0.06338028169014084,0.4444444444444444,0.4444444444444444,1.0,0.18181818181818182,0.5,0.4782608695652174,0.36363636363636365,0.13043478260869565,0.08695652173913043,0.5,0.5115652173913043,0.0718954248366013,0.0873015873015873,0.13253012048192772,0.14473684210526316,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2019,2018-19,False
1627751-1627854-1628401-200752-201942,1610612759,"Jakob Poeltl, Bryn Forbes, Derrick White, Rudy Gay, DeMar DeRozan","Poeltl, Forbes, White, Gay, DeRozan",1627751-1627854-1628401-200752-201942,SAS,331.0,4,6.0,-2.0,11.0,11.0,22.0,3.0,1.0,2.0,5.0,8.0,12.0,6.0,3.0,3.0,1.0,6.0,1.0,3.0,4.0,6.0,,,,,8.0,0.6,0.75,0.625,0.5,0.5454545454545454,0.75,0.5,0.6666666666666666,1.0,0.5,95.70996978851964,,14.727272727272727,15.363636363636363,13.909090909090908,15.181818181818182,0.3,0.2,0.5,1.0,1.0,0.5,0.47779,10.8,,3.0,1.0,2.0,3.0,,2.0,,,,2.0,14.0,2.0,,,4.0,4.0,,2.0,,,,,2.0,,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,,,,,1.0,1.0,0.2,0.5,,0.6666666666666666,,0.4,1.0,,,1.0,,,0.3,0.6666666666666666,0.6666666666666666,0.2,,,,0.5,,,,,0.49065,0.3333333333333333,25.9,1.0,2.0,1.0,,,,,,,1.0,2.0,2.0,,,,1.0,,,2.0,1.0,,1.0,1.0,1.0,1.0,,,,,1.0,,,,,1.0,,,2.0,1.0,,,,,1.0,,,,1.0,,,,0.125,,,1.0,,0.6666666666666666,0.6666666666666666,0.5,0.5,,,,,1.0,,,,,1.0,,0.5364,0.09090909090909091,0.1111111111111111,,0.09090909090909091,0.5,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2019,2018-19,False
1627751-1627854-1628401-201158-201942,1610612759,"Jakob Poeltl, Bryn Forbes, Derrick White, Marco Belinelli, DeMar DeRozan","Poeltl, Forbes, White, Belinelli, DeRozan",1627751-1627854-1628401-201158-201942,SAS,12.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2019,2018-19,False
1627751-1627854-1628401-201942-202722,1610612759,"Jakob Poeltl, Bryn Forbes, Derrick White, DeMar DeRozan, Davis Bertans","Poeltl, Forbes, White, DeRozan, Bertans",1627751-1627854-1628401-201942-202722,SAS,202.0,2,3.0,-3.0,8.0,7.0,15.0,1.0,2.0,3.0,3.0,5.0,6.0,4.0,2.0,2.0,2.0,4.0,,3.0,4.0,4.0,,,,,6.0,0.6666666666666666,0.6666666666666666,0.6,0.6,0.6,1.0,,1.0,,,106.93069306930693,,12.75,14.285714285714286,12.75,14.285714285714286,0.2,0.6,0.6666666666666666,0.6666666666666666,1.0,0.2,0.3967,7.959999999999999,,,,1.0,1.0,,,,,,,9.0,,,,,2.0,,,,,,,,1.0,,1.0,1.0,1.0,,2.0,4.0,7.0,,,,,,,,0.5,1.0,,,,,,,1.0,1.0,,0.2,1.0,1.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,3.0,3.0,,,,6.0,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,6.0,3.0,,,,,1.0,1.0,1.0,0.2,1.0,,,,,,,,,,,,,,,,,,,0.37483333333333335,,,1.0,0.375,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2019,2018-19,False
1627751-1627854-200746-201158-201988,1610612759,"Jakob Poeltl, Bryn Forbes, LaMarcus Aldridge, Marco Belinelli, Patty Mills","Poeltl, Forbes, Aldridge, Belinelli, Mills",1627751-1627854-200746-201158-201988,SAS,351.0,3,6.0,1.0,13.0,13.0,26.0,6.0,2.0,4.0,5.0,11.0,10.0,6.0,3.0,3.0,1.0,6.0,4.0,2.0,6.0,8.0,,,,,8.0,0.6,0.75,0.45454545454545453,0.3333333333333333,0.3333333333333333,1.0,0.8,0.8571428571428571,1.0,0.8,106.66666666666667,,14.076923076923077,12.923076923076923,14.076923076923077,12.692307692307692,0.4,0.26666666666666666,0.5,0.5,0.5,0.6666666666666666,0.5213033333333333,4.672727272727273,6.0,2.0,2.0,,1.0,,4.0,,,,4.0,9.0,2.0,,,2.0,4.0,,4.0,,,,,2.0,,2.0,,,,,,1.0,1.0,,,,,0.5,0.5,0.26666666666666666,,,0.3333333333333333,,0.2,0.5,,,,1.0,,0.06666666666666667,,,0.26666666666666666,,,,1.0,,,,,0.5598,0.2,24.725,6.0,3.0,1.0,2.0,3.0,,,,,1.0,,1.0,3.0,5.0,,1.0,,6.0,2.0,,,2.0,,1.0,,1.0,,,,,,,,,1.0,,,,,,,,6.0,6.0,,,,0.5,0.6,0.5,0.5,,,,0.3333333333333333,,0.5,0.5,0.6666666666666666,,,,,,0.5,,0.5,0.6666666666666666,,0.16666666666666666,,0.5403,,,0.6,0.46153846153846156,,2.0,1.0,0.5,0.5,0.125,,,,,,,,,,,,,,,,,,,1610612759,2019,2018-19,False
1627751-1627854-200746-201942-201988,1610612759,"Jakob Poeltl, Bryn Forbes, LaMarcus Aldridge, DeMar DeRozan, Patty Mills","Poeltl, Forbes, Aldridge, DeRozan, Mills",1627751-1627854-200746-201942-201988,SAS,562.0,4,9.0,-10.0,16.0,18.0,34.0,4.0,1.0,4.0,5.0,12.0,15.0,,,1.0,,3.0,3.0,1.0,5.0,7.0,,,1.0,,13.0,,,0.4166666666666667,0.43333333333333335,0.46875,0.25,0.75,0.5,,0.75,87.11743772241992,,18.125,15.11111111111111,17.6875,14.5,0.26666666666666666,0.26666666666666666,0.25,0.25,,0.4666666666666667,0.4413266666666667,9.825000000000001,6.0,2.0,1.0,2.0,4.0,1.0,2.0,,,1.0,3.0,25.0,2.0,,,2.0,10.0,3.0,2.0,1.0,1.0,1.0,,2.0,1.0,2.0,1.0,1.0,1.0,,2.0,5.0,7.0,1.0,0.3333333333333333,,0.3333333333333333,0.5,0.5,0.2,0.5,1.0,0.2857142857142857,,0.2222222222222222,,,,,0.5,,0.26666666666666666,0.5,0.6666666666666666,0.13333333333333333,0.5,0.5,1.0,0.5,,,,0.5,0.47825,0.13333333333333333,24.766666666666666,3.0,2.0,1.0,,1.0,,1.0,,,,2.0,1.0,,3.0,,,,,2.0,2.0,,,,,,,,,,,1.0,,,,7.0,,,3.0,2.0,,,,,3.0,,,,0.5,,,,0.16666666666666666,0.25,0.25,1.0,,0.5,0.6666666666666666,,,0.06666666666666667,,,,1.0,,0.3333333333333333,,,,,0.4214333333333333,0.125,0.15384615384615385,,0.1875,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,1610612759,2019,2018-19,False
1627751-1627854-200752-201942-201988,1610612759,"Jakob Poeltl, Bryn Forbes, Rudy Gay, DeMar DeRozan, Patty Mills","Poeltl, Forbes, Gay, DeRozan, Mills",1627751-1627854-200752-201942-201988,SAS,157.0,2,3.0,,4.0,5.0,9.0,,1.0,2.0,1.0,2.0,6.0,,,,,,1.0,1.0,2.0,2.0,,,,,6.0,,,0.5,0.5,0.75,1.0,1.0,1.0,1.0,1.0,82.54777070063695,,20.25,15.2,20.25,15.2,,1.0,0.5,0.5,,,0.38195,8.3,,,,,,,,,,,,6.0,,,,,2.0,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2019,2018-19,False
1627751-1627854-201942-201988-202722,1610612759,"Jakob Poeltl, Bryn Forbes, DeMar DeRozan, Patty Mills, Davis Bertans","Poeltl, Forbes, DeRozan, Mills, Bertans",1627751-1627854-201942-201988-202722,SAS,343.0,2,6.0,3.0,11.0,12.0,23.0,4.0,,2.0,5.0,8.0,18.0,6.0,3.0,4.0,,9.0,2.0,3.0,5.0,6.0,1.0,1.0,1.0,1.0,16.0,0.6,0.6,0.625,0.5909090909090909,0.6538461538461539,0.6,1.0,0.7142857142857143,0.6666666666666666,1.0,96.5597667638484,1.0,15.090909090909092,14.75,15.0,14.416666666666666,0.36363636363636365,0.18181818181818182,,,,0.6363636363636364,0.5388499999999999,6.7875,,1.0,1.0,1.0,2.0,1.0,3.0,,,1.0,3.0,15.0,1.0,,,2.0,4.0,3.0,3.0,1.0,1.0,1.0,,1.0,,1.0,,,,,,1.0,1.0,1.0,0.3333333333333333,,0.3333333333333333,1.0,1.0,0.2727272727272727,,,0.3333333333333333,,0.2,0.5,,,0.5,,,0.18181818181818182,0.5,0.5,0.2727272727272727,0.3333333333333333,0.3333333333333333,1.0,1.0,,,,0.3333333333333333,0.7193,0.1111111111111111,24.400000000000002,,4.0,1.0,,,,,,,,5.0,1.0,,,,,,,,,,2.0,1.0,1.0,1.0,,,,,,,,,,3.0,,,6.0,1.0,,,,,,,,,1.0,,,,,,,,,1.0,1.0,0.5,1.0,,,,,1.0,1.0,,,,,,,0.15384615384615385,0.1111111111111111,,,,,,,,,,,,,,1.0,1.0,0.25,,,,,,,,,,,1610612759,2019,2018-19,False
