EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Corner3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,PenaltyTurnovers,Fouls,FoulsDrawn,FTA,NonShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,LiveBallTurnoverPct,DefTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,PtsPutbacks,ShortMidRangeAssists,OffTwoPtRebounds,ShootingFouls,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,SecondChanceFg2Pct,OffTwoPtReboundPct,OffShortMidRangeReboundPct,DefLongMidRangeReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Loose Ball Fouls Drawn,Blocked2s,BlockedAtRim,Blocks,LostBallOutOfBoundsTurnovers,Arc3Assists,Arc3PctAssisted,Loose Ball Fouls,Fg2aBlocked,FTDefRebounds,BadPassOutOfBoundsTurnovers,LostBallTurnovers,SecondChanceTurnovers,Offensive Fouls,Offensive Fouls Drawn,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,BlockedShortMidRange,RecoveredBlocks,FG2APctBlocked,ShortMidRangePctBlocked,DefFTReboundPct,BlocksRecoveredPct,ThreePtShootingFoulsDrawnPct,AtRimPctBlocked,OffCorner3ReboundPct,HeaveAttempts,FTOffRebounds,OffFTReboundPct,Travels,OffLongMidRangeReboundPct,SecondChanceAtRimPctAssisted,OffAtRimReboundPct,SecondChanceArc3FGM,Fg3aBlocked,Charge Fouls,FG3APctBlocked,Arc3PctBlocked,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,StepOutOfBoundsTurnovers,Charge Fouls Drawn,Clear Path Fouls,Technical Free Throw Trips,Blocked3s,BlockedArc3,BlockedLongMidRange,OffensiveGoaltends,Defensive 3 Seconds Violations,LongMidRangePctBlocked,Corner3PctBlocked,DefensiveGoaltends,BlockedCorner3,team_id,year,season,team_vs
101161-1626246-1628413-203613-204456,1610612755,"Amir Johnson, Boban Marjanovic, Jonah Bolden, Jonathon Simmons, T.J. McConnell","Johnson, Marjanovic, Bolden, Simmons, McConnell",101161-1626246-1628413-203613-204456,PHI,696.0,3,12.0,7.0,23.0,25.0,18.0,12.0,3.0,48.0,5.0,5.0,5.0,5.0,1.0,2.0,3.0,2.0,3.0,1.0,1.0,2.0,3.0,3.0,11.0,2.0,2.0,7.0,7.0,9.0,5.0,14.0,2.0,31.0,24.0,1.0,3.0,3.0,6.0,7.0,4.0,10.0,2.0,26.0,12.0,2.0,6.0,9.0,11.0,3.0,6.0,2.0,8.0,2.0,5.0,1.0,18.0,3.0,2.0,3.0,5.0,3.0,8.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,28.0,26.0,18.0,1.0,1.0,0.8571428571428571,0.8571428571428571,0.4,0.35714285714285715,0.3333333333333333,0.4,0.35714285714285715,0.7777777777777778,0.8571428571428571,0.6304347826086957,0.5,0.7058823529411765,0.6458333333333334,0.5,0.7222222222222222,0.6086956521739131,0.5,0.5,1.0,0.3333333333333333,0.625,0.2727272727272727,0.375,1.0,0.4,1.0,1.0,0.09090909090909091,99.3103448275862,13.608695652173912,15.32,12.956521739130435,15.0,0.21739130434782608,1.0,1.0,1.0,0.043478260869565216,0.13043478260869565,0.6666666666666666,0.6666666666666666,0.5,0.13043478260869565,0.6666666666666666,0.6666666666666666,1.0,0.4782608695652174,0.2727272727272727,0.2727272727272727,0.3333333333333333,1.0,1.0,0.6666666666666666,0.29411764705882354,1.0,0.17647058823529413,0.6666666666666666,0.4117647058823529,0.2857142857142857,0.8260869565217391,0.2727272727272727,0.5276065217391305,0.5349,0.5529911764705883,0.0967741935483871,0.8387096774193549,8.11111111111111,26.05,0.782608695652174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2019,2018-19,True
101161-1627732-202699-202710-203516,1610612755,"Amir Johnson, Ben Simmons, Tobias Harris, Jimmy Butler, James Ennis III","Johnson, Simmons, Harris, Butler, Ennis III",101161-1627732-202699-202710-203516,PHI,151.0,1,3.0,1.0,5.0,4.0,,,1.0,9.0,2.0,2.0,,,2.0,,,,1.0,,,,,,1.0,,,,3.0,4.0,,2.0,2.0,8.0,7.0,,,3.0,,,,,,,4.0,2.0,,,1.0,,2.0,,2.0,,1.0,,4.0,,,1.0,1.0,1.0,2.0,,,,,,,,,,2.0,2.0,2.0,,5.0,,,,,0.6666666666666666,1.0,,,,,,0.75,,0.5,1.0,,0.6666666666666666,1.5,,0.3333333333333333,,1.0,,,1.0,0.3333333333333333,,,,,,,85.82781456953643,15.6,18.25,15.6,18.25,0.3333333333333333,1.0,1.0,0.5,0.3333333333333333,,,,,0.16666666666666666,,,,0.16666666666666666,,,,,,,,,,,,,0.6666666666666666,,0.4812666666666667,0.5182,,0.375,,6.775,25.05,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.3333333333333333,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2019,2018-19,True
101161-1628413-203516-203613-204456,1610612755,"Amir Johnson, Jonah Bolden, James Ennis III, Jonathon Simmons, T.J. McConnell","Johnson, Bolden, Ennis III, Simmons, McConnell",101161-1628413-203516-203613-204456,PHI,323.0,3,5.0,10.0,12.0,12.0,4.0,7.0,,24.0,2.0,2.0,,,3.0,1.0,2.0,,1.0,,,,1.0,1.0,1.0,,1.0,1.0,4.0,7.0,1.0,2.0,3.0,14.0,4.0,,,,,,1.0,2.0,2.0,5.0,4.0,4.0,,3.0,1.0,1.0,2.0,,2.0,,2.0,,4.0,,2.0,5.0,7.0,,7.0,,2.0,1.0,1.0,1.0,1.0,,1.0,,1.0,4.0,5.0,1.0,14.0,5.0,4.0,,1.0,0.5,0.5,,0.5,,0.5,0.5,0.5714285714285714,,0.6111111111111112,,0.75,0.6363636363636364,,0.625,0.2222222222222222,1.0,0.7142857142857143,0.6666666666666666,,0.7,,,,1.0,0.5,1.0,,106.99690402476779,11.416666666666666,15.5,11.416666666666666,15.25,0.2222222222222222,1.0,1.0,1.0,0.3333333333333333,0.2222222222222222,0.5,0.5,,0.1111111111111111,,,,0.1111111111111111,1.0,1.0,,,,,,,0.5,,0.5,1.0,0.4444444444444444,1.0,0.4741222222222222,,0.53415,,0.35714285714285715,9.299999999999999,25.75,0.3333333333333333,,,1.0,,,,,,,1.0,1.0,2.0,,,,1.0,0.3333333333333333,0.3333333333333333,,,,0.2,0.25,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2019,2018-19,True
101161-200755-202699-202710-203516,1610612755,"Amir Johnson, JJ Redick, Tobias Harris, Jimmy Butler, James Ennis III","Johnson, Redick, Harris, Butler, Ennis III",101161-200755-202699-202710-203516,PHI,7.0,1,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205.71428571428572,7.0,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2019,2018-19,True
1626246-1627732-1628413-200755-203516,1610612755,"Boban Marjanovic, Ben Simmons, Jonah Bolden, JJ Redick, James Ennis III","Marjanovic, Simmons, Bolden, Redick, Ennis III",1626246-1627732-1628413-200755-203516,PHI,85.0,1,1.0,5.0,3.0,3.0,,,,6.0,,,,,,,,,,,,,,1.0,1.0,,,,,,1.0,1.0,2.0,5.0,,,,,,,,,,,,,3.0,,1.0,1.0,,1.0,1.0,,,,3.0,,1.0,1.0,2.0,,2.0,,1.0,1.0,,1.0,1.0,,1.0,,,1.0,2.0,,5.0,,,,,,,1.0,1.0,,,1.0,,,1.5,,,1.25,,,1.0,1.0,1.0,0.3333333333333333,,0.5,,,1.0,,,1.0,,101.6470588235294,7.666666666666667,20.666666666666668,7.666666666666667,17.666666666666668,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,1.0,1.0,0.522,,,,,,25.4,,,,,,,,,,,,,1.0,,,,,,,,,,0.5,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2019,2018-19,True
1626246-1627732-1628413-202699-202710,1610612755,"Boban Marjanovic, Ben Simmons, Jonah Bolden, Tobias Harris, Jimmy Butler","Marjanovic, Simmons, Bolden, Harris, Butler",1626246-1627732-1628413-202699-202710,PHI,88.0,1,1.0,-1.0,4.0,4.0,,,,8.0,1.0,2.0,,,,,,,,,,,,,,,,,1.0,2.0,,,2.0,4.0,5.0,,,,,,,,,,2.0,,,,,,1.0,,1.0,,1.0,,2.0,,2.0,,2.0,,2.0,,,,,1.0,1.0,,1.0,,1.0,1.0,2.0,,4.0,,,,,1.0,1.0,,,,,,0.5,,0.5,,,0.6666666666666666,,,,1.0,,1.0,,1.0,,,,,1.0,1.0,,130.9090909090909,13.5,8.5,13.5,6.5,1.0,0.5,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,0.5044,,,,,1.85,,,,,,,,,,,,,,1.0,,,,,,,,,,0.3333333333333333,0.3333333333333333,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2019,2018-19,True
1626246-1627732-200755-202699-202710,1610612755,"Boban Marjanovic, Ben Simmons, JJ Redick, Tobias Harris, Jimmy Butler","Marjanovic, Simmons, Redick, Harris, Butler",1626246-1627732-200755-202699-202710,PHI,413.0,5,7.0,4.0,14.0,16.0,,5.0,1.0,30.0,2.0,2.0,,,2.0,1.0,2.0,,,,,,,3.0,4.0,,,,4.0,6.0,3.0,4.0,6.0,23.0,19.0,,,,,,,,,,4.0,4.0,3.0,6.0,4.0,3.0,2.0,1.0,3.0,,1.0,,7.0,,2.0,2.0,6.0,1.0,7.0,,1.0,,1.0,1.0,,2.0,3.0,,5.0,7.0,6.0,,23.0,,,2.0,,0.5,0.5,0.3333333333333333,0.75,,,0.75,0.6666666666666666,,0.85,,,0.9583333333333334,,,0.4,0.3333333333333333,0.4,0.4,,0.4,0.3333333333333333,,,0.5,0.3333333333333333,0.5,,104.60048426150121,13.357142857142858,14.125,13.0,12.5625,0.2,1.0,1.0,0.5,0.2,0.2,0.5,0.5,,,,,,0.4,0.75,0.75,,,,,,,,,,,0.6,0.75,0.49304,,,,,8.1,25.825,,,,1.0,,,,,1.0,1.0,,1.0,3.0,,0.5,1.0,1.0,0.5,1.0,1.0,,,0.3333333333333333,0.375,,1.0,,1.0,,1.0,0.3333333333333333,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.16666666666666666,0.5,1.0,1.0,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2019,2018-19,True
1626246-1627732-200755-202699-203118,1610612755,"Boban Marjanovic, Ben Simmons, JJ Redick, Tobias Harris, Mike Scott","Marjanovic, Simmons, Redick, Harris, Scott",1626246-1627732-200755-202699-203118,PHI,376.0,3,6.0,6.0,14.0,14.0,6.0,12.0,1.0,28.0,1.0,2.0,,1.0,1.0,1.0,1.0,,1.0,,,,1.0,3.0,7.0,,1.0,3.0,2.0,4.0,3.0,8.0,4.0,17.0,11.0,,,2.0,,1.0,1.0,4.0,3.0,6.0,4.0,,,9.0,7.0,3.0,2.0,,2.0,,1.0,1.0,4.0,1.0,2.0,3.0,6.0,1.0,7.0,,,,,,,,,,2.0,5.0,6.0,1.0,15.0,6.0,6.0,,1.0,1.0,1.0,,0.375,,0.25,0.375,0.5,,0.5416666666666666,,0.3,0.5666666666666667,1.0,0.42857142857142855,0.6666666666666666,,0.6,1.0,0.2,0.7142857142857143,0.14285714285714285,,,1.0,1.0,,,107.23404255319149,15.142857142857142,11.714285714285714,15.142857142857142,10.928571428571429,0.16666666666666666,0.5,1.0,1.0,0.08333333333333333,0.08333333333333333,1.0,1.0,1.0,0.08333333333333333,,,,0.5833333333333334,0.42857142857142855,0.42857142857142855,,,,,0.2,,0.2,,0.6,0.3333333333333333,0.8333333333333334,0.42857142857142855,0.5225583333333333,,0.55542,0.11764705882352941,0.35294117647058826,8.825,25.4625,0.42857142857142855,,,,,,2.0,,,,1.0,,2.0,,,,0.5,,,,,,0.14285714285714285,0.3333333333333333,1.0,,,,,,,1.0,1.0,1.0,,,,,2.0,,,,,0.25,,1.0,,,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2019,2018-19,True
1626246-1627732-200755-202699-203516,1610612755,"Boban Marjanovic, Ben Simmons, JJ Redick, Tobias Harris, James Ennis III","Marjanovic, Simmons, Redick, Harris, Ennis III",1626246-1627732-200755-202699-203516,PHI,221.0,2,4.0,13.0,10.0,8.0,,,,18.0,3.0,3.0,,,2.0,1.0,2.0,,,,,,,1.0,2.0,,,,5.0,7.0,1.0,2.0,2.0,15.0,2.0,,,,,,,,,,8.0,2.0,3.0,,2.0,1.0,4.0,1.0,5.0,,3.0,,11.0,,1.0,3.0,4.0,,4.0,,1.0,,1.0,,,,,,,2.0,2.0,,15.0,,,,,0.8,0.8,1.0,0.5,,,0.5,0.7142857142857143,,0.7222222222222222,,,0.75,,,0.2222222222222222,,1.0,0.5,,0.8,,,1.0,1.0,1.0,,,117.28506787330318,9.8,15.375,9.8,14.875,0.3333333333333333,1.0,1.0,1.0,0.2222222222222222,0.2222222222222222,0.5,0.5,,,,,,0.2222222222222222,0.5,0.5,,,,,,,,,,,0.5555555555555556,0.5,0.5218222222222222,,,,,6.942857142857143,26.6,,,,1.0,,,,,1.0,,,,1.0,,,,,0.5,0.5,1.0,,,0.1,0.125,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2019,2018-19,True
1626246-1627732-200755-202710-203118,1610612755,"Boban Marjanovic, Ben Simmons, JJ Redick, Jimmy Butler, Mike Scott","Marjanovic, Simmons, Redick, Butler, Scott",1626246-1627732-200755-202710-203118,PHI,138.0,1,2.0,3.0,4.0,5.0,4.0,5.0,1.0,9.0,1.0,2.0,1.0,2.0,2.0,,,,,,,,,1.0,2.0,,1.0,2.0,2.0,4.0,1.0,2.0,1.0,8.0,5.0,,,2.0,2.0,4.0,1.0,2.0,1.0,8.0,2.0,2.0,,3.0,1.0,1.0,1.0,,1.0,,1.0,,2.0,,,3.0,3.0,2.0,5.0,1.0,,,,,,,,,,1.0,2.0,,6.0,8.0,4.0,,,0.5,1.0,,0.5,,0.5,1.0,0.5,0.5,0.5833333333333334,0.5,0.5833333333333334,0.5714285714285714,0.5,0.5714285714285714,0.3333333333333333,,0.75,,,0.75,0.5,,,1.0,,,0.5,93.91304347826087,15.0,15.6,13.25,15.6,0.3333333333333333,0.5,0.5,1.0,0.3333333333333333,,,,,,,,,0.3333333333333333,0.5,0.5,,,,,0.3333333333333333,0.5,,,0.3333333333333333,0.5,0.6666666666666666,1.0,0.54091,0.4413,0.54091,0.25,1.0,5.05,52.5,1.0,,,1.0,1.0,2.0,,2.0,,1.0,,,1.0,0.5,0.5,1.0,0.6666666666666666,0.5,0.5,,,,0.14285714285714285,0.2,,1.0,,1.0,,,,,,,,,,,,,,1.0,1.0,,,,1.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2019,2018-19,True
