EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,TotalPoss,ShortMidRangeFGA,Arc3FGA,FG2A,FG3A,OpponentPoints,NonHeaveArc3FGA,Fg2aBlocked,DefTwoPtRebounds,DefRebounds,Rebounds,FG3APct,FG2APctBlocked,ShortMidRangePctBlocked,DefTwoPtReboundPct,DefFGReboundPct,DefAtRimReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,ShortMidRangeFrequency,Arc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPoss,SecondChanceOffPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,LongMidRangeFGA,Corner3FGA,FG2M,FtPoints,Points,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,TwoPtAssists,Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,OffRebounds,SelfOReb,Steals,BadPassSteals,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Turnovers,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,Corner3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,PenaltyOffPossPct,PenaltyDefPoss,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGM,PenaltyCorner3FGA,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,FG3M,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,PenaltyFG3A,PenaltyFtPoints,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,LongMidRangeAssists,DefThreePtRebounds,FTDefRebounds,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,Charge Fouls Drawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,NonHeaveFg3Pct,AtRimPctBlocked,LiveBallTurnoverPct,DefFTReboundPct,DefThreePtReboundPct,OffAtRimReboundPct,OffCorner3ReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,NonHeaveArc3Accuracy,ThreePtShootingFoulsDrawnPct,Corner3FGM,Corner3Assists,BlockedShortMidRange,OffLongMidRangeReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Technical Free Throw Trips,PenaltyArc3FGA,Blocked3s,BlockedArc3,PenaltyArc3Frequency,Fg3aBlocked,StepOutOfBoundsTurnovers,Charge Fouls,FG3APctBlocked,Arc3PctBlocked,PenaltyArc3FGM,PenaltyFG3M,PenaltyFg3Pct,PenaltyArc3Accuracy,PenaltyCorner3FGM,PenaltyCorner3Accuracy,SecondChanceTurnovers,FTOffRebounds,OffFTReboundPct,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,team_id,year,season,team_vs
1627751-1627854-1628401-1629022-202722,1610612759,"Jakob Poeltl, Bryn Forbes, Derrick White, Lonnie Walker IV, Davis Bertans","Poeltl, Forbes, White, Walker IV, Bertans",1627751-1627854-1628401-1629022-202722,SAS,68.0,1,1.0,-2.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,84.70588235294117,24.0,10.0,24.0,10.0,0.5,0.5,0.5,0.446125,11.5,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2019,2018-19,True
1627751-1627854-1628401-200746-201158,1610612759,"Jakob Poeltl, Bryn Forbes, Derrick White, LaMarcus Aldridge, Marco Belinelli","Poeltl, Forbes, White, Aldridge, Belinelli",1627751-1627854-1628401-200746-201158,SAS,293.0,4,5.0,-1.0,11.0,8.0,19.0,3.0,1.0,8.0,2.0,10.0,1.0,,2.0,2.0,4.0,0.2,,,0.5,0.4,1.0,93.37883959044368,14.545454545454545,16.625,14.454545454545455,16.125,0.3,0.1,0.6,0.50869,5.6375,25.25,1.0,2.0,3.0,4.0,1.0,2.0,1.0,1.0,1.0,4.0,1.0,9.0,1.0,2.0,2.0,1.0,1.0,2.0,4.0,4.0,2.0,2.0,2.0,1.0,1.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,7.0,2.0,1.0,0.5,0.6666666666666666,0.5,0.5,1.0,0.4,0.5,1.0,0.4090909090909091,0.5,1.0,0.25,0.5,0.3333333333333333,0.5,1.0,0.16666666666666666,0.4,0.75,0.75,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.1,0.1,1.0,0.5,0.6315,0.3532,0.09090909090909091,0.1111111111111111,0.2222222222222222,0.2222222222222222,0.09090909090909091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2019,2018-19,True
1627751-1627854-1628401-200746-201942,1610612759,"Jakob Poeltl, Bryn Forbes, Derrick White, LaMarcus Aldridge, DeMar DeRozan","Poeltl, Forbes, White, Aldridge, DeRozan",1627751-1627854-1628401-200746-201942,SAS,4800.0,7,80.0,-9.0,149.0,152.0,301.0,46.0,37.0,90.0,45.0,166.0,37.0,11.0,42.0,53.0,72.0,0.3333333333333333,0.12222222222222222,0.15217391304347827,0.7,0.6933333333333334,0.75,90.3,16.456375838926174,15.447368421052632,16.107382550335572,14.671052631578947,0.34074074074074073,0.2740740740740741,0.5703703703703704,0.47592555555555555,6.724444444444445,25.166666666666668,8.0,16.0,18.0,32.0,5.0,9.0,18.0,12.0,8.0,40.0,23.0,157.0,7.0,11.0,26.0,2.0,4.0,6.0,44.0,36.0,8.0,22.0,39.0,9.0,9.0,95.0,7.0,12.0,19.0,4.0,10.0,4.0,4.0,10.0,19.0,39.0,37.0,17.0,131.0,6.0,8.0,0.55,0.6111111111111112,0.4444444444444444,0.6363636363636364,0.5,0.4962962962962963,0.6666666666666666,0.4,0.5198675496688742,0.7222222222222222,0.42857142857142855,0.24,0.2692307692307692,0.25,0.25,0.2631578947368421,0.06153846153846154,0.23703703703703705,0.5625,0.6428571428571429,0.5,0.391304347826087,0.46153846153846156,0.5,0.08888888888888889,0.05925925925925926,0.6,0.5555555555555556,0.5044875,0.45608000000000004,0.12080536912751678,0.1650485436893204,0.16560509554140126,0.03821656050955414,0.053691275167785234,22.0,2.0,2.0,4.0,1.0,18.0,2.0,4.0,18.0,2.0,4.0,6.0,1.0,2.0,51.0,3.0,18.0,17.0,17.0,4.0,10.0,1.0,6.0,9.0,5.0,3.0,4.0,1.0,2.0,11.0,28.0,4.0,2.0,1.0,2.0,2.0,4.0,1.0,2.0,4.0,3.0,1.0,4.0,2.0,1.0,3.0,1.0,0.9444444444444444,0.4,0.5,0.4,0.125,0.47368421052631576,1.0,0.6666666666666666,0.35714285714285715,0.2857142857142857,0.6521739130434783,0.7058823529411765,0.6,0.8,0.5,0.3333333333333333,0.3333333333333333,1.0,0.4864864864864865,0.4864864864864865,0.9444444444444444,0.2,0.26666666666666666,0.5,0.5,0.4,1.0,0.2,0.4864864864864865,0.021739130434782608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2019,2018-19,True
1627751-1627854-1628401-200752-201942,1610612759,"Jakob Poeltl, Bryn Forbes, Derrick White, Rudy Gay, DeMar DeRozan","Poeltl, Forbes, White, Gay, DeRozan",1627751-1627854-1628401-200752-201942,SAS,331.0,4,6.0,2.0,11.0,11.0,22.0,2.0,2.0,9.0,3.0,12.0,2.0,,1.0,3.0,5.0,0.25,,,0.3333333333333333,0.6,,95.70996978851964,15.363636363636363,14.727272727272727,15.181818181818182,13.909090909090908,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.5095708333333333,6.388888888888889,24.400000000000002,,1.0,4.0,5.0,,1.0,,2.0,1.0,5.0,1.0,14.0,,1.0,,,,,6.0,4.0,,3.0,4.0,3.0,,9.0,1.0,1.0,2.0,,1.0,1.0,,,1.0,1.0,1.0,1.0,14.0,,,0.6,0.6,0.5555555555555556,,,0.5416666666666666,,,0.5833333333333334,,,0.25,0.5,0.3333333333333333,,0.5,,0.4166666666666667,0.8,0.8,0.75,,,,0.16666666666666666,0.08333333333333333,1.0,,,,0.08333333333333333,0.1111111111111111,,,,1.0,,,1.0,,,,,1.0,,,,,,3.0,,,1.0,,,2.0,,,1.0,1.0,,,,,1.0,1.0,,,,,,1.0,,,1.0,,,1.0,,,,,1.0,0.3333333333333333,,0.3333333333333333,,1.0,,1.0,,,,1.0,1.0,,,0.5,0.5,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,1610612759,2019,2018-19,True
1627751-1627854-1628401-201158-201942,1610612759,"Jakob Poeltl, Bryn Forbes, Derrick White, Marco Belinelli, DeMar DeRozan","Poeltl, Forbes, White, Belinelli, DeRozan",1627751-1627854-1628401-201158-201942,SAS,12.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2019,2018-19,True
1627751-1627854-1628401-201942-202722,1610612759,"Jakob Poeltl, Bryn Forbes, Derrick White, DeMar DeRozan, Davis Bertans","Poeltl, Forbes, White, DeRozan, Bertans",1627751-1627854-1628401-201942-202722,SAS,202.0,2,3.0,3.0,7.0,8.0,15.0,,,5.0,,6.0,,,2.0,3.0,3.0,,,,1.0,1.0,1.0,106.93069306930693,14.285714285714286,12.75,14.285714285714286,12.75,,,0.4,0.40442,11.78,,,,1.0,2.0,,,,3.0,,2.0,5.0,9.0,,,,,,,2.0,2.0,,1.0,1.0,1.0,,2.0,,,,,1.0,1.0,,,,7.0,8.0,4.0,9.0,,,0.5,0.5,0.4,,,0.4,,,0.5,,,,,,,,,0.4,0.5,0.5,1.0,,,,0.6,,,,,,0.5,0.5,,,,3.0,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,1.0,,,1.0,1.0,,1.0,1.0,,,,,,,,,,1.0,,,,1.0,,,,1.0,0.3333333333333333,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1610612759,2019,2018-19,True
1627751-1627854-200746-201158-201988,1610612759,"Jakob Poeltl, Bryn Forbes, LaMarcus Aldridge, Marco Belinelli, Patty Mills","Poeltl, Forbes, Aldridge, Belinelli, Mills",1627751-1627854-200746-201158-201988,SAS,351.0,3,6.0,-1.0,13.0,13.0,26.0,1.0,5.0,6.0,5.0,10.0,5.0,,4.0,8.0,9.0,0.45454545454545453,,,0.6666666666666666,0.8,0.6666666666666666,106.66666666666667,12.923076923076923,14.076923076923077,12.692307692307692,14.076923076923077,0.09090909090909091,0.45454545454545453,0.8181818181818182,0.5447545454545455,6.533333333333334,24.919999999999998,6.0,1.0,4.0,4.0,1.0,1.0,,1.0,,4.0,1.0,9.0,1.0,1.0,2.0,2.0,3.0,4.0,8.0,,,4.0,4.0,4.0,,8.0,1.0,,1.0,,,,1.0,1.0,2.0,1.0,1.0,1.0,7.0,4.0,6.0,1.0,1.0,0.6666666666666666,1.0,0.6666666666666666,0.36363636363636365,1.0,0.4,0.4090909090909091,1.0,0.4,,0.2,0.14285714285714285,,0.2,,0.36363636363636365,1.0,1.0,1.0,,,,0.09090909090909091,,1.0,1.0,,0.53872,0.09090909090909091,0.16666666666666666,0.2222222222222222,0.4444444444444444,0.46153846153846156,6.0,2.0,2.0,,,,,,,,,,2.0,,,,,,,,4.0,,,1.0,,,1.0,,,,1.0,,,,,,1.0,,,,,,2.0,2.0,,,,,,,,,0.5,,1.0,,,0.5,1.0,1.0,,1.0,,,,,,,1.0,,,,0.4,1.0,,,,,,,,,,,,2.0,2.0,2.0,0.4,,,,,,,,,,,,,,,,,1610612759,2019,2018-19,True
1627751-1627854-200746-201942-201988,1610612759,"Jakob Poeltl, Bryn Forbes, LaMarcus Aldridge, DeMar DeRozan, Patty Mills","Poeltl, Forbes, Aldridge, DeRozan, Mills",1627751-1627854-200746-201942-201988,SAS,562.0,4,9.0,10.0,18.0,16.0,34.0,3.0,5.0,9.0,6.0,15.0,5.0,,5.0,8.0,12.0,0.4,,,0.7142857142857143,0.7777777777777778,,87.11743772241992,15.11111111111111,18.125,14.5,17.6875,0.2,0.3333333333333333,0.4666666666666667,0.45111333333333337,13.933333333333334,24.55,6.0,3.0,,1.0,,,2.0,5.0,1.0,5.0,9.0,25.0,1.0,2.0,5.0,2.0,3.0,8.0,6.0,4.0,,3.0,5.0,,2.0,12.0,1.0,3.0,4.0,1.0,1.0,1.0,,2.0,2.0,7.0,10.0,5.0,20.0,8.0,6.0,0.6,0.6,0.5555555555555556,0.5,0.6666666666666666,0.5333333333333333,0.5,0.6666666666666666,0.625,0.625,0.8,0.75,0.25,0.5,1.0,0.25,0.14285714285714285,0.06666666666666667,,,,0.6666666666666666,0.6666666666666666,1.0,0.3333333333333333,0.06666666666666667,,,0.3731,0.3651,0.25,0.35714285714285715,0.2,0.32,0.3333333333333333,3.0,,,3.0,,1.0,,,2.0,,,3.0,,4.0,6.0,,1.0,2.0,1.0,1.0,2.0,1.0,,,,,,,2.0,2.0,7.0,,,,,,,,,2.0,1.0,1.0,2.0,1.0,,,,1.0,0.3333333333333333,,0.3333333333333333,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,0.5,0.6,0.6,0.3333333333333333,0.2,0.25,1.0,,,,,,,,0.2,,1.0,1.0,,0.5,1.0,1.0,1.0,,,,,,1.0,1.0,1.0,0.16666666666666666,0.2,,,,,,,,,,,,1610612759,2019,2018-19,True
1627751-1627854-200752-201942-201988,1610612759,"Jakob Poeltl, Bryn Forbes, Rudy Gay, DeMar DeRozan, Patty Mills","Poeltl, Forbes, Gay, DeRozan, Mills",1627751-1627854-200752-201942-201988,SAS,157.0,2,3.0,,5.0,4.0,9.0,2.0,1.0,3.0,1.0,6.0,1.0,,1.0,1.0,1.0,0.25,,,1.0,1.0,,82.54777070063695,15.2,20.25,15.2,20.25,0.5,0.25,0.5,0.472925,8.266666666666667,25.1,,,1.0,1.0,,,1.0,,,2.0,2.0,6.0,,,,,,,4.0,,,2.0,2.0,1.0,1.0,4.0,,,,,,,,,,1.0,2.0,1.0,6.0,,,1.0,1.0,0.6666666666666666,,,0.5,,,0.6,,,,,,,,,0.25,1.0,1.0,1.0,0.5,0.5,1.0,,,,,,,0.2,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2019,2018-19,True
1627751-1627854-201942-201988-202722,1610612759,"Jakob Poeltl, Bryn Forbes, DeMar DeRozan, Patty Mills, Davis Bertans","Poeltl, Forbes, DeRozan, Mills, Bertans",1627751-1627854-201942-201988-202722,SAS,343.0,2,6.0,-3.0,12.0,11.0,23.0,5.0,3.0,9.0,4.0,18.0,3.0,1.0,2.0,4.0,6.0,0.3076923076923077,0.1111111111111111,0.2,0.6666666666666666,0.8,,96.5597667638484,14.75,15.090909090909092,14.416666666666666,15.0,0.38461538461538464,0.23076923076923078,0.6153846153846154,0.4543346153846154,5.855555555555556,24.075,,1.0,2.0,4.0,1.0,2.0,2.0,,1.0,4.0,1.0,15.0,1.0,2.0,2.0,,,,4.0,4.0,2.0,2.0,4.0,1.0,1.0,10.0,,2.0,2.0,2.0,,,,,1.0,1.0,1.0,1.0,13.0,,,0.5,0.6666666666666666,0.4444444444444444,0.5,,0.5384615384615384,0.5,,0.5769230769230769,0.5,,0.4,,0.2857142857142857,0.3333333333333333,,0.3333333333333333,0.3076923076923077,0.5,0.5,0.5,0.4,0.5,0.5,,0.07692307692307693,1.0,0.5,0.50095,,0.07692307692307693,0.1111111111111111,0.13333333333333333,,,,,,,,1.0,,,2.0,,,,,,6.0,,1.0,2.0,1.0,,2.0,,,1.0,1.0,,,,,2.0,3.0,,,,,,1.0,,,,,,,,,,,1.0,0.5,,0.5,,1.0,,1.0,0.5,,0.5,1.0,1.0,,,,,,0.3333333333333333,0.3333333333333333,1.0,,,,,,,,0.3333333333333333,,1.0,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,1610612759,2019,2018-19,True
