EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyDefPoss,TotalPoss,OpponentPoints,DefThreePtRebounds,DefRebounds,Rebounds,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,Fouls,Offensive Fouls,FoulsDrawn,LiveBallTurnoverPct,DefThreePtReboundPct,DefFGReboundPct,DefArc3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,FTA,TwoPtShootingFoulsDrawn,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyOffPoss,SecondChanceOffPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGA,Corner3FGA,SecondChanceCorner3FGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,NonHeaveArc3FGA,Fg2aBlocked,TwoPtAssists,Assists,AtRimAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefTwoPtRebounds,FTDefRebounds,OffRebounds,Steals,BadPassSteals,LostBallSteals,LostBallTurnovers,PenaltyTurnovers,ShootingFouls,Charge Fouls,Loose Ball Fouls,Loose Ball Fouls Drawn,2pt And 1 Free Throw Trips,NonShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,Corner3Frequency,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,ShortMidRangeFGM,ShortMidRangeAssists,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Arc3FGM,FG3M,PtsUnassisted3s,NonHeaveArc3FGM,NonShootingPenaltyNonTakeFouls,Fg3Pct,NonHeaveFg3Pct,Arc3Accuracy,UnblockedArc3Accuracy,NonHeaveArc3Accuracy,Offensive Fouls Drawn,Technical Free Throw Trips,LongMidRangeFGM,PenaltyCorner3FGA,PtsAssisted3s,ThreePtAssists,Arc3Assists,LongMidRangeAssists,SelfOReb,StepOutOfBoundsTurnovers,SecondChanceTurnovers,Blocked2s,BlockedShortMidRange,Blocks,Assisted3sPct,DefShortMidRangeReboundPct,SelfORebPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3PctAssisted,PenaltyCorner3Frequency,Corner3FGM,SecondChanceCorner3FGM,PenaltyCorner3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,SecondChanceFG3M,PenaltyFG3M,HeaveAttempts,Corner3Assists,BadPassOutOfBoundsTurnovers,Charge Fouls Drawn,ThreePtShootingFoulsDrawn,BlockedAtRim,RecoveredBlocks,SecondChanceFg3Pct,PenaltyFg3Pct,ShortMidRangePctBlocked,OffLongMidRangeReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,ThreePtShootingFoulsDrawnPct,LostBallOutOfBoundsTurnovers,Travels,OffCorner3ReboundPct,BlockedLongMidRange,3SecondViolations,Blocked3s,BlockedArc3,FTOffRebounds,OffFTReboundPct,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,3pt And 1 Free Throw Trips,DefensiveGoaltends,OffensiveGoaltends,Defensive 3 Seconds Violations,Corner3PctBlocked,Clear Path Fouls,LongMidRangePctBlocked,BlockedCorner3,HeaveMakes,team_id,year,season,team_vs
1626156-1627747-1628386-201162-203459,1610612751,"D'Angelo Russell, Caris LeVert, Jarrett Allen, Jared Dudley, Allen Crabbe","Russell, LeVert, Allen, Dudley, Crabbe",1626156-1627747-1628386-201162-203459,BKN,785.0,5,13.0,-2.0,29.0,27.0,4.0,56.0,32.0,7.0,12.0,16.0,2.0,1.0,5.0,7.0,10.0,2.0,3.0,0.2857142857142857,1.0,0.7058823529411765,1.0,102.72611464968152,12.551724137931034,15.592592592592593,11.586206896551724,14.925925925925926,4.0,1.0,0.04,0.0625,14.0,6.0,6.0,8.0,2.0,2.0,4.0,5.0,5.0,3.0,2.0,1.0,7.0,3.0,10.0,16.0,9.0,4.0,30.0,2.0,4.0,1.0,,4.0,4.0,6.0,3.0,4.0,12.0,10.0,10.0,4.0,7.0,1.0,5.0,7.0,4.0,16.0,2.0,2.0,5.0,,4.0,1.0,1.0,,1.0,6.0,2.0,,,,1.0,1.0,26.0,12.0,14.0,1.0,0.5,0.625,0.625,0.5,0.6666666666666666,0.52,0.4,0.4444444444444444,0.5576923076923077,0.4,0.55,0.36,0.0625,0.125,,0.5,0.3333333333333333,0.2857142857142857,0.3076923076923077,0.5,0.3333333333333333,0.2,0.2,1.0,0.32,0.75,0.8571428571428571,0.6666666666666666,0.2,0.12,0.08,0.28,0.4,1.0,,0.2,0.5555555555555556,0.8,0.3333333333333333,0.68,0.508532,0.48303333333333337,0.5235444444444445,0.13333333333333333,0.4,7.75,25.0,0.4827586206896552,2.0,1.0,0.4,0.4,0.5,2.0,2.0,,2.0,3.0,0.2222222222222222,0.2222222222222222,0.2857142857142857,0.2857142857142857,0.2857142857142857,1.0,1.0,2.0,,6.0,2.0,2.0,,,,1.0,1.0,,1.0,1.0,0.6666666666666666,,0.6666666666666666,0.6666666666666666,,1.0,,,,,,,,,,,,1.0,,,1.0,,,,,,1.0,,,,,,,,,,,,,,1.0,0.5,,,,,,,,,,,1.0,,,,,,,,1610612751,2019,2018-19,True
1626156-1627747-1628386-201162-203915,1610612751,"D'Angelo Russell, Caris LeVert, Jarrett Allen, Jared Dudley, Spencer Dinwiddie","Russell, LeVert, Allen, Dudley, Dinwiddie",1626156-1627747-1628386-201162-203915,BKN,2032.0,8,34.0,6.0,69.0,70.0,40.0,139.0,81.0,12.0,25.0,40.0,6.0,3.0,2.0,8.0,16.0,1.0,12.0,0.75,0.8,0.8275862068965517,0.7692307692307693,98.50393700787401,14.0,15.228571428571428,12.869565217391305,14.9,18.0,6.0,0.08333333333333333,0.10714285714285714,34.0,12.0,13.0,22.0,3.0,4.0,6.0,10.0,11.0,18.0,3.0,,13.0,5.0,29.0,51.0,16.0,17.0,87.0,6.0,8.0,4.0,5.0,20.0,16.0,26.0,5.0,11.0,43.0,28.0,30.0,4.0,13.0,4.0,14.0,17.0,8.0,37.0,6.0,9.0,12.0,1.0,15.0,5.0,4.0,1.0,3.0,3.0,8.0,,1.0,2.0,1.0,3.0,67.0,43.0,34.0,3.0,0.4827586206896552,0.5185185185185185,0.5686274509803921,0.75,0.6153846153846154,0.5223880597014925,0.625,0.5161290322580645,0.5733333333333334,0.6666666666666666,0.5833333333333334,0.23880597014925373,0.0784313725490196,0.13636363636363635,0.5,0.8571428571428571,0.4090909090909091,0.5,0.4411764705882353,0.3333333333333333,0.6666666666666666,0.5,1.0,,0.3283582089552239,0.5909090909090909,0.6842105263157895,0.6153846153846154,0.16417910447761194,0.26865671641791045,0.04477611940298507,0.19402985074626866,0.3333333333333333,0.75,,,0.3225806451612903,0.6,0.16129032258064516,0.5671641791044776,0.49139925373134324,0.49175714285714284,0.4691048387096774,0.22988505747126436,0.4942528735632184,8.674509803921568,26.2,0.4927536231884058,8.0,3.0,0.7272727272727273,0.8,0.375,3.0,4.0,3.0,3.0,4.0,0.25,0.25,0.23076923076923078,0.23076923076923078,0.23076923076923078,,1.0,8.0,,9.0,3.0,2.0,3.0,2.0,,,2.0,1.0,2.0,0.75,0.6666666666666666,0.06666666666666667,0.4444444444444444,0.4444444444444444,0.375,0.6666666666666666,,1.0,,,1.0,4.0,,1.0,,,1.0,1.0,1.0,,1.0,1.0,0.25,,0.09090909090909091,0.4,1.0,0.5,0.3333333333333333,0.3333333333333333,1.0,,,0.3333333333333333,0.25,,,,,,,0.5,,,,,,,,,,,,,,,,,,,1610612751,2019,2018-19,True
1626156-1627747-1628386-201162-203925,1610612751,"D'Angelo Russell, Caris LeVert, Jarrett Allen, Jared Dudley, Joe Harris","Russell, LeVert, Allen, Dudley, Harris",1626156-1627747-1628386-201162-203925,BKN,11359.0,16,189.0,3.0,375.0,372.0,43.0,747.0,414.0,68.0,136.0,200.0,30.0,17.0,25.0,55.0,81.0,6.0,78.0,0.5454545454545454,0.85,0.735632183908046,0.8615384615384616,94.69847697860727,14.925333333333333,15.489247311827956,14.130666666666666,14.71505376344086,85.0,34.0,0.09523809523809523,0.12142857142857143,32.0,53.0,77.0,125.0,20.0,27.0,8.0,11.0,75.0,53.0,17.0,4.0,79.0,5.0,125.0,253.0,96.0,62.0,417.0,24.0,33.0,16.0,6.0,69.0,9.0,16.0,6.0,14.0,41.0,112.0,138.0,24.0,79.0,20.0,56.0,80.0,42.0,184.0,14.0,46.0,60.0,8.0,64.0,32.0,24.0,8.0,13.0,4.0,30.0,3.0,7.0,5.0,7.0,8.0,348.0,41.0,32.0,7.0,0.448,0.49557522123893805,0.49407114624505927,0.7272727272727273,0.5625,0.5085959885386819,0.6428571428571429,0.6136363636363636,0.5362694300518135,0.6272727272727273,0.6612903225806451,0.27507163323782235,0.07905138339920949,0.096,0.8,0.6382978723404256,0.359375,0.22950819672131148,0.31746031746031744,0.3541666666666667,0.4117647058823529,0.24,0.5957446808510638,0.8,0.35816618911174786,0.616,0.6814159292035398,0.5454545454545454,0.2148997134670487,0.1518624641833811,0.04871060171919771,0.22636103151862463,0.5510204081632653,0.7407407407407407,0.25,0.08163265306122448,0.5,0.7272727272727273,0.22727272727272727,0.6332378223495702,0.5119464183381088,0.5519559523809524,0.5633318181818182,0.16546762589928057,0.09832134292565947,7.055731225296443,25.315625,0.08533333333333333,24.0,8.0,0.32,0.35294117647058826,0.3333333333333333,29.0,35.0,33.0,29.0,5.0,0.3645833333333333,0.3645833333333333,0.3670886075949367,0.3717948717948718,0.3670886075949367,4.0,3.0,24.0,1.0,72.0,24.0,18.0,6.0,8.0,3.0,7.0,15.0,5.0,15.0,0.6857142857142857,0.6486486486486487,0.047619047619047616,0.4528301886792453,0.46153846153846156,0.25,0.6206896551724138,0.045454545454545456,6.0,1.0,,4.0,12.0,3.0,5.0,3.0,,6.0,6.0,2.0,2.0,10.0,9.0,0.3125,0.5,0.09333333333333334,0.27586206896551724,0.8,0.6,0.35294117647058826,0.35294117647058826,1.0,0.25,1.0,0.24489795918367346,0.3333333333333333,1.0,,0.6,0.02040816326530612,2.0,2.0,0.18181818181818182,,2.0,,,4.0,0.4444444444444444,1.0,0.010416666666666666,0.012658227848101266,,1.0,,,,1.0,0.018867924528301886,,,1610612751,2019,2018-19,True
1626156-1627747-1628386-201960-203459,1610612751,"D'Angelo Russell, Caris LeVert, Jarrett Allen, DeMarre Carroll, Allen Crabbe","Russell, LeVert, Allen, Carroll, Crabbe",1626156-1627747-1628386-201960-203459,BKN,26.0,1,,3.0,1.0,1.0,,2.0,,,1.0,1.0,,,,,,,,,,1.0,,110.76923076923076,5.0,21.0,5.0,21.0,,,,,,,,,,,,,,,,,1.0,,,,1.0,,3.0,,,,,,,,,,,,,,1.0,,,1.0,,3.0,,,1.0,,,,,,,,,,,,,,3.0,,,,,,,,,1.5,,,1.5,,,1.0,,,,1.0,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,1.0,0.5397,,,,,,26.2,,,,,,,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,,,,,3.0,1.0,1.0,,,,,1.0,,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612751,2019,2018-19,True
1626156-1627747-1628386-201960-203915,1610612751,"D'Angelo Russell, Caris LeVert, Jarrett Allen, DeMarre Carroll, Spencer Dinwiddie","Russell, LeVert, Allen, Carroll, Dinwiddie",1626156-1627747-1628386-201960-203915,BKN,302.0,3,5.0,1.0,10.0,11.0,2.0,21.0,12.0,1.0,4.0,5.0,1.0,1.0,,1.0,2.0,,,1.0,0.5,0.5714285714285714,0.5,100.13245033112582,15.3,13.545454545454545,15.0,13.0,,,,,4.0,1.0,2.0,3.0,,,2.0,3.0,4.0,1.0,,,2.0,,5.0,8.0,2.0,,13.0,,,1.0,,3.0,3.0,4.0,,,6.0,6.0,4.0,,2.0,1.0,3.0,4.0,1.0,9.0,1.0,,3.0,,1.0,1.0,1.0,,,,1.0,,,,,,10.0,6.0,4.0,,0.6,0.6,0.625,,0.75,0.65,1.5,0.75,0.65,1.5,0.75,0.2,0.125,0.3333333333333333,,0.6,,1.0,0.25,,,1.0,1.0,,0.3,0.6666666666666666,1.0,0.5,0.4,0.1,,0.2,,,,,0.75,0.6666666666666666,,0.5,0.49229500000000004,,0.535375,0.23076923076923078,0.46153846153846156,7.325,25.15,0.4,2.0,2.0,0.5,0.5,1.0,1.0,1.0,,1.0,,0.5,0.5,0.5,0.5,0.5,,,1.0,,3.0,1.0,1.0,,,,,,,,1.0,0.5,,1.0,1.0,,1.0,,,,,1.0,1.0,,1.0,,,,,,,,,1.0,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1610612751,2019,2018-19,True
1626156-1627747-1628386-201960-203925,1610612751,"D'Angelo Russell, Caris LeVert, Jarrett Allen, DeMarre Carroll, Joe Harris","Russell, LeVert, Allen, Carroll, Harris",1626156-1627747-1628386-201960-203925,BKN,2187.0,9,36.0,-2.0,72.0,73.0,25.0,145.0,94.0,4.0,19.0,33.0,6.0,3.0,4.0,10.0,22.0,1.0,9.0,0.6,0.3333333333333333,0.5161290322580645,0.2857142857142857,95.47325102880657,15.708333333333334,14.465753424657533,14.916666666666666,13.63013698630137,10.0,3.0,0.0410958904109589,0.06521739130434782,27.0,11.0,14.0,20.0,3.0,6.0,8.0,11.0,16.0,9.0,3.0,2.0,24.0,11.0,24.0,45.0,27.0,8.0,92.0,4.0,8.0,5.0,1.0,21.0,9.0,18.0,13.0,5.0,35.0,20.0,28.0,6.0,24.0,,10.0,20.0,3.0,50.0,6.0,8.0,12.0,3.0,14.0,3.0,2.0,1.0,3.0,3.0,8.0,,5.0,,2.0,3.0,71.0,33.0,26.0,2.0,0.4166666666666667,0.47619047619047616,0.5333333333333333,0.5,0.5,0.5833333333333334,0.7692307692307693,0.4838709677419355,0.6052631578947368,0.75,0.5147058823529411,0.375,,,1.0,0.631578947368421,0.38095238095238093,0.4,0.3888888888888889,0.5,0.2857142857142857,0.35714285714285715,0.875,,0.2777777777777778,0.7,0.7,0.21428571428571427,0.2222222222222222,0.125,0.041666666666666664,0.3333333333333333,0.46153846153846156,0.5,,0.15384615384615385,0.3548387096774194,0.7272727272727273,0.3548387096774194,0.6527777777777778,0.49029930555555556,0.5261125,0.5101387096774194,0.22826086956521738,0.3804347826086957,7.502222222222223,25.5,0.375,9.0,6.0,0.5625,0.5625,0.6666666666666666,10.0,12.0,6.0,10.0,3.0,0.4444444444444444,0.4444444444444444,0.4166666666666667,0.4166666666666667,0.4166666666666667,1.0,,1.0,2.0,30.0,10.0,8.0,1.0,3.0,,,2.0,1.0,2.0,0.8333333333333334,0.625,0.08333333333333333,0.1111111111111111,0.1111111111111111,1.0,0.8,0.06451612903225806,2.0,1.0,1.0,3.0,3.0,3.0,4.0,4.0,,2.0,1.0,1.0,,1.0,1.0,0.8,0.3076923076923077,,0.375,0.4,0.5,0.6666666666666666,0.6666666666666666,1.0,0.5,1.0,0.23076923076923078,1.0,0.6666666666666666,0.5,0.2727272727272727,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,1610612751,2019,2018-19,True
1626156-1627747-1628386-203459-203925,1610612751,"D'Angelo Russell, Caris LeVert, Jarrett Allen, Allen Crabbe, Joe Harris","Russell, LeVert, Allen, Crabbe, Harris",1626156-1627747-1628386-203459-203925,BKN,1012.0,5,17.0,1.0,35.0,37.0,21.0,72.0,44.0,8.0,11.0,18.0,,,2.0,2.0,8.0,,8.0,,0.8888888888888888,0.8461538461538461,0.875,102.45059288537549,15.542857142857143,12.64864864864865,14.771428571428572,12.08108108108108,6.0,3.0,0.07692307692307693,0.125,11.0,5.0,5.0,11.0,2.0,5.0,,1.0,6.0,6.0,6.0,1.0,9.0,3.0,13.0,23.0,15.0,4.0,45.0,2.0,6.0,1.0,1.0,5.0,4.0,6.0,5.0,1.0,15.0,16.0,10.0,4.0,9.0,5.0,8.0,12.0,3.0,28.0,3.0,4.0,3.0,,7.0,5.0,5.0,,,,3.0,,2.0,1.0,2.0,1.0,40.0,15.0,11.0,1.0,0.6153846153846154,0.7272727272727273,0.5652173913043478,0.3333333333333333,0.6666666666666666,0.5394736842105263,0.2857142857142857,0.6363636363636364,0.5625,0.35714285714285715,0.625,0.39473684210526316,0.21739130434782608,0.45454545454545453,,0.75,0.4,0.3,0.35,0.3333333333333333,0.6666666666666666,,1.0,0.5,0.2894736842105263,0.45454545454545453,0.8333333333333334,0.6,0.15789473684210525,0.15789473684210525,0.15789473684210525,0.23684210526315788,0.7142857142857143,0.4,,0.14285714285714285,0.09090909090909091,,0.2727272727272727,0.6842105263157895,0.5141710526315789,0.50088,0.4610681818181818,0.1111111111111111,0.3333333333333333,7.534782608695653,24.726666666666667,0.3142857142857143,3.0,3.0,0.5,0.5,1.0,4.0,5.0,3.0,4.0,2.0,0.3333333333333333,0.3333333333333333,0.4444444444444444,0.4444444444444444,0.4444444444444444,,,5.0,2.0,12.0,4.0,3.0,2.0,1.0,,,,,,0.8,1.0,0.06666666666666667,0.8333333333333334,0.8333333333333334,0.4,0.75,0.18181818181818182,1.0,,,,,2.0,,2.0,,1.0,1.0,,,,,,0.4,,,1.0,,0.16666666666666666,0.16666666666666666,1.0,,,,,,,0.6666666666666666,,,1.0,0.6,,,,,,,,,,,1.0,,,,,,,,1610612751,2019,2018-19,True
1626156-1627747-1628386-203915-203925,1610612751,"D'Angelo Russell, Caris LeVert, Jarrett Allen, Spencer Dinwiddie, Joe Harris","Russell, LeVert, Allen, Dinwiddie, Harris",1626156-1627747-1628386-203915-203925,BKN,430.0,4,7.0,-2.0,15.0,14.0,3.0,29.0,14.0,3.0,6.0,8.0,2.0,2.0,1.0,3.0,1.0,,3.0,0.6666666666666666,1.0,1.0,1.0,97.11627906976744,13.266666666666667,16.5,13.2,16.5,4.0,1.0,0.08333333333333333,0.1111111111111111,11.0,2.0,3.0,6.0,2.0,2.0,1.0,3.0,,2.0,1.0,,2.0,2.0,5.0,8.0,3.0,2.0,12.0,2.0,2.0,,,4.0,2.0,4.0,3.0,1.0,5.0,4.0,6.0,4.0,2.0,2.0,2.0,2.0,,4.0,,2.0,3.0,,2.0,1.0,1.0,,,3.0,1.0,,,1.0,,1.0,8.0,5.0,11.0,1.0,0.4,0.6666666666666666,0.625,1.0,0.5,0.45454545454545453,1.0,0.2857142857142857,0.46153846153846156,1.0,0.3125,0.2727272727272727,0.25,0.3333333333333333,,1.0,0.6666666666666666,,0.4,0.6666666666666666,,,,,0.5454545454545454,0.5,0.75,,,0.18181818181818182,0.09090909090909091,0.18181818181818182,1.0,1.0,,,0.42857142857142855,0.3333333333333333,0.2857142857142857,0.8181818181818182,0.63681,0.72465,0.5993,0.3333333333333333,0.4166666666666667,5.1875,28.2,0.7333333333333333,,,,,,,,,,,,,,,,,,2.0,1.0,,,,2.0,,,,,,,,1.0,,1.0,1.0,1.0,,0.14285714285714285,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612751,2019,2018-19,True
1626156-1627747-1629066-201960-202334,1610612751,"D'Angelo Russell, Caris LeVert, Rodions Kurucs, DeMarre Carroll, Ed Davis","Russell, LeVert, Kurucs, Carroll, Davis",1626156-1627747-1629066-201960-202334,BKN,451.0,3,8.0,-2.0,15.0,16.0,,31.0,19.0,2.0,5.0,7.0,2.0,1.0,,2.0,3.0,,2.0,1.0,0.5,0.5,0.5,98.98004434589801,15.466666666666667,13.6875,15.133333333333333,12.375,,,,,,2.0,3.0,3.0,2.0,2.0,,,3.0,2.0,5.0,,2.0,,4.0,8.0,7.0,,17.0,2.0,2.0,,,4.0,,,,,,2.0,6.0,2.0,2.0,,1.0,4.0,1.0,11.0,,2.0,2.0,1.0,2.0,2.0,2.0,,1.0,,2.0,,,,,,13.0,,,,0.25,0.3333333333333333,0.5,1.0,,0.5666666666666667,1.0,,0.5666666666666667,1.0,,0.4666666666666667,,,1.0,0.5,0.5,,0.25,,1.0,,,1.0,0.2,1.0,1.0,0.3333333333333333,0.2,0.13333333333333333,0.3333333333333333,0.13333333333333333,1.0,1.0,0.5,,,,,0.6666666666666666,0.5421833333333334,0.6288,,0.23529411764705882,,6.6875,23.7,,1.0,,0.3333333333333333,0.3333333333333333,,,3.0,,,,0.42857142857142855,0.42857142857142855,,,,,,,,9.0,3.0,,,,,,3.0,2.0,3.0,1.0,0.5,,,,,,,3.0,,,,,,,,,3.0,,,,1.0,1.0,,,,,,0.3333333333333333,0.6,0.6,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612751,2019,2018-19,True
1626156-1627747-1629066-201960-203925,1610612751,"D'Angelo Russell, Caris LeVert, Rodions Kurucs, DeMarre Carroll, Joe Harris","Russell, LeVert, Kurucs, Carroll, Harris",1626156-1627747-1629066-201960-203925,BKN,9.0,1,,-2.0,,1.0,1.0,1.0,2.0,,,,,,,,1.0,,,,,,,160.0,,9.0,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612751,2019,2018-19,True
1626156-1627747-1629066-202334-203459,1610612751,"D'Angelo Russell, Caris LeVert, Rodions Kurucs, Ed Davis, Allen Crabbe","Russell, LeVert, Kurucs, Davis, Crabbe",1626156-1627747-1629066-202334-203459,BKN,232.0,1,4.0,-13.0,8.0,9.0,,17.0,15.0,1.0,1.0,2.0,,,2.0,2.0,3.0,1.0,1.0,,1.0,0.5,1.0,105.51724137931035,14.375,13.0,14.25,12.666666666666666,,,,,,1.0,,3.0,,1.0,,,2.0,2.0,,,,,1.0,7.0,,,2.0,,1.0,,,,,,,,,2.0,,,,,1.0,1.0,,2.0,,1.0,,,1.0,,,,,,2.0,,,,,,2.0,,,,1.0,1.0,0.14285714285714285,,,0.14285714285714285,,,0.14285714285714285,,,,,,,,0.16666666666666666,,0.16666666666666666,0.3333333333333333,,,,,0.42857142857142855,,,,0.2857142857142857,0.2857142857142857,,,1.0,,,,,,,0.42857142857142855,0.4828571428571428,0.5686,,,,8.828571428571427,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,1.0,1.0,,,1.0,,1.0,,,0.16666666666666666,0.5,0.5,1.0,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612751,2019,2018-19,True
1626156-1627747-1629066-202334-203915,1610612751,"D'Angelo Russell, Caris LeVert, Rodions Kurucs, Ed Davis, Spencer Dinwiddie","Russell, LeVert, Kurucs, Davis, Dinwiddie",1626156-1627747-1629066-202334-203915,BKN,248.0,3,4.0,-3.0,9.0,9.0,4.0,18.0,10.0,1.0,2.0,3.0,3.0,1.0,1.0,4.0,2.0,,2.0,0.75,0.5,0.4,0.5,104.51612903225805,16.333333333333332,11.222222222222221,16.11111111111111,10.777777777777779,4.0,1.0,0.16666666666666666,0.16666666666666666,3.0,1.0,2.0,2.0,,,,,3.0,,,,,,2.0,5.0,,3.0,7.0,,,,,,,1.0,,2.0,2.0,4.0,,,,,2.0,2.0,2.0,4.0,,1.0,1.0,,1.0,,,,2.0,1.0,2.0,,,,,1.0,7.0,2.0,3.0,1.0,1.0,1.0,0.4,,,0.4,,,0.5,,0.5,,,,,0.3333333333333333,0.3333333333333333,,0.3333333333333333,,0.3333333333333333,,,,0.4,1.0,1.0,1.0,0.6,,,,,,,,,,,0.4,0.48976,,0.4439,,0.2857142857142857,4.42,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1610612751,2019,2018-19,True
1626156-1627747-1629066-202334-203925,1610612751,"D'Angelo Russell, Caris LeVert, Rodions Kurucs, Ed Davis, Joe Harris","Russell, LeVert, Kurucs, Davis, Harris",1626156-1627747-1629066-202334-203925,BKN,89.0,2,1.0,2.0,3.0,4.0,,7.0,3.0,,2.0,2.0,1.0,,,1.0,,,2.0,1.0,,1.0,,113.25842696629213,10.666666666666666,14.25,10.666666666666666,14.25,2.0,1.0,0.5,1.0,,,,,,,,,,,,,1.0,,,,1.0,2.0,5.0,,,,,,,,,,,,,,1.0,,,1.0,,3.0,,,2.0,,,1.0,1.0,,1.0,,,,,,,,5.0,,,,,,,,,1.5,,,1.25,,,1.0,,,,1.0,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,1.0,0.5193,,,,,,26.7,,,,,,,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,,,,,3.0,1.0,1.0,,,,,,,,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612751,2019,2018-19,True
