EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,HeaveAttempts,Fg2aBlocked,TwoPtAssists,Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,DefTwoPtRebounds,DefRebounds,Rebounds,Steals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,LiveBallTurnoverPct,DefTwoPtReboundPct,DefFGReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,Arc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceOffPoss,SecondChanceAtRimFGM,SecondChanceAtRimFGA,Arc3FGM,PenaltyArc3FGM,FG3M,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG3M,PenaltyFtPoints,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,OffTwoPtRebounds,DefThreePtRebounds,OffRebounds,SelfOReb,ShootingFouls,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefArc3ReboundPct,SelfORebPct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,LongMidRangeFGM,DeadBallTurnovers,StepOutOfBoundsTurnovers,Offensive Fouls,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3FGA,PenaltyCorner3FGA,Travels,Loose Ball Fouls,3SecondViolations,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefCorner3ReboundPct,Corner3Frequency,PenaltyCorner3Frequency,LongMidRangeAssists,FTDefRebounds,BadPassSteals,ShortMidRangePctBlocked,DefFTReboundPct,OffShortMidRangeReboundPct,LongMidRangePctAssisted,Blocked2s,BlockedShortMidRange,Blocks,DefensiveGoaltends,LongMidRangePctBlocked,Charge Fouls Drawn,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFg3Pct,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Technical Free Throw Trips,Corner3FGM,Corner3Assists,BadPassOutOfBoundsTurnovers,NonShootingFoulsDrawn,RecoveredBlocks,NonShootingPenaltyNonTakeFoulsDrawn,BlocksRecoveredPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,BlockedAtRim,PenaltyCorner3FGM,SecondChanceFtPoints,Charge Fouls,PenaltyCorner3Accuracy,OffThreePtRebounds,LostBallOutOfBoundsTurnovers,SecondChanceTurnovers,Offensive Fouls Drawn,OffThreePtReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,2pt And 1 Free Throw Trips,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,SecondChanceCorner3FGM,PtsUnassisted3s,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Defensive 3 Seconds Violations,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,OffensiveGoaltends,Loose Ball Fouls Drawn,FTOffRebounds,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,OffFTReboundPct,ThreePtShootingFoulsDrawnPct,BlockedLongMidRange,SecondChanceAtRimPctAssisted,Corner3PctBlocked,Blocked3s,BlockedArc3,Clear Path Fouls,BlockedCorner3,team_id,year,season,team_vs
101181-1627740-1628379-203083-204038,1610612765,"Jose Calderon, Henry Ellenson, Luke Kennard, Andre Drummond, Langston Galloway","Calderon, Ellenson, Kennard, Drummond, Galloway",101181-1627740-1628379-203083-204038,DET,112.0,1,2.0,,4.0,4.0,,4.0,8.0,2.0,2.0,,,,,,,,2.0,2.0,,2.0,6.0,6.0,,,,,2.0,2.0,,,1.0,1.0,1.0,,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,2.0,3.0,2.0,6.0,,,,0.5,0.5,1.0,,1.0,,1.0,,,,,,1.0,1.0,1.0,,102.85714285714286,11.5,16.5,11.5,16.5,1.0,1.0,1.0,0.5,,,,,,,,,,1.0,0.5498,,0.6666666666666666,0.6666666666666666,,2.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1610612765,2019,2018-19,False
101181-1627740-1628379-204038-2585,1610612765,"Jose Calderon, Henry Ellenson, Luke Kennard, Langston Galloway, Zaza Pachulia","Calderon, Ellenson, Kennard, Galloway, Pachulia",101181-1627740-1628379-204038-2585,DET,120.0,1,2.0,4.0,4.0,4.0,4.0,4.0,8.0,1.0,2.0,1.0,2.0,,,,2.0,2.0,1.0,2.0,2.0,,8.0,4.0,1.0,2.0,2.0,8.0,,2.0,,,,2.0,,,6.0,2.0,2.0,3.0,,,1.0,,1.0,1.0,1.0,1.0,,,,6.0,8.0,4.0,1.0,,,0.5,0.5,1.0,1.0,1.0,1.0,0.5,,,1.0,1.0,1.0,1.0,1.0,96.0,14.5,15.5,14.25,15.5,0.5,0.5,0.5,,,,,,,0.5,0.5,0.5,0.5,1.0,0.49225,0.49225,,,1.0,3.25,26.4,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,,6.0,2.0,2.0,2.0,2.0,2.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4369,0.25,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1610612765,2019,2018-19,False
101181-1627740-1628971-202720-203922,1610612765,"Jose Calderon, Henry Ellenson, Bruce Brown, Jon Leuer, Glenn Robinson III","Calderon, Ellenson, Brown, Leuer, Robinson III",101181-1627740-1628971-202720-203922,DET,315.0,1,5.0,9.0,11.0,11.0,11.0,7.0,22.0,2.0,3.0,2.0,3.0,1.0,5.0,1.0,3.0,3.0,4.0,9.0,3.0,4.0,15.0,6.0,4.0,9.0,3.0,15.0,4.0,4.0,,2.0,2.0,2.0,1.0,,4.0,3.0,6.0,9.0,1.0,,,,,,,3.0,2.0,4.0,1.0,11.0,15.0,11.0,,0.5,0.5,0.4444444444444444,0.4444444444444444,0.4583333333333333,0.4583333333333333,0.5357142857142857,0.5357142857142857,0.25,0.2222222222222222,,,0.75,0.8333333333333334,,1.0,100.57142857142857,14.636363636363637,14.0,12.545454545454545,13.909090909090908,0.25,0.6666666666666666,0.6666666666666666,0.5,0.4166666666666667,0.2,0.3333333333333333,,0.08333333333333333,0.25,0.25,0.6666666666666666,0.25,0.5,0.496825,0.496825,0.07692307692307693,0.1,1.0,6.055555555555555,27.900000000000002,1.0,3.0,,,1.0,1.0,1.0,2.0,2.0,4.0,1.0,4.0,,,3.0,1.0,,,3.0,2.0,3.0,,2.0,,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.6666666666666666,0.6666666666666666,0.6,1.0,0.42857142857142855,1.0,1.0,,0.3333333333333333,0.5,,,,0.3333333333333333,0.3333333333333333,0.3986166666666667,0.26666666666666666,1.0,,,,1.0,1.0,,,,,,,,,,,1.0,1.0,1.0,0.4,1.0,0.5,1.0,,,,,,,,1.0,,1.0,,0.3333333333333333,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,3.0,,,,1.0,0.3333333333333333,0.3333333333333333,,,,,,,,,,,,,,,1610612765,2019,2018-19,False
101181-1627740-1628971-204038-2585,1610612765,"Jose Calderon, Henry Ellenson, Bruce Brown, Langston Galloway, Zaza Pachulia","Calderon, Ellenson, Brown, Galloway, Pachulia",101181-1627740-1628971-204038-2585,DET,142.0,1,2.0,-6.0,6.0,6.0,6.0,6.0,12.0,1.0,2.0,1.0,2.0,,1.0,1.0,,,1.0,4.0,,1.0,3.0,9.0,1.0,4.0,,3.0,2.0,,,2.0,1.0,1.0,1.0,,2.0,,1.0,2.0,,,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,3.0,6.0,,1.0,1.0,0.25,0.25,0.25,0.25,0.3,0.3,,0.5,0.5,1.0,,1.0,,,121.69014084507042,15.166666666666666,8.5,15.0,8.5,0.5,0.5,1.0,1.0,0.25,,,,0.25,,0.5,0.5,,0.5,0.495675,0.495675,0.2,0.2,1.0,6.825,,1.0,1.0,,1.0,,,,,1.0,,,1.0,,,,,,,1.0,1.0,1.0,,2.0,,,,,,,,0.3333333333333333,1.0,0.3333333333333333,,,,,,,1.0,,,,0.5121,,,,,,,,,,,,,1.0,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612765,2019,2018-19,False
101181-1627740-203922-204038-2585,1610612765,"Jose Calderon, Henry Ellenson, Glenn Robinson III, Langston Galloway, Zaza Pachulia","Calderon, Ellenson, Robinson III, Galloway, Pachulia",101181-1627740-203922-204038-2585,DET,276.0,1,5.0,-4.0,9.0,9.0,,,18.0,2.0,3.0,,,,2.0,3.0,1.0,1.0,3.0,8.0,2.0,2.0,8.0,12.0,,,1.0,,4.0,2.0,1.0,,2.0,2.0,2.0,,4.0,2.0,4.0,6.0,1.0,,1.0,1.0,,1.0,,1.0,2.0,3.0,1.0,8.0,,,,0.6666666666666666,0.6666666666666666,0.375,,0.3,,0.36363636363636365,,0.2,,,1.0,0.6666666666666666,0.8,0.5,,93.91304347826087,16.333333333333332,14.333333333333334,14.0,13.555555555555555,0.3,0.6666666666666666,0.6666666666666666,1.0,0.2,,,,0.3,0.1,,,1.0,0.5,0.5011944444444444,,0.09090909090909091,0.1111111111111111,,8.075,42.05,,1.0,,1.0,,,,,2.0,,,,,,,,,,2.0,2.0,2.0,1.0,,,,,,,,,0.4,1.0,0.3333333333333333,1.0,1.0,0.16666666666666666,,,,0.5,,,,0.5076,,1.0,,,,0.3333333333333333,0.3333333333333333,1.0,,,1.0,,,1.0,,0.1,,,,1.0,,,0.5,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612765,2019,2018-19,False
101181-1627748-1629004-1629017-203922,1610612765,"Jose Calderon, Thon Maker, Svi Mykhailiuk, Khyri Thomas, Glenn Robinson III","Calderon, Maker, Mykhailiuk, Thomas, Robinson III",101181-1627748-1629004-1629017-203922,DET,174.0,1,3.0,-6.0,6.0,7.0,6.0,7.0,13.0,,,,,,1.0,2.0,1.0,1.0,1.0,3.0,2.0,,5.0,11.0,1.0,3.0,2.0,5.0,2.0,,,,1.0,2.0,,,5.0,,2.0,2.0,,,1.0,1.0,,1.0,1.0,1.0,,,,5.0,5.0,6.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.5,0.5,0.5,0.5,0.4,,,1.0,,,,,107.58620689655173,18.166666666666668,9.285714285714286,18.166666666666668,9.285714285714286,,,,,0.2,,,,0.4,0.2,,,0.2,0.4,0.44799,0.44799,,,1.0,16.166666666666668,23.8,1.0,,,,,,1.0,,,,1.0,,3.0,,1.0,,1.0,,,,,,,1.0,0.5,0.5,0.5,,,,,,,,,,,,,,,,,,,1.0,,,,0.5,0.5,1.0,1.0,,,,,,,0.2,0.2,1.0,2.0,,,1.0,,1.0,,,,,,,,,,,,,,,,1.0,1.0,,,,,,1.0,1.0,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612765,2019,2018-19,False
101181-1627748-1629017-201933-204038,1610612765,"Jose Calderon, Thon Maker, Khyri Thomas, Blake Griffin, Langston Galloway","Calderon, Maker, Thomas, Griffin, Galloway",101181-1627748-1629017-201933-204038,DET,51.0,1,1.0,,1.0,2.0,1.0,2.0,3.0,,,,,1.0,1.0,,,,1.0,1.0,,,2.0,2.0,1.0,1.0,,2.0,2.0,,,,1.0,1.0,,1.0,2.0,1.0,1.0,1.0,,,,,,,,1.0,,,,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,0.5,0.5,0.5,,84.70588235294117,12.0,19.5,12.0,19.5,,,,,1.0,1.0,1.0,1.0,,,,,,,0.4235,0.4235,,,1.0,5.2,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612765,2019,2018-19,False
101181-1627748-1629017-202720-204038,1610612765,"Jose Calderon, Thon Maker, Khyri Thomas, Jon Leuer, Langston Galloway","Calderon, Maker, Thomas, Leuer, Galloway",101181-1627748-1629017-202720-204038,DET,194.0,1,3.0,-4.0,8.0,7.0,1.0,7.0,15.0,1.0,1.0,,,,3.0,,3.0,,1.0,4.0,3.0,1.0,6.0,10.0,,,,,2.0,,,1.0,1.0,2.0,1.0,,5.0,1.0,1.0,3.0,1.0,,,,,1.0,,2.0,2.0,2.0,1.0,3.0,,1.0,,1.0,1.0,0.25,,0.35714285714285715,,0.375,,0.42857142857142855,0.25,,,1.0,1.0,1.0,,111.34020618556701,15.375,10.142857142857142,14.75,10.142857142857142,0.14285714285714285,1.0,1.0,1.0,0.42857142857142855,,,,,0.42857142857142855,,,,0.5714285714285714,0.4793,,0.125,0.2,,6.3,27.266666666666666,0.125,2.0,,,1.0,,1.0,,1.0,3.0,,,3.0,,3.0,1.0,1.0,1.0,,,2.0,,1.0,1.0,0.3333333333333333,,0.3333333333333333,,0.75,0.75,,,0.4,,,,0.3333333333333333,0.3333333333333333,1.0,,,,0.3333333333333333,,0.5,,1.0,,1.0,,,,,,,,,,,,,,,1.0,0.3333333333333333,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,,,,,,,,,,,,,,,,,2.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612765,2019,2018-19,False
101181-1627748-1629017-203922-204038,1610612765,"Jose Calderon, Thon Maker, Khyri Thomas, Glenn Robinson III, Langston Galloway","Calderon, Maker, Thomas, Robinson III, Galloway",101181-1627748-1629017-203922-204038,DET,157.0,1,3.0,-6.0,5.0,5.0,5.0,5.0,10.0,,1.0,,1.0,1.0,2.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,3.0,9.0,1.0,4.0,1.0,3.0,,2.0,,1.0,,,,,,,1.0,2.0,,,,,,,,3.0,1.0,2.0,1.0,2.0,3.0,5.0,1.0,,,0.25,0.25,0.2,0.2,0.25,0.25,0.2,0.25,,,,0.3333333333333333,,,91.71974522292993,19.6,11.8,19.2,11.8,0.2,,,,0.4,0.5,1.0,,0.2,0.2,0.2,,0.2,0.4,0.44186,0.44186,0.16666666666666666,0.2,1.0,8.525,26.9,1.0,1.0,,,,,,,,1.0,,1.0,,,1.0,,,,1.0,1.0,1.0,1.0,2.0,,,,,,,0.5,0.3333333333333333,0.5,0.25,1.0,1.0,0.3333333333333333,,,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612765,2019,2018-19,False
101181-1628379-1628971-201933-202720,1610612765,"Jose Calderon, Luke Kennard, Bruce Brown, Blake Griffin, Jon Leuer","Calderon, Kennard, Brown, Griffin, Leuer",101181-1628379-1628971-201933-202720,DET,126.0,1,2.0,-1.0,4.0,4.0,4.0,4.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,2.0,2.0,,,4.0,5.0,2.0,2.0,,4.0,2.0,2.0,,,1.0,1.0,1.0,,2.0,,,,,,1.0,1.0,,2.0,2.0,,,,,4.0,4.0,4.0,,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,,,,0.5,,,,,91.42857142857143,17.25,14.25,17.25,14.25,0.5,1.0,1.0,1.0,0.5,1.0,1.0,,,,0.5,1.0,,0.5,0.46475,0.46475,,,1.0,6.55,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612765,2019,2018-19,False
101181-1628379-1628971-201933-203083,1610612765,"Jose Calderon, Luke Kennard, Bruce Brown, Blake Griffin, Andre Drummond","Calderon, Kennard, Brown, Griffin, Drummond",101181-1628379-1628971-201933-203083,DET,291.0,3,5.0,,9.0,9.0,,6.0,18.0,,2.0,,,,,1.0,2.0,,1.0,3.0,5.0,2.0,7.0,7.0,,,,,2.0,,,,1.0,2.0,,,5.0,2.0,5.0,6.0,,,1.0,1.0,,1.0,,4.0,3.0,2.0,1.0,7.0,,,,1.0,1.0,0.3333333333333333,,0.3125,,0.3888888888888889,,0.625,,,1.0,0.6666666666666666,0.8333333333333334,,,89.07216494845362,18.0,14.333333333333334,16.22222222222222,14.222222222222221,0.25,,,,,,,,0.125,0.25,,,,0.875,0.50335625,,0.1111111111111111,0.25,,7.233333333333333,25.52,,1.0,,1.0,,,1.0,,1.0,,,,3.0,,2.0,,1.0,,,3.0,1.0,,2.0,1.0,0.2,,0.2,,,,,1.0,0.16666666666666666,,1.0,,,,,1.0,,,,,,1.0,,,,1.0,1.0,3.0,,,,,,1.0,1.0,0.375,,1.0,,,,,,1.0,,,,,,1.0,,,,,,,,,,1.0,1.0,,,,,,0.3333333333333333,0.3333333333333333,1.0,,,,,,1.0,,,,0.25,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,1610612765,2019,2018-19,False
101181-1628379-1628971-201933-2585,1610612765,"Jose Calderon, Luke Kennard, Bruce Brown, Blake Griffin, Zaza Pachulia","Calderon, Kennard, Brown, Griffin, Pachulia",101181-1628379-1628971-201933-2585,DET,281.0,3,5.0,-1.0,9.0,10.0,2.0,,19.0,2.0,2.0,,,,1.0,1.0,2.0,1.0,2.0,4.0,2.0,,10.0,11.0,,,1.0,3.0,4.0,,,1.0,2.0,4.0,2.0,,10.0,2.0,4.0,4.0,1.0,1.0,3.0,2.0,1.0,3.0,1.0,3.0,,,,10.0,3.0,2.0,,1.0,1.0,0.5,,0.8333333333333334,1.5,0.8333333333333334,1.5,0.3333333333333333,0.25,,1.0,0.5,0.6,,1.0,97.36654804270462,15.777777777777779,13.9,15.777777777777779,13.3,0.3333333333333333,1.0,1.0,1.0,0.16666666666666666,,,,0.16666666666666666,0.3333333333333333,,,1.0,0.6666666666666666,0.544025,0.56535,,,0.3,7.075,25.7,0.2222222222222222,,,,2.0,1.0,2.0,,,,1.0,,6.0,,2.0,2.0,2.0,2.0,,1.0,,,1.0,1.0,1.0,1.0,1.0,,,,,1.0,,,1.0,,1.0,1.0,1.0,,,1.0,1.0,,,,,,,,,,,,1.0,,,,,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612765,2019,2018-19,False
101181-1628379-1628971-202720-203083,1610612765,"Jose Calderon, Luke Kennard, Bruce Brown, Jon Leuer, Andre Drummond","Calderon, Kennard, Brown, Leuer, Drummond",101181-1628379-1628971-202720-203083,DET,164.0,1,3.0,,5.0,4.0,,,9.0,2.0,2.0,,,,,1.0,1.0,,3.0,3.0,1.0,,6.0,6.0,,,,,2.0,4.0,,,1.0,1.0,1.0,,2.0,1.0,1.0,1.0,,,,,,1.0,,1.0,,,,6.0,,,,0.3333333333333333,0.3333333333333333,1.0,,0.75,,0.75,,0.25,,,,1.0,0.5,,,79.02439024390243,19.0,17.25,19.0,15.25,0.5,1.0,1.0,0.5,,,,,0.25,0.25,,,,0.75,0.53325,,,,,6.0,25.5,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,1.0,1.0,,,,,,,1.0,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,1.0,,1.0,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612765,2019,2018-19,False
101181-1628379-1628971-202720-203493,1610612765,"Jose Calderon, Luke Kennard, Bruce Brown, Jon Leuer, Reggie Bullock","Calderon, Kennard, Brown, Leuer, Bullock",101181-1628379-1628971-202720-203493,DET,118.0,1,2.0,-5.0,4.0,4.0,,,8.0,,,,,,2.0,1.0,,,,3.0,,2.0,2.0,7.0,,,,,,,,2.0,,,,,,1.0,1.0,1.0,,,,,,,,,1.0,2.0,1.0,2.0,,,,,,,,,,0.25,,,0.6666666666666666,,,1.0,1.0,1.0,,97.6271186440678,19.25,10.25,19.25,10.25,,,,,0.6666666666666666,,,,0.3333333333333333,,,,,,0.3839666666666666,,0.25,0.25,,11.466666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612765,2019,2018-19,False
101181-1628379-1628971-202720-203922,1610612765,"Jose Calderon, Luke Kennard, Bruce Brown, Jon Leuer, Glenn Robinson III","Calderon, Kennard, Brown, Leuer, Robinson III",101181-1628379-1628971-202720-203922,DET,349.0,1,6.0,6.0,14.0,14.0,14.0,,28.0,3.0,5.0,3.0,5.0,1.0,3.0,3.0,2.0,2.0,4.0,11.0,3.0,7.0,15.0,9.0,4.0,11.0,3.0,15.0,6.0,2.0,,2.0,3.0,3.0,3.0,,6.0,3.0,4.0,8.0,4.0,2.0,1.0,1.0,,1.0,1.0,1.0,5.0,7.0,3.0,11.0,15.0,14.0,,0.75,0.75,0.36363636363636365,0.36363636363636365,0.2857142857142857,0.2857142857142857,0.4411764705882353,0.4411764705882353,0.21428571428571427,0.18181818181818182,0.2,1.0,0.75,0.8,1.0,1.0,115.5300859598854,13.357142857142858,11.571428571428571,11.857142857142858,11.285714285714286,0.35714285714285715,0.6,0.75,1.0,0.21428571428571427,0.3333333333333333,0.5,,0.21428571428571427,0.14285714285714285,0.35714285714285715,0.6,0.14285714285714285,0.5714285714285714,0.5044857142857143,0.5044857142857143,0.1875,0.23076923076923078,1.0,7.836363636363637,24.96666666666667,1.0,3.0,,,,,,1.0,2.0,4.0,,7.0,,,2.0,,,,3.0,1.0,4.0,,1.0,,,,,0.5,0.3333333333333333,0.5,0.42857142857142855,1.0,0.4,,,,,,,,,,,0.3541,0.26666666666666666,,,,,,,1.0,1.0,,,,0.3333333333333333,,1.0,0.07142857142857142,0.07142857142857142,,,2.0,0.3333333333333333,,1.0,,,,,,,1.0,,1.0,,1.0,,0.3333333333333333,,,,,,,1.0,,1.0,,,,,,,2.0,,,1.0,,,,0.3333333333333333,0.5,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1610612765,2019,2018-19,False
101181-1628379-1629017-201933-202720,1610612765,"Jose Calderon, Luke Kennard, Khyri Thomas, Blake Griffin, Jon Leuer","Calderon, Kennard, Thomas, Griffin, Leuer",101181-1628379-1629017-201933-202720,DET,64.0,1,1.0,-4.0,2.0,2.0,,,4.0,,1.0,,,,,,1.0,,,1.0,1.0,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,0.5,,,,,,,,90.0,21.5,10.5,21.5,10.5,0.5,,,,,,,,,0.5,,,,1.0,0.56045,,,,,1.3,26.8,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612765,2019,2018-19,False
101181-1628379-1629017-201933-203083,1610612765,"Jose Calderon, Luke Kennard, Khyri Thomas, Blake Griffin, Andre Drummond","Calderon, Kennard, Thomas, Griffin, Drummond",101181-1628379-1629017-201933-203083,DET,49.0,1,1.0,2.0,2.0,1.0,,1.0,3.0,1.0,2.0,,,,,,1.0,,1.0,2.0,1.0,,2.0,,,,,,,2.0,,,,,,,,,,1.0,1.0,,,,,,,,,,,2.0,,,,,,0.5,,0.3333333333333333,,0.3333333333333333,,0.3333333333333333,,,,,,,,88.16326530612245,20.5,8.0,11.5,8.0,0.6666666666666666,0.5,0.5,,,,,,,0.3333333333333333,,,,1.0,0.6220166666666667,,,,,2.15,27.4,,1.0,,,,,,,,,,,,,1.0,,,,1.0,,1.0,,,,,,,,,,1.0,,0.5,1.0,,,,,,,,,,0.63345,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612765,2019,2018-19,False
