EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,TotalPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,PtsAssisted2s,PtsUnassisted2s,TwoPtAssists,Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,Turnovers,ShootingFouls,Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,TsPct,LiveBallTurnoverPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,AtRimFG3AFrequency,ShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg2ptShotDistance,PenaltyDefPoss,SecondChanceOffPoss,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,Arc3FGM,Arc3FGA,FG3M,FG3A,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,ThreePtAssists,Arc3Assists,OffTwoPtRebounds,OffRebounds,SelfOReb,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,SecondChanceTurnovers,Technical Free Throw Trips,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG3APct,FG2APctBlocked,ShortMidRangePctBlocked,OffTwoPtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,DefAtRimReboundPct,SelfORebPct,BlocksRecoveredPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,Avg3ptShotDistance,PenaltyOffPoss,PenaltyArc3FGM,PenaltyArc3FGA,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,ShortMidRangeAssists,PenaltyTurnovers,Charge Fouls,2pt And 1 Free Throw Trips,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,PenaltyFg3Pct,PenaltyEfgPct,PenaltyTsPct,ShortMidRangePctAssisted,PenaltyArc3Frequency,PenaltyArc3Accuracy,PenaltyShotQualityAvg,PenaltyPointsPct,PenaltyOffPossPct,PenaltyAtRimFGM,PenaltyAtRimFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,PenaltyFG2M,PenaltyFtPoints,PtsUnassisted3s,Corner3Assists,OffThreePtRebounds,FTOffRebounds,FTDefRebounds,Travels,Loose Ball Fouls,3SecondViolations,SecondChanceFg3Pct,PenaltyFg2Pct,AtRimPctBlocked,DefFTReboundPct,OffFTReboundPct,OffThreePtReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,DefensiveGoaltends,NonShootingPenaltyNonTakeFouls,PenaltyCorner3FGM,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Offensive Fouls,OffCorner3ReboundPct,LostBallOutOfBoundsTurnovers,Charge Fouls Drawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,LongMidRangePctBlocked,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Blocked3s,BlockedArc3,Clear Path Fouls,BlockedLongMidRange,Fg3aBlocked,BlockedCorner3,OffensiveGoaltends,Defensive 3 Seconds Violations,FG3APctBlocked,Arc3PctBlocked,HeaveAttempts,3pt And 1 Free Throw Trips,Corner3PctBlocked,team_id,year,season,team_vs
1626145-1626157-1628966-1629006-201229,1610612750,"Tyus Jones, Karl-Anthony Towns, Keita Bates-Diop, Josh Okogie, Anthony Tolliver","Jones, Towns, Bates-Diop, Okogie, Tolliver",1626145-1626157-1628966-1629006-201229,MIN,335.0,4,6.0,3.0,12.0,12.0,24.0,4.0,6.0,2.0,1.0,2.0,5.0,10.0,2.0,12.0,9.0,6.0,4.0,3.0,3.0,2.0,1.0,6.0,2.0,3.0,5.0,5.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,12.0,0.6,0.6,0.5,0.5,0.5454545454545454,1.0,1.0,0.6666666666666666,0.8333333333333334,1.0,1.0,0.5,1.0,103.16417910447761,14.083333333333334,13.833333333333334,14.083333333333334,12.916666666666666,0.6,0.6666666666666666,0.6666666666666666,0.5,0.2,0.2,0.5,0.5,1.0,0.6,0.5258,0.09090909090909091,0.09090909090909091,6.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2019,2018-19,False
1626145-1626157-1628966-1629006-201959,1610612750,"Tyus Jones, Karl-Anthony Towns, Keita Bates-Diop, Josh Okogie, Taj Gibson","Jones, Towns, Bates-Diop, Okogie, Gibson",1626145-1626157-1628966-1629006-201959,MIN,459.0,2,8.0,-8.0,13.0,14.0,27.0,2.0,2.0,7.0,,1.0,3.0,10.0,1.0,13.0,21.0,2.0,4.0,1.0,3.0,1.0,,8.0,,3.0,3.0,5.0,1.0,,1.0,1.0,,3.0,,2.0,2.0,1.0,,11.0,0.3333333333333333,0.5,0.3,0.5,0.5,0.3333333333333333,0.6,,0.6,0.6666666666666666,,,,84.70588235294117,19.46153846153846,14.714285714285714,19.307692307692307,13.428571428571429,0.16666666666666666,1.0,1.0,0.5,0.5833333333333334,0.08333333333333333,,,,0.3333333333333333,0.45316249999999997,,,7.42,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,6.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,4.0,2.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.16666666666666666,0.2,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.3333333333333333,0.5,0.2,0.5,0.14285714285714285,0.2,0.16666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,0.5972,0.15384615384615385,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2019,2018-19,False
1626145-1626157-1628966-1629006-203476,1610612750,"Tyus Jones, Karl-Anthony Towns, Keita Bates-Diop, Josh Okogie, Gorgui Dieng","Jones, Towns, Bates-Diop, Okogie, Dieng",1626145-1626157-1628966-1629006-203476,MIN,201.0,1,3.0,10.0,8.0,7.0,15.0,2.0,2.0,1.0,1.0,2.0,4.0,5.0,1.0,12.0,2.0,6.0,2.0,3.0,4.0,2.0,,9.0,1.0,2.0,3.0,3.0,2.0,1.0,1.0,,,1.0,,1.0,1.0,1.0,1.0,12.0,0.75,0.75,0.8,0.7857142857142857,0.8571428571428571,,1.0,1.0,1.0,1.0,,1.0,,107.46268656716417,10.5,16.714285714285715,10.5,16.714285714285715,0.2857142857142857,1.0,1.0,1.0,0.14285714285714285,0.2857142857142857,0.5,0.5,,0.5714285714285714,0.5067357142857143,0.14285714285714285,0.2,9.08,,,,,1.0,1.0,2.0,1.0,2.0,,,,3.0,,2.0,1.0,,1.0,1.0,,,,,1.0,,,,,,,,,,1.0,0.5,0.5,,,,0.2857142857142857,,,,,,1.0,,,1.0,1.0,0.2857142857142857,0.5,0.5,1.0,,,0.5,,,25.2,3.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,0.75,0.75,1.0,0.5,1.0,0.444,0.25,0.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2019,2018-19,False
1626145-1626157-1628966-1629006-203952,1610612750,"Tyus Jones, Karl-Anthony Towns, Keita Bates-Diop, Josh Okogie, Andrew Wiggins","Jones, Towns, Bates-Diop, Okogie, Wiggins",1626145-1626157-1628966-1629006-203952,MIN,3.0,1,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,480.0,,3.0,,3.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2019,2018-19,False
1626145-1626157-1628966-1629006-203967,1610612750,"Tyus Jones, Karl-Anthony Towns, Keita Bates-Diop, Josh Okogie, Dario Saric","Jones, Towns, Bates-Diop, Okogie, Saric",1626145-1626157-1628966-1629006-203967,MIN,1556.0,8,26.0,14.0,54.0,52.0,106.0,16.0,23.0,6.0,2.0,7.0,19.0,36.0,9.0,71.0,57.0,18.0,20.0,9.0,16.0,9.0,,39.0,10.0,9.0,20.0,32.0,5.0,2.0,3.0,6.0,5.0,10.0,5.0,9.0,12.0,10.0,6.0,59.0,0.47368421052631576,0.5,0.5277777777777778,0.5961538461538461,0.6339285714285714,0.6,0.5294117647058824,0.6666666666666666,0.59375,0.4,1.0,0.7,0.6,98.09768637532133,14.25925925925926,15.115384615384615,13.12962962962963,14.576923076923077,0.4423076923076923,0.6956521739130435,0.7619047619047619,0.5625,0.11538461538461539,0.1346153846153846,0.2857142857142857,0.2857142857142857,,0.75,0.5337586538461538,0.10714285714285714,0.15,6.008333333333334,6.0,9.0,3.0,5.0,1.0,7.0,14.0,8.0,16.0,3.0,8.0,12.0,21.0,2.0,14.0,7.0,3.0,7.0,6.0,8.0,12.0,,2.0,4.0,1.0,,1.0,,1.0,,1.0,1.0,,0.875,0.5,0.5,0.375,0.4090909090909091,0.5,0.3076923076923077,0.08333333333333333,0.16666666666666666,0.47058823529411764,0.44,0.4,0.5454545454545454,,,0.16666666666666666,0.2,0.2692307692307692,0.5,0.5,0.8571428571428571,0.45454545454545453,0.6,0.5,0.5022666666666668,0.16901408450704225,25.3375,13.0,3.0,3.0,9.0,3.0,4.0,22.0,,1.0,,2.0,22.0,13.0,0.75,0.7307692307692307,0.7857142857142857,,0.23076923076923078,1.0,0.5875423076923076,0.30985915492957744,0.24074074074074073,5.0,8.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,3.0,5.0,3.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.5555555555555556,0.08695652173913043,0.5,1.0,0.375,0.42857142857142855,0.6,0.42857142857142855,0.038461538461538464,0.5,0.5,1.0,0.3333333333333333,0.09090909090909091,0.18181818181818182,0.5,1.0,0.6153846153846154,0.625,0.07692307692307693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2019,2018-19,False
1626145-1626157-1628966-1629244-201229,1610612750,"Tyus Jones, Karl-Anthony Towns, Keita Bates-Diop, Cameron Reynolds, Anthony Tolliver","Jones, Towns, Bates-Diop, Reynolds, Tolliver",1626145-1626157-1628966-1629244-201229,MIN,60.0,2,1.0,-1.0,3.0,1.0,4.0,,,1.0,,,,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,1.0,2.0,1.0,1.0,,,,,0.16666666666666666,,,,,,,,,96.0,14.333333333333334,17.0,14.333333333333334,17.0,,,,,0.5,,,,,0.5,0.428325,0.3333333333333333,0.5,5.5,,,,,,,1.0,,1.0,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,0.5,1.0,1.0,,,,,,,,,0.5,,,,,,,,,25.8,1.0,,,1.0,,,,,,,,,1.0,,,,,,,0.3648,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2019,2018-19,False
1626145-1626157-1628966-1629244-201959,1610612750,"Tyus Jones, Karl-Anthony Towns, Keita Bates-Diop, Cameron Reynolds, Taj Gibson","Jones, Towns, Bates-Diop, Reynolds, Gibson",1626145-1626157-1628966-1629244-201959,MIN,326.0,3,5.0,-4.0,10.0,11.0,21.0,4.0,5.0,5.0,,,6.0,10.0,4.0,16.0,20.0,6.0,6.0,3.0,3.0,2.0,,6.0,1.0,,1.0,6.0,,,,1.0,,2.0,1.0,2.0,4.0,5.0,4.0,14.0,0.5,0.6,0.6,0.5,0.6153846153846154,0.5,,1.0,0.5,,,,1.0,92.76073619631902,17.5,13.727272727272727,16.3,13.545454545454545,0.4166666666666667,0.8,0.8,0.5,0.4166666666666667,,,,,0.5833333333333334,0.4787958333333333,0.3076923076923077,0.36363636363636365,3.91,8.0,3.0,1.0,2.0,2.0,,2.0,,2.0,1.0,4.0,2.0,,2.0,2.0,,1.0,,,3.0,5.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,0.25,0.25,0.25,0.16666666666666666,0.1,0.2,0.75,0.8,1.0,,0.25,,0.4,0.5,0.16666666666666666,,,,0.5,0.5,,0.47173333333333334,0.125,27.1,5.0,,1.0,4.0,,1.0,9.0,1.0,1.0,,3.0,9.0,5.0,,0.8,0.9,0.5,0.2,,0.45113000000000003,0.5625,0.5,2.0,2.0,,,,,,,,,,4.0,1.0,,,1.0,1.0,,,,,,1.0,,,1.0,1.0,,,1.0,,,,,,,,,,0.4,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2019,2018-19,False
1626145-1626157-1628966-1629244-203476,1610612750,"Tyus Jones, Karl-Anthony Towns, Keita Bates-Diop, Cameron Reynolds, Gorgui Dieng","Jones, Towns, Bates-Diop, Reynolds, Dieng",1626145-1626157-1628966-1629244-203476,MIN,216.0,2,4.0,-1.0,6.0,7.0,13.0,,1.0,1.0,1.0,1.0,1.0,3.0,4.0,9.0,10.0,2.0,,1.0,2.0,,1.0,5.0,1.0,,1.0,2.0,,,,1.0,,2.0,,,3.0,4.0,,9.0,1.0,1.0,0.3333333333333333,0.625,0.75,0.5,,0.5,0.5,,,1.0,,86.66666666666667,21.0,12.857142857142858,21.0,10.714285714285714,0.25,,,,0.25,0.25,1.0,1.0,1.0,0.5,0.5076625,,,9.9,,1.0,,,,,,1.0,1.0,,,,3.0,,,,1.0,1.0,,1.0,1.0,,,1.0,1.0,,1.0,,,,,,,1.0,1.0,1.0,,,,0.25,0.3333333333333333,,0.5,0.5,1.0,,,,,,,,,,,,,,,22.8,5.0,,,2.0,1.0,1.0,7.0,,2.0,,,7.0,5.0,1.0,0.5,0.7,,,,0.5469833333333333,0.7777777777777778,0.8333333333333334,,1.0,1.0,1.0,,1.0,,,,,,,4.0,,1.0,,,,,,,,,1.0,,,,,,,0.25,1.0,1.0,1.0,,,,,,0.3333333333333333,,0.3333333333333333,,,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2019,2018-19,False
1626145-1626157-1628966-1629244-203967,1610612750,"Tyus Jones, Karl-Anthony Towns, Keita Bates-Diop, Cameron Reynolds, Dario Saric","Jones, Towns, Bates-Diop, Reynolds, Saric",1626145-1626157-1628966-1629244-203967,MIN,24.0,1,,,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,1.0,,1.0,,,,,,,,,,,1.0,,1.0,1.0,,,,120.0,8.0,16.0,8.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2019,2018-19,False
1626145-1626157-1628966-201229-201565,1610612750,"Tyus Jones, Karl-Anthony Towns, Keita Bates-Diop, Anthony Tolliver, Derrick Rose","Jones, Towns, Bates-Diop, Tolliver, Rose",1626145-1626157-1628966-201229-201565,MIN,302.0,2,5.0,-6.0,10.0,9.0,19.0,,2.0,,1.0,3.0,1.0,5.0,7.0,9.0,15.0,2.0,,1.0,1.0,,1.0,2.0,1.0,2.0,3.0,5.0,,,,,,,1.0,1.0,4.0,7.0,2.0,7.0,1.0,1.0,0.2,0.1111111111111111,0.375,,0.6666666666666666,0.5,0.6,0.5,,0.5,,90.59602649006622,18.0,13.555555555555555,16.1,12.0,0.2222222222222222,,,,,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.6666666666666666,0.4571277777777778,0.25,0.2857142857142857,10.3,,2.0,,,,,4.0,,4.0,,1.0,2.0,,,4.0,,1.0,,,1.0,2.0,,,,,,,,,,,,,,,,,,0.5,0.4444444444444444,0.2,,0.25,0.2857142857142857,,1.0,,,,,0.4444444444444444,,,,,,,,0.2222222222222222,27.475,4.0,,2.0,2.0,,2.0,,,,,,,4.0,,,,,0.5,,0.4161,,0.4,,1.0,,,,,,,,,2.0,,,,,1.0,,,,,,,,0.5,,,0.3333333333333333,0.5,,0.3333333333333333,,,,,,,,,,0.25,,,,,,,,,1.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2019,2018-19,False
