EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,ShortMidRangeFGA,LongMidRangeFGA,Arc3FGA,PenaltyArc3FGA,FG2A,FG3A,OpponentPoints,SecondChanceFG2A,PenaltyFG2A,PenaltyFG3A,NonHeaveArc3FGA,OffThreePtRebounds,OffRebounds,Rebounds,Steals,LostBallSteals,Fouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,FG3APct,OffThreePtReboundPct,OffFGReboundPct,OffArc3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,ShortMidRangeFrequency,LongMidRangeFrequency,Arc3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,AtRimFGA,PenaltyAtRimFGA,FtPoints,Points,PenaltyFtPoints,PenaltyPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,FoulsDrawn,FTA,NonShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,TsPct,PenaltyTsPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,AtRimFrequency,PenaltyAtRimFrequency,PenaltyPointsPct,AtRimFGM,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,Arc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,FG2M,FG3M,SecondChanceFG2M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG3M,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGM,Fg2aBlocked,ThreePtAssists,Assists,Arc3Assists,AssistPoints,OffTwoPtRebounds,BadPassSteals,Loose Ball Fouls Drawn,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,FG2APctBlocked,AtRimPctBlocked,OffTwoPtReboundPct,OffAtRimReboundPct,DefAtRimReboundPct,DefCorner3ReboundPct,AtRimAccuracy,UnblockedAtRimAccuracy,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,PenaltyAtRimAccuracy,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PtsAssisted2s,TwoPtAssists,AtRimAssists,Assisted2sPct,NonPutbacksAssisted2sPct,AtRimPctAssisted,LongMidRangeFGM,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,SecondChanceTurnovers,ShootingFouls,Offensive Fouls,Offensive Fouls Drawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,LiveBallTurnoverPct,DefLongMidRangeReboundPct,BlocksRecoveredPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,FTDefRebounds,DefFTReboundPct,PtsUnassisted3s,LongMidRangeAssists,LostBallTurnovers,Travels,ShortMidRangePctBlocked,OffShortMidRangeReboundPct,LongMidRangePctAssisted,SecondChanceShotQualityAvg,Technical Free Throw Trips,SecondChanceAtRimPctAssisted,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Corner3Assists,SelfOReb,PenaltyTurnovers,OffCorner3ReboundPct,SelfORebPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,ShortMidRangeFGM,PtsPutbacks,BadPassOutOfBoundsTurnovers,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,SecondChanceArc3FGM,SecondChanceFG3M,Charge Fouls,Loose Ball Fouls,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,SecondChanceCorner3FGM,SecondChanceCorner3FGA,HeaveAttempts,ShortMidRangeAssists,FTOffRebounds,StepOutOfBoundsTurnovers,Charge Fouls Drawn,ThreePtShootingFoulsDrawn,BlockedShortMidRange,OffFTReboundPct,ShortMidRangePctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,ThreePtShootingFoulsDrawnPct,OffLongMidRangeReboundPct,Defensive 3 Seconds Violations,3pt And 1 Free Throw Trips,BlockedLongMidRange,LostBallOutOfBoundsTurnovers,LongMidRangePctBlocked,Blocked3s,BlockedArc3,Fg3aBlocked,Clear Path Fouls,FG3APctBlocked,Arc3PctBlocked,Corner3PctBlocked,DefensiveGoaltends,team_id,year,season,team_vs
1627746-1627774-1628380-1629014-203552,1610612757,"Skal Labissiere, Jake Layman, Zach Collins, Anfernee Simons, Seth Curry","Labissiere, Layman, Collins, Simons, Curry",1627746-1627774-1628380-1629014-203552,POR,150.0,1,2.0,-5.0,6.0,6.0,6.0,6.0,1.0,12,3.0,1.0,3.0,3.0,4.0,3.0,5.0,1.0,4.0,3.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,6.0,2.0,0.42857142857142855,0.3333333333333333,0.14285714285714285,0.3333333333333333,115.2,15.833333333333334,9.166666666666666,14.333333333333334,9.166666666666666,0.42857142857142855,0.14285714285714285,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.43223571428571433,0.43223571428571433,9.775,26.400000000000002,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2019,2018-19,False
1627746-1627774-1628380-1629014-203918,1610612757,"Skal Labissiere, Jake Layman, Zach Collins, Anfernee Simons, Rodney Hood","Labissiere, Layman, Collins, Simons, Hood",1627746-1627774-1628380-1629014-203918,POR,169.0,1,3.0,-1.0,6.0,6.0,6.0,6.0,,12,,,3.0,3.0,1.0,3.0,3.0,,1.0,3.0,3.0,,,3.0,,,1.0,6.0,1.0,0.75,,,,102.24852071005917,19.0,9.166666666666666,19.0,8.5,,,0.75,0.75,1.0,0.5202625,0.5202625,1.5,25.8,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,1.0,2.0,1.0,2.0,2.0,1.0,0.2,0.2,0.6666666666666666,1.0,0.75,1.0,1.0,0.25,0.25,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2019,2018-19,False
1627746-1627774-1629014-203086-203552,1610612757,"Skal Labissiere, Jake Layman, Anfernee Simons, Meyers Leonard, Seth Curry","Labissiere, Layman, Simons, Leonard, Curry",1627746-1627774-1629014-203086-203552,POR,311.0,1,5.0,-4.0,10.0,11.0,10.0,11.0,3.0,21,,,6.0,6.0,4.0,6.0,14.0,1.0,4.0,6.0,6.0,2.0,3.0,6.0,1.0,,1.0,10.0,1.0,0.6,0.4,0.42857142857142855,0.4,97.2347266881029,13.2,16.272727272727273,11.8,15.090909090909092,,,0.6,0.6,1.0,0.5123249999999999,0.5123249999999999,2.625,25.616666666666664,1.0,4.0,4.0,3.0,10.0,3.0,10.0,2.0,1.0,3.0,4.0,7.0,3.0,6.0,10.0,3.0,0.38461538461538464,0.38461538461538464,0.5,1.0,0.75,,1.0,0.4,0.4,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,4.0,2.0,1.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.5,1.0,0.5,0.35,0.5,0.35,0.6666666666666666,0.25,0.25,0.5,0.5,1.0,1.0,0.5,0.6666666666666666,0.16666666666666666,0.16666666666666666,1.0,0.5,1.0,0.5,0.5,0.16666666666666666,0.16666666666666666,0.1,0.25,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2019,2018-19,False
1627774-1628380-1629014-203086-203918,1610612757,"Jake Layman, Zach Collins, Anfernee Simons, Meyers Leonard, Rodney Hood","Layman, Collins, Simons, Leonard, Hood",1627774-1628380-1629014-203086-203918,POR,19.0,1,,,1.0,1.0,1.0,1.0,,2,,,,,1.0,,,,1.0,,,,,,,,,1.0,,,,,,151.57894736842107,16.0,3.0,16.0,3.0,,,,,1.0,0.5334,0.5334,2.3,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2019,2018-19,False
1627774-1628380-1629014-203090-203552,1610612757,"Jake Layman, Zach Collins, Anfernee Simons, Maurice Harkless, Seth Curry","Layman, Collins, Simons, Harkless, Curry",1627774-1628380-1629014-203090-203552,POR,32.0,1,1.0,,2.0,1.0,2.0,1.0,,3,,,,,1.0,,2.0,,1.0,,,,,,,,,2.0,,,,,,135.0,13.5,5.0,13.5,5.0,,,,,1.0,0.6302,0.6302,1.2,,1.0,1.0,1.0,,2.0,,2.0,,,,,,,2.0,2.0,,1.0,1.0,,,,,,1.0,1.0,1.0,1.0,,,1.0,,,,1.0,,,,,,1.0,,,,,,,1.0,,2.0,,,,,,,,,,1.0,,1.0,1.0,,1.0,,,,,,,,1.0,1.0,,,,,,,1.0,,,,,,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2019,2018-19,False
1627774-1628380-202323-203552-203918,1610612757,"Jake Layman, Zach Collins, Evan Turner, Seth Curry, Rodney Hood","Layman, Collins, Turner, Curry, Hood",1627774-1628380-202323-203552-203918,POR,170.0,1,3.0,-2.0,6.0,5.0,,,1.0,11,,1.0,1.0,,3.0,1.0,4.0,,,,1.0,,1.0,3.0,,,4.0,,,0.25,,0.3333333333333333,,93.17647058823529,15.833333333333334,15.0,15.833333333333334,14.8,,0.25,0.25,,0.75,0.47345,,8.833333333333334,25.5,,2.0,,,2.0,,,,2.0,2.0,3.0,,,2.0,,,0.25,,0.6666666666666666,,0.6666666666666666,,,0.5,,,,,,,,,,1.0,,,,,,,,2.0,,,2.0,,,,,1.0,,,,,,,,,0.3333333333333333,,,0.25,,,,0.6666666666666666,1.0,0.5,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,2.0,3.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,0.3333333333333333,1.0,0.5,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2019,2018-19,False
1627774-1628380-202329-203081-203468,1610612757,"Jake Layman, Zach Collins, Al-Farouq Aminu, Damian Lillard, CJ McCollum","Layman, Collins, Aminu, Lillard, McCollum",1627774-1628380-202329-203081-203468,POR,88.0,1,1.0,-1.0,3.0,4.0,,,,7,,,1.0,,1.0,1.0,5.0,,,,1.0,,,2.0,,,2.0,,,0.5,,,,114.54545454545455,11.666666666666666,13.25,11.666666666666666,13.25,,,0.5,,1.0,0.6046,,1.8,23.8,,1.0,,2.0,4.0,,,,1.0,2.0,1.0,2.0,,4.0,,,0.6666666666666666,,1.0,,1.0,1.0,,0.5,,,1.0,,,,,,,1.0,,,,,,,,2.0,,,,,,,,,,,,1.0,,,,,1.0,,,0.5,,,,,,,,,,1.0,1.0,,,,,,,,,,0.3333333333333333,0.5,,,,,,,,,,,,,,2.0,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2019,2018-19,False
1627774-1629014-202683-203090-203552,1610612757,"Jake Layman, Anfernee Simons, Enes Kanter, Maurice Harkless, Seth Curry","Layman, Simons, Kanter, Harkless, Curry",1627774-1629014-202683-203090-203552,POR,6.0,1,,,,1.0,,1.0,,1,,,,,,,,,,,,,,1.0,,,,,,,,,,240.0,,6.0,,6.0,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2019,2018-19,False
1627774-202329-202683-203081-203468,1610612757,"Jake Layman, Al-Farouq Aminu, Enes Kanter, Damian Lillard, CJ McCollum","Layman, Aminu, Kanter, Lillard, McCollum",1627774-202329-202683-203081-203468,POR,267.0,1,4.0,-4.0,9.0,8.0,,4.0,1.0,17,2.0,2.0,2.0,,5.0,2.0,11.0,1.0,,,2.0,,1.0,4.0,,,4.0,,1.0,0.2857142857142857,,0.25,,91.68539325842696,16.555555555555557,14.75,16.11111111111111,14.75,0.2857142857142857,0.2857142857142857,0.2857142857142857,,0.42857142857142855,0.49333571428571427,,9.18,25.55,,1.0,,,7.0,,,,3.0,3.0,,,,5.0,,,0.5,,0.6,,0.6,1.0,,0.14285714285714285,,,1.0,,,,1.0,,,2.0,1.0,1.0,,,2.0,,,2.0,,1.0,1.0,,1.0,,2.0,1.0,,,,,,0.5,,0.5,0.4,1.0,,0.5,1.0,,1.0,0.2,,0.3333333333333333,,0.5,,1.0,1.0,0.5,0.5,,,,,,,0.5,,,0.2857142857142857,2.0,1.0,,0.5,0.5,,1.0,2.0,1.0,1.0,3.0,,1.0,,,,,,,0.6666666666666666,,,0.5,0.5,,,3.0,1.0,1.0,1.0,0.5,0.5,1.0,0.466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2019,2018-19,False
1628380-1629014-203086-203090-203918,1610612757,"Zach Collins, Anfernee Simons, Meyers Leonard, Maurice Harkless, Rodney Hood","Collins, Simons, Leonard, Harkless, Hood",1628380-1629014-203086-203090-203918,POR,31.0,1,1.0,,1.0,1.0,1.0,1.0,,2,,,,,,,2.0,,,,,,,,,,1.0,1.0,,,,,,92.9032258064516,9.0,22.0,9.0,22.0,,,,,,,,,,1.0,,,2.0,2.0,2.0,2.0,,,,1.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2019,2018-19,False
