EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,FG2M,FG2A,FG3M,FG3A,Points,OpponentPoints,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,DefThreePtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,LiveBallTurnovers,BadPassTurnovers,Turnovers,ShootingFouls,Fouls,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,FG3APct,LiveBallTurnoverPct,DefFTReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffArc3ReboundPct,DefArc3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChancePointsPct,Avg2ptShotDistance,Avg3ptShotDistance,SecondChanceAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,Corner3FGA,SecondChanceCorner3FGA,SecondChanceFG2M,SecondChanceFG2A,OffTwoPtRebounds,DefTwoPtRebounds,SecondChanceFg2Pct,DefTwoPtReboundPct,OffTwoPtReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Corner3Frequency,SecondChanceAtRimFrequency,SecondChanceCorner3Frequency,SecondChanceShotQualityAvg,PenaltyOffPoss,SecondChanceAtRimFGM,PenaltyAtRimFGM,PenaltyAtRimFGA,Corner3FGM,SecondChanceCorner3FGM,PenaltyCorner3FGM,PenaltyCorner3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FtPoints,SecondChanceFtPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsUnassisted3s,Fg2aBlocked,Fg3aBlocked,Corner3Assists,SelfOReb,Steals,BadPassSteals,LostBallSteals,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,PenaltyTurnovers,Charge Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,OffShortMidRangeReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,SelfORebPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,PenaltyOffPossPct,PtsPutbacks,Travels,ThreePtShootingFoulsDrawn,RecoveredBlocks,BlocksRecoveredPct,ThreePtShootingFoulsDrawnPct,HeaveAttempts,ShortMidRangeAssists,SecondChanceTurnovers,ShortMidRangePctAssisted,LostBallTurnovers,BadPassOutOfBoundsTurnovers,Loose Ball Fouls,3pt And 1 Free Throw Trips,Offensive Fouls,Charge Fouls Drawn,BlockedLongMidRange,DefensiveGoaltends,Blocked3s,BlockedArc3,FTOffRebounds,OffFTReboundPct,Corner3PctBlocked,Defensive 3 Seconds Violations,3SecondViolations,OffensiveGoaltends,StepOutOfBoundsTurnovers,BlockedCorner3,Clear Path Fouls,team_id,year,season,team_vs
1626170-1626185-1628411-1628505-1628518,1610612753,"Jerian Grant, Jarell Martin, Wes Iwundu, Troy Caupain, Amile Jefferson","Grant, Martin, Iwundu, Caupain, Jefferson",1626170-1626185-1628411-1628505-1628518,ORL,208.0,1,3.0,-3.0,8.0,8.0,8.0,1.0,16.0,1.0,2.0,2.0,3.0,1.0,2.0,1.0,1.0,3.0,5.0,1.0,2.0,9.0,12.0,1.0,1.0,3.0,4.0,2.0,3.0,2.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,6.0,0.6666666666666666,0.6666666666666666,1.0,0.5,1.0,0.5,0.6,0.6428571428571429,1.5,0.6428571428571429,1.5,0.2857142857142857,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,110.76923076923076,15.125,10.875,14.875,10.875,0.2857142857142857,0.5,0.5,1.0,0.42857142857142855,0.6666666666666666,0.6666666666666666,0.5,0.2857142857142857,0.5,0.5,1.0,1.0,1.0,1.0,0.5714285714285714,0.5,0.48587142857142857,0.3333333333333333,12.28,25.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2019,2018-19,False
1626170-1626185-1628411-1628515-1628964,1610612753,"Jerian Grant, Jarell Martin, Wes Iwundu, Isaiah Briscoe, Mo Bamba","Grant, Martin, Iwundu, Briscoe, Bamba",1626170-1626185-1628411-1628515-1628964,ORL,100.0,2,2.0,,3.0,2.0,,1.0,5.0,,2.0,,1.0,,1.0,,,1.0,4.0,,2.0,2.0,2.0,,1.0,2.0,,2.0,,1.0,,,,,,,,,2.0,,,1.0,4.0,5.0,,,,,,,,,,,,,0.25,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.3333333333333333,,,,1.0,1.0,0.8,1.0,,72.0,23.0,15.5,16.666666666666668,15.5,0.3333333333333333,,,,0.16666666666666666,,,,0.16666666666666666,,,,,,,0.6666666666666666,,0.4817666666666667,1.0,8.05,24.65,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,0.5,1.0,0.6666666666666666,0.5,1.0,1.0,1.0,0.16666666666666666,1.0,1.0,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2019,2018-19,False
1626170-1626185-1628411-1628515-203920,1610612753,"Jerian Grant, Jarell Martin, Wes Iwundu, Isaiah Briscoe, Khem Birch","Grant, Martin, Iwundu, Briscoe, Birch",1626170-1626185-1628411-1628515-203920,ORL,2743.0,11,46.0,3.0,99.0,100.0,58.0,8.0,199.0,16.0,23.0,8.0,25.0,5.0,18.0,,,27.0,61.0,7.0,24.0,94.0,91.0,1.0,1.0,14.0,24.0,30.0,18.0,18.0,5.0,12.0,6.0,18.0,4.0,5.0,7.0,42.0,1.0,22.0,1.0,38.0,9.0,47.0,7.0,7.0,10.0,7.0,14.0,80.0,0.4444444444444444,0.4444444444444444,0.8571428571428571,0.2916666666666667,1.0,0.2916666666666667,0.4426229508196721,0.4411764705882353,0.6875,0.4793814432989691,0.7,0.2823529411764706,0.7,0.5,0.8461538461538461,0.058823529411764705,0.6727272727272727,0.17647058823529413,,0.9,104.46955887714181,12.515151515151516,15.04,12.202020202020202,13.97,0.27058823529411763,0.6956521739130435,0.7619047619047619,0.3125,0.29411764705882354,0.32,0.36363636363636365,0.875,0.21176470588235294,0.2777777777777778,0.29411764705882354,0.8,,,,0.5529411764705883,0.2777777777777778,0.5052847058823529,0.14893617021276595,10.239344262295083,25.1875,5.0,3.0,13.0,6.0,1.0,4.0,7.0,8.0,15.0,0.5714285714285714,0.5172413793103449,0.23529411764705882,0.5714285714285714,0.17647058823529413,0.25,0.4,0.15294117647058825,0.23076923076923078,0.25,0.07058823529411765,0.625,0.125,0.5819714285714286,60.0,3.0,11.0,15.0,2.0,1.0,2.0,5.0,4.0,10.0,19.0,3.0,19.0,38.0,6.0,15.0,12.0,68.0,3.0,6.0,1.0,2.0,1.0,8.0,5.0,3.0,3.0,2.0,5.0,1.0,19.0,1.0,1.0,27.0,2.0,1.0,9.0,5.0,6.0,2.0,4.0,6.0,68.0,60.0,3.0,5.0,0.4,0.5,0.5283018867924528,0.5573770491803278,0.041666666666666664,0.09836065573770492,0.08695652173913043,0.07692307692307693,0.12,0.05555555555555555,0.1,0.38461538461538464,1.0,0.6666666666666666,0.022727272727272728,0.3333333333333333,0.3333333333333333,1.0,0.6,0.3333333333333333,1.0,1.0,0.2830188679245283,0.7333333333333333,0.09433962264150944,0.4,0.18867924528301888,0.4,0.5154047169811321,0.09782608695652174,0.1323529411764706,0.723404255319149,0.6060606060606061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2019,2018-19,False
1626170-1626185-1628411-1628518-1628982,1610612753,"Jerian Grant, Jarell Martin, Wes Iwundu, Amile Jefferson, Melvin Frazier Jr.","Grant, Martin, Iwundu, Jefferson, Frazier Jr.",1626170-1626185-1628411-1628518-1628982,ORL,474.0,2,8.0,-9.0,20.0,19.0,11.0,4.0,39.0,3.0,4.0,3.0,5.0,1.0,7.0,,,6.0,13.0,1.0,8.0,15.0,24.0,,1.0,4.0,4.0,8.0,,7.0,1.0,2.0,,2.0,,2.0,,4.0,2.0,3.0,,6.0,4.0,10.0,,,1.0,3.0,4.0,11.0,0.3333333333333333,0.4,,0.125,,0.125,0.46153846153846156,0.35714285714285715,0.5,0.35714285714285715,0.5,0.38095238095238093,,,0.75,0.2857142857142857,0.8571428571428571,0.2857142857142857,0.3333333333333333,0.75,118.48101265822784,14.35,9.842105263157896,13.2,9.736842105263158,0.19047619047619047,0.75,0.75,0.6666666666666666,0.23809523809523808,0.6,0.6,,0.3333333333333333,0.14285714285714285,0.14285714285714285,,,,,0.5714285714285714,0.14285714285714285,0.4732166666666667,0.26666666666666666,9.569230769230769,25.8125,1.0,,4.0,1.0,1.0,2.0,3.0,2.0,3.0,0.6666666666666666,1.0,0.2857142857142857,,,,1.0,0.19047619047619047,,,0.047619047619047616,0.25,0.25,0.48045,20.0,1.0,3.0,4.0,,,,1.0,1.0,7.0,,,6.0,13.0,1.0,8.0,,15.0,3.0,,,,,2.0,2.0,,1.0,,1.0,,,,,,,,,,,,,,15.0,20.0,,,0.125,0.46153846153846156,0.35714285714285715,0.35714285714285715,,,,,,,0.5,,1.0,,,,,,1.0,,,,0.19047619047619047,0.75,0.047619047619047616,,0.3333333333333333,0.14285714285714285,0.4732166666666667,,,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2019,2018-19,False
1626170-1626185-1628411-1628518-203082,1610612753,"Jerian Grant, Jarell Martin, Wes Iwundu, Amile Jefferson, Terrence Ross","Grant, Martin, Iwundu, Jefferson, Ross",1626170-1626185-1628411-1628518-203082,ORL,135.0,1,2.0,,5.0,5.0,5.0,,10.0,1.0,1.0,,1.0,,1.0,,,1.0,2.0,,2.0,5.0,5.0,,,,2.0,,,1.0,,1.0,,1.0,,1.0,,2.0,,1.0,,2.0,,2.0,,,,,,5.0,1.0,1.0,,,,,0.5,0.25,,0.5,,0.5,,,1.0,,0.6666666666666666,,,1.0,106.66666666666667,9.0,18.0,9.0,17.8,0.25,1.0,1.0,1.0,0.25,,,,0.25,,,,,,,0.75,,0.4745375,,11.45,25.6,,,,1.0,,,,,1.0,,0.5,,,,,,,,,0.25,,,,5.0,,1.0,1.0,,,,1.0,,1.0,3.0,,1.0,2.0,,2.0,3.0,5.0,,,,,,,,,,,,,1.0,,,3.0,,,,,1.0,,1.0,1.0,5.0,5.0,,,,0.5,0.25,0.5,,,,,,,,0.5,,,,,,,,,,,0.25,1.0,0.25,,0.25,,0.4745375,0.2,,1.0,1.0,,,1.0,1.0,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2019,2018-19,False
1626170-1626185-1628411-1628518-203487,1610612753,"Jerian Grant, Jarell Martin, Wes Iwundu, Amile Jefferson, Michael Carter-Williams","Grant, Martin, Iwundu, Jefferson, Carter-Williams",1626170-1626185-1628411-1628518-203487,ORL,345.0,1,6.0,8.0,14.0,14.0,14.0,2.0,28.0,3.0,4.0,1.0,1.0,1.0,3.0,,,5.0,6.0,2.0,5.0,21.0,13.0,,,4.0,,10.0,6.0,3.0,1.0,,2.0,2.0,1.0,,,6.0,1.0,2.0,1.0,5.0,2.0,7.0,,,,,2.0,17.0,,,1.0,0.4,,0.4,0.8333333333333334,0.7272727272727273,1.0,0.7,1.0,0.45454545454545453,,1.0,1.0,0.3333333333333333,0.8,0.5,0.5,1.0,116.8695652173913,9.214285714285714,15.428571428571429,9.071428571428571,15.357142857142858,0.36363636363636365,0.75,0.75,,0.09090909090909091,1.0,1.0,,0.2727272727272727,0.3333333333333333,0.3333333333333333,1.0,,,,0.8181818181818182,0.3333333333333333,0.5182363636363636,0.19047619047619047,6.066666666666666,25.619999999999997,2.0,1.0,1.0,2.0,,2.0,2.0,1.0,2.0,1.0,0.6666666666666666,1.0,1.0,,,0.5,0.09090909090909091,1.0,1.0,0.18181818181818182,1.0,,0.5622,4.0,2.0,1.0,2.0,1.0,,,,,1.0,5.0,,1.0,2.0,,1.0,1.0,3.0,,,,1.0,,2.0,1.0,1.0,,,,,5.0,,1.0,8.0,,,4.0,,1.0,1.0,,1.0,3.0,4.0,2.0,,,0.5,0.3333333333333333,0.375,,,,,,,,1.0,,1.0,,0.5,0.5,1.0,1.0,,,,0.6666666666666666,0.5,,,0.3333333333333333,,0.47248333333333337,0.26666666666666666,0.4,0.14285714285714285,0.2857142857142857,4.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2019,2018-19,False
1626170-1626185-1628411-1628964-203082,1610612753,"Jerian Grant, Jarell Martin, Wes Iwundu, Mo Bamba, Terrence Ross","Grant, Martin, Iwundu, Bamba, Ross",1626170-1626185-1628411-1628964-203082,ORL,439.0,3,7.0,-11.0,15.0,14.0,10.0,1.0,29.0,2.0,2.0,2.0,7.0,2.0,3.0,,,4.0,12.0,2.0,3.0,18.0,29.0,,,2.0,2.0,6.0,6.0,2.0,2.0,1.0,2.0,3.0,2.0,,1.0,8.0,,,,2.0,1.0,3.0,,,1.0,,1.0,16.0,0.25,0.3333333333333333,1.0,0.6666666666666666,,1.0,0.3333333333333333,0.4666666666666667,1.0,0.5625,1.0,0.2,,,,,0.5,0.125,,,95.125284738041,16.466666666666665,13.714285714285714,16.4,12.071428571428571,0.13333333333333333,1.0,1.0,,0.4666666666666667,0.2857142857142857,0.2857142857142857,0.5,0.2,0.6666666666666666,0.6666666666666666,1.0,,,,0.3333333333333333,1.0,0.4201107142857143,0.1111111111111111,13.15,34.733333333333334,1.0,,3.0,,,1.0,1.0,1.0,2.0,1.0,0.6666666666666666,0.125,,,,1.0,0.2,,,,1.0,,0.5261,5.0,1.0,,,,,,,2.0,3.0,4.0,,1.0,3.0,2.0,3.0,,8.0,,,,,,,,,1.0,1.0,,,2.0,,,4.0,1.0,,1.0,,,,,,8.0,5.0,1.0,,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,,,,,,,0.3333333333333333,,,,,,,,1.0,,,,,,,,0.5,0.6666666666666666,0.38866999999999996,0.125,0.08333333333333333,0.4444444444444444,0.3333333333333333,2.0,,1.0,,,0.25,1.0,,,,,,,,,,,,,,,,,,,,,,,1610612753,2019,2018-19,False
1626170-1626185-1628411-202696-203082,1610612753,"Jerian Grant, Jarell Martin, Wes Iwundu, Nikola Vucevic, Terrence Ross","Grant, Martin, Iwundu, Vucevic, Ross",1626170-1626185-1628411-202696-203082,ORL,145.0,1,2.0,-3.0,6.0,6.0,3.0,,12.0,,1.0,1.0,1.0,,1.0,,,1.0,4.0,,2.0,2.0,5.0,,,,2.0,,,1.0,,1.0,,1.0,,,1.0,2.0,,1.0,,3.0,,3.0,,,,,2.0,2.0,1.0,1.0,,,,,0.25,0.16666666666666666,,0.16666666666666666,,0.3333333333333333,,,1.0,,1.0,,,1.0,119.17241379310346,11.166666666666666,13.0,11.166666666666666,13.0,0.16666666666666666,,,,0.16666666666666666,1.0,1.0,1.0,0.16666666666666666,,,,,,,0.5,,0.5269666666666667,,9.575,24.5,,,2.0,1.0,,,,,2.0,,1.0,,,,,1.0,0.3333333333333333,,,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2019,2018-19,False
1626170-1626185-1628411-202696-203095,1610612753,"Jerian Grant, Jarell Martin, Wes Iwundu, Nikola Vucevic, Evan Fournier","Grant, Martin, Iwundu, Vucevic, Fournier",1626170-1626185-1628411-202696-203095,ORL,92.0,2,2.0,1.0,2.0,2.0,,1.0,4.0,,,,,,1.0,,,1.0,1.0,,1.0,2.0,1.0,,,,2.0,,,1.0,,1.0,,1.0,,,,2.0,1.0,1.0,,1.0,1.0,2.0,,,1.0,1.0,2.0,2.0,1.0,1.0,,,,,1.0,0.5,,0.5,,0.5,,,1.0,1.0,1.0,1.0,1.0,1.0,62.60869565217391,24.0,22.0,17.5,18.5,,,,,,,,,0.5,,,,,,,0.5,,0.473975,,12.7,25.4,,1.0,1.0,,,,,,,,,,,,,,0.5,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,1610612753,2019,2018-19,False
1626170-1626185-1628411-202696-203613,1610612753,"Jerian Grant, Jarell Martin, Wes Iwundu, Nikola Vucevic, Jonathon Simmons","Grant, Martin, Iwundu, Vucevic, Simmons",1626170-1626185-1628411-202696-203613,ORL,106.0,1,2.0,-5.0,4.0,4.0,,,8.0,,,,,1.0,1.0,,,,1.0,1.0,1.0,3.0,8.0,,,,,,3.0,1.0,1.0,,1.0,1.0,1.0,,,3.0,,,,1.0,,1.0,2.0,,2.0,,,3.0,,,1.0,1.0,,1.0,,0.75,,0.75,,0.5,1.0,,,,1.0,,,,108.67924528301887,18.75,7.75,18.75,7.75,,,,,,,,,0.5,1.0,1.0,1.0,,,,0.5,1.0,0.465375,,13.9,25.2,,,1.0,,,,,,1.0,,1.0,,,,,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,1610612753,2019,2018-19,False
