EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,TotalPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGA,Arc3FGM,Arc3FGA,FG2M,FG2A,FG3M,FG3A,Points,OpponentPoints,PtsAssisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,TsPct,FG3APct,FG2APctBlocked,ShortMidRangePctBlocked,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,Avg2ptShotDistance,Avg3ptShotDistance,ShootingFouls,Fouls,Corner3FGA,FtPoints,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,Turnovers,Loose Ball Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,LiveBallTurnoverPct,Corner3Frequency,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyOffPoss,SecondChanceOffPoss,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,SecondChanceArc3FGA,PenaltyArc3FGA,SecondChanceFG2A,SecondChanceFG3A,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsUnassisted2s,OffThreePtRebounds,OffRebounds,LostBallSteals,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Offensive Fouls Drawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,OffThreePtReboundPct,OffFGReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefCorner3ReboundPct,SecondChanceAtRimFrequency,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyShotQualityAvg,PenaltyPointsPct,PenaltyOffPossPct,SecondChanceAtRimFGM,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,SecondChanceFG2M,SecondChancePoints,PtsPutbacks,Corner3Assists,OffTwoPtRebounds,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,AtRimPctBlocked,OffTwoPtReboundPct,OffAtRimReboundPct,DefLongMidRangeReboundPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimAccuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,OffLongMidRangeReboundPct,PenaltyDefPoss,ShortMidRangeFGM,SecondChanceArc3FGM,SecondChanceFG3M,FTDefRebounds,PenaltyTurnovers,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,NonShootingPenaltyNonTakeFouls,SecondChanceFg3Pct,DefFTReboundPct,OffShortMidRangeReboundPct,BlocksRecoveredPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,LostBallTurnovers,SecondChanceCorner3FGM,SecondChanceCorner3FGA,ShortMidRangeAssists,SecondChanceTurnovers,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,OffCorner3ReboundPct,ShortMidRangePctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Travels,BlockedShortMidRange,PenaltyCorner3FGA,PenaltyArc3FGM,SecondChanceFtPoints,PenaltyFG3M,PtsUnassisted3s,LongMidRangeAssists,FTOffRebounds,SelfOReb,Offensive Fouls,BlockedLongMidRange,PenaltyFg3Pct,OffFTReboundPct,SelfORebPct,LongMidRangePctAssisted,PenaltyCorner3Frequency,PenaltyArc3Accuracy,Blocked3s,BlockedCorner3,SecondChanceAtRimPctAssisted,DefensiveGoaltends,Loose Ball Fouls Drawn,Fg3aBlocked,OffensiveGoaltends,FG3APctBlocked,Arc3PctBlocked,BadPassOutOfBoundsTurnovers,Charge Fouls,2pt And 1 Free Throw Trips,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,LongMidRangePctBlocked,ThreePtShootingFoulsDrawnPct,PenaltyCorner3FGM,BlockedArc3,Corner3PctBlocked,PenaltyCorner3Accuracy,Charge Fouls Drawn,Defensive 3 Seconds Violations,3pt And 1 Free Throw Trips,StepOutOfBoundsTurnovers,HeaveAttempts,3SecondViolations,Clear Path Fouls,team_id,year,season,team_vs
101107-1626163-1628370-1628407-1628984,1610612766,"Marvin Williams, Frank Kaminsky, Malik Monk, Dwayne Bacon, Devonte' Graham","Williams, Kaminsky, Monk, Bacon, Graham",101107-1626163-1628370-1628407-1628984,CHA,139.0,1,2.0,2.0,4.0,4.0,8.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,8.0,6.0,2.0,6.0,2.0,2.0,1.0,1.0,2.0,3.0,2.0,1.0,8.0,1.0,1.0,2.0,2.0,8.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,82.87769784172662,16.0,18.75,16.0,18.75,0.25,1.0,1.0,1.0,0.25,0.5,1.0,1.0,1.0,0.75,1.0,0.5081,4.25,25.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2019,2018-19,True
101107-1626163-1628370-1628407-202689,1610612766,"Marvin Williams, Frank Kaminsky, Malik Monk, Dwayne Bacon, Kemba Walker","Williams, Kaminsky, Monk, Bacon, Walker",101107-1626163-1628370-1628407-202689,CHA,6.0,1,,-2.0,,1.0,1.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240.0,,6.0,,6.0,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2019,2018-19,True
101107-1626163-1628370-1628970-1628984,1610612766,"Marvin Williams, Frank Kaminsky, Malik Monk, Miles Bridges, Devonte' Graham","Williams, Kaminsky, Monk, Bridges, Graham",101107-1626163-1628370-1628970-1628984,CHA,203.0,1,3.0,-11.0,7.0,7.0,14.0,,,,,2.0,,,,3.0,2.0,13.0,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,0.25,1.0,,,,,,,,99.3103448275862,17.857142857142858,11.142857142857142,17.857142857142858,8.714285714285714,,,,,,0.6666666666666666,,,,1.0,,0.5292,,25.3,1.0,2.0,1.0,2.0,1.0,1.0,3.0,3.0,3.0,1.0,2.0,2.0,1.0,1.0,0.3333333333333333,0.25,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2019,2018-19,True
101107-1626163-1628370-1628970-2225,1610612766,"Marvin Williams, Frank Kaminsky, Malik Monk, Miles Bridges, Tony Parker","Williams, Kaminsky, Monk, Bridges, Parker",101107-1626163-1628370-1628970-2225,CHA,318.0,3,5.0,10.0,11.0,11.0,22.0,3.0,5.0,,2.0,5.0,3.0,5.0,2.0,5.0,14.0,4.0,2.0,6.0,5.0,2.0,,1.0,2.0,3.0,2.0,1.0,8.0,5.0,1.0,6.0,8.0,14.0,0.3333333333333333,0.3333333333333333,1.0,0.4,0.4,0.6,0.6,0.5833333333333334,0.5,,,1.0,1.0,1.0,,1.0,99.62264150943396,12.909090909090908,16.0,11.0,16.0,0.5,0.6,0.6,0.3333333333333333,,0.5,0.4,0.4,1.0,1.0,0.4,0.61635,1.28,25.34,1.0,1.0,,2.0,3.0,2.0,,,1.0,,4.0,4.0,2.0,,,0.16666666666666666,0.2857142857142857,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,0.5,0.5,0.6666666666666666,0.4,0.6666666666666666,1.0,1.0,0.5,0.5,0.5,1.0,0.5,0.60095,0.21428571428571427,0.2727272727272727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2019,2018-19,True
101107-1626163-1628370-1628984-203087,1610612766,"Marvin Williams, Frank Kaminsky, Malik Monk, Devonte' Graham, Jeremy Lamb","Williams, Kaminsky, Monk, Graham, Lamb",101107-1626163-1628370-1628984-203087,CHA,370.0,2,6.0,5.0,12.0,12.0,24.0,4.0,9.0,,1.0,1.0,5.0,11.0,2.0,2.0,17.0,12.0,4.0,6.0,1.0,1.0,1.0,2.0,2.0,4.0,1.0,2.0,10.0,3.0,3.0,6.0,9.0,15.0,0.4,0.5,1.0,1.0,1.0,0.45454545454545453,0.6153846153846154,0.6071428571428571,0.15384615384615385,0.09090909090909091,,1.0,1.0,1.0,1.0,1.0,93.4054054054054,15.833333333333334,15.0,15.083333333333334,15.0,0.6923076923076923,0.4444444444444444,0.5,0.5,,0.07692307692307693,1.0,1.0,1.0,0.8461538461538461,1.0,0.5329230769230769,4.781818181818182,24.85,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,3.0,2.0,1.0,1.0,0.07692307692307693,0.07142857142857142,0.08333333333333333,,2.0,3.0,,,,,3.0,,,,,,,6.0,,3.0,,,,,,,,,,,0.5,,,,1.0,,,,,,,,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,3.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.1111111111111111,0.5,0.6,1.0,0.15384615384615385,0.5,0.5,1.0,1.0,1.0,0.3333333333333333,0.5525,0.11764705882352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2019,2018-19,True
101107-1626163-1628370-201587-202689,1610612766,"Marvin Williams, Frank Kaminsky, Malik Monk, Nicolas Batum, Kemba Walker","Williams, Kaminsky, Monk, Batum, Walker",101107-1626163-1628370-201587-202689,CHA,100.0,1,2.0,-4.0,2.0,3.0,5.0,1.0,1.0,,,1.0,1.0,3.0,,1.0,2.0,6.0,2.0,,1.0,,,1.0,,1.0,,1.0,2.0,,,,2.0,2.0,1.0,1.0,,,,0.3333333333333333,0.25,0.25,0.25,,,,,,,,72.0,29.5,13.666666666666666,22.0,13.666666666666666,0.25,1.0,1.0,1.0,,0.25,,,,0.5,,0.46345,14.166666666666666,26.5,1.0,1.0,,,,,,,,,1.0,,,,,,,,1.0,,,,,,2.0,,,,,,,,1.0,2.0,,,,,,,,,,1.0,0.6666666666666666,1.0,,,,,,,,,,,,,2.0,,,,,,1.0,,,,,0.5,,,0.5,,,,,,,0.4442,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2019,2018-19,True
101107-1626163-1628370-201587-2225,1610612766,"Marvin Williams, Frank Kaminsky, Malik Monk, Nicolas Batum, Tony Parker","Williams, Kaminsky, Monk, Batum, Parker",101107-1626163-1628370-201587-2225,CHA,628.0,2,10.0,-10.0,21.0,23.0,44.0,3.0,5.0,4.0,2.0,6.0,6.0,14.0,3.0,7.0,23.0,33.0,6.0,9.0,6.0,2.0,,3.0,3.0,6.0,2.0,3.0,15.0,4.0,4.0,10.0,12.0,20.0,0.5,0.5,1.0,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.5,0.5,0.3333333333333333,,,0.5,0.8,0.6153846153846154,,0.75,100.89171974522293,14.19047619047619,14.347826086956522,14.047619047619047,13.347826086956522,0.23809523809523808,0.6,0.6,1.0,0.19047619047619047,0.2857142857142857,0.3333333333333333,0.3333333333333333,1.0,0.5714285714285714,0.3333333333333333,0.5187309523809523,9.62142857142857,25.5,4.0,5.0,1.0,2.0,1.0,,2.0,2.0,2.0,,2.0,4.0,2.0,1.0,0.047619047619047616,0.08695652173913043,0.125,4.0,2.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,2.0,6.0,,2.0,1.0,,,,2.0,4.0,1.0,0.5,0.5,,0.16666666666666666,,0.5,1.0,0.5,0.5,,,0.5,0.479225,0.08695652173913043,0.19047619047619047,,2.0,5.0,1.0,,3.0,,1.0,2.0,,0.75,0.75,,0.25,,,0.23809523809523808,0.4,0.4,1.0,1.0,1.0,,0.585875,0.13043478260869565,0.3333333333333333,5.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.5,0.25,0.25,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2019,2018-19,True
101107-1626163-1628370-202689-203087,1610612766,"Marvin Williams, Frank Kaminsky, Malik Monk, Kemba Walker, Jeremy Lamb","Williams, Kaminsky, Monk, Walker, Lamb",101107-1626163-1628370-202689-203087,CHA,112.0,2,2.0,-3.0,6.0,5.0,11.0,,1.0,1.0,,,,2.0,,1.0,2.0,5.0,,,,,,,,,,,,,1.0,1.0,1.0,2.0,,,,,,,,0.25,0.3333333333333333,,,1.0,,1.0,,,141.42857142857142,9.833333333333334,10.6,9.833333333333334,10.6,0.3333333333333333,,,,0.3333333333333333,,,,,0.6666666666666666,,0.5668166666666666,6.1,23.7,,,1.0,2.0,2.0,,2.0,1.0,2.0,,1.0,2.0,1.0,1.0,0.3333333333333333,0.25,0.3333333333333333,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2019,2018-19,True
101107-1626163-1628370-203077-2225,1610612766,"Marvin Williams, Frank Kaminsky, Malik Monk, Michael Kidd-Gilchrist, Tony Parker","Williams, Kaminsky, Monk, Kidd-Gilchrist, Parker",101107-1626163-1628370-203077-2225,CHA,3.0,1,,,1.0,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,480.0,3.0,,3.0,,,,,,,,,,,,,0.2927,23.1,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,0.2927,,1.0,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2019,2018-19,True
101107-1626163-1628407-1628970-202689,1610612766,"Marvin Williams, Frank Kaminsky, Dwayne Bacon, Miles Bridges, Kemba Walker","Williams, Kaminsky, Bacon, Bridges, Walker",101107-1626163-1628407-1628970-202689,CHA,783.0,3,13.0,-10.0,25.0,26.0,51.0,2.0,8.0,4.0,2.0,5.0,5.0,16.0,4.0,10.0,24.0,34.0,4.0,12.0,5.0,2.0,3.0,2.0,4.0,6.0,2.0,1.0,16.0,6.0,4.0,10.0,16.0,19.0,0.4,0.5,1.0,0.4,0.4,0.3125,0.4230769230769231,0.4444444444444444,0.38461538461538464,0.1875,0.5,0.8,0.8571428571428571,0.8333333333333334,1.0,0.8571428571428571,93.79310344827586,17.24,13.538461538461538,16.44,13.192307692307692,0.3076923076923077,0.25,0.2857142857142857,0.5,0.15384615384615385,0.19230769230769232,0.4,0.4,1.0,0.6923076923076923,0.4,0.48155192307692307,7.8625,24.669999999999998,2.0,6.0,5.0,2.0,1.0,1.0,4.0,4.0,4.0,1.0,2.0,2.0,,1.0,0.19230769230769232,,,7.0,5.0,2.0,1.0,4.0,1.0,,3.0,2.0,2.0,7.0,,2.0,6.0,6.0,2.0,6.0,,,,,6.0,7.0,0.2857142857142857,0.2857142857142857,0.375,0.3333333333333333,0.375,0.3333333333333333,0.75,,0.4,0.2,0.5714285714285714,0.25,,0.4319571428571428,0.25,0.28,1.0,2.0,4.0,2.0,1.0,5.0,2.0,2.0,4.0,0.3333333333333333,0.5,0.5,0.125,0.4,0.3333333333333333,,0.15384615384615385,0.5,0.5,0.4,0.4,1.0,0.5,0.624,0.20833333333333334,1.0,,1.0,,1.0,,,1.0,1.0,1.0,1.0,1.0,0.5,,0.3333333333333333,1.0,0.25,0.5,,,,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,0.2,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2019,2018-19,True
