EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,FG2M,FG2A,FtPoints,Points,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,TwoPtAssists,Assists,AtRimAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,LiveBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,FoulsDrawn,FTA,NonShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,LiveBallTurnoverPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,SecondChanceOffPoss,ShortMidRangeFGA,Arc3FGA,PenaltyArc3FGA,FG3A,OpponentPoints,SecondChanceFG2A,PenaltyFG3A,NonHeaveArc3FGA,OffTwoPtRebounds,OffRebounds,SelfOReb,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Fouls,NonShootingPenaltyNonTakeFouls,FG3APct,OffTwoPtReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefAtRimReboundPct,SelfORebPct,ShortMidRangeFrequency,Arc3Frequency,PenaltyArc3Frequency,SecondChanceShotQualityAvg,Avg3ptShotDistance,ShortMidRangeFGM,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,PenaltyArc3FGM,FG3M,SecondChanceFG3A,PenaltyFG3M,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,Corner3Assists,FTDefRebounds,BadPassTurnovers,ShootingFouls,Loose Ball Fouls,Blocked2s,BlockedAtRim,Blocks,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,DefFTReboundPct,OffLongMidRangeReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceFG2M,SecondChancePoints,Fg2aBlocked,ShortMidRangeAssists,Steals,BadPassSteals,Offensive Fouls,Offensive Fouls Drawn,TwoPtShootingFoulsDrawn,RecoveredBlocks,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG2APctBlocked,AtRimPctBlocked,BlocksRecoveredPct,ShortMidRangePctAssisted,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,2pt And 1 Free Throw Trips,SecondChanceAtRimFGA,LostBallSteals,BlockedShortMidRange,SecondChanceAtRimFrequency,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,PtsUnassisted3s,LongMidRangeAssists,Travels,Defensive 3 Seconds Violations,LongMidRangePctAssisted,HeaveAttempts,DefCorner3ReboundPct,SecondChanceAtRimFGM,SecondChanceArc3FGA,SecondChanceFtPoints,PtsPutbacks,OffThreePtRebounds,Charge Fouls Drawn,Loose Ball Fouls Drawn,OffThreePtReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,Charge Fouls,ShortMidRangePctBlocked,LostBallOutOfBoundsTurnovers,OffCorner3ReboundPct,SecondChanceTurnovers,OffensiveGoaltends,SecondChanceArc3FGM,SecondChanceFG3M,StepOutOfBoundsTurnovers,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,3pt And 1 Free Throw Trips,LongMidRangePctBlocked,DefensiveGoaltends,FTOffRebounds,BlockedLongMidRange,OffFTReboundPct,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,Blocked3s,BlockedArc3,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,BlockedCorner3,3SecondViolations,team_id,year,season,team_vs
1627746-1627774-1628380-1629014-203552,1610612757,"Skal Labissiere, Jake Layman, Zach Collins, Anfernee Simons, Seth Curry","Labissiere, Layman, Collins, Simons, Curry",1627746-1627774-1628380-1629014-203552,POR,150.0,1,2.0,5.0,6.0,6.0,6.0,6.0,12,1.0,1.0,1.0,1.0,1.0,1.0,3.0,5.0,1.0,1.0,3.0,5.0,2.0,1.0,1.0,1.0,2.0,2.0,4.0,6.0,6.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,5.0,5.0,6.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8333333333333334,0.8333333333333334,1.0,1.0,0.6666666666666666,0.8571428571428571,1.0,1.0,0.6666666666666666,115.2,9.166666666666666,15.833333333333334,9.166666666666666,14.333333333333334,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5696,0.5696,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2019,2018-19,True
1627746-1627774-1628380-1629014-203918,1610612757,"Skal Labissiere, Jake Layman, Zach Collins, Anfernee Simons, Rodney Hood","Labissiere, Layman, Collins, Simons, Hood",1627746-1627774-1628380-1629014-203918,POR,169.0,1,3.0,1.0,6.0,6.0,6.0,6.0,12,1.0,2.0,1.0,2.0,1.0,4.0,1.0,3.0,1.0,4.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0,4.0,5.0,,,1.0,1.0,1.0,2.0,1.0,3.0,3.0,6.0,1.0,1.0,1.0,0.25,0.25,0.2,0.2,0.25,0.25,,1.0,1.0,1.0,,,1.0,102.24852071005917,9.166666666666666,19.0,8.5,19.0,0.4,0.5,0.5,1.0,0.4,0.5,0.6,0.50033,0.50033,1.0,3.175,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,0.3333333333333333,0.25,1.0,1.0,0.25,0.4,0.2,0.2,0.3981,28.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2019,2018-19,True
1627746-1627774-1629014-203086-203552,1610612757,"Skal Labissiere, Jake Layman, Anfernee Simons, Meyers Leonard, Seth Curry","Labissiere, Layman, Simons, Leonard, Curry",1627746-1627774-1629014-203086-203552,POR,311.0,1,5.0,4.0,11.0,10.0,11.0,10.0,21,1.0,2.0,1.0,2.0,3.0,5.0,2.0,14.0,3.0,5.0,2.0,14.0,2.0,1.0,3.0,1.0,8.0,3.0,1.0,7.0,8.0,1.0,,1.0,1.0,1.0,2.0,1.0,14.0,14.0,11.0,1.0,0.3333333333333333,0.3333333333333333,0.6,0.6,0.6666666666666666,0.6666666666666666,0.7,0.7,1.0,0.5,0.6,0.5714285714285714,,,0.6,97.2347266881029,16.272727272727273,13.2,15.090909090909092,11.8,0.2222222222222222,0.5,0.5,1.0,0.2222222222222222,0.5,0.6666666666666666,0.4678555555555556,0.4678555555555556,1.0,7.779999999999999,1.0,1.0,1.0,2.0,2.0,4.0,10.0,,4.0,2.0,1.0,1.0,,,,4.0,3.0,0.4444444444444444,0.5,0.25,,0.5,,0.1111111111111111,0.2222222222222222,0.2222222222222222,0.558,24.475,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,4.0,6.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,0.2222222222222222,0.5,0.5,0.2222222222222222,0.5,0.5,1.0,0.5,0.5,1.0,1.0,0.2222222222222222,0.5,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2019,2018-19,True
1627774-1628380-1629014-203086-203918,1610612757,"Jake Layman, Zach Collins, Anfernee Simons, Meyers Leonard, Rodney Hood","Layman, Collins, Simons, Leonard, Hood",1627774-1628380-1629014-203086-203918,POR,19.0,1,,,1.0,1.0,1.0,1.0,2,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,1.0,,1.0,,,,151.57894736842107,3.0,16.0,3.0,16.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2019,2018-19,True
1627774-1628380-1629014-203090-203552,1610612757,"Jake Layman, Zach Collins, Anfernee Simons, Maurice Harkless, Seth Curry","Layman, Collins, Simons, Harkless, Curry",1627774-1628380-1629014-203090-203552,POR,32.0,1,1.0,,1.0,2.0,1.0,2.0,3,1.0,1.0,1.0,1.0,1.0,1.0,,2.0,1.0,1.0,,2.0,,,,,,,,,,,,,,,,,2.0,2.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,135.0,5.0,13.5,5.0,13.5,1.0,1.0,1.0,,1.0,1.0,1.0,0.7725,0.7725,1.0,1.8,1.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2019,2018-19,True
1627774-1628380-202323-203552-203918,1610612757,"Jake Layman, Zach Collins, Evan Turner, Seth Curry, Rodney Hood","Layman, Collins, Turner, Curry, Hood",1627774-1628380-202323-203552-203918,POR,170.0,1,3.0,2.0,5.0,6.0,,,11,,2.0,,,1.0,4.0,2.0,4.0,,,,,2.0,1.0,1.0,,2.0,1.0,1.0,2.0,3.0,,,1.0,,4.0,2.0,,2.0,,,,1.0,1.0,0.25,,0.25,,0.4,,,0.5,1.0,0.6666666666666666,,,1.0,93.17647058823529,15.0,15.833333333333334,14.8,15.833333333333334,0.5,,,,,,0.5,0.505,,,7.175,,1.0,1.0,,,,2.0,1.0,,,1.0,1.0,,,1.0,3.0,,,0.3333333333333333,0.3333333333333333,0.5,0.5,,0.25,,,0.3861,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,,,,,,,1.0,1.0,0.25,,,,,,,,,,,,,,,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,1.0,0.2,0.2,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2019,2018-19,True
1627774-1628380-202329-203081-203468,1610612757,"Jake Layman, Zach Collins, Al-Farouq Aminu, Damian Lillard, CJ McCollum","Layman, Collins, Aminu, Lillard, McCollum",1627774-1628380-202329-203081-203468,POR,88.0,1,1.0,1.0,4.0,3.0,,,7,1.0,1.0,,,2.0,3.0,1.0,5.0,,,,,4.0,2.0,2.0,1.0,4.0,1.0,,1.0,1.0,,,,,2.0,3.0,,5.0,,,,1.0,1.0,0.6666666666666666,,0.6666666666666666,,0.625,,,,1.0,1.0,,,1.0,114.54545454545455,13.25,11.666666666666666,13.25,11.666666666666666,0.3333333333333333,1.0,1.0,1.0,,,0.3333333333333333,0.37743333333333334,,,4.766666666666667,,,2.0,,,,4.0,,,,,,,,,1.0,,,,,,,,0.6666666666666666,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,0.5,0.5,,,,,,,,,,,,,,,,,,,1.0,,,,,2.0,,,,,,,,1.0,0.5,0.5,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2019,2018-19,True
1627774-1629014-202683-203090-203552,1610612757,"Jake Layman, Anfernee Simons, Enes Kanter, Maurice Harkless, Seth Curry","Layman, Simons, Kanter, Harkless, Curry",1627774-1629014-202683-203090-203552,POR,6.0,1,,,1.0,,1.0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,240.0,6.0,,6.0,,,,,,,,1.0,0.5361,0.5361,,,1.0,,,1.0,1.0,1.0,,,1.0,1.0,,,,,,,,1.0,,,,,,,1.0,1.0,,24.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2019,2018-19,True
1627774-202329-202683-203081-203468,1610612757,"Jake Layman, Al-Farouq Aminu, Enes Kanter, Damian Lillard, CJ McCollum","Layman, Aminu, Kanter, Lillard, McCollum",1627774-202329-202683-203081-203468,POR,267.0,1,4.0,4.0,8.0,9.0,4.0,,17,3.0,7.0,1.0,3.0,4.0,9.0,3.0,11.0,1.0,4.0,3.0,5.0,8.0,4.0,4.0,3.0,8.0,1.0,2.0,3.0,5.0,,,,,4.0,3.0,1.0,11.0,5.0,4.0,1.0,1.0,1.0,0.4444444444444444,0.25,0.4444444444444444,0.25,0.55,0.5,,0.6666666666666666,1.0,0.75,0.5,1.0,1.0,91.68539325842696,14.75,16.555555555555557,14.75,16.11111111111111,0.7777777777777778,0.42857142857142855,0.42857142857142855,1.0,0.75,0.3333333333333333,0.7777777777777778,0.5710111111111111,0.536725,0.45454545454545453,3.0555555555555554,0.5,2.0,2.0,,,,7.0,2.0,,,2.0,2.0,,,,,,,0.4,0.4,0.5,,,0.2222222222222222,,,0.6069,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,0.5,0.5,,,,,,,,,,,,,,,,,,,1.0,2.0,1.0,,,1.0,1.0,,,,,,1.0,1.0,0.1111111111111111,0.1111111111111111,,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2019,2018-19,True
1628380-1629014-203086-203090-203918,1610612757,"Zach Collins, Anfernee Simons, Meyers Leonard, Maurice Harkless, Rodney Hood","Collins, Simons, Leonard, Harkless, Hood",1628380-1629014-203086-203090-203918,POR,31.0,1,1.0,,1.0,1.0,1.0,1.0,2,,,,,,,2.0,2.0,,,2.0,2.0,,,,,,,,,,,,,,1.0,4.0,,2.0,2.0,1.0,,,,,,,,1.0,1.0,,,,,,,,92.9032258064516,22.0,9.0,22.0,9.0,,,,,,,,,,1.0,,1.0,,,,,,2.0,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2019,2018-19,True
