EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,TotalPoss,ShortMidRangeFGA,Arc3FGM,Arc3FGA,FG2A,FG3M,FG3A,Points,OpponentPoints,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,ThreePtAssists,Assists,Arc3Assists,AssistPoints,DefTwoPtRebounds,DefRebounds,Rebounds,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,FirstChancePoints,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,EfgPct,TsPct,FG3APct,DefTwoPtReboundPct,DefFGReboundPct,DefShortMidRangeReboundPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,ShortMidRangeFrequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,Avg2ptShotDistance,Avg3ptShotDistance,FtPoints,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChanceOffPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGM,Corner3FGA,SecondChanceCorner3FGA,FG2M,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PtsAssisted2s,PtsUnassisted2s,TwoPtAssists,AtRimAssists,ShortMidRangeAssists,OffThreePtRebounds,DefThreePtRebounds,OffRebounds,SelfOReb,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,Turnovers,ShootingFouls,Fouls,Loose Ball Fouls Drawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,LiveBallTurnoverPct,DefThreePtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Corner3Frequency,SecondChanceCorner3Frequency,SecondChanceShotQualityAvg,SecondChancePointsPct,PenaltyDefPoss,LongMidRangeFGM,LongMidRangeFGA,LongMidRangeAssists,DeadBallTurnovers,LostBallTurnovers,Offensive Fouls,2pt And 1 Free Throw Trips,DefAtRimReboundPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,FTDefRebounds,BlockedAtRim,DefFTReboundPct,DefLongMidRangeReboundPct,Corner3FGM,Corner3Assists,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyOffPoss,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,SecondChanceFG3M,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsPutbacks,Fg2aBlocked,OffTwoPtRebounds,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg3Pct,PenaltyFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,OffTwoPtReboundPct,OffAtRimReboundPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,PenaltyShotQualityAvg,ThreePtShootingFoulsDrawnPct,PenaltyPointsPct,PenaltyOffPossPct,LostBallSteals,PtsUnassisted3s,SecondChanceTurnovers,NonShootingPenaltyNonTakeFouls,SecondChanceAtRimPctAssisted,OffShortMidRangeReboundPct,ShortMidRangePctBlocked,Offensive Fouls Drawn,LongMidRangePctBlocked,OffLongMidRangeReboundPct,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,Travels,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,Loose Ball Fouls,PenaltyCorner3FGM,PenaltyCorner3FGA,PenaltyTurnovers,Blocked3s,BlockedArc3,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,StepOutOfBoundsTurnovers,Charge Fouls Drawn,BlockedLongMidRange,BlockedCorner3,DefensiveGoaltends,Defensive 3 Seconds Violations,Arc3PctBlocked,FTOffRebounds,OffFTReboundPct,HeaveAttempts,Charge Fouls,Technical Free Throw Trips,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,HeaveMakes,OffensiveGoaltends,3pt And 1 Free Throw Trips,3SecondViolations,team_id,year,season,team_vs
101107-1626163-1628370-1628407-1628984,1610612766,"Marvin Williams, Frank Kaminsky, Malik Monk, Dwayne Bacon, Devonte' Graham","Williams, Kaminsky, Monk, Bacon, Graham",101107-1626163-1628370-1628407-1628984,CHA,139.0,1,2.0,-2.0,4.0,4.0,8.0,1.0,2.0,3.0,1.0,2.0,3.0,6.0,8.0,6.0,3.0,2.0,2.0,2.0,2.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,0.6666666666666666,0.6666666666666666,0.75,0.75,0.75,1.0,1.0,1.0,82.87769784172662,1.0,18.75,16.0,18.75,16.0,0.25,0.75,0.6666666666666666,0.6666666666666666,1.0,0.75,0.6666666666666666,0.490575,6.1,27.633333333333336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2019,2018-19,False
101107-1626163-1628370-1628407-202689,1610612766,"Marvin Williams, Frank Kaminsky, Malik Monk, Dwayne Bacon, Kemba Walker","Williams, Kaminsky, Monk, Bacon, Walker",101107-1626163-1628370-1628407-202689,CHA,6.0,1,,2.0,1.0,,1.0,,,,,,,2.0,,,,,,,,,,,,,,,,2.0,,,,,1.0,,,,,240.0,,6.0,,6.0,,,,,,,,,,,,2.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2019,2018-19,False
101107-1626163-1628370-1628970-1628984,1610612766,"Marvin Williams, Frank Kaminsky, Malik Monk, Miles Bridges, Devonte' Graham","Williams, Kaminsky, Monk, Bridges, Graham",101107-1626163-1628370-1628970-1628984,CHA,203.0,1,3.0,11.0,7.0,7.0,14.0,2.0,1.0,3.0,4.0,1.0,4.0,13.0,2.0,3.0,3.0,1.0,1.0,4.0,1.0,9.0,,3.0,6.0,,,,,9.0,1.0,0.25,0.25,0.6875,0.7222222222222222,0.5,,1.0,,99.3103448275862,,11.142857142857142,17.857142857142858,8.714285714285714,17.857142857142858,0.25,0.375,0.3333333333333333,0.3333333333333333,1.0,0.75,0.3333333333333333,0.5543,4.325,25.475,2.0,2.0,2.0,1.0,0.1111111111111111,0.2,2.0,2.0,2.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,2.0,4.0,6.0,2.0,3.0,2.0,1.0,3.0,3.0,3.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,0.75,0.75,1.0,1.0,0.5,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.25,1.0,1.0,1.0,1.0,1.0,0.5,0.125,0.5,0.3509,0.3076923076923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2019,2018-19,False
101107-1626163-1628370-1628970-2225,1610612766,"Marvin Williams, Frank Kaminsky, Malik Monk, Miles Bridges, Tony Parker","Williams, Kaminsky, Monk, Bridges, Parker",101107-1626163-1628370-1628970-2225,CHA,318.0,3,5.0,-10.0,11.0,11.0,22.0,,,3.0,3.0,,5.0,4.0,14.0,,3.0,,,1.0,,2.0,2.0,3.0,3.0,,,,,4.0,,,,0.25,0.25,0.625,1.0,0.6,,99.62264150943396,,16.0,12.909090909090908,16.0,11.0,,0.375,,,,0.75,,0.4983125,13.200000000000001,25.2,,1.0,1.0,1.0,0.125,0.3333333333333333,,,1.0,,2.0,,2.0,,,,,,2.0,2.0,1.0,,,,1.0,,,,,3.0,2.0,4.0,2.0,4.0,,0.5,0.5,0.6666666666666666,,,,0.75,0.3333333333333333,,,,,0.3333333333333333,,,0.125,,,,,,,0.25,,,,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2019,2018-19,False
101107-1626163-1628370-1628984-203087,1610612766,"Marvin Williams, Frank Kaminsky, Malik Monk, Devonte' Graham, Jeremy Lamb","Williams, Kaminsky, Monk, Graham, Lamb",101107-1626163-1628370-1628984-203087,CHA,370.0,2,6.0,-5.0,12.0,12.0,24.0,2.0,2.0,5.0,5.0,2.0,5.0,12.0,17.0,6.0,5.0,2.0,2.0,3.0,2.0,8.0,3.0,4.0,4.0,1.0,,1.0,1.0,12.0,1.0,0.4,0.4,0.5,0.5454545454545454,0.5,0.5,0.5,,93.4054054054054,1.0,15.0,15.833333333333334,15.0,15.083333333333334,0.2,0.5,0.4,0.4,1.0,0.7,0.4,0.48379500000000003,8.440000000000001,26.880000000000003,2.0,1.0,2.0,1.0,0.09090909090909091,0.16666666666666666,,2.0,2.0,,,,2.0,,,,,,2.0,2.0,1.0,1.0,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,3.0,,0.5,0.5,0.4,,,,1.0,,,,,,,,,0.2,1.0,1.0,0.5,,,,,,,,,,1.0,,,,,,0.4,0.1,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2019,2018-19,False
101107-1626163-1628370-201587-202689,1610612766,"Marvin Williams, Frank Kaminsky, Malik Monk, Nicolas Batum, Kemba Walker","Williams, Kaminsky, Monk, Batum, Walker",101107-1626163-1628370-201587-202689,CHA,100.0,1,2.0,4.0,3.0,2.0,5.0,,,,1.0,1.0,1.0,6.0,2.0,3.0,,,1.0,1.0,,3.0,1.0,1.0,1.0,,,,,6.0,1.0,1.0,1.0,1.25,1.0,0.5,0.5,0.3333333333333333,,72.0,,13.666666666666666,29.5,13.666666666666666,22.0,,,,,,1.0,,0.566575,1.4,23.2,1.0,1.0,2.0,1.0,0.3333333333333333,0.5,,1.0,1.0,,1.0,,1.0,,,,,,,2.0,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,0.5,1.0,1.0,,,,,0.5,,,,,,,,,,,,,,,,,,,,0.5,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2019,2018-19,False
101107-1626163-1628370-201587-2225,1610612766,"Marvin Williams, Frank Kaminsky, Malik Monk, Nicolas Batum, Tony Parker","Williams, Kaminsky, Monk, Batum, Parker",101107-1626163-1628370-201587-2225,CHA,628.0,2,10.0,10.0,23.0,21.0,44.0,,3.0,7.0,15.0,4.0,9.0,33.0,23.0,12.0,7.0,3.0,4.0,7.0,3.0,18.0,6.0,10.0,15.0,,,,,28.0,1.0,0.4444444444444444,0.4444444444444444,0.5416666666666666,0.6111111111111112,0.375,0.75,0.8333333333333334,0.6666666666666666,100.89171974522293,,14.347826086956522,14.19047619047619,13.347826086956522,14.047619047619047,,0.2916666666666667,0.42857142857142855,0.42857142857142855,1.0,1.0,0.42857142857142855,0.5645958333333333,1.6066666666666667,24.788888888888888,7.0,5.0,9.0,3.0,0.15384615384615385,0.1875,4.0,7.0,15.0,,2.0,1.0,7.0,1.0,4.0,2.0,,5.0,6.0,8.0,3.0,3.0,,1.0,4.0,5.0,1.0,2.0,2.0,1.0,,1.0,2.0,2.0,,0.42857142857142855,0.5,0.4666666666666667,0.25,0.4166666666666667,0.4166666666666667,1.0,1.0,0.2,0.38461538461538464,0.25,,1.0,,0.09090909090909091,0.625,0.4666666666666667,0.5384615384615384,0.42857142857142855,,,,0.08333333333333333,0.16666666666666666,0.56895,0.15151515151515152,4.0,,,,,1.0,,2.0,1.0,,,,,,,,0.6666666666666666,1.0,1.0,0.5,0.5,1.0,5.0,1.0,4.0,2.0,4.0,1.0,1.0,1.0,2.0,1.0,2.0,4.0,1.0,2.0,2.0,9.0,2.0,2.0,4.0,1.0,1.0,9.0,5.0,1.0,0.5,0.5,0.5,0.5833333333333334,0.6428571428571429,0.13333333333333333,0.13333333333333333,0.5,0.5,0.6666666666666666,0.25,0.16666666666666666,1.0,1.0,0.6666666666666666,0.5,0.3333333333333333,0.5,0.5372583333333333,0.1,0.2727272727272727,0.21739130434782608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2019,2018-19,False
101107-1626163-1628370-202689-203087,1610612766,"Marvin Williams, Frank Kaminsky, Malik Monk, Kemba Walker, Jeremy Lamb","Williams, Kaminsky, Monk, Walker, Lamb",101107-1626163-1628370-202689-203087,CHA,112.0,2,2.0,3.0,5.0,6.0,11.0,,1.0,1.0,2.0,1.0,1.0,5.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,3.0,3.0,,,,,5.0,1.0,1.0,1.0,0.8333333333333334,0.8333333333333334,0.3333333333333333,1.0,1.0,1.0,141.42857142857142,,10.6,9.833333333333334,10.6,9.833333333333334,,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,0.518,2.75,25.0,,,,,,,,1.0,2.0,,,,1.0,,,,,,,2.0,,,,,1.0,,,2.0,1.0,2.0,,2.0,1.0,1.0,,,,0.5,,,,1.0,1.0,,,,,,1.0,,0.6666666666666666,0.5,0.5,,,,,,,,,,,,,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2019,2018-19,False
101107-1626163-1628370-203077-2225,1610612766,"Marvin Williams, Frank Kaminsky, Malik Monk, Michael Kidd-Gilchrist, Tony Parker","Williams, Kaminsky, Monk, Kidd-Gilchrist, Parker",101107-1626163-1628370-203077-2225,CHA,3.0,1,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,480.0,,,3.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2019,2018-19,False
101107-1626163-1628407-1628970-202689,1610612766,"Marvin Williams, Frank Kaminsky, Dwayne Bacon, Miles Bridges, Kemba Walker","Williams, Kaminsky, Bacon, Bridges, Walker",101107-1626163-1628407-1628970-202689,CHA,783.0,3,13.0,10.0,26.0,25.0,51.0,2.0,3.0,10.0,13.0,5.0,12.0,34.0,24.0,6.0,10.0,3.0,2.0,7.0,,16.0,6.0,10.0,12.0,3.0,2.0,3.0,1.0,32.0,0.4,0.4166666666666667,0.4166666666666667,0.62,0.6071428571428571,0.48,0.6,0.625,0.6666666666666666,93.79310344827586,0.3333333333333333,13.538461538461538,17.24,13.192307692307692,16.44,0.08,0.4,0.3,0.3,,0.88,0.3,0.539778,4.338461538461538,25.391666666666666,3.0,6.0,6.0,2.0,0.07407407407407407,0.13333333333333333,3.0,6.0,10.0,1.0,2.0,,8.0,1.0,1.0,1.0,,2.0,10.0,6.0,5.0,5.0,,1.0,4.0,2.0,,4.0,4.0,1.0,1.0,1.0,,2.0,1.0,0.625,0.625,0.6153846153846154,1.0,0.5,0.5,1.0,0.6666666666666666,0.14285714285714285,0.16666666666666666,0.14285714285714285,,0.6666666666666666,0.6666666666666666,,0.4,0.6,0.6666666666666666,0.8333333333333334,0.5,0.5,,0.08,,0.5625,0.058823529411764705,7.0,1.0,1.0,,,,,,0.6666666666666666,0.04,1.0,1.0,,,1.0,,,2.0,2.0,1.0,1.0,1.0,,1.0,1.0,,,,1.0,,,,,,,,1.0,1.0,,1.0,1.0,,1.0,1.0,,1.0,,,,,0.5,0.07692307692307693,0.1,0.2,0.25,0.5,1.0,0.5,,,,,,,,,0.029411764705882353,,,9.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2019,2018-19,False
