EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,Corner3FGA,PenaltyCorner3FGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,HeaveAttempts,TwoPtAssists,Assists,AtRimAssists,AssistPoints,DefThreePtRebounds,DefRebounds,Rebounds,ShootingFouls,Fouls,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,DefThreePtReboundPct,DefFGReboundPct,DefArc3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,Corner3Frequency,Arc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceOffPoss,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,Arc3FGM,FG3M,FtPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,ThreePtAssists,Arc3Assists,ShortMidRangeAssists,OffTwoPtRebounds,DefTwoPtRebounds,OffRebounds,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG2APctBlocked,ShortMidRangePctBlocked,DefTwoPtReboundPct,OffTwoPtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,SecondChanceFtPoints,LongMidRangeFGM,Corner3FGM,PenaltyCorner3FGM,PenaltyFG3M,PenaltyFtPoints,Corner3Assists,LongMidRangeAssists,FTDefRebounds,Steals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,Turnovers,PenaltyTurnovers,Technical Free Throw Trips,NonShootingPenaltyNonTakeFouls,PenaltyFg3Pct,LiveBallTurnoverPct,DefFTReboundPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Accuracy,SecondChanceArc3FGA,PenaltyArc3FGM,SecondChanceFG3A,OffThreePtRebounds,FTOffRebounds,BadPassSteals,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallTurnovers,Charge Fouls,Loose Ball Fouls,Offensive Fouls Drawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,RecoveredBlocks,NonShootingPenaltyNonTakeFoulsDrawn,AtRimPctBlocked,LongMidRangePctBlocked,OffFTReboundPct,OffThreePtReboundPct,OffAtRimReboundPct,OffCorner3ReboundPct,BlocksRecoveredPct,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,PenaltyArc3Accuracy,ThreePtShootingFoulsDrawnPct,DefCorner3ReboundPct,LostBallOutOfBoundsTurnovers,Blocked3s,BlockedArc3,OffArc3ReboundPct,SecondChanceTurnovers,Loose Ball Fouls Drawn,OffLongMidRangeReboundPct,2pt And 1 Free Throw Trips,SecondChanceArc3FGM,SecondChanceFG3M,PtsUnassisted3s,SecondChanceFg3Pct,SecondChanceArc3Accuracy,Fg3aBlocked,SelfOReb,Offensive Fouls,FG3APctBlocked,Arc3PctBlocked,SelfORebPct,Travels,BlockedShortMidRange,Charge Fouls Drawn,SecondChanceArc3PctAssisted,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,StepOutOfBoundsTurnovers,3pt And 1 Free Throw Trips,BlockedCorner3,Corner3PctBlocked,DefensiveGoaltends,BlockedLongMidRange,team_id,year,season,team_vs
101108-101123-1627863-200782-203085,1610612745,"Chris Paul, Gerald Green, Danuel House Jr., PJ Tucker, Austin Rivers","Paul, Green, House Jr., Tucker, Rivers",101108-101123-1627863-200782-203085,HOU,79.0,1,1.0,-2.0,2.0,3.0,2.0,3.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.0,1.0,1.0,91.13924050632912,18.0,14.333333333333334,18.0,14.333333333333334,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,1.0,0.5317,0.5317,1.0,2.4,46.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2019,2018-19,True
101108-101123-1627863-201569-202702,1610612745,"Chris Paul, Gerald Green, Danuel House Jr., Eric Gordon, Kenneth Faried","Paul, Green, House Jr., Gordon, Faried",101108-101123-1627863-201569-202702,HOU,395.0,2,7.0,12.0,10.0,11.0,,,21.0,5.0,5.0,,,,,2.0,,6.0,9.0,2.0,17.0,5.0,,,,,8.0,,4.0,5.0,3.0,11.0,1.0,7.0,9.0,,,13.0,,,0.6666666666666666,1.0,0.6666666666666666,,0.6818181818181818,,0.6538461538461539,,0.18181818181818182,0.5,0.7777777777777778,1.0,76.55696202531647,18.4,19.181818181818183,18.3,18.09090909090909,0.45454545454545453,1.0,1.0,0.6,,0.18181818181818182,,,,,0.6363636363636364,0.5111727272727272,,,4.366666666666666,25.75,,2.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0,4.0,3.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,6.0,2.0,4.0,4.0,2.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.1111111111111111,0.3333333333333333,0.8571428571428571,0.6666666666666666,0.5,1.0,0.6666666666666666,1.0,1.0,0.2727272727272727,0.3333333333333333,0.5,1.0,0.09090909090909091,0.5,0.5,1.0,1.0,1.0,0.5,0.5937,0.15384615384615385,0.18181818181818182,0.23529411764705882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2019,2018-19,True
101108-101123-1627863-201569-203991,1610612745,"Chris Paul, Gerald Green, Danuel House Jr., Eric Gordon, Clint Capela","Paul, Green, House Jr., Gordon, Capela",101108-101123-1627863-201569-203991,HOU,20.0,1,,2.0,1.0,,,,1.0,,,,,,,,,,1.0,,2.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,0.5,,,,,,72.0,20.0,,18.0,,,,,,,,,,,,,0.3877,,,11.7,,,1.0,,,,1.0,,,,2.0,,,2.0,,,,,,,,,,1.0,,1.0,1.0,2.0,1.0,,,,,,,,,1.0,,,,1.0,1.0,1.0,,,,1.0,,,,,,,,,,,,0.5,0.5,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2019,2018-19,True
101108-101123-1627863-202697-203991,1610612745,"Chris Paul, Gerald Green, Danuel House Jr., Iman Shumpert, Clint Capela","Paul, Green, House Jr., Shumpert, Capela",101108-101123-1627863-202697-203991,HOU,140.0,1,2.0,3.0,5.0,6.0,5.0,6.0,11.0,,,,,1.0,1.0,,,2.0,3.0,1.0,9.0,6.0,2.0,3.0,1.0,9.0,2.0,,1.0,2.0,,5.0,,1.0,1.0,,1.0,9.0,9.0,5.0,0.5,0.5,0.6666666666666666,0.6666666666666666,0.875,0.875,0.875,0.875,0.25,,,,113.14285714285714,13.2,12.333333333333334,13.2,12.333333333333334,,,,,0.25,,,,0.25,,0.25,0.457325,0.457325,1.0,14.566666666666668,23.1,1.0,,,,,1.0,2.0,,1.0,2.0,,,,2.0,3.0,,,,1.0,1.0,,,,,,,2.0,,,,,1.0,1.0,1.0,,,,0.3333333333333333,1.0,,,,,,,,0.25,,,,0.5,,,,,,,,,,,,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2019,2018-19,True
101108-101123-1627863-202702-203085,1610612745,"Chris Paul, Gerald Green, Danuel House Jr., Kenneth Faried, Austin Rivers","Paul, Green, House Jr., Faried, Rivers",101108-101123-1627863-202702-203085,HOU,1229.0,5,20.0,-4.0,44.0,44.0,37.0,37.0,88.0,3.0,7.0,3.0,7.0,6.0,6.0,12.0,11.0,4.0,12.0,18.0,35.0,39.0,4.0,10.0,17.0,30.0,8.0,1.0,4.0,7.0,3.0,17.0,8.0,16.0,22.0,4.0,14.0,30.0,30.0,37.0,1.0,1.0,0.3333333333333333,0.4,0.2833333333333333,0.3148148148148148,0.4268292682926829,0.4166666666666667,0.6,0.7272727272727273,0.75,0.7272727272727273,103.10821806346623,14.340909090909092,13.590909090909092,13.5,12.818181818181818,0.23333333333333334,0.42857142857142855,0.5,1.0,0.2,0.4,0.25925925925925924,0.42857142857142855,0.2222222222222222,0.4074074074074074,0.8333333333333334,0.5086431034482759,0.5173134615384616,0.8571428571428571,4.816666666666666,26.22222222222222,0.8409090909090909,7.0,2.0,3.0,1.0,4.0,1.0,2.0,3.0,18.0,2.0,5.0,5.0,,9.0,,11.0,2.0,3.0,3.0,2.0,1.0,1.0,7.0,6.0,13.0,24.0,7.0,3.0,3.0,3.0,1.0,0.16666666666666666,0.17647058823529413,0.4,0.3333333333333333,0.35714285714285715,0.25,0.25,0.7777777777777778,0.125,0.22727272727272727,,0.6,1.0,,0.13333333333333333,0.25,0.3333333333333333,1.0,0.03333333333333333,0.16666666666666666,0.16666666666666666,1.0,0.5,0.6666666666666666,0.18181818181818182,0.473775,0.23076923076923078,0.3684210526315789,0.14285714285714285,1.0,,1.0,1.0,3.0,13.0,1.0,,1.0,2.0,1.0,6.0,3.0,10.0,8.0,,5.0,0.17647058823529413,0.6,1.0,,,,0.16666666666666666,0.16666666666666666,1.0,0.16666666666666666,1.0,2.0,1.0,4.0,1.0,1.0,2.0,4.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,0.14285714285714285,1.0,0.3333333333333333,0.2857142857142857,0.25,0.8,0.6666666666666666,1.0,0.16666666666666666,0.18181818181818182,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2019,2018-19,True
101108-101123-1627863-203085-203991,1610612745,"Chris Paul, Gerald Green, Danuel House Jr., Austin Rivers, Clint Capela","Paul, Green, House Jr., Rivers, Capela",101108-101123-1627863-203085-203991,HOU,100.0,1,2.0,7.0,3.0,2.0,,,5.0,,,,,,,1.0,,2.0,2.0,1.0,7.0,,,,,,2.0,,1.0,2.0,,5.0,2.0,2.0,2.0,,,7.0,,,0.5,0.5,1.0,,1.1666666666666667,,1.1666666666666667,,0.3333333333333333,1.0,0.6666666666666666,1.0,72.0,15.0,27.5,15.0,22.0,,,,,,0.3333333333333333,,,,,0.3333333333333333,0.44303333333333333,,,10.75,25.2,,,,,2.0,2.0,,1.0,1.0,,,,,2.0,3.0,,1.0,1.0,,1.0,1.0,1.0,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,0.6666666666666666,1.0,1.0,0.5,,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2019,2018-19,True
101108-101123-1627863-203085-2403,1610612745,"Chris Paul, Gerald Green, Danuel House Jr., Austin Rivers, Nene","Paul, Green, House Jr., Rivers, Nene",101108-101123-1627863-203085-2403,HOU,81.0,1,1.0,2.0,3.0,3.0,3.0,,6.0,1.0,1.0,1.0,1.0,,,,,2.0,3.0,,4.0,2.0,2.0,3.0,,4.0,2.0,,1.0,1.0,1.0,2.0,1.0,1.0,1.0,,,4.0,4.0,3.0,0.5,0.5,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,,1.0,0.5,1.0,106.66666666666666,12.666666666666666,14.333333333333334,12.666666666666666,14.333333333333334,0.3333333333333333,1.0,1.0,1.0,,,0.3333333333333333,1.0,,,0.3333333333333333,0.478,0.478,1.0,9.9,,1.0,,,,,1.0,1.0,,,,,,,2.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,0.3333333333333333,,,,0.3333333333333333,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2019,2018-19,True
101108-101123-200782-201569-201935,1610612745,"Chris Paul, Gerald Green, PJ Tucker, Eric Gordon, James Harden","Paul, Green, Tucker, Gordon, Harden",101108-101123-200782-201569-201935,HOU,234.0,2,4.0,-1.0,11.0,11.0,7.0,6.0,22.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,,4.0,6.0,3.0,12.0,13.0,3.0,4.0,1.0,10.0,4.0,,2.0,2.0,2.0,4.0,3.0,3.0,5.0,2.0,4.0,10.0,6.0,5.0,0.5,0.5,0.6666666666666666,0.75,0.4444444444444444,0.6,0.5454545454545454,0.7142857142857143,0.3333333333333333,1.0,1.0,1.0,135.3846153846154,14.363636363636363,6.909090909090909,13.0,6.909090909090909,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,0.2222222222222222,0.1111111111111111,0.2,1.0,0.2,,0.6666666666666666,0.5539944444444445,0.47828,0.8333333333333334,8.5,24.566666666666666,0.6363636363636364,2.0,1.0,2.0,,1.0,2.0,,,4.0,1.0,2.0,2.0,4.0,,,1.0,,,,,,1.0,,2.0,2.0,4.0,,,,1.0,,,,0.5,0.5,0.5,,,,0.5,0.4,1.0,,,,0.1111111111111111,,,,0.2222222222222222,,,,1.0,0.5,,0.6354,,,0.16666666666666666,,2.0,,,,4.0,,,,1.0,,,,2.0,1.0,,2.0,,,,1.0,1.0,,,,,,,,,1.0,,1.0,,2.0,,,1.0,,,2.0,1.0,,,,,0.3333333333333333,,0.5,1.0,1.0,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2019,2018-19,True
101108-101123-200782-201569-202702,1610612745,"Chris Paul, Gerald Green, PJ Tucker, Eric Gordon, Kenneth Faried","Paul, Green, Tucker, Gordon, Faried",101108-101123-200782-201569-202702,HOU,72.0,1,1.0,1.0,2.0,2.0,,,4.0,,,,,,,1.0,,1.0,1.0,1.0,3.0,2.0,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,3.0,,,,,1.0,,0.5,,0.5,,0.5,1.0,1.0,,80.0,22.0,14.0,22.0,14.0,,,,,,0.5,,,,,0.5,0.450575,,,5.5,26.2,,,,,1.0,1.0,,,,1.0,,,,2.0,,,1.0,,,,,,,,,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,0.5,1.0,1.0,,,,,,,,,,0.3333333333333333,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2019,2018-19,True
101108-101123-200782-201569-203991,1610612745,"Chris Paul, Gerald Green, PJ Tucker, Eric Gordon, Clint Capela","Paul, Green, Tucker, Gordon, Capela",101108-101123-200782-201569-203991,HOU,182.0,1,3.0,-3.0,4.0,5.0,1.0,2.0,9.0,,,,,1.0,1.0,3.0,1.0,,1.0,4.0,3.0,6.0,,,2.0,,,1.0,,1.0,,3.0,,1.0,2.0,,,3.0,,1.0,,,,,0.3,,0.3,,0.8,,0.5,,71.20879120879121,24.25,17.0,19.25,16.2,,,,,0.2,0.6,,,0.5,0.5,0.8,0.4591,0.558,,17.2,36.075,0.25,1.0,,,,,1.0,1.0,1.0,,,1.0,,,3.0,,2.0,1.0,,1.0,1.0,,,1.0,1.0,1.0,,,,,,1.0,0.25,0.3333333333333333,,,,,,1.0,,0.3333333333333333,,,1.0,,,,,,0.2,0.3333333333333333,0.3333333333333333,1.0,,,0.5,0.4009,,,,,,,,,,,,,1.0,1.0,1.0,,1.0,,,,,1.0,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,0.5,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2019,2018-19,True
