EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,TotalPoss,AtRimFGM,AtRimFGA,Arc3FGA,FG2M,FG2A,FG3A,Points,PtsAssisted2s,NonHeaveArc3FGA,TwoPtAssists,Assists,AtRimAssists,AssistPoints,DefThreePtRebounds,DefRebounds,Rebounds,Fouls,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,TsPct,FG3APct,DefThreePtReboundPct,DefFGReboundPct,DefArc3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,Arc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyDefPoss,PenaltyOffPoss,FtPoints,OpponentPoints,PenaltyFtPoints,PenaltyPoints,FoulsDrawn,FTA,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyTsPct,PenaltyPointsPct,PenaltyOffPossPct,SecondChanceOffPoss,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,Corner3FGA,SecondChanceFtPoints,SecondChancePoints,PtsUnassisted2s,OffThreePtRebounds,DefTwoPtRebounds,OffRebounds,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,ShootingFouls,Loose Ball Fouls,TwoPtShootingFoulsDrawn,SecondChanceTsPct,LiveBallTurnoverPct,DefTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffCorner3ReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,Corner3Frequency,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,Corner3FGM,PenaltyCorner3FGA,Arc3FGM,SecondChanceArc3FGA,PenaltyArc3FGA,FG3M,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGM,Fg2aBlocked,ThreePtAssists,Arc3Assists,Corner3Assists,OffTwoPtRebounds,FTOffRebounds,Steals,BadPassSteals,LostBallSteals,DeadBallTurnovers,Travels,PenaltyTurnovers,Offensive Fouls,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,NonShootingPenaltyNonTakeFouls,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,FG2APctBlocked,AtRimPctBlocked,OffFTReboundPct,OffTwoPtReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefCorner3ReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,LongMidRangeFGM,PenaltyArc3FGM,PenaltyFG3M,LongMidRangeAssists,SelfOReb,BadPassOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,Charge Fouls,Charge Fouls Drawn,RecoveredBlocks,PenaltyFg3Pct,ShortMidRangePctBlocked,OffShortMidRangeReboundPct,SelfORebPct,BlocksRecoveredPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,PenaltyArc3Accuracy,SecondChanceAtRimPctAssisted,ShortMidRangeAssists,FTDefRebounds,DefFTReboundPct,ShortMidRangePctAssisted,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,Technical Free Throw Trips,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Accuracy,LostBallOutOfBoundsTurnovers,Loose Ball Fouls Drawn,Fg3aBlocked,FG3APctBlocked,LongMidRangePctBlocked,Corner3PctBlocked,OffLongMidRangeReboundPct,DefensiveGoaltends,Defensive 3 Seconds Violations,3pt And 1 Free Throw Trips,3SecondViolations,Blocked3s,BlockedArc3,Arc3PctBlocked,BlockedCorner3,BlockedLongMidRange,HeaveAttempts,OffensiveGoaltends,Clear Path Fouls,HeaveMakes,team_id,year,season,team_vs
1626220-1627777-1628378-1628960-202324,1610612762,"Royce O'Neale, Georges Niang, Donovan Mitchell, Grayson Allen, Derrick Favors","O'Neale, Niang, Mitchell, Allen, Favors",1626220-1627777-1628378-1628960-202324,UTA,55.0,1,1.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,0.5,0.5,1.0,1.0,1.0,78.54545454545455,11.5,32.0,11.5,32.0,0.5,1.0,1.0,1.0,0.5,1.0,0.604625,1.5,24.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2019,2018-19,False
1626220-1627777-1628378-1628960-202327,1610612762,"Royce O'Neale, Georges Niang, Donovan Mitchell, Grayson Allen, Ekpe Udoh","O'Neale, Niang, Mitchell, Allen, Udoh",1626220-1627777-1628378-1628960-202327,UTA,21.0,1,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.57142857142857,,21.0,,21.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2019,2018-19,False
1626220-1627777-1628378-1628960-203109,1610612762,"Royce O'Neale, Georges Niang, Donovan Mitchell, Grayson Allen, Jae Crowder","O'Neale, Niang, Mitchell, Allen, Crowder",1626220-1627777-1628378-1628960-203109,UTA,35.0,1,1.0,-1.0,1.0,2.0,3.0,,,,,,,1.0,,,,,,,,,,,1.0,,,,,0.5,,,,,123.42857142857142,10.0,12.5,10.0,12.5,,,,,,,,,,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2019,2018-19,False
1626220-1627777-1628378-1628960-203497,1610612762,"Royce O'Neale, Georges Niang, Donovan Mitchell, Grayson Allen, Rudy Gobert","O'Neale, Niang, Mitchell, Allen, Gobert",1626220-1627777-1628378-1628960-203497,UTA,320.0,4,5.0,-7.0,12.0,12.0,24.0,,,2.0,2.0,4.0,4.0,8.0,,2.0,,,,,1.0,4.0,5.0,3.0,6.0,,,0.5,0.25,0.4,0.5,1.0,0.8,1.0,108.0,13.666666666666666,13.0,12.666666666666666,13.0,,,,,0.25,0.5,0.4981125,10.55,24.075,,,4.0,15.0,,,2.0,4.0,,,,,,,,2.0,2.0,3.0,1.0,2.0,2.0,2.0,4.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,0.75,0.25,0.16666666666666666,0.5,1.0,1.0,0.375,0.6666666666666666,0.6666666666666666,0.125,0.25,0.2,0.3333333333333333,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2019,2018-19,False
1626220-1627777-1628378-200757-203497,1610612762,"Royce O'Neale, Georges Niang, Donovan Mitchell, Thabo Sefolosha, Rudy Gobert","O'Neale, Niang, Mitchell, Sefolosha, Gobert",1626220-1627777-1628378-200757-203497,UTA,1167.0,4,19.0,15.0,41.0,37.0,78.0,5.0,8.0,10.0,8.0,13.0,14.0,48.0,4.0,10.0,2.0,5.0,2.0,13.0,7.0,14.0,18.0,8.0,43.0,0.25,0.3333333333333333,0.6153846153846154,0.5740740740740741,0.631578947368421,0.5185185185185185,0.875,0.6666666666666666,0.8571428571428571,96.24678663239075,13.658536585365853,16.405405405405407,13.170731707317072,15.216216216216216,0.2962962962962963,0.625,0.7142857142857143,0.4,0.37037037037037035,0.8148148148148148,0.513774074074074,3.3461538461538463,25.599999999999998,3.0,14.0,17.0,33.0,9.0,13.0,14.0,23.0,3.0,13.0,14.0,2.0,0.5,0.2708333333333333,0.34146341463414637,3.0,3.0,5.0,,4.0,1.0,5.0,12.0,1.0,7.0,4.0,4.0,2.0,2.0,7.0,,3.0,,9.0,0.625,0.5714285714285714,0.5384615384615384,0.1111111111111111,0.21428571428571427,,0.5555555555555556,,0.18518518518518517,0.6,0.6,,0.14814814814814814,0.2571428571428571,0.42857142857142855,0.10416666666666667,2.0,2.0,1.0,2.0,1.0,1.0,4.0,1.0,2.0,5.0,2.0,2.0,1.0,2.0,4.0,3.0,9.0,6.0,4.0,4.0,1.0,3.0,2.0,1.0,2.0,1.0,3.0,2.0,1.0,3.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,0.6,0.35714285714285715,0.35714285714285715,1.0,0.5,0.6666666666666666,0.2857142857142857,0.07692307692307693,0.125,1.0,0.4,0.6666666666666666,0.16666666666666666,0.5,1.0,0.25,0.25,1.0,0.4,0.4,0.5,0.6666666666666666,1.0,0.3333333333333333,0.2857142857142857,0.5,0.14285714285714285,0.2857142857142857,0.4,0.529575,0.4800857142857143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2019,2018-19,False
1626220-1627777-1628378-201937-202324,1610612762,"Royce O'Neale, Georges Niang, Donovan Mitchell, Ricky Rubio, Derrick Favors","O'Neale, Niang, Mitchell, Rubio, Favors",1626220-1627777-1628378-201937-202324,UTA,91.0,1,2.0,5.0,3.0,2.0,5.0,2.0,2.0,1.0,2.0,2.0,2.0,7.0,2.0,1.0,1.0,2.0,1.0,5.0,,1.0,2.0,,4.0,0.5,0.5,1.0,0.875,0.875,0.5,,1.0,,79.12087912087912,14.333333333333334,24.0,14.0,24.0,0.5,1.0,1.0,0.5,0.25,1.0,0.6082375,1.1,23.9,,,,2.0,,,,,,,,,,,,1.0,,,,1.0,,3.0,2.0,1.0,1.0,1.0,,,,,,,,,1.5,,1.0,1.0,1.0,1.0,,1.0,,,,,0.25,,,0.42857142857142855,,,,,,,1.0,1.0,,1.0,,,1.0,,,,3.0,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,1.0,0.5,0.5,,,1.5,,,,,,,,,,,,,1.0,1.0,1.0,,,1.0,,,,,1.0,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2019,2018-19,False
1626220-1627777-1628378-201937-203497,1610612762,"Royce O'Neale, Georges Niang, Donovan Mitchell, Ricky Rubio, Rudy Gobert","O'Neale, Niang, Mitchell, Rubio, Gobert",1626220-1627777-1628378-201937-203497,UTA,1134.0,11,19.0,13.0,44.0,40.0,84.0,10.0,15.0,7.0,13.0,29.0,8.0,41.0,14.0,7.0,7.0,9.0,6.0,20.0,12.0,21.0,27.0,9.0,37.0,0.5384615384615384,0.6363636363636364,0.4482758620689655,0.47297297297297297,0.5125,0.21621621621621623,1.0,0.875,1.0,106.66666666666667,13.0,14.05,12.363636363636363,13.9,0.40540540540540543,0.6666666666666666,0.7692307692307693,0.6,0.1891891891891892,0.6216216216216216,0.48944459459459455,6.368965517241379,25.0,5.0,6.0,6.0,28.0,2.0,7.0,8.0,7.0,1.0,7.0,6.0,,0.5,0.17073170731707318,0.13636363636363635,4.0,2.0,11.0,3.0,1.0,,4.0,12.0,1.0,9.0,6.0,3.0,,3.0,11.0,1.0,4.0,1.0,3.0,0.4,0.2727272727272727,0.75,0.2,0.2857142857142857,,0.8,0.6666666666666666,0.2972972972972973,0.18181818181818182,0.25,0.08108108108108109,0.02702702702702703,0.07692307692307693,0.0967741935483871,0.0975609756097561,2.0,4.0,1.0,1.0,1.0,,2.0,,2.0,3.0,2.0,5.0,,1.0,4.0,2.0,6.0,3.0,4.0,2.0,5.0,2.0,1.0,1.0,5.0,,4.0,3.0,1.0,8.0,2.0,,1.0,1.0,1.0,2.0,1.0,1.0,2.0,,0.6666666666666666,0.375,0.375,0.4,0.25,0.4,0.4166666666666667,0.1724137931034483,0.13333333333333333,,0.3125,0.6,0.2,0.75,1.0,1.0,1.0,1.0,0.2857142857142857,0.2857142857142857,0.5,0.8,0.5,,0.16666666666666666,1.0,,0.3333333333333333,0.2857142857142857,0.53055,0.4634416666666667,,,,,,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,0.5,0.2727272727272727,0.2222222222222222,0.0625,0.5,0.3333333333333333,0.3333333333333333,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2019,2018-19,False
1626220-1627777-1628378-202324-202692,1610612762,"Royce O'Neale, Georges Niang, Donovan Mitchell, Derrick Favors, Alec Burks","O'Neale, Niang, Mitchell, Favors, Burks",1626220-1627777-1628378-202324-202692,UTA,201.0,1,3.0,-6.0,6.0,7.0,13.0,3.0,5.0,1.0,3.0,7.0,1.0,9.0,,1.0,,1.0,,3.0,,1.0,3.0,1.0,5.0,,,0.42857142857142855,0.5625,0.5625,0.125,,1.0,,93.13432835820895,18.5,12.857142857142858,18.5,12.857142857142858,0.625,0.6,0.75,,0.125,0.75,0.50866875,4.171428571428572,25.1,,,,15.0,,,,,,,,,,,,2.0,,2.0,,,,4.0,6.0,,1.0,2.0,,,,,,1.0,,,1.0,,1.0,,0.5,,1.0,,0.25,,,,,,,0.4444444444444444,2.0,2.0,,,,,1.0,,,1.0,2.0,2.0,,,,,3.0,,4.0,1.0,1.0,1.0,1.0,,2.0,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,1.0,,0.14285714285714285,0.2,,0.5,0.5,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,1.0,0.60235,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2019,2018-19,False
1626220-1627777-1628378-202324-203109,1610612762,"Royce O'Neale, Georges Niang, Donovan Mitchell, Derrick Favors, Jae Crowder","O'Neale, Niang, Mitchell, Favors, Crowder",1626220-1627777-1628378-202324-203109,UTA,74.0,1,1.0,,2.0,3.0,5.0,,1.0,,1.0,2.0,,2.0,,,,,,,,2.0,2.0,1.0,2.0,,,0.5,0.5,0.5,,,1.0,,97.29729729729729,15.0,14.666666666666666,15.0,14.666666666666666,0.5,,,,,0.5,0.46895,3.15,,,2.0,,2.0,,2.0,,,,2.0,2.0,,0.5,1.0,1.0,,1.0,1.0,,,,,2.0,,2.0,,,,,,,,,,,,1.0,,,,1.0,1.0,0.5,1.0,1.0,,,,,,,,,1.0,,,,,,,,,,1.0,2.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,0.5,,0.5,0.5,1.0,,,,,,,,,,,,,,,,0.5,,,,,,0.46895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2019,2018-19,False
1626220-1627777-1628378-202324-203497,1610612762,"Royce O'Neale, Georges Niang, Donovan Mitchell, Derrick Favors, Rudy Gobert","O'Neale, Niang, Mitchell, Favors, Gobert",1626220-1627777-1628378-202324-203497,UTA,101.0,1,2.0,2.0,4.0,4.0,8.0,1.0,1.0,,1.0,1.0,3.0,3.0,2.0,,1.0,1.0,1.0,2.0,,3.0,4.0,1.0,1.0,1.0,1.0,1.0,0.25,0.3,0.75,,1.0,,114.05940594059406,11.0,14.25,9.25,14.25,0.25,1.0,1.0,1.0,,1.0,0.54945,3.5,23.433333333333334,2.0,4.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,3.0,4.0,1.0,0.3,1.0,1.0,1.0,,,,3.0,,2.0,,1.0,3.0,1.0,,,,,,1.0,,,1.0,,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.0,,,,,0.75,,,0.6666666666666666,1.0,1.0,1.0,1.0,,3.0,,,,,1.0,1.0,,1.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,0.25,,,,,,,1.0,,,,,,,,1.0,1.0,,0.25,1.0,0.75,,,0.3846,0.54945,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2019,2018-19,False
