EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,TotalPoss,AtRimFGA,Arc3FGA,FG2A,FG3A,OpponentPoints,NonHeaveArc3FGA,Fg2aBlocked,DefTwoPtRebounds,DefRebounds,Rebounds,FG3APct,FG2APctBlocked,AtRimPctBlocked,DefTwoPtReboundPct,DefFGReboundPct,DefShortMidRangeReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,Arc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,AtRimFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,SecondChanceArc3FGA,FG2M,FtPoints,Points,SecondChanceFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,TwoPtAssists,Assists,AtRimAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,FTDefRebounds,OffRebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,ShootingFouls,Fouls,Loose Ball Fouls,FoulsDrawn,FTA,ThreePtShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,TsPct,PenaltyTsPct,LiveBallTurnoverPct,DefFTReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,SecondChanceArc3Frequency,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,PenaltyPointsPct,PenaltyOffPossPct,TwoPtShootingFoulsDrawn,TwoPtShootingFoulsDrawnPct,PenaltyArc3FGA,PenaltyFG3A,OffThreePtRebounds,PenaltyTurnovers,Technical Free Throw Trips,OffThreePtReboundPct,OffArc3ReboundPct,DefCorner3ReboundPct,PenaltyArc3Frequency,PenaltyShotQualityAvg,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,Arc3FGM,PenaltyArc3FGM,FG3M,SecondChanceFG2A,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PtsAssisted3s,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,OffAtRimReboundPct,DefAtRimReboundPct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceAtRimFGM,ShortMidRangeFGM,Corner3FGM,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceFG2M,SecondChanceFtPoints,SecondChancePoints,PtsPutbacks,Corner3Assists,ShortMidRangeAssists,LongMidRangeAssists,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,Travels,SecondChanceTurnovers,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,OffLongMidRangeReboundPct,DefLongMidRangeReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,SecondChancePointsPct,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,ShortMidRangePctBlocked,BlocksRecoveredPct,Offensive Fouls,Blocked3s,BlockedArc3,3pt And 1 Free Throw Trips,Defensive 3 Seconds Violations,PtsUnassisted3s,Charge Fouls,Charge Fouls Drawn,Loose Ball Fouls Drawn,DefensiveGoaltends,LongMidRangePctBlocked,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,OffCorner3ReboundPct,SecondChanceAtRimPctAssisted,SecondChanceCorner3FGM,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,FTOffRebounds,OffFTReboundPct,BlockedLongMidRange,BlockedCorner3,3SecondViolations,HeaveAttempts,Arc3PctBlocked,OffensiveGoaltends,Clear Path Fouls,team_id,year,season,team_vs
1626161-1627741-1627746-1627786-1627812,1610612758,"Willie Cauley-Stein, Buddy Hield, Skal Labissiere, Troy Williams, Yogi Ferrell","Cauley-Stein, Hield, Labissiere, Williams, Ferrell",1626161-1627741-1627746-1627786-1627812,SAC,59.0,1,1.0,-5.0,2.0,3.0,5.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,122.03389830508475,16.5,8.666666666666666,16.5,8.666666666666666,0.5,0.5,1.0,0.45135,3.9,25.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612758,2019,2018-19,False
1626161-1627741-1627746-1628368-1628382,1610612758,"Willie Cauley-Stein, Buddy Hield, Skal Labissiere, De'Aaron Fox, Justin Jackson","Cauley-Stein, Hield, Labissiere, Fox, Jackson",1626161-1627741-1627746-1628368-1628382,SAC,337.0,1,6.0,-12.0,13.0,13.0,26.0,2.0,3.0,6.0,4.0,21.0,3.0,,1.0,3.0,4.0,0.4,,,0.5,0.5,0.5,111.0979228486647,13.846153846153847,12.076923076923077,13.0,10.846153846153847,0.2,0.3,0.6,0.514865,9.0,25.575,1.0,12.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,3.0,3.0,9.0,1.0,3.0,3.0,4.0,2.0,2.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,2.0,3.0,1.0,9.0,3.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.5,0.3,0.4090909090909091,1.5,0.6666666666666666,0.5,0.3333333333333333,0.5,0.14285714285714285,0.5,0.5,0.14285714285714285,1.0,1.0,1.0,0.2,0.2,0.5,0.5,0.1,1.0,0.5583,0.09090909090909091,0.2,0.3333333333333333,0.07692307692307693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612758,2019,2018-19,False
1626161-1627741-1627786-1627812-1628382,1610612758,"Willie Cauley-Stein, Buddy Hield, Troy Williams, Yogi Ferrell, Justin Jackson","Cauley-Stein, Hield, Williams, Ferrell, Jackson",1626161-1627741-1627786-1627812-1628382,SAC,62.0,1,1.0,2.0,3.0,2.0,5.0,,1.0,1.0,1.0,2.0,1.0,,1.0,1.0,1.0,0.5,,,1.0,1.0,1.0,116.1290322580645,12.333333333333334,12.5,12.333333333333334,12.5,,0.5,0.5,0.479625,16.7,25.7,,,,,,1.0,1.0,,,1.0,2.0,4.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,1.0,,1.0,2.0,,4.0,,,,,,1.0,0.5,0.6666666666666666,,,,,,,,,,,,,,0.5,1.0,1.0,,,,0.3333333333333333,,,,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612758,2019,2018-19,False
1626161-1627741-1627786-1627812-1628963,1610612758,"Willie Cauley-Stein, Buddy Hield, Troy Williams, Yogi Ferrell, Marvin Bagley III","Cauley-Stein, Hield, Williams, Ferrell, Bagley III",1626161-1627741-1627786-1627812-1628963,SAC,69.0,1,1.0,-1.0,3.0,3.0,6.0,,2.0,,2.0,2.0,2.0,,,2.0,3.0,1.0,,,,1.0,,125.21739130434784,16.333333333333332,6.666666666666667,14.666666666666666,6.666666666666667,,1.0,1.0,0.582825,,24.5,3.0,3.0,1.0,,,,,,1.0,,1.0,1.0,1.0,1.0,1.0,,,,,,,,2.0,,1.0,,,,,2.0,,,,2.0,2.0,,,,,1.0,,1.0,1.0,3.0,,,,,,,,1.0,,,1.0,0.5,,1.0,,,,,,,,,,1.0,,,,1.0,1.0,,,2.0,2.0,1.0,2.0,1.0,0.5,0.5,1.0,1.0,0.582825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612758,2019,2018-19,False
1626161-1627741-1627786-1627812-202357,1610612758,"Willie Cauley-Stein, Buddy Hield, Troy Williams, Yogi Ferrell, Nemanja Bjelica","Cauley-Stein, Hield, Williams, Ferrell, Bjelica",1626161-1627741-1627786-1627812-202357,SAC,270.0,2,4.0,1.0,11.0,11.0,22.0,6.0,3.0,7.0,3.0,12.0,3.0,1.0,1.0,3.0,4.0,0.3,0.14285714285714285,0.16666666666666666,1.0,1.0,,117.33333333333333,14.363636363636363,10.181818181818182,14.272727272727273,10.181818181818182,0.6,0.3,0.9,0.510685,4.0285714285714285,25.266666666666666,5.0,,1.0,2.0,,1.0,1.0,,,3.0,1.0,13.0,,,5.0,4.0,2.0,2.0,4.0,2.0,10.0,1.0,2.0,,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,,2.0,2.0,2.0,,4.0,2.0,,13.0,5.0,5.0,,0.6666666666666666,0.6666666666666666,0.42857142857142855,0.6,0.65,0.8333333333333334,0.5,,0.25,1.0,0.2,,1.0,0.25,0.3333333333333333,0.4,1.0,,0.1,1.0,1.0,,,0.6097,0.2,,0.38461538461538464,0.45454545454545453,2.0,0.2857142857142857,1.0,1.0,,2.0,,,,1.0,0.3333333333333333,0.5350833333333334,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,6.0,2.0,2.0,2.0,1.0,2.0,1.0,0.6666666666666666,1.0,0.6666666666666666,0.5,0.8333333333333334,0.25,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,0.6666666666666666,0.5,1.0,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612758,2019,2018-19,False
1626161-1627741-1627786-1628368-1628382,1610612758,"Willie Cauley-Stein, Buddy Hield, Troy Williams, De'Aaron Fox, Justin Jackson","Cauley-Stein, Hield, Williams, Fox, Jackson",1626161-1627741-1627786-1628368-1628382,SAC,690.0,3,12.0,-2.0,29.0,26.0,55.0,6.0,5.0,16.0,8.0,38.0,5.0,1.0,2.0,7.0,11.0,0.3333333333333333,0.0625,0.16666666666666666,0.3333333333333333,0.6363636363636364,,114.78260869565217,12.275862068965518,12.846153846153847,12.10344827586207,12.423076923076923,0.25,0.20833333333333334,0.5833333333333334,0.50733125,8.48125,24.3,16.0,,4.0,5.0,4.0,2.0,6.0,3.0,,8.0,8.0,36.0,,6.0,20.0,8.0,8.0,4.0,8.0,2.0,20.0,3.0,5.0,,4.0,,1.0,1.0,,2.0,,2.0,3.0,,5.0,1.0,1.0,,8.0,10.0,,31.0,20.0,16.0,,0.5,0.5714285714285714,0.5,0.5833333333333334,0.6428571428571429,0.6666666666666666,0.4,,0.375,1.0,0.3333333333333333,,1.0,,0.8333333333333334,1.0,0.4,0.16666666666666666,0.25,0.3333333333333333,0.3333333333333333,0.125,,0.4186,0.15384615384615385,,0.5555555555555556,0.5517241379310345,4.0,0.2222222222222222,2.0,4.0,1.0,2.0,,0.25,0.3333333333333333,1.0,0.16666666666666666,0.4643333333333333,1.0,1.0,2.0,2.0,1.0,4.0,2.0,4.0,8.0,2.0,12.0,2.0,4.0,2.0,,2.0,1.0,0.5,0.5,0.5,0.5,0.5833333333333334,1.0,0.25,0.4,0.4,1.0,0.5,0.16666666666666666,0.5,0.5,0.4,1.0,1.0,2.0,1.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0.8333333333333334,0.5,1.0,0.25,0.25,1.0,0.5,0.6666666666666666,0.6666666666666666,1.0,1.0,0.16666666666666666,0.5,0.1388888888888889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612758,2019,2018-19,False
1626161-1627741-1627786-1628368-1628963,1610612758,"Willie Cauley-Stein, Buddy Hield, Troy Williams, De'Aaron Fox, Marvin Bagley III","Cauley-Stein, Hield, Williams, Fox, Bagley III",1626161-1627741-1627786-1628368-1628963,SAC,382.0,1,6.0,-5.0,12.0,12.0,24.0,3.0,1.0,9.0,2.0,15.0,1.0,3.0,1.0,4.0,8.0,0.18181818181818182,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,,90.47120418848168,13.75,18.083333333333332,13.166666666666666,16.25,0.2727272727272727,0.09090909090909091,0.45454545454545453,0.44094545454545453,5.944444444444445,24.75,2.0,2.0,2.0,1.0,5.0,1.0,1.0,1.0,,3.0,1.0,10.0,,1.0,1.0,2.0,4.0,1.0,2.0,,5.0,4.0,2.0,1.0,4.0,1.0,,,,2.0,1.0,,2.0,2.0,4.0,2.0,5.0,,3.0,4.0,,9.0,1.0,2.0,,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.4090909090909091,0.38461538461538464,0.1,0.5,0.5,0.6666666666666666,0.6666666666666666,0.5714285714285714,0.5,0.6666666666666666,0.25,0.3333333333333333,0.5,,0.45454545454545453,0.09090909090909091,1.0,1.0,0.09090909090909091,,0.4747,,,0.1,0.16666666666666666,,,,,,,,,,,,0.41313333333333335,1.0,,1.0,,,1.0,2.0,,3.0,,3.0,,1.0,,,,1.0,0.5,,0.5,,,1.0,0.5,,,,0.5,0.3333333333333333,,,,,1.0,1.0,,,,1.0,1.0,,1.0,,1.0,,,1.0,1.0,2.0,2.0,,,0.16666666666666666,,,0.2,0.3333333333333333,,1.0,1.0,1.0,1.0,,,,0.1,2.0,1.0,1.0,2.0,1.0,0.4,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612758,2019,2018-19,False
1626161-1627741-1627786-1628368-202357,1610612758,"Willie Cauley-Stein, Buddy Hield, Troy Williams, De'Aaron Fox, Nemanja Bjelica","Cauley-Stein, Hield, Williams, Fox, Bjelica",1626161-1627741-1627786-1628368-202357,SAC,844.0,5,14.0,3.0,34.0,31.0,65.0,9.0,6.0,18.0,6.0,33.0,6.0,,5.0,11.0,12.0,0.25,,,0.8333333333333334,0.8461538461538461,,110.9004739336493,10.911764705882353,15.258064516129032,10.911764705882353,14.774193548387096,0.375,0.25,0.625,0.5325833333333333,8.444444444444445,26.21666666666667,16.0,17.0,1.0,6.0,2.0,5.0,7.0,,,11.0,11.0,36.0,,8.0,21.0,12.0,10.0,6.0,7.0,3.0,15.0,,6.0,,1.0,,3.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,4.0,,5.0,,9.0,15.0,,34.0,17.0,14.0,2.0,0.5454545454545454,0.6,0.6111111111111112,0.5208333333333334,0.5806451612903226,0.8076923076923077,0.5,,,0.8571428571428571,0.08333333333333333,,0.8571428571428571,,0.6666666666666666,0.6666666666666666,0.5,0.08333333333333333,0.2916666666666667,0.7142857142857143,0.7142857142857143,,,,0.14814814814814814,,0.5833333333333334,0.47058823529411764,4.0,0.19047619047619047,1.0,1.0,1.0,3.0,,0.2,0.2,,0.125,0.52826875,1.0,2.0,3.0,1.0,1.0,1.0,1.0,5.0,7.0,1.0,3.0,1.0,1.0,1.0,,1.0,1.0,0.16666666666666666,1.0,0.16666666666666666,0.7142857142857143,0.8125,,1.0,0.16666666666666666,0.16666666666666666,1.0,1.0,0.375,0.6666666666666666,1.0,0.16666666666666666,1.0,,,,,1.0,,2.0,2.0,,,3.0,,,,,4.0,1.0,1.0,1.0,1.0,,1.0,,,,0.6,,,,1.0,,,0.05555555555555555,,,,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612758,2019,2018-19,False
1626161-1627741-1627786-1628368-202697,1610612758,"Willie Cauley-Stein, Buddy Hield, Troy Williams, De'Aaron Fox, Iman Shumpert","Cauley-Stein, Hield, Williams, Fox, Shumpert",1626161-1627741-1627786-1628368-202697,SAC,237.0,1,4.0,4.0,9.0,8.0,17.0,3.0,2.0,6.0,2.0,8.0,2.0,,1.0,1.0,2.0,0.25,,,0.5,0.3333333333333333,1.0,103.29113924050633,10.88888888888889,17.375,10.88888888888889,14.5,0.375,0.25,0.625,0.5361375,8.016666666666667,25.35,4.0,,1.0,2.0,1.0,2.0,2.0,,,4.0,1.0,12.0,,,2.0,6.0,2.0,3.0,4.0,1.0,9.0,1.0,,,1.0,,1.0,,1.0,1.0,,1.0,1.0,,2.0,,1.0,1.0,2.0,1.0,1.0,10.0,2.0,4.0,,0.75,1.0,0.6666666666666666,0.6875,0.75,0.3333333333333333,0.5,,0.5,,0.3333333333333333,1.0,,,0.6666666666666666,0.6666666666666666,0.5,0.125,0.25,1.0,1.0,,,0.6184,0.125,0.5,0.16666666666666666,0.4444444444444444,,,1.0,1.0,,1.0,,,,,0.3333333333333333,0.59725,1.0,1.0,2.0,1.0,,1.0,1.0,1.0,2.0,,3.0,1.0,1.0,1.0,,,1.0,0.5,,0.5,0.5,0.3333333333333333,,,0.5,0.5,1.0,1.0,0.6666666666666666,0.5,,0.5,1.0,,,,,1.0,,2.0,2.0,,,2.0,1.0,,,,,,1.0,1.0,1.0,,,,,,1.0,,,,1.0,,,0.16666666666666666,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612758,2019,2018-19,False
1626161-1627741-1627786-1628368-203992,1610612758,"Willie Cauley-Stein, Buddy Hield, Troy Williams, De'Aaron Fox, Bogdan Bogdanovic","Cauley-Stein, Hield, Williams, Fox, Bogdanovic",1626161-1627741-1627786-1628368-203992,SAC,83.0,1,1.0,-3.0,3.0,3.0,6.0,1.0,,2.0,,5.0,,,,1.0,1.0,,,,,1.0,,104.09638554216868,9.333333333333334,18.333333333333332,9.333333333333334,18.333333333333332,0.5,,0.5,0.55135,4.65,,3.0,,,1.0,1.0,,,,,1.0,,2.0,,,2.0,2.0,,1.0,1.0,1.0,2.0,,1.0,,,,,,,1.0,,1.0,,,1.0,,,,,,,2.0,2.0,3.0,,1.0,1.0,0.5,0.5,0.5,0.5,1.0,,,1.0,,,1.0,,1.0,1.0,1.0,0.5,,,,,,,,,1.0,1.0,,,,,,1.0,,,,,,0.55135,,1.0,1.0,,,,,1.0,2.0,,,,,,,,,,,,0.5,0.5,,,,,,,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612758,2019,2018-19,False
