EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,ShortMidRangeFGM,ShortMidRangeFGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PtsAssisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,ShortMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,ShootingFouls,Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,FG3APct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,SelfORebPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,Avg2ptShotDistance,Avg3ptShotDistance,AtRimFGA,Steals,LostBallSteals,AtRimFrequency,PenaltyOffPoss,PenaltyAtRimFGA,LongMidRangeFGA,PenaltyArc3FGA,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,Fg2aBlocked,OffThreePtRebounds,DefThreePtRebounds,DeadBallTurnovers,Turnovers,PenaltyTurnovers,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,DefThreePtReboundPct,OffThreePtReboundPct,OffArc3ReboundPct,DefArc3ReboundPct,LongMidRangeFrequency,PenaltyAtRimFrequency,PenaltyArc3Frequency,PenaltyShotQualityAvg,PenaltyPointsPct,PenaltyOffPossPct,AtRimFGM,LongMidRangeFGM,Corner3FGM,Corner3FGA,PtsUnassisted2s,Corner3Assists,AtRimAssists,LongMidRangeAssists,BadPassSteals,2pt And 1 Free Throw Trips,DefensiveGoaltends,OffAtRimReboundPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyArc3FGM,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,PenaltyFG2M,PenaltyFG3M,PtsUnassisted3s,PtsPutbacks,LiveBallTurnovers,LostBallTurnovers,BlockedAtRim,RecoveredBlocks,PenaltyFg3Pct,SecondChanceFg2Pct,PenaltyFg2Pct,PenaltyEfgPct,ShortMidRangePctBlocked,LiveBallTurnoverPct,OffLongMidRangeReboundPct,DefLongMidRangeReboundPct,BlocksRecoveredPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimAccuracy,PenaltyArc3Accuracy,FTDefRebounds,BadPassTurnovers,LostBallOutOfBoundsTurnovers,Loose Ball Fouls,DefFTReboundPct,SecondChanceTurnovers,Charge Fouls,OffCorner3ReboundPct,SecondChanceCorner3FGM,SecondChanceCorner3FGA,Travels,Offensive Fouls,DefCorner3ReboundPct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3FGA,Clear Path Fouls,Charge Fouls Drawn,PenaltyCorner3Frequency,PenaltyCorner3FGM,Fg3aBlocked,Loose Ball Fouls Drawn,NonShootingPenaltyNonTakeFouls,FG3APctBlocked,Corner3PctBlocked,PenaltyCorner3Accuracy,SecondChanceAtRimPctAssisted,HeaveAttempts,FTOffRebounds,Arc3PctBlocked,OffFTReboundPct,Defensive 3 Seconds Violations,Offensive Fouls Drawn,StepOutOfBoundsTurnovers,BadPassOutOfBoundsTurnovers,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Technical Free Throw Trips,Blocked3s,BlockedArc3,3pt And 1 Free Throw Trips,3SecondViolations,LongMidRangePctBlocked,BlockedCorner3,BlockedLongMidRange,OffensiveGoaltends,team_id,year,season,team_vs
1626154-1626179-1627759-1628400-1629057,1610612738,"RJ Hunter, Terry Rozier, Jaylen Brown, Semi Ojeleye, Robert Williams III","Hunter, Rozier, Brown, Ojeleye, Williams III",1626154-1626179-1627759-1628400-1629057,BOS,128.0,1,2.0,6.0,4.0,4.0,4.0,1.0,8.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,9.0,3.0,1.0,1.0,3.0,2.0,6.0,2.0,2.0,1.0,2.0,3.0,2.0,1.0,8.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.5,0.9,1.5,0.5,0.6,1.0,0.6,1.0,1.0,1.0,0.5,1.0,90.0,13.5,18.5,12.5,15.0,0.5,0.5,0.5,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.4842625,0.56415,0.2,0.3333333333333333,0.3333333333333333,9.35,25.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2019,2018-19,False
1626154-1627759-1628400-1629057-202954,1610612738,"RJ Hunter, Jaylen Brown, Semi Ojeleye, Robert Williams III, Brad Wanamaker","Hunter, Brown, Ojeleye, Williams III, Wanamaker",1626154-1627759-1628400-1629057-202954,BOS,33.0,1,1.0,,1.0,1.0,1.0,,2.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.27272727272727,8.0,25.0,8.0,22.0,,,,,,,,,,,,1.0,,0.6688,,,,,1.6,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2019,2018-19,False
1626154-1627824-1628400-1628408-202954,1610612738,"RJ Hunter, Guerschon Yabusele, Semi Ojeleye, PJ Dozier, Brad Wanamaker","Hunter, Yabusele, Ojeleye, Dozier, Wanamaker",1626154-1627824-1628400-1628408-202954,BOS,178.0,1,3.0,-1.0,6.0,4.0,2.0,1.0,10.0,,,1.0,2.0,,,,2.0,1.0,2.0,1.0,4.0,5.0,,,,,3.0,2.0,1.0,,1.0,1.0,1.0,,3.0,,,2.0,1.0,3.0,,,,3.0,4.0,1.0,,,,4.0,,,1.0,0.5,,0.5,,0.375,,0.3333333333333333,,0.5,,,1.0,0.3333333333333333,,,,,80.89887640449437,20.666666666666668,13.5,20.0,13.5,,,,,0.5,0.5,0.5,1.0,,,,0.75,0.5,0.3955625,,0.2,0.3333333333333333,,12.35,29.55,1.0,,,0.25,5.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,0.1,0.5,1.0,1.0,1.0,1.0,1.0,0.25,0.3333333333333333,0.3333333333333333,0.3673166666666667,0.25,0.8333333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2019,2018-19,False
1626154-1628400-1628408-1628464-202954,1610612738,"RJ Hunter, Semi Ojeleye, PJ Dozier, Daniel Theis, Brad Wanamaker","Hunter, Ojeleye, Dozier, Theis, Wanamaker",1626154-1628400-1628408-1628464-202954,BOS,362.0,1,6.0,4.0,15.0,13.0,9.0,1.0,28.0,1.0,2.0,2.0,7.0,,1.0,4.0,6.0,3.0,8.0,2.0,19.0,15.0,,1.0,,4.0,9.0,7.0,2.0,2.0,3.0,5.0,2.0,,13.0,1.0,2.0,5.0,1.0,6.0,,1.0,3.0,2.0,3.0,2.0,,,,19.0,0.5,0.5,1.0,0.375,,0.375,0.6666666666666666,0.6071428571428571,,0.6333333333333333,,0.5714285714285714,1.0,0.5,0.8333333333333334,0.14285714285714285,,,1.0,,111.38121546961327,10.8,15.384615384615385,10.6,15.307692307692308,0.14285714285714285,0.5,0.5,,0.5,0.2857142857142857,0.2857142857142857,1.0,1.0,,,0.7857142857142857,0.2857142857142857,0.5272714285714286,0.4866,0.13333333333333333,0.2857142857142857,,6.133333333333333,26.9375,3.0,1.0,,0.21428571428571427,1.0,,1.0,,,,,,,,3.0,,,,,,1.0,,,,,0.75,,,0.75,0.07142857142857142,,,,,0.06666666666666667,2.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.5,1.0,1.0,1.0,0.07142857142857142,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2019,2018-19,False
1626154-1628400-1628408-1629057-202954,1610612738,"RJ Hunter, Semi Ojeleye, PJ Dozier, Robert Williams III, Brad Wanamaker","Hunter, Ojeleye, Dozier, Williams III, Wanamaker",1626154-1628400-1628408-1629057-202954,BOS,840.0,1,14.0,19.0,27.0,28.0,10.0,5.0,55.0,2.0,4.0,3.0,11.0,1.0,2.0,12.0,16.0,3.0,12.0,5.0,38.0,19.0,1.0,2.0,8.0,14.0,6.0,11.0,3.0,7.0,2.0,9.0,2.0,1.0,20.0,3.0,12.0,16.0,6.0,22.0,2.0,3.0,3.0,7.0,8.0,3.0,2.0,,2.0,30.0,0.5833333333333334,0.6363636363636364,0.6666666666666666,0.25,0.5,0.25,0.75,0.5892857142857143,0.7,0.59375,0.6666666666666666,0.42857142857142855,0.6666666666666666,0.75,0.64,0.46153846153846156,1.0,0.5,0.8,0.16666666666666666,94.28571428571429,11.88888888888889,18.535714285714285,11.148148148148149,16.785714285714285,0.14285714285714285,0.5,0.6666666666666666,0.5,0.39285714285714285,0.2727272727272727,0.2727272727272727,0.6666666666666666,0.4,0.5,1.0,0.7142857142857143,0.2727272727272727,0.5504785714285714,0.43465,0.0967741935483871,0.15789473684210525,0.21052631578947367,7.06875,26.65833333333333,8.0,2.0,1.0,0.2857142857142857,6.0,1.0,4.0,3.0,1.0,3.0,3.0,8.0,1.0,3.0,4.0,,1.0,1.0,1.0,8.0,6.0,1.0,0.6666666666666666,0.0625,,0.5714285714285714,0.3333333333333333,0.375,0.6666666666666666,0.14285714285714285,0.25,0.75,0.6400625,0.21052631578947367,0.2222222222222222,7.0,3.0,,1.0,10.0,,4.0,2.0,1.0,,,,0.875,0.875,0.5714285714285714,0.75,0.75,0.6666666666666666,0.03571428571428571,,,,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,1.0,0.3333333333333333,0.6666666666666666,1.0,0.625,0.25,1.0,1.0,0.8,0.5,0.2,1.0,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2019,2018-19,False
1626179-1627759-1627824-1628369-1628400,1610612738,"Terry Rozier, Jaylen Brown, Guerschon Yabusele, Jayson Tatum, Semi Ojeleye","Rozier, Brown, Yabusele, Tatum, Ojeleye",1626179-1627759-1627824-1628369-1628400,BOS,250.0,1,4.0,1.0,7.0,8.0,,,15.0,,2.0,1.0,1.0,,,1.0,4.0,3.0,3.0,,11.0,10.0,,,,2.0,9.0,1.0,1.0,1.0,3.0,4.0,1.0,,11.0,,2.0,4.0,,4.0,,1.0,1.0,2.0,1.0,1.0,,,,11.0,1.0,1.0,1.0,1.0,,1.0,0.25,0.7857142857142857,,0.7857142857142857,,0.42857142857142855,0.6666666666666666,,0.8,,,1.0,0.5,,86.39999999999999,19.142857142857142,14.5,19.142857142857142,14.375,0.2857142857142857,,,,0.14285714285714285,1.0,1.0,1.0,,,,0.5714285714285714,1.0,0.47805714285714285,,0.14285714285714285,0.25,,11.05,24.3,1.0,,,0.14285714285714285,,,1.0,,,,,,1.0,,2.0,,,,,,,,,0.25,,1.0,,,1.0,0.14285714285714285,,,,,,1.0,,2.0,2.0,,2.0,1.0,,,1.0,,,1.0,1.0,1.0,,,,0.2857142857142857,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2019,2018-19,False
1626179-1627759-1627824-1628369-202330,1610612738,"Terry Rozier, Jaylen Brown, Guerschon Yabusele, Jayson Tatum, Gordon Hayward","Rozier, Brown, Yabusele, Tatum, Hayward",1626179-1627759-1627824-1628369-202330,BOS,456.0,2,8.0,-3.0,13.0,12.0,,1.0,25.0,1.0,1.0,2.0,3.0,,1.0,4.0,8.0,3.0,4.0,,17.0,20.0,,1.0,,2.0,9.0,3.0,2.0,1.0,3.0,4.0,2.0,,11.0,1.0,,3.0,1.0,4.0,,3.0,4.0,1.0,,,,,,17.0,0.25,0.25,1.0,0.75,,0.75,0.5,0.7083333333333334,,0.7083333333333334,,0.3333333333333333,,0.25,0.3333333333333333,0.2,,,,,78.94736842105263,17.46153846153846,19.083333333333332,16.846153846153847,18.0,0.08333333333333333,1.0,1.0,,0.25,0.6666666666666666,0.6666666666666666,1.0,1.0,,,0.6666666666666666,0.6666666666666666,0.5089166666666667,0.5886,,,,9.825,24.45,4.0,,,0.3333333333333333,2.0,1.0,3.0,,2.0,,,2.0,1.0,,2.0,1.0,2.0,,,2.0,2.0,,0.5,0.125,0.25,0.5,,,0.5,0.25,0.5,,0.372,0.11764705882352941,0.15384615384615385,1.0,2.0,1.0,1.0,6.0,1.0,1.0,,,,,,0.25,0.3333333333333333,1.0,0.6666666666666666,0.6666666666666666,,0.08333333333333333,1.0,1.0,1.0,,,,,,,,1.0,,,,1.0,,,,,,0.5,0.5,,0.5,1.0,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2019,2018-19,False
1626179-1627759-1627824-1628369-202694,1610612738,"Terry Rozier, Jaylen Brown, Guerschon Yabusele, Jayson Tatum, Marcus Morris","Rozier, Brown, Yabusele, Tatum, Morris",1626179-1627759-1627824-1628369-202694,BOS,459.0,1,8.0,5.0,15.0,15.0,,1.0,30.0,,1.0,3.0,5.0,,,5.0,7.0,4.0,6.0,,22.0,17.0,,,,4.0,12.0,5.0,3.0,2.0,4.0,6.0,3.0,,16.0,1.0,5.0,8.0,1.0,9.0,,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,22.0,0.4,0.4,1.0,0.6666666666666666,,0.6666666666666666,0.7142857142857143,0.8461538461538461,,0.7857142857142857,,0.46153846153846156,0.8333333333333334,0.5,0.875,0.25,,0.5,1.0,,94.11764705882352,13.8,16.8,13.8,16.8,0.07692307692307693,,,,0.38461538461538464,0.6,0.6,1.0,,,,0.7692307692307693,0.6,0.5038692307692307,,0.07142857142857142,0.125,,6.728571428571429,25.28333333333333,4.0,,,0.3076923076923077,,,2.0,,,,,,2.0,,2.0,,2.0,,,,,,,0.2857142857142857,0.25,1.0,,,1.0,0.15384615384615385,,,,,,3.0,2.0,1.0,1.0,6.0,1.0,1.0,1.0,,,,1.0,0.75,1.0,0.3333333333333333,1.0,1.0,0.5,0.07692307692307693,1.0,1.0,1.0,,,,,,,,,,,,2.0,1.0,,1.0,,,,,1.0,1.0,,,1.0,,,,,1.0,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2019,2018-19,False
1626179-1627759-1627824-1628400-1628408,1610612738,"Terry Rozier, Jaylen Brown, Guerschon Yabusele, Semi Ojeleye, PJ Dozier","Rozier, Brown, Yabusele, Ojeleye, Dozier",1626179-1627759-1627824-1628400-1628408,BOS,176.0,1,3.0,-12.0,8.0,8.0,,1.0,16.0,,,,2.0,,,,3.0,,2.0,1.0,1.0,13.0,,,,,,2.0,,,,,,,,1.0,1.0,1.0,1.0,2.0,,,3.0,2.0,4.0,2.0,,,,1.0,,,,,,,,,,0.07142857142857142,,0.4,1.0,0.3333333333333333,0.5,0.2,,,,,130.9090909090909,12.0,10.0,11.625,8.25,,,,,0.4,,,,,,,0.8,,0.48711000000000004,0.3798,0.2857142857142857,0.4,,8.5,27.15,2.0,1.0,,0.4,,,1.0,,,,,,,,,1.0,1.0,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2019,2018-19,False
1626179-1627759-1627824-1628400-1629057,1610612738,"Terry Rozier, Jaylen Brown, Guerschon Yabusele, Semi Ojeleye, Robert Williams III","Rozier, Brown, Yabusele, Ojeleye, Williams III",1626179-1627759-1627824-1628400-1629057,BOS,479.0,1,8.0,-10.0,17.0,18.0,,2.0,35.0,1.0,2.0,2.0,8.0,,1.0,5.0,10.0,2.0,9.0,1.0,17.0,27.0,,1.0,,4.0,6.0,8.0,2.0,2.0,2.0,4.0,2.0,,10.0,,3.0,5.0,2.0,7.0,,3.0,4.0,1.0,2.0,1.0,,,,17.0,0.4,0.4,1.0,0.2222222222222222,,0.2222222222222222,0.5,0.42105263157894735,,0.425,,0.47368421052631576,0.75,,0.8333333333333334,0.16666666666666666,,,1.0,,105.21920668058455,15.0,12.444444444444445,14.529411764705882,12.38888888888889,0.10526315789473684,0.5,0.5,,0.42105263157894735,0.25,0.25,1.0,0.5,,,0.8421052631578947,0.25,0.5716,,0.05,0.09090909090909091,,4.38,25.41111111111111,7.0,1.0,1.0,0.3684210526315789,,,1.0,,,,,,,2.0,2.0,,,,,,,,,,,1.0,0.2857142857142857,0.16666666666666666,1.0,0.05263157894736842,,,,,,3.0,1.0,,1.0,6.0,,2.0,,,,1.0,,0.42857142857142855,0.42857142857142855,0.6666666666666666,1.0,1.0,,0.05263157894736842,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,0.6666666666666666,,0.5,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2019,2018-19,False
