EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,TotalPoss,AtRimFGA,Arc3FGM,Arc3FGA,FG2A,FG3M,FG3A,Points,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,ThreePtAssists,Assists,Arc3Assists,AssistPoints,DefThreePtRebounds,DefRebounds,Rebounds,Fouls,FirstChancePoints,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,EfgPct,TsPct,FG3APct,DefThreePtReboundPct,DefFGReboundPct,DefArc3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPoss,SecondChanceOffPoss,AtRimFGM,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGA,PenaltyArc3FGA,FG2M,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyPoints,PtsUnassisted2s,PtsPutbacks,OffTwoPtRebounds,DefTwoPtRebounds,OffRebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,FoulsDrawn,Offensive Fouls Drawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,PenaltyTsPct,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,BlocksRecoveredPct,AtRimAccuracy,UnblockedAtRimAccuracy,LongMidRangeFrequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,PenaltyOffPossPct,SecondChanceArc3FGA,FtPoints,SecondChanceFG3A,OffThreePtRebounds,Loose Ball Fouls,Offensive Fouls,FTA,TwoPtShootingFoulsDrawn,OffThreePtReboundPct,OffArc3ReboundPct,SecondChanceArc3Frequency,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyDefPoss,PenaltyArc3FGM,PenaltyFG3M,PtsAssisted2s,PtsUnassisted3s,TwoPtAssists,AtRimAssists,FTDefRebounds,Assisted2sPct,NonPutbacksAssisted2sPct,PenaltyFg3Pct,DefFTReboundPct,AtRimPctAssisted,PenaltyArc3Accuracy,SecondChanceFtPoints,PenaltyFtPoints,NonShootingPenaltyNonTakeFouls,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,Fg2aBlocked,LongMidRangeAssists,LostBallSteals,FG2APctBlocked,AtRimPctBlocked,DefLongMidRangeReboundPct,DefCorner3ReboundPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimPctAssisted,LostBallTurnovers,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,Charge Fouls,2pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,BlockedShortMidRange,ThreePtShootingFoulsDrawnPct,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceArc3FGM,SecondChanceFG3M,Corner3Assists,ShortMidRangeAssists,SelfOReb,Charge Fouls Drawn,Loose Ball Fouls Drawn,Technical Free Throw Trips,BlockedLongMidRange,SecondChanceFg3Pct,ShortMidRangePctBlocked,SelfORebPct,ShortMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3FGM,PenaltyCorner3FGA,StepOutOfBoundsTurnovers,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,OffShortMidRangeReboundPct,OffCorner3ReboundPct,team_id,year,season,team_vs
1626167-1627734-1628988-201936-202709,1610612754,"Myles Turner, Domantas Sabonis, Aaron Holiday, Tyreke Evans, Cory Joseph","Turner, Sabonis, Holiday, Evans, Joseph",1626167-1627734-1628988-201936-202709,IND,57.0,1,1.0,3.0,2.0,2.0,4,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,0.75,0.75,0.5,1.0,1.0,1.0,101.05263157894737,13.5,15.0,13.5,15.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,0.537525,2.2,25.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2019,2018-19,False
1626167-1627734-201936-201954-202083,1610612754,"Myles Turner, Domantas Sabonis, Tyreke Evans, Darren Collison, Wesley Matthews","Turner, Sabonis, Evans, Collison, Matthews",1626167-1627734-201936-201954-202083,IND,284.0,2,5.0,-3.0,9.0,11.0,20,7.0,,1.0,8.0,,1.0,4.0,,1.0,,,,,,2.0,4.0,7.0,1.0,2.0,,,,0.2222222222222222,0.2222222222222222,0.1111111111111111,1.0,0.5714285714285714,1.0,101.40845070422534,16.0,12.727272727272727,15.555555555555555,12.272727272727273,0.7777777777777778,0.1111111111111111,,,,0.8888888888888888,,0.6054388888888889,3.0625,25.9,5.0,3.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,7.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,4.0,2.0,3.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,5.0,0.25,0.5,0.5,0.5,0.3333333333333333,0.5,0.3333333333333333,0.3333333333333333,0.4,0.5,0.42857142857142855,0.4,1.0,0.25,1.0,1.0,0.2857142857142857,0.2857142857142857,0.1111111111111111,1.0,0.5,0.6666666666666666,0.5,0.3333333333333333,0.56665,0.6128166666666667,0.5,0.5,0.5555555555555556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2019,2018-19,False
1626167-1627734-201936-201954-202709,1610612754,"Myles Turner, Domantas Sabonis, Tyreke Evans, Darren Collison, Cory Joseph","Turner, Sabonis, Evans, Collison, Joseph",1626167-1627734-201936-201954-202709,IND,201.0,2,3.0,-1.0,7.0,5.0,12,1.0,,3.0,2.0,,3.0,4.0,,3.0,,,,,,3.0,3.0,4.0,3.0,4.0,,,,0.2,0.3333333333333333,0.6,1.0,1.0,1.0,85.97014925373134,19.142857142857142,13.4,16.142857142857142,13.4,0.2,0.6,,,,0.8,,0.53232,9.15,26.833333333333332,2.0,2.0,1.0,,,,,1.0,2.0,1.0,5.0,,,,,1.0,2.0,,2.0,,,,1.0,,,,,,2.0,,2.0,,,1.0,1.0,,,,,,,2.0,0.5,,,,,,,,,,0.25,,,,,,1.0,1.0,0.2,,,,,0.6666666666666666,0.50955,0.50615,,,0.2857142857142857,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.16666666666666666,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2019,2018-19,False
1626167-1627734-201936-201954-202711,1610612754,"Myles Turner, Domantas Sabonis, Tyreke Evans, Darren Collison, Bojan Bogdanovic","Turner, Sabonis, Evans, Collison, Bogdanovic",1626167-1627734-201936-201954-202711,IND,46.0,1,1.0,1.0,4.0,4.0,8,1.0,2.0,3.0,1.0,2.0,3.0,8.0,,3.0,2.0,,1.0,,2.0,,1.0,1.0,4.0,8.0,,0.6666666666666666,0.6666666666666666,1.0,1.0,0.75,,,,250.43478260869563,6.25,5.25,6.25,5.25,0.25,0.75,0.6666666666666666,0.6666666666666666,,1.0,0.6666666666666666,0.53445,0.8,27.7,4.0,,1.0,,,1.0,1.0,,3.0,1.0,7.0,,,,1.0,1.0,3.0,8.0,,,,,,,,,,,,,,,,,,,,,,,8.0,4.0,1.0,,1.0,,1.0,,1.0,,,,,,,,,,1.0,1.0,,,,0.25,1.0,0.75,,0.53445,,1.0,1.0,,,,,,,,,,,,,,4.0,2.0,2.0,2.0,6.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2019,2018-19,False
1626167-1627734-201936-202083-202709,1610612754,"Myles Turner, Domantas Sabonis, Tyreke Evans, Wesley Matthews, Cory Joseph","Turner, Sabonis, Evans, Matthews, Joseph",1626167-1627734-201936-202083-202709,IND,140.0,2,2.0,-6.0,3.0,4.0,7,1.0,,1.0,3.0,,1.0,1.0,,1.0,,,,,,1.0,2.0,4.0,1.0,,,,,,0.1,0.25,1.0,0.5,1.0,72.0,27.666666666666668,14.25,26.333333333333332,14.0,0.25,0.25,,,,0.5,,0.480375,13.9,24.6,2.0,1.0,,,,,,2.0,,,7.0,,,1.0,,2.0,,1.0,,,2.0,,2.0,,,,,,,,,,,,1.0,,,,,,1.0,2.0,,,,,,0.5,0.16666666666666666,,,0.6666666666666666,0.5,1.0,0.5,,,,,,0.5,,,,,,,0.37835,1.0,1.0,0.6666666666666666,,1.0,,,1.0,,2.0,1.0,,,,0.2,0.25,4.0,,,,,,,1.0,,,,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2019,2018-19,False
1626167-1627734-201936-202709-203926,1610612754,"Myles Turner, Domantas Sabonis, Tyreke Evans, Cory Joseph, Doug McDermott","Turner, Sabonis, Evans, Joseph, McDermott",1626167-1627734-201936-202709-203926,IND,447.0,3,7.0,1.0,14.0,15.0,29,7.0,2.0,5.0,10.0,2.0,5.0,17.0,6.0,5.0,2.0,2.0,6.0,2.0,14.0,2.0,6.0,7.0,1.0,13.0,1.0,0.4,0.4,0.5333333333333333,0.53125,0.3333333333333333,0.6666666666666666,0.75,0.5,93.42281879194631,17.714285714285715,13.266666666666667,16.785714285714285,11.8,0.4666666666666667,0.3333333333333333,0.4,0.4,1.0,0.8,0.4,0.5086633333333334,5.38,27.119999999999997,5.0,2.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,5.0,16.0,2.0,2.0,4.0,2.0,4.0,1.0,7.0,2.0,,1.0,4.0,1.0,2.0,,,,,,,,,,,2.0,1.0,,,,,7.0,5.0,0.5,1.0,0.5,1.0,0.7,1.0,0.7,,0.8,0.2,0.125,0.25,,0.6666666666666666,1.0,,0.42857142857142855,0.6,0.06666666666666667,0.5,1.0,0.6,0.3333333333333333,0.2,0.45865,0.46214000000000005,0.23529411764705882,0.4117647058823529,0.35714285714285715,,1.0,,,,,2.0,1.0,,,,0.0625,0.09090909090909091,3.0,1.0,1.0,8.0,,4.0,3.0,,0.8,0.8,1.0,,1.0,1.0,,,,1.0,2.0,1.0,2.0,1.0,2.0,0.2,0.2857142857142857,1.0,1.0,0.13333333333333333,0.5,0.5,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2019,2018-19,False
1626167-1627734-201954-202083-202711,1610612754,"Myles Turner, Domantas Sabonis, Darren Collison, Wesley Matthews, Bojan Bogdanovic","Turner, Sabonis, Collison, Matthews, Bogdanovic",1626167-1627734-201954-202083-202711,IND,299.0,2,5.0,-11.0,9.0,8.0,17,1.0,,,7.0,,,3.0,,,,,,,,,1.0,2.0,3.0,1.0,,,,,0.16666666666666666,,,0.3333333333333333,,81.87290969899665,19.22222222222222,15.75,19.22222222222222,14.125,0.14285714285714285,,,,,0.14285714285714285,,0.4238571428571429,13.62857142857143,,3.0,1.0,,,,,1.0,4.0,,,14.0,,,2.0,,3.0,,2.0,,,1.0,1.0,1.0,,,1.0,,1.0,,,1.0,,,1.0,3.0,1.0,,,,,2.0,3.0,,,,,,1.0,0.25,1.0,0.5,0.14285714285714285,0.14285714285714285,1.0,,,,,,,0.5714285714285714,,,0.3333333333333333,,,,0.4548666666666667,0.6666666666666666,0.6666666666666666,0.3333333333333333,,3.0,,,,,4.0,2.0,,,,0.2222222222222222,0.2222222222222222,,,,,,,,,,,,,,,2.0,2.0,,,2.0,,,,,,,0.5,,0.2857142857142857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2019,2018-19,False
1626167-1627734-201954-202709-202711,1610612754,"Myles Turner, Domantas Sabonis, Darren Collison, Cory Joseph, Bojan Bogdanovic","Turner, Sabonis, Collison, Joseph, Bogdanovic",1626167-1627734-201954-202709-202711,IND,88.0,1,1.0,1.0,3.0,2.0,5,2.0,,,4.0,,,4.0,,,,,1.0,,2.0,,1.0,2.0,1.0,2.0,,,,0.5,0.5,,,1.0,,81.81818181818183,16.0,20.0,15.666666666666666,20.0,0.5,,,,,0.5,,0.487125,9.65,,,1.0,1.0,1.0,1.0,,,2.0,,2.0,3.0,1.0,1.0,2.0,,,,,2.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,0.5,1.0,,1.0,,1.0,,,1.0,0.5,0.5,1.0,,1.0,,,0.5,0.5,0.5,1.0,1.0,,,,0.5635,,0.5,,,,,,,,,,,,,,,,,,,2.0,,1.0,,,0.5,1.0,,,,,,,,,,1.0,,1.0,,,,,,,,,0.5,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2019,2018-19,False
1626167-1627734-202083-202709-202711,1610612754,"Myles Turner, Domantas Sabonis, Wesley Matthews, Cory Joseph, Bojan Bogdanovic","Turner, Sabonis, Matthews, Joseph, Bogdanovic",1626167-1627734-202083-202709-202711,IND,335.0,2,6.0,-4.0,10.0,12.0,22,3.0,1.0,1.0,5.0,1.0,1.0,9.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,4.0,5.0,4.0,7.0,1.0,1.0,1.0,0.4166666666666667,0.5,0.16666666666666666,1.0,1.0,1.0,94.56716417910448,17.2,13.583333333333334,17.1,13.583333333333334,0.5,0.16666666666666666,1.0,1.0,1.0,0.6666666666666666,1.0,0.47541666666666665,6.9,27.7,2.0,1.0,1.0,1.0,1.0,,,1.0,,1.0,13.0,1.0,1.0,2.0,,,,2.0,2.0,2.0,1.0,,1.0,,,2.0,,1.0,1.0,1.0,3.0,,1.0,2.0,4.0,1.0,,,,,2.0,2.0,0.2,1.0,,1.0,,1.0,1.0,0.6666666666666666,,0.25,0.25,,1.0,,,,0.3333333333333333,0.3333333333333333,0.16666666666666666,1.0,1.0,,,,0.4971,,0.2222222222222222,0.2222222222222222,0.2,,4.0,,,1.0,,6.0,2.0,,,,0.25,0.2857142857142857,6.0,,,,,,,1.0,,,,1.0,,,,2.0,1.0,,1.0,,,,,,,,,0.16666666666666666,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2019,2018-19,False
1626167-1628388-201954-202083-202711,1610612754,"Myles Turner, TJ Leaf, Darren Collison, Wesley Matthews, Bojan Bogdanovic","Turner, Leaf, Collison, Matthews, Bogdanovic",1626167-1628388-201954-202083-202711,IND,36.0,1,1.0,,1.0,1.0,2,,,,1.0,,,,,,,,,,,,1.0,1.0,,,,,,,,,,1.0,,80.0,11.0,25.0,11.0,25.0,,,,,,,,0.4253,16.8,,1.0,,,,,,,1.0,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,0.4253,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2019,2018-19,False
