EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,FG2M,FG2A,Points,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsAssisted2s,TwoPtAssists,Assists,AtRimAssists,AssistPoints,DeadBallTurnovers,StepOutOfBoundsTurnovers,Turnovers,PenaltyTurnovers,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,ShortMidRangeFGA,LongMidRangeFGA,Arc3FGA,FG3A,OpponentPoints,NonHeaveArc3FGA,Fg2aBlocked,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,LiveBallTurnovers,LostBallTurnovers,ShootingFouls,Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,BlocksRecoveredPct,ShortMidRangeFrequency,LongMidRangeFrequency,Arc3Frequency,Avg3ptShotDistance,Arc3FGM,FG3M,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,Steals,LostBallSteals,BadPassTurnovers,BlockedAtRim,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,NonHeaveArc3Accuracy,SecondChanceOffPoss,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,LongMidRangeFGM,Corner3FGM,Corner3FGA,PenaltyCorner3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FtPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG3M,PenaltyFG3A,PtsPutbacks,Corner3Assists,ShortMidRangeAssists,LongMidRangeAssists,OffThreePtRebounds,BadPassSteals,LostBallOutOfBoundsTurnovers,SecondChanceTurnovers,Loose Ball Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingPenaltyNonTakeFouls,PenaltyFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,OffThreePtReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefCorner3ReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceFG3M,SecondChanceFG3A,PenaltyFtPoints,BadPassOutOfBoundsTurnovers,SecondChanceFg3Pct,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PtsUnassisted3s,PenaltyCorner3FGM,SecondChanceFtPoints,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,PenaltyCorner3Accuracy,Charge Fouls Drawn,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceArc3FGA,SecondChanceArc3Frequency,OffCorner3ReboundPct,SecondChanceArc3FGM,Charge Fouls,Technical Free Throw Trips,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Travels,3SecondViolations,OffensiveGoaltends,Blocked3s,BlockedArc3,ThreePtShootingFoulsDrawn,LongMidRangePctBlocked,ThreePtShootingFoulsDrawnPct,FTOffRebounds,3pt And 1 Free Throw Trips,BlockedLongMidRange,OffFTReboundPct,BlockedCorner3,DefensiveGoaltends,HeaveAttempts,Defensive 3 Seconds Violations,HeaveMakes,Corner3PctBlocked,Clear Path Fouls,team_id,year,season,team_vs
101133-1626155-1626184-1627758-1628972,1610612764,"Ian Mahinmi, Sam Dekker, Chasson Randle, Ron Baker, Troy Brown Jr.","Mahinmi, Dekker, Randle, Baker, Brown Jr.",101133-1626155-1626184-1627758-1628972,WAS,80.0,1,1.0,4.0,3.0,2.0,3.0,2.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,4.0,4.0,2.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,4.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,90.0,12.0,22.0,12.0,15.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7251,0.7251,1.0,0.6,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612764,2019,2018-19,False
101133-1626155-1626184-1627758-203107,1610612764,"Ian Mahinmi, Sam Dekker, Chasson Randle, Ron Baker, Tomas Satoransky","Mahinmi, Dekker, Randle, Baker, Satoransky",101133-1626155-1626184-1627758-203107,WAS,330.0,1,6.0,-4.0,10.0,11.0,,,21.0,1.0,5.0,,,1.0,8.0,2.0,,,,2.0,1.0,1.0,1.0,2.0,1.0,,2.0,,2.0,,,1.0,1.0,0.125,,0.1111111111111111,,0.1111111111111111,,91.63636363636364,16.4,15.090909090909092,16.4,14.636363636363637,0.5555555555555556,0.2,0.25,1.0,,,0.6666666666666666,0.5105333333333334,,,4.475,,2.0,1.0,1.0,1.0,6.0,1.0,2.0,1.0,2.0,4.0,1.0,7.0,1.0,8.0,1.0,1.0,1.0,2.0,5.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1111111111111111,0.25,0.2,0.5,0.5,1.0,0.8,0.14285714285714285,1.0,0.8571428571428571,0.125,0.25,0.5,1.0,1.0,1.0,0.16666666666666666,1.0,0.2222222222222222,0.1111111111111111,0.1111111111111111,26.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612764,2019,2018-19,False
101133-1626155-1626184-1627758-2772,1610612764,"Ian Mahinmi, Sam Dekker, Chasson Randle, Ron Baker, Trevor Ariza","Mahinmi, Dekker, Randle, Baker, Ariza",101133-1626155-1626184-1627758-2772,WAS,271.0,1,5.0,,8.0,10.0,3.0,6.0,18.0,3.0,4.0,1.0,2.0,3.0,4.0,9.0,1.0,2.0,2.0,4.0,2.0,3.0,2.0,7.0,1.0,,2.0,1.0,9.0,2.0,3.0,0.6666666666666666,0.6666666666666666,0.75,0.5,0.75,0.5,0.75,0.5,95.64575645756457,13.25,16.5,13.25,16.5,0.6666666666666666,0.75,0.75,0.6666666666666666,1.0,0.5,1.0,0.567125,0.49375,0.2222222222222222,2.0,0.375,,,2.0,2.0,9.0,2.0,,,1.0,3.0,,4.0,,4.0,,1.0,,1.0,2.0,,,,,1.0,,1.0,1.0,0.3333333333333333,,,,0.5,,1.0,,1.0,1.0,,,1.0,,1.0,1.0,,1.0,,,0.3333333333333333,26.35,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612764,2019,2018-19,False
101133-1626155-1626184-1628421-1628972,1610612764,"Ian Mahinmi, Sam Dekker, Chasson Randle, Devin Robinson, Troy Brown Jr.","Mahinmi, Dekker, Randle, Robinson, Brown Jr.",101133-1626155-1626184-1628421-1628972,WAS,1373.0,3,23.0,-11.0,48.0,50.0,9.0,7.0,98.0,9.0,24.0,,1.0,15.0,40.0,50.0,,3.0,6.0,14.0,7.0,12.0,5.0,29.0,1.0,,3.0,2.0,46.0,6.0,9.0,0.4666666666666667,0.5384615384615384,0.375,,0.4166666666666667,0.42857142857142855,0.43859649122807015,0.42857142857142855,102.78222869628551,15.270833333333334,12.8,14.875,12.34,0.4444444444444444,0.375,0.42857142857142855,0.5555555555555556,0.14285714285714285,,0.7037037037037037,0.5284185185185185,0.49672857142857146,0.12,6.032500000000001,0.1875,7.0,9.0,12.0,14.0,61.0,12.0,3.0,11.0,10.0,6.0,,16.0,12.0,28.0,,2.0,,5.0,10.0,,11.0,,2.0,,,,,0.25925925925925924,0.075,0.125,,0.6666666666666666,,0.6666666666666666,0.44,0.9090909090909091,0.8,0.35294117647058826,0.4666666666666667,0.4,1.0,1.0,0.8888888888888888,,,0.12962962962962962,0.16666666666666666,0.2222222222222222,25.599999999999998,4.0,5.0,16.0,15.0,4.0,5.0,4.0,4.0,2.0,2.0,,1.0,0.35714285714285715,0.35714285714285715,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,8.0,1.0,9.0,3.0,3.0,1.0,2.0,1.0,2.0,3.0,5.0,2.0,10.0,4.0,2.0,4.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,8.0,2.0,5.0,1.0,0.5,0.2,0.2,0.2,0.1111111111111111,0.5,0.3333333333333333,0.125,1.0,0.42857142857142855,0.42857142857142855,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.037037037037037035,0.5,0.5,1.0,0.9,0.1111111111111111,0.14285714285714285,0.42857142857142855,0.6666666666666666,0.58914,0.08771929824561403,0.11627906976744186,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612764,2019,2018-19,False
101133-1626155-1626184-1628421-201145,1610612764,"Ian Mahinmi, Sam Dekker, Chasson Randle, Devin Robinson, Jeff Green","Mahinmi, Dekker, Randle, Robinson, Green",101133-1626155-1626184-1628421-201145,WAS,720.0,1,12.0,-12.0,21.0,21.0,3.0,7.0,42.0,3.0,9.0,,,3.0,17.0,15.0,,,2.0,4.0,2.0,4.0,2.0,10.0,1.0,,2.0,,8.0,2.0,3.0,0.6666666666666666,1.0,0.17647058823529413,,0.23076923076923078,,0.26785714285714285,0.25,84.0,19.857142857142858,14.428571428571429,17.571428571428573,13.857142857142858,0.34615384615384615,0.3333333333333333,0.42857142857142855,0.6666666666666666,,,0.6923076923076923,0.49180399999999996,0.4734,0.13333333333333333,6.352941176470588,0.14285714285714285,5.0,3.0,8.0,9.0,27.0,8.0,2.0,6.0,3.0,2.0,1.0,6.0,8.0,14.0,1.0,1.0,1.0,3.0,7.0,,2.0,,,2.0,1.0,2.0,1.0,0.34615384615384615,0.11764705882352941,0.2222222222222222,,0.5,1.0,0.5,0.42857142857142855,0.6,0.5555555555555556,0.4,0.6666666666666666,1.0,,0.5,0.6,0.05555555555555555,0.5,0.19230769230769232,0.11538461538461539,0.3076923076923077,27.444444444444443,1.0,2.0,2.0,6.0,1.0,2.0,1.0,,,,1.0,1.0,0.2222222222222222,0.2222222222222222,0.125,0.125,1.0,0.125,7.0,2.0,4.0,,,1.0,1.0,,,3.0,3.0,2.0,7.0,7.0,,3.0,2.0,1.0,,,2.0,,,,,4.0,,2.0,2.0,,0.2857142857142857,0.4375,0.4375,0.3333333333333333,0.2,0.3333333333333333,0.3333333333333333,,,,,,,,0.038461538461538464,1.0,1.0,1.0,0.5,0.5,,1.0,,0.46986666666666665,0.07142857142857142,0.10526315789473684,0.4666666666666667,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,0.125,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612764,2019,2018-19,False
101133-1626155-1626184-1628421-203078,1610612764,"Ian Mahinmi, Sam Dekker, Chasson Randle, Devin Robinson, Bradley Beal","Mahinmi, Dekker, Randle, Robinson, Beal",101133-1626155-1626184-1628421-203078,WAS,191.0,1,3.0,-1.0,8.0,8.0,8.0,1.0,16.0,1.0,1.0,1.0,1.0,2.0,2.0,10.0,2.0,2.0,10.0,2.0,1.0,2.0,1.0,5.0,,,1.0,1.0,8.0,10.0,8.0,0.5,1.0,1.0,1.0,0.625,0.625,0.625,0.625,120.62827225130891,13.625,10.25,13.5,10.25,0.125,1.0,1.0,1.0,0.125,1.0,0.875,0.4892625,0.4892625,1.0,3.75,1.0,1.0,,6.0,6.0,11.0,6.0,,,2.0,1.0,,3.0,1.0,4.0,,1.0,,1.0,1.0,,,,,,,,,0.75,,,,1.0,,1.0,,1.0,1.0,0.25,,,1.0,,1.0,,,0.125,,0.75,27.400000000000002,2.0,2.0,2.0,3.0,2.0,1.0,1.0,,,1.0,,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,0.3333333333333333,1.0,,,1.0,,,,,2.0,6.0,,1.0,1.0,2.0,2.0,6.0,2.0,,,,1.0,,,,,,,,,0.3333333333333333,1.0,1.0,1.0,0.25,,,0.25,,1.0,1.0,,,,,,,,,,,,0.75,0.3333333333333333,,,,0.2,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612764,2019,2018-19,False
101133-1626155-1626184-1628972-203490,1610612764,"Ian Mahinmi, Sam Dekker, Chasson Randle, Troy Brown Jr., Otto Porter Jr.","Mahinmi, Dekker, Randle, Brown Jr., Porter Jr.",101133-1626155-1626184-1628972-203490,WAS,240.0,1,4.0,-1.0,9.0,7.0,4.0,3.0,16.0,1.0,1.0,,,1.0,4.0,11.0,,1.0,8.0,2.0,1.0,3.0,1.0,8.0,,,1.0,,9.0,8.0,4.0,1.0,1.0,0.25,,0.5714285714285714,0.75,0.6111111111111112,0.8,96.0,13.0,17.571428571428573,13.0,15.0,0.14285714285714285,1.0,1.0,1.0,,,0.5714285714285714,0.49628571428571433,0.521975,0.7272727272727273,16.475,0.4444444444444444,,3.0,2.0,3.0,12.0,2.0,,,1.0,1.0,,2.0,1.0,3.0,,1.0,,2.0,2.0,,2.0,,,,,,,0.42857142857142855,,,,1.0,,1.0,,0.25,0.4,0.25,,,1.0,,0.25,,,,0.42857142857142855,0.2857142857142857,25.266666666666666,1.0,2.0,,6.0,1.0,2.0,1.0,,,1.0,,1.0,0.6666666666666666,0.6666666666666666,0.5,1.0,1.0,0.5,1.0,,,,,1.0,1.0,1.0,1.0,2.0,3.0,,,2.0,2.0,3.0,,1.0,,,1.0,,,,,4.0,,2.0,,0.6666666666666666,,,1.0,1.0,,,1.0,,,,,,,,0.14285714285714285,1.0,1.0,1.0,,,0.25,0.5,0.5,,0.2222222222222222,0.3333333333333333,0.18181818181818182,,,,,2.0,,,,,,,,1.0,2.0,1.0,0.3333333333333333,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612764,2019,2018-19,False
101133-1626155-1626184-1628972-203895,1610612764,"Ian Mahinmi, Sam Dekker, Chasson Randle, Troy Brown Jr., Jordan McRae","Mahinmi, Dekker, Randle, Brown Jr., McRae",101133-1626155-1626184-1628972-203895,WAS,355.0,2,6.0,-1.0,14.0,14.0,14.0,11.0,28.0,2.0,3.0,2.0,3.0,3.0,6.0,11.0,3.0,6.0,11.0,4.0,2.0,2.0,1.0,4.0,,,1.0,1.0,9.0,11.0,14.0,0.6666666666666666,0.6666666666666666,0.5,0.5,0.2727272727272727,0.2727272727272727,0.39285714285714285,0.39285714285714285,113.57746478873239,11.0,14.357142857142858,11.0,13.928571428571429,0.2727272727272727,0.6666666666666666,0.6666666666666666,0.5,0.2727272727272727,0.6666666666666666,0.7272727272727273,0.5350954545454546,0.5350954545454546,1.0,5.516666666666667,1.0,2.0,1.0,4.0,5.0,12.0,4.0,1.0,1.0,2.0,3.0,,5.0,1.0,6.0,,1.0,,1.0,2.0,,4.0,1.0,,1.0,1.0,1.0,1.0,0.45454545454545453,0.16666666666666666,,0.5,1.0,,1.0,0.3333333333333333,0.6666666666666666,0.8333333333333334,0.125,1.0,1.0,1.0,,1.0,,1.0,0.18181818181818182,0.09090909090909091,0.36363636363636365,25.82,,,2.0,,,,,1.0,,1.0,,,,,,,,,1.0,,,,1.0,,1.0,1.0,,4.0,5.0,,,2.0,,5.0,,,,1.0,,1.0,,,,6.0,,,1.0,,,,1.0,,,,,0.5,,,,1.0,1.0,1.0,0.09090909090909091,,,,,,0.09090909090909091,0.36363636363636365,,,,,0.18181818181818182,,,,,5.0,,,,,,,,,2.0,,,,,1.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612764,2019,2018-19,False
101133-1626155-1626184-201145-203078,1610612764,"Ian Mahinmi, Sam Dekker, Chasson Randle, Jeff Green, Bradley Beal","Mahinmi, Dekker, Randle, Green, Beal",101133-1626155-1626184-201145-203078,WAS,221.0,2,4.0,,9.0,10.0,5.0,10.0,19.0,1.0,2.0,,1.0,4.0,7.0,10.0,2.0,3.0,6.0,6.0,3.0,3.0,1.0,6.0,,,,,10.0,6.0,5.0,0.75,0.75,0.5714285714285714,0.6666666666666666,0.4444444444444444,0.4,0.5,0.5,123.80090497737557,11.777777777777779,11.5,11.11111111111111,11.5,0.2222222222222222,0.5,1.0,1.0,0.2,,0.4444444444444444,0.4622277777777778,0.47869,0.6,13.028571428571428,0.5555555555555556,1.0,4.0,2.0,2.0,10.0,2.0,1.0,1.0,4.0,,1.0,5.0,1.0,6.0,,,,1.0,3.0,,1.0,,,,,,,0.2222222222222222,0.14285714285714285,0.5,,,1.0,,0.3333333333333333,1.0,1.0,0.2,1.0,,,,1.0,,,0.1111111111111111,0.4444444444444444,0.2222222222222222,27.35,,,2.0,,,,,,,,,,,,,,,,1.0,,,1.0,2.0,,,,,2.0,2.0,,,,,2.0,,,,2.0,,,,,,2.0,,1.0,2.0,,,,,,,,,,1.0,1.0,,0.5,0.5,1.0,,,,,,,,0.4,,0.6147,0.1,0.125,,,,,1.0,2.0,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1610612764,2019,2018-19,False
101133-1626155-1626184-201145-203107,1610612764,"Ian Mahinmi, Sam Dekker, Chasson Randle, Jeff Green, Tomas Satoransky","Mahinmi, Dekker, Randle, Green, Satoransky",101133-1626155-1626184-201145-203107,WAS,519.0,2,9.0,-2.0,17.0,18.0,6.0,4.0,35.0,2.0,3.0,,1.0,4.0,7.0,18.0,,2.0,3.0,4.0,2.0,3.0,2.0,7.0,1.0,,1.0,1.0,18.0,3.0,6.0,0.5,0.5,0.5714285714285714,,0.4375,0.25,0.5,0.25,97.10982658959537,15.470588235294118,14.222222222222221,15.117647058823529,13.666666666666666,0.1875,0.6666666666666666,0.6666666666666666,1.0,0.16666666666666666,,0.75,0.550653125,0.5862333333333333,0.16666666666666666,9.171428571428573,0.35294117647058826,2.0,2.0,6.0,9.0,20.0,6.0,,,3.0,3.0,,6.0,2.0,8.0,,,,2.0,3.0,,3.0,,,1.0,,1.0,1.0,0.5625,,,,,,0.6,,0.75,0.6666666666666666,0.2,,0.5,0.5,1.0,0.75,,1.0,0.125,0.125,0.375,25.233333333333334,1.0,2.0,4.0,3.0,1.0,1.0,,4.0,1.0,,1.0,0.5,0.2222222222222222,0.2222222222222222,0.16666666666666666,0.16666666666666666,,0.16666666666666666,2.0,,1.0,1.0,1.0,1.0,3.0,2.0,,2.0,4.0,,1.0,,1.0,4.0,,1.0,,,2.0,3.0,,,,4.0,,2.0,,0.25,,,,0.2857142857142857,,,0.2,,0.5,0.5,,0.5,0.5,,0.1875,0.3333333333333333,0.3333333333333333,1.0,0.5,,0.3333333333333333,0.3333333333333333,,,0.1111111111111111,0.2222222222222222,,,,,1.0,,1.0,,,,,,3.0,1.0,,,,,0.5,,,,1.0,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,1610612764,2019,2018-19,False
