EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,PlusMinus,OffPoss,PenaltyOffPoss,TotalPoss,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,FG3M,FG3A,Points,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted3s,ThreePtAssists,Assists,Corner3Assists,AssistPoints,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,Pace,SecondsPerPossOff,SecondsExcludingORebsPerPossOff,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg3ptShotDistance,PenaltyOffPossPct,Minutes,DefPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,FG2M,FG2A,FtPoints,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PtsUnassisted2s,DefTwoPtRebounds,DefRebounds,Rebounds,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,Fg2Pct,PenaltyFg2Pct,DefTwoPtReboundPct,DefFGReboundPct,DefLongMidRangeReboundPct,SecondsPerPossDef,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg2ptShotDistance,SecondChanceOffPoss,SecondChanceAtRimFGA,Arc3FGM,Arc3FGA,SecondChanceFG2A,NonHeaveArc3FGA,NonHeaveArc3FGM,Arc3Assists,OffThreePtRebounds,OffRebounds,Fouls,Loose Ball Fouls,OffThreePtReboundPct,OffFGReboundPct,OffArc3ReboundPct,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,NonHeaveArc3Accuracy,PenaltyDefPoss,SecondChanceAtRimFGM,ShortMidRangeFGM,ShortMidRangeFGA,PenaltyArc3FGM,PenaltyArc3FGA,SecondChanceFG2M,SecondChancePoints,PtsAssisted2s,PtsUnassisted3s,Fg2aBlocked,TwoPtAssists,AtRimAssists,OffTwoPtRebounds,DefThreePtRebounds,FTDefRebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,ShootingFouls,Charge Fouls Drawn,Offensive Fouls Drawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,Assisted2sPct,NonPutbacksAssisted2sPct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG2APctBlocked,AtRimPctBlocked,LiveBallTurnoverPct,DefFTReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,SecondChanceAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,LongMidRangeFGA,SecondChanceCorner3FGA,SecondChanceFG3A,Fg3aBlocked,DefensiveGoaltends,FG3APctBlocked,Corner3PctBlocked,OffCorner3ReboundPct,LongMidRangeFrequency,SecondChanceCorner3Frequency,NonShootingPenaltyNonTakeFouls,Loose Ball Fouls Drawn,SecondChanceArc3FGA,Blocked3s,BlockedCorner3,SecondChanceArc3Frequency,2pt And 1 Free Throw Trips,Technical Free Throw Trips,PenaltyTurnovers,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,PtsPutbacks,Charge Fouls,LongMidRangeFGM,LongMidRangeAssists,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceArc3FGM,SecondChanceFG3M,BadPassOutOfBoundsTurnovers,BadPassTurnovers,StepOutOfBoundsTurnovers,Offensive Fouls,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,SecondChanceTurnovers,SecondChanceFtPoints,LongMidRangePctBlocked,OffLongMidRangeReboundPct,SecondChanceAtRimPctAssisted,ShortMidRangeAssists,ShortMidRangePctAssisted,LostBallOutOfBoundsTurnovers,ShortMidRangePctBlocked,BlockedLongMidRange,BlockedArc3,FTOffRebounds,OffFTReboundPct,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,team_id,year,season,team_vs
1626179-1627759-1628369-1628400-202330,1610612738,"Terry Rozier, Jaylen Brown, Jayson Tatum, Semi Ojeleye, Gordon Hayward","Rozier, Brown, Tatum, Ojeleye, Hayward",1626179-1627759-1628369-1628400-202330,BOS,6.0,1,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.5,1.5,1.5,1.5,1.0,240.0,6.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3642,0.3642,1.0,23.7,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2019,2018-19,True
1626179-1627759-1628369-1628464-202330,1610612738,"Terry Rozier, Jaylen Brown, Jayson Tatum, Daniel Theis, Gordon Hayward","Rozier, Brown, Tatum, Theis, Hayward",1626179-1627759-1628369-1628464-202330,BOS,57.0,1,1.0,2.0,2.0,5.0,,,,,,,3.0,,,3.0,,,,,,3.0,3.0,2.0,,,,,1.0,1.0,0.75,0.75,,126.31578947368422,8.0,8.0,,,,,,,1.0,0.5969,0.5969,1.0,,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,13.666666666666666,13.666666666666666,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2019,2018-19,True
1626179-1627759-1628369-1628464-202694,1610612738,"Terry Rozier, Jaylen Brown, Jayson Tatum, Daniel Theis, Marcus Morris","Rozier, Brown, Tatum, Theis, Morris",1626179-1627759-1628369-1628464-202694,BOS,97.0,1,-2.0,3.0,,6.0,,,,,1.0,2.0,3.0,,,,3.0,1.0,1.0,,3.0,3.0,,,1.0,0.5,,0.5,0.375,,0.375,,0.5,89.0721649484536,20.0,19.666666666666668,,,,,,,1.0,0.5583875,,,27.2,,2.0,3.0,,2.0,,,,2.0,,5.0,,,,,,,1.0,,,,,,,,,12.333333333333334,12.333333333333334,0.5,,,,,,,1.3,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,0.5,0.5,0.5,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2019,2018-19,True
1626179-1627759-1628369-201143-202330,1610612738,"Terry Rozier, Jaylen Brown, Jayson Tatum, Al Horford, Gordon Hayward","Rozier, Brown, Tatum, Horford, Hayward",1626179-1627759-1628369-201143-202330,BOS,1039.0,5,13.0,32.0,6.0,66.0,,,,,5.0,14.0,35.0,1.0,3.0,7.0,6.0,2.0,3.0,,8.0,33.0,7.0,6.0,0.4,0.35714285714285715,0.3333333333333333,0.35714285714285715,0.5,0.5,0.5303030303030303,0.5833333333333334,0.5185185185185185,91.4725697786333,14.28125,13.90625,,,,,,,0.8518518518518519,0.51015,0.49615,0.2,26.678571428571427,0.1875,17.0,34.0,5.0,9.0,1.0,1.0,6.0,13.0,8.0,22.0,1.0,2.0,2.0,10.0,8.0,17.0,20.0,10.0,12.0,6.0,0.46153846153846156,0.5,0.6666666666666666,0.7619047619047619,0.6666666666666666,17.11764705882353,16.0,0.3333333333333333,0.5555555555555556,0.7142857142857143,0.2,1.0,0.18181818181818182,0.3157894736842105,4.1692307692307695,1.0,2.0,5.0,14.0,2.0,14.0,5.0,2.0,1.0,3.0,5.0,,0.1111111111111111,0.2,0.1111111111111111,0.5185185185185185,0.35714285714285715,0.35714285714285715,0.4,1.0,0.35714285714285715,2.0,1.0,1.0,4.0,1.0,3.0,1.0,2.0,2.0,9.0,2.0,1.0,1.0,2.0,8.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,3.0,1.0,2.0,3.0,1.0,0.16666666666666666,0.16666666666666666,0.5,0.5,0.5,0.15384615384615385,0.2222222222222222,0.3333333333333333,1.0,0.3333333333333333,0.8888888888888888,0.25,0.5,1.0,0.5,0.8333333333333334,1.0,0.07692307692307693,0.3333333333333333,0.2,0.14814814814814814,0.25,0.25,0.5,0.6,0.3333333333333333,0.3541,0.05714285714285714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2019,2018-19,True
1626179-1627759-1628369-201143-202681,1610612738,"Terry Rozier, Jaylen Brown, Jayson Tatum, Al Horford, Kyrie Irving","Rozier, Brown, Tatum, Horford, Irving",1626179-1627759-1628369-201143-202681,BOS,694.0,4,-23.0,21.0,,44.0,,5.0,,,,14.0,2.0,,,,,,,,,2.0,,,,,,,0.043478260869565216,,0.041666666666666664,,0.6086956521739131,91.29682997118155,16.904761904761905,16.142857142857142,0.21739130434782608,,,,,,0.782608695652174,0.5122826086956522,,,25.37142857142857,,12.0,23.0,1.0,4.0,,,1.0,9.0,,25.0,,,,2.0,7.0,9.0,12.0,3.0,2.0,1.0,0.1111111111111111,,0.7777777777777778,0.6923076923076923,1.0,14.73913043478261,13.73913043478261,0.17391304347826086,0.25,0.25,,,0.041666666666666664,0.1,6.722222222222222,2.0,,,9.0,,9.0,,,2.0,3.0,5.0,1.0,0.14285714285714285,0.13636363636363635,0.1111111111111111,0.391304347826087,,,,,,,,,4.0,,,,,,,,,,1.0,2.0,,,1.0,1.0,,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,0.125,0.5,0.3333333333333333,,0.6666666666666666,,0.5,,,,,0.17391304347826086,,,,,,0.55395,,1.0,3.0,3.0,1.0,1.0,0.07142857142857142,0.2,0.2,0.043478260869565216,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2019,2018-19,True
1626179-1627759-1628369-202330-203382,1610612738,"Terry Rozier, Jaylen Brown, Jayson Tatum, Gordon Hayward, Aron Baynes","Rozier, Brown, Tatum, Hayward, Baynes",1626179-1627759-1628369-202330-203382,BOS,64.0,1,-2.0,2.0,2.0,4.0,,,,,,1.0,,,1.0,,,,,,,,,2.0,,,,,,,,,0.3333333333333333,90.0,12.0,11.0,,,,,,,1.0,0.5168333333333334,0.5168333333333334,,26.8,1.0,1.0,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,,,,1.0,2.0,,,,,,,1.0,,20.0,20.0,0.6666666666666666,,,0.6666666666666666,,,,1.5,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,,,0.3333333333333333,,0.3333333333333333,,,,1.0,,2.0,,,,,1.0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,1.0,0.5,,,,1.0,,,,,,,,,0.3333333333333333,,0.4957,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2019,2018-19,True
1626179-1627759-1628369-202681-203382,1610612738,"Terry Rozier, Jaylen Brown, Jayson Tatum, Kyrie Irving, Aron Baynes","Rozier, Brown, Tatum, Irving, Baynes",1626179-1627759-1628369-202681-203382,BOS,79.0,1,7.0,3.0,,6.0,,,,,1.0,1.0,7.0,,,,3.0,1.0,1.0,,3.0,7.0,,,1.0,1.0,,1.0,1.25,,1.1666666666666667,,0.5,109.36708860759494,8.333333333333334,8.333333333333334,,,,,,,0.5,0.470825,,,27.5,,1.0,3.0,,,,,1.0,1.0,2.0,,,,,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,,1.0,1.0,,18.0,18.0,,,,,,0.3333333333333333,0.5,7.5,,,1.0,1.0,,1.0,1.0,1.0,,,,,,,,0.5,1.0,1.0,1.0,,1.0,,,1.0,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,1.0,,,,,0.5,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2019,2018-19,True
1626179-1627759-1628400-1628464-202330,1610612738,"Terry Rozier, Jaylen Brown, Semi Ojeleye, Daniel Theis, Gordon Hayward","Rozier, Brown, Ojeleye, Theis, Hayward",1626179-1627759-1628400-1628464-202330,BOS,36.0,1,-2.0,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,28.0,28.0,,,,,,,,0.3636,,,,,1.0,1.0,,,,,,1.0,,2.0,,,,,,,,1.0,,,,,,,,8.0,8.0,,,,,,,,13.1,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2019,2018-19,True
1626179-1627759-1628400-1629057-202330,1610612738,"Terry Rozier, Jaylen Brown, Semi Ojeleye, Robert Williams III, Gordon Hayward","Rozier, Brown, Ojeleye, Williams III, Hayward",1626179-1627759-1628400-1629057-202330,BOS,22.0,1,,1.0,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,65.45454545454545,17.0,17.0,,,,,,,1.0,0.50895,,,26.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2019,2018-19,True
1626179-1627759-1628400-201143-202330,1610612738,"Terry Rozier, Jaylen Brown, Semi Ojeleye, Al Horford, Gordon Hayward","Rozier, Brown, Ojeleye, Horford, Hayward",1626179-1627759-1628400-201143-202330,BOS,305.0,2,1.0,11.0,,21.0,,2.0,,,,4.0,7.0,,,,,,1.0,,2.0,7.0,,,,,,,0.2222222222222222,,0.3181818181818182,,0.4444444444444444,99.14754098360656,12.272727272727273,11.363636363636363,0.2222222222222222,,,,,,0.7777777777777778,0.5217777777777778,,,25.625,,5.0,10.0,2.0,3.0,,,2.0,5.0,3.0,6.0,,,,2.0,3.0,6.0,7.0,3.0,4.0,2.0,0.4,,1.0,1.0,1.0,17.0,17.0,0.3333333333333333,0.6666666666666666,1.0,,,0.18181818181818182,0.2857142857142857,8.620000000000001,1.0,1.0,,2.0,1.0,2.0,,,1.0,1.0,2.0,,0.25,0.14285714285714285,0.5,0.2222222222222222,,,,1.0,,,,,,,,,,2.0,,1.0,1.0,1.0,,3.0,,,1.0,,1.0,1.0,,1.0,,1.0,1.0,,,,,,,,0.5,0.5,,,,0.2,0.3333333333333333,1.0,,,1.0,,,,1.0,1.0,,,,0.5,,,,,,,0.4328,,2.0,,,,,,,,0.2222222222222222,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2019,2018-19,True
