EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,NonHeaveArc3FGA,Fg2aBlocked,TwoPtAssists,Assists,ShortMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefRebounds,OffRebounds,Rebounds,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,FoulsDrawn,FTA,NonShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,LiveBallTurnoverPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Arc3Frequency,SecondChanceAtRimFrequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,DefTwoPtRebounds,DefTwoPtReboundPct,DefLongMidRangeReboundPct,LongMidRangeFGA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,LongMidRangeFrequency,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChanceAtRimFGM,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,FG3M,SecondChanceFG2M,SecondChancePoints,PenaltyFG3M,PtsAssisted3s,PtsPutbacks,ThreePtAssists,Corner3Assists,AtRimAssists,FTOffRebounds,Steals,BadPassSteals,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,OffFTReboundPct,OffShortMidRangeReboundPct,DefAtRimReboundPct,AtRimPctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,SecondChancePointsPct,LongMidRangeFGM,Blocked2s,BlockedAtRim,Blocks,ShortMidRangePctBlocked,DefShortMidRangeReboundPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Offensive Fouls,SecondChanceCorner3FGA,SecondChanceFG3A,SecondChanceCorner3Frequency,Arc3FGM,PtsUnassisted3s,NonHeaveArc3FGM,Arc3Accuracy,UnblockedArc3Accuracy,NonHeaveArc3Accuracy,Arc3Assists,BlockedShortMidRange,RecoveredBlocks,BlocksRecoveredPct,Arc3PctAssisted,SecondChanceCorner3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFtPoints,LongMidRangeAssists,FTDefRebounds,SelfOReb,LostBallSteals,LostBallOutOfBoundsTurnovers,Charge Fouls,Loose Ball Fouls Drawn,Blocked3s,BlockedArc3,DefensiveGoaltends,SecondChanceFg3Pct,LongMidRangePctBlocked,DefFTReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,SelfORebPct,LongMidRangePctAssisted,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,PenaltyArc3FGM,StepOutOfBoundsTurnovers,ThreePtShootingFoulsDrawn,PenaltyArc3Accuracy,ThreePtShootingFoulsDrawnPct,Offensive Fouls Drawn,HeaveAttempts,SecondChanceAtRimPctAssisted,Corner3PctBlocked,Charge Fouls Drawn,Technical Free Throw Trips,OffensiveGoaltends,SecondChanceArc3FGM,Defensive 3 Seconds Violations,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,BlockedLongMidRange,BlockedCorner3,3pt And 1 Free Throw Trips,HeaveMakes,team_id,year,season,team_vs
1626181-1626259-1627775-1627832-201975,1610612761,"Norman Powell, Malcolm Miller, Patrick McCaw, Fred VanVleet, Jodie Meeks","Powell, Miller, McCaw, VanVleet, Meeks",1626181-1626259-1627775-1627832-201975,TOR,213.0,1,4.0,-8.0,10.0,9.0,10.0,9.0,2.0,19.0,1.0,3.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,5.0,1.0,2.0,6.0,14.0,1.0,2.0,5.0,1.0,2.0,6.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,3.0,5.0,3.0,1.0,2.0,2.0,1.0,1.0,5.0,2.0,5.0,1.0,2.0,1.0,1.0,2.0,1.0,6.0,6.0,10.0,1.0,1.0,0.5,0.5,0.4,0.4,0.3333333333333333,0.3333333333333333,0.42857142857142855,0.42857142857142855,0.16666666666666666,0.2,0.3333333333333333,0.6,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0.75,1.0,1.0,0.5,1.0,128.45070422535213,12.9,9.333333333333334,12.6,8.88888888888889,0.5,0.3333333333333333,0.5,0.3333333333333333,0.5,0.5,1.0,0.16666666666666666,1.0,0.5,0.3333333333333333,0.16666666666666666,0.6666666666666666,0.554375,0.7304,0.554375,1.0,4.5,25.8,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2019,2018-19,True
1626181-1626259-1627775-201975-203961,1610612761,"Norman Powell, Malcolm Miller, Patrick McCaw, Jodie Meeks, Eric Moreland","Powell, Miller, McCaw, Meeks, Moreland",1626181-1626259-1627775-201975-203961,TOR,87.0,1,1.0,-3.0,4.0,3.0,4.0,,,7.0,1.0,1.0,,1.0,1.0,,1.0,,,1.0,2.0,,,2.0,5.0,,1.0,2.0,,,2.0,,2.0,,,,,,,,,1.0,1.0,,1.0,1.0,,1.0,,,,1.0,,1.0,,,,,,,2.0,2.0,4.0,,,,,0.5,0.5,0.5,0.5,0.5,0.5,,,,1.0,,1.0,,1.0,,,,1.0,,115.86206896551724,14.0,10.333333333333334,14.0,10.333333333333334,0.5,1.0,1.0,0.5,,,,,,0.5,1.0,,0.5,0.3816,,0.3816,1.0,7.85,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2019,2018-19,True
1626181-1626259-1627832-201586-201975,1610612761,"Norman Powell, Malcolm Miller, Fred VanVleet, Serge Ibaka, Jodie Meeks","Powell, Miller, VanVleet, Ibaka, Meeks",1626181-1626259-1627832-201586-201975,TOR,28.0,1,,1.0,1.0,1.0,1.0,1.0,,2.0,,,,,,,,,,,,,1.0,1.0,,,,,,1.0,1.0,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,1.0,2.0,1.0,1.0,1.0,1.0,,1.0,,,,,,,0.5,0.5,,,,,,,,1.0,,,,,,102.85714285714286,9.0,19.0,9.0,19.0,,,,,,,,,,,,,,,,,1.0,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2019,2018-19,True
1626181-1626259-201586-201975-202391,1610612761,"Norman Powell, Malcolm Miller, Serge Ibaka, Jodie Meeks, Jeremy Lin","Powell, Miller, Ibaka, Meeks, Lin",1626181-1626259-201586-201975-202391,TOR,55.0,1,1.0,-1.0,2.0,2.0,2.0,2.0,,4.0,1.0,1.0,,1.0,1.0,,,,,1.0,2.0,,,2.0,3.0,,1.0,2.0,,,2.0,,2.0,,,,,,,,,1.0,1.0,,1.0,1.0,,1.0,,,,1.0,,1.0,,,,1.0,1.0,,2.0,2.0,2.0,,,,,0.5,0.5,0.5,0.5,0.5,0.5,,,,1.0,,1.0,,1.0,,,,1.0,,104.72727272727273,20.0,7.5,20.0,7.5,0.5,1.0,1.0,,,,,,,0.5,1.0,,0.5,0.50135,,0.50135,1.0,10.3,,1.0,,,,1.0,1.0,1.0,0.5,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2019,2018-19,True
1626181-1626259-201975-202391-203961,1610612761,"Norman Powell, Malcolm Miller, Jodie Meeks, Jeremy Lin, Eric Moreland","Powell, Miller, Meeks, Lin, Moreland",1626181-1626259-201975-202391-203961,TOR,243.0,2,4.0,4.0,8.0,8.0,8.0,8.0,2.0,16.0,3.0,4.0,2.0,3.0,4.0,,2.0,3.0,3.0,3.0,6.0,4.0,1.0,10.0,6.0,3.0,3.0,6.0,4.0,1.0,10.0,2.0,4.0,3.0,,1.0,2.0,,5.0,,2.0,1.0,2.0,3.0,5.0,,,,,,,,,,,1.0,,1.0,2.0,1.0,6.0,10.0,8.0,1.0,1.0,0.3333333333333333,0.5,0.5,0.5,0.45,0.45,0.45454545454545453,0.45454545454545453,0.4,,,,0.6666666666666666,0.5,,0.6666666666666666,0.3333333333333333,1.0,,0.5,,94.81481481481482,15.25,15.125,13.25,14.375,0.4,0.75,0.75,0.2,,,,0.3,0.6666666666666666,0.4,0.75,0.3,0.8,0.49311499999999997,0.5215666666666666,0.49311499999999997,1.0,4.7,25.35,1.0,1.0,1.0,,,,,,,,2.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.25,0.25,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.5,1.0,0.3333333333333333,0.1,1.0,1.0,1.0,1.0,0.1,1.0,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2019,2018-19,True
1626181-1627775-1627832-201188-202695,1610612761,"Norman Powell, Patrick McCaw, Fred VanVleet, Marc Gasol, Kawhi Leonard","Powell, McCaw, VanVleet, Gasol, Leonard",1626181-1627775-1627832-201188-202695,TOR,4.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2019,2018-19,True
1626181-1627775-1627832-201586-201975,1610612761,"Norman Powell, Patrick McCaw, Fred VanVleet, Serge Ibaka, Jodie Meeks","Powell, McCaw, VanVleet, Ibaka, Meeks",1626181-1627775-1627832-201586-201975,TOR,280.0,3,5.0,-10.0,7.0,10.0,3.0,2.0,,17.0,,,,,,1.0,4.0,1.0,1.0,2.0,6.0,1.0,1.0,5.0,15.0,,1.0,2.0,1.0,,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,,,,3.0,,3.0,,,,,,,,,,2.0,2.0,,2.0,2.0,,5.0,2.0,3.0,,,0.5,0.5,0.3333333333333333,0.5,0.2857142857142857,0.3333333333333333,0.3125,0.3333333333333333,0.14285714285714285,0.16666666666666666,,,,,,0.6,,,,,,87.42857142857142,20.285714285714285,13.8,20.285714285714285,12.8,,,,0.5714285714285714,0.25,0.3333333333333333,1.0,0.14285714285714285,,,,0.3333333333333333,0.14285714285714285,0.41479285714285713,,0.44471666666666665,0.4,12.116666666666667,26.9,0.42857142857142855,3.0,0.75,1.0,2.0,,1.0,0.2857142857142857,0.125,0.14285714285714285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,0.25,1.0,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2019,2018-19,True
1626181-1627775-1627832-201586-202695,1610612761,"Norman Powell, Patrick McCaw, Fred VanVleet, Serge Ibaka, Kawhi Leonard","Powell, McCaw, VanVleet, Ibaka, Leonard",1626181-1627775-1627832-201586-202695,TOR,13.0,1,,,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,1.0,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,110.76923076923076,13.0,,13.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2019,2018-19,True
1626181-1627775-1627832-201975-203961,1610612761,"Norman Powell, Patrick McCaw, Fred VanVleet, Jodie Meeks, Eric Moreland","Powell, McCaw, VanVleet, Meeks, Moreland",1626181-1627775-1627832-201975-203961,TOR,156.0,2,3.0,2.0,5.0,4.0,2.0,2.0,1.0,9.0,2.0,3.0,,1.0,2.0,,2.0,,,2.0,5.0,1.0,,4.0,2.0,,1.0,2.0,,,2.0,4.0,,,,2.0,2.0,,4.0,,1.0,1.0,2.0,1.0,3.0,,,,,,,,,,,,,,,,4.0,2.0,2.0,,,1.0,1.0,0.4,0.5,0.3333333333333333,0.5,0.3333333333333333,0.5,0.16666666666666666,,,,0.3333333333333333,0.3333333333333333,,0.5,0.25,,,0.3333333333333333,,83.07692307692308,16.4,18.5,15.4,17.75,0.5,0.6666666666666666,0.6666666666666666,0.3333333333333333,,,,,,1.0,0.5,,0.6666666666666666,0.5052666666666666,0.6126,0.51395,0.5,5.779999999999999,22.8,0.4,1.0,1.0,1.0,,,,,,,,,1.0,,,,,,,,,,,2.0,,1.0,1.0,,,,,,,,,0.5,,1.0,0.16666666666666666,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2019,2018-19,True
1626181-1627775-200768-201188-201586,1610612761,"Norman Powell, Patrick McCaw, Kyle Lowry, Marc Gasol, Serge Ibaka","Powell, McCaw, Lowry, Gasol, Ibaka",1626181-1627775-200768-201188-201586,TOR,191.0,1,3.0,,6.0,5.0,,,,11.0,2.0,3.0,,,,,,2.0,,2.0,3.0,2.0,,7.0,7.0,,,,,,,2.0,2.0,2.0,,1.0,1.0,,2.0,,,1.0,1.0,,1.0,1.0,,1.0,,,,1.0,,,,,,2.0,,,7.0,,,,,0.5,0.5,0.6666666666666666,,0.7,,0.7,,0.4,,,1.0,,1.0,,0.5,,,,1.0,,82.93193717277488,17.833333333333332,16.8,17.833333333333332,16.4,0.6,0.6666666666666666,0.6666666666666666,,,,,0.4,,,,,1.0,0.55906,,,,1.5333333333333332,25.7,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,1.0,1.0,,0.5,,0.5,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,1.0,3.0,1.0,0.5,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2019,2018-19,True
