EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,DeadBallTurnovers,Turnovers,ShootingFouls,Fouls,Charge Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffCorner3ReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,ShortMidRangeAssists,Steals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,LiveBallTurnoverPct,OffArc3ReboundPct,ShortMidRangePctAssisted,Fg2aBlocked,LostBallOutOfBoundsTurnovers,NonShootingPenaltyNonTakeFouls,FG2APctBlocked,AtRimPctBlocked,Corner3FGM,Corner3Assists,Loose Ball Fouls,Charge Fouls Drawn,Blocked2s,BlockedAtRim,Blocks,DefAtRimReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,StepOutOfBoundsTurnovers,DefShortMidRangeReboundPct,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PtsUnassisted3s,LongMidRangeAssists,BadPassSteals,BadPassOutOfBoundsTurnovers,PenaltyTurnovers,Offensive Fouls Drawn,BlockedShortMidRange,ShortMidRangePctBlocked,DefCorner3ReboundPct,LongMidRangePctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,PenaltyCorner3Accuracy,Offensive Fouls,Loose Ball Fouls Drawn,LostBallTurnovers,Travels,NonShootingFoulsDrawn,RecoveredBlocks,NonShootingPenaltyNonTakeFoulsDrawn,BlocksRecoveredPct,SecondChanceTurnovers,OffAtRimReboundPct,ThreePtShootingFoulsDrawn,DefensiveGoaltends,ThreePtShootingFoulsDrawnPct,Technical Free Throw Trips,BlockedLongMidRange,OffLongMidRangeReboundPct,SecondChanceCorner3PctAssisted,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,SecondChanceAtRimPctAssisted,Blocked3s,BlockedArc3,Defensive 3 Seconds Violations,BlockedCorner3,3SecondViolations,3pt And 1 Free Throw Trips,OffensiveGoaltends,LongMidRangePctBlocked,HeaveAttempts,Clear Path Fouls,Corner3PctBlocked,team_id,year,season,team_vs
1626167-1627734-1628410-1628988-201936,1610612754,"Myles Turner, Domantas Sabonis, Edmond Sumner, Aaron Holiday, Tyreke Evans","Turner, Sabonis, Sumner, Holiday, Evans",1626167-1627734-1628410-1628988-201936,IND,342.0,2,6.0,12.0,11.0,10.0,3.0,6.0,3.0,21.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,5.0,8.0,2.0,4.0,3.0,19.0,7.0,1.0,1.0,1.0,1.0,2.0,7.0,1.0,2.0,1.0,2.0,2.0,7.0,2.0,8.0,6.0,2.0,3.0,2.0,1.0,2.0,3.0,2.0,1.0,8.0,1.0,1.0,1.0,2.0,2.0,1.0,5.0,3.0,8.0,1.0,1.0,1.0,2.0,3.0,1.0,3.0,5.0,1.0,3.0,12.0,7.0,3.0,0.2,0.25,1.0,0.5,1.0,0.5,0.5,0.625,1.0,0.5,0.6666666666666666,1.25,0.625,0.6785714285714286,1.1666666666666667,0.7,0.3333333333333333,0.5,1.0,0.4,0.3333333333333333,1.0,0.5,0.5714285714285714,0.4,0.5,1.0,0.6666666666666666,1.0,0.2,88.42105263157895,16.727272727272727,15.8,16.545454545454547,13.1,0.16666666666666666,1.0,1.0,0.5,0.3333333333333333,0.5,0.5,0.16666666666666666,0.5,0.5,0.08333333333333333,0.25,0.6666666666666666,0.6666666666666666,1.0,0.5,1.0,0.5,1.0,1.0,0.25,1.0,0.25,0.25,1.0,0.5,0.6666666666666666,0.4895041666666667,0.5466,0.5299625,0.21428571428571427,0.3,0.3684210526315789,0.3684210526315789,9.4,24.55,0.2727272727272727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2019,2018-19,True
1626167-1627734-1628410-1628988-202709,1610612754,"Myles Turner, Domantas Sabonis, Edmond Sumner, Aaron Holiday, Cory Joseph","Turner, Sabonis, Sumner, Holiday, Joseph",1626167-1627734-1628410-1628988-202709,IND,343.0,2,6.0,-1.0,11.0,11.0,3.0,4.0,1.0,22.0,,,,,,,2.0,3.0,,,,,1.0,5.0,,1.0,1.0,3.0,2.0,3.0,1.0,5.0,2.0,9.0,10.0,,,,1.0,1.0,1.0,,,1.0,3.0,1.0,4.0,4.0,,3.0,,5.0,1.0,2.0,1.0,3.0,1.0,,7.0,1.0,,1.0,4.0,1.0,,5.0,2.0,7.0,,,2.0,,1.0,,3.0,4.0,,2.0,8.0,4.0,3.0,1.0,1.0,1.0,0.2,,0.3333333333333333,0.2,0.6666666666666666,,,0.4375,,0.5,0.45,0.25,0.5,0.625,,0.3333333333333333,0.5,,1.0,0.3333333333333333,0.8333333333333334,0.25,,,0.5,1.0,,92.36151603498543,15.454545454545455,15.727272727272727,14.454545454545455,15.181818181818182,,,,,0.375,0.6666666666666666,0.6666666666666666,,,,,0.625,0.2,0.2,1.0,,,1.0,,,,,,1.0,0.3333333333333333,0.625,0.2,0.4466428571428572,0.53145,0.4437,0.2,0.4,0.1111111111111111,0.4444444444444444,9.533333333333333,30.04,0.2727272727272727,2.0,1.0,1.0,2.0,2.0,1.0,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2019,2018-19,True
1626167-1627734-1628410-201936-201954,1610612754,"Myles Turner, Domantas Sabonis, Edmond Sumner, Tyreke Evans, Darren Collison","Turner, Sabonis, Sumner, Evans, Collison",1626167-1627734-1628410-201936-201954,IND,53.0,1,1.0,-3.0,2.0,2.0,,2.0,,4.0,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.67924528301887,18.5,8.0,18.5,8.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,0.6064,,,,,,,1.4,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2019,2018-19,True
1626167-1627734-1628410-201954-202709,1610612754,"Myles Turner, Domantas Sabonis, Edmond Sumner, Darren Collison, Cory Joseph","Turner, Sabonis, Sumner, Collison, Joseph",1626167-1627734-1628410-201954-202709,IND,206.0,2,3.0,3.0,7.0,8.0,,8.0,,15.0,1.0,2.0,,,,,1.0,1.0,,,1.0,,,,,,,,2.0,3.0,1.0,1.0,,7.0,4.0,,,,,,,,,,,,,2.0,2.0,3.0,,,,1.0,1.0,2.0,,1.0,5.0,,,,1.0,1.0,1.0,3.0,,3.0,,,3.0,,1.0,,3.0,4.0,,2.0,7.0,,,0.5,0.5,1.0,1.0,,,1.0,0.6666666666666666,,,0.875,,,0.5833333333333334,,,0.25,1.0,,0.5,,0.5,,0.5,,,,,0.5,,104.85436893203884,13.0,14.375,13.0,13.125,0.5,0.5,1.0,1.0,0.25,1.0,1.0,,,,0.25,,,,,,,,,,,,,,,0.75,,0.5763875,,,0.3333333333333333,0.4,,,2.766666666666667,23.2,,,,,3.0,3.0,1.0,,,1.0,,1.0,0.3333333333333333,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2019,2018-19,True
1626167-1627734-1628410-202709-202711,1610612754,"Myles Turner, Domantas Sabonis, Edmond Sumner, Cory Joseph, Bojan Bogdanovic","Turner, Sabonis, Sumner, Joseph, Bogdanovic",1626167-1627734-1628410-202709-202711,IND,39.0,1,1.0,,1.0,1.0,,,,2.0,1.0,1.0,,,,,,,,,,,,,,,,,1.0,1.0,,,,2.0,2.0,,,,,,,,,,,,,2.0,,,,,,1.0,,1.0,,1.0,2.0,,,,,,,,,,,,,,,,,,,,2.0,,,1.0,1.0,,,,,,1.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,73.84615384615384,17.0,22.0,17.0,22.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,0.7134,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2019,2018-19,True
1626167-1627734-1628988-201936-202709,1610612754,"Myles Turner, Domantas Sabonis, Aaron Holiday, Tyreke Evans, Cory Joseph","Turner, Sabonis, Holiday, Evans, Joseph",1626167-1627734-1628988-201936-202709,IND,157.0,2,3.0,,6.0,6.0,,1.0,,12.0,1.0,2.0,,,,,,,,,1.0,,,1.0,,,,,1.0,2.0,1.0,2.0,2.0,7.0,7.0,,,,,,,,,,,,,2.0,,3.0,,1.0,,1.0,1.0,2.0,,1.0,5.0,,,,,2.0,,2.0,,2.0,,1.0,1.0,,,,1.0,2.0,,1.0,7.0,,,1.0,1.0,1.0,0.5,,,0.5,0.5,,,0.625,,,0.7,,,0.5,,,1.0,,,,1.0,,,,1.0,,,110.06369426751593,12.166666666666666,14.0,12.166666666666666,14.0,0.5,0.5,0.5,1.0,,,,,,,0.25,0.25,,,,,,,,,,,,,,1.0,,0.5149375,,,0.2,0.3333333333333333,,,3.0,24.2,,,1.0,1.0,,,,,,,,,,,1.0,1.0,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2019,2018-19,True
1626167-1627734-1628988-201936-202711,1610612754,"Myles Turner, Domantas Sabonis, Aaron Holiday, Tyreke Evans, Bojan Bogdanovic","Turner, Sabonis, Holiday, Evans, Bogdanovic",1626167-1627734-1628988-201936-202711,IND,83.0,1,1.0,-1.0,2.0,3.0,,,,5.0,,,,,,,,,,1.0,1.0,,,,,,,,,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,2.0,,2.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,1.0,,,,1.0,,,,1.0,,,86.74698795180723,19.0,15.0,19.0,15.0,,,,,,,,0.5,,,0.5,,,,,,,,,,,,,,,0.5,,0.487025,,,,,,,16.4,23.4,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2019,2018-19,True
1626167-1627734-1628988-201936-203926,1610612754,"Myles Turner, Domantas Sabonis, Aaron Holiday, Tyreke Evans, Doug McDermott","Turner, Sabonis, Holiday, Evans, McDermott",1626167-1627734-1628988-201936-203926,IND,521.0,5,9.0,9.0,19.0,19.0,11.0,13.0,2.0,38.0,2.0,2.0,,,1.0,1.0,2.0,3.0,3.0,3.0,4.0,3.0,2.0,6.0,,,1.0,2.0,7.0,8.0,5.0,10.0,,29.0,20.0,,,2.0,2.0,,6.0,4.0,5.0,3.0,5.0,,17.0,12.0,2.0,6.0,,6.0,2.0,6.0,2.0,8.0,1.0,2.0,18.0,2.0,,,2.0,3.0,1.0,6.0,2.0,8.0,2.0,1.0,2.0,4.0,4.0,,1.0,,,,23.0,17.0,11.0,0.8571428571428571,0.8571428571428571,0.4,0.5,1.0,0.6,0.5,0.875,,0.8,0.8055555555555556,1.5,0.85,0.8055555555555556,1.5,0.85,0.5555555555555556,1.0,,0.75,,1.0,0.4,0.8333333333333334,0.3333333333333333,,,1.0,1.0,0.4,105.02879078694818,12.736842105263158,14.68421052631579,12.631578947368421,14.421052631578947,0.1111111111111111,1.0,1.0,1.0,0.16666666666666666,0.6666666666666666,1.0,0.16666666666666666,1.0,1.0,0.2222222222222222,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,,,,,,0.1,1.0,0.3,0.2,0.5,0.6666666666666666,0.3333333333333333,0.5043972222222223,,0.512795,,,0.20689655172413793,0.5862068965517241,9.7875,26.139999999999997,0.5789473684210527,2.0,3.0,2.0,1.0,1.0,0.5,0.5,1.0,1.0,,,0.125,,3.0,1.0,,,1.0,,1.0,1.0,0.75,0.75,0.3333333333333333,,,2.0,2.0,2.0,9.0,2.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,0.6666666666666666,1.0,1.0,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2019,2018-19,True
1626167-1627734-1628988-202709-202711,1610612754,"Myles Turner, Domantas Sabonis, Aaron Holiday, Cory Joseph, Bojan Bogdanovic","Turner, Sabonis, Holiday, Joseph, Bogdanovic",1626167-1627734-1628988-202709-202711,IND,253.0,2,4.0,4.0,9.0,10.0,,3.0,,19.0,,,,,,,2.0,3.0,,1.0,1.0,,1.0,3.0,,,,,2.0,4.0,2.0,4.0,,10.0,6.0,,,,,,,,,,,,,4.0,,3.0,,3.0,1.0,2.0,1.0,3.0,,,7.0,,,,2.0,4.0,,6.0,,6.0,,1.0,1.0,2.0,4.0,,2.0,,,,10.0,,,1.0,1.0,0.5,0.5,,,0.5,0.5,,,0.625,,,0.625,,,0.5,,,1.0,,1.0,,1.0,,,,1.0,1.0,,108.14229249011858,13.11111111111111,13.5,13.11111111111111,13.5,,,,,0.375,0.6666666666666666,0.6666666666666666,0.125,,,0.125,0.375,0.3333333333333333,0.3333333333333333,,,,,,,,,,,,0.5,0.3333333333333333,0.48151875,,,,,,,13.1,24.9,,2.0,,,,,,,1.0,,,,,,1.0,1.0,,1.0,,,,1.0,1.0,1.0,1.0,,1.0,,,,3.0,,,,,,,,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2019,2018-19,True
1626167-1627734-1628988-202709-203506,1610612754,"Myles Turner, Domantas Sabonis, Aaron Holiday, Cory Joseph, Victor Oladipo","Turner, Sabonis, Holiday, Joseph, Oladipo",1626167-1627734-1628988-202709-203506,IND,6.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2019,2018-19,True
