EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,AssistPoints,DefTwoPtRebounds,DefRebounds,Rebounds,Steals,BadPassSteals,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,DefTwoPtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,LongMidRangeAssists,FTDefRebounds,DefFTReboundPct,LongMidRangePctAssisted,PenaltyDefPoss,SecondChanceOffPoss,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PtsPutbacks,Fg2aBlocked,Corner3Assists,ShortMidRangeAssists,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,OffRebounds,SelfOReb,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,Charge Fouls Drawn,2pt And 1 Free Throw Trips,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,OffFTReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,PtsUnassisted3s,LostBallSteals,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Loose Ball Fouls Drawn,OffLongMidRangeReboundPct,HeaveAttempts,LostBallOutOfBoundsTurnovers,Charge Fouls,Offensive Fouls Drawn,3pt And 1 Free Throw Trips,Technical Free Throw Trips,LongMidRangePctBlocked,3SecondViolations,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Defensive 3 Seconds Violations,Fg3aBlocked,StepOutOfBoundsTurnovers,FG3APctBlocked,Arc3PctBlocked,BlockedCorner3,Clear Path Fouls,Corner3PctBlocked,OffensiveGoaltends,team_id,year,season,team_vs
1626170-1626185-1628411-1628505-1628518,1610612753,"Jerian Grant, Jarell Martin, Wes Iwundu, Troy Caupain, Amile Jefferson","Grant, Martin, Iwundu, Caupain, Jefferson",1626170-1626185-1628411-1628505-1628518,ORL,208.0,1,3.0,3.0,8.0,8.0,8.0,16.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,3.0,1.0,2.0,3.0,12.0,9.0,3.0,3.0,1.0,2.0,3.0,12.0,2.0,4.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,2.0,2.0,2.0,1.0,1.0,2.0,4.0,2.0,12.0,12.0,8.0,0.3333333333333333,0.3333333333333333,1.0,0.5,0.5,0.5,1.0,1.0,0.9,0.9,0.8571428571428571,0.8571428571428571,0.4,1.0,0.6666666666666666,1.0,1.0,110.76923076923076,10.875,15.125,10.875,14.875,0.4,1.0,1.0,0.5,0.2,1.0,1.0,0.4,0.5,0.5,1.0,0.4,1.0,0.4,0.5,0.8,0.5,0.51595,0.51595,0.2857142857142857,0.4,1.0,7.366666666666667,25.55,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2019,2018-19,True
1626170-1626185-1628411-1628515-1628964,1610612753,"Jerian Grant, Jarell Martin, Wes Iwundu, Isaiah Briscoe, Mo Bamba","Grant, Martin, Iwundu, Briscoe, Bamba",1626170-1626185-1628411-1628515-1628964,ORL,100.0,2,2.0,,2.0,3.0,,5.0,,1.0,,,1.0,1.0,,,,,1.0,2.0,,,,2.0,2.0,,,,,,,2.0,,,,,1.0,,1.0,,,2.0,1.0,2.0,2.0,,,,,,2.0,,,1.0,1.0,,,,,0.5,,0.5,,0.5,,,0.3333333333333333,0.2,0.5,,72.0,15.5,23.0,15.5,16.666666666666668,0.5,,,,0.5,1.0,1.0,,,,,,,,,0.5,,0.47005,,,,,8.6,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2019,2018-19,True
1626170-1626185-1628411-1628515-203920,1610612753,"Jerian Grant, Jarell Martin, Wes Iwundu, Isaiah Briscoe, Khem Birch","Grant, Martin, Iwundu, Briscoe, Birch",1626170-1626185-1628411-1628515-203920,ORL,2743.0,11,46.0,-3.0,100.0,99.0,58.0,199.0,21.0,31.0,13.0,18.0,4.0,10.0,5.0,25.0,2.0,17.0,30.0,59.0,6.0,32.0,13.0,91.0,94.0,18.0,32.0,3.0,22.0,4.0,49.0,36.0,24.0,18.0,25.0,5.0,18.0,6.0,24.0,5.0,13.0,54.0,26.0,47.0,66.0,7.0,7.0,14.0,20.0,7.0,77.0,49.0,58.0,0.6,0.6206896551724138,1.0,0.1875,0.13636363636363635,0.1875,0.5084745762711864,0.5625,0.42857142857142855,0.4166666666666667,0.4504950495049505,0.4298245614035088,0.3516483516483517,0.7647058823529411,0.8235294117647058,0.42857142857142855,0.8235294117647058,104.46955887714181,15.04,12.515151515151516,13.97,12.202020202020202,0.34065934065934067,0.6774193548387096,0.7241379310344828,0.6190476190476191,0.10989010989010989,0.4,0.4,0.27472527472527475,0.2,0.2,1.0,0.3333333333333333,0.7222222222222222,0.3148148148148148,0.11764705882352941,0.6923076923076923,0.2,0.5047901098901099,0.5041740740740741,0.07216494845360824,0.1076923076923077,0.5384615384615384,6.622033898305085,25.23125,0.58,2.0,5.0,1.0,0.5,60.0,15.0,3.0,8.0,5.0,18.0,1.0,7.0,1.0,1.0,5.0,2.0,4.0,3.0,11.0,2.0,5.0,2.0,14.0,2.0,6.0,1.0,3.0,4.0,14.0,1.0,16.0,19.0,4.0,8.0,1.0,5.0,4.0,3.0,1.0,12.0,1.0,6.0,9.0,19.0,1.0,1.0,1.0,1.0,4.0,6.0,1.0,1.0,2.0,3.0,1.0,7.0,5.0,2.0,5.0,3.0,0.4,0.2727272727272727,0.375,0.4117647058823529,0.1016949152542373,0.06451612903225806,0.2222222222222222,0.6666666666666666,0.5,0.4827586206896552,0.9411764705882353,0.15384615384615385,0.32727272727272727,0.6,0.6153846153846154,0.1,0.3333333333333333,0.9,1.0,0.75,0.08163265306122448,0.7142857142857143,0.1978021978021978,0.2777777777777778,0.35714285714285715,0.6,0.07692307692307693,0.14285714285714285,0.14285714285714285,1.0,0.5,0.375,0.3333333333333333,0.0625,0.25,0.5,1.0,0.09259259259259259,0.2,0.5097923076923077,0.15384615384615385,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2019,2018-19,True
1626170-1626185-1628411-1628518-1628982,1610612753,"Jerian Grant, Jarell Martin, Wes Iwundu, Amile Jefferson, Melvin Frazier Jr.","Grant, Martin, Iwundu, Jefferson, Frazier Jr.",1626170-1626185-1628411-1628518-1628982,ORL,474.0,2,8.0,9.0,19.0,20.0,11.0,39.0,4.0,5.0,2.0,3.0,1.0,3.0,2.0,6.0,2.0,3.0,5.0,8.0,3.0,7.0,5.0,24.0,15.0,2.0,5.0,2.0,3.0,2.0,12.0,8.0,2.0,6.0,6.0,2.0,4.0,2.0,6.0,1.0,3.0,14.0,5.0,10.0,11.0,,,4.0,5.0,3.0,24.0,12.0,11.0,0.8,0.8,0.6666666666666666,0.42857142857142855,0.6666666666666666,0.42857142857142855,0.625,0.4,0.6333333333333333,0.625,0.7058823529411765,0.6666666666666666,0.4666666666666667,0.7142857142857143,0.7142857142857143,1.0,1.0,118.48101265822784,9.842105263157896,14.35,9.736842105263158,13.2,0.3333333333333333,0.8,0.8,0.75,0.2,0.3333333333333333,0.3333333333333333,0.4,0.3333333333333333,0.3333333333333333,0.5,0.375,0.6666666666666666,0.375,0.6666666666666666,0.8,0.3333333333333333,0.56493,0.56486875,0.17647058823529413,0.3,0.5,7.85,26.314285714285713,0.5789473684210527,1.0,,,1.0,20.0,1.0,,,,,1.0,1.0,,,,,1.0,,,,1.0,,,,,1.0,,1.0,,,5.0,1.0,,2.0,1.0,2.0,1.0,,,3.0,,2.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,0.6666666666666666,,,0.7142857142857143,0.25,0.14285714285714285,,,0.25,,0.5,0.6666666666666666,1.0,,,,,,,0.06666666666666667,1.0,1.0,1.0,,,,,1.0,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2019,2018-19,True
1626170-1626185-1628411-1628518-203082,1610612753,"Jerian Grant, Jarell Martin, Wes Iwundu, Amile Jefferson, Terrence Ross","Grant, Martin, Iwundu, Jefferson, Ross",1626170-1626185-1628411-1628518-203082,ORL,135.0,1,2.0,,5.0,5.0,5.0,10.0,1.0,1.0,1.0,1.0,,,1.0,2.0,1.0,2.0,1.0,3.0,1.0,2.0,,5.0,5.0,1.0,3.0,1.0,2.0,,5.0,,2.0,3.0,2.0,1.0,,1.0,1.0,1.0,,3.0,1.0,3.0,4.0,,,,,,3.0,5.0,5.0,,,1.0,0.5,0.5,0.5,0.3333333333333333,0.3333333333333333,0.5,0.5,0.5,0.5,0.4,1.0,1.0,,1.0,106.66666666666667,18.0,9.0,17.8,9.0,0.2,1.0,1.0,,,,,0.4,0.5,0.5,1.0,0.2,1.0,0.4,0.5,0.6,0.5,0.45071000000000006,0.45071000000000006,,,1.0,6.433333333333334,26.4,1.0,,,,,5.0,1.0,1.0,1.0,,2.0,,,,,,,,1.0,1.0,,,,2.0,2.0,1.0,,,,1.0,,2.0,1.0,,,,,1.0,,1.0,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,0.3333333333333333,,0.5,,,0.5,1.0,,0.3333333333333333,,0.5,,,,1.0,1.0,,,0.4,,,,,,,,1.0,1.0,,,,,,,,0.5701,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2019,2018-19,True
1626170-1626185-1628411-1628518-203487,1610612753,"Jerian Grant, Jarell Martin, Wes Iwundu, Amile Jefferson, Michael Carter-Williams","Grant, Martin, Iwundu, Jefferson, Carter-Williams",1626170-1626185-1628411-1628518-203487,ORL,345.0,1,6.0,-8.0,14.0,14.0,14.0,28.0,2.0,4.0,2.0,4.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,6.0,1.0,3.0,4.0,13.0,21.0,3.0,6.0,1.0,3.0,4.0,13.0,2.0,4.0,,2.0,1.0,1.0,,1.0,,,2.0,,3.0,4.0,,,2.0,4.0,,11.0,13.0,14.0,0.3333333333333333,0.5,,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,0.5,0.5,0.5,0.5909090909090909,0.5909090909090909,0.3333333333333333,,0.5,,,116.8695652173913,15.428571428571429,9.214285714285714,15.357142857142858,9.071428571428571,0.4444444444444444,0.5,0.6666666666666666,,0.1111111111111111,1.0,1.0,0.2222222222222222,0.5,0.5,,0.4444444444444444,0.5,0.2222222222222222,0.5,0.7777777777777778,0.5,0.4627444444444444,0.4627444444444444,,,1.0,4.883333333333334,24.566666666666666,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,,1.0,,1.0,,,1.0,,,1.0,1.0,,,,2.0,2.0,1.0,,,,1.0,,2.0,1.0,,2.0,,1.0,1.0,1.0,,3.0,,3.0,4.0,5.0,,1.0,,,2.0,,,,,,,,,,,2.0,,1.0,1.0,1.0,0.16666666666666666,0.25,,0.6666666666666666,,0.3333333333333333,0.6666666666666666,,0.2,0.5,,,,,0.5,1.0,,,0.1111111111111111,,,,0.1111111111111111,,,,1.0,1.0,,,,,,0.1111111111111111,,0.5772,0.15384615384615385,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2019,2018-19,True
1626170-1626185-1628411-1628964-203082,1610612753,"Jerian Grant, Jarell Martin, Wes Iwundu, Mo Bamba, Terrence Ross","Grant, Martin, Iwundu, Bamba, Ross",1626170-1626185-1628411-1628964-203082,ORL,439.0,3,7.0,11.0,14.0,15.0,10.0,29.0,1.0,3.0,,2.0,1.0,1.0,7.0,8.0,5.0,6.0,3.0,6.0,7.0,8.0,2.0,29.0,18.0,1.0,4.0,5.0,6.0,2.0,19.0,4.0,2.0,18.0,8.0,7.0,2.0,6.0,8.0,6.0,1.0,22.0,7.0,7.0,9.0,,,1.0,2.0,,29.0,19.0,10.0,0.6666666666666666,0.6666666666666666,0.8571428571428571,0.875,0.8333333333333334,0.875,0.5,0.25,0.9642857142857143,0.85,0.9666666666666667,0.8636363636363636,0.5714285714285714,0.875,0.875,,1.0,95.125284738041,13.714285714285714,16.466666666666665,12.071428571428571,16.4,0.21428571428571427,0.3333333333333333,0.3333333333333333,1.0,0.07142857142857142,1.0,1.0,0.5714285714285714,0.875,0.875,0.8571428571428571,0.2,,0.6,0.8333333333333334,0.7857142857142857,0.875,0.487925,0.476695,,,0.6551724137931034,6.716666666666666,26.0625,0.7142857142857143,1.0,,,1.0,5.0,2.0,,1.0,1.0,2.0,,,,,,,,,1.0,,,,,,,,,1.0,1.0,,,2.0,,,,,1.0,,,1.0,1.0,1.0,2.0,2.0,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,0.3333333333333333,,1.0,0.5,,1.0,1.0,,0.6666666666666666,,,,,0.14285714285714285,0.5,0.5,,,,,,1.0,,,,,,,,,0.4079,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2019,2018-19,True
1626170-1626185-1628411-202696-203082,1610612753,"Jerian Grant, Jarell Martin, Wes Iwundu, Nikola Vucevic, Terrence Ross","Grant, Martin, Iwundu, Vucevic, Ross",1626170-1626185-1628411-202696-203082,ORL,145.0,1,2.0,3.0,6.0,6.0,3.0,12.0,,1.0,,,,1.0,1.0,2.0,1.0,1.0,,2.0,1.0,2.0,2.0,5.0,2.0,,,1.0,1.0,2.0,5.0,,,3.0,2.0,1.0,,1.0,1.0,1.0,,3.0,3.0,5.0,5.0,,,2.0,2.0,,5.0,5.0,3.0,,,1.0,0.5,1.0,0.5,,,0.375,1.5,0.5,1.25,0.5,1.0,1.0,1.0,,119.17241379310346,13.0,11.166666666666666,13.0,11.166666666666666,0.25,,,,0.25,,,0.5,0.5,0.5,1.0,,,1.0,1.0,0.75,0.5,0.5518375,0.54495,,,1.0,8.8,26.3,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,1.0,,1.0,,,,1.0,,1.0,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,1.0,,,1.0,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2019,2018-19,True
1626170-1626185-1628411-202696-203095,1610612753,"Jerian Grant, Jarell Martin, Wes Iwundu, Nikola Vucevic, Evan Fournier","Grant, Martin, Iwundu, Vucevic, Fournier",1626170-1626185-1628411-202696-203095,ORL,92.0,2,2.0,-1.0,2.0,2.0,,4.0,,,,,,,,1.0,,,,,,1.0,1.0,1.0,2.0,,,,,,,,,,1.0,,,,,,,,,,,,,2.0,2.0,1.0,,,,,,,,,,,,,,0.25,,1.0,,,,,62.60869565217391,22.0,24.0,18.5,17.5,,,,,,,,1.0,,,,,,,,1.0,,0.4938,,0.5,1.0,,,27.5,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2019,2018-19,True
1626170-1626185-1628411-202696-203613,1610612753,"Jerian Grant, Jarell Martin, Wes Iwundu, Nikola Vucevic, Jonathon Simmons","Grant, Martin, Iwundu, Vucevic, Simmons",1626170-1626185-1628411-202696-203613,ORL,106.0,1,2.0,5.0,4.0,4.0,,8.0,1.0,2.0,,,,,2.0,2.0,,,1.0,2.0,2.0,2.0,,8.0,3.0,,,,,,,,2.0,6.0,2.0,2.0,,2.0,2.0,2.0,,6.0,1.0,1.0,1.0,2.0,,,,,8.0,,,,,1.0,1.0,,1.0,0.5,,1.0,,1.0,,0.5,1.0,1.0,,,108.67924528301887,7.75,18.75,7.75,18.75,0.5,0.5,0.5,,,,,0.5,1.0,1.0,1.0,,,,,1.0,1.0,0.6680625,,,,,1.15,25.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2019,2018-19,True
