EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGA,LongMidRangeFGA,Arc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsUnassisted2s,NonHeaveArc3FGA,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,Steals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,Turnovers,PenaltyTurnovers,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Fg2Pct,EfgPct,TsPct,PenaltyTsPct,FG3APct,LiveBallTurnoverPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefShortMidRangeReboundPct,DefCorner3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,LongMidRangeFrequency,Arc3Frequency,PenaltyAtRimFrequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyAtRimFGM,PenaltyFG2M,PtsAssisted2s,TwoPtAssists,Assists,AtRimAssists,AssistPoints,LostBallTurnovers,Loose Ball Fouls Drawn,Technical Free Throw Trips,Blocked2s,BlockedAtRim,Blocks,Assisted2sPct,NonPutbacksAssisted2sPct,PenaltyFg2Pct,PenaltyEfgPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,AtRimPctAssisted,PenaltyAtRimAccuracy,RecoveredBlocks,BlocksRecoveredPct,ShortMidRangeFGA,PenaltyArc3FGA,PenaltyFG3A,ShootingFouls,Fouls,ShortMidRangeFrequency,PenaltyArc3Frequency,SecondChanceOffPoss,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,LongMidRangeFGM,Corner3FGM,Corner3FGA,FG3M,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsAssisted3s,Fg2aBlocked,ThreePtAssists,Corner3Assists,OffThreePtRebounds,OffTwoPtRebounds,FTDefRebounds,OffRebounds,BadPassSteals,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG2APctBlocked,ShortMidRangePctBlocked,DefFTReboundPct,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefArc3ReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,SecondChanceFtPoints,LongMidRangeAssists,Loose Ball Fouls,Offensive Fouls Drawn,AtRimPctBlocked,OffAtRimReboundPct,OffLongMidRangeReboundPct,LongMidRangePctAssisted,Arc3FGM,NonHeaveArc3FGM,Arc3Assists,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,2pt And 1 Free Throw Trips,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,NonHeaveArc3Accuracy,NonShootingPenaltyNonTakeFouls,SecondChanceAtRimPctAssisted,PenaltyCorner3FGA,SecondChanceTurnovers,PenaltyCorner3Frequency,Travels,PenaltyCorner3FGM,PenaltyArc3FGM,PenaltyFG3M,PenaltyFg3Pct,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,PtsPutbacks,Defensive 3 Seconds Violations,SelfOReb,Offensive Fouls,BlockedShortMidRange,LongMidRangePctBlocked,SelfORebPct,SecondChanceCorner3FGA,SecondChanceFG3A,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,ThreePtShootingFoulsDrawn,SecondChanceCorner3Frequency,ThreePtShootingFoulsDrawnPct,PtsUnassisted3s,ShortMidRangeAssists,ShortMidRangePctAssisted,OffCorner3ReboundPct,BlockedLongMidRange,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,FTOffRebounds,SecondChanceFg3Pct,OffFTReboundPct,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,DefensiveGoaltends,HeaveAttempts,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,3SecondViolations,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Blocked3s,BlockedArc3,OffensiveGoaltends,Clear Path Fouls,BlockedCorner3,Corner3PctBlocked,team_id,year,season,team_vs
101124-1802-201151-201949-2436,1610612741,"Hakim Warrick, Brad Miller, Acie Law, James Johnson, Flip Murray","Warrick, Miller, Law, Johnson, Murray",101124-1802-201151-201949-2436,CHI,262.0,2,4.0,-7.0,9.0,9.0,4.0,4.0,18.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,4.0,6.0,13.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,3.0,6.0,3.0,6.0,2.0,4.0,0.3333333333333333,0.25,0.42857142857142855,0.3333333333333333,0.25,1.0,0.5,1.0,0.6666666666666666,1.0,1.0,98.93129770992367,14.0,15.11111111111111,14.0,14.666666666666666,0.5,0.5,0.5,0.25,0.25,0.5,0.75,0.523075,0.4947,0.42857142857142855,0.5,0.3333333333333333,6.133333333333333,24.4,0.4444444444444444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2010,2009-10,False
101124-1802-201151-201949-2550,1610612741,"Hakim Warrick, Brad Miller, Acie Law, James Johnson, Kirk Hinrich","Warrick, Miller, Law, Johnson, Hinrich",101124-1802-201151-201949-2550,CHI,109.0,1,2.0,1.0,3.0,4.0,2.0,,7.0,2.0,2.0,1.0,,,2.0,2.0,,1.0,5.0,4.0,1.0,,2.0,2.0,,,2.0,2.0,2.0,,,1.0,,1.0,1.0,1.0,1.0,,5.0,2.0,2.0,1.0,1.0,1.0,1.0,,1.0,0.6666666666666666,,0.5,,,92.4770642201835,15.333333333333334,15.75,15.333333333333334,14.5,1.0,1.0,1.0,,,1.0,1.0,0.52455,0.5344,,,0.4,,,0.6666666666666666,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,0.5,1.0,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2010,2009-10,False
101124-1802-201151-201959-2436,1610612741,"Hakim Warrick, Brad Miller, Acie Law, Taj Gibson, Flip Murray","Warrick, Miller, Law, Gibson, Murray",101124-1802-201151-201959-2436,CHI,57.0,1,1.0,,2.0,3.0,2.0,3.0,5.0,1.0,1.0,1.0,1.0,,1.0,2.0,,1.0,3.0,3.0,2.0,1.0,3.0,,,,1.0,1.0,1.0,1.0,1.0,,,,,1.0,2.0,1.0,3.0,3.0,2.0,0.5,0.5,0.5,0.5,,,1.0,,1.0,,,126.31578947368422,13.5,10.0,13.5,10.0,0.5,1.0,1.0,0.5,,0.5,0.5,0.5748,0.5748,0.3333333333333333,0.3333333333333333,1.0,8.8,,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,,,,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2010,2009-10,False
101124-1802-201151-201959-2457,1610612741,"Hakim Warrick, Brad Miller, Acie Law, Taj Gibson, Jannero Pargo","Warrick, Miller, Law, Gibson, Pargo",101124-1802-201151-201959-2457,CHI,182.0,1,3.0,-6.0,5.0,5.0,5.0,,10.0,,,,2.0,1.0,,3.0,1.0,,,6.0,3.0,,,,1.0,1.0,1.0,2.0,2.0,,,1.0,,1.0,1.0,,,,,,5.0,,,,,0.25,1.0,1.0,0.3333333333333333,0.5,,0.5,79.12087912087912,14.6,21.8,14.6,15.8,,,,0.5,0.25,,0.25,0.4327125,0.4327125,,,,14.1,26.3,1.0,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,1.0,1.0,1.0,2.0,3.0,0.25,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2010,2009-10,False
101124-1802-201151-2436-2457,1610612741,"Hakim Warrick, Brad Miller, Acie Law, Flip Murray, Jannero Pargo","Warrick, Miller, Law, Murray, Pargo",101124-1802-201151-2436-2457,CHI,457.0,3,8.0,,16.0,15.0,9.0,2.0,31.0,4.0,6.0,4.0,4.0,1.0,6.0,13.0,2.0,4.0,19.0,19.0,7.0,2.0,8.0,6.0,1.0,1.0,2.0,4.0,6.0,1.0,,1.0,1.0,1.0,1.0,3.0,5.0,1.0,17.0,8.0,9.0,0.46153846153846156,0.5,0.5588235294117647,0.5,0.13333333333333333,1.0,1.0,1.0,1.0,1.0,,97.68052516411379,16.0,13.4,14.375,13.4,0.4,0.6666666666666666,0.6666666666666666,0.26666666666666666,0.06666666666666667,0.5714285714285714,0.5333333333333333,0.5080633333333333,0.5300714285714286,0.0625,0.07142857142857142,0.42105263157894735,8.107692307692307,23.65,0.5625,3.0,3.0,6.0,3.0,4.0,3.0,9.0,,,1.0,,,,0.5,0.5,0.42857142857142855,0.42857142857142855,1.0,,0.75,0.75,,,3.0,,,2.0,3.0,0.2,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.07692307692307693,0.3333333333333333,1.0,0.14285714285714285,1.0,0.25,0.5,1.0,1.0,0.3333333333333333,0.5,0.25,0.25,0.06666666666666667,1.0,1.0,1.0,0.3333333333333333,1.0,0.36315,0.10526315789473684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2010,2009-10,False
101124-1802-201151-2436-2550,1610612741,"Hakim Warrick, Brad Miller, Acie Law, Flip Murray, Kirk Hinrich","Warrick, Miller, Law, Murray, Hinrich",101124-1802-201151-2436-2550,CHI,212.0,2,4.0,,5.0,6.0,,,11.0,,1.0,,3.0,,2.0,6.0,,3.0,7.0,7.0,,,,2.0,,,1.0,1.0,3.0,1.0,,,,,,2.0,3.0,1.0,4.0,,,0.3333333333333333,0.3333333333333333,0.42857142857142855,,,,1.0,,1.0,,,74.71698113207547,23.2,16.0,18.8,16.0,0.16666666666666666,,,0.5,,,0.16666666666666666,0.4531,,0.14285714285714285,0.14285714285714285,,12.083333333333334,,,,,2.0,1.0,1.0,,2.0,,,1.0,,,,0.5,0.5,,,,1.0,,,,,2.0,,,,1.0,0.3333333333333333,,1.0,,,1.0,1.0,,,,,,3.0,,2.0,,,,2.0,,2.0,1.0,,,,,,,,1.0,0.3333333333333333,0.5,,0.5,,0.5,,,,0.5,1.0,0.3333333333333333,0.3333333333333333,,,,,,,,0.42857142857142855,3.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2010,2009-10,False
101124-1802-201565-201949-2436,1610612741,"Hakim Warrick, Brad Miller, Derrick Rose, James Johnson, Flip Murray","Warrick, Miller, Rose, Johnson, Murray",101124-1802-201565-201949-2436,CHI,145.0,2,2.0,4.0,5.0,5.0,,,10.0,2.0,2.0,,1.0,1.0,2.0,3.0,1.0,2.0,9.0,5.0,,,,4.0,1.0,,2.0,2.0,2.0,1.0,1.0,,,1.0,,1.0,2.0,1.0,9.0,,,0.6666666666666666,0.875,1.0,,0.25,,1.0,,1.0,1.0,,99.3103448275862,13.4,15.6,13.4,15.6,0.5,1.0,1.0,0.25,0.25,,0.75,0.5788125,,0.25,0.3333333333333333,,7.5,24.9,,,,,,1.0,,3.0,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,3.0,,1.0,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2010,2009-10,False
101124-1802-201565-201949-2550,1610612741,"Hakim Warrick, Brad Miller, Derrick Rose, James Johnson, Kirk Hinrich","Warrick, Miller, Rose, Johnson, Hinrich",101124-1802-201565-201949-2550,CHI,272.0,1,5.0,-5.0,9.0,10.0,,4.0,19.0,2.0,4.0,,3.0,1.0,2.0,8.0,2.0,,4.0,9.0,,,,,1.0,2.0,3.0,6.0,8.0,,,1.0,1.0,2.0,,2.0,,,2.0,,,0.25,0.2,0.2,,0.2,0.5,0.6,1.0,0.7142857142857143,,1.0,100.58823529411765,18.0,11.0,16.22222222222222,10.2,0.4,0.5,0.5,0.3,0.1,,0.6,0.51406,,,,,8.5875,23.95,,,,4.0,2.0,2.0,2.0,4.0,,2.0,,1.0,1.0,1.0,1.0,1.0,,,0.75,,1.0,,1.0,1.0,1.0,,,3.0,4.0,0.1,,2.0,1.0,2.0,,,,1.0,,1.0,2.0,2.0,,,,,,2.0,1.0,2.0,,,,,,,0.5,0.5,0.5,,,1.0,0.4,,0.2857142857142857,,,1.0,,,,,0.1,,,,1.0,0.5,0.5845,0.5,,,,,,0.5,0.5,,,,,,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2010,2009-10,False
101124-1802-201565-201959-2436,1610612741,"Hakim Warrick, Brad Miller, Derrick Rose, Taj Gibson, Flip Murray","Warrick, Miller, Rose, Gibson, Murray",101124-1802-201565-201959-2436,CHI,200.0,2,3.0,4.0,7.0,5.0,1.0,,12.0,3.0,3.0,,2.0,1.0,3.0,5.0,2.0,,6.0,2.0,,,,,1.0,,2.0,2.0,4.0,,,,,1.0,,1.0,,,4.0,,1.0,0.6,0.42857142857142855,0.42857142857142855,,0.2857142857142857,,1.0,,1.0,,,86.39999999999999,14.714285714285714,19.4,13.0,19.4,0.42857142857142855,1.0,1.0,0.2857142857142857,0.14285714285714285,,0.7142857142857143,0.5041285714285715,0.4119,,,,8.14,23.9,0.14285714285714285,,,6.0,3.0,3.0,3.0,6.0,,,,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,,1.0,1.0,,,1.0,,,,,2.0,1.0,1.0,,,,1.0,,1.0,1.0,2.0,,,,,1.0,1.0,,2.0,,,,,,,1.0,1.0,1.0,,,,0.5,0.5,0.5,,1.0,,,,,,0.14285714285714285,,,,1.0,1.0,0.558,0.3333333333333333,,,,,,,0.5,,,,,1.0,1.0,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2010,2009-10,False
101124-1802-201565-201959-2550,1610612741,"Hakim Warrick, Brad Miller, Derrick Rose, Taj Gibson, Kirk Hinrich","Warrick, Miller, Rose, Gibson, Hinrich",101124-1802-201565-201959-2550,CHI,104.0,1,2.0,-1.0,2.0,3.0,,,5.0,2.0,2.0,,1.0,,2.0,4.0,,,4.0,5.0,,,,2.0,,,1.0,1.0,2.0,,,,,,,1.0,1.0,1.0,4.0,,,0.5,0.5,0.5,,,,1.0,,1.0,,,69.23076923076923,36.0,10.666666666666666,29.5,10.666666666666666,0.5,1.0,1.0,0.25,,,0.5,0.4806,,0.25,0.25,,6.6,,,,,2.0,1.0,1.0,1.0,2.0,,,,,,,0.5,0.5,,,,1.0,0.5,,,,1.0,,,1.0,1.0,0.25,,1.0,,,,,,,,,1.0,,,,,,,1.0,,1.0,,,,,,,,,,,,,0.5,,0.5,,,,,,,,,,,,,,0.4286,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2010,2009-10,False
