EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyDefPoss,TotalPoss,AtRimFGA,Corner3FGM,Corner3FGA,Arc3FGA,FG2A,FG3M,FG3A,Points,OpponentPoints,PtsAssisted3s,NonHeaveArc3FGA,Fg2aBlocked,ThreePtAssists,Assists,Corner3Assists,AssistPoints,DefTwoPtRebounds,DefRebounds,Rebounds,Steals,BadPassSteals,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Turnovers,ShootingFouls,Fouls,FirstChancePoints,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,EfgPct,TsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,DefTwoPtReboundPct,DefFGReboundPct,DefLongMidRangeReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,Avg3ptShotDistance,PenaltyOffPoss,SecondChanceOffPoss,AtRimFGM,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FtPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,NonHeaveArc3FGM,TwoPtAssists,Arc3Assists,AtRimAssists,LongMidRangeAssists,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,FTDefRebounds,OffRebounds,LostBallSteals,SecondChanceTurnovers,PenaltyTurnovers,Offensive Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,PenaltyFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,PenaltyTsPct,DefFTReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffCorner3ReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,ShortMidRangeFGM,PenaltyCorner3FGA,ShortMidRangeAssists,LiveBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Blocked2s,BlockedAtRim,Blocks,LiveBallTurnoverPct,DefAtRimReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,PenaltyCorner3Frequency,Loose Ball Fouls,2pt And 1 Free Throw Trips,RecoveredBlocks,OffLongMidRangeReboundPct,BlocksRecoveredPct,BadPassTurnovers,Travels,Offensive Fouls Drawn,Technical Free Throw Trips,BlockedShortMidRange,3SecondViolations,BlockedLongMidRange,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,SecondChanceFG3M,SecondChanceFtPoints,PtsUnassisted3s,FTOffRebounds,SelfOReb,StepOutOfBoundsTurnovers,NonShootingFoulsDrawn,DefensiveGoaltends,Defensive 3 Seconds Violations,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg3Pct,ShortMidRangePctBlocked,LongMidRangePctBlocked,OffFTReboundPct,OffArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Accuracy,HeaveAttempts,Loose Ball Fouls Drawn,OffAtRimReboundPct,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,SecondChanceAtRimPctAssisted,Blocked3s,BlockedArc3,SecondChanceArc3FGM,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,OffensiveGoaltends,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,Corner3PctBlocked,3pt And 1 Free Throw Trips,Clear Path Fouls,BlockedCorner3,team_id,year,season,team_vs
101120-101127-101161-101181-1725,1610612761,"Antoine Wright, Jarrett Jack, Amir Johnson, Jose Calderon, Rasho Nesterovic","Wright, Jack, Johnson, Calderon, Nesterovic",101120-101127-101161-101181-1725,TOR,155.0,2,3.0,-1.0,6.0,7.0,4.0,13.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,3.0,4.0,3.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,0.3333333333333333,0.3333333333333333,0.375,0.375,0.75,1.0,1.0,1.0,1.0,1.0,120.77419354838709,11.0,12.714285714285714,11.0,12.714285714285714,0.25,0.25,1.0,1.0,1.0,0.5,1.0,0.57825,24.266666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2010,2009-10,True
101120-101127-101161-101181-200745,1610612761,"Antoine Wright, Jarrett Jack, Amir Johnson, Jose Calderon, Andrea Bargnani","Wright, Jack, Johnson, Calderon, Bargnani",101120-101127-101161-101181-200745,TOR,684.0,4,11.0,-8.0,23.0,24.0,23.0,47.0,4.0,1.0,2.0,4.0,12.0,2.0,6.0,17.0,25.0,6.0,4.0,,2.0,4.0,1.0,10.0,6.0,9.0,11.0,2.0,1.0,2.0,4.0,4.0,2.0,6.0,15.0,1.0,0.3333333333333333,0.3333333333333333,0.4444444444444444,0.4473684210526316,0.3333333333333333,,,1.0,1.0,1.0,98.94736842105263,13.869565217391305,15.208333333333334,13.347826086956522,15.208333333333334,0.2222222222222222,0.1111111111111111,0.5,0.5,1.0,0.2222222222222222,0.5555555555555556,0.49571944444444443,24.516666666666666,11.0,3.0,4.0,1.0,1.0,2.0,2.0,4.0,1.0,4.0,1.0,1.0,1.0,2.0,5.0,1.0,1.0,1.0,1.0,2.0,3.0,6.0,1.0,2.0,1.0,10.0,4.0,6.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,10.0,11.0,1.0,0.4,0.5,0.5,0.4166666666666667,1.0,0.5,0.5,0.5625,0.5,0.5555555555555556,1.0,0.14285714285714285,1.0,0.25,0.18181818181818182,0.25,1.0,1.0,1.0,1.0,1.0,0.25,0.2222222222222222,0.2222222222222222,0.25,0.25,1.0,0.25,0.25,1.0,0.5,1.0,0.5,0.25,1.0,0.25,0.5,0.25,0.528775,0.48428125,0.05263157894736842,0.07692307692307693,0.11764705882352941,0.5882352941176471,9.674999999999999,0.4782608695652174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2010,2009-10,True
101120-101127-101161-101181-201158,1610612761,"Antoine Wright, Jarrett Jack, Amir Johnson, Jose Calderon, Marco Belinelli","Wright, Jack, Johnson, Calderon, Belinelli",101120-101127-101161-101181-201158,TOR,199.0,1,3.0,-3.0,7.0,7.0,7.0,14.0,,,1.0,,3.0,,1.0,2.0,5.0,,,,,1.0,,2.0,2.0,5.0,5.0,,,,2.0,3.0,,2.0,2.0,,,,0.25,0.25,0.25,,,0.6666666666666666,0.8,1.0,101.30653266331657,16.571428571428573,11.857142857142858,16.571428571428573,11.571428571428571,,0.25,,,,,0.25,0.440725,22.9,7.0,,,,,,,1.0,,2.0,,,,,1.0,,,,,,1.0,3.0,,1.0,,2.0,2.0,,,,1.0,,,,,,2.0,1.0,,,,3.0,1.0,,,,2.0,7.0,1.0,1.0,1.0,,0.3333333333333333,,0.3333333333333333,,0.25,,0.25,1.0,,1.0,,,,,,1.0,,,,0.25,0.5,,,,,,,,,,,,,,,,0.440725,,,,1.0,11.833333333333334,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.5,1.0,1.0,1.0,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2010,2009-10,True
101120-101127-101161-101181-201603,1610612761,"Antoine Wright, Jarrett Jack, Amir Johnson, Jose Calderon, Sonny Weems","Wright, Jack, Johnson, Calderon, Weems",101120-101127-101161-101181-201603,TOR,227.0,2,4.0,1.0,6.0,5.0,3.0,11.0,2.0,,,1.0,5.0,,1.0,5.0,4.0,,1.0,1.0,,1.0,,2.0,3.0,3.0,4.0,,,,,,,2.0,5.0,,,,0.3333333333333333,0.4166666666666667,0.16666666666666666,0.2,0.5,0.75,0.6,0.5,69.77973568281938,24.5,16.0,20.833333333333332,15.2,0.3333333333333333,,,,,0.16666666666666666,0.5,0.42184166666666667,24.2,4.0,1.0,1.0,,1.0,1.0,2.0,,1.0,3.0,,,,1.0,2.0,1.0,,1.0,,,1.0,3.0,,1.0,1.0,3.0,2.0,2.0,,,1.0,,1.0,,,1.0,,,1.0,,,,,1.0,1.0,1.0,3.0,4.0,,0.5,0.5,,0.4,,0.3333333333333333,,0.25,,0.375,,0.3333333333333333,,,0.25,,,,,0.5,1.0,1.0,,0.5,0.3333333333333333,0.3333333333333333,,,,,1.0,,,0.5,0.5,0.25,,,0.5178,0.4438625,0.16666666666666666,0.2,,0.6,13.919999999999998,0.6666666666666666,,,,,,,1.0,1.0,1.0,,1.0,,,,,1.0,1.0,1.0,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2010,2009-10,True
101120-101127-101161-101181-201942,1610612761,"Antoine Wright, Jarrett Jack, Amir Johnson, Jose Calderon, DeMar DeRozan","Wright, Jack, Johnson, Calderon, DeRozan",101120-101127-101161-101181-201942,TOR,50.0,1,1.0,-1.0,1.0,1.0,1.0,2.0,,,,,,,,2.0,3.0,,,,,,,,,,,,,,,,1.0,1.0,2.0,,,,,1.0,,,,,,,57.599999999999994,19.0,31.0,19.0,31.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,2.0,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,1.0,2.0,1.0,2.0,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2010,2009-10,True
101120-101127-101161-101181-2547,1610612761,"Antoine Wright, Jarrett Jack, Amir Johnson, Jose Calderon, Chris Bosh","Wright, Jack, Johnson, Calderon, Bosh",101120-101127-101161-101181-2547,TOR,1195.0,9,20.0,-19.0,38.0,36.0,18.0,74.0,7.0,,2.0,11.0,21.0,3.0,13.0,27.0,46.0,9.0,11.0,,3.0,6.0,,15.0,8.0,11.0,15.0,1.0,1.0,,2.0,5.0,6.0,14.0,25.0,1.0,0.23076923076923078,0.23076923076923078,0.3382352941176471,0.36486486486486486,0.38235294117647056,,,0.5714285714285714,0.5555555555555556,0.6,89.17154811715481,13.81578947368421,18.61111111111111,13.631578947368421,17.47222222222222,0.20588235294117646,0.058823529411764705,,,,0.3235294117647059,0.5882352941176471,0.437880303030303,25.77692307692308,18.0,5.0,4.0,1.0,3.0,2.0,4.0,8.0,1.0,6.0,3.0,,2.0,6.0,7.0,4.0,1.0,3.0,,2.0,3.0,13.0,2.0,7.0,,12.0,6.0,8.0,2.0,3.0,3.0,3.0,3.0,,,4.0,2.0,1.0,4.0,,1.0,1.0,,9.0,8.0,4.0,12.0,18.0,1.0,0.42857142857142855,0.5,0.2857142857142857,0.3333333333333333,0.3333333333333333,0.23076923076923078,0.3333333333333333,0.3,0.3333333333333333,0.3,1.0,0.3333333333333333,0.5,,0.2,0.16666666666666666,,0.75,1.0,0.5714285714285714,0.5714285714285714,0.75,0.23529411764705882,0.17647058823529413,0.16666666666666666,0.16666666666666666,,0.2727272727272727,0.2727272727272727,1.0,1.0,0.3333333333333333,,0.2,0.5,0.3,0.3333333333333333,0.2727272727272727,0.3667,0.3929447368421053,0.10810810810810811,0.16666666666666666,0.07407407407407407,0.4444444444444444,8.538095238095238,0.47368421052631576,2.0,1.0,,3.0,,2.0,3.0,2.0,3.0,0.6,0.4,0.25,0.25,,0.05,3.0,1.0,2.0,0.6,0.6666666666666666,1.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2010,2009-10,True
101120-101127-101161-1725-201158,1610612761,"Antoine Wright, Jarrett Jack, Amir Johnson, Rasho Nesterovic, Marco Belinelli","Wright, Jack, Johnson, Nesterovic, Belinelli",101120-101127-101161-1725-201158,TOR,388.0,3,6.0,-4.0,13.0,12.0,1.0,25.0,3.0,,,2.0,9.0,,2.0,11.0,15.0,,2.0,,,1.0,,2.0,1.0,1.0,1.0,1.0,1.0,,2.0,2.0,1.0,3.0,11.0,,,,0.36363636363636365,0.4583333333333333,0.18181818181818182,,,0.3333333333333333,0.3333333333333333,,92.78350515463917,17.46153846153846,13.416666666666666,17.46153846153846,13.166666666666666,0.2727272727272727,,,,,0.18181818181818182,0.45454545454545453,0.46389545454545456,25.85,2.0,,2.0,,,1.0,1.0,1.0,2.0,5.0,,,,,4.0,3.0,,,,,1.0,2.0,,,,2.0,2.0,6.0,,,1.0,,,1.0,,,,,,,,,1.0,3.0,3.0,2.0,2.0,2.0,,0.25,0.25,,0.4444444444444444,,0.5,,0.5,,0.5,,,,,,,,,,0.6666666666666666,0.6666666666666666,,0.09090909090909091,0.45454545454545453,0.4,0.4,0.5,,,,,,,0.5,1.0,,,,,0.4468,0.16666666666666666,0.2,,0.18181818181818182,10.566666666666666,0.15384615384615385,,,,,,,1.0,,1.0,,1.0,,,,,,1.0,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2010,2009-10,True
101120-101127-101161-1725-201603,1610612761,"Antoine Wright, Jarrett Jack, Amir Johnson, Rasho Nesterovic, Sonny Weems","Wright, Jack, Johnson, Nesterovic, Weems",101120-101127-101161-1725-201603,TOR,46.0,1,1.0,,2.0,1.0,,3.0,,,,,1.0,,,2.0,2.0,,,,,1.0,,2.0,,,,,,,1.0,1.0,,1.0,2.0,,,,1.0,1.0,,,,,,,93.91304347826086,12.5,21.0,12.5,21.0,,,,,,,,0.4003,,2.0,,,,,,,,1.0,1.0,,,,,1.0,,,,,,1.0,1.0,,,,2.0,2.0,,,,1.0,,,1.0,,,,,,,,1.0,1.0,,,,2.0,2.0,,1.0,1.0,,1.0,,1.0,,1.0,,1.0,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,0.4003,,,,1.0,20.8,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2010,2009-10,True
101120-101127-101161-1725-201942,1610612761,"Antoine Wright, Jarrett Jack, Amir Johnson, Rasho Nesterovic, DeMar DeRozan","Wright, Jack, Johnson, Nesterovic, DeRozan",101120-101127-101161-1725-201942,TOR,248.0,1,4.0,-3.0,6.0,7.0,2.0,13.0,1.0,,,1.0,4.0,,1.0,7.0,10.0,,1.0,,,1.0,,2.0,2.0,2.0,3.0,,,1.0,1.0,2.0,1.0,1.0,7.0,,,,0.6,0.7,0.2,,,0.4,0.4,0.5,75.48387096774192,22.166666666666668,16.428571428571427,19.333333333333332,13.0,0.2,,,,,0.2,0.4,0.4495,24.8,1.0,1.0,1.0,,,,,1.0,1.0,2.0,,,,,3.0,1.0,,,,,1.0,1.0,,,,2.0,2.0,4.0,,,1.0,,,,,1.0,,,1.0,,1.0,,,1.0,1.0,1.0,2.0,1.0,,0.3333333333333333,0.3333333333333333,,0.75,,1.0,,1.0,,1.0,,1.0,,,0.5,,,0.5,,1.0,1.0,,0.2,0.4,0.5,0.5,,,,,,,,,,,,,,0.2821,0.2,0.25,,0.2857142857142857,13.8,0.16666666666666666,1.0,,1.0,1.0,,,,,,0.5,,1.0,1.0,1.0,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2010,2009-10,True
101120-101127-101161-1725-2045,1610612761,"Antoine Wright, Jarrett Jack, Amir Johnson, Rasho Nesterovic, Hedo Turkoglu","Wright, Jack, Johnson, Nesterovic, Turkoglu",101120-101127-101161-1725-2045,TOR,76.0,1,1.0,-1.0,2.0,3.0,1.0,5.0,,,,1.0,,,1.0,1.0,2.0,,1.0,,,,,,,,,,,,,,,,1.0,,,,,0.25,1.0,,,,,,94.73684210526316,21.0,11.333333333333334,21.0,11.333333333333334,,,,,,1.0,1.0,0.46395,25.2,2.0,,,,,,,,,,,,,1.0,,1.0,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,1.0,2.0,1.0,1.0,2.0,,,,,,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,0.46395,0.5,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2010,2009-10,True
