EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,Assists,AtRimAssists,AssistPoints,OffTwoPtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,DefLongMidRangeReboundPct,SelfORebPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,DefThreePtRebounds,Steals,BadPassSteals,SecondChanceTurnovers,Offensive Fouls,Blocked2s,BlockedAtRim,Blocks,3SecondViolations,DefThreePtReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,ShortMidRangeFGM,PtsPutbacks,Fg2aBlocked,LiveBallTurnovers,LostBallTurnovers,Travels,NonShootingPenaltyNonTakeFouls,FG2APctBlocked,AtRimPctBlocked,LiveBallTurnoverPct,OffLongMidRangeReboundPct,DefShortMidRangeReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeAssists,OffThreePtRebounds,FTDefRebounds,LostBallSteals,Loose Ball Fouls,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,DefFTReboundPct,OffThreePtReboundPct,OffArc3ReboundPct,LongMidRangePctAssisted,BadPassTurnovers,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceFG3M,SecondChanceFG3A,PtsAssisted3s,ThreePtAssists,Corner3Assists,Assisted3sPct,SecondChanceFg3Pct,OffAtRimReboundPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,RecoveredBlocks,DefAtRimReboundPct,BlocksRecoveredPct,ShortMidRangeAssists,ShortMidRangePctAssisted,Fg3aBlocked,FG3APctBlocked,ShortMidRangePctBlocked,Corner3PctBlocked,Arc3Assists,Technical Free Throw Trips,Arc3PctAssisted,BlockedShortMidRange,Loose Ball Fouls Drawn,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,OffCorner3ReboundPct,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFtPoints,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,LostBallOutOfBoundsTurnovers,BlockedLongMidRange,HeaveAttempts,FTOffRebounds,OffFTReboundPct,Clear Path Fouls,Arc3PctBlocked,StepOutOfBoundsTurnovers,DefensiveGoaltends,OffensiveGoaltends,LongMidRangePctBlocked,Blocked3s,BlockedArc3,Defensive 3 Seconds Violations,team_id,year,season,team_vs
101138-1713-2440-2730-2749,1610612753,"Brandon Bass, Vince Carter, Matt Barnes, Dwight Howard, Jameer Nelson","Bass, Carter, Barnes, Howard, Nelson",101138-1713-2440-2730-2749,ORL,187.0,1,3.0,,6.0,5.0,,3.0,1.0,11.0,,1.0,,,,,1.0,1.0,1.0,,,,,1.0,3.0,,,3.0,5.0,5.0,,,,,,,,,,,2.0,,,,,,,,1.0,2.0,3.0,1.0,4.0,1.0,1.0,2.0,2.0,,1.0,2.0,2.0,4.0,2.0,,5.0,,,,,,,,,0.3333333333333333,,,0.3333333333333333,,,0.5,,,,1.0,0.5,0.6666666666666666,0.5,,,0.5,84.70588235294117,18.833333333333332,14.8,18.833333333333332,12.0,0.3333333333333333,,,,0.3333333333333333,0.3333333333333333,1.0,1.0,,,,,,,,,,,0.3333333333333333,,0.5005000000000001,,,0.4,0.4,,,8.233333333333333,,,,,,1.0,,1.0,1.0,1.0,,,,,,,,,,1.0,,,,,,1.0,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2010,2009-10,True
101138-1713-2554-2730-2749,1610612753,"Brandon Bass, Vince Carter, Mickael Pietrus, Dwight Howard, Jameer Nelson","Bass, Carter, Pietrus, Howard, Nelson",101138-1713-2554-2730-2749,ORL,113.0,2,2.0,2.0,4.0,4.0,,2.0,,8.0,1.0,1.0,,,,,1.0,,2.0,,,,,2.0,4.0,,,1.0,5.0,3.0,,,,,,,,,,4.0,,,,,2.0,2.0,1.0,4.0,,2.0,2.0,,2.0,,,,,,,1.0,2.0,1.0,1.0,,5.0,,,,1.0,1.0,,,,0.5,,,0.5,,,0.625,,,,1.0,,1.0,,,1.0,,101.94690265486726,13.25,15.0,13.25,15.0,0.25,1.0,1.0,1.0,0.25,0.5,,,,,,,,,,,,,0.25,,0.5001,,,0.25,0.25,,,12.825,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,1.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2010,2009-10,True
101138-1715-200755-2554-2730,1610612753,"Brandon Bass, Jason Williams, JJ Redick, Mickael Pietrus, Dwight Howard","Bass, Williams, Redick, Pietrus, Howard",101138-1715-200755-2554-2730,ORL,248.0,1,4.0,-2.0,8.0,7.0,,,,15.0,,1.0,,,,,2.0,2.0,2.0,,,,,3.0,5.0,,1.0,,6.0,8.0,,,,,,,,,,4.0,2.0,,,,2.0,2.0,,4.0,,3.0,4.0,,4.0,,,,1.0,,1.0,2.0,,,,,6.0,,,,0.6666666666666666,0.6666666666666666,,,,0.6,,,0.5,,,0.5,,,0.16666666666666666,1.0,,1.0,,,1.0,,87.09677419354838,15.25,18.0,15.25,18.0,0.16666666666666666,,,,0.3333333333333333,0.3333333333333333,1.0,1.0,,,,,,,,,,,0.3333333333333333,,0.4973916666666667,,,,,,,10.7,22.8,,,,,,,,,,,,,,1.0,,1.0,1.0,,,,0.2,,1.0,,1.0,0.5,1.0,2.0,,1.0,,,,,1.0,,,1.0,1.0,,1.0,,,,,,,,,,,,,0.16666666666666666,,,,,,,,,,,,,,1.0,1.0,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2010,2009-10,True
101138-1715-2440-2554-2730,1610612753,"Brandon Bass, Jason Williams, Matt Barnes, Mickael Pietrus, Dwight Howard","Bass, Williams, Barnes, Pietrus, Howard",101138-1715-2440-2554-2730,ORL,97.0,1,2.0,,3.0,3.0,3.0,3.0,,6.0,,,,,,,,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,6.0,6.0,,,,1.0,2.0,1.0,1.0,1.0,6.0,,2.0,,1.0,1.0,,1.0,,3.0,,,,,,,,,,,,2.0,,2.0,,,6.0,6.0,3.0,,,,1.0,1.0,1.0,0.5,,0.5,0.8333333333333334,,0.8333333333333334,0.8333333333333334,,0.8333333333333334,0.3333333333333333,,,,,,,,89.0721649484536,14.0,18.333333333333332,14.0,18.333333333333332,,,,,,0.6666666666666666,0.5,0.5,0.3333333333333333,1.0,1.0,,,,,,0.3333333333333333,1.0,0.3333333333333333,1.0,0.3701666666666667,,0.3701666666666667,,,,1.0,19.55,28.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2010,2009-10,True
101138-200755-2440-2730-2749,1610612753,"Brandon Bass, JJ Redick, Matt Barnes, Dwight Howard, Jameer Nelson","Bass, Redick, Barnes, Howard, Nelson",101138-200755-2440-2730-2749,ORL,30.0,1,,3.0,1.0,1.0,1.0,1.0,,2.0,1.0,1.0,,,1.0,1.0,,,,,,,,1.0,1.0,,,1.0,3.0,,,,,1.0,1.0,,,1.0,3.0,2.0,,,,,1.0,1.0,1.0,2.0,,,1.0,,1.0,,,,,,,,1.0,1.0,1.0,,3.0,3.0,1.0,,1.0,1.0,,,,1.0,,1.0,1.0,,1.0,1.5,,1.5,,,,1.0,,,,,96.0,12.0,18.0,12.0,18.0,1.0,1.0,1.0,1.0,,,,,,,,,,,1.0,1.0,,,1.0,,0.5084,,0.5084,1.0,1.0,,1.0,1.9,,1.0,1.0,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2010,2009-10,True
101138-200755-2554-2730-2749,1610612753,"Brandon Bass, JJ Redick, Mickael Pietrus, Dwight Howard, Jameer Nelson","Bass, Redick, Pietrus, Howard, Nelson",101138-200755-2554-2730-2749,ORL,105.0,1,2.0,6.0,4.0,3.0,4.0,1.0,,7.0,,,,,,,,2.0,2.0,,,,,2.0,2.0,,,2.0,6.0,,,,,2.0,2.0,,,2.0,6.0,4.0,,,,,2.0,2.0,,4.0,,3.0,3.0,,3.0,,,1.0,1.0,1.0,,2.0,1.0,2.0,,1.0,6.0,6.0,4.0,1.0,1.0,1.0,,,,1.0,,1.0,1.0,,1.0,1.0,,1.0,,1.0,,1.0,,,1.0,,96.0,12.25,18.666666666666668,12.25,18.666666666666668,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,0.39345,,0.39345,,,,1.0,19.75,,1.0,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,1.0,,,2.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2010,2009-10,True
101162-1713-1715-1740-200755,1610612753,"Marcin Gortat, Vince Carter, Jason Williams, Rashard Lewis, JJ Redick","Gortat, Carter, Williams, Lewis, Redick",101162-1713-1715-1740-200755,ORL,192.0,1,3.0,4.0,6.0,5.0,4.0,3.0,,11.0,,,,,,,1.0,1.0,1.0,,,,,2.0,2.0,1.0,1.0,3.0,10.0,6.0,,,,1.0,1.0,1.0,1.0,2.0,7.0,,4.0,,,,,1.0,,3.0,,1.0,2.0,,2.0,,,,,,,1.0,3.0,6.0,3.0,,10.0,7.0,4.0,,,,1.0,1.0,1.0,1.0,,1.0,1.1666666666666667,,1.25,0.8333333333333334,,0.875,0.3333333333333333,1.0,,1.0,,,1.0,,82.5,17.333333333333332,17.6,17.333333333333332,17.6,,,,,0.3333333333333333,0.3333333333333333,1.0,1.0,,,,,,,,,,,0.3333333333333333,,0.45470000000000005,,0.4894,0.5,0.6,,0.7,12.75,23.3,0.6666666666666666,1.0,,,,,,,,,1.0,1.0,,1.0,,,,,,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,1.0,1.0,,,1.0,1.0,,,3.0,1.0,1.0,1.0,,,0.3333333333333333,1.0,1.0,1.0,,,,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2010,2009-10,True
101162-1713-1715-1740-2440,1610612753,"Marcin Gortat, Vince Carter, Jason Williams, Rashard Lewis, Matt Barnes","Gortat, Carter, Williams, Lewis, Barnes",101162-1713-1715-1740-2440,ORL,411.0,2,7.0,-15.0,13.0,12.0,,12.0,2.0,25.0,1.0,3.0,,1.0,,,3.0,,3.0,,2.0,,,1.0,9.0,,2.0,2.0,4.0,19.0,,1.0,,,,,,,,,2.0,,2.0,,,,,,2.0,3.0,4.0,2.0,6.0,,,1.0,2.0,,3.0,5.0,1.0,2.0,1.0,,4.0,,,,,,,,,0.1111111111111111,,,0.09090909090909091,,,0.16666666666666666,,,0.18181818181818182,0.75,0.25,0.6666666666666666,0.2222222222222222,0.6666666666666666,1.0,,87.59124087591242,16.846153846153847,16.0,15.846153846153847,15.833333333333334,0.2727272727272727,0.3333333333333333,0.3333333333333333,,0.2727272727272727,0.2727272727272727,,,0.18181818181818182,,,1.0,,,,,,,0.45454545454545453,,0.46375,0.5456,,0.08333333333333333,0.1,,,10.555555555555555,30.9,,1.0,,,1.0,1.0,,,,,0.5,,0.5,,,,1.0,,,1.0,,,0.5,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2010,2009-10,True
101162-1713-1715-1740-2554,1610612753,"Marcin Gortat, Vince Carter, Jason Williams, Rashard Lewis, Mickael Pietrus","Gortat, Carter, Williams, Lewis, Pietrus",101162-1713-1715-1740-2554,ORL,549.0,5,9.0,,15.0,16.0,,1.0,1.0,31.0,1.0,1.0,,,,,2.0,2.0,5.0,,3.0,,,4.0,8.0,1.0,4.0,2.0,13.0,13.0,,,,,,,,,,6.0,2.0,,3.0,,3.0,4.0,1.0,9.0,,4.0,10.0,1.0,11.0,,,3.0,4.0,,1.0,5.0,5.0,5.0,,1.0,13.0,,,,0.75,0.75,0.25,,0.25,0.5,,,0.4583333333333333,,,0.4642857142857143,,,0.3333333333333333,1.0,,1.0,0.16666666666666666,,1.0,,81.31147540983606,20.666666666666668,14.9375,19.666666666666668,14.4375,0.08333333333333333,1.0,1.0,1.0,0.16666666666666666,0.4166666666666667,0.4,0.4,0.25,,,,,,,,,,0.4166666666666667,,0.4299458333333333,,,0.07692307692307693,,,,13.5375,25.475,,5.0,,,1.0,2.0,,,,,1.0,1.0,1.0,1.0,,,1.0,,,,,,0.25,,1.0,0.5,0.5,1.0,1.0,1.0,,,,,1.0,0.3333333333333333,0.3333333333333333,0.5,1.0,1.0,1.0,,,,,,,3.0,1.0,1.0,1.0,,,0.08333333333333333,1.0,1.0,1.0,,,,,,,1.0,,1.0,1.0,,,,,,,,,1.0,1.0,0.2,,,,,,,,,,,,,,,,,,,,,,1610612753,2010,2009-10,True
101162-1713-1715-200755-201583,1610612753,"Marcin Gortat, Vince Carter, Jason Williams, JJ Redick, Ryan Anderson","Gortat, Carter, Williams, Redick, Anderson",101162-1713-1715-200755-201583,ORL,109.0,1,2.0,,2.0,2.0,,,,4.0,1.0,1.0,,,,,,1.0,1.0,,,,,2.0,2.0,,1.0,,4.0,4.0,,,,,,,,,,4.0,,,,,2.0,2.0,1.0,4.0,,,,1.0,1.0,,,,,,,,,,,,4.0,,,,1.0,1.0,,,,1.0,,,0.6666666666666666,,,0.6666666666666666,,,0.3333333333333333,,,,1.0,,,,52.84403669724771,34.0,20.5,31.5,20.5,0.3333333333333333,1.0,1.0,1.0,,0.3333333333333333,1.0,1.0,,,,,,,,,,,0.6666666666666666,,0.48743333333333333,,,,,,,8.55,23.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,1.0,,1.0,,,1.0,,,,,,,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1610612753,2010,2009-10,True
101162-1713-1715-200755-2730,1610612753,"Marcin Gortat, Vince Carter, Jason Williams, JJ Redick, Dwight Howard","Gortat, Carter, Williams, Redick, Howard",101162-1713-1715-200755-2730,ORL,64.0,1,1.0,2.0,2.0,2.0,,,1.0,4.0,1.0,1.0,1.0,1.0,,,,,,,,,,1.0,1.0,,1.0,,2.0,,1.0,1.0,2.0,,,,,,,2.0,,,,,1.0,1.0,1.0,2.0,,,1.0,1.0,2.0,,,1.0,1.0,,,1.0,,,,,,,,,1.0,1.0,,,,1.0,1.0,,0.5,1.0,,0.5,1.0,,0.5,,,1.0,1.0,,,,90.0,14.0,18.0,10.5,18.0,0.5,1.0,1.0,1.0,,,,,,,,1.0,1.0,1.0,,,,,1.0,,0.623875,,,,,1.0,,1.4,23.2,,1.0,1.0,1.0,,1.0,,,,,1.0,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1610612753,2010,2009-10,True
101162-1713-1715-201583-2554,1610612753,"Marcin Gortat, Vince Carter, Jason Williams, Ryan Anderson, Mickael Pietrus","Gortat, Carter, Williams, Anderson, Pietrus",101162-1713-1715-201583-2554,ORL,176.0,2,3.0,5.0,4.0,5.0,1.0,,2.0,9.0,1.0,2.0,,1.0,,,2.0,,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,2.0,7.0,2.0,,1.0,5.0,,1.0,1.0,1.0,,3.0,,2.0,,1.0,1.0,,1.0,,3.0,3.0,1.0,3.0,3.0,6.0,,,,,,,1.0,4.0,2.0,1.0,,2.0,3.0,1.0,,,,1.0,1.0,1.0,0.2,,,0.4166666666666667,0.75,0.75,0.5,0.8333333333333334,0.75,0.16666666666666666,0.5,0.75,0.75,0.75,1.0,1.0,,73.63636363636364,20.25,19.0,16.25,19.0,0.3333333333333333,0.5,0.5,,0.3333333333333333,0.16666666666666666,,,0.16666666666666666,1.0,1.0,0.5,,,,,0.5,1.0,0.5,1.0,0.48646666666666666,0.55165,0.4699,0.14285714285714285,0.16666666666666666,0.7142857142857143,0.42857142857142855,8.940000000000001,25.7,0.25,2.0,1.0,1.0,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,3.0,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,1.0,1.0,2.0,0.5,1.0,1.0,,,,,,,,,,,,,,,1610612753,2010,2009-10,True
101162-1713-1715-2554-2730,1610612753,"Marcin Gortat, Vince Carter, Jason Williams, Mickael Pietrus, Dwight Howard","Gortat, Carter, Williams, Pietrus, Howard",101162-1713-1715-2554-2730,ORL,183.0,1,3.0,,5.0,5.0,,2.0,1.0,10.0,,2.0,,,,,1.0,,,1.0,2.0,,,,3.0,1.0,2.0,2.0,5.0,5.0,,,,,,,,,,,,,2.0,1.0,,1.0,,3.0,1.0,1.0,1.0,1.0,2.0,,,,,,2.0,5.0,2.0,2.0,1.0,,5.0,,,,,,0.5,,0.5,,,,0.3,,,0.4166666666666667,,,0.4,1.0,0.3333333333333333,1.0,0.25,,1.0,,78.68852459016394,18.2,18.4,15.0,18.4,0.4,,,,0.2,,,,0.4,0.5,0.5,,,,,,,,0.8,0.5,0.5003599999999999,0.39345,,0.16666666666666666,0.25,,,3.5666666666666664,25.95,,,,,,,,,,,,,,,,1.0,,,,,0.3333333333333333,0.5,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,3.0,1.0,,1.0,,0.5,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,1610612753,2010,2009-10,True
101162-1713-1740-200755-2749,1610612753,"Marcin Gortat, Vince Carter, Rashard Lewis, JJ Redick, Jameer Nelson","Gortat, Carter, Lewis, Redick, Nelson",101162-1713-1740-200755-2749,ORL,376.0,5,6.0,-4.0,11.0,14.0,5.0,4.0,1.0,25.0,3.0,6.0,1.0,1.0,2.0,4.0,2.0,,,1.0,1.0,,,3.0,8.0,1.0,1.0,2.0,11.0,15.0,1.0,1.0,2.0,2.0,4.0,,,2.0,6.0,2.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,5.0,2.0,7.0,,,,3.0,,2.0,5.0,2.0,3.0,2.0,,9.0,6.0,5.0,,0.3333333333333333,0.5,1.0,,1.0,0.375,1.0,0.5,0.5,1.0,0.5,0.55,1.0,0.6,0.1111111111111111,0.5,0.4,0.7142857142857143,0.4,0.5,1.0,,95.74468085106383,14.0,15.857142857142858,14.0,15.357142857142858,0.6666666666666666,0.5,0.5,0.3333333333333333,0.2222222222222222,,,,0.1111111111111111,1.0,1.0,1.0,1.0,,1.0,0.5,,,0.7777777777777778,1.0,0.5851999999999999,0.6156,0.685325,0.2,0.2222222222222222,0.18181818181818182,0.5454545454545454,2.2875,25.5,0.45454545454545453,3.0,2.0,2.0,,,1.0,1.0,1.0,,1.0,1.0,1.0,,2.0,,3.0,1.0,,1.0,,,1.0,,,,,,,,,,,1.0,,,,,2.0,,,,,,,,,,,,,,0.3333333333333333,,,,,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2010,2009-10,True
101162-1713-1740-2440-2749,1610612753,"Marcin Gortat, Vince Carter, Rashard Lewis, Matt Barnes, Jameer Nelson","Gortat, Carter, Lewis, Barnes, Nelson",101162-1713-1740-2440-2749,ORL,1872.0,9,31.0,-5.0,54.0,49.0,17.0,27.0,8.0,103.0,9.0,15.0,1.0,4.0,2.0,4.0,2.0,8.0,17.0,1.0,6.0,1.0,1.0,19.0,34.0,2.0,7.0,16.0,60.0,65.0,1.0,6.0,4.0,4.0,9.0,2.0,2.0,9.0,23.0,26.0,12.0,,6.0,1.0,13.0,15.0,6.0,32.0,7.0,8.0,16.0,9.0,25.0,,2.0,6.0,11.0,2.0,5.0,10.0,16.0,25.0,6.0,5.0,56.0,23.0,17.0,5.0,0.6842105263157895,0.6842105263157895,0.2857142857142857,1.0,0.2857142857142857,0.5588235294117647,0.16666666666666666,0.4444444444444444,0.5365853658536586,0.14285714285714285,0.6363636363636364,0.5576923076923077,0.25,0.6111111111111112,0.17073170731707318,0.5714285714285714,0.4666666666666667,0.6086956521739131,0.45,,0.5714285714285714,,79.23076923076923,17.75925925925926,18.632653061224488,15.38888888888889,17.510204081632654,0.36585365853658536,0.6,0.6428571428571429,0.6666666666666666,0.04878048780487805,0.4146341463414634,0.47058823529411764,0.47058823529411764,0.14634146341463414,0.16666666666666666,0.16666666666666666,0.5714285714285714,0.25,,0.36363636363636365,0.5,0.09090909090909091,1.0,0.5365853658536586,0.16666666666666666,0.4639036585365854,0.4845857142857143,0.4406727272727273,0.1276595744680851,0.15,0.06666666666666667,0.38333333333333336,9.908823529411764,25.957142857142856,0.3148148148148148,6.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,,0.6666666666666666,0.5,1.0,2.0,,1.0,5.0,3.0,,3.0,0.029411764705882353,0.06666666666666667,0.45454545454545453,0.4444444444444444,1.0,1.0,1.0,6.0,2.0,2.0,,1.0,1.0,,1.0,0.4,0.4,0.75,2.0,1.0,1.0,,,1.0,1.0,,1.0,6.0,2.0,1.0,1.0,,0.5,0.024390243902439025,1.0,1.0,1.0,,,,0.09090909090909091,1.0,,0.4,,1.0,0.5,,,,,1.0,3.0,1.0,,2.0,,,,,1.0,2.0,0.14285714285714285,,,1.0,1.0,,,,,,,,,,,,,1610612753,2010,2009-10,True
101162-1713-1740-2554-2749,1610612753,"Marcin Gortat, Vince Carter, Rashard Lewis, Mickael Pietrus, Jameer Nelson","Gortat, Carter, Lewis, Pietrus, Nelson",101162-1713-1740-2554-2749,ORL,1494.0,8,25.0,-15.0,49.0,50.0,35.0,27.0,1.0,99.0,7.0,13.0,,1.0,3.0,6.0,5.0,4.0,10.0,,7.0,,6.0,13.0,28.0,,10.0,11.0,37.0,52.0,,1.0,,7.0,16.0,,9.0,11.0,25.0,16.0,10.0,,6.0,,8.0,8.0,5.0,16.0,1.0,8.0,20.0,1.0,21.0,1.0,1.0,6.0,7.0,5.0,4.0,14.0,7.0,13.0,6.0,1.0,37.0,25.0,35.0,1.0,0.6153846153846154,0.6153846153846154,,,,0.4642857142857143,,0.4375,0.34210526315789475,,0.28,0.42045454545454547,,0.4166666666666667,0.2631578947368421,0.6153846153846154,0.06666666666666667,0.7307692307692307,0.041666666666666664,,0.5,0.041666666666666664,95.42168674698796,14.653061224489797,15.52,14.63265306122449,14.68,0.34210526315789475,0.5384615384615384,0.5384615384615384,0.7142857142857143,0.13157894736842105,0.2631578947368421,0.4,0.4,0.18421052631578946,,,1.0,,,0.24,0.5,0.24,,0.6052631578947368,,0.49400810810810813,0.5901,0.459032,0.13953488372093023,0.18181818181818182,,0.6756756756756757,7.935714285714285,28.169999999999998,0.7142857142857143,11.0,4.0,4.0,,2.0,1.0,1.0,1.0,,0.8461538461538461,0.8,1.0,2.0,,,1.0,,1.0,5.0,,,0.14285714285714285,,0.6666666666666666,0.4,0.4,3.0,,1.0,,,,1.0,1.0,,,0.75,1.0,,3.0,,,,3.0,,,,,,,,0.16666666666666666,0.07894736842105263,,,,,,,0.12,,,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,1610612753,2010,2009-10,True
101162-1713-1740-2730-2749,1610612753,"Marcin Gortat, Vince Carter, Rashard Lewis, Dwight Howard, Jameer Nelson","Gortat, Carter, Lewis, Howard, Nelson",101162-1713-1740-2730-2749,ORL,3.0,1,,,1.0,1.0,1.0,1.0,,2.0,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,,1.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,1.0,,1.0,,,,,,,,,960.0,2.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2010,2009-10,True
