EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,OffPoss,DefPoss,TotalPoss,LongMidRangeFGA,Arc3FGA,FG2A,FG3A,NonHeaveArc3FGA,DefThreePtRebounds,DefRebounds,Rebounds,FG3APct,DefThreePtReboundPct,DefFGReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,LongMidRangeFrequency,Arc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,Avg2ptShotDistance,Avg3ptShotDistance,PlusMinus,AtRimFGM,AtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,Arc3FGM,FG2M,FG3M,Points,OpponentPoints,PtsAssisted2s,PtsAssisted3s,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,ShootingFouls,Fouls,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,TsPct,FG2APctBlocked,AtRimPctBlocked,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,NonHeaveArc3Accuracy,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,FtPoints,SecondChanceFG2A,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsUnassisted2s,OffThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,OffRebounds,Steals,BadPassSteals,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,DefFTReboundPct,DefTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,SecondChanceAtRimFrequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceFG2M,SecondChancePoints,PtsPutbacks,OffTwoPtRebounds,SelfOReb,Blocked2s,BlockedShortMidRange,Blocks,NonShootingPenaltyNonTakeFouls,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,OffTwoPtReboundPct,OffAtRimReboundPct,SelfORebPct,SecondChanceAtRimAccuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,SecondChanceArc3FGA,PenaltyArc3FGA,SecondChanceFG3A,PenaltyFG3A,LostBallSteals,LiveBallTurnovers,LostBallTurnovers,Turnovers,Loose Ball Fouls,Loose Ball Fouls Drawn,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,ShortMidRangePctBlocked,LiveBallTurnoverPct,OffShortMidRangeReboundPct,SecondChanceArc3Frequency,PenaltyArc3Frequency,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,PenaltyArc3FGM,PenaltyFG3M,Offensive Fouls Drawn,PenaltyFg3Pct,DefAtRimReboundPct,PenaltyArc3Accuracy,LongMidRangeFGM,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFtPoints,PtsUnassisted3s,Corner3Assists,LongMidRangeAssists,FTOffRebounds,BadPassTurnovers,Travels,SecondChanceTurnovers,PenaltyTurnovers,Offensive Fouls,Technical Free Throw Trips,BlockedAtRim,RecoveredBlocks,3SecondViolations,SecondChanceFg3Pct,OffFTReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,BlocksRecoveredPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,PenaltyCorner3FGM,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,BlockedLongMidRange,LongMidRangePctBlocked,PenaltyCorner3Accuracy,HeaveAttempts,team_id,year,season,team_vs
101114-101139-101179-200794-201178,1610612762,"Deron Williams, CJ Miles, Ronnie Price, Paul Millsap, Kyrylo Fesenko","Williams, Miles, Price, Millsap, Fesenko",101114-101139-101179-200794-201178,UTA,76.0,1,1.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,0.5,1.0,1.0,1.0,1.0,75.78947368421053,12.5,25.5,12.5,25.5,0.5,0.5,0.5,0.3997,17.1,26.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2010,2009-10,False
101114-101139-101179-200794-2430,1610612762,"Deron Williams, CJ Miles, Ronnie Price, Paul Millsap, Carlos Boozer","Williams, Miles, Price, Millsap, Boozer",101114-101139-101179-200794-2430,UTA,130.0,1,2.0,5.0,5.0,10.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,0.2,1.0,0.5,1.0,,110.76923076923077,14.0,12.0,14.0,12.0,0.2,0.2,0.6,0.5188900000000001,6.175,24.9,-2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,7.0,9.0,4.0,3.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,7.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,1.0,0.5,0.7,0.7,0.25,0.5,0.4,0.5,1.0,1.0,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2010,2009-10,False
101114-101139-1905-200794-2430,1610612762,"Deron Williams, CJ Miles, Andrei Kirilenko, Paul Millsap, Carlos Boozer","Williams, Miles, Kirilenko, Millsap, Boozer",101114-101139-1905-200794-2430,UTA,203.0,2,3.0,7.0,6.0,13.0,2.0,1.0,6.0,1.0,1.0,,3.0,4.0,0.14285714285714285,,1.0,,,92.21674876847291,14.857142857142858,16.5,13.857142857142858,16.5,0.2857142857142857,0.14285714285714285,0.42857142857142855,0.5008785714285714,8.383333333333333,25.1,3.0,1.0,2.0,1.0,2.0,,2.0,,6.0,3.0,2.0,,,,1.0,,1.0,,1.0,,2.0,1.0,3.0,6.0,0.5,0.5,,,,0.3333333333333333,0.2857142857142857,0.375,,,0.2857142857142857,0.5,0.5,1.0,0.2857142857142857,0.5,0.5,,,,,,3.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,6.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,2.0,6.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,1.0,1.0,1.0,1.0,0.5,1.0,0.58345,0.25,0.2857142857142857,1.0,0.42857142857142855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2010,2009-10,False
101114-101139-1905-201178-2430,1610612762,"Deron Williams, CJ Miles, Andrei Kirilenko, Kyrylo Fesenko, Carlos Boozer","Williams, Miles, Kirilenko, Fesenko, Boozer",101114-101139-1905-201178-2430,UTA,111.0,2,2.0,2.0,4.0,6.0,,1.0,4.0,1.0,1.0,,1.0,4.0,0.2,,0.5,,,77.83783783783784,21.0,17.25,15.0,15.25,,0.2,1.0,0.6003499999999999,,25.0,-3.0,1.0,4.0,,,,1.0,,2.0,5.0,,,,2.0,,,,,,,,,2.0,,,,,,,0.25,0.2,0.2,0.5,0.5,0.8,0.25,0.5,,,,,,,,,,,1.0,1.0,3.0,,,,3.0,,,,,2.0,1.0,1.0,,3.0,,,,,,,,,,,,,0.5,1.0,0.75,1.0,0.5,,1.0,,,,,,,,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.5,0.3333333333333333,0.5769,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2010,2009-10,False
101114-101139-200794-201178-202083,1610612762,"Deron Williams, CJ Miles, Paul Millsap, Kyrylo Fesenko, Wesley Matthews","Williams, Miles, Millsap, Fesenko, Matthews",101114-101139-200794-201178-202083,UTA,334.0,2,6.0,10.0,10.0,20.0,1.0,2.0,11.0,2.0,2.0,1.0,1.0,6.0,0.15384615384615385,1.0,1.0,1.0,,86.22754491017965,19.4,14.0,17.4,14.0,0.07692307692307693,0.15384615384615385,0.6923076923076923,0.5297769230769231,4.081818181818182,25.7,-5.0,3.0,7.0,1.0,3.0,,4.0,,10.0,15.0,2.0,,,1.0,1.0,,1.0,,1.0,,2.0,2.0,5.0,8.0,0.25,0.3333333333333333,,,,0.36363636363636365,0.3076923076923077,0.3333333333333333,0.09090909090909091,,0.5384615384615384,0.42857142857142855,0.42857142857142855,0.3333333333333333,0.23076923076923078,0.3333333333333333,0.5,,,,,,7.0,10.0,3.0,3.0,3.0,7.0,2.0,3.0,3.0,10.0,,6.0,6.0,2.0,,,5.0,1.0,,3.0,5.0,1.0,2.0,6.0,7.0,0.3,0.25,0.23076923076923078,,,1.0,0.5555555555555556,1.0,,,0.75,0.5833333333333334,0.42857142857142855,0.5496166666666666,0.14285714285714285,0.16666666666666666,0.6,0.7,1.0,1.0,2.0,2.0,3.0,,,,,2.0,0.3333333333333333,0.25,0.2,0.42857142857142855,0.5,,0.3333333333333333,0.5830833333333333,0.2,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,0.5,0.25,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2010,2009-10,False
101114-101139-200794-201178-2594,1610612762,"Deron Williams, CJ Miles, Paul Millsap, Kyrylo Fesenko, Kyle Korver","Williams, Miles, Millsap, Fesenko, Korver",101114-101139-200794-201178-2594,UTA,250.0,2,4.0,9.0,10.0,19.0,1.0,,5.0,,,,2.0,2.0,,,1.0,,,109.44,14.222222222222221,12.2,14.222222222222221,12.2,0.2,,0.6,0.50264,7.06,,-3.0,3.0,3.0,,1.0,,3.0,,10.0,13.0,6.0,,,,3.0,,3.0,,3.0,,6.0,2.0,4.0,10.0,1.0,1.0,,,,0.6,0.6,0.625,,,0.6,1.0,1.0,1.0,0.2,,,,,,,,3.0,3.0,,,2.0,2.0,4.0,,2.0,3.0,2.0,6.0,,,1.0,1.0,,1.0,1.0,4.0,7.0,1.0,3.0,6.0,3.0,0.6666666666666666,0.6666666666666666,0.75,1.0,1.0,,,,1.0,,,0.6666666666666666,1.0,0.5136999999999999,0.42857142857142855,0.42857142857142855,0.6,0.3333333333333333,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,1.0,2.0,,,1.0,1.0,,0.5,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2010,2009-10,False
101114-101139-200794-201585-202083,1610612762,"Deron Williams, CJ Miles, Paul Millsap, Kosta Koufos, Wesley Matthews","Williams, Miles, Millsap, Koufos, Matthews",101114-101139-200794-201585-202083,UTA,155.0,1,3.0,6.0,6.0,12.0,,2.0,4.0,2.0,2.0,,2.0,2.0,0.3333333333333333,,0.6666666666666666,,,111.48387096774194,13.0,12.833333333333334,13.0,12.5,,0.3333333333333333,0.6666666666666666,0.5142416666666666,3.225,26.05,-1.0,1.0,2.0,,2.0,1.0,1.0,1.0,5.0,6.0,,3.0,1.0,,,1.0,1.0,1.0,,,3.0,2.0,2.0,5.0,,,1.0,0.5,0.5,0.25,0.4166666666666667,0.4166666666666667,,,0.3333333333333333,0.5,0.5,,0.3333333333333333,,,,0.5,0.5,1.0,0.5,6.0,6.0,,,1.0,2.0,,,1.0,4.0,,5.0,2.0,,2.0,,,,,1.0,,,,5.0,6.0,0.25,0.4166666666666667,0.4166666666666667,,0.6666666666666666,,,,0.5,,,0.3333333333333333,0.5,0.5142416666666666,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,2.0,,2.0,,,,,,,,,,,,,0.3333333333333333,,,1.0,1.0,1.0,0.5,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2010,2009-10,False
101114-101139-200794-201585-2594,1610612762,"Deron Williams, CJ Miles, Paul Millsap, Kosta Koufos, Kyle Korver","Williams, Miles, Millsap, Koufos, Korver",101114-101139-200794-201585-2594,UTA,77.0,1,1.0,2.0,3.0,5.0,,1.0,1.0,1.0,1.0,,2.0,2.0,0.5,,1.0,,,93.5064935064935,15.5,15.333333333333334,15.5,15.333333333333334,,0.5,1.0,0.5643,,25.3,,1.0,1.0,,,,1.0,,2.0,2.0,2.0,,,,1.0,,1.0,,1.0,,2.0,,,2.0,1.0,1.0,,,,1.0,0.5,0.5,,,0.5,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,1.0,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2010,2009-10,False
101114-101139-200794-202083-2430,1610612762,"Deron Williams, CJ Miles, Paul Millsap, Wesley Matthews, Carlos Boozer","Williams, Miles, Millsap, Matthews, Boozer",101114-101139-200794-202083-2430,UTA,5996.0,10,100.0,197.0,195.0,392.0,36.0,30.0,130.0,38.0,30.0,14.0,53.0,83.0,0.2261904761904762,0.7,0.569620253164557,0.7333333333333333,0.6,94.14276184122748,15.263959390862944,15.328205128205129,14.527918781725889,14.394871794871795,0.21428571428571427,0.17857142857142858,0.6190476190476191,0.5196693452380953,6.920769230769231,24.88421052631579,-26.0,37.0,66.0,13.0,28.0,9.0,64.0,12.0,218.0,244.0,84.0,27.0,9.0,13.0,42.0,9.0,51.0,7.0,23.0,8.0,111.0,31.0,57.0,180.0,0.65625,0.75,0.75,0.3157894736842105,0.3157894736842105,0.49230769230769234,0.4880952380952381,0.545,0.1,0.18181818181818182,0.39285714285714285,0.5606060606060606,0.6851851851851852,0.6216216216216216,0.16666666666666666,0.4642857142857143,0.48148148148148145,0.6153846153846154,0.3,0.3,0.7777777777777778,0.3,94.0,116.0,27.0,16.0,16.0,32.0,54.0,22.0,29.0,62.0,25.0,98.0,44.0,10.0,31.0,8.0,30.0,12.0,4.0,61.0,74.0,8.0,33.0,98.0,94.0,0.46774193548387094,0.4451219512195122,0.5,0.6666666666666666,0.5254237288135594,0.38461538461538464,0.30434782608695654,0.38095238095238093,0.6,0.6956521739130435,0.6153846153846154,0.3902439024390244,0.5,0.5115926829268292,0.17098445595854922,0.2129032258064516,0.44954128440366975,0.47715736040609136,8.0,13.0,38.0,16.0,18.0,4.0,13.0,4.0,13.0,10.0,0.5909090909090909,0.6153846153846154,0.6551724137931034,0.2727272727272727,0.3103448275862069,0.05063291139240506,0.5,0.5294470588235294,0.1743119266055046,3.0,17.0,4.0,20.0,8.0,18.0,6.0,27.0,4.0,1.0,7.0,7.0,0.03571428571428571,0.6666666666666666,0.4,0.11538461538461539,0.2073170731707317,1.0,9.0,5.0,5.0,7.0,0.25,0.34615384615384615,0.29411764705882354,14.0,3.0,8.0,1.0,3.0,2.0,2.0,6.0,9.0,2.0,11.0,2.0,12.0,1.0,1.0,12.0,6.0,2.0,9.0,4.0,1.0,0.5,0.2,0.13636363636363635,0.4,0.3076923076923077,0.3888888888888889,0.3888888888888889,0.7857142857142857,0.047619047619047616,0.375,0.375,0.6666666666666666,0.125,0.038461538461538464,0.6666666666666666,1.0,0.036585365853658534,,,,,,,,,,,1610612762,2010,2009-10,False
101114-101139-200794-2430-2594,1610612762,"Deron Williams, CJ Miles, Paul Millsap, Carlos Boozer, Kyle Korver","Williams, Miles, Millsap, Boozer, Korver",101114-101139-200794-2430-2594,UTA,2075.0,7,35.0,69.0,71.0,140.0,13.0,7.0,46.0,8.0,7.0,9.0,17.0,23.0,0.14814814814814814,0.6428571428571429,0.6153846153846154,0.6666666666666666,0.5,97.1566265060241,14.826086956521738,14.816901408450704,14.304347826086957,14.32394366197183,0.24074074074074073,0.12962962962962962,0.5740740740740741,0.5012398148148148,6.802173913043478,25.525,-16.0,17.0,23.0,4.0,10.0,2.0,25.0,2.0,72.0,88.0,32.0,6.0,2.0,3.0,16.0,2.0,18.0,2.0,10.0,2.0,38.0,8.0,19.0,67.0,0.64,0.64,1.0,0.25,0.25,0.5434782608695652,0.5185185185185185,0.5625,0.06521739130434782,0.13043478260869565,0.42592592592592593,0.7391304347826086,0.85,0.5882352941176471,0.18518518518518517,0.4,0.4,0.5,0.2857142857142857,0.3333333333333333,1.0,0.2857142857142857,36.0,38.0,7.0,4.0,6.0,9.0,16.0,4.0,10.0,18.0,13.0,36.0,18.0,3.0,7.0,1.0,6.0,6.0,2.0,14.0,21.0,,6.0,36.0,36.0,0.5555555555555556,0.5,0.5806451612903226,1.0,0.5833333333333334,0.5,0.2222222222222222,0.4,0.6,0.8,1.0,0.391304347826087,0.6666666666666666,0.5026782608695652,0.1,0.11538461538461539,0.5,0.5217391304347826,2.0,2.0,5.0,,3.0,,1.0,,1.0,3.0,0.5,0.5,0.5,0.14285714285714285,0.16666666666666666,,0.5,0.5784333333333334,0.06944444444444445,,5.0,,5.0,4.0,6.0,1.0,10.0,,,4.0,4.0,,0.6,0.16666666666666666,,0.21739130434782608,,4.0,1.0,1.0,2.0,0.2,,0.2,4.0,,1.0,,,,,1.0,,,4.0,,5.0,,2.0,7.0,3.0,1.0,1.0,,,,,0.1111111111111111,1.0,,0.3076923076923077,0.3076923076923077,1.0,0.018518518518518517,,,,0.5,,,,,1.0,0.125,0.14285714285714285,,,,,,,,1610612762,2010,2009-10,False
