EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,TotalPoss,Arc3FGA,PenaltyArc3FGA,FG3A,OpponentPoints,PenaltyFG3A,NonHeaveArc3FGA,Fouls,PenaltyOffPossExcludingTakeFouls,FG3APct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,Arc3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceOffPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,ShortMidRangeFGA,LongMidRangeFGA,Corner3FGA,SecondChanceCorner3FGA,Arc3FGM,FG2M,FG2A,FG3M,FtPoints,Points,SecondChanceFG2A,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PtsAssisted2s,PtsAssisted3s,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,TsPct,SecondChanceTsPct,FG2APctBlocked,AtRimPctBlocked,DefTwoPtReboundPct,OffTwoPtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,Corner3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceCorner3Frequency,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,Avg2ptShotDistance,PenaltyDefPoss,Corner3FGM,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,Corner3Assists,DefThreePtRebounds,LiveBallTurnovers,BadPassTurnovers,Loose Ball Fouls,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyTsPct,LiveBallTurnoverPct,DefThreePtReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyPointsPct,DefCorner3ReboundPct,SecondChanceAtRimFGM,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGM,SecondChanceArc3FGA,SecondChanceFG2M,PenaltyFG2M,PtsUnassisted2s,PtsPutbacks,Fg3aBlocked,LongMidRangeAssists,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,FG3APctBlocked,Arc3PctBlocked,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,LostBallTurnovers,Loose Ball Fouls Drawn,FTDefRebounds,DefFTReboundPct,OffShortMidRangeReboundPct,ShortMidRangeFGM,ShortMidRangeAssists,FTOffRebounds,StepOutOfBoundsTurnovers,OffFTReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,SecondChanceAtRimPctAssisted,LostBallSteals,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,OffCorner3ReboundPct,BlocksRecoveredPct,SelfOReb,Offensive Fouls Drawn,Blocked3s,BlockedArc3,BlockedShortMidRange,SelfORebPct,PenaltyCorner3FGA,LostBallOutOfBoundsTurnovers,PenaltyCorner3Frequency,ShortMidRangePctBlocked,SecondChanceCorner3FGM,PenaltyCorner3FGM,PenaltyArc3FGM,SecondChanceFG3M,PenaltyFG3M,Offensive Fouls,SecondChanceFg3Pct,PenaltyFg3Pct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,LongMidRangePctBlocked,PtsUnassisted3s,3SecondViolations,Travels,HeaveAttempts,Corner3PctBlocked,SecondChanceArc3FGM,Defensive 3 Seconds Violations,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,BlockedLongMidRange,team_id,year,season,team_vs
101141-201601-201943-2056-2422,1610612749,"Ersan Ilyasova, Luc Mbah a Moute, Brandon Jennings, Primoz Brezec, John Salmons","Ilyasova, Mbah a Moute, Jennings, Brezec, Salmons",101141-201601-201943-2056-2422,MIL,49.0,1,1.0,-2.0,1.0,1.0,1.0,2,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,58.775510204081634,18.0,31.0,18.0,31.0,1.0,1.0,1.0,0.56625,0.56625,25.3,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2010,2009-10,False
101141-201601-201943-2422-2557,1610612749,"Ersan Ilyasova, Luc Mbah a Moute, Brandon Jennings, John Salmons, Luke Ridnour","Ilyasova, Mbah a Moute, Jennings, Salmons, Ridnour",101141-201601-201943-2422-2557,MIL,334.0,1,6.0,2.0,9.0,9.0,,18,2.0,,3.0,9.0,,2.0,1.0,,0.2727272727272727,77.60479041916167,20.0,17.11111111111111,16.444444444444443,17.0,0.18181818181818182,,0.6363636363636364,0.4919545454545455,,24.366666666666664,,3.0,2.0,4.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,8.0,1.0,4.0,11.0,2.0,1.0,2.0,2.0,4.0,3.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,7.0,1.0,4.0,3.0,3.0,5.0,8.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0,5.0,1.0,3.0,9.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.25,0.3181818181818182,0.4230769230769231,0.25,0.125,0.25,0.75,0.6666666666666666,0.5,0.6,0.625,1.0,0.6666666666666666,1.0,0.5,1.0,0.36363636363636365,0.5,0.6666666666666666,1.0,0.09090909090909091,0.2727272727272727,0.09090909090909091,0.5,0.5,1.0,0.3333333333333333,0.3333333333333333,0.5,0.49245,0.23076923076923078,0.3,0.18181818181818182,8.075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2010,2009-10,False
101141-201601-201943-2422-2568,1610612749,"Ersan Ilyasova, Luc Mbah a Moute, Brandon Jennings, John Salmons, Carlos Delfino","Ilyasova, Mbah a Moute, Jennings, Salmons, Delfino",101141-201601-201943-2422-2568,MIL,292.0,3,5.0,-6.0,9.0,11.0,4.0,20,2.0,1.0,3.0,13.0,1.0,2.0,4.0,4.0,0.5,98.63013698630138,15.555555555555555,13.818181818181818,15.555555555555555,12.727272727272727,0.3333333333333333,0.5,0.8333333333333334,0.5021749999999999,0.439975,25.0,0.4444444444444444,,,2.0,,1.0,,1.0,,,,3.0,1.0,4.0,7.0,,,,,,3.0,,,,1.0,1.0,,,3.0,,,3.0,5.0,,5.0,,,,,1.0,,,1.0,4.0,4.0,,,7.0,,,1.0,0.3333333333333333,0.3333333333333333,,0.25,0.4375,,,,0.75,,,0.7142857142857143,,,,,1.0,1.0,0.3333333333333333,,,,0.16666666666666666,,0.16666666666666666,,,,,,,,,,,4.3,6.0,1.0,1.0,4.0,4.0,1.0,2.0,1.0,1.0,1.0,2.0,4.0,1.0,2.0,0.5,1.0,0.6666666666666666,0.5,1.0,1.0,1.0,1.0,0.5714285714285714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2010,2009-10,False
101141-201601-201943-2422-703,1610612749,"Ersan Ilyasova, Luc Mbah a Moute, Brandon Jennings, John Salmons, Kurt Thomas","Ilyasova, Mbah a Moute, Jennings, Salmons, Thomas",101141-201601-201943-2422-703,MIL,71.0,1,1.0,2.0,2.0,3.0,,5,,,,2.0,,,2.0,,,101.40845070422534,5.5,20.0,5.5,18.333333333333332,,,1.0,0.6291,,,,,1.0,1.0,,,,,,,1.0,1.0,,2.0,4.0,,,,,2.0,,,,1.0,,1.0,,1.0,2.0,,,,1.0,,1.0,1.0,1.0,,,,,,1.0,1.0,2.0,,1.0,4.0,1.0,1.0,,,,1.0,1.0,1.0,,,,,,,0.5,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,0.5,0.5,,1.1,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2010,2009-10,False
101141-201601-201943-2422-711,1610612749,"Ersan Ilyasova, Luc Mbah a Moute, Brandon Jennings, John Salmons, Jerry Stackhouse","Ilyasova, Mbah a Moute, Jennings, Salmons, Stackhouse",101141-201601-201943-2422-711,MIL,328.0,1,5.0,-4.0,9.0,11.0,2.0,20,4.0,1.0,4.0,13.0,1.0,4.0,2.0,2.0,0.4,87.80487804878048,16.11111111111111,16.636363636363637,15.444444444444445,16.545454545454547,0.4,0.3333333333333333,0.7,0.502885,0.5119333333333334,25.5,0.2222222222222222,2.0,2.0,3.0,1.0,,3.0,,,1.0,3.0,6.0,1.0,,9.0,1.0,1.0,,2.0,4.0,3.0,1.0,,2.0,1.0,3.0,1.0,1.0,7.0,,2.0,4.0,4.0,2.0,6.0,,,,,1.0,,,,,,,,7.0,0.6666666666666666,1.0,1.0,0.25,0.25,0.5,0.45,0.45,0.5,,,0.8,0.6666666666666666,,0.8,0.3333333333333333,1.0,0.5,,0.5,1.0,0.3,0.6666666666666666,0.6666666666666666,0.5,,0.3,,0.25,0.3333333333333333,1.0,0.5,,0.25,0.5747,,,0.2222222222222222,9.450000000000001,3.0,,2.0,,2.0,,,1.0,1.0,,,2.0,2.0,,0.3333333333333333,1.0,,1.0,,,,,0.2222222222222222,,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,0.5,0.5,0.3333333333333333,0.25,0.25,0.3333333333333333,0.3333333333333333,1.0,1.0,0.5,0.6666666666666666,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2010,2009-10,False
101141-201601-2422-2557-2568,1610612749,"Ersan Ilyasova, Luc Mbah a Moute, John Salmons, Luke Ridnour, Carlos Delfino","Ilyasova, Mbah a Moute, Salmons, Ridnour, Delfino",101141-201601-2422-2557-2568,MIL,142.0,1,2.0,-3.0,4.0,4.0,,8,2.0,,2.0,6.0,,2.0,,,0.5,81.12676056338029,19.0,16.5,19.0,15.75,0.5,,0.5,0.45945,,25.55,,,,,,1.0,1.0,,,1.0,,2.0,1.0,,3.0,,,,,,3.0,1.0,,,1.0,1.0,1.0,,3.0,,,1.0,1.0,,1.0,,,,,,,,,,,,,3.0,,,1.0,0.5,0.5,,0.375,0.375,,,,0.5,,,0.5,,,,,,1.0,,,,,0.25,0.25,,0.5,0.5,1.0,,,0.5,,,,,13.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2010,2009-10,False
101141-201601-2422-2557-711,1610612749,"Ersan Ilyasova, Luc Mbah a Moute, John Salmons, Luke Ridnour, Jerry Stackhouse","Ilyasova, Mbah a Moute, Salmons, Ridnour, Stackhouse",101141-201601-2422-2557-711,MIL,135.0,1,2.0,2.0,5.0,4.0,,9,,,,2.0,,,1.0,,,96.0,12.2,18.5,10.4,18.5,,,0.6666666666666666,0.49656666666666666,,,,1.0,1.0,2.0,,,1.0,,,,1.0,3.0,,2.0,4.0,,,2.0,2.0,,,,1.0,,,,,,,,1.0,1.0,1.0,1.0,2.0,2.0,2.0,,,1.0,,,,1.0,2.0,,1.0,2.0,,,,,,0.3333333333333333,0.3333333333333333,0.5,1.0,0.3333333333333333,0.5,1.0,0.5,,1.0,0.5,1.0,,,,,0.6666666666666666,0.5,1.0,,,0.3333333333333333,,,,,,,,,0.25,0.25,0.5,7.466666666666666,,,,,,,,1.0,1.0,,,,,,,1.0,,1.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2010,2009-10,False
101141-201601-2429-2557-711,1610612749,"Ersan Ilyasova, Luc Mbah a Moute, Dan Gadzuric, Luke Ridnour, Jerry Stackhouse","Ilyasova, Mbah a Moute, Gadzuric, Ridnour, Stackhouse",101141-201601-2429-2557-711,MIL,164.0,1,3.0,4.0,5.0,5.0,,10,,,,4.0,,,1.0,,,87.80487804878048,15.4,17.4,13.8,13.4,,,0.5,0.497575,,,,1.0,2.0,2.0,,,2.0,,,,3.0,4.0,,2.0,8.0,,,,,2.0,,,,1.0,,1.0,,1.0,2.0,,1.0,1.0,1.0,1.0,2.0,1.0,1.0,,,1.0,1.0,,,2.0,2.0,,1.0,8.0,0.3333333333333333,0.3333333333333333,,,,0.75,0.75,0.8,,,,1.0,1.0,,0.5,1.0,,1.0,,,1.0,0.5,1.0,1.0,0.5,,0.5,,,,,,,,,0.2,0.2,,8.8,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,4.0,,,,,,,,,,0.5,0.5,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2010,2009-10,False
101141-201943-2056-2422-2557,1610612749,"Ersan Ilyasova, Brandon Jennings, Primoz Brezec, John Salmons, Luke Ridnour","Ilyasova, Jennings, Brezec, Salmons, Ridnour",101141-201943-2056-2422-2557,MIL,149.0,1,2.0,,4.0,4.0,2.0,8,,,,2.0,,,1.0,2.0,,77.31543624161074,21.5,15.75,17.75,15.75,,,0.2,0.42066,0.4796,,0.5,1.0,1.0,1.0,,2.0,2.0,,,,1.0,5.0,,,2.0,1.0,,,,2.0,,,,1.0,,1.0,,1.0,2.0,,1.0,1.0,3.0,1.0,4.0,,,,,,,,1.0,2.0,,,,2.0,1.0,1.0,,,,0.2,0.2,0.2,,,,0.5,0.25,,0.6666666666666666,0.25,,,,,,0.2,1.0,1.0,1.0,0.4,0.4,,,,,,,,0.415,,,,10.8,,,2.0,,2.0,,1.0,,,,,2.0,,,0.5,,1.0,1.0,,,,,1.0,1.0,,1.0,1.0,,,,1.0,,,,,,0.5,,0.5,,,,,,,,0.5,1.0,,,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2010,2009-10,False
101141-201943-2056-2422-2568,1610612749,"Ersan Ilyasova, Brandon Jennings, Primoz Brezec, John Salmons, Carlos Delfino","Ilyasova, Jennings, Brezec, Salmons, Delfino",101141-201943-2056-2422-2568,MIL,194.0,2,3.0,-1.0,5.0,6.0,1.0,11,,,1.0,5.0,,,2.0,1.0,0.2,81.64948453608247,18.4,17.0,16.6,13.5,,,0.8,0.50815,0.5078,23.8,0.2,1.0,1.0,3.0,1.0,,1.0,1.0,,,1.0,4.0,,2.0,4.0,1.0,,,,,,,1.0,,,,,,,,3.0,3.0,4.0,3.0,7.0,,,,,2.0,1.0,1.0,2.0,2.0,2.0,,1.0,4.0,,,,,,0.25,0.2,0.3333333333333333,,0.25,0.3333333333333333,0.6,1.0,,0.5,0.75,1.0,1.0,,1.0,,0.6,0.3333333333333333,0.5,,,0.2,0.2,,,,1.0,,,0.5673,0.16666666666666666,0.2,,5.3,2.0,,1.0,,,,,2.0,2.0,,,,,,,1.0,,,,,,,,,,,1.0,,,,,2.0,,,,,,,,,,,,,,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2010,2009-10,False
