EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,OffPoss,DefPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,ShortMidRangeFGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,FG2A,FG3M,FG3A,Points,OpponentPoints,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,ThreePtAssists,Assists,Arc3Assists,AssistPoints,OffTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,ShootingFouls,Fouls,FoulsDrawn,Loose Ball Fouls Drawn,FirstChancePoints,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,NonHeaveFg3Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,FG3APct,DefFTReboundPct,OffTwoPtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,ShortMidRangeFrequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,SecondChancePointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PlusMinus,AtRimFGM,AtRimFGA,LongMidRangeFGA,FG2M,PtsUnassisted2s,Fg2aBlocked,DefTwoPtRebounds,Fg2Pct,FG2APctBlocked,AtRimPctBlocked,DefTwoPtReboundPct,DefFGReboundPct,DefShortMidRangeReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,LongMidRangeFrequency,PenaltyOffPoss,SecondChanceAtRimFGA,PenaltyAtRimFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,PenaltyArc3FGA,SecondChanceFG2A,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,Corner3Assists,OffThreePtRebounds,LiveBallTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,PenaltyFg3Pct,PenaltyEfgPct,PenaltyTsPct,LiveBallTurnoverPct,OffThreePtReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,BlocksRecoveredPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimFrequency,PenaltyAtRimFrequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyShotQualityAvg,PenaltyPointsPct,PenaltyOffPossPct,SecondChanceAtRimFGM,ShortMidRangeFGM,LongMidRangeFGM,FtPoints,SecondChanceFG2M,SecondChanceFtPoints,PtsAssisted2s,TwoPtAssists,AtRimAssists,DefThreePtRebounds,Steals,BadPassSteals,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,SecondChanceFg2Pct,DefThreePtReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,AtRimPctAssisted,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,LostBallSteals,BadPassTurnovers,PenaltyAtRimFGM,PenaltyFG2M,PenaltyFg2Pct,PenaltyAtRimAccuracy,LongMidRangeAssists,Offensive Fouls Drawn,LongMidRangePctAssisted,PtsPutbacks,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Travels,OffensiveGoaltends,SelfOReb,OffCorner3ReboundPct,SelfORebPct,ShortMidRangeAssists,ShortMidRangePctAssisted,PenaltyArc3FGM,PenaltyFtPoints,HeaveAttempts,BlockedLongMidRange,PenaltyArc3Accuracy,Loose Ball Fouls,SecondChanceCorner3FGA,Offensive Fouls,Technical Free Throw Trips,SecondChanceCorner3Frequency,DefensiveGoaltends,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,Defensive 3 Seconds Violations,ShortMidRangePctBlocked,FTOffRebounds,OffFTReboundPct,LostBallOutOfBoundsTurnovers,BlockedShortMidRange,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,PtsUnassisted3s,StepOutOfBoundsTurnovers,Clear Path Fouls,Blocked3s,BlockedArc3,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,3SecondViolations,BlockedCorner3,LongMidRangePctBlocked,team_id,year,season,team_vs
101189-1501-1890-1891-467,1610612742,"James Singleton, Tim Thomas, Shawn Marion, Jason Terry, Jason Kidd","Singleton, Thomas, Marion, Terry, Kidd",101189-1501-1890-1891-467,DAL,124.0,1,2.0,4.0,4.0,3.0,1.0,8.0,2.0,2.0,3.0,1.0,1.0,2.0,2.0,3.0,6.0,6.0,1.0,1.0,3.0,6.0,3.0,2.0,2.0,2.0,2.0,6.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,0.6666666666666666,1.0,0.6666666666666666,0.6,1.5,0.6,1.5,0.6,1.0,0.5,0.3333333333333333,0.5,92.9032258064516,18.25,12.75,17.0,10.0,0.4,0.6,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,1.0,0.6,0.6666666666666666,0.5105000000000001,0.5904,0.5,12.0,24.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612742,2010,2009-10,False
101189-1501-1891-200826-2400,1610612742,"James Singleton, Tim Thomas, Jason Terry, J.J. Barea, Drew Gooden","Singleton, Thomas, Terry, Barea, Gooden",101189-1501-1891-200826-2400,DAL,89.0,1,1.0,3.0,3.0,3.0,,6.0,,,,,,3.0,,,2.0,4.0,,,,,,,,,,,,1.0,2.0,,2.0,1.0,1.0,,,2.0,,,,,0.3333333333333333,,0.3333333333333333,,,1.0,,,,97.07865168539325,16.333333333333332,13.333333333333334,16.333333333333332,13.333333333333334,,,,,,,,,0.6666666666666666,,0.46773333333333333,,,5.0,,-2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.5,1.0,1.0,1.0,0.6666666666666666,0.5,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612742,2010,2009-10,False
101189-1501-1891-200826-2679,1610612742,"James Singleton, Tim Thomas, Jason Terry, J.J. Barea, Matt Carroll","Singleton, Thomas, Terry, Barea, Carroll",101189-1501-1891-200826-2679,DAL,72.0,1,1.0,3.0,2.0,2.0,2.0,5.0,,,1.0,,,1.0,1.0,2.0,3.0,2.0,,,,3.0,1.0,,1.0,1.0,,3.0,,,1.0,1.0,2.0,,1.0,,,3.0,1.0,0.5,,0.5,0.5,,0.5,,0.6666666666666666,,,0.5,,100.0,10.0,21.0,4.0,21.0,,0.3333333333333333,,,,,,,1.0,,0.5098666666666667,,,,24.05,1.0,,1.0,,,,,1.0,,,,1.0,1.0,,0.3333333333333333,,,,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.5098666666666667,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612742,2010,2009-10,False
101189-1501-1891-200826-2743,1610612742,"James Singleton, Tim Thomas, Jason Terry, J.J. Barea, Kris Humphries","Singleton, Thomas, Terry, Barea, Humphries",101189-1501-1891-200826-2743,DAL,353.0,2,6.0,12.0,12.0,1.0,3.0,24.0,2.0,,2.0,,,10.0,1.0,3.0,17.0,9.0,,,3.0,3.0,2.0,,1.0,3.0,,7.0,3.0,,6.0,3.0,9.0,1.0,3.0,3.0,,14.0,1.0,0.3333333333333333,,0.3333333333333333,0.5,0.5,0.5666666666666667,0.5,0.23076923076923078,,0.6,0.42857142857142855,,97.90368271954674,15.5,13.916666666666666,14.583333333333334,13.916666666666666,0.15384615384615385,0.15384615384615385,,,,,,,0.6153846153846154,,0.4852961538461538,0.5491,0.17647058823529413,8.459999999999999,24.900000000000002,8.0,3.0,5.0,3.0,5.0,6.0,,3.0,0.5,,,1.0,1.0,,0.38461538461538464,0.6,0.6,0.23076923076923078,,2.0,,1.0,1.0,,,,2.0,,,,,1.0,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,1.0,1.0,0.07692307692307693,1.0,1.0,1.0,1.0,,,,,,,,1.0,1.0,1.0,4.0,1.0,1.0,4.0,2.0,2.0,3.0,1.0,1.0,5.0,1.0,3.0,0.4,0.4,0.5,1.0,0.5,1.0,1.0,1.0,1.0,0.6666666666666666,0.5,0.5,0.3333333333333333,0.3333333333333333,0.5,1.0,0.2,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612742,2010,2009-10,False
101189-1501-1891-200826-956,1610612742,"James Singleton, Tim Thomas, Jason Terry, J.J. Barea, Erick Dampier","Singleton, Thomas, Terry, Barea, Dampier",101189-1501-1891-200826-956,DAL,137.0,1,2.0,4.0,5.0,4.0,,9.0,,,,,,2.0,,,,7.0,,,,,,,,,,,,,1.0,,1.0,1.0,3.0,,,,,,,,,,,,,,,,,94.59854014598541,18.5,12.6,18.5,12.6,,,,,,,,,,,0.3759,,,16.0,,-7.0,,,2.0,,,,1.0,,,,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,2.0,,2.0,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612742,2010,2009-10,False
101189-1501-200826-201958-2743,1610612742,"James Singleton, Tim Thomas, J.J. Barea, Rodrigue Beaubois, Kris Humphries","Singleton, Thomas, Barea, Beaubois, Humphries",101189-1501-200826-201958-2743,DAL,97.0,1,2.0,3.0,3.0,3.0,,6.0,1.0,,1.0,,,2.0,,1.0,2.0,2.0,,,,,1.0,,,1.0,,2.0,,,1.0,,1.0,,,1.0,,2.0,,,,,0.3333333333333333,,0.3333333333333333,,0.3333333333333333,,,,,89.0721649484536,21.333333333333332,11.0,21.333333333333332,11.0,0.3333333333333333,0.3333333333333333,,,,,,,0.6666666666666666,,0.4074166666666667,,,5.1,24.4,,1.0,1.0,,1.0,,,1.0,0.5,,,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,,3.0,,1.0,,,,,1.0,,2.0,,1.0,2.0,,,,,,,,,,,,2.0,3.0,,,0.3333333333333333,0.3333333333333333,,,,,,,,,,,0.3333333333333333,,,0.3333333333333333,0.4074166666666667,1.0,1.0,,,,,,,2.0,1.0,1.0,,,,,,,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,1.0,1.0,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612742,2010,2009-10,False
101189-1501-201958-2572-2624,1610612742,"James Singleton, Tim Thomas, Rodrigue Beaubois, Josh Howard, Quinton Ross","Singleton, Thomas, Beaubois, Howard, Ross",101189-1501-201958-2572-2624,DAL,76.0,1,1.0,2.0,2.0,,,4.0,,,,,,3.0,,,6.0,2.0,,,,,,,,3.0,,6.0,,,,,,1.0,1.0,2.0,,6.0,,,,,1.0,,1.0,,,,,,,75.78947368421053,17.5,20.5,17.5,20.5,,,,,,,,,0.3333333333333333,,0.4582333333333333,,,12.933333333333332,,4.0,1.0,1.0,2.0,3.0,,,,1.0,,,,,,0.3333333333333333,1.0,1.0,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,6.0,3.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,1.0,,,1.0,1.0,,,0.3333333333333333,0.3333333333333333,,,,,,,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612742,2010,2009-10,False
101189-1501-201958-2624-2679,1610612742,"James Singleton, Tim Thomas, Rodrigue Beaubois, Quinton Ross, Matt Carroll","Singleton, Thomas, Beaubois, Ross, Carroll",101189-1501-201958-2624-2679,DAL,486.0,1,8.0,17.0,16.0,8.0,2.0,33.0,,1.0,3.0,,1.0,9.0,1.0,3.0,19.0,18.0,,1.0,2.0,3.0,3.0,1.0,1.0,4.0,1.0,9.0,1.0,,4.0,2.0,6.0,1.0,3.0,1.0,,17.0,1.0,0.3333333333333333,,0.3333333333333333,0.7083333333333334,0.5,0.7307692307692307,0.5,0.25,,0.5,0.5,,97.77777777777779,12.529411764705882,17.0625,11.882352941176471,13.9375,,0.25,0.3333333333333333,0.3333333333333333,1.0,0.5,,,0.6666666666666666,0.3333333333333333,0.45947083333333333,0.4093,0.10526315789473684,8.133333333333333,26.433333333333334,1.0,4.0,5.0,4.0,7.0,8.0,,3.0,0.7777777777777778,,,0.6,0.4,1.0,0.4166666666666667,0.8,0.8,0.3333333333333333,2.0,1.0,,,,,,2.0,1.0,,,2.0,,,1.0,1.0,,4.0,,,,,,,,2.0,1.0,,,,0.25,0.5,0.5,1.0,,,,,,0.5,,,,1.0,0.547725,,0.11764705882352941,1.0,,3.0,2.0,1.0,,6.0,3.0,1.0,1.0,2.0,,2.0,,1.0,0.42857142857142855,0.5,1.0,0.2,,1.0,0.3333333333333333,0.25,,0.25,,,0.75,0.75,1.0,,0.07692307692307693,0.1,2.0,1.0,,,,,2.0,,0.6666666666666666,2.0,1.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612742,2010,2009-10,False
101189-1501-201958-2624-2743,1610612742,"James Singleton, Tim Thomas, Rodrigue Beaubois, Quinton Ross, Kris Humphries","Singleton, Thomas, Beaubois, Ross, Humphries",101189-1501-201958-2624-2743,DAL,478.0,1,8.0,16.0,15.0,,2.0,31.0,3.0,2.0,3.0,,,12.0,2.0,5.0,21.0,16.0,,,3.0,6.0,3.0,2.0,2.0,6.0,2.0,14.0,3.0,,4.0,4.0,8.0,,,2.0,,18.0,1.0,0.4,,0.4,0.5882352941176471,0.3333333333333333,0.5833333333333334,0.375,0.29411764705882354,,0.6,0.5,0.5,93.38912133891213,13.3125,17.666666666666668,12.25,17.333333333333332,0.17647058823529413,0.17647058823529413,0.6666666666666666,0.6666666666666666,1.0,,,,0.5882352941176471,0.6666666666666666,0.5344558823529413,0.65635,0.14285714285714285,8.591666666666667,25.76,5.0,3.0,5.0,4.0,7.0,6.0,1.0,4.0,0.5833333333333334,0.08333333333333333,0.2,1.0,0.8,,0.29411764705882354,0.6,0.75,0.23529411764705882,,2.0,,,2.0,,,,3.0,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,1.0,0.3333333333333333,,1.0,,0.11764705882352941,,,,0.6666666666666666,,,,,,,,1.0,1.0,3.0,1.0,1.0,1.0,8.0,4.0,1.0,,2.0,1.0,2.0,,1.0,0.5714285714285714,0.6666666666666666,0.3333333333333333,,1.0,,1.0,,,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.75,0.75,0.5,,0.05555555555555555,0.07692307692307693,1.0,1.0,,,,,3.0,1.0,1.0,2.0,,,,,1.0,0.5,0.14285714285714285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612742,2010,2009-10,False
101189-1717-1890-1891-200826,1610612742,"James Singleton, Dirk Nowitzki, Shawn Marion, Jason Terry, J.J. Barea","Singleton, Nowitzki, Marion, Terry, Barea",101189-1717-1890-1891-200826,DAL,181.0,2,3.0,5.0,5.0,,,10.0,1.0,,1.0,,,3.0,1.0,2.0,7.0,5.0,,,,3.0,1.0,,1.0,3.0,,7.0,,,2.0,,2.0,1.0,2.0,1.0,,7.0,1.0,0.5,,0.5,0.7,,0.7,,0.4,,,,,79.55801104972376,17.2,19.0,17.2,19.0,0.2,0.2,,,,,,,0.4,,0.45683999999999997,,,14.466666666666667,23.65,2.0,,,2.0,2.0,,,2.0,0.6666666666666666,,,1.0,0.6666666666666666,,,,,0.4,,,,1.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,0.2,1.0,1.0,1.0,,,,,,,,,,1.0,1.0,,,,4.0,2.0,,,,,,,,1.0,1.0,,,,,1.0,,,,1.0,1.0,0.5,0.5,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612742,2010,2009-10,False
