EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,AtRimFGA,PenaltyAtRimFGA,Arc3FGA,PenaltyArc3FGA,FG2A,FG3A,OpponentPoints,PenaltyFG2A,PenaltyFG3A,NonHeaveArc3FGA,FTDefRebounds,DefRebounds,Rebounds,Fouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,FG3APct,DefFTReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,Arc3Frequency,PenaltyAtRimFrequency,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,Avg3ptShotDistance,PenaltyOffPossPct,Minutes,SecondChanceOffPoss,OffThreePtRebounds,OffRebounds,LiveBallTurnovers,BadPassTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,LiveBallTurnoverPct,OffThreePtReboundPct,OffFGReboundPct,OffArc3ReboundPct,AtRimFGM,LongMidRangeFGA,FG2M,FtPoints,Points,PtsAssisted2s,TwoPtAssists,Assists,AtRimAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,DeadBallTurnovers,Travels,Loose Ball Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,TsPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,LongMidRangeFrequency,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg2ptShotDistance,ShortMidRangeFGM,ShortMidRangeFGA,Corner3FGM,Corner3FGA,Arc3FGM,FG3M,PenaltyFG2M,PenaltyPoints,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,Corner3Assists,Steals,BadPassSteals,LostBallOutOfBoundsTurnovers,Offensive Fouls,PenaltyPointsExcludingTakeFouls,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,DefShortMidRangeReboundPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,NonHeaveArc3Accuracy,PenaltyPointsPct,Fg2aBlocked,ShortMidRangeAssists,LostBallSteals,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctAssisted,PenaltyAtRimFGM,SecondChanceFtPoints,SecondChancePoints,PenaltyFtPoints,FTOffRebounds,2pt And 1 Free Throw Trips,SecondChanceTsPct,OffFTReboundPct,PenaltyAtRimAccuracy,SecondChancePointsPct,SecondChanceFG2M,SecondChanceFG2A,HeaveAttempts,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceShotQualityAvg,PtsUnassisted3s,LostBallTurnovers,Blocked2s,BlockedAtRim,Blocks,LongMidRangeFGM,LongMidRangeAssists,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,PenaltyCorner3FGA,Loose Ball Fouls Drawn,NonShootingFoulsDrawn,Blocked3s,BlockedArc3,NonShootingPenaltyNonTakeFoulsDrawn,ShortMidRangePctBlocked,PenaltyCorner3Frequency,BadPassOutOfBoundsTurnovers,DefAtRimReboundPct,Technical Free Throw Trips,3SecondViolations,OffTwoPtRebounds,BlockedShortMidRange,RecoveredBlocks,OffTwoPtReboundPct,OffShortMidRangeReboundPct,BlocksRecoveredPct,OffLongMidRangeReboundPct,DefCorner3ReboundPct,SecondChanceArc3FGA,SecondChanceFG3A,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,SecondChanceArc3Frequency,SecondChanceAtRimFGA,SecondChanceArc3FGM,SecondChanceFG3M,SelfOReb,Offensive Fouls Drawn,SecondChanceFg3Pct,OffCorner3ReboundPct,SelfORebPct,SecondChanceAtRimFrequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,SecondChanceAtRimFGM,PenaltyArc3FGM,PenaltyFG3M,PtsPutbacks,PenaltyFg3Pct,OffAtRimReboundPct,SecondChanceAtRimAccuracy,PenaltyArc3Accuracy,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,LongMidRangePctBlocked,StepOutOfBoundsTurnovers,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,BlockedLongMidRange,Defensive 3 Seconds Violations,SecondChanceAtRimPctAssisted,PenaltyCorner3FGM,PenaltyCorner3Accuracy,DefensiveGoaltends,SecondChanceCorner3FGM,Clear Path Fouls,3pt And 1 Free Throw Trips,BlockedCorner3,OffensiveGoaltends,Corner3PctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,team_id,year,season,team_vs
1563-200757-201142-201145-201566,1610612760,"Kevin Ollie, Thabo Sefolosha, Kevin Durant, Jeff Green, Russell Westbrook","Ollie, Sefolosha, Durant, Green, Westbrook",1563-200757-201142-201145-201566,OKC,19.0,1,-1.0,2.0,2.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.5,1.0,303.15789473684214,6.5,3.0,6.5,3.0,0.5,0.5,0.5,0.5,1.0,0.471975,0.471975,26.8,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2010,2009-10,True
1563-200757-201142-201145-201586,1610612760,"Kevin Ollie, Thabo Sefolosha, Kevin Durant, Jeff Green, Serge Ibaka","Ollie, Sefolosha, Durant, Green, Ibaka",1563-200757-201142-201145-201586,OKC,33.0,1,-2.0,1.0,1.0,1.0,,2.0,,,1.0,1.0,,1.0,2.0,,1.0,1.0,,,1.0,1.0,1.0,,1.0,,87.27272727272727,28.0,5.0,19.0,5.0,,1.0,,1.0,1.0,0.54495,0.54495,26.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2010,2009-10,True
1563-200757-201142-201145-201935,1610612760,"Kevin Ollie, Thabo Sefolosha, Kevin Durant, Jeff Green, James Harden","Ollie, Sefolosha, Durant, Green, Harden",1563-200757-201142-201145-201935,OKC,193.0,2,-4.0,7.0,6.0,,,13.0,1.0,,,,2.0,,9.0,,,,,2.0,2.0,2.0,,,,,96.99481865284974,13.0,17.0,13.0,15.5,0.5,,,,0.5,0.5132,,,,3.0,,,,2.0,2.0,3.0,,,1.0,0.6666666666666666,,,,1.0,1.0,1.0,3.0,5.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,2.0,5.0,1.0,1.0,0.5,0.5,0.625,0.5,1.0,0.6666666666666666,0.5,1.0,1.0,1.0,1.0,0.5,0.5,0.5,10.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2010,2009-10,True
1563-200757-201142-201145-2041,1610612760,"Kevin Ollie, Thabo Sefolosha, Kevin Durant, Jeff Green, Etan Thomas","Ollie, Sefolosha, Durant, Green, Thomas",1563-200757-201142-201145-2041,OKC,482.0,4,9.0,12.0,11.0,2.0,,23.0,2.0,,2.0,,3.0,4.0,10.0,1.0,,2.0,,5.0,5.0,4.0,2.0,,0.5714285714285714,,68.71369294605809,13.833333333333334,28.727272727272727,13.833333333333334,24.90909090909091,0.2857142857142857,0.2857142857142857,,,0.8571428571428571,0.5671142857142858,0.4634,24.65,0.16666666666666666,8.0,,,,1.0,1.0,3.0,,1.0,2.0,0.3333333333333333,,,,2.0,,3.0,4.0,19.0,2.0,1.0,4.0,1.0,11.0,1.0,4.0,2.0,,,4.0,6.0,3.0,19.0,0.3333333333333333,0.3333333333333333,1.0,1.0714285714285714,0.95,0.6666666666666666,0.5,0.625,0.6,0.5,1.0,1.0,0.5,,0.3,0.5,1.8333333333333333,1.0,1.0,1.0,2.0,2.0,3.0,1.0,2.0,4.0,9.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.75,0.75,1.0,1.0,0.5,1.0,0.14285714285714285,1.0,1.0,0.2857142857142857,0.5,0.5,1.0,1.0,1.0,1.0,1.0,0.10526315789473684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2010,2009-10,True
1563-200757-201142-201145-2420,1610612760,"Kevin Ollie, Thabo Sefolosha, Kevin Durant, Jeff Green, Nenad Krstic","Ollie, Sefolosha, Durant, Green, Krstic",1563-200757-201142-201145-2420,OKC,274.0,4,-1.0,10.0,7.0,2.0,3.0,17.0,1.0,,3.0,,3.0,3.0,6.0,,,3.0,,2.0,2.0,3.0,2.0,1.0,0.5,,89.34306569343066,18.4,12.857142857142858,18.4,12.857142857142858,0.16666666666666666,0.5,,,0.6666666666666666,0.4598166666666667,,25.433333333333334,0.2,5.0,,,,2.0,2.0,3.0,,1.0,,0.6666666666666666,,,,,,1.0,,5.0,2.0,1.0,2.0,,5.0,1.0,1.0,1.0,,1.0,,,,5.0,1.0,1.0,0.3333333333333333,0.4166666666666667,0.4166666666666667,1.0,1.0,1.0,1.0,1.0,,,,,,,5.966666666666666,1.0,2.0,,,1.0,1.0,,,,3.0,1.0,1.0,1.0,,3.0,1.0,,1.0,,1.0,0.3333333333333333,0.3333333333333333,,,,,0.3333333333333333,0.5,0.5,,,,,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,,1.0,1.0,2.0,0.3333333333333333,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2010,2009-10,True
1563-200757-201142-201145-2555,1610612760,"Kevin Ollie, Thabo Sefolosha, Kevin Durant, Jeff Green, Nick Collison","Ollie, Sefolosha, Durant, Green, Collison",1563-200757-201142-201145-2555,OKC,99.0,1,1.0,4.0,5.0,4.0,5.0,9.0,2.0,2.0,,,2.0,,3.0,2.0,,,,2.0,3.0,2.0,4.0,,,,130.9090909090909,12.5,9.8,12.0,9.8,1.0,,1.0,,1.0,0.47435,0.47435,,1.0,2.0,1.0,,1.0,,,2.0,,2.0,1.0,,,,,1.0,,1.0,2.0,4.0,,,,,,1.0,1.0,2.0,1.0,,2.0,3.0,2.0,2.0,,,0.5,0.5,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,0.5,1.0,,,0.6666666666666666,0.6666666666666666,3.0,,,,,,,1.0,4.0,2.0,,,,,,1.0,,,1.0,4.0,,,,0.5,0.5,0.6666666666666666,,,,,,,,,,,,,1.0,1.0,,1.0,0.5,0.5,,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2010,2009-10,True
1563-200757-201142-201586-2420,1610612760,"Kevin Ollie, Thabo Sefolosha, Kevin Durant, Serge Ibaka, Nenad Krstic","Ollie, Sefolosha, Durant, Ibaka, Krstic",1563-200757-201142-201586-2420,OKC,104.0,2,3.0,4.0,4.0,4.0,4.0,8.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,,,2.0,2.0,1.0,4.0,1.0,0.2,,110.76923076923076,10.75,15.25,7.5,15.25,0.2,0.2,0.2,0.2,0.4,0.40845,0.40845,48.5,1.0,2.0,1.0,,,,,,,,,,,,,,1.0,2.0,,4.0,2.0,1.0,1.0,,2.0,,2.0,,,,,,,2.0,0.5,0.5,0.5,0.4,0.4,1.0,,1.0,1.0,,,,,0.2,,,9.55,2.0,2.0,,,,,2.0,4.0,2.0,,,,,,,,,,4.0,,,,0.5,0.4,0.4,,0.4,1.0,1.0,,,,,,,,,1.0,,1.0,,,,0.5,,,2.0,,,,1.0,,,0.5,1.0,1.0,1.0,1.0,1.0,0.3899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2010,2009-10,True
1563-200757-201142-201935-2041,1610612760,"Kevin Ollie, Thabo Sefolosha, Kevin Durant, James Harden, Etan Thomas","Ollie, Sefolosha, Durant, Harden, Thomas",1563-200757-201142-201935-2041,OKC,154.0,2,1.0,6.0,5.0,1.0,,11.0,1.0,,2.0,,1.0,2.0,6.0,,,2.0,,1.0,1.0,2.0,1.0,,0.6666666666666666,,102.85714285714285,12.5,15.8,12.5,15.0,0.3333333333333333,0.6666666666666666,,,1.0,0.5522833333333333,,24.05,0.16666666666666666,3.0,,,,1.0,,1.0,,,1.0,1.0,,,,1.0,,1.0,2.0,7.0,,,,,,,1.0,,,,1.0,2.0,1.0,7.0,,,1.0,0.8333333333333334,0.875,0.5,,0.5,1.0,,1.0,1.0,,,0.25,0.5,,,,,,1.0,1.0,,,2.0,,1.0,,,,1.0,,,,,,0.5,0.5,,,,,,,,,,,,0.5,0.5,,0.5,,,,1.0,,,,,,,,,,,,,,,,,,,,3.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2010,2009-10,True
1563-200757-201142-201935-2420,1610612760,"Kevin Ollie, Thabo Sefolosha, Kevin Durant, James Harden, Nenad Krstic","Ollie, Sefolosha, Durant, Harden, Krstic",1563-200757-201142-201935-2420,OKC,1.0,1,,1.0,,1.0,,1.0,,,1.0,1.0,,1.0,,,1.0,1.0,,,,,1.0,,1.0,,1440.0,1.0,,1.0,,,1.0,,1.0,1.0,0.2118,0.2118,29.6,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2010,2009-10,True
1563-200757-201142-201935-2555,1610612760,"Kevin Ollie, Thabo Sefolosha, Kevin Durant, James Harden, Nick Collison","Ollie, Sefolosha, Durant, Harden, Collison",1563-200757-201142-201935-2555,OKC,164.0,1,-3.0,4.0,5.0,,,9.0,1.0,,,,3.0,,7.0,,,,,,,2.0,,,,,79.02439024390243,20.75,16.2,20.75,16.2,0.3333333333333333,,,,0.3333333333333333,0.4097,,,,3.0,,,,,,,,,2.0,,,,,,1.0,1.0,2.0,4.0,2.0,1.0,1.0,,2.0,,,,,,1.0,2.0,1.0,4.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.5,,,,,,,,,0.3333333333333333,0.25,0.25,10.533333333333333,,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,0.3333333333333333,,,,,,,,,,,,1.0,,,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2010,2009-10,True
