EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,Corner3FGM,Corner3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,TwoPtAssists,ThreePtAssists,Assists,Corner3Assists,AtRimAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,LostBallTurnovers,Turnovers,FoulsDrawn,FTA,ThreePtShootingFoulsDrawn,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,TsPct,FG3APct,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffCorner3ReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimFrequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPoss,PenaltyDefPoss,SecondChanceAtRimFGM,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGM,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,SecondChanceFG2M,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Arc3Assists,ShortMidRangeAssists,LongMidRangeAssists,FTOffRebounds,FTDefRebounds,SelfOReb,LostBallSteals,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,SecondChanceTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg3Pct,PenaltyFg3Pct,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,DefFTReboundPct,OffFTReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,SelfORebPct,BlocksRecoveredPct,ShortMidRangePctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,PenaltyShotQualityAvg,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,PenaltyOffPossPct,HeaveAttempts,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,Travels,PenaltyTurnovers,Loose Ball Fouls Drawn,Blocked3s,BlockedArc3,Defensive 3 Seconds Violations,LongMidRangePctBlocked,OffArc3ReboundPct,SecondChanceCorner3FGA,Clear Path Fouls,SecondChanceCorner3Frequency,SecondChanceCorner3FGM,PenaltyCorner3FGM,PenaltyCorner3FGA,BlockedLongMidRange,DefensiveGoaltends,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,OffensiveGoaltends,HeaveMakes,3SecondViolations,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,3pt And 1 Free Throw Trips,BlockedCorner3,Corner3PctBlocked,team_id,year,season,team_vs
101112-200811-201162-201169-201609,1610612756,"Channing Frye, Lou Amundson, Jared Dudley, Alando Tucker, Goran Dragic","Frye, Amundson, Dudley, Tucker, Dragic",101112-200811-201162-201169-201609,PHX,232.0,1,4.0,3.0,8.0,7.0,2.0,15.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,6.0,1.0,2.0,2.0,9.0,6.0,2.0,2.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,1.0,2.0,1.0,3.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,9.0,0.5,0.5,1.0,0.5,0.5,0.3333333333333333,0.4375,0.5,0.25,1.0,0.5,0.25,1.0,1.0,0.75,0.4,1.0,1.0,0.5,1.0,1.0,93.10344827586206,17.5,13.142857142857142,17.25,13.0,0.375,0.3333333333333333,0.3333333333333333,1.0,0.25,0.5,0.5,0.125,0.25,0.5,0.5,1.0,1.0,0.625,0.51833125,0.5282,0.1111111111111111,0.3333333333333333,6.766666666666667,23.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612756,2010,2009-10,True
101112-200811-201162-201609-201947,1610612756,"Channing Frye, Lou Amundson, Jared Dudley, Goran Dragic, Earl Clark","Frye, Amundson, Dudley, Dragic, Clark",101112-200811-201162-201609-201947,PHX,2413.0,9,40.0,4.0,74.0,73.0,13.0,147.0,16.0,22.0,7.0,5.0,15.0,14.0,1.0,6.0,28.0,51.0,7.0,22.0,10.0,87.0,83.0,9.0,24.0,32.0,18.0,12.0,6.0,18.0,1.0,6.0,42.0,2.0,11.0,6.0,12.0,22.0,14.0,36.0,6.0,4.0,4.0,1.0,10.0,14.0,14.0,,64.0,0.42857142857142855,0.5454545454545454,0.8571428571428571,0.3181818181818182,0.3181818181818182,0.5490196078431373,0.5273972602739726,0.5512820512820513,0.3013698630136986,0.4,0.5714285714285714,0.4782608695652174,0.6666666666666666,0.13333333333333333,0.6,0.34210526315789475,0.5,0.4,0.8,0.625,1.0,87.72482387070036,16.635135135135137,16.19178082191781,15.756756756756756,15.698630136986301,0.3013698630136986,0.7272727272727273,0.8421052631578947,0.375,0.2054794520547945,0.3333333333333333,0.4166666666666667,0.1917808219178082,0.0821917808219178,0.16666666666666666,0.16666666666666666,1.0,0.7,0.6027397260273972,0.5002657534246575,0.5212111111111111,0.09090909090909091,,7.876470588235294,24.818181818181817,7.0,23.0,7.0,1.0,1.0,7.0,6.0,16.0,1.0,1.0,2.0,4.0,8.0,1.0,1.0,4.0,23.0,2.0,3.0,2.0,4.0,2.0,12.0,3.0,12.0,16.0,6.0,6.0,5.0,3.0,3.0,1.0,4.0,2.0,2.0,3.0,3.0,6.0,2.0,14.0,26.0,1.0,1.0,1.0,3.0,1.0,7.0,1.0,4.0,1.0,3.0,4.0,1.0,12.0,7.0,1.0,1.0,1.0,0.5,0.8888888888888888,0.6666666666666666,0.95,0.7142857142857143,0.9583333333333334,0.75,0.11764705882352941,0.13636363636363635,0.2,1.0,1.0,0.3333333333333333,0.5714285714285714,0.625,0.375,0.0625,0.25,0.6,0.5,0.5,0.42857142857142855,0.2191780821917808,0.375,0.375,0.8333333333333334,1.0,0.14285714285714285,0.1,1.0,1.0,0.14285714285714285,1.0,0.5714285714285714,0.5,0.375,0.5003142857142857,0.12727272727272726,0.26436781609195403,0.13793103448275862,0.0945945945945946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612756,2010,2009-10,True
101112-200811-201162-201609-2202,1610612756,"Channing Frye, Lou Amundson, Jared Dudley, Goran Dragic, Jason Richardson","Frye, Amundson, Dudley, Dragic, Richardson",101112-200811-201162-201609-2202,PHX,5737.0,27,96.0,9.0,182.0,176.0,18.0,358.0,32.0,47.0,10.0,18.0,38.0,45.0,6.0,9.0,64.0,130.0,17.0,31.0,33.0,212.0,203.0,17.0,70.0,58.0,45.0,35.0,15.0,50.0,6.0,23.0,115.0,6.0,18.0,22.0,39.0,68.0,25.0,93.0,10.0,6.0,20.0,5.0,29.0,51.0,52.0,,191.0,0.546875,0.5833333333333334,0.8823529411764706,0.5483870967741935,0.5666666666666667,0.49230769230769234,0.5559006211180124,0.5737704918032787,0.19254658385093168,0.6896551724137931,0.6290322580645161,0.2727272727272727,0.7857142857142857,0.46153846153846156,0.6777777777777778,0.3037974683544304,0.25,0.6666666666666666,0.75,0.8095238095238095,0.7142857142857143,89.85881122537913,15.89010989010989,16.164772727272727,15.241758241758241,15.488636363636363,0.2919254658385093,0.6808510638297872,0.7804878048780488,0.71875,0.2360248447204969,0.47368421052631576,0.5142857142857142,0.2795031055900621,0.055900621118012424,0.6666666666666666,0.6666666666666666,1.0,0.5263157894736842,0.484472049689441,0.47874875,0.5073375,0.14835164835164835,,8.914615384615386,25.309677419354838,23.0,16.0,6.0,4.0,4.0,14.0,11.0,22.0,1.0,2.0,5.0,7.0,8.0,1.0,2.0,2.0,21.0,10.0,14.0,5.0,7.0,4.0,39.0,6.0,8.0,21.0,11.0,11.0,9.0,6.0,6.0,1.0,7.0,4.0,4.0,2.0,15.0,9.0,4.0,17.0,33.0,2.0,2.0,5.0,6.0,2.0,27.0,1.0,16.0,14.0,2.0,17.0,10.0,39.0,23.0,1.0,1.0,0.5,0.7142857142857143,0.47058823529411764,0.7142857142857143,0.5,0.8333333333333334,0.5,0.8478260869565217,0.08461538461538462,0.1276595744680851,0.07894736842105263,1.0,0.16666666666666666,0.26666666666666666,0.2903225806451613,0.5769230769230769,0.5625,0.058823529411764705,0.5882352941176471,0.3333333333333333,0.3111111111111111,0.32558139534883723,0.42857142857142855,0.13664596273291926,0.5,0.5,0.8181818181818182,0.6,,0.10526315789473684,0.5,1.0,0.19047619047619047,1.0,0.3333333333333333,0.7142857142857143,0.5238095238095238,0.450665,0.17880794701986755,0.09905660377358491,0.18396226415094338,0.12637362637362637,1.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,0.044444444444444446,0.4,,,,,,,,,,,,,,,,,,,,,,1610612756,2010,2009-10,True
101112-200811-201162-201609-255,1610612756,"Channing Frye, Lou Amundson, Jared Dudley, Goran Dragic, Grant Hill","Frye, Amundson, Dudley, Dragic, Hill",101112-200811-201162-201609-255,PHX,7867.0,27,131.0,-32.0,246.0,244.0,31.0,490.0,42.0,66.0,12.0,13.0,47.0,49.0,1.0,6.0,74.0,162.0,12.0,34.0,62.0,246.0,278.0,19.0,76.0,72.0,21.0,38.0,7.0,45.0,1.0,20.0,97.0,9.0,26.0,28.0,46.0,80.0,36.0,116.0,20.0,11.0,25.0,11.0,49.0,73.0,83.0,,213.0,0.5135135135135135,0.5671641791044776,0.5833333333333334,0.35294117647058826,0.35294117647058826,0.4567901234567901,0.46938775510204084,0.5236051502145923,0.17346938775510204,0.5102040816326531,0.6133333333333333,0.2988505747126437,0.8,0.4090909090909091,0.6727272727272727,0.3211009174311927,0.3235294117647059,0.8,0.65,0.7586206896551724,1.0,89.69111478327189,15.83739837398374,16.274590163934427,14.955284552845528,15.545081967213115,0.336734693877551,0.6363636363636364,0.75,0.47619047619047616,0.23979591836734693,0.2765957446808511,0.3611111111111111,0.25,0.030612244897959183,0.16666666666666666,0.16666666666666666,1.0,0.5,0.5102040816326531,0.4960997448979592,0.533,0.1782608695652174,,8.198148148148148,25.36764705882353,25.0,17.0,7.0,11.0,13.0,19.0,11.0,28.0,2.0,4.0,,3.0,10.0,2.0,5.0,7.0,33.0,13.0,19.0,,3.0,6.0,32.0,15.0,14.0,28.0,11.0,21.0,6.0,6.0,12.0,1.0,6.0,3.0,9.0,4.0,14.0,24.0,8.0,34.0,67.0,3.0,7.0,10.0,7.0,2.0,41.0,3.0,13.0,9.0,4.0,13.0,9.0,32.0,25.0,,3.0,0.4,,0.5263157894736842,0.6842105263157895,0.5416666666666666,0.5909090909090909,0.5892857142857143,0.64,0.12962962962962962,0.15151515151515152,0.23404255319148937,0.75,0.09090909090909091,0.3333333333333333,0.2413793103448276,0.5,0.72,0.03409090909090909,0.6923076923076923,0.46153846153846156,0.3877551020408163,0.3877551020408163,0.631578947368421,0.14285714285714285,0.39285714285714285,0.39285714285714285,0.5454545454545454,0.5833333333333334,0.14285714285714285,0.16666666666666666,0.5,1.0,0.5909090909090909,0.8461538461538461,0.13636363636363635,,0.39285714285714285,0.5597795454545454,0.20918367346938777,0.13414634146341464,0.13008130081300814,0.1016260162601626,,,,9.0,3.0,3.0,,,2.0,,0.29411764705882354,1.0,1.0,0.041666666666666664,,,,,,,,,,,,,,,,,,,1610612756,2010,2009-10,True
101112-200811-201162-201609-2571,1610612756,"Channing Frye, Lou Amundson, Jared Dudley, Goran Dragic, Leandro Barbosa","Frye, Amundson, Dudley, Dragic, Barbosa",101112-200811-201162-201609-2571,PHX,7272.0,25,121.0,-25.0,244.0,237.0,36.0,481.0,41.0,69.0,15.0,22.0,50.0,51.0,11.0,18.0,77.0,170.0,18.0,44.0,46.0,254.0,279.0,27.0,82.0,72.0,48.0,41.0,16.0,57.0,10.0,20.0,130.0,6.0,30.0,38.0,39.0,86.0,36.0,122.0,13.0,6.0,27.0,11.0,46.0,59.0,61.0,1.0,213.0,0.5324675324675324,0.5774647887323944,0.8888888888888888,0.4090909090909091,0.4090909090909091,0.45294117647058824,0.48598130841121495,0.524896265560166,0.205607476635514,0.5869565217391305,0.7358490566037735,0.3409090909090909,0.7916666666666666,0.24,0.7623762376237624,0.3185840707964602,0.2962962962962963,0.14285714285714285,0.7692307692307693,0.8,0.7692307692307693,95.24752475247524,15.807377049180328,14.40928270042194,14.991803278688524,13.860759493670885,0.32242990654205606,0.5942028985507246,0.6833333333333333,0.4878048780487805,0.2336448598130841,0.44,0.5,0.2383177570093458,0.08411214953271028,0.6111111111111112,0.6111111111111112,0.9090909090909091,0.4838709677419355,0.5280373831775701,0.4862313084112149,0.48790833333333333,0.12236286919831224,0.022222222222222223,7.96,24.43409090909091,38.0,37.0,9.0,4.0,10.0,14.0,7.0,26.0,,,,4.0,13.0,2.0,4.0,9.0,41.0,8.0,28.0,2.0,7.0,10.0,32.0,6.0,12.0,26.0,7.0,16.0,6.0,12.0,9.0,,9.0,11.0,7.0,3.0,16.0,19.0,4.0,31.0,59.0,3.0,8.0,6.0,6.0,1.0,28.0,4.0,9.0,7.0,1.0,9.0,6.0,32.0,38.0,4.0,1.0,0.5,0.2857142857142857,0.48148148148148145,0.2857142857142857,0.5161290322580645,0.3142857142857143,0.5857142857142857,0.41025641025641024,0.09411764705882353,0.13043478260869565,0.12,1.0,,0.4444444444444444,0.29411764705882354,0.6666666666666666,0.7777777777777778,0.1111111111111111,0.6666666666666666,0.5454545454545454,0.27450980392156865,0.28,0.6428571428571429,0.12149532710280374,0.2692307692307692,0.2692307692307692,0.8571428571428571,0.6,,,,,0.2857142857142857,0.4,0.11428571428571428,,0.2692307692307692,0.43976714285714286,0.14583333333333334,0.16141732283464566,0.12598425196850394,0.1557377049180328,,2.0,,2.0,9.0,,,,1.0,0.0196078431372549,0.2777777777777778,4.0,,0.12903225806451613,2.0,2.0,3.0,1.0,2.0,0.5,1.0,0.08571428571428572,0.6666666666666666,,,,,,,,,,1610612756,2010,2009-10,True
101112-200811-201162-201609-959,1610612756,"Channing Frye, Lou Amundson, Jared Dudley, Goran Dragic, Steve Nash","Frye, Amundson, Dudley, Dragic, Nash",101112-200811-201162-201609-959,PHX,1074.0,11,18.0,-5.0,36.0,33.0,3.0,69.0,9.0,13.0,2.0,4.0,5.0,10.0,,1.0,17.0,28.0,,3.0,9.0,43.0,48.0,4.0,18.0,16.0,,9.0,,9.0,,6.0,18.0,1.0,2.0,5.0,4.0,10.0,4.0,14.0,2.0,2.0,,,4.0,9.0,12.0,,35.0,0.5294117647058824,0.5625,,,,0.6071428571428571,0.5483870967741935,0.6142857142857143,0.0967741935483871,,0.4444444444444444,0.18181818181818182,1.0,0.3333333333333333,0.6428571428571429,0.21428571428571427,1.0,1.0,0.6666666666666666,1.0,1.0,92.51396648044694,14.583333333333334,16.636363636363637,13.694444444444445,14.878787878787879,0.41935483870967744,0.6923076923076923,0.75,0.6666666666666666,0.16129032258064516,0.8,1.0,0.3225806451612903,0.03225806451612903,,,,0.5,0.5161290322580645,0.5012709677419355,0.52685,0.20588235294117646,,8.460714285714285,24.46666666666667,16.0,18.0,2.0,6.0,10.0,4.0,,2.0,,,,,3.0,,,2.0,8.0,8.0,14.0,,1.0,5.0,21.0,,2.0,2.0,,2.0,,2.0,1.0,1.0,1.0,,,1.0,,4.0,,3.0,5.0,,1.0,,4.0,,7.0,1.0,2.0,2.0,,2.0,1.0,21.0,16.0,1.0,1.0,,,0.75,0.5714285714285714,0.75,0.5333333333333333,1.0,0.6176470588235294,0.07142857142857142,0.07692307692307693,0.2,0.5,1.0,,0.16666666666666666,0.3333333333333333,0.3333333333333333,,0.5,0.5,0.4,0.4,0.25,0.06451612903225806,,,,1.0,0.5,,,,0.6666666666666666,0.6,,,,0.5402966666666666,0.22580645161290322,0.18604651162790697,0.4883720930232558,0.4444444444444444,,,1.0,,1.0,,,,1.0,,,,,,,,1.0,,,,,0.06666666666666667,,,,,,,,,,,1610612756,2010,2009-10,True
101112-200811-201162-201947-255,1610612756,"Channing Frye, Lou Amundson, Jared Dudley, Earl Clark, Grant Hill","Frye, Amundson, Dudley, Clark, Hill",101112-200811-201162-201947-255,PHX,416.0,2,7.0,,12.0,14.0,2.0,26.0,3.0,5.0,,2.0,3.0,1.0,,,6.0,9.0,,2.0,1.0,13.0,13.0,1.0,6.0,6.0,,3.0,,3.0,,1.0,6.0,2.0,1.0,1.0,4.0,6.0,3.0,9.0,1.0,1.0,,,4.0,2.0,2.0,,10.0,0.5,0.5,,,,0.6666666666666666,0.5454545454545454,0.5416666666666666,0.18181818181818182,,0.8,0.3333333333333333,1.0,1.0,0.8333333333333334,0.6,,,1.0,1.0,,90.0,15.833333333333334,16.142857142857142,15.166666666666666,15.928571428571429,0.45454545454545453,0.6,0.75,0.3333333333333333,0.2727272727272727,0.6666666666666666,0.6666666666666666,0.09090909090909091,,,,,,0.6363636363636364,0.51995,0.3723,0.08333333333333333,,5.722222222222222,26.8,,,,,,1.0,,2.0,,,,,1.0,,,1.0,3.0,,,,,,,,,2.0,,1.0,,1.0,1.0,,1.0,,,1.0,,4.0,1.0,3.0,7.0,,2.0,1.0,,,1.0,,2.0,1.0,1.0,2.0,1.0,,,,,,,1.0,,1.0,,0.75,,0.1111111111111111,0.2,,1.0,,0.5,,1.0,0.5,,0.5,0.5,1.0,1.0,1.0,0.18181818181818182,,,,,,,,,,,,,,,0.1,0.23076923076923078,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1610612756,2010,2009-10,True
101112-200811-201162-201947-959,1610612756,"Channing Frye, Lou Amundson, Jared Dudley, Earl Clark, Steve Nash","Frye, Amundson, Dudley, Clark, Nash",101112-200811-201162-201947-959,PHX,9.0,1,,,1.0,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320.0,4.0,5.0,4.0,5.0,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612756,2010,2009-10,True
101112-200811-201162-2202-255,1610612756,"Channing Frye, Lou Amundson, Jared Dudley, Jason Richardson, Grant Hill","Frye, Amundson, Dudley, Richardson, Hill",101112-200811-201162-2202-255,PHX,146.0,2,2.0,,5.0,4.0,2.0,9.0,1.0,1.0,,,2.0,1.0,,,2.0,4.0,,,2.0,6.0,6.0,1.0,2.0,2.0,,1.0,,1.0,,1.0,2.0,,1.0,1.0,,1.0,1.0,2.0,,,,,,1.0,2.0,,6.0,0.5,0.5,,,,0.5,0.5,0.6,,,,0.5,1.0,,1.0,0.5,0.5,,,1.0,,88.76712328767124,15.2,17.5,12.2,17.5,0.25,1.0,1.0,1.0,0.5,,,0.25,,,,,,0.25,0.45345,0.3697,0.2,,8.625,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,0.25,,0.5,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612756,2010,2009-10,True
101112-200811-201162-2202-959,1610612756,"Channing Frye, Lou Amundson, Jared Dudley, Jason Richardson, Steve Nash","Frye, Amundson, Dudley, Richardson, Nash",101112-200811-201162-2202-959,PHX,1815.0,19,30.0,-8.0,57.0,58.0,9.0,115.0,11.0,20.0,6.0,6.0,15.0,14.0,1.0,4.0,23.0,49.0,4.0,15.0,9.0,67.0,75.0,11.0,22.0,24.0,6.0,11.0,2.0,13.0,1.0,5.0,28.0,1.0,10.0,8.0,10.0,18.0,11.0,29.0,4.0,3.0,1.0,,4.0,5.0,10.0,,56.0,0.4782608695652174,0.5238095238095238,0.5,0.26666666666666666,0.3076923076923077,0.46938775510204084,0.453125,0.4772727272727273,0.234375,0.25,0.7142857142857143,0.38461538461538464,1.0,0.125,0.8181818181818182,0.3235294117647059,0.5555555555555556,0.3333333333333333,0.8571428571428571,1.0,1.0,91.2396694214876,15.491228070175438,16.06896551724138,14.43859649122807,15.810344827586206,0.3125,0.55,0.6111111111111112,0.45454545454545453,0.234375,0.4,0.4,0.21875,0.0625,0.25,0.25,1.0,0.5454545454545454,0.546875,0.5053879032258065,0.50057,0.06153846153846154,,7.991836734693878,28.586666666666666,27.0,31.0,2.0,4.0,11.0,6.0,3.0,11.0,,,2.0,6.0,3.0,,,5.0,11.0,9.0,25.0,2.0,7.0,5.0,29.0,6.0,4.0,9.0,3.0,2.0,1.0,1.0,5.0,,,2.0,1.0,1.0,1.0,3.0,,3.0,9.0,,1.0,,3.0,4.0,4.0,1.0,3.0,,3.0,3.0,,29.0,27.0,,,,0.2857142857142857,0.2727272727272727,0.36,0.2727272727272727,0.375,0.3333333333333333,0.3939393939393939,0.04081632653061224,0.1,,,,0.5555555555555556,,,0.5714285714285714,0.0625,,0.16666666666666666,0.42857142857142855,0.42857142857142855,0.8333333333333334,0.171875,0.2727272727272727,0.2727272727272727,0.3333333333333333,0.3333333333333333,,,,,0.34375,0.36363636363636365,0.1875,0.3333333333333333,0.3333333333333333,0.48778870967741933,0.08,0.16417910447761194,0.43283582089552236,0.47368421052631576,2.0,,,,3.0,,,,1.0,,,,,,,,1.0,,,,,0.03125,,,,,,,,,,,1610612756,2010,2009-10,True
