EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyPoints,PtsUnassisted2s,NonHeaveArc3FGA,DefTwoPtRebounds,DefRebounds,Rebounds,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,DefTwoPtReboundPct,DefFGReboundPct,DefShortMidRangeReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Arc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Arc3FGM,PenaltyArc3FGM,FG3M,PenaltyFG3M,PtsAssisted3s,NonHeaveArc3FGM,Fg2aBlocked,ThreePtAssists,Assists,Arc3Assists,AssistPoints,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Turnovers,FoulsDrawn,Offensive Fouls Drawn,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG2APctBlocked,AtRimPctBlocked,DefLongMidRangeReboundPct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceOffPoss,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,FtPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFtPoints,PtsPutbacks,Fg3aBlocked,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,OffRebounds,Steals,LostBallSteals,LiveBallTurnovers,LostBallTurnovers,SecondChanceTurnovers,PenaltyTurnovers,Fouls,FTA,TwoPtShootingFoulsDrawn,NonShootingPenaltyNonTakeFouls,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG3APctBlocked,Arc3PctBlocked,LiveBallTurnoverPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,DefCorner3ReboundPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PtsAssisted2s,TwoPtAssists,AtRimAssists,FTDefRebounds,BadPassTurnovers,Travels,ShootingFouls,Offensive Fouls,Blocked2s,BlockedAtRim,BlockedLongMidRange,Blocks,RecoveredBlocks,Assisted2sPct,NonPutbacksAssisted2sPct,DefFTReboundPct,DefAtRimReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,AtRimPctAssisted,2pt And 1 Free Throw Trips,PtsUnassisted3s,ShortMidRangeAssists,LongMidRangeAssists,BadPassSteals,Loose Ball Fouls Drawn,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,ShortMidRangePctBlocked,OffShortMidRangeReboundPct,ShortMidRangePctAssisted,LongMidRangePctAssisted,SecondChanceAtRimPctAssisted,LongMidRangePctBlocked,LostBallOutOfBoundsTurnovers,BlockedShortMidRange,Corner3FGM,Corner3FGA,SecondChanceArc3FGA,SecondChanceFG3A,Corner3Assists,SelfOReb,StepOutOfBoundsTurnovers,Defensive 3 Seconds Violations,OffLongMidRangeReboundPct,SelfORebPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceArc3Frequency,SecondChanceCorner3FGA,PenaltyCorner3FGA,SecondChanceCorner3Frequency,PenaltyCorner3Frequency,SecondChanceFtPoints,Loose Ball Fouls,OffCorner3ReboundPct,HeaveAttempts,FTOffRebounds,OffFTReboundPct,Technical Free Throw Trips,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,DefensiveGoaltends,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,PenaltyCorner3FGM,PenaltyCorner3Accuracy,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Clear Path Fouls,OffensiveGoaltends,3pt And 1 Free Throw Trips,3SecondViolations,Corner3PctBlocked,Blocked3s,BlockedArc3,BlockedCorner3,team_id,year,season,team_vs
101122-101129-1902-2211-2248,1610612754,"Danny Granger, Luther Head, Jeff Foster, Troy Murphy, Earl Watson","Granger, Head, Foster, Murphy, Watson",101122-101129-1902-2211-2248,IND,142.0,1,2.0,-1.0,5.0,4.0,5.0,4.0,9.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,4.0,5.0,2.0,3.0,2.0,4.0,4.0,2.0,1.0,1.0,1.0,4.0,4.0,5.0,0.6666666666666666,0.6666666666666666,0.4,0.4,0.4,0.4,0.4,1.0,1.0,1.0,91.26760563380282,11.6,21.0,11.6,21.0,0.4,0.5,0.5,0.2,1.0,1.0,0.4,0.4,0.5,0.4,0.8,0.55433,0.55433,1.0,7.3999999999999995,24.95,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2010,2009-10,False
101122-101129-1902-2211-2551,1610612754,"Danny Granger, Luther Head, Jeff Foster, Troy Murphy, T.J. Ford","Granger, Head, Foster, Murphy, Ford",101122-101129-1902-2211-2551,IND,89.0,1,1.0,,4.0,3.0,2.0,3.0,7.0,,2.0,,1.0,,,1.0,1.0,,2.0,1.0,3.0,3.0,,1.0,1.0,3.0,,1.0,1.0,1.0,1.0,3.0,3.0,2.0,,,0.5,0.75,0.5,0.75,0.3333333333333333,1.0,1.0,,113.25842696629213,12.0,13.666666666666666,12.0,13.666666666666666,0.6666666666666666,,,,,,0.3333333333333333,0.5,,0.5,1.0,0.6063666666666666,0.5378,1.0,1.6,25.9,0.5,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2010,2009-10,False
101122-101129-200780-201177-2248,1610612754,"Danny Granger, Luther Head, Solomon Jones, Josh McRoberts, Earl Watson","Granger, Head, Jones, McRoberts, Watson",101122-101129-200780-201177-2248,IND,175.0,1,3.0,4.0,6.0,6.0,6.0,6.0,12.0,1.0,2.0,1.0,2.0,,,2.0,2.0,2.0,3.0,2.0,10.0,6.0,2.0,3.0,2.0,10.0,4.0,2.0,,1.0,3.0,6.0,10.0,6.0,0.6666666666666666,0.6666666666666666,0.7,0.7,0.7142857142857143,0.7142857142857143,0.4,,0.5,,98.74285714285715,14.166666666666666,15.0,11.833333333333334,14.666666666666666,0.4,0.5,1.0,,,,0.4,0.4,0.5,0.4,0.8,0.51692,0.51692,1.0,2.8333333333333335,26.8,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,,,2.0,2.0,,1.0,0.5,0.5,0.5,0.3333333333333333,0.5,,0.5,1.0,1.0,0.5,0.5,3.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,4.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,1.0,1.0,0.5,1.0,0.5623,0.2857142857142857,0.4,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2010,2009-10,False
101122-101129-200780-201575-2248,1610612754,"Danny Granger, Luther Head, Solomon Jones, Brandon Rush, Earl Watson","Granger, Head, Jones, Rush, Watson",101122-101129-200780-201575-2248,IND,330.0,2,6.0,-1.0,15.0,14.0,4.0,,29.0,2.0,3.0,,1.0,1.0,2.0,5.0,2.0,3.0,5.0,5.0,9.0,10.0,,1.0,2.0,,4.0,5.0,5.0,8.0,8.0,9.0,,4.0,0.6,,0.45,,0.45,,0.5,0.7142857142857143,0.7777777777777778,1.0,126.54545454545455,9.866666666666667,13.0,9.866666666666667,12.571428571428571,0.3,0.6666666666666666,0.6666666666666666,0.2,0.5,0.5,0.5,0.3333333333333333,,0.6666666666666666,0.8,0.543995,0.5678333333333333,,7.8,26.18,0.26666666666666666,1.0,,1.0,,3.0,1.0,,1.0,2.0,1.0,5.0,,2.0,4.0,,,1.0,0.2,,0.2,,,0.6666666666666666,0.2,0.2,1.0,,0.2,,,,,,,,,,,,,,,2.0,,1.0,1.0,2.0,1.0,,1.0,3.0,,,,,,,,,0.5,,1.0,,,,,1.0,,,,,,,,,,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,1.0,3.0,2.0,0.3333333333333333,0.3333333333333333,1.0,0.6666666666666666,1.0,0.6666666666666666,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2010,2009-10,False
101122-101129-200780-201579-2551,1610612754,"Danny Granger, Luther Head, Solomon Jones, Roy Hibbert, T.J. Ford","Granger, Head, Jones, Hibbert, Ford",101122-101129-200780-201579-2551,IND,29.0,1,,3.0,1.0,1.0,,1.0,2.0,1.0,1.0,,,,,,,1.0,1.0,,3.0,,,,,,2.0,,1.0,1.0,1.0,3.0,,,1.0,,1.0,,1.5,,,1.0,1.0,,99.3103448275862,17.0,12.0,17.0,12.0,1.0,1.0,1.0,,,,,,,,1.0,0.5881,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2010,2009-10,False
101122-101129-200780-201946-2248,1610612754,"Danny Granger, Luther Head, Solomon Jones, Tyler Hansbrough, Earl Watson","Granger, Head, Jones, Hansbrough, Watson",101122-101129-200780-201946-2248,IND,818.0,4,14.0,-3.0,30.0,31.0,16.0,19.0,61.0,4.0,8.0,3.0,4.0,2.0,4.0,4.0,3.0,9.0,20.0,4.0,33.0,36.0,4.0,9.0,3.0,13.0,8.0,4.0,8.0,9.0,13.0,29.0,13.0,16.0,0.45,0.4444444444444444,0.5,0.4583333333333333,0.532258064516129,0.4642857142857143,0.16666666666666666,0.7272727272727273,0.6923076923076923,,107.3838630806846,12.566666666666666,14.225806451612904,12.266666666666667,13.387096774193548,0.3333333333333333,0.5,0.5714285714285714,0.16666666666666666,0.5,0.5,0.16666666666666666,0.3333333333333333,0.75,0.25,0.5,0.503675,0.5260125,0.3939393939393939,7.68,27.1,0.5333333333333333,2.0,1.0,2.0,1.0,3.0,2.0,3.0,1.0,6.0,1.0,13.0,,1.0,4.0,11.0,2.0,0.5,0.5,0.3333333333333333,0.5,0.15,0.125,0.8571428571428571,0.5,0.5,0.5,0.3333333333333333,0.5,2.0,2.0,4.0,3.0,8.0,9.0,2.0,4.0,4.0,2.0,2.0,,1.0,3.0,1.0,4.0,2.0,1.0,3.0,,,3.0,2.0,15.0,6.0,,0.5,0.5,0.5,,,0.75,0.2727272727272727,0.5,0.5,0.3076923076923077,0.5,0.5,1.0,0.3333333333333333,0.375,0.5,1.0,0.5,0.5398999999999999,0.20689655172413793,0.24,0.12121212121212122,10.0,5.0,2.0,,3.0,1.0,,,1.0,1.0,,1.0,1.0,0.5555555555555556,0.625,,0.6666666666666666,,1.0,0.5,1.0,3.0,2.0,1.0,1.0,1.0,2.0,2.0,0.25,0.2,0.6666666666666666,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2010,2009-10,False
101122-101129-200780-201946-2551,1610612754,"Danny Granger, Luther Head, Solomon Jones, Tyler Hansbrough, T.J. Ford","Granger, Head, Jones, Hansbrough, Ford",101122-101129-200780-201946-2551,IND,106.0,1,2.0,-7.0,3.0,4.0,,,7.0,,,,,,2.0,,,1.0,3.0,,2.0,9.0,,,,,,,,,,2.0,,,0.3333333333333333,,0.3333333333333333,,0.3333333333333333,,,,,,95.09433962264151,17.666666666666668,13.25,17.666666666666668,13.25,,,,0.6666666666666666,,,,,,,,0.4150666666666667,,,15.366666666666667,,,,,,,,,1.0,,1.0,,2.0,,,,,,,,,,0.3333333333333333,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3333333333333333,1.0,1.0,,,,,,,2.0,1.0,,,,,,,,,,,,1.0,1.0,,,,,,,,1.0,,,,,,,,1.0,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2010,2009-10,False
101122-101129-200780-201985-2563,1610612754,"Danny Granger, Luther Head, Solomon Jones, AJ Price, Dahntay Jones","Granger, Head, Jones, Price, Jones",101122-101129-200780-201985-2563,IND,216.0,1,4.0,1.0,7.0,7.0,,,14.0,1.0,1.0,,,1.0,1.0,1.0,,2.0,3.0,1.0,8.0,7.0,,,,,,1.0,2.0,2.0,2.0,8.0,,,0.6666666666666666,,0.875,,0.8,,0.25,0.5,0.5,0.5,93.33333333333333,14.285714285714286,16.571428571428573,14.285714285714286,15.0,0.25,1.0,1.0,0.25,1.0,1.0,0.25,,,,0.5,0.5133375,,,10.733333333333334,26.7,,1.0,,1.0,,3.0,1.0,,1.0,3.0,1.0,7.0,,3.0,3.0,1.0,,1.0,1.0,,1.0,,,0.5,1.0,1.0,1.0,,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,1.0,2.0,1.0,,,,,,,,,,,,,,,0.25,,,,,,0.2,0.25,,4.0,2.0,1.0,,,1.0,,,1.0,,,1.0,,1.0,1.0,,,,,1.0,,,,1.0,,,,,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2010,2009-10,False
101122-101129-200780-2211-2248,1610612754,"Danny Granger, Luther Head, Solomon Jones, Troy Murphy, Earl Watson","Granger, Head, Jones, Murphy, Watson",101122-101129-200780-2211-2248,IND,1093.0,4,18.0,,41.0,38.0,8.0,16.0,79.0,10.0,16.0,1.0,2.0,2.0,7.0,7.0,1.0,13.0,27.0,9.0,40.0,40.0,2.0,6.0,1.0,4.0,14.0,7.0,8.0,14.0,22.0,36.0,4.0,8.0,0.48148148148148145,0.3333333333333333,0.4444444444444444,0.2857142857142857,0.5128205128205128,0.2857142857142857,0.25,0.6666666666666666,0.7058823529411765,0.3333333333333333,104.08051235132663,13.414634146341463,14.289473684210526,12.585365853658537,14.0,0.4444444444444444,0.625,0.6666666666666666,0.19444444444444445,0.2857142857142857,0.2857142857142857,0.19444444444444445,0.2857142857142857,0.5,0.14285714285714285,0.6944444444444444,0.5540041666666666,0.4182642857142857,0.1,5.65925925925926,25.61111111111111,0.1951219512195122,1.0,,2.0,,6.0,1.0,1.0,2.0,8.0,1.0,18.0,,7.0,10.0,13.0,3.0,1.0,0.2222222222222222,,0.2222222222222222,0.037037037037037035,0.0625,0.75,0.14285714285714285,0.14285714285714285,1.0,,0.14285714285714285,6.0,1.0,4.0,1.0,4.0,8.0,2.0,6.0,4.0,,2.0,,2.0,6.0,4.0,8.0,3.0,1.0,3.0,2.0,1.0,3.0,13.0,9.0,6.0,,0.3333333333333333,0.2857142857142857,0.2857142857142857,,,0.3,0.42857142857142855,0.8,0.3333333333333333,0.4,0.6666666666666666,0.4,1.0,0.1111111111111111,0.25,0.25,0.5714285714285714,0.25,0.5031,0.15384615384615385,0.2,0.1,12.0,6.0,4.0,2.0,1.0,3.0,10.0,2.0,5.0,3.0,,5.0,2.0,0.46153846153846156,0.5,1.0,0.8,0.75,0.4,0.4,3.0,,,2.0,2.0,,,,,0.3333333333333333,,1.0,,,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,0.05263157894736842,0.05555555555555555,0.5,0.5,1.0,0.14285714285714285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2010,2009-10,False
101122-101129-200780-2248-2399,1610612754,"Danny Granger, Luther Head, Solomon Jones, Earl Watson, Mike Dunleavy","Granger, Head, Jones, Watson, Dunleavy",101122-101129-200780-2248-2399,IND,170.0,1,3.0,4.0,5.0,6.0,5.0,,11.0,2.0,2.0,2.0,2.0,,1.0,1.0,1.0,2.0,3.0,2.0,7.0,3.0,2.0,3.0,2.0,7.0,2.0,1.0,2.0,4.0,5.0,7.0,7.0,5.0,0.6666666666666666,0.6666666666666666,0.4,0.4,0.5833333333333334,0.5833333333333334,0.4,1.0,1.0,,93.17647058823529,16.0,15.0,15.0,15.0,0.4,1.0,1.0,0.2,,,0.2,0.4,1.0,0.2,0.8,0.49571,0.49571,1.0,6.7,25.1,1.0,,,,,,,1.0,,1.0,,2.0,,,,2.0,,,,,,0.3333333333333333,,1.0,,,,,,1.0,,,,,3.0,,,,3.0,,,,1.0,2.0,1.0,,,,,,,,3.0,1.0,,,,,,,,1.0,1.0,,0.3333333333333333,,,1.0,,,,,,0.5862,0.2,0.3333333333333333,,2.0,1.0,1.0,,,,,,,,,,,0.5,0.5,,1.0,,,0.5,1.0,,,,,,1.0,1.0,,,,,,1.0,,,,1.0,,1.0,,,,,1.0,,0.2,,,,,1.0,1.0,1.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2010,2009-10,False
