EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,LongMidRangeFGA,Arc3FGA,PenaltyArc3FGA,FG2A,FG3A,SecondChanceFG2A,PenaltyFG2A,PenaltyFG3A,NonHeaveArc3FGA,OffThreePtRebounds,DefThreePtRebounds,DefRebounds,OffRebounds,Rebounds,PenaltyOffPossExcludingTakeFouls,FG3APct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffArc3ReboundPct,DefCorner3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,LongMidRangeFrequency,Arc3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PlusMinus,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,FG2M,Points,OpponentPoints,PenaltyFG2M,PenaltyPoints,PtsAssisted2s,TwoPtAssists,Assists,AtRimAssists,AssistPoints,FTDefRebounds,FirstChancePoints,PenaltyPointsExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,DefFTReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyPointsPct,Fouls,NonShootingPenaltyNonTakeFouls,ShortMidRangeFGA,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,FG3M,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG3M,PtsAssisted3s,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,FTOffRebounds,DefTwoPtRebounds,Steals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,PenaltyTurnovers,Offensive Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,SecondChanceEfgPct,SecondChanceTsPct,LiveBallTurnoverPct,OffFTReboundPct,DefTwoPtReboundPct,DefLongMidRangeReboundPct,ShortMidRangeFrequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,LongMidRangeFGM,LongMidRangeAssists,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,PtsUnassisted2s,Corner3FGA,PenaltyCorner3FGA,FtPoints,PenaltyFtPoints,ShootingFouls,DefAtRimReboundPct,Corner3Frequency,PenaltyCorner3Frequency,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,Corner3FGM,PenaltyCorner3FGM,SecondChanceFG2M,SecondChanceFtPoints,PtsPutbacks,Fg2aBlocked,Corner3Assists,OffTwoPtRebounds,BadPassSteals,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Offensive Fouls Drawn,NonShootingFoulsDrawn,BlockedShortMidRange,RecoveredBlocks,OffensiveGoaltends,SecondChanceFg2Pct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,OffTwoPtReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyCorner3Accuracy,Loose Ball Fouls Drawn,NonShootingPenaltyNonTakeFoulsDrawn,HeaveAttempts,ShortMidRangeAssists,SecondChanceTurnovers,Loose Ball Fouls,Technical Free Throw Trips,3SecondViolations,ShortMidRangePctAssisted,Travels,BlockedLongMidRange,SecondChanceCorner3FGA,SelfOReb,StepOutOfBoundsTurnovers,SelfORebPct,SecondChanceCorner3Frequency,DefensiveGoaltends,OffCorner3ReboundPct,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,team_id,year,season,team_vs
101109-101211-1716-200748-2564,1610612766,"Raymond Felton, Stephen Graham, Larry Hughes, Tyrus Thomas, Boris Diaw","Felton, Graham, Hughes, Thomas, Diaw",101109-101211-1716-200748-2564,CHA,53.0,1,1.0,1.0,2.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,81.50943396226415,19.0,17.0,14.0,17.0,0.5,0.5,0.5,0.5,0.396325,0.396325,17.9,28.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2010,2009-10,False
101109-101211-200748-201571-201974,1610612766,"Raymond Felton, Stephen Graham, Tyrus Thomas, D.J. Augustin, Derrick Brown","Felton, Graham, Thomas, Augustin, Brown",101109-101211-200748-201571-201974,CHA,53.0,1,1.0,2.0,3.0,2.0,3.0,,5.0,1.0,,,2.0,,,2.0,,,,,1.0,,1.0,2.0,,,,,,,,135.8490566037736,11.5,10.0,11.5,10.0,0.5,,,0.5,0.46095,0.46095,8.05,,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2010,2009-10,False
101109-101211-200748-201571-2199,1610612766,"Raymond Felton, Stephen Graham, Tyrus Thomas, D.J. Augustin, Tyson Chandler","Felton, Graham, Thomas, Augustin, Chandler",101109-101211-200748-201571-2199,CHA,28.0,1,,1.0,,1.0,,,1.0,1.0,,,1.0,,,1.0,,,,,,,,1.0,,,,,,,,51.42857142857143,9.0,,9.0,,1.0,,,,0.3613,0.3613,18.6,,1.0,-1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2010,2009-10,False
101109-101211-201571-2199-2564,1610612766,"Raymond Felton, Stephen Graham, D.J. Augustin, Tyson Chandler, Boris Diaw","Felton, Graham, Augustin, Chandler, Diaw",101109-101211-201571-2199-2564,CHA,137.0,1,2.0,5.0,4.0,5.0,4.0,1.0,9.0,1.0,1.0,1.0,3.0,1.0,,3.0,1.0,1.0,,,1.0,1.0,2.0,5.0,0.25,,,0.5,,,,94.59854014598541,14.4,16.25,11.6,15.5,0.25,0.25,0.25,0.5,0.4923625,0.4923625,8.200000000000001,24.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,4.0,1.0,5.0,2.0,1.0,2.0,1.0,5.0,,2.0,5.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.625,0.625,0.625,0.625,,0.25,1.0,1.0,1.0,0.25,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,1.5,0.5,1.0,0.5,1.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.52125,0.25,0.3333333333333333,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2010,2009-10,False
101109-1536-1716-200748-2564,1610612766,"Raymond Felton, Stephen Jackson, Larry Hughes, Tyrus Thomas, Boris Diaw","Felton, Jackson, Hughes, Thomas, Diaw",101109-1536-1716-200748-2564,CHA,63.0,1,1.0,1.0,2.0,,,,3.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,68.57142857142857,27.0,18.0,27.0,18.0,1.0,,,,0.3971,,15.3,,,-3.0,,,,,1.0,2.0,5.0,,,2.0,1.0,1.0,,2.0,,2.0,,1.0,1.0,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2010,2009-10,False
101109-1536-1716-2199-2222,1610612766,"Raymond Felton, Stephen Jackson, Larry Hughes, Tyson Chandler, Gerald Wallace","Felton, Jackson, Hughes, Chandler, Wallace",101109-1536-1716-2199-2222,CHA,175.0,1,3.0,5.0,4.0,5.0,4.0,,9.0,1.0,,,3.0,,,3.0,,,,1.0,2.0,,2.0,5.0,,1.0,,1.0,,,1.0,74.05714285714286,17.6,21.75,17.6,21.75,0.3333333333333333,,,0.6666666666666666,0.49713333333333337,0.49713333333333337,5.7,,1.0,1.0,2.0,2.0,2.0,2.0,3.0,6.0,5.0,3.0,6.0,2.0,1.0,1.0,1.0,2.0,,6.0,6.0,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,,0.6666666666666666,1.0,1.0,0.5,0.6666666666666666,1.0,1.0,1.0,,,,,,,,,,,,,,,,,1.0,,,1.0,1.0,1.0,2.0,2.0,1.0,,,,,,,,,,,,,,,0.5,,1.0,1.0,,,,,,,,,,,,,,1.0,,1.0,1.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2010,2009-10,False
101109-1536-1716-2222-2564,1610612766,"Raymond Felton, Stephen Jackson, Larry Hughes, Gerald Wallace, Boris Diaw","Felton, Jackson, Hughes, Wallace, Diaw",101109-1536-1716-2222-2564,CHA,250.0,2,4.0,9.0,9.0,8.0,9.0,,18.0,,4.0,3.0,2.0,5.0,,2.0,4.0,4.0,,1.0,4.0,,4.0,8.0,0.7142857142857143,0.5,,0.8,,,1.0,103.67999999999999,13.777777777777779,14.0,13.777777777777779,12.555555555555555,,0.5714285714285714,0.5,1.0,0.48688571428571426,0.4941583333333333,,25.419999999999998,0.8888888888888888,-3.0,1.0,2.0,1.0,2.0,1.0,7.0,10.0,1.0,4.0,2.0,1.0,2.0,1.0,5.0,,7.0,4.0,1.0,1.0,0.5,0.5,0.35714285714285715,0.16666666666666666,0.4375,0.2857142857142857,,0.2857142857142857,0.5,0.5,1.0,0.3333333333333333,0.5,0.5714285714285714,4.0,2.0,,1.0,,,,1.0,,,,,3.0,1.0,1.0,1.0,,3.0,,,,,1.0,1.0,1.0,1.0,1.0,2.0,,1.0,,,,1.0,0.2,,,0.2,,,,,1.0,1.0,,0.25,0.25,1.0,,,,,0.25,,0.125,0.3333333333333333,,,,,,,,1.0,1.0,2.0,2.0,1.0,1.0,0.14285714285714285,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2010,2009-10,False
101109-1536-1737-2222-2564,1610612766,"Raymond Felton, Stephen Jackson, Nazr Mohammed, Gerald Wallace, Boris Diaw","Felton, Jackson, Mohammed, Wallace, Diaw",101109-1536-1737-2222-2564,CHA,2097.0,4,35.0,62.0,59.0,7.0,31.0,10.0,121.0,16.0,7.0,,46.0,11.0,9.0,6.0,1.0,7.0,,7.0,17.0,11.0,28.0,7.0,0.19298245614035087,0.5833333333333334,,0.6363636363636364,0.3448275862068966,,0.75,83.0901287553648,18.306451612903224,16.305084745762713,17.20967741935484,15.474576271186441,0.2807017543859649,0.12280701754385964,,0.5964912280701754,0.5047675438596492,0.42125714285714283,8.028260869565218,24.563636363636363,0.11290322580645161,-17.0,14.0,23.0,1.0,2.0,23.0,72.0,89.0,1.0,5.0,28.0,14.0,19.0,8.0,43.0,3.0,61.0,5.0,0.6086956521739131,0.7,0.5,0.16666666666666666,0.5350877192982456,0.35714285714285715,0.5625,0.35714285714285715,1.0,0.40350877192982454,0.6086956521739131,0.7777777777777778,0.5714285714285714,0.2857142857142857,0.5,0.06944444444444445,14.0,3.0,7.0,3.0,,,,5.0,,,11.0,1.0,15.0,3.0,5.0,3.0,1.0,7.0,3.0,2.0,5.0,2.0,4.0,9.0,,,17.0,16.0,2.0,8.0,4.0,3.0,4.0,1.0,0.45454545454545453,,1.0,0.45454545454545453,0.5555555555555556,0.6111111111111112,0.5555555555555556,1.0,0.7,0.3333333333333333,0.12280701754385964,0.42857142857142855,0.42857142857142855,1.0,,,,,0.42857142857142855,0.5503888888888889,0.12698412698412698,0.15384615384615385,0.1527777777777778,7.0,6.0,0.4375,0.4375,0.8571428571428571,18.0,4.0,1.0,11.0,,7.0,0.8,0.07017543859649122,0.14285714285714285,5.0,7.0,2.0,2.0,1.0,5.0,1.0,6.0,6.0,2.0,10.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,0.5555555555555556,0.13043478260869565,0.21739130434782608,0.14285714285714285,0.43478260869565216,0.5555555555555556,0.6,0.2222222222222222,1.0,0.5,0.75,0.2857142857142857,0.3333333333333333,0.5,0.5,1.0,0.7777777777777778,0.7142857142857143,0.2,1.0,,,,,,,,,,,,,,,,,,,,,1610612766,2010,2009-10,False
101109-1536-200748-201571-2199,1610612766,"Raymond Felton, Stephen Jackson, Tyrus Thomas, D.J. Augustin, Tyson Chandler","Felton, Jackson, Thomas, Augustin, Chandler",101109-1536-200748-201571-2199,CHA,35.0,1,1.0,1.0,2.0,1.0,2.0,,3.0,,,,,,,,,,,1.0,1.0,,1.0,1.0,,1.0,,1.0,,,1.0,123.42857142857142,14.0,10.5,14.0,10.5,,,,,,,,,1.0,-1.0,,,,,,1.0,2.0,,1.0,,,,,,,1.0,1.0,,,,,,,0.5,0.5,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1610612766,2010,2009-10,False
101109-1536-200748-2199-2222,1610612766,"Raymond Felton, Stephen Jackson, Tyrus Thomas, Tyson Chandler, Gerald Wallace","Felton, Jackson, Thomas, Chandler, Wallace",101109-1536-200748-2199-2222,CHA,67.0,2,1.0,2.0,2.0,2.0,1.0,,4.0,,1.0,1.0,,1.0,,,1.0,1.0,,1.0,1.0,,1.0,2.0,1.0,1.0,,1.0,,,,85.97014925373134,16.5,17.0,16.5,17.0,,1.0,1.0,1.0,0.48675,0.48675,,26.5,1.0,,,,,,,2.0,2.0,,2.0,,,,,,,2.0,2.0,,,,,,,0.5,0.5,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1610612766,2010,2009-10,False
