EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,SecondChanceFG3M,SecondChanceFG3A,ShortMidRangeAssists,FTOffRebounds,Offensive Fouls Drawn,Blocked2s,BlockedShortMidRange,Blocks,SecondChanceFg3Pct,OffFTReboundPct,ShortMidRangePctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Accuracy,SecondChanceArc3FGM,SecondChanceArc3FGA,PtsUnassisted3s,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,Fg3aBlocked,Travels,Loose Ball Fouls,Offensive Fouls,Loose Ball Fouls Drawn,Technical Free Throw Trips,Blocked3s,BlockedArc3,BlockedAtRim,BlockedLongMidRange,RecoveredBlocks,3SecondViolations,Defensive 3 Seconds Violations,FG3APctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,OffCorner3ReboundPct,BlocksRecoveredPct,SecondChanceArc3PctAssisted,DefensiveGoaltends,Corner3PctBlocked,HeaveAttempts,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,team_id,year,season,team_vs
101107-1710-201143-2037-2207,1610612737,"Marvin Williams, Mike Bibby, Al Horford, Jamal Crawford, Joe Johnson","Williams, Bibby, Horford, Crawford, Johnson",101107-1710-201143-2037-2207,ATL,1501.0,8,25.0,-4.0,47.0,47.0,22.0,22.0,8.0,94.0,11.0,16.0,4.0,5.0,3.0,7.0,2.0,7.0,3.0,10.0,1.0,2.0,1.0,3.0,9.0,2.0,4.0,16.0,33.0,4.0,11.0,5.0,49.0,53.0,6.0,8.0,1.0,13.0,5.0,16.0,2.0,5.0,4.0,20.0,18.0,14.0,12.0,2.0,9.0,3.0,3.0,9.0,4.0,13.0,3.0,1.0,6.0,3.0,30.0,2.0,7.0,7.0,9.0,1.0,17.0,9.0,26.0,1.0,4.0,2.0,2.0,5.0,2.0,2.0,4.0,3.0,9.0,1.0,4.0,8.0,13.0,7.0,5.0,1.0,1.0,2.0,36.0,20.0,22.0,2.0,2.0,0.5625,0.6,1.0,0.36363636363636365,0.4,0.36363636363636365,0.48484848484848486,0.75,0.3125,0.5,0.75,0.38095238095238093,0.532608695652174,0.8125,0.43478260869565216,0.25,0.09090909090909091,0.125,0.14285714285714285,0.5555555555555556,1.0,0.6923076923076923,0.4375,0.7777777777777778,0.2857142857142857,0.7272727272727273,0.391304347826087,0.6,0.25,0.42857142857142855,0.3333333333333333,0.5,1.0,0.8333333333333334,0.8333333333333334,0.6666666666666666,0.05,90.1798800799467,15.702127659574469,16.23404255319149,14.829787234042554,15.53191489361702,0.36363636363636365,0.6875,0.7857142857142857,0.5454545454545454,0.1590909090909091,0.2857142857142857,0.3333333333333333,0.22727272727272727,0.3,0.3,1.0,0.045454545454545456,0.5,0.5,1.0,0.20454545454545456,0.3333333333333333,0.3333333333333333,1.0,0.625,0.8,0.75,0.3333333333333333,0.42857142857142855,0.047619047619047616,0.19047619047619047,0.5,0.6136363636363636,0.3333333333333333,0.4977261363636364,0.4908166666666667,0.4727190476190476,0.022727272727272728,0.030303030303030304,0.2653061224489796,0.40816326530612246,8.312121212121212,25.181818181818183,0.46808510638297873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612737,2010,2009-10,True
101107-1710-201143-2037-2230,1610612737,"Marvin Williams, Mike Bibby, Al Horford, Jamal Crawford, Maurice Evans","Williams, Bibby, Horford, Crawford, Evans",101107-1710-201143-2037-2230,ATL,45.0,2,1.0,-1.0,2.0,4.0,2.0,4.0,,6.0,,,,,,,,,,,,,,,,,,,,,,4.0,4.0,5.0,,,,,,,,,4.0,4.0,,,,,,,,,,,,,,,,,,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,2.0,4.0,,,2.0,4.0,4.0,2.0,,2.0,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,1.0,,0.5,,,,,,,,,1.0,,,192.0,1.5,10.5,1.5,10.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612737,2010,2009-10,True
101107-1710-201143-2037-2585,1610612737,"Marvin Williams, Mike Bibby, Al Horford, Jamal Crawford, Zaza Pachulia","Williams, Bibby, Horford, Crawford, Pachulia",101107-1710-201143-2037-2585,ATL,69.0,1,1.0,-1.0,1.0,2.0,,,,3.0,,,,,,,1.0,1.0,,,,,,,,,,1.0,1.0,,,1.0,3.0,4.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,1.0,,3.0,,,,,,,,,,,1.0,,,1.0,,,0.75,,,,,,,,,,,,,,,,,,,,,,,,,62.60869565217392,35.0,17.0,35.0,17.0,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,0.3613,,,0.5,0.5,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612737,2010,2009-10,True
101107-1710-201143-2037-2746,1610612737,"Marvin Williams, Mike Bibby, Al Horford, Jamal Crawford, Josh Smith","Williams, Bibby, Horford, Crawford, Smith",101107-1710-201143-2037-2746,ATL,558.0,2,9.0,,18.0,18.0,10.0,11.0,5.0,36.0,3.0,9.0,1.0,2.0,2.0,5.0,1.0,4.0,3.0,5.0,1.0,1.0,1.0,,,,,7.0,18.0,1.0,1.0,2.0,19.0,19.0,2.0,4.0,,7.0,5.0,11.0,1.0,1.0,2.0,15.0,10.0,4.0,3.0,4.0,,,3.0,5.0,1.0,6.0,,1.0,2.0,2.0,13.0,,4.0,,8.0,,8.0,5.0,13.0,,,,,1.0,,1.0,,,1.0,,,3.0,7.0,5.0,5.0,1.0,2.0,1.0,12.0,15.0,10.0,1.0,1.0,0.7142857142857143,1.0,1.0,1.0,1.0,1.0,0.3888888888888889,0.5,0.45454545454545453,0.4473684210526316,0.7,0.5416666666666666,0.4523809523809524,0.7,0.5357142857142857,0.05263157894736842,0.16666666666666666,0.3333333333333333,,1.0,,0.8,0.36363636363636365,,,0.7272727272727273,0.36363636363636365,0.5,0.3333333333333333,,,1.0,0.75,0.75,,,,92.9032258064516,16.166666666666668,14.833333333333334,15.666666666666666,13.333333333333334,0.47368421052631576,0.3333333333333333,0.5,0.6666666666666666,0.21052631578947367,0.25,0.25,0.2631578947368421,0.6,0.6,0.6666666666666666,0.05263157894736842,1.0,1.0,1.0,,,,,0.4,0.5,,0.4166666666666667,0.4,0.08333333333333333,,,0.5263157894736842,,0.4836052631578947,0.52866,0.4617833333333334,0.1,0.10526315789473684,0.3684210526315789,0.7894736842105263,7.138888888888889,22.7,0.5555555555555556,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,0.2,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612737,2010,2009-10,True
101107-1710-201143-2207-2585,1610612737,"Marvin Williams, Mike Bibby, Al Horford, Joe Johnson, Zaza Pachulia","Williams, Bibby, Horford, Johnson, Pachulia",101107-1710-201143-2207-2585,ATL,114.0,1,2.0,7.0,4.0,3.0,,,2.0,7.0,,1.0,,,,,,,2.0,3.0,,,,1.0,1.0,,,2.0,4.0,1.0,1.0,,7.0,,1.0,1.0,,5.0,,,,,,,4.0,,,,1.0,1.0,1.0,2.0,,2.0,,,,2.0,4.0,,1.0,,3.0,,3.0,1.0,4.0,,,,,,,,,,,,,,,,,,,,2.0,,,,,1.0,1.0,,1.0,,1.0,0.5,1.0,,0.7,1.25,,0.7,1.25,,0.2,0.25,1.0,,,,1.0,0.5,,,1.0,0.5,1.0,,,,,1.0,1.0,,,,88.42105263157895,13.25,20.333333333333332,9.5,20.333333333333332,0.2,,,,,,,0.6,0.6666666666666666,0.6666666666666666,1.0,,,,,0.2,1.0,1.0,,,,,,,,,,0.4,1.0,0.45364000000000004,0.47705,,,,0.7142857142857143,,14.225,25.3,,,,,1.0,1.0,,,,,,,1.0,,,,,,,1.0,1.0,3.0,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1610612737,2010,2009-10,True
101107-1710-201143-2207-2746,1610612737,"Marvin Williams, Mike Bibby, Al Horford, Joe Johnson, Josh Smith","Williams, Bibby, Horford, Johnson, Smith",101107-1710-201143-2207-2746,ATL,9151.0,11,153.0,22.0,259.0,257.0,12.0,13.0,32.0,516.0,52.0,78.0,12.0,17.0,2.0,2.0,18.0,31.0,22.0,60.0,9.0,22.0,1.0,20.0,54.0,3.0,5.0,92.0,169.0,29.0,76.0,31.0,302.0,280.0,14.0,23.0,4.0,41.0,3.0,5.0,3.0,6.0,,15.0,66.0,118.0,69.0,14.0,54.0,20.0,11.0,33.0,23.0,56.0,14.0,9.0,18.0,10.0,135.0,13.0,23.0,13.0,84.0,4.0,101.0,36.0,137.0,3.0,13.0,8.0,5.0,19.0,2.0,15.0,18.0,4.0,37.0,3.0,1.0,22.0,47.0,46.0,39.0,4.0,21.0,,261.0,15.0,12.0,1.0,,0.358695652173913,0.38823529411764707,0.7931034482758621,0.3815789473684211,0.5,0.3815789473684211,0.5443786982248521,0.6086956521739131,0.6,0.5530612244897959,0.6166666666666667,0.6818181818181818,0.5744274809160306,0.640625,0.6818181818181818,0.31020408163265306,0.0650887573964497,0.1282051282051282,,0.5135135135135135,1.0,0.7433628318584071,0.3026315789473684,0.5652173913043478,0.28888888888888886,0.7132352941176471,0.2975206611570248,0.5384615384615384,0.23076923076923078,0.16216216216216217,0.21875,0.5625,0.7777777777777778,0.8333333333333334,0.5789473684210527,0.5,0.027522935779816515,81.19768331329908,17.2007722007722,18.27237354085603,16.482625482625483,17.69649805447471,0.3183673469387755,0.6666666666666666,0.7647058823529411,0.34615384615384615,0.12653061224489795,0.5806451612903226,0.5806451612903226,0.24489795918367346,0.36666666666666664,0.3728813559322034,0.45454545454545453,0.08979591836734693,0.4090909090909091,0.4090909090909091,1.0,0.22040816326530613,0.37037037037037035,0.37735849056603776,0.7,0.5666666666666667,0.7058823529411765,0.25,0.18181818181818182,1.0,0.09090909090909091,0.45454545454545453,0.6,0.6285714285714286,0.37037037037037035,0.5064330612244898,0.51553,0.5045590909090909,0.08015267175572519,0.11290322580645161,0.1357615894039735,0.04966887417218543,8.362130177514793,24.888157894736842,0.04633204633204633,,,,3.0,7.0,5.0,,5.0,11.0,1.0,12.0,0.42857142857142855,,0.2777777777777778,,,,,3.0,7.0,18.0,0.23333333333333334,0.42857142857142855,1.0,3.0,4.0,7.0,3.0,1.0,1.0,1.0,8.0,2.0,5.0,3.0,1.0,0.013157894736842105,0.016666666666666666,0.018518518518518517,0.46153846153846156,0.4166666666666667,1.0,,,,,,1610612737,2010,2009-10,True
101107-1710-201143-2585-2746,1610612737,"Marvin Williams, Mike Bibby, Al Horford, Zaza Pachulia, Josh Smith","Williams, Bibby, Horford, Pachulia, Smith",101107-1710-201143-2585-2746,ATL,114.0,1,2.0,,2.0,2.0,,,1.0,4.0,,1.0,,1.0,,,1.0,1.0,,1.0,,1.0,,,,,,1.0,3.0,,1.0,,2.0,2.0,1.0,2.0,,2.0,,,,,,,,2.0,,,,,,,,,,,,,,1.0,2.0,,1.0,,1.0,3.0,4.0,,,,,1.0,,1.0,,,1.0,,,,2.0,1.0,,,,,,,,,,,,,,,,0.3333333333333333,0.5,,0.25,0.5,,0.25,0.5,,0.25,,,,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,,,,1.0,,,,50.526315789473685,33.0,24.0,23.5,24.0,0.25,,,,0.25,1.0,1.0,0.25,,,,0.25,,,,,,,,0.5,,,,,,,,0.5,,0.4966875,0.5685,,,,1.0,,10.933333333333332,23.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,1610612737,2010,2009-10,True
101107-1710-201238-201952-2746,1610612737,"Marvin Williams, Mike Bibby, Mario West, Jeff Teague, Josh Smith","Williams, Bibby, West, Teague, Smith",101107-1710-201238-201952-2746,ATL,2.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612737,2010,2009-10,True
101107-1710-2037-2207-2585,1610612737,"Marvin Williams, Mike Bibby, Jamal Crawford, Joe Johnson, Zaza Pachulia","Williams, Bibby, Crawford, Johnson, Pachulia",101107-1710-2037-2207-2585,ATL,335.0,2,6.0,3.0,8.0,9.0,,1.0,3.0,17.0,2.0,4.0,,1.0,,,,1.0,,3.0,,1.0,,1.0,2.0,,,2.0,8.0,1.0,3.0,4.0,11.0,8.0,,2.0,2.0,2.0,,,,,,,4.0,,3.0,,2.0,1.0,1.0,2.0,1.0,3.0,1.0,,2.0,,7.0,1.0,4.0,,3.0,,3.0,5.0,8.0,,1.0,1.0,,,2.0,,2.0,,2.0,1.0,1.0,,,3.0,5.0,1.0,3.0,,9.0,,,,,1.0,1.0,1.0,0.3333333333333333,,0.3333333333333333,0.25,,,0.3181818181818182,,,0.4230769230769231,0.25,,0.2727272727272727,0.125,0.25,,,,0.75,0.6666666666666666,,0.5,0.6,0.625,1.0,,0.6666666666666666,1.0,0.5,,1.0,,,,73.07462686567165,22.375,17.333333333333332,18.375,17.22222222222222,0.36363636363636365,0.5,0.6666666666666666,1.0,0.09090909090909091,,,0.2727272727272727,,,,0.09090909090909091,,,,0.18181818181818182,0.5,0.5,1.0,0.3333333333333333,,,,,,,,0.6363636363636364,0.5,0.4919545454545455,0.49245,,0.23076923076923078,0.3,0.18181818181818182,,8.075,24.366666666666664,,,1.0,,,1.0,,,,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612737,2010,2009-10,True
101107-1710-2037-2207-2746,1610612737,"Marvin Williams, Mike Bibby, Jamal Crawford, Joe Johnson, Josh Smith","Williams, Bibby, Crawford, Johnson, Smith",101107-1710-2037-2207-2746,ATL,17.0,1,,,2.0,2.0,2.0,,,4.0,,,,,,,,,,,,,,,,,,,,,,4.0,4.0,4.0,,,,,,,,,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,4.0,,,2.0,4.0,4.0,2.0,,2.0,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,338.8235294117647,1.0,7.5,1.0,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612737,2010,2009-10,True
