EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LiveBallTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceFtPoints,OffThreePtRebounds,BadPassOutOfBoundsTurnovers,OffThreePtReboundPct,OffArc3ReboundPct,Blocked2s,BlockedAtRim,Blocks,ShortMidRangeFGM,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,ShortMidRangeAssists,Defensive 3 Seconds Violations,SecondChanceFg3Pct,DefLongMidRangeReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,LostBallSteals,BadPassTurnovers,Offensive Fouls Drawn,DefCorner3ReboundPct,Offensive Fouls,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Corner3Assists,ThreePtShootingFoulsDrawn,OffCorner3ReboundPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,Travels,HeaveAttempts,BlockedShortMidRange,ShortMidRangePctBlocked,DefensiveGoaltends,PtsUnassisted3s,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,RecoveredBlocks,BlocksRecoveredPct,SecondChanceAtRimPctAssisted,Loose Ball Fouls Drawn,FTOffRebounds,OffFTReboundPct,BlockedLongMidRange,3SecondViolations,Technical Free Throw Trips,team_id,year,season,team_vs
101110-1889-200746-201573-948,1610612757,"Martell Webster, Andre Miller, LaMarcus Aldridge, Jerryd Bayless, Marcus Camby","Webster, Miller, Aldridge, Bayless, Camby",101110-1889-200746-201573-948,POR,468.0,3,8.0,3.0,14.0,12.0,10.0,4.0,4.0,26,2.0,4.0,2.0,3.0,2.0,4.0,1.0,1.0,3.0,,2.0,,,3.0,8.0,1.0,4.0,3.0,12.0,9.0,2.0,3.0,7.0,3.0,8.0,1.0,2.0,2.0,11.0,,6.0,3.0,4.0,2.0,,,,1.0,1.0,,,,3.0,3.0,3.0,2.0,,5.0,4.0,9.0,,1.0,1.0,1.0,2.0,,,3.0,,2.0,1.0,3.0,,6.0,7.0,,1.0,1.0,5.0,11.0,10.0,,1.0,,,1.0,0.25,0.5,0.25,0.375,0.6666666666666666,0.375,0.375,0.875,0.45,0.4,0.7,0.4583333333333333,0.3333333333333333,,,0.3333333333333333,,0.6666666666666666,0.6,0.75,0.7142857142857143,0.5,1.0,1.0,,,,0.6666666666666666,,80.0,17.071428571428573,19.083333333333332,15.285714285714286,19.083333333333332,0.3333333333333333,0.5,0.5,,0.08333333333333333,0.25,0.3333333333333333,0.3333333333333333,,0.16666666666666666,,,,0.75,0.6666666666666666,0.4,0.5,,,0.6666666666666666,,0.4857666666666667,0.5927625,0.497705,0.14285714285714285,0.1111111111111111,0.5833333333333334,0.9166666666666666,8.3125,24.725,0.7142857142857143,,1.0,2.0,0.3333333333333333,,,,,,,,1.0,1.0,,,1.0,1.0,,,,,,,,1.0,1.0,1.0,,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.16666666666666666,0.5,0.5,1.0,0.25,1.0,1.0,0.2,0.5,0.2,,,,,,,,,,,,,,,,,,,1610612757,2010,2009-10,False
101110-1889-200746-201587-436,1610612757,"Martell Webster, Andre Miller, LaMarcus Aldridge, Nicolas Batum, Juwan Howard","Webster, Miller, Aldridge, Batum, Howard",101110-1889-200746-201587-436,POR,97.0,1,2.0,-4.0,2.0,3.0,2.0,1.0,,5,1.0,1.0,,,1.0,1.0,,,,,,,,1.0,1.0,,,1.0,3.0,7.0,,,,1.0,1.0,,,1.0,3.0,2.0,,,,,,,1.0,,1.0,,1.0,,2.0,,,,,,,,,,,,1.0,,,1.0,,1.0,,1.0,,1.0,2.0,,,1.0,3.0,3.0,2.0,,1.0,1.0,1.0,,,,,1.0,,1.0,1.0,,1.0,0.75,,0.75,,,,,,,,,,,,,,,,,,74.22680412371133,25.5,15.333333333333334,25.5,15.333333333333334,1.0,1.0,1.0,1.0,,,,,,,,,,,,1.0,1.0,,,1.0,,0.5512,,0.5512,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1610612757,2010,2009-10,False
101110-1889-200746-201587-948,1610612757,"Martell Webster, Andre Miller, LaMarcus Aldridge, Nicolas Batum, Marcus Camby","Webster, Miller, Aldridge, Batum, Camby",101110-1889-200746-201587-948,POR,139.0,1,2.0,-4.0,3.0,4.0,,1.0,2.0,7,,1.0,,,,,,,3.0,,,,,,4.0,,,2.0,2.0,6.0,,1.0,2.0,,,,,,,,,,,,,1.0,,,,,,,,2.0,,2.0,,2.0,2.0,4.0,,,,,,,,,,,,,,1.0,2.0,,1.0,,,,,,,,,,,,,,,,,,,0.2,0.5,,,0.25,1.0,,,1.0,0.5,,0.6666666666666666,0.5,1.0,,0.3333333333333333,,1.0,,,72.51798561151078,22.333333333333332,18.0,13.666666666666666,17.5,0.25,,,,,0.75,,,,,,,,,,,,,,0.25,,0.4667,0.3895,,0.2,0.2,1.0,,13.8,,,2.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2010,2009-10,False
101110-1889-200750-201164-948,1610612757,"Martell Webster, Andre Miller, Brandon Roy, Rudy Fernandez, Marcus Camby","Webster, Miller, Roy, Fernandez, Camby",101110-1889-200750-201164-948,POR,51.0,1,1.0,,2.0,1.0,2.0,,,3,1.0,1.0,,,1.0,1.0,,,1.0,,,,,1.0,2.0,,,,2.0,2.0,,,,1.0,2.0,,,,2.0,2.0,,,,,,,1.0,,1.0,,1.0,,2.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,2.0,2.0,2.0,,,1.0,1.0,,,,,0.5,,0.5,0.5,,0.5,0.5,,0.5,,,,,,,,,,,,,,,,,,84.70588235294117,12.5,26.0,12.5,26.0,0.5,1.0,1.0,1.0,,0.5,,,,,,,,,,0.5,1.0,,,0.5,,0.4871,,0.4871,,,,1.0,10.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2010,2009-10,False
101110-1889-200750-201573-436,1610612757,"Martell Webster, Andre Miller, Brandon Roy, Jerryd Bayless, Juwan Howard","Webster, Miller, Roy, Bayless, Howard",101110-1889-200750-201573-436,POR,61.0,1,1.0,,1.0,1.0,1.0,1.0,1.0,2,,1.0,,1.0,,1.0,,,,,,,,,1.0,,1.0,,,,,1.0,,,1.0,,1.0,,,,,,,,,1.0,,,,,,,,,,1.0,,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,0.5,1.0,1.0,,,0.5,,,0.5,1.0,,,,,,,,47.21311475409836,25.0,36.0,25.0,22.0,0.5,,,,,,,,,,,,,1.0,,0.5,,,,1.0,,0.3231,,0.3231,,,,,3.0,23.0,1.0,,1.0,,1.0,,,,,,,,,,,,,0.5,,,,,,,,,,,,,1.0,,,,1.0,,,1.0,0.5,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,1610612757,2010,2009-10,False
101110-1889-200750-201573-948,1610612757,"Martell Webster, Andre Miller, Brandon Roy, Jerryd Bayless, Marcus Camby","Webster, Miller, Roy, Bayless, Camby",101110-1889-200750-201573-948,POR,83.0,1,1.0,,3.0,2.0,,2.0,,5,,,,,,,2.0,,,,,,,,2.0,,,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,1.0,,,,,,,,,,,,,,1.0,2.0,,1.0,,2.0,,,,,,,,,,,,,,,,,0.3333333333333333,,,,,,,,,,1.0,1.0,,,,,,,,,86.74698795180723,15.333333333333334,18.5,15.333333333333334,18.5,,,,,1.0,,,,,,,,,,,,,,,,,0.3885,,,0.3333333333333333,0.3333333333333333,,,8.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2010,2009-10,False
101110-1889-201164-201573-948,1610612757,"Martell Webster, Andre Miller, Rudy Fernandez, Jerryd Bayless, Marcus Camby","Webster, Miller, Fernandez, Bayless, Camby",101110-1889-201164-201573-948,POR,22.0,1,,,1.0,,1.0,,,1,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.45454545454545,22.0,,22.0,,,,,,,1.0,,,,,,,,,,,,,,,,0.2901,,0.2901,,,,,14.5,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2010,2009-10,False
101110-1889-201164-201587-201967,1610612757,"Martell Webster, Andre Miller, Rudy Fernandez, Nicolas Batum, Dante Cunningham","Webster, Miller, Fernandez, Batum, Cunningham",101110-1889-201164-201587-201967,POR,11.0,1,,-3.0,,1.0,,,,1,,,,,,,,,,,1.0,,,,,,1.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,130.9090909090909,,9.0,,9.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,49.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1610612757,2010,2009-10,False
101110-1889-201164-201587-948,1610612757,"Martell Webster, Andre Miller, Rudy Fernandez, Nicolas Batum, Marcus Camby","Webster, Miller, Fernandez, Batum, Camby",101110-1889-201164-201587-948,POR,229.0,2,4.0,-1.0,7.0,8.0,5.0,8.0,3.0,15,2.0,3.0,1.0,2.0,2.0,3.0,3.0,1.0,1.0,,1.0,,1.0,5.0,7.0,,1.0,3.0,13.0,14.0,2.0,3.0,4.0,3.0,4.0,,1.0,3.0,9.0,4.0,6.0,,2.0,1.0,,1.0,2.0,,2.0,,1.0,1.0,4.0,1.0,,,1.0,1.0,2.0,3.0,,,,,,,,,,,3.0,4.0,,2.0,3.0,1.0,1.0,1.0,9.0,9.0,5.0,1.0,1.0,0.4,0.5,,,,,0.7142857142857143,0.6666666666666666,0.75,0.625,0.6666666666666666,0.6,0.7222222222222222,0.6666666666666666,0.75,0.125,0.14285714285714285,,,1.0,,0.5,,,0.6666666666666666,,1.0,,,,,,94.32314410480349,15.571428571428571,15.0,13.142857142857142,12.875,0.375,0.6666666666666666,0.6666666666666666,0.5,0.375,0.125,1.0,1.0,1.0,0.125,,,,0.6666666666666666,0.5,0.6,0.6666666666666666,0.2,,0.5,,0.4943875,0.4719,0.55584,0.125,0.14285714285714285,0.3076923076923077,0.6923076923076923,6.542857142857143,25.8,0.7142857142857143,,1.0,,1.0,1.0,1.0,,1.0,2.0,,,,,,,,,0.6666666666666666,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.3333333333333333,,,,,,,,,,,,,,,1610612757,2010,2009-10,False
101110-1889-201164-201967-948,1610612757,"Martell Webster, Andre Miller, Rudy Fernandez, Dante Cunningham, Marcus Camby","Webster, Miller, Fernandez, Cunningham, Camby",101110-1889-201164-201967-948,POR,210.0,2,4.0,-5.0,7.0,5.0,2.0,4.0,,12,1.0,2.0,,,,1.0,,2.0,3.0,,,,,3.0,5.0,,,,6.0,11.0,,,,1.0,2.0,,,,2.0,4.0,2.0,,,,,,2.0,,2.0,,1.0,1.0,4.0,,,,,,,,,,,1.0,1.0,,,2.0,,,1.0,3.0,,1.0,,,,,6.0,2.0,2.0,1.0,,0.6666666666666666,0.6666666666666666,,,,,0.6,,0.5,0.6,,0.5,0.6,,0.5,,,,0.5,,,,,,,,,,,,,,82.28571428571429,18.428571428571427,16.2,18.428571428571427,16.0,0.4,0.5,0.5,1.0,,0.6,0.6666666666666666,0.6666666666666666,0.5,,,,,,,0.5,,,,0.4,,0.46324,,0.4844,,,,0.3333333333333333,10.1,,0.2857142857142857,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1610612757,2010,2009-10,False
101110-1889-201164-436-948,1610612757,"Martell Webster, Andre Miller, Rudy Fernandez, Juwan Howard, Marcus Camby","Webster, Miller, Fernandez, Howard, Camby",101110-1889-201164-436-948,POR,49.0,1,1.0,,2.0,1.0,,,,3,,,,,,,,1.0,1.0,,,,,1.0,1.0,,,,2.0,2.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,2.0,,,,,,,,,,,1.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,88.16326530612245,18.5,12.0,18.5,12.0,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,0.3858,,,,,,,14.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1610612757,2010,2009-10,False
101110-1889-201573-201587-948,1610612757,"Martell Webster, Andre Miller, Jerryd Bayless, Nicolas Batum, Marcus Camby","Webster, Miller, Bayless, Batum, Camby",101110-1889-201573-201587-948,POR,192.0,1,3.0,1.0,6.0,7.0,,7.0,,13,1.0,1.0,,,,,3.0,1.0,1.0,,,,,3.0,5.0,,,2.0,8.0,7.0,,,,,1.0,,,,,,6.0,,,,,1.0,,,,,,,,1.0,,1.0,,1.0,1.0,2.0,,1.0,1.0,,1.0,1.0,,1.0,,,,2.0,1.0,3.0,2.0,,1.0,,8.0,,,2.0,,,,,,,,0.6,,,0.6,,,0.6666666666666666,,,,0.2,,,,1.0,0.5,,0.5,0.5,,0.5,,,,,,97.5,16.666666666666668,13.142857142857142,16.666666666666668,12.0,0.2,1.0,1.0,,0.6,0.2,1.0,1.0,,,,,,,,,,,,0.2,,0.43838,,0.4057,0.16666666666666666,0.16666666666666666,,,8.86,,,,,,,,,,,1.0,,,,,,,,1.0,0.3333333333333333,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,1610612757,2010,2009-10,False
101110-1889-201573-201965-201967,1610612757,"Martell Webster, Andre Miller, Jerryd Bayless, Jeff Ayres, Dante Cunningham","Webster, Miller, Bayless, Ayres, Cunningham",101110-1889-201573-201965-201967,POR,74.0,1,1.0,3.0,1.0,2.0,1.0,2.0,,3,1.0,1.0,,,1.0,1.0,,,,,,,,1.0,1.0,,,1.0,3.0,,,,,1.0,1.0,,,1.0,3.0,2.0,,,,,,,1.0,,1.0,,1.0,,2.0,,1.0,,,1.0,,1.0,,1.0,1.0,,,,,,,,,,,1.0,2.0,,1.0,,3.0,3.0,1.0,,,1.0,1.0,,,,,1.0,,1.0,1.0,,1.0,0.75,,0.75,,,,,,,,0.5,0.5,,,,,,,,,58.37837837837838,18.0,28.0,18.0,15.5,1.0,1.0,1.0,1.0,,,,,,,,,,,,1.0,1.0,,,1.0,,0.7022,,0.7022,0.5,0.5,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2010,2009-10,False
101110-1889-201573-201967-436,1610612757,"Martell Webster, Andre Miller, Jerryd Bayless, Dante Cunningham, Juwan Howard","Webster, Miller, Bayless, Cunningham, Howard",101110-1889-201573-201967-436,POR,206.0,1,3.0,4.0,6.0,5.0,,,1.0,11,,,,,,,3.0,2.0,2.0,,,,,4.0,5.0,,,1.0,9.0,5.0,1.0,1.0,2.0,,,,,,,2.0,6.0,,,,,,1.0,,1.0,,,1.0,2.0,1.0,1.0,,1.0,2.0,1.0,3.0,,2.0,,,1.0,,,1.0,,,2.0,4.0,,2.0,2.0,,1.0,,7.0,,,,,0.25,0.25,,,,,0.8,1.0,,0.8,1.0,,0.75,1.0,,,,,,0.5,,1.0,1.0,1.0,1.0,,1.0,,,,1.0,,76.89320388349515,13.666666666666666,24.8,13.166666666666666,24.6,,,,,0.6,0.4,1.0,1.0,0.5,,,,,,,,,,,,,0.39502000000000004,0.4214,,0.16666666666666666,0.16666666666666666,0.2222222222222222,,13.8,,,,,,,,,,,2.0,,,,,,,,,0.6666666666666666,0.6666666666666666,,,,,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2010,2009-10,False
101110-1889-201573-201967-948,1610612757,"Martell Webster, Andre Miller, Jerryd Bayless, Dante Cunningham, Marcus Camby","Webster, Miller, Bayless, Cunningham, Camby",101110-1889-201573-201967-948,POR,90.0,2,2.0,-3.0,3.0,5.0,3.0,5.0,,8,1.0,1.0,,,1.0,1.0,2.0,,,,,,,2.0,3.0,,,,4.0,7.0,,,,2.0,3.0,,,,4.0,2.0,2.0,,,,,,1.0,,1.0,,,,2.0,,,,,,,,,,,,,,,,,,,3.0,,,,,,,4.0,4.0,3.0,2.0,,0.5,0.5,,,,,0.6666666666666666,,0.6666666666666666,0.6666666666666666,,0.6666666666666666,0.6666666666666666,,0.6666666666666666,,,,,,,,,,,,,,,,,,128.0,18.333333333333332,7.0,18.333333333333332,5.8,0.3333333333333333,1.0,1.0,,0.6666666666666666,,,,,,,,,,,0.3333333333333333,1.0,,,0.3333333333333333,,0.4072,,0.4072,,,,1.0,6.466666666666666,,1.0,,,,,,,,,1.0,,,,,1.0,,,,0.5,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2010,2009-10,False
101110-1889-201573-436-948,1610612757,"Martell Webster, Andre Miller, Jerryd Bayless, Juwan Howard, Marcus Camby","Webster, Miller, Bayless, Howard, Camby",101110-1889-201573-436-948,POR,258.0,2,4.0,-1.0,9.0,9.0,4.0,7.0,1.0,18,2.0,2.0,,,1.0,1.0,2.0,1.0,1.0,,,,,4.0,5.0,1.0,2.0,5.0,16.0,17.0,,,2.0,1.0,2.0,1.0,2.0,3.0,8.0,6.0,2.0,3.0,,,,,3.0,1.0,4.0,,1.0,1.0,9.0,,,1.0,1.0,2.0,1.0,3.0,,,,,1.0,1.0,,1.0,,,3.0,5.0,,3.0,5.0,1.0,3.0,,14.0,8.0,4.0,2.0,,0.75,0.75,1.0,0.5,0.5,0.5,0.8,,0.5,0.7857142857142857,,0.625,0.8888888888888888,1.0,0.8,0.2857142857142857,,,,1.0,1.0,,,1.0,0.5,,,,,,,,100.46511627906978,13.666666666666666,15.0,13.666666666666666,15.0,0.2857142857142857,1.0,1.0,0.5,0.2857142857142857,0.14285714285714285,1.0,1.0,1.0,,,,,,,0.25,1.0,,,0.5714285714285714,,0.5218285714285714,,0.556925,0.3333333333333333,0.42857142857142855,0.125,0.5,5.88,23.4,0.4444444444444444,2.0,1.0,,1.0,,,,,1.0,,,,,1.0,,,1.0,0.5,0.5,1.0,,,,,,,,,1.0,2.0,,,1.0,2.0,1.0,,1.0,0.2857142857142857,0.5,0.5,1.0,,,,0.5,0.5,,,,,,,,,,,,,,,,,,,,1610612757,2010,2009-10,False
101110-200746-200750-201164-201573,1610612757,"Martell Webster, LaMarcus Aldridge, Brandon Roy, Rudy Fernandez, Jerryd Bayless","Webster, Aldridge, Roy, Fernandez, Bayless",101110-200746-200750-201164-201573,POR,309.0,1,5.0,-4.0,10.0,12.0,10.0,6.0,1.0,22,1.0,2.0,,,1.0,2.0,1.0,,1.0,2.0,6.0,2.0,6.0,2.0,4.0,2.0,6.0,2.0,12.0,16.0,,,,2.0,4.0,2.0,6.0,2.0,12.0,,4.0,3.0,,6.0,2.0,1.0,,1.0,1.0,1.0,,,3.0,,,1.0,1.0,2.0,1.0,3.0,,,,,,,,,,,1.0,5.0,,1.0,2.0,,,1.0,12.0,12.0,10.0,3.0,1.0,,,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,,0.5,0.5,,0.5,0.5454545454545454,,0.5454545454545454,0.6,0.25,0.5,,1.0,1.0,,,0.5,0.16666666666666666,,,,,,,,102.52427184466019,14.5,13.666666666666666,13.6,12.833333333333334,0.2,0.5,1.0,,0.1,0.1,,,,0.6,0.3333333333333333,0.5,0.5,,,0.2,0.5,0.6,0.3333333333333333,0.8,0.3333333333333333,0.45999999999999996,0.38535,0.45999999999999996,,,,1.0,8.1,24.75,1.0,,1.0,,0.25,0.25,,,,1.0,,1.0,,1.0,,,,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,2.0,0.3333333333333333,0.3333333333333333,,,,,,,,,,1610612757,2010,2009-10,False
101110-200746-200750-201164-436,1610612757,"Martell Webster, LaMarcus Aldridge, Brandon Roy, Rudy Fernandez, Juwan Howard","Webster, Aldridge, Roy, Fernandez, Howard",101110-200746-200750-201164-436,POR,109.0,1,2.0,-4.0,2.0,2.0,2.0,,1.0,4,,,,,,,,,1.0,,2.0,,2.0,,1.0,,2.0,,,4.0,,1.0,,,1.0,,2.0,,,,,,,2.0,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,0.6666666666666666,,,,,,,,,0.3333333333333333,,,,,,,,52.84403669724771,37.0,17.5,28.0,17.5,,,,,,0.3333333333333333,,,,0.6666666666666666,,,,,,,,0.6666666666666666,,0.6666666666666666,,0.45080000000000003,,0.45080000000000003,,,,,15.8,24.8,1.0,,1.0,,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2010,2009-10,False
101110-200746-200750-201573-201967,1610612757,"Martell Webster, LaMarcus Aldridge, Brandon Roy, Jerryd Bayless, Dante Cunningham","Webster, Aldridge, Roy, Bayless, Cunningham",101110-200746-200750-201573-201967,POR,250.0,1,4.0,10.0,9.0,8.0,2.0,3.0,2.0,17,2.0,5.0,1.0,2.0,,,,1.0,2.0,,1.0,,1.0,3.0,7.0,,1.0,7.0,13.0,3.0,1.0,2.0,5.0,,,,1.0,2.0,2.0,6.0,,,,1.0,,1.0,3.0,,3.0,,2.0,1.0,6.0,3.0,,4.0,1.0,5.0,3.0,8.0,,2.0,1.0,1.0,,,1.0,1.0,,,1.0,2.0,,5.0,7.0,1.0,3.0,1.0,8.0,2.0,2.0,1.0,1.0,1.0,1.0,,,,,0.42857142857142855,0.5,,0.375,0.5,,0.5909090909090909,0.8333333333333334,0.5,0.125,0.14285714285714285,0.2,1.0,1.0,0.8,0.75,,0.8,0.6,1.0,,,1.0,,,,97.91999999999999,15.11111111111111,14.25,13.222222222222221,14.125,0.625,0.4,0.5,1.0,,0.25,0.5,0.5,1.0,0.125,,,,1.0,0.5,,,1.0,,0.75,,0.545525,0.63405,0.5496,0.3,0.3333333333333333,0.38461538461538464,0.15384615384615385,5.428571428571429,24.7,0.2222222222222222,3.0,,,,,1.0,1.0,1.0,,,,,,,,,0.5,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,1610612757,2010,2009-10,False
101110-200746-200750-201573-436,1610612757,"Martell Webster, LaMarcus Aldridge, Brandon Roy, Jerryd Bayless, Juwan Howard","Webster, Aldridge, Roy, Bayless, Howard",101110-200746-200750-201573-436,POR,113.0,2,2.0,-3.0,2.0,3.0,1.0,,,5,,,,,,,,,2.0,,,,,,2.0,,,,,3.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,1.0,,2.0,,2.0,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,,,,,1.0,,1.0,,63.716814159292035,25.0,21.0,25.0,19.333333333333332,,,,,,1.0,,,,,,,,,,,,,,,,0.3505,,0.3525,,,,,17.9,,0.5,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,1610612757,2010,2009-10,False
