EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsAssisted3s,TwoPtAssists,ThreePtAssists,Assists,Corner3Assists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,ShootingFouls,Fouls,FoulsDrawn,Loose Ball Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,DefLongMidRangeReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,AtRimFGA,PenaltyAtRimFGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,NonHeaveArc3FGA,NonHeaveArc3FGM,Arc3Assists,Defensive 3 Seconds Violations,AtRimFrequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,Fg2aBlocked,DefThreePtRebounds,Steals,BadPassSteals,LiveBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,FG2APctBlocked,AtRimPctBlocked,LiveBallTurnoverPct,DefThreePtReboundPct,DefArc3ReboundPct,SecondChanceFG2M,SecondChanceFG2A,PtsUnassisted2s,OffThreePtRebounds,DeadBallTurnovers,SecondChanceTurnovers,SecondChanceFg2Pct,OffThreePtReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,AtRimFGM,AtRimAssists,LostBallSteals,BadPassOutOfBoundsTurnovers,Travels,Offensive Fouls,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,OffAtRimReboundPct,OffShortMidRangeReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,SecondChanceFtPoints,PenaltyFG2M,SelfOReb,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyFg2Pct,LongMidRangePctBlocked,DefShortMidRangeReboundPct,SelfORebPct,Loose Ball Fouls,SecondChanceAtRimFGM,SecondChanceAtRimFGA,BadPassTurnovers,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PtsUnassisted3s,PtsPutbacks,NonShootingPenaltyNonTakeFouls,FTOffRebounds,OffFTReboundPct,PenaltyAtRimFGM,PenaltyAtRimAccuracy,ShortMidRangePctBlocked,OffCorner3ReboundPct,StepOutOfBoundsTurnovers,BlockedLongMidRange,3SecondViolations,LostBallOutOfBoundsTurnovers,DefensiveGoaltends,Clear Path Fouls,HeaveAttempts,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Blocked3s,BlockedCorner3,BlockedArc3,OffensiveGoaltends,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,Corner3PctBlocked,3pt And 1 Free Throw Trips,team_id,year,season,team_vs
1729-1730-1884-201154-201569,1610612746,"Ricky Davis, Brian Skinner, Baron Davis, Al Thornton, Eric Gordon","Davis, Skinner, Davis, Thornton, Gordon",1729-1730-1884-201154-201569,LAC,193.0,1,3.0,3.0,5.0,6.0,3.0,6.0,1.0,11.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,2.0,2.0,9.0,6.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,5.0,4.0,3.0,2.0,1.0,3.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,2.0,3.0,1.0,2.0,1.0,6.0,5.0,3.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,0.6666666666666666,0.7,1.5,0.5,0.75,1.5,0.625,0.4,1.0,0.5,1.0,0.5,0.5,1.0,1.0,82.07253886010362,20.4,15.166666666666666,19.4,13.833333333333334,0.2,1.0,1.0,1.0,0.4,0.5,0.5,1.0,0.4,0.5,0.5,1.0,1.0,1.0,1.0,0.6666666666666666,0.5,0.4,0.46957000000000004,0.65745,0.52625,0.16666666666666666,0.25,0.3333333333333333,0.5555555555555556,16.7,24.4,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2010,2009-10,False
1729-1730-1884-201154-948,1610612746,"Ricky Davis, Brian Skinner, Baron Davis, Al Thornton, Marcus Camby","Davis, Skinner, Davis, Thornton, Camby",1729-1730-1884-201154-948,LAC,160.0,1,3.0,-7.0,4.0,4.0,4.0,,1.0,8.0,,1.0,,2.0,,,,,,,,4.0,1.0,1.0,,3.0,10.0,1.0,1.0,3.0,4.0,1.0,1.0,,3.0,,3.0,,1.0,1.0,,,,3.0,1.0,,,,1.0,1.0,,1.0,,,,,,3.0,4.0,,,1.0,1.0,1.0,1.0,1.0,,0.3,1.5,0.3,0.3,1.5,0.3,0.2,,,0.25,,0.25,0.5,,72.0,20.25,19.75,19.25,18.75,0.2,,,,0.4,,,,,,,,,,,,,0.4,0.48117,0.57255,0.48117,,,1.0,1.0,11.0,24.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,0.2,1.0,1.0,1.0,1.0,1.0,1.0,0.2,0.2,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2010,2009-10,False
1729-1730-1884-201569-948,1610612746,"Ricky Davis, Brian Skinner, Baron Davis, Eric Gordon, Marcus Camby","Davis, Skinner, Davis, Gordon, Camby",1729-1730-1884-201569-948,LAC,47.0,1,1.0,-2.0,2.0,3.0,2.0,,,5.0,,,,,,,,,,,,1.0,,,,,2.0,,,,1.0,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,1.0,,,,153.19148936170214,10.5,8.666666666666666,10.5,8.666666666666666,,,,,,,,,,,,,,,,,,1.0,0.5054,,0.5054,,,,,,,1.0,1.0,1.0,,,,,,,,,,,1.0,,,,,,,,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2010,2009-10,False
1729-1730-1884-2446-948,1610612746,"Ricky Davis, Brian Skinner, Baron Davis, Rasual Butler, Marcus Camby","Davis, Skinner, Davis, Butler, Camby",1729-1730-1884-2446-948,LAC,103.0,1,2.0,-8.0,3.0,3.0,3.0,2.0,,6.0,,,,1.0,,,,,,,,2.0,,1.0,,,8.0,,,,2.0,,1.0,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,3.0,,,,,,,,,,,,,,,0.3333333333333333,,,,,,,,83.88349514563107,19.0,15.333333333333334,19.0,15.333333333333334,,,,,0.3333333333333333,,,,,,,,,,,,,0.6666666666666666,0.4095166666666667,,0.4095166666666667,,,,,9.6,26.4,1.0,1.0,1.0,,1.0,,,,1.0,1.0,,,,0.3333333333333333,0.3333333333333333,,,,,,,0.3333333333333333,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2010,2009-10,False
1729-1730-200776-200779-200783,1610612746,"Ricky Davis, Brian Skinner, Mardy Collins, Steve Novak, Craig Smith","Davis, Skinner, Collins, Novak, Smith",1729-1730-200776-200779-200783,LAC,104.0,1,2.0,2.0,4.0,4.0,,1.0,2.0,8.0,,,2.0,3.0,,,,,,,2.0,4.0,,1.0,,4.0,2.0,,,2.0,,,,,,2.0,,1.0,,1.0,,,1.0,2.0,,1.0,,2.0,1.0,3.0,1.0,1.0,,,,,2.0,,,0.5,0.5,,,,,,0.5,0.4,0.5,,0.4,0.5,,0.2,,0.5,,0.6666666666666666,0.5,,,110.76923076923076,10.0,16.0,9.0,15.5,,,,,0.6,0.6666666666666666,0.6666666666666666,0.5,,,,,,,,,,0.4,0.42256,0.36215,,,,0.5,,14.55,24.8,,1.0,,,1.0,,,,,1.0,,,,0.2,0.2,,,,,,,,,,,,1.0,,,,,1.0,,,,,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2010,2009-10,False
1729-1730-200776-201569-2446,1610612746,"Ricky Davis, Brian Skinner, Mardy Collins, Eric Gordon, Rasual Butler","Davis, Skinner, Collins, Gordon, Butler",1729-1730-200776-201569-2446,LAC,14.0,1,,-2.0,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.85714285714286,,14.0,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2010,2009-10,False
1729-1730-200779-200783-2742,1610612746,"Ricky Davis, Brian Skinner, Steve Novak, Craig Smith, Sebastian Telfair","Davis, Skinner, Novak, Smith, Telfair",1729-1730-200779-200783-2742,LAC,429.0,1,7.0,-4.0,13.0,14.0,,,1.0,27.0,,1.0,2.0,4.0,,1.0,,,,,3.0,7.0,,3.0,2.0,8.0,12.0,,,2.0,,,,,,2.0,,1.0,,1.0,,,,2.0,2.0,3.0,,4.0,2.0,6.0,2.0,3.0,3.0,,3.0,2.0,6.0,,,0.3333333333333333,0.3333333333333333,,,,,,0.42857142857142855,0.3,1.0,,0.36363636363636365,1.0,,0.3,,0.6,0.5,0.5714285714285714,0.2857142857142857,,0.6666666666666666,90.62937062937063,16.384615384615383,15.428571428571429,15.76923076923077,13.0,0.1,,,,0.4,0.5,0.5,,0.1,,,,,,,,,0.5,0.51344,0.3905,,0.18181818181818182,0.25,0.25,,12.299999999999999,25.03333333333333,,2.0,,,2.0,,,,,2.0,,,,0.2,0.2,,,,,,,,,,,1.0,1.0,3.0,2.0,1.0,1.0,4.0,,0.14285714285714285,0.5,0.25,0.5,,1.0,1.0,4.0,,3.0,,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2010,2009-10,False
1729-1730-200783-201154-2742,1610612746,"Ricky Davis, Brian Skinner, Craig Smith, Al Thornton, Sebastian Telfair","Davis, Skinner, Smith, Thornton, Telfair",1729-1730-200783-201154-2742,LAC,422.0,3,7.0,-7.0,12.0,12.0,3.0,,3.0,24.0,1.0,2.0,1.0,9.0,,,,,,,4.0,14.0,,,4.0,12.0,19.0,,,4.0,5.0,,,2.0,4.0,4.0,,2.0,,2.0,,1.0,,4.0,4.0,2.0,,2.0,4.0,6.0,,3.0,3.0,,4.0,1.0,8.0,4.0,3.0,0.5,0.5,,,,,,0.2857142857142857,0.2857142857142857,,0.2,0.375,0.5,0.3333333333333333,,,0.5,0.4,0.5,0.4,0.5,0.5,81.8957345971564,18.083333333333332,17.083333333333332,16.833333333333332,16.083333333333332,0.14285714285714285,0.5,0.5,1.0,0.6428571428571429,0.1111111111111111,0.125,,,,,,,,,,,0.21428571428571427,0.4409,0.40245,0.39912000000000003,0.06666666666666667,0.06666666666666667,0.3333333333333333,0.3333333333333333,12.728571428571428,,0.25,3.0,,,,,,,,,,,,0.21428571428571427,,,,,,,,,,,,1.0,,,,,,,,0.07142857142857142,,,,,,2.0,4.0,,,,,,,,2.0,1.0,,,,,1.0,,,,,,,,,,,0.6666666666666666,0.6666666666666666,0.5,4.0,1.0,1.0,1.0,1.0,0.2,0.1111111111111111,0.5,0.1111111111111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2010,2009-10,False
1729-1730-200783-201569-2742,1610612746,"Ricky Davis, Brian Skinner, Craig Smith, Eric Gordon, Sebastian Telfair","Davis, Skinner, Smith, Gordon, Telfair",1729-1730-200783-201569-2742,LAC,156.0,1,3.0,-1.0,4.0,3.0,,,,7.0,,,,1.0,1.0,1.0,,,,,,2.0,1.0,2.0,,3.0,4.0,,,,,,,,,,3.0,,1.0,1.0,1.0,,,3.0,,,,1.0,,1.0,,2.0,,,,,3.0,,,,,1.0,0.5,,,0.5,,0.375,,,0.375,,,0.5,,,,0.5,,,,64.61538461538461,18.0,28.0,18.0,23.0,,,,,0.25,,,,0.25,1.0,1.0,1.0,,,,,,0.75,0.516775,,,,,,,7.25,25.2,,1.0,,,1.0,,,,,1.0,,,,0.25,0.25,,,,,,,,,,,,1.0,,,,,,,,,,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2010,2009-10,False
1729-1730-200783-2446-2742,1610612746,"Ricky Davis, Brian Skinner, Craig Smith, Rasual Butler, Sebastian Telfair","Davis, Skinner, Smith, Butler, Telfair",1729-1730-200783-2446-2742,LAC,272.0,1,5.0,1.0,8.0,9.0,,1.0,1.0,17.0,,1.0,3.0,3.0,,,,,,,6.0,7.0,,1.0,,12.0,11.0,,,2.0,,,,,,6.0,,3.0,,3.0,,,1.0,6.0,,2.0,1.0,3.0,1.0,4.0,3.0,3.0,1.0,,,,10.0,,,0.5,0.5,,,,,,0.8571428571428571,0.75,1.0,,0.75,1.0,,0.125,1.0,1.0,,1.0,0.5,,,90.0,19.625,12.777777777777779,18.875,12.777777777777779,0.125,,,,0.375,1.0,1.0,0.3333333333333333,,,,,,,,,,0.5,0.46848125,,,,,0.16666666666666666,,8.114285714285714,25.2,,3.0,,,1.0,,,,,1.0,,,,0.375,0.125,,,,,,,,,,,,,,,1.0,,1.0,,,,1.0,,,1.0,1.0,6.0,1.0,,,1.0,1.0,1.0,1.0,3.0,2.0,,,,,1.0,,,,,,,,,,,1.0,1.0,0.6666666666666666,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2010,2009-10,False
