EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,ShortMidRangeFGM,ShortMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,FG2M,FG2A,FG3M,FG3A,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsUnassisted3s,TwoPtAssists,Assists,ShortMidRangeAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Turnovers,PenaltyTurnovers,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefArc3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,LongMidRangeFGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,Fouls,Offensive Fouls,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,Assisted3sPct,BlocksRecoveredPct,LongMidRangeFrequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceOffPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,FtPoints,PenaltyFtPoints,AtRimAssists,OffTwoPtRebounds,OffRebounds,SelfOReb,Steals,LostBallSteals,LiveBallTurnovers,LostBallTurnovers,SecondChanceTurnovers,ShootingFouls,FoulsDrawn,FTA,NonShootingFoulsDrawn,Blocked3s,BlockedArc3,NonShootingPenaltyNonTakeFoulsDrawn,LiveBallTurnoverPct,OffTwoPtReboundPct,OffFGReboundPct,OffAtRimReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,SecondChanceAtRimFGM,SecondChanceAtRimFGA,LongMidRangeFGM,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,LongMidRangeAssists,FTDefRebounds,BadPassSteals,LostBallOutOfBoundsTurnovers,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG2APctBlocked,AtRimPctBlocked,LongMidRangePctBlocked,DefFTReboundPct,OffLongMidRangeReboundPct,DefLongMidRangeReboundPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,SecondChanceCorner3FGA,SecondChanceFG3A,OffThreePtRebounds,BadPassTurnovers,Loose Ball Fouls,BlockedShortMidRange,NonShootingPenaltyNonTakeFouls,OffThreePtReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,SecondChanceCorner3Frequency,BlockedLongMidRange,ShortMidRangePctBlocked,SecondChanceArc3FGA,SecondChanceFtPoints,Technical Free Throw Trips,DefCorner3ReboundPct,SecondChanceArc3Frequency,FTOffRebounds,Loose Ball Fouls Drawn,OffFTReboundPct,HeaveAttempts,SecondChanceAtRimPctAssisted,Corner3Assists,Corner3PctAssisted,OffCorner3ReboundPct,Defensive 3 Seconds Violations,Travels,OffensiveGoaltends,SecondChanceCorner3FGM,SecondChanceFG3M,StepOutOfBoundsTurnovers,3SecondViolations,SecondChanceFg3Pct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,SecondChanceArc3FGM,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,HeaveMakes,DefensiveGoaltends,BlockedCorner3,Clear Path Fouls,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,Corner3PctBlocked,team_id,year,season,team_vs
101122-101129-1902-2211-2248,1610612754,"Danny Granger, Luther Head, Jeff Foster, Troy Murphy, Earl Watson","Granger, Head, Foster, Murphy, Watson",101122-101129-1902-2211-2248,IND,142.0,1,2.0,1.0,4.0,5.0,4.0,5.0,9.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,4.0,1.0,2.0,1.0,1.0,5.0,2.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,5.0,5.0,4.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,91.26760563380282,21.0,11.6,21.0,11.6,0.6666666666666666,0.5,0.5,1.0,0.3333333333333333,1.0,1.0,0.3333333333333333,1.0,0.3333333333333333,0.4087,0.4087,1.0,10.05,23.6,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2010,2009-10,True
101122-101129-1902-2211-2551,1610612754,"Danny Granger, Luther Head, Jeff Foster, Troy Murphy, T.J. Ford","Granger, Head, Foster, Murphy, Ford",101122-101129-1902-2211-2551,IND,89.0,1,1.0,,3.0,4.0,3.0,2.0,7.0,,,,,,,,1.0,1.0,1.0,3.0,3.0,,1.0,1.0,1.0,3.0,,,,1.0,,3.0,,2.0,2.0,2.0,,1.0,1.0,1.0,3.0,3.0,3.0,,,1.0,1.0,1.0,,,0.75,0.75,0.75,0.75,0.5,1.0,,1.0,1.0,,113.25842696629213,13.666666666666666,12.0,13.666666666666666,12.0,,,,,,,,,,0.5,0.4654,0.4654,1.0,20.1,25.2,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2010,2009-10,True
101122-101129-200780-201177-2248,1610612754,"Danny Granger, Luther Head, Solomon Jones, Josh McRoberts, Earl Watson","Granger, Head, Jones, McRoberts, Watson",101122-101129-200780-201177-2248,IND,175.0,1,3.0,-4.0,6.0,6.0,6.0,6.0,12.0,,,,1.0,,1.0,2.0,3.0,,1.0,6.0,10.0,2.0,3.0,,1.0,6.0,4.0,,2.0,2.0,,4.0,,,,1.0,,,2.0,2.0,6.0,6.0,6.0,1.0,1.0,,,,0.6666666666666666,0.6666666666666666,0.5,0.5,0.6,0.6,0.25,,,,,,98.74285714285715,15.0,14.166666666666666,14.666666666666666,11.833333333333334,,,,,0.25,,,0.25,,1.0,0.673275,0.673275,1.0,0.8333333333333334,24.8,1.0,,,,,,,,,,,2.0,,1.0,1.0,2.0,,,,,,,,,,,,1.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.75,0.6666666666666666,0.6666666666666666,1.0,0.75,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2010,2009-10,True
101122-101129-200780-201575-2248,1610612754,"Danny Granger, Luther Head, Solomon Jones, Brandon Rush, Earl Watson","Granger, Head, Jones, Rush, Watson",101122-101129-200780-201575-2248,IND,330.0,2,6.0,1.0,14.0,15.0,,4.0,29.0,,1.0,,1.0,,,4.0,11.0,,2.0,10.0,9.0,,,,,,4.0,,2.0,2.0,,4.0,4.0,2.0,7.0,9.0,,1.0,2.0,,8.0,,,0.5,0.6666666666666666,,,,0.36363636363636365,,0.3076923076923077,,0.35714285714285715,,0.15384615384615385,1.0,1.0,1.0,1.0,1.0,126.54545454545455,13.0,9.866666666666667,12.571428571428571,9.866666666666667,0.07692307692307693,,,,0.07692307692307693,,,,,0.5384615384615384,0.5177538461538462,,,8.509090909090908,23.7,,5.0,,1.0,,,,1.0,,,,,,,,,,,,0.38461538461538464,0.07692307692307693,,,,,,,2.0,2.0,5.0,,,2.0,,,2.0,2.0,,2.0,1.0,1.0,1.0,,,3.0,3.0,,,,,0.5,0.2857142857142857,0.2222222222222222,0.3333333333333333,,0.38461538461538464,0.4,0.6666666666666666,,,,1.0,2.0,2.0,1.0,2.0,2.0,4.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,0.5,0.2727272727272727,0.4,0.2,1.0,0.3333333333333333,1.0,0.4,0.5,1.0,1.0,0.5,0.55935,0.14285714285714285,0.16666666666666666,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2010,2009-10,True
101122-101129-200780-201579-2551,1610612754,"Danny Granger, Luther Head, Solomon Jones, Roy Hibbert, T.J. Ford","Granger, Head, Jones, Hibbert, Ford",101122-101129-200780-201579-2551,IND,29.0,1,,-3.0,1.0,1.0,1.0,,2.0,,,,,,,,1.0,,,,3.0,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,99.3103448275862,12.0,17.0,12.0,17.0,,,,,,,,,,,0.4326,0.4326,,16.5,,1.0,1.0,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2010,2009-10,True
101122-101129-200780-201946-2248,1610612754,"Danny Granger, Luther Head, Solomon Jones, Tyler Hansbrough, Earl Watson","Granger, Head, Jones, Hansbrough, Watson",101122-101129-200780-201946-2248,IND,818.0,4,14.0,3.0,31.0,30.0,19.0,16.0,61.0,4.0,5.0,,1.0,,1.0,12.0,24.0,4.0,6.0,36.0,33.0,6.0,16.0,2.0,4.0,18.0,8.0,3.0,4.0,7.0,2.0,17.0,1.0,8.0,12.0,16.0,,2.0,4.0,2.0,36.0,18.0,19.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.5,0.6666666666666666,0.5,0.375,0.6,0.45,0.6,0.45,0.2,0.7272727272727273,0.5,0.6923076923076923,0.5,0.5,107.3838630806846,14.225806451612904,12.566666666666666,13.387096774193548,12.266666666666667,0.16666666666666666,0.8,0.8,0.5,0.03333333333333333,,,0.05,,0.4666666666666667,0.4827883333333334,0.4684775,0.5,10.333333333333334,25.733333333333334,0.6129032258064516,11.0,4.0,5.0,2.0,3.0,9.0,5.0,4.0,3.0,3.0,11.0,2.0,3.0,1.0,3.0,3.0,0.75,1.0,0.36666666666666664,0.16666666666666666,0.8,0.8,0.75,0.15,0.6666666666666666,0.8,3.0,4.0,8.0,3.0,6.0,,,1.0,3.0,4.0,2.0,3.0,,2.0,1.0,,6.0,2.0,,,,,,0.5,0.2727272727272727,0.3076923076923077,0.3333333333333333,0.16666666666666666,0.26666666666666666,0.5,0.5714285714285714,0.25,0.3,0.5,,2.0,4.0,,2.0,,16.0,,1.0,1.0,3.0,3.0,,,,,,,,0.041666666666666664,0.125,,1.0,0.14285714285714285,1.0,0.36363636363636365,0.36363636363636365,0.25,0.6666666666666666,,0.53805,,,,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,1.0,1.0,0.8,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2010,2009-10,True
101122-101129-200780-201946-2551,1610612754,"Danny Granger, Luther Head, Solomon Jones, Tyler Hansbrough, T.J. Ford","Granger, Head, Jones, Hansbrough, Ford",101122-101129-200780-201946-2551,IND,106.0,1,2.0,7.0,4.0,3.0,,,7.0,2.0,2.0,,,,,3.0,3.0,1.0,1.0,9.0,2.0,,,,,,4.0,,2.0,3.0,1.0,7.0,,2.0,2.0,2.0,,,,,9.0,,,0.6666666666666666,0.6666666666666666,1.0,,1.0,1.0,,1.125,,1.125,,0.25,1.0,,1.0,,,95.09433962264151,13.25,17.666666666666668,13.25,17.666666666666668,0.5,1.0,1.0,0.5,,,,,,0.5,0.515425,,,6.1000000000000005,26.0,,,1.0,1.0,,,3.0,1.0,1.0,1.0,1.0,,,1.0,,1.0,1.0,1.0,1.0,,0.25,1.0,1.0,1.0,,,1.0,,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,0.25,1.0,1.0,1.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2010,2009-10,True
101122-101129-200780-201985-2563,1610612754,"Danny Granger, Luther Head, Solomon Jones, AJ Price, Dahntay Jones","Granger, Head, Jones, Price, Jones",101122-101129-200780-201985-2563,IND,216.0,1,4.0,-1.0,7.0,7.0,,,14.0,,2.0,,,,,2.0,7.0,1.0,1.0,7.0,8.0,,,,,,4.0,,2.0,3.0,,7.0,,1.0,1.0,3.0,1.0,2.0,2.0,,7.0,,,1.0,1.0,1.0,,1.0,0.2857142857142857,,0.4375,,0.4375,,0.125,1.0,,1.0,,,93.33333333333333,16.571428571428573,14.285714285714286,15.0,14.285714285714286,0.25,,,,,,,,,0.25,0.43099375,,,12.171428571428573,26.3,,4.0,1.0,1.0,,,3.0,1.0,1.0,1.0,1.0,1.0,,,,,,1.0,,0.5,0.125,1.0,1.0,1.0,,,1.0,1.0,,1.0,,,,,,2.0,2.0,,,,,,1.0,1.0,1.0,,,,,,,0.5,0.5,,,0.125,,,,,,,,2.0,,1.0,,,,1.0,2.0,,,,,,,,,,0.14285714285714285,,,,0.5,,0.5,0.5,1.0,,,0.4244,,,,,,,,,,,,0.5,,1.0,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2010,2009-10,True
101122-101129-200780-2211-2248,1610612754,"Danny Granger, Luther Head, Solomon Jones, Troy Murphy, Earl Watson","Granger, Head, Jones, Murphy, Watson",101122-101129-200780-2211-2248,IND,1093.0,4,18.0,,38.0,41.0,16.0,8.0,79.0,,3.0,,1.0,,,9.0,21.0,3.0,8.0,40.0,40.0,5.0,8.0,2.0,3.0,20.0,10.0,,5.0,8.0,,19.0,4.0,8.0,13.0,18.0,,4.0,7.0,5.0,33.0,20.0,16.0,0.5555555555555556,0.7142857142857143,0.375,0.6666666666666666,0.375,0.42857142857142855,0.625,0.46551724137931033,0.7272727272727273,0.5131578947368421,0.7307692307692307,0.27586206896551724,0.5714285714285714,0.6666666666666666,0.6,0.3333333333333333,0.6,104.08051235132663,14.289473684210526,13.414634146341463,14.0,12.585365853658537,0.10344827586206896,,,,0.034482758620689655,,,,,0.5517241379310345,0.5246948275862069,0.5056227272727273,0.5,9.609523809523811,24.725,0.42105263157894735,10.0,3.0,7.0,2.0,3.0,9.0,7.0,3.0,3.0,3.0,13.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3448275862068966,0.2413793103448276,0.42857142857142855,0.42857142857142855,1.0,0.2727272727272727,0.6666666666666666,0.42857142857142855,5.0,3.0,8.0,1.0,3.0,13.0,4.0,,4.0,5.0,,3.0,2.0,3.0,1.0,,6.0,13.0,20.0,,,,,0.42857142857142855,0.3333333333333333,0.29411764705882354,0.2,,0.27586206896551724,0.375,0.6,,0.2727272727272727,0.3333333333333333,2.0,2.0,6.0,2.0,2.0,7.0,8.0,4.0,5.0,5.0,1.0,1.0,,2.0,1.0,10.0,1.0,0.5,0.7,0.23809523809523808,0.375,,1.0,0.25,0.8,0.6,0.6,0.8333333333333334,0.5,1.0,0.5623,0.2631578947368421,0.3333333333333333,0.175,,2.0,1.0,2.0,,,,0.2,0.6666666666666666,0.25,0.6666666666666666,,,0.6666666666666666,2.0,3.0,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2010,2009-10,True
101122-101129-200780-2248-2399,1610612754,"Danny Granger, Luther Head, Solomon Jones, Earl Watson, Mike Dunleavy","Granger, Head, Jones, Watson, Dunleavy",101122-101129-200780-2248-2399,IND,170.0,1,3.0,-4.0,6.0,5.0,,5.0,11.0,,,,2.0,,,,2.0,1.0,3.0,3.0,7.0,,,,,,,,,1.0,,3.0,2.0,,2.0,2.0,1.0,1.0,1.0,,3.0,,,,,0.3333333333333333,,0.3333333333333333,,,0.3,,0.3,,0.6,,1.0,0.6666666666666666,,1.0,93.17647058823529,15.0,16.0,15.0,15.0,,,,,0.4,,,,,0.8,0.51092,,,9.5,25.366666666666664,,1.0,1.0,1.0,,,3.0,1.0,1.0,1.0,1.0,2.0,,1.0,,1.0,,1.0,,0.2,0.2,1.0,1.0,1.0,,,1.0,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2010,2009-10,True
