EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,Arc3FGM,Arc3FGA,FG2M,FG2A,FG3M,FG3A,Points,PtsAssisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,Steals,LostBallSteals,DeadBallTurnovers,Turnovers,SecondChanceTurnovers,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,TsPct,FG3APct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefArc3ReboundPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,Avg3ptShotDistance,LongMidRangeFGM,LongMidRangeFGA,PtsUnassisted2s,FTDefRebounds,DefFTReboundPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Avg2ptShotDistance,ShortMidRangeFGM,ShortMidRangeFGA,FtPoints,OpponentPoints,LiveBallTurnovers,LostBallTurnovers,Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,BlockedShortMidRange,LiveBallTurnoverPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyOffPoss,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,PenaltyArc3FGA,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsPutbacks,Fg2aBlocked,OffTwoPtRebounds,OffRebounds,BadPassSteals,Technical Free Throw Trips,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,OffTwoPtReboundPct,OffFGReboundPct,OffAtRimReboundPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,PenaltyOffPossPct,PenaltyDefPoss,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,PenaltyArc3FGM,PenaltyFG3M,Corner3Assists,ShortMidRangeAssists,LongMidRangeAssists,OffThreePtRebounds,SelfOReb,BadPassTurnovers,LostBallOutOfBoundsTurnovers,PenaltyTurnovers,ShootingFouls,Offensive Fouls,2pt And 1 Free Throw Trips,DefensiveGoaltends,NonShootingPenaltyNonTakeFouls,PenaltyFg3Pct,OffThreePtReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,ShortMidRangePctAssisted,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,HeaveAttempts,BadPassOutOfBoundsTurnovers,Loose Ball Fouls Drawn,SecondChanceFg3Pct,ShortMidRangePctBlocked,OffLongMidRangeReboundPct,OffCorner3ReboundPct,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Offensive Fouls Drawn,FTOffRebounds,OffFTReboundPct,PtsUnassisted3s,Loose Ball Fouls,3SecondViolations,StepOutOfBoundsTurnovers,Travels,SecondChanceAtRimPctAssisted,SecondChanceCorner3FGM,SecondChanceCorner3FGA,LongMidRangePctBlocked,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,BlockedLongMidRange,Defensive 3 Seconds Violations,ThreePtShootingFoulsDrawnPct,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,Clear Path Fouls,Corner3PctBlocked,Blocked3s,BlockedArc3,OffensiveGoaltends,BlockedCorner3,team_id,year,season,team_vs
101111-101131-101198-1088-201969,1610612765,"Charlie Villanueva, Jason Maxiell, Will Bynum, Chucky Atkins, DaJuan Summers","Villanueva, Maxiell, Bynum, Atkins, Summers",101111-101131-101198-1088-201969,DET,91.0,1,2.0,7.0,4.0,3.0,1.0,7.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,7.0,4.0,3.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,7.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.1666666666666667,1.1666666666666667,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,110.76923076923077,1.0,9.5,17.666666666666668,7.25,17.666666666666668,0.6666666666666666,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,0.6448166666666667,24.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612765,2010,2009-10,True
101111-101131-101198-1112-201973,1610612765,"Charlie Villanueva, Jason Maxiell, Will Bynum, Ben Wallace, Jonas Jerebko","Villanueva, Maxiell, Bynum, Wallace, Jerebko",101111-101131-101198-1112-201973,DET,21.0,1,,2.0,1.0,1.0,,2.0,,,,,1.0,1.0,,,2.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,2.0,,,,,,1.0,1.0,1.0,,,,,,,137.14285714285714,,12.0,9.0,12.0,8.0,,,,,,,,,,,0.4183,,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,15.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612765,2010,2009-10,True
101111-101131-101198-1888-201155,1610612765,"Charlie Villanueva, Jason Maxiell, Will Bynum, Richard Hamilton, Rodney Stuckey","Villanueva, Maxiell, Bynum, Hamilton, Stuckey",101111-101131-101198-1888-201155,DET,260.0,1,4.0,2.0,7.0,7.0,,14.0,,,1.0,3.0,1.0,2.0,1.0,3.0,6.0,,3.0,3.0,1.0,,1.0,1.0,1.0,,3.0,,5.0,5.0,5.0,,,,1.0,,4.0,3.0,4.0,2.0,6.0,,,1.0,0.3333333333333333,0.3333333333333333,0.5,0.5,0.5,0.6,0.625,,0.625,0.3333333333333333,,77.53846153846155,0.5,17.285714285714285,19.857142857142858,17.285714285714285,18.142857142857142,,,,,0.6,0.3333333333333333,0.3333333333333333,1.0,0.6,0.3333333333333333,0.46779000000000004,25.8,,1.0,2.0,,,0.2,,,11.95,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.75,1.0,0.2,1.0,1.0,0.16666666666666666,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612765,2010,2009-10,True
101111-101131-101198-1888-201948,1610612765,"Charlie Villanueva, Jason Maxiell, Will Bynum, Richard Hamilton, Austin Daye","Villanueva, Maxiell, Bynum, Hamilton, Daye",101111-101131-101198-1888-201948,DET,154.0,1,3.0,3.0,6.0,6.0,1.0,12.0,2.0,4.0,,1.0,2.0,4.0,,1.0,7.0,,,1.0,,,,,,,,1.0,2.0,3.0,4.0,1.0,,,,,1.0,1.0,1.0,,5.0,,,,,,0.5,0.4,0.42857142857142855,0.2,0.5,1.0,0.6,,1.0,112.2077922077922,,10.0,15.666666666666666,9.833333333333334,14.333333333333334,0.8,0.5,0.6666666666666666,,0.2,,,,1.0,,0.67919,25.1,,,4.0,,,,,,0.925,,,3.0,4.0,,,1.0,2.0,5.0,1.0,,,1.0,0.5,,,,0.16666666666666666,0.2,6.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,2.0,2.0,4.0,1.0,3.0,7.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,6.0,1.0,1.0,0.5,1.0,0.4,1.0,0.42857142857142855,0.25,0.25,0.5,0.3333333333333333,0.5,1.0,1.0,0.8,0.5,0.2,0.5719,0.67919,0.2857142857142857,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612765,2010,2009-10,True
101111-101131-101198-1888-2419,1610612765,"Charlie Villanueva, Jason Maxiell, Will Bynum, Richard Hamilton, Tayshaun Prince","Villanueva, Maxiell, Bynum, Hamilton, Prince",101111-101131-101198-1888-2419,DET,1581.0,10,26.0,-1.0,53.0,54.0,3.0,107.0,14.0,19.0,2.0,4.0,22.0,36.0,4.0,8.0,66.0,36.0,12.0,4.0,2.0,18.0,4.0,22.0,2.0,11.0,48.0,5.0,12.0,18.0,22.0,5.0,3.0,3.0,6.0,,1.0,,1.0,1.0,64.0,0.8181818181818182,0.8571428571428571,1.0,0.5,0.5,0.6111111111111112,0.6363636363636364,0.66,0.18181818181818182,0.75,1.0,0.8095238095238095,,1.0,97.4573055028463,1.0,13.962264150943396,15.574074074074074,13.830188679245284,15.481481481481481,0.4318181818181818,0.7368421052631579,0.7368421052631579,0.7857142857142857,0.09090909090909091,0.5,0.5,1.0,0.6136363636363636,0.5,0.5408136363636363,24.1375,6.0,11.0,8.0,1.0,1.0,0.25,0.5454545454545454,0.5454545454545454,6.766666666666667,2.0,6.0,10.0,67.0,3.0,,9.0,8.0,13.0,4.0,1.0,0.5,0.75,0.9,0.13636363636363635,0.3333333333333333,0.3333333333333333,0.0851063829787234,0.10256410256410256,30.0,1.0,3.0,7.0,11.0,4.0,1.0,4.0,2.0,7.0,17.0,8.0,8.0,34.0,2.0,,3.0,4.0,2.0,,3.0,34.0,30.0,3.0,0.25,0.4117647058823529,0.25,0.52,0.25,0.5666666666666667,,,0.21428571428571427,0.2222222222222222,0.4,0.75,0.3333333333333333,0.44,0.6363636363636364,0.16,0.5750666666666667,0.554208,0.030303030303030304,0.5151515151515151,0.5660377358490566,11.0,2.0,4.0,2.0,4.0,2.0,4.0,2.0,2.0,5.0,1.0,1.0,3.0,1.0,3.0,6.0,1.0,1.0,1.0,1.0,0.5,0.25,0.25,0.5,1.0,0.05555555555555555,1.0,0.8333333333333334,0.09090909090909091,0.5,0.5,1.0,0.16,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612765,2010,2009-10,True
101111-101131-101198-1888-2732,1610612765,"Charlie Villanueva, Jason Maxiell, Will Bynum, Richard Hamilton, Ben Gordon","Villanueva, Maxiell, Bynum, Hamilton, Gordon",101111-101131-101198-1888-2732,DET,1267.0,9,21.0,10.0,41.0,40.0,7.0,81.0,8.0,12.0,1.0,4.0,14.0,29.0,5.0,9.0,50.0,16.0,15.0,3.0,1.0,8.0,5.0,13.0,1.0,5.0,31.0,3.0,9.0,13.0,22.0,2.0,1.0,5.0,7.0,1.0,1.0,1.0,1.0,1.0,39.0,0.5714285714285714,0.6666666666666666,1.0,0.5555555555555556,0.625,0.4827586206896552,0.5657894736842105,0.5813953488372093,0.23684210526315788,0.8181818181818182,0.6,0.75,1.0,0.6666666666666666,92.05998421468034,1.0,16.195121951219512,15.075,14.926829268292684,14.075,0.3157894736842105,0.6666666666666666,0.7272727272727273,0.625,0.10526315789473684,0.25,0.25,1.0,0.5526315789473685,0.3333333333333333,0.469627027027027,26.066666666666666,3.0,7.0,12.0,1.0,0.5,0.18421052631578946,0.42857142857142855,0.42857142857142855,8.327586206896552,3.0,10.0,7.0,40.0,2.0,1.0,10.0,7.0,10.0,3.0,,0.2857142857142857,0.6666666666666666,0.8333333333333334,0.2631578947368421,0.3,0.3333333333333333,0.07317073170731707,0.09375,24.0,3.0,3.0,4.0,7.0,3.0,3.0,6.0,11.0,9.0,16.0,6.0,5.0,32.0,4.0,2.0,6.0,9.0,1.0,,2.0,32.0,24.0,2.0,0.5,0.5625,0.6428571428571429,0.6136363636363636,0.6875,0.6153846153846154,0.06896551724137931,0.08333333333333333,0.4,0.5,0.5,0.42857142857142855,1.0,0.3181818181818182,0.5714285714285714,0.13636363636363635,0.47434000000000004,0.4646571428571428,0.22,0.64,0.5853658536585366,25.0,4.0,5.0,2.0,3.0,1.0,3.0,4.0,2.0,1.0,3.0,1.0,1.0,2.0,4.0,3.0,1.0,,,3.0,0.5,1.0,0.42857142857142855,1.0,0.5,0.0625,0.6666666666666666,0.3333333333333333,0.13157894736842105,0.8,0.8,1.0,0.13636363636363635,0.6666666666666666,0.3333333333333333,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,0.1,0.25,1.0,0.14285714285714285,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612765,2010,2009-10,True
101111-101131-101198-201155-201948,1610612765,"Charlie Villanueva, Jason Maxiell, Will Bynum, Rodney Stuckey, Austin Daye","Villanueva, Maxiell, Bynum, Stuckey, Daye",101111-101131-101198-201155-201948,DET,248.0,2,4.0,,7.0,8.0,,15.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,2.0,12.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,,5.0,,1.0,2.0,2.0,,,1.0,1.0,,,,,,12.0,0.3333333333333333,0.3333333333333333,1.0,0.5,0.5,1.0,0.9,1.0,0.4,0.5,,0.5,,,87.09677419354838,,16.428571428571427,16.625,16.428571428571427,16.5,0.2,1.0,1.0,,0.2,1.0,1.0,1.0,0.6,1.0,0.48853,24.8,2.0,2.0,4.0,1.0,1.0,0.4,1.0,1.0,12.733333333333334,,,3.0,12.0,,,1.0,3.0,3.0,1.0,,,1.0,,,,,0.2,0.3333333333333333,1.0,,,,,,,,,,,,2.0,2.0,,,,,,,1.0,2.0,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,0.16666666666666666,0.14285714285714285,,,1.0,,,,,,,1.0,,,,,,1.0,,1.0,,,,,,,,,,0.5,0.2,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612765,2010,2009-10,True
101111-101131-101198-201155-201969,1610612765,"Charlie Villanueva, Jason Maxiell, Will Bynum, Rodney Stuckey, DaJuan Summers","Villanueva, Maxiell, Bynum, Stuckey, Summers",101111-101131-101198-201155-201969,DET,36.0,1,1.0,-1.0,1.0,1.0,,2.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,0.5,,,,,,,80.0,,19.0,17.0,19.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,2.0,3.0,,,,2.0,4.0,1.0,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,2.0,2.0,,,,,,,1.0,2.0,1.0,1.0,,,,,,0.5,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612765,2010,2009-10,True
101111-101131-101198-201155-201973,1610612765,"Charlie Villanueva, Jason Maxiell, Will Bynum, Rodney Stuckey, Jonas Jerebko","Villanueva, Maxiell, Bynum, Stuckey, Jerebko",101111-101131-101198-201155-201973,DET,435.0,4,7.0,7.0,12.0,11.0,1.0,23.0,5.0,9.0,,,6.0,10.0,,,18.0,10.0,,,,5.0,,5.0,,5.0,10.0,1.0,2.0,3.0,6.0,1.0,,1.0,1.0,,1.0,,1.0,,18.0,0.8333333333333334,0.8333333333333334,,,,0.6,0.6,0.6428571428571429,,0.4,1.0,0.5,,1.0,76.13793103448276,,15.083333333333334,23.09090909090909,14.75,20.545454545454547,0.9,0.5555555555555556,0.5555555555555556,1.0,,,,,0.9,,0.56863,,,,2.0,,,,,,1.1800000000000002,1.0,1.0,6.0,11.0,,,4.0,9.0,9.0,4.0,1.0,,,1.0,0.1,1.0,1.0,0.3076923076923077,0.3076923076923077,2.0,,2.0,1.0,2.0,,,2.0,,1.0,2.0,,1.0,3.0,,,2.0,3.0,1.0,,1.0,3.0,2.0,1.0,,0.5,,0.5,,0.5,,,0.5,0.5,0.5,1.0,,1.0,0.5,,0.53685,0.5566,,0.16666666666666666,0.16666666666666666,1.0,,,,,,,,,,,1.0,,,,1.0,,1.0,,,,,,,,0.25,,,,,,,,,,,,,,,,1.0,,,,,,,,,3.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612765,2010,2009-10,True
101111-101131-101198-201155-2419,1610612765,"Charlie Villanueva, Jason Maxiell, Will Bynum, Rodney Stuckey, Tayshaun Prince","Villanueva, Maxiell, Bynum, Stuckey, Prince",101111-101131-101198-201155-2419,DET,59.0,1,1.0,4.0,3.0,2.0,1.0,5.0,1.0,1.0,,1.0,1.0,1.0,,1.0,4.0,,,1.0,,,,,,,,1.0,,1.0,2.0,,,,1.0,,1.0,1.0,1.0,,2.0,,,,,,1.0,0.5,0.6666666666666666,0.5,,1.0,0.5,,1.0,122.03389830508475,,9.333333333333334,15.5,9.333333333333334,14.5,0.5,1.0,1.0,,0.5,,,,1.0,,0.554975,25.9,,,2.0,,,,,,,,,2.0,,1.0,,,1.0,2.0,1.0,,1.0,,,,,,0.3333333333333333,0.5,,1.0,1.0,,,,1.0,1.0,2.0,,,,,,2.0,,,1.0,,,,,,,1.0,,1.0,,1.0,,,,,1.0,,1.0,1.0,,,,,,0.5,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612765,2010,2009-10,True
