EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,OffPoss,DefPoss,PenaltyDefPoss,TotalPoss,AtRimFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,FG2M,FG2A,FG3A,Points,OpponentPoints,PtsAssisted2s,TwoPtAssists,Assists,LongMidRangeAssists,AssistPoints,DefTwoPtRebounds,DefRebounds,Rebounds,FoulsDrawn,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,TsPct,FG3APct,DefTwoPtReboundPct,DefFGReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,AtRimFG3AFrequency,ShotQualityAvg,Avg2ptShotDistance,Avg3ptShotDistance,PlusMinus,PenaltyOffPoss,SecondChanceOffPoss,AtRimFGM,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,OffTwoPtRebounds,DefThreePtRebounds,OffRebounds,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,PenaltyTsPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,DefArc3ReboundPct,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,PenaltyOffPossPct,ShortMidRangeFGM,FtPoints,AtRimAssists,OffThreePtRebounds,Steals,BadPassSteals,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Travels,Turnovers,Fouls,Offensive Fouls,FTA,TwoPtShootingFoulsDrawn,OffThreePtReboundPct,OffArc3ReboundPct,DefCorner3ReboundPct,AtRimPctAssisted,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,LiveBallTurnovers,BadPassTurnovers,LiveBallTurnoverPct,Fg2aBlocked,FTDefRebounds,ShootingFouls,NonShootingPenaltyNonTakeFouls,FG2APctBlocked,LongMidRangePctBlocked,DefFTReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,PenaltyFtPoints,ShortMidRangeAssists,LostBallTurnovers,PenaltyTurnovers,Loose Ball Fouls,Loose Ball Fouls Drawn,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,ShortMidRangePctAssisted,Corner3FGM,Corner3Assists,2pt And 1 Free Throw Trips,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SelfOReb,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,AtRimPctBlocked,SelfORebPct,BlocksRecoveredPct,SecondChanceArc3FGA,SecondChanceFG3A,LostBallSteals,Technical Free Throw Trips,SecondChanceArc3Frequency,Offensive Fouls Drawn,PtsUnassisted3s,StepOutOfBoundsTurnovers,DefensiveGoaltends,SecondChanceTurnovers,BlockedAtRim,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFtPoints,SecondChanceFg3Pct,ShortMidRangePctBlocked,OffCorner3ReboundPct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,SecondChanceAtRimPctAssisted,PenaltyCorner3FGM,PenaltyCorner3FGA,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,LostBallOutOfBoundsTurnovers,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,FTOffRebounds,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,BlockedLongMidRange,OffFTReboundPct,ThreePtShootingFoulsDrawnPct,3SecondViolations,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Defensive 3 Seconds Violations,HeaveAttempts,Fg3aBlocked,Blocked3s,BlockedArc3,BlockedCorner3,OffensiveGoaltends,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,Clear Path Fouls,team_id,year,season,team_vs
101215-101236-2203-2449-2755,1610612745,"Will Conroy, Chuck Hayes, Shane Battier, Luis Scola, Kevin Martin","Conroy, Hayes, Battier, Scola, Martin",101215-101236-2203-2449-2755,HOU,109.0,1,2.0,3.0,3.0,3.0,6.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,0.5,79.26605504587155,19.333333333333332,17.0,19.333333333333332,13.333333333333334,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,0.6666666666666666,0.5322666666666667,9.7,23.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2010,2009-10,False
101215-201166-201171-201978-2431,1610612745,"Will Conroy, Aaron Brooks, Carl Landry, Chase Budinger, David Andersen","Conroy, Brooks, Landry, Budinger, Andersen",101215-201166-201171-201978-2431,HOU,176.0,1,3.0,5.0,6.0,,11.0,4.0,1.0,1.0,,3.0,6.0,1.0,9.0,7.0,2.0,1.0,2.0,1.0,5.0,2.0,3.0,5.0,,7.0,0.3333333333333333,0.5,0.5,0.6428571428571429,0.6428571428571429,0.14285714285714285,0.5,0.6,,1.0,90.0,15.0,16.833333333333332,14.8,14.333333333333334,0.5714285714285714,0.14285714285714285,1.0,1.0,1.0,,0.7142857142857143,0.5344285714285715,5.966666666666666,26.9,2.0,5.0,2.0,2.0,1.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,6.0,1.0,1.0,9.0,4.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,9.0,5.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.6428571428571429,0.5,0.6428571428571429,0.6666666666666666,1.0,0.6666666666666666,0.5,1.0,1.0,0.5,0.5,0.14285714285714285,0.14285714285714285,1.0,1.0,1.0,1.0,0.5,0.5714285714285714,0.5,0.14285714285714285,1.0,1.0,0.57885,0.5344285714285715,0.2222222222222222,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2010,2009-10,False
101215-201171-201978-2203-2431,1610612745,"Will Conroy, Carl Landry, Chase Budinger, Shane Battier, David Andersen","Conroy, Landry, Budinger, Battier, Andersen",101215-201171-201978-2203-2431,HOU,451.0,2,8.0,14.0,13.0,,27.0,3.0,,1.0,,3.0,8.0,3.0,8.0,15.0,4.0,2.0,2.0,,4.0,1.0,5.0,6.0,3.0,8.0,0.6666666666666666,0.6666666666666666,0.375,0.2727272727272727,0.3333333333333333,0.2727272727272727,0.2,0.5555555555555556,,0.25,86.20842572062084,16.071428571428573,17.384615384615383,14.428571428571429,15.153846153846153,0.2727272727272727,0.09090909090909091,,,,,0.5454545454545454,0.4955227272727273,7.5875,24.833333333333332,-7.0,,1.0,2.0,,,,,4.0,,3.0,,,,,1.0,,,,,,,2.0,,,3.0,,,,,4.0,1.0,,,,,,,,,,,,,,1.0,0.125,,,1.0,0.6666666666666666,0.6666666666666666,0.36363636363636365,0.2727272727272727,,,,,,,,,,,,,,,,1.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,2.0,1.0,2.0,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,0.25,0.25,0.08333333333333333,0.1111111111111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2010,2009-10,False
101215-201171-201978-2203-2772,1610612745,"Will Conroy, Carl Landry, Chase Budinger, Shane Battier, Trevor Ariza","Conroy, Landry, Budinger, Battier, Ariza",101215-201171-201978-2203-2772,HOU,33.0,1,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,43.63636363636363,13.0,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2010,2009-10,False
101215-201171-201978-2431-2772,1610612745,"Will Conroy, Carl Landry, Chase Budinger, David Andersen, Trevor Ariza","Conroy, Landry, Budinger, Andersen, Ariza",101215-201171-201978-2431-2772,HOU,203.0,2,3.0,8.0,8.0,2.0,16.0,,,2.0,,,2.0,1.0,5.0,9.0,,,1.0,,3.0,2.0,3.0,4.0,1.0,5.0,,,,0.5,0.625,0.3333333333333333,1.0,1.0,,1.0,113.49753694581281,13.75,11.625,13.125,11.625,,0.6666666666666666,,,,,0.3333333333333333,0.4328166666666667,17.8,24.9,-4.0,3.0,1.0,,,,,,,1.0,1.0,1.0,1.0,1.0,,1.0,,,,1.0,1.0,3.0,,3.0,,1.0,1.0,1.0,1.0,1.0,,1.0,3.0,3.0,1.0,1.0,1.0,1.0,,,,1.5,,1.5,0.5,,0.5,,,,,,,0.3333333333333333,1.0,1.0,1.0,,,,,1.0,1.0,1.0,0.4093,0.53145,,0.6,0.375,,2.0,,,,,,2.0,,3.0,4.0,1.0,2.0,1.0,,,,,,,0.25,0.3333333333333333,1.0,1.0,0.3333333333333333,1.0,1.0,2.0,1.0,0.5,0.5,1.0,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2010,2009-10,False
101215-201171-201978-2449-2772,1610612745,"Will Conroy, Carl Landry, Chase Budinger, Luis Scola, Trevor Ariza","Conroy, Landry, Budinger, Scola, Ariza",101215-201171-201978-2449-2772,HOU,201.0,1,3.0,5.0,7.0,5.0,12.0,3.0,,1.0,1.0,1.0,4.0,1.0,2.0,11.0,,,,,,,,,,2.0,,,0.25,0.2,0.2,0.2,,,,,85.97014925373134,18.2,15.714285714285714,18.2,15.714285714285714,0.6,0.2,,,,0.2,0.8,0.51471,5.0,23.2,-9.0,4.0,,1.0,,,1.0,3.0,,,,,,,,,,1.0,4.0,,,2.0,2.0,,,,,,,,,,2.0,4.0,,,,,,0.25,,0.25,,0.25,,,,,,,0.3333333333333333,0.3333333333333333,,,,,,,,0.75,0.3333333333333333,,,,,0.49695,,1.0,0.8,,,,,1.0,1.0,,,,,2.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2010,2009-10,False
101215-201595-201978-2431-2567,1610612745,"Will Conroy, Joey Dorsey, Chase Budinger, David Andersen, Brian Cook","Conroy, Dorsey, Budinger, Andersen, Cook",101215-201595-201978-2431-2567,HOU,153.0,1,3.0,8.0,7.0,1.0,15.0,2.0,,1.0,,3.0,5.0,1.0,8.0,8.0,2.0,1.0,1.0,,2.0,2.0,4.0,5.0,1.0,6.0,0.3333333333333333,0.5,0.6,0.5,0.5714285714285714,0.16666666666666666,1.0,1.0,1.0,1.0,141.1764705882353,9.875,10.571428571428571,9.875,10.571428571428571,0.3333333333333333,0.16666666666666666,,,,,0.5,0.4902333333333333,6.04,24.6,,8.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,,1.0,,1.0,,1.0,1.0,2.0,3.0,5.0,,1.0,8.0,4.0,,2.0,1.0,,,,1.0,2.0,1.0,8.0,8.0,,,,,1.0,0.6,1.0,0.5,1.0,0.5714285714285714,0.5,1.0,0.3333333333333333,,,,1.0,1.0,0.3333333333333333,0.16666666666666666,,,,1.0,1.0,0.3333333333333333,1.0,0.16666666666666666,,,0.593,0.4902333333333333,0.25,1.0,1.0,1.0,2.0,,,,,,,,1.0,1.0,,2.0,,,,1.0,,0.5,0.5,,,1.0,,1.0,,,,,,,,1.0,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2010,2009-10,False
101215-201941-201966-201978-2407,1610612745,"Will Conroy, Jordan Hill, Jermaine Taylor, Chase Budinger, Jared Jeffries","Conroy, Hill, Taylor, Budinger, Jeffries",101215-201941-201966-201978-2407,HOU,46.0,1,1.0,2.0,2.0,2.0,4.0,1.0,,,,1.0,1.0,,2.0,2.0,2.0,1.0,1.0,,2.0,,1.0,1.0,,2.0,1.0,1.0,1.0,1.0,1.0,,,0.5,,,125.21739130434781,14.0,9.0,14.0,8.0,1.0,,,,,,1.0,0.6,,,,2.0,,1.0,,,1.0,1.0,,,,,,,,,,1.0,1.0,,,2.0,,,,,,,,,1.0,,2.0,2.0,,,,,,1.0,,1.0,,1.0,,0.5,,,,0.5,1.0,1.0,,,,,,,,1.0,1.0,,,,,0.6,,1.0,1.0,,,1.0,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2010,2009-10,False
101215-201978-2203-2407-2431,1610612745,"Will Conroy, Chase Budinger, Shane Battier, Jared Jeffries, David Andersen","Conroy, Budinger, Battier, Jeffries, Andersen",101215-201978-2203-2407-2431,HOU,82.0,1,1.0,2.0,2.0,,4.0,,1.0,1.0,,1.0,1.0,,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,,0.5,0.5,,0.5,70.2439024390244,13.5,27.5,13.5,21.0,,1.0,1.0,1.0,1.0,,,0.4285,20.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2010,2009-10,False
101215-201978-2203-2407-2449,1610612745,"Will Conroy, Chase Budinger, Shane Battier, Jared Jeffries, Luis Scola","Conroy, Budinger, Battier, Jeffries, Scola",101215-201978-2203-2407-2449,HOU,315.0,2,5.0,12.0,12.0,1.0,24.0,4.0,1.0,3.0,1.0,4.0,10.0,3.0,11.0,18.0,4.0,2.0,3.0,1.0,7.0,2.0,3.0,5.0,3.0,9.0,0.5,0.6666666666666666,0.4,0.4230769230769231,0.4230769230769231,0.23076923076923078,1.0,1.0,1.0,,109.71428571428571,15.0,11.25,14.666666666666666,11.25,0.3076923076923077,0.23076923076923078,0.3333333333333333,0.3333333333333333,1.0,0.07692307692307693,0.5384615384615384,0.5069846153846154,7.859999999999999,25.133333333333336,-7.0,,2.0,3.0,1.0,1.0,,,3.0,,2.0,,,1.0,1.0,2.0,2.0,,,,,,4.0,3.0,2.0,2.0,,1.0,,1.0,,2.0,,,1.0,0.3333333333333333,,0.3333333333333333,0.5,,0.5,,0.5,,0.16666666666666666,,0.25,,0.3333333333333333,,0.75,0.75,0.23076923076923078,0.15384615384615385,,,,0.5,1.0,,,,,,0.4834,,0.18181818181818182,,,,,1.0,1.0,1.0,1.0,,,,1.0,4.0,,1.0,1.0,0.5,0.5,,0.3333333333333333,,,0.07692307692307693,0.1,1.0,,1.0,,1.0,2.0,1.0,,,1.0,,,,,1.0,,1.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2010,2009-10,False
