EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,Fg2aBlocked,TwoPtAssists,Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,LostBallSteals,Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,DefFTReboundPct,OffTwoPtReboundPct,OffFGReboundPct,OffAtRimReboundPct,SelfORebPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,PlusMinus,Corner3FGA,PenaltyCorner3FGA,Arc3FGA,PenaltyArc3FGA,FG3A,PenaltyFG3A,PtsUnassisted2s,NonHeaveArc3FGA,DefThreePtRebounds,DefTwoPtRebounds,ShootingFouls,Loose Ball Fouls Drawn,FG3APct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,Corner3Frequency,Arc3Frequency,PenaltyCorner3Frequency,PenaltyArc3Frequency,Avg3ptShotDistance,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceFG2M,SecondChanceFG2A,PtsPutbacks,SecondChanceFg2Pct,SecondChanceEfgPct,OffLongMidRangeReboundPct,DefCorner3ReboundPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceShotQualityAvg,Arc3FGM,FG3M,PtsUnassisted3s,NonHeaveArc3FGM,DeadBallTurnovers,StepOutOfBoundsTurnovers,Turnovers,Fg3Pct,NonHeaveFg3Pct,Arc3Accuracy,UnblockedArc3Accuracy,NonHeaveArc3Accuracy,OffThreePtRebounds,Blocked2s,BlockedAtRim,Blocks,OffThreePtReboundPct,OffArc3ReboundPct,Defensive 3 Seconds Violations,PenaltyArc3FGM,PenaltyFG3M,PtsAssisted3s,ThreePtAssists,Arc3Assists,PenaltyTurnovers,Assisted3sPct,PenaltyFg3Pct,Arc3PctAssisted,PenaltyArc3Accuracy,Travels,Corner3FGM,Corner3Assists,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3FGA,SecondChanceFG3A,SecondChanceCorner3Frequency,ShortMidRangeFGM,ShortMidRangeAssists,BadPassSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,LostBallTurnovers,Loose Ball Fouls,Offensive Fouls,Offensive Fouls Drawn,BlockedShortMidRange,RecoveredBlocks,ShortMidRangePctBlocked,LiveBallTurnoverPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,BlocksRecoveredPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LostBallOutOfBoundsTurnovers,SecondChanceArc3FGA,Technical Free Throw Trips,SecondChanceArc3Frequency,BadPassTurnovers,SecondChanceTurnovers,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFg3Pct,OffCorner3ReboundPct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,OffShortMidRangeReboundPct,FTOffRebounds,OffFTReboundPct,PenaltyCorner3FGM,PenaltyCorner3Accuracy,SecondChanceAtRimPctAssisted,LongMidRangePctBlocked,HeaveAttempts,OffensiveGoaltends,3SecondViolations,Fg3aBlocked,ThreePtShootingFoulsDrawn,FG3APctBlocked,Arc3PctBlocked,ThreePtShootingFoulsDrawnPct,SecondChanceCorner3FGM,DefensiveGoaltends,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,BlockedLongMidRange,Blocked3s,BlockedArc3,Clear Path Fouls,BlockedCorner3,3pt And 1 Free Throw Trips,team_id,year,season,team_vs
101126-1718-200749-201175-2605,1610612738,"Nate Robinson, Paul Pierce, Shelden Williams, Glen Davis, Marquis Daniels","Robinson, Pierce, Williams, Davis, Daniels",101126-1718-200749-201175-2605,BOS,156.0,1,3.0,6.0,6.0,6.0,6.0,1.0,12.0,1.0,3.0,1.0,3.0,1.0,1.0,1.0,2.0,5.0,5.0,9.0,9.0,2.0,2.0,2.0,5.0,5.0,9.0,4.0,1.0,2.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,5.0,1.0,1.0,2.0,7.0,9.0,6.0,1.0,2.0,1.0,1.0,0.4,0.4,0.4,0.4,0.6428571428571429,1.0,0.6428571428571429,0.2,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,0.5,0.5,110.76923076923076,13.5,12.5,12.833333333333334,12.5,0.6,0.3333333333333333,0.5,1.0,0.2,0.2,1.0,1.0,1.0,0.6,0.3333333333333333,0.6,0.57668,0.57668,0.2,0.2,0.2222222222222222,1.0,6.640000000000001,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2010,2009-10,False
101126-1718-200749-201175-2754,1610612738,"Nate Robinson, Paul Pierce, Shelden Williams, Glen Davis, Tony Allen","Robinson, Pierce, Williams, Davis, Allen",101126-1718-200749-201175-2754,BOS,259.0,2,4.0,7.0,9.0,5.0,5.0,,16.0,,1.0,,,,1.0,1.0,1.0,2.0,5.0,7.0,6.0,,,,,5.0,5.0,,1.0,,,,,,,1.0,4.0,,4.0,,1.0,1.0,2.0,4.0,6.0,,1.0,2.0,7.0,5.0,5.0,,2.0,,,0.5,,0.25,,0.5,,0.5,0.5,1.0,1.0,,,,,88.95752895752896,14.857142857142858,17.22222222222222,14.857142857142858,17.11111111111111,0.25,,,,,0.25,1.0,1.0,,,,0.75,0.5069,0.5547,0.2,0.3333333333333333,,0.7142857142857143,8.7,0.7142857142857143,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,0.5,0.5,0.6666666666666666,0.6,0.5,0.6666666666666666,0.25,0.25,0.5,0.5,23.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2010,2009-10,False
101126-1718-200749-201175-714,1610612738,"Nate Robinson, Paul Pierce, Shelden Williams, Glen Davis, Michael Finley","Robinson, Pierce, Williams, Davis, Finley",101126-1718-200749-201175-714,BOS,59.0,1,1.0,1.0,2.0,1.0,1.0,,3.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,,2.0,2.0,,,1.0,1.0,,2.0,,,,,,,,,1.0,1.0,,1.0,,,,2.0,,,,,,2.0,2.0,1.0,,,,,1.0,1.0,1.0,1.0,1.0,,1.0,,,1.0,,,,,73.22033898305085,18.0,20.5,18.0,20.5,1.0,1.0,1.0,,,,,,,1.0,1.0,1.0,0.7678,0.7678,,,,1.0,0.1,1.0,,,,,,,,2.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2010,2009-10,False
101126-1718-200749-201175-951,1610612738,"Nate Robinson, Paul Pierce, Shelden Williams, Glen Davis, Ray Allen","Robinson, Pierce, Williams, Davis, Allen",101126-1718-200749-201175-951,BOS,191.0,1,3.0,5.0,5.0,5.0,,2.0,10.0,1.0,3.0,1.0,3.0,,,1.0,1.0,4.0,2.0,4.0,3.0,,2.0,1.0,4.0,2.0,4.0,,,,,,,,2.0,,3.0,2.0,5.0,1.0,,,,2.0,2.0,,,1.0,2.0,4.0,5.0,,1.0,,,0.25,0.25,0.16666666666666666,0.16666666666666666,0.2857142857142857,0.5,0.2857142857142857,,,,0.6666666666666666,0.4,0.5,0.2,75.39267015706807,18.2,20.0,17.0,17.6,0.5,0.3333333333333333,0.3333333333333333,,,0.16666666666666666,,,,0.5,0.3333333333333333,0.8333333333333334,0.5275083333333334,0.5275083333333334,,,0.5,1.0,3.775,1.0,1.0,,,2.0,2.0,2.0,2.0,2.0,2.0,3.0,,,,0.3333333333333333,,1.0,1.0,,1.0,,0.3333333333333333,,0.3333333333333333,26.1,1.0,2.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,1.0,0.5,0.5626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2010,2009-10,False
101126-1718-200749-2605-708,1610612738,"Nate Robinson, Paul Pierce, Shelden Williams, Marquis Daniels, Kevin Garnett","Robinson, Pierce, Williams, Daniels, Garnett",101126-1718-200749-2605-708,BOS,89.0,1,1.0,2.0,3.0,,,,5.0,,,,,,,,,,,3.0,6.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,3.0,,,,,,,,,1.5,,1.5,,,,,,,,,,80.89887640449437,21.5,15.333333333333334,21.5,15.0,,,,,,,,,,,,1.0,0.5703,,,,,,,,-3.0,,,1.0,,1.0,,,1.0,,,,,1.0,,,,,,,1.0,,,26.1,,,,,,,,,,,,,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2010,2009-10,False
101126-1718-200765-201175-2570,1610612738,"Nate Robinson, Paul Pierce, Rajon Rondo, Glen Davis, Kendrick Perkins","Robinson, Pierce, Rondo, Davis, Perkins",101126-1718-200765-201175-2570,BOS,152.0,1,3.0,3.0,3.0,,3.0,1.0,6.0,1.0,2.0,,,,,2.0,1.0,4.0,,2.0,7.0,,,,,,,,,,,,,,1.0,,,2.0,2.0,,,,,1.0,2.0,,1.0,,2.0,,,,,,,0.25,,0.2,,0.16666666666666666,,,,,,0.3333333333333333,0.5,,,56.8421052631579,38.333333333333336,12.333333333333334,33.333333333333336,10.666666666666666,0.4,0.5,0.5,,,0.4,,,,,,0.6,0.50369,,0.16666666666666666,0.2,,,11.0,,-5.0,,,1.0,,1.0,,2.0,1.0,,,,,0.2,,,,,,,0.2,,,24.8,,,,1.0,,,,0.5,,,,0.4219,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2010,2009-10,False
101126-1718-200765-201175-714,1610612738,"Nate Robinson, Paul Pierce, Rajon Rondo, Glen Davis, Michael Finley","Robinson, Pierce, Rondo, Davis, Finley",101126-1718-200765-201175-714,BOS,3.0,1,,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,480.0,3.0,,3.0,,,,,,,,,,,,,1.0,0.243,0.243,,,,,,1.0,,,,1.0,1.0,1.0,1.0,,1.0,,,,,1.0,,,,,,,1.0,,1.0,30.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2010,2009-10,False
101126-1718-200765-201175-739,1610612738,"Nate Robinson, Paul Pierce, Rajon Rondo, Glen Davis, Rasheed Wallace","Robinson, Pierce, Rondo, Davis, Wallace",101126-1718-200765-201175-739,BOS,41.0,1,1.0,1.0,1.0,,,1.0,2.0,1.0,2.0,,,,,,1.0,2.0,,2.0,,,2.0,,,,,,,,,,,,1.0,,1.0,1.0,2.0,,,,,,,,,,,,,,,,,0.5,,0.5,,0.5,1.0,,,,,1.0,1.0,1.0,,70.2439024390244,8.0,33.0,8.0,33.0,1.0,0.5,0.5,,,,,,,,,1.0,0.60525,,,,1.0,,,,2.0,,,,,,,2.0,,1.0,,,,,,1.0,1.0,,,,,,,,1.0,1.0,1.0,1.0,2.0,1.0,1.0,,1.0,1.0,1.0,0.5795,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2010,2009-10,False
101126-1718-200765-201175-951,1610612738,"Nate Robinson, Paul Pierce, Rajon Rondo, Glen Davis, Ray Allen","Robinson, Pierce, Rondo, Davis, Allen",101126-1718-200765-201175-951,BOS,73.0,2,1.0,4.0,3.0,4.0,3.0,,7.0,,,,,1.0,,1.0,,2.0,4.0,7.0,2.0,,,,2.0,4.0,7.0,,,,1.0,,,3.0,,,,,,,1.0,1.0,,2.0,4.0,,,2.0,7.0,7.0,4.0,,2.0,,,,,0.5,0.5,0.7,,0.7,,,,,,,,138.08219178082192,13.0,7.0,13.0,7.0,,,,,0.3333333333333333,0.3333333333333333,,,,,,0.3333333333333333,0.2818333333333333,0.2818333333333333,,,,1.0,16.1,1.0,5.0,,,1.0,1.0,1.0,1.0,,1.0,,,,,0.3333333333333333,,,,,,,0.3333333333333333,,0.3333333333333333,26.6,,,,,,,,,,,,,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2010,2009-10,False
101126-1718-200765-2605-708,1610612738,"Nate Robinson, Paul Pierce, Rajon Rondo, Marquis Daniels, Kevin Garnett","Robinson, Pierce, Rondo, Daniels, Garnett",101126-1718-200765-2605-708,BOS,25.0,1,,,1.0,,1.0,,1.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.599999999999994,,25.0,,25.0,,,,,,,,,,,,,,,,,,,,,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2010,2009-10,False
