EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,Corner3FGA,PenaltyCorner3FGA,FG3A,PenaltyFG3A,DefTwoPtRebounds,DefRebounds,Rebounds,PenaltyOffPossExcludingTakeFouls,FG3APct,DefTwoPtReboundPct,DefFGReboundPct,DefLongMidRangeReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,Corner3Frequency,PenaltyCorner3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,Avg3ptShotDistance,PenaltyOffPossPct,PlusMinus,Corner3FGM,PenaltyCorner3FGM,FG3M,Points,OpponentPoints,PenaltyFG3M,PenaltyPoints,PtsAssisted3s,ThreePtAssists,Assists,Corner3Assists,AssistPoints,FirstChancePoints,PenaltyPointsExcludingTakeFouls,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Accuracy,PenaltyPointsPct,FtPoints,PenaltyFtPoints,FoulsDrawn,FTA,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceOffPoss,AtRimFGA,PenaltyAtRimFGA,LongMidRangeFGA,FG2A,PenaltyFG2A,Fg2aBlocked,OffTwoPtRebounds,OffRebounds,Steals,BadPassSteals,LiveBallTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls Drawn,FG2APctBlocked,AtRimPctBlocked,LiveBallTurnoverPct,OffTwoPtReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefShortMidRangeReboundPct,AtRimFrequency,LongMidRangeFrequency,PenaltyAtRimFrequency,Avg2ptShotDistance,ShortMidRangeFGM,ShortMidRangeFGA,FG2M,PtsUnassisted2s,Fg2Pct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,AtRimFGM,PenaltyAtRimFGM,Arc3FGA,PenaltyArc3FGA,PenaltyFG2M,PtsAssisted2s,HeaveAttempts,TwoPtAssists,AtRimAssists,Assisted2sPct,NonPutbacksAssisted2sPct,PenaltyFg2Pct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,Arc3Frequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,Arc3FGM,PenaltyArc3FGM,SecondChanceFG2A,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,OffThreePtRebounds,DefThreePtRebounds,TwoPtShootingFoulsDrawn,DefThreePtReboundPct,OffThreePtReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,Arc3Accuracy,UnblockedArc3Accuracy,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,LongMidRangeFGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceFG2M,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PtsPutbacks,Arc3Assists,LostBallSteals,BadPassTurnovers,DeadBallTurnovers,StepOutOfBoundsTurnovers,Travels,Offensive Fouls,2pt And 1 Free Throw Trips,Technical Free Throw Trips,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,SecondChanceFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,ShortMidRangePctBlocked,OffLongMidRangeReboundPct,OffCorner3ReboundPct,BlocksRecoveredPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceShotQualityAvg,SecondChancePointsPct,Loose Ball Fouls,NonShootingPenaltyNonTakeFouls,SecondChanceArc3FGA,FTDefRebounds,SelfOReb,Loose Ball Fouls Drawn,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,Defensive 3 Seconds Violations,DefFTReboundPct,OffShortMidRangeReboundPct,SelfORebPct,SecondChanceArc3Frequency,ThreePtShootingFoulsDrawnPct,LongMidRangeAssists,LongMidRangePctBlocked,LongMidRangePctAssisted,SecondChanceArc3FGM,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,ShortMidRangeAssists,LostBallOutOfBoundsTurnovers,ShortMidRangePctAssisted,BadPassOutOfBoundsTurnovers,FTOffRebounds,OffFTReboundPct,team_id,year,season,team_vs
101109-101211-1716-200748-2564,1610612766,"Raymond Felton, Stephen Graham, Larry Hughes, Tyrus Thomas, Boris Diaw","Felton, Graham, Hughes, Thomas, Diaw",101109-101211-1716-200748-2564,CHA,53.0,1,1.0,2.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,81.50943396226415,17.0,19.0,17.0,14.0,1.0,1.0,1.0,0.5487,0.5487,22.9,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2010,2009-10,True
101109-101211-200748-201571-201974,1610612766,"Raymond Felton, Stephen Graham, Tyrus Thomas, D.J. Augustin, Derrick Brown","Felton, Graham, Thomas, Augustin, Brown",101109-101211-200748-201571-201974,CHA,53.0,1,1.0,3.0,2.0,3.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,135.8490566037736,10.0,11.5,10.0,11.5,1.0,1.0,1.0,0.52995,0.52995,22.2,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.5,1.5,1.5,1.5,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2010,2009-10,True
101109-101211-200748-201571-2199,1610612766,"Raymond Felton, Stephen Graham, Tyrus Thomas, D.J. Augustin, Tyson Chandler","Felton, Graham, Thomas, Augustin, Chandler",101109-101211-200748-201571-2199,CHA,28.0,1,,,1.0,,1.0,1.0,,,,,1.0,1.0,1.0,,,1.0,1.0,1.0,51.42857142857143,,9.0,,9.0,,,,,,,,1.0,,,,1.0,,,1.0,,,,,,1.0,1.0,,,,,,,0.5,0.5,,,,,1.0,1.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2010,2009-10,True
101109-101211-201571-2199-2564,1610612766,"Raymond Felton, Stephen Graham, D.J. Augustin, Tyson Chandler, Boris Diaw","Felton, Graham, Augustin, Chandler, Diaw",101109-101211-201571-2199-2564,CHA,137.0,1,2.0,4.0,5.0,4.0,5.0,9.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,4.0,0.3333333333333333,1.0,1.0,1.0,94.59854014598541,16.25,14.4,15.5,11.6,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.5263666666666666,0.5263666666666666,23.0,1.0,-1.0,1.0,1.0,1.0,4.0,5.0,1.0,4.0,3.0,1.0,1.0,1.0,3.0,4.0,4.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,0.5,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,10.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2010,2009-10,True
101109-1536-1716-200748-2564,1610612766,"Raymond Felton, Stephen Jackson, Larry Hughes, Tyrus Thomas, Boris Diaw","Felton, Jackson, Hughes, Thomas, Diaw",101109-1536-1716-200748-2564,CHA,63.0,1,1.0,2.0,1.0,,,3.0,1.0,,1.0,,,,,,0.5,,,,68.57142857142857,18.0,27.0,18.0,27.0,0.5,,0.5,0.45725,,23.8,,3.0,1.0,,1.0,5.0,2.0,,,3.0,1.0,1.0,1.0,3.0,5.0,,1.0,1.0,,1.0,1.25,,1.25,,1.0,1.0,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,13.3,1.0,1.0,1.0,2.0,1.0,0.5,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2010,2009-10,True
101109-1536-1716-2199-2222,1610612766,"Raymond Felton, Stephen Jackson, Larry Hughes, Tyson Chandler, Gerald Wallace","Felton, Jackson, Hughes, Chandler, Wallace",101109-1536-1716-2199-2222,CHA,175.0,1,3.0,4.0,5.0,4.0,5.0,9.0,2.0,2.0,3.0,3.0,,,,4.0,0.6,,,,74.05714285714286,21.75,17.6,21.75,17.6,0.4,0.4,0.8,0.4961625,0.4961625,34.93333333333333,1.0,-1.0,1.0,1.0,1.0,5.0,6.0,1.0,5.0,3.0,1.0,2.0,1.0,5.0,5.0,5.0,1.0,0.3333333333333333,0.3333333333333333,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.5,1.0,,,1.0,,,,,1.0,1.0,1.0,2.0,2.0,,,,1.0,1.0,,,,,,,,1.0,,,,,,,,0.2,0.2,0.2,8.9,,,1.0,,0.5,,,,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.2,1.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2010,2009-10,True
101109-1536-1716-2222-2564,1610612766,"Raymond Felton, Stephen Jackson, Larry Hughes, Gerald Wallace, Boris Diaw","Felton, Jackson, Hughes, Wallace, Diaw",101109-1536-1716-2222-2564,CHA,250.0,2,4.0,9.0,9.0,9.0,8.0,18.0,1.0,1.0,3.0,3.0,1.0,5.0,6.0,9.0,0.42857142857142855,1.0,1.0,,103.67999999999999,14.0,13.777777777777779,12.555555555555555,13.777777777777779,0.14285714285714285,0.14285714285714285,0.7142857142857143,0.44811428571428574,0.44811428571428574,28.333333333333332,1.0,3.0,,,1.0,10.0,7.0,1.0,10.0,,,,,,10.0,10.0,,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.35714285714285715,0.35714285714285715,0.5,0.5,,,,,1.0,5.0,5.0,4.0,6.0,2.0,2.0,1.0,2.0,2.0,1.0,4.0,4.0,,,1.0,,,,,,,,1.0,1.0,1.0,,,,,0.2,,,0.2857142857142857,0.14285714285714285,0.2857142857142857,5.875,1.0,1.0,1.0,2.0,0.25,0.14285714285714285,1.0,1.0,,,2.0,2.0,1.0,,,,,,,0.25,,,,0.2857142857142857,,0.2857142857142857,1.0,1.0,1.0,3.0,2.0,1.0,1.0,4.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.125,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2010,2009-10,True
101109-1536-1737-2222-2564,1610612766,"Raymond Felton, Stephen Jackson, Nazr Mohammed, Gerald Wallace, Boris Diaw","Felton, Jackson, Mohammed, Wallace, Diaw",101109-1536-1737-2222-2564,CHA,2097.0,4,35.0,59.0,62.0,31.0,7.0,121.0,8.0,5.0,24.0,12.0,13.0,19.0,27.0,31.0,0.4528301886792453,0.5652173913043478,0.6551724137931034,0.7777777777777778,83.0901287553648,16.305084745762713,18.306451612903224,15.474576271186441,17.20967741935484,0.1509433962264151,0.2,0.8113207547169812,0.560561320754717,0.532002,24.849999999999998,0.5254237288135594,17.0,4.0,3.0,12.0,89.0,72.0,6.0,42.0,27.0,9.0,13.0,4.0,35.0,77.0,42.0,0.75,0.5,0.5,0.5,0.6981132075471698,0.68,0.7213114754098361,0.6833333333333333,0.5,0.5,1.0,0.6,0.47191011235955055,15.0,8.0,14.0,19.0,3.0,3.0,10.0,19.0,7.0,6.0,29.0,13.0,4.0,3.0,8.0,5.0,2.0,3.0,2.0,6.0,1.0,5.0,8.0,17.0,,0.13793103448275862,0.15789473684210525,0.5,0.3,0.36363636363636365,0.2,0.4,0.3584905660377358,0.11320754716981132,0.28,4.813793103448275,2.0,4.0,19.0,30.0,0.6551724137931034,0.07547169811320754,0.5,0.6666666666666666,14.0,6.0,16.0,7.0,8.0,8.0,,4.0,4.0,0.21052631578947367,0.2222222222222222,0.6153846153846154,0.7368421052631579,0.875,0.2857142857142857,0.3018867924528302,0.8571428571428571,0.28,8.0,3.0,5.0,9.0,16.0,8.0,5.0,6.0,7.0,1.0,0.4166666666666667,0.5,0.4444444444444444,1.0,1.0,0.5,0.5,0.42857142857142855,0.5,0.1206896551724138,0.20588235294117646,3.0,4.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0,12.0,2.0,5.0,3.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,6.0,5.0,1.0,6.0,3.0,1.0,1.0,0.6,0.75,0.8571428571428571,0.25,0.6666666666666666,0.25,0.5,0.5,0.5,0.625,0.6666666666666666,0.75,0.3333333333333333,0.16666666666666666,1.0,1.0,0.64575,0.1348314606741573,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2010,2009-10,True
101109-1536-200748-201571-2199,1610612766,"Raymond Felton, Stephen Jackson, Tyrus Thomas, D.J. Augustin, Tyson Chandler","Felton, Jackson, Thomas, Augustin, Chandler",101109-1536-200748-201571-2199,CHA,35.0,1,1.0,2.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,,,,2.0,1.0,,,,123.42857142857142,10.5,14.0,10.5,14.0,1.0,1.0,1.0,0.66195,0.66195,22.6,1.0,1.0,,,,2.0,1.0,,2.0,,,,,,2.0,2.0,,,,,,,0.5,0.5,,,,,1.0,2.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2010,2009-10,True
101109-1536-200748-2199-2222,1610612766,"Raymond Felton, Stephen Jackson, Tyrus Thomas, Tyson Chandler, Gerald Wallace","Felton, Jackson, Thomas, Chandler, Wallace",101109-1536-200748-2199-2222,CHA,67.0,2,1.0,2.0,2.0,1.0,2.0,4.0,,,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,,85.97014925373134,17.0,16.5,17.0,16.5,,,1.0,0.42405,0.42405,27.1,0.5,,,,,2.0,2.0,,,,,,,,2.0,,,,,,,,0.5,,,,,,,2.0,,1.0,3.0,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,1.0,,1.0,,,,,1.0,,,1.0,1.0,1.0,,,,1.0,,,,,,0.5,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2010,2009-10,True
