EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,Arc3FGM,Arc3FGA,FG2M,FG2A,FG3M,FG3A,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,Assists,AtRimAssists,AssistPoints,DefThreePtRebounds,FTDefRebounds,DefRebounds,Rebounds,Steals,LostBallSteals,ShootingFouls,Fouls,FoulsDrawn,FTA,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,DefFTReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceOffPoss,LongMidRangeFGM,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,FtPoints,SecondChanceFG2A,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,Fg2aBlocked,ThreePtAssists,Arc3Assists,Corner3Assists,LongMidRangeAssists,OffThreePtRebounds,OffTwoPtRebounds,DefTwoPtRebounds,OffRebounds,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,Turnovers,Loose Ball Fouls,Loose Ball Fouls Drawn,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingPenaltyNonTakeFouls,Assisted3sPct,PenaltyFg3Pct,FG2APctBlocked,AtRimPctBlocked,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,SecondChanceShotQualityAvg,TwoPtShootingFoulsDrawnPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyArc3FGM,PenaltyArc3FGA,SecondChanceFG2M,SecondChancePoints,PtsPutbacks,DeadBallTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,SecondChanceTurnovers,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,OffAtRimReboundPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,SecondChancePointsPct,SecondChanceCorner3FGA,SecondChanceArc3FGA,SecondChanceFG3A,ShortMidRangeAssists,BadPassOutOfBoundsTurnovers,Offensive Fouls Drawn,ShortMidRangePctBlocked,OffShortMidRangeReboundPct,ShortMidRangePctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,Blocked2s,BlockedAtRim,Blocks,PenaltyFtPoints,HeaveAttempts,SelfOReb,LostBallOutOfBoundsTurnovers,Travels,Offensive Fouls,BlockedShortMidRange,RecoveredBlocks,SelfORebPct,BlocksRecoveredPct,DefAtRimReboundPct,SecondChanceArc3FGM,SecondChanceFG3M,PenaltyTurnovers,Technical Free Throw Trips,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg3Pct,OffCorner3ReboundPct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,SecondChanceAtRimPctAssisted,SecondChanceFtPoints,LongMidRangePctBlocked,DefensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,FTOffRebounds,Blocked3s,BlockedCorner3,OffFTReboundPct,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,BlockedLongMidRange,Clear Path Fouls,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,HeaveMakes,Arc3PctBlocked,BlockedArc3,OffensiveGoaltends,team_id,year,season,team_vs
101126-101135-1716-1733-201163,1610612752,"Nate Robinson, David Lee, Larry Hughes, Al Harrington, Wilson Chandler","Robinson, Lee, Hughes, Harrington, Chandler",101126-101135-1716-1733-201163,NYK,261.0,2,4.0,4.0,7.0,8.0,4.0,3.0,15.0,4.0,4.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,5.0,6.0,1.0,1.0,13.0,9.0,4.0,4.0,8.0,2.0,8.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,13.0,8.0,4.0,0.2,0.2,1.0,1.0,0.8333333333333334,1.0,0.9285714285714286,1.0,0.9285714285714286,1.0,0.14285714285714285,1.0,1.0,1.0,1.0,1.0,82.75862068965517,14.857142857142858,19.625,14.857142857142858,19.625,0.5714285714285714,1.0,1.0,0.25,0.14285714285714285,1.0,1.0,0.14285714285714285,0.14285714285714285,1.0,1.0,0.75,1.0,0.7142857142857143,1.0,0.5957642857142857,0.592375,0.14285714285714285,1.0,0.6153846153846154,4.583333333333333,25.0,0.5714285714285714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612752,2010,2009-10,False
101126-101135-1716-1733-201568,1610612752,"Nate Robinson, David Lee, Larry Hughes, Al Harrington, Danilo Gallinari","Robinson, Lee, Hughes, Harrington, Gallinari",101126-101135-1716-1733-201568,NYK,941.0,5,16.0,-6.0,29.0,29.0,1.0,3.0,58.0,3.0,6.0,,,2.0,3.0,12.0,1.0,4.0,9.0,21.0,3.0,8.0,30.0,36.0,,,3.0,6.0,12.0,,4.0,1.0,3.0,6.0,2.0,15.0,1.0,,9.0,12.0,1.0,,6.0,8.0,7.0,3.0,,,30.0,3.0,1.0,0.3333333333333333,0.3333333333333333,0.375,0.375,0.42857142857142855,,0.46551724137931033,1.5,0.5,1.5,0.27586206896551724,,0.3333333333333333,0.6428571428571429,,0.5,88.75664187035069,16.310344827586206,16.137931034482758,15.310344827586206,14.862068965517242,0.20689655172413793,0.5,0.6,0.6666666666666666,0.10344827586206896,0.6666666666666666,0.6666666666666666,0.41379310344827586,0.13793103448275862,0.25,0.25,,,0.4827586206896552,0.25,0.4950413793103448,0.55935,0.06666666666666667,,0.1,11.361904761904762,24.4375,0.034482758620689655,3.0,4.0,2.0,4.0,1.0,1.0,3.0,3.0,1.0,1.0,9.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,8.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.047619047619047616,0.16666666666666666,1.0,0.7272727272727273,0.08333333333333333,0.4,0.17647058823529413,0.125,0.6666666666666666,0.8571428571428571,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.25,0.13793103448275862,0.5,0.5,1.0,1.0,1.0,1.0,0.4297,0.09090909090909091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612752,2010,2009-10,False
101126-101135-1716-1733-2407,1610612752,"Nate Robinson, David Lee, Larry Hughes, Al Harrington, Jared Jeffries","Robinson, Lee, Hughes, Harrington, Jeffries",101126-101135-1716-1733-2407,NYK,628.0,5,10.0,-11.0,20.0,22.0,4.0,8.0,42.0,3.0,6.0,1.0,2.0,,2.0,5.0,1.0,4.0,6.0,13.0,1.0,4.0,19.0,30.0,1.0,2.0,5.0,4.0,8.0,,4.0,1.0,2.0,3.0,1.0,7.0,4.0,,6.0,8.0,,,3.0,7.0,2.0,4.0,,,17.0,5.0,4.0,0.3333333333333333,0.4,0.25,0.25,0.46153846153846156,0.5,0.4411764705882353,0.5,0.5,0.5,0.23529411764705882,,1.0,0.8571428571428571,1.0,1.0,96.30573248407643,12.6,17.09090909090909,12.4,17.0,0.35294117647058826,0.5,0.6,0.3333333333333333,0.11764705882352941,,,0.29411764705882354,0.23529411764705882,0.25,0.25,0.4,0.5,0.5882352941176471,0.25,0.49610882352941177,0.52313,0.10526315789473684,,0.2631578947368421,7.584615384615384,25.875,0.2,2.0,3.0,,,,,4.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,,1.0,1.0,1.0,2.0,2.0,,2.0,1.0,3.0,,,,2.0,1.0,1.0,0.3333333333333333,0.07692307692307693,0.16666666666666666,0.6666666666666666,0.6666666666666666,0.14285714285714285,0.5,0.2222222222222222,,0.5,,1.0,0.6,0.6,0.3333333333333333,,,,,1.0,,,0.5676,0.13333333333333333,1.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.6,0.3333333333333333,0.10526315789473684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612752,2010,2009-10,False
101126-101135-1716-1733-2768,1610612752,"Nate Robinson, David Lee, Larry Hughes, Al Harrington, Chris Duhon","Robinson, Lee, Hughes, Harrington, Duhon",101126-101135-1716-1733-2768,NYK,707.0,2,12.0,-15.0,21.0,23.0,,,44.0,3.0,4.0,,,2.0,4.0,6.0,2.0,8.0,7.0,14.0,2.0,9.0,21.0,36.0,,,,6.0,8.0,3.0,8.0,2.0,3.0,4.0,1.0,9.0,2.0,1.0,4.0,10.0,2.0,,3.0,4.0,4.0,2.0,,,19.0,,,0.42857142857142855,0.42857142857142855,0.2222222222222222,0.2222222222222222,0.5,,0.43478260869565216,,0.4375,,0.391304347826087,1.0,1.0,0.75,,1.0,89.61810466760961,17.428571428571427,14.826086956521738,16.333333333333332,14.826086956521738,0.17391304347826086,0.75,0.75,0.3333333333333333,0.17391304347826086,0.5,1.0,0.2608695652173913,0.34782608695652173,0.25,0.25,,,0.5652173913043478,0.25,0.5062934782608696,,0.041666666666666664,,,8.964285714285714,25.177777777777777,,3.0,2.0,,1.0,,,1.0,2.0,,,3.0,2.0,1.0,1.0,,1.0,2.0,4.0,1.0,6.0,2.0,2.0,2.0,3.0,,,,1.0,,0.5,,0.14285714285714285,,0.6666666666666666,0.5,0.5714285714285714,0.2857142857142857,0.42857142857142855,0.5,0.3333333333333333,,1.0,0.3333333333333333,0.3333333333333333,0.5,0.043478260869565216,,,,0.5,,,0.4937,0.06666666666666667,,,,,1.0,2.0,,1.0,,,,0.5,0.25,0.25,,,,,,0.09523809523809523,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,0.5,0.25,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612752,2010,2009-10,False
101126-101135-1716-201163-201568,1610612752,"Nate Robinson, David Lee, Larry Hughes, Wilson Chandler, Danilo Gallinari","Robinson, Lee, Hughes, Chandler, Gallinari",101126-101135-1716-201163-201568,NYK,247.0,1,4.0,,8.0,9.0,,4.0,17.0,,2.0,,,,,1.0,2.0,4.0,1.0,3.0,2.0,5.0,9.0,9.0,,,,2.0,,,4.0,2.0,1.0,3.0,,8.0,3.0,1.0,4.0,5.0,,,,,2.0,2.0,,,9.0,,,1.0,1.0,0.4,0.4,0.3333333333333333,,0.5,,0.5,,0.625,1.0,1.0,0.6,1.0,,99.1093117408907,16.25,13.0,15.75,12.88888888888889,0.25,,,,,,,0.125,0.5,0.5,0.5,,,0.875,0.5,0.5367625,,0.1111111111111111,,,6.333333333333333,25.240000000000002,,1.0,1.0,,1.0,,,1.0,,,,6.0,1.0,2.0,2.0,,1.0,,1.0,,1.0,,1.0,,1.0,,,,1.0,,1.0,,0.3333333333333333,0.5,1.0,,0.5,,0.2,,,,,1.0,1.0,1.0,0.125,,,,1.0,,,0.5619,0.25,,,,,,,,,1.0,,,,,,0.5,,,,,,1.0,,1.0,,,1.0,,,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612752,2010,2009-10,False
101126-101135-1716-201568-201941,1610612752,"Nate Robinson, David Lee, Larry Hughes, Danilo Gallinari, Jordan Hill","Robinson, Lee, Hughes, Gallinari, Hill",101126-101135-1716-201568-201941,NYK,59.0,1,1.0,,1.0,1.0,,,2.0,1.0,1.0,,,,,,,1.0,1.0,1.0,,1.0,2.0,2.0,,,,2.0,,,1.0,,1.0,1.0,1.0,2.0,,,,1.0,,,,,1.0,,,,2.0,,,1.0,1.0,,,1.0,,0.5,,0.5,,0.5,,,,,,48.8135593220339,33.0,26.0,33.0,26.0,0.5,1.0,1.0,1.0,,,,,0.5,,,,,1.0,,0.5919,,,,,1.6,25.0,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612752,2010,2009-10,False
101126-101135-1733-1886-201163,1610612752,"Nate Robinson, David Lee, Al Harrington, Jonathan Bender, Wilson Chandler","Robinson, Lee, Harrington, Bender, Chandler",101126-101135-1733-1886-201163,NYK,632.0,4,11.0,-6.0,25.0,25.0,12.0,8.0,50.0,5.0,9.0,3.0,3.0,,,5.0,,6.0,6.0,14.0,,6.0,18.0,24.0,4.0,6.0,12.0,4.0,8.0,,5.0,,2.0,2.0,2.0,4.0,4.0,,10.0,11.0,1.0,1.0,4.0,7.0,7.0,7.0,,,16.0,12.0,12.0,0.3333333333333333,0.4,,,0.42857142857142855,0.6666666666666666,0.3,0.4,0.391304347826087,0.5,0.3,,0.8,0.9090909090909091,0.75,1.0,113.92405063291139,13.52,11.76,13.48,11.2,0.45,0.5555555555555556,0.625,0.4,,,,0.25,0.3,,,0.3,1.0,0.75,,0.49044736842105263,0.45809999999999995,0.17391304347826086,,0.6666666666666666,6.621428571428572,31.3,0.48,1.0,1.0,,,,,6.0,1.0,,4.0,,1.0,,,,,,1.0,6.0,1.0,,,,3.0,1.0,,1.0,4.0,1.0,,,0.07142857142857142,0.1111111111111111,,1.0,0.125,,0.08333333333333333,,,1.0,1.0,0.2,0.2,,,,,,,,,0.5458,0.23529411764705882,1.0,1.0,,4.0,1.0,2.0,2.0,3.0,,,,1.0,1.0,1.0,0.25,1.0,1.0,0.4,,0.1111111111111111,,,,,,1.0,,,,,,1.0,,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.09090909090909091,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612752,2010,2009-10,False
101126-101135-1733-1886-201568,1610612752,"Nate Robinson, David Lee, Al Harrington, Jonathan Bender, Danilo Gallinari","Robinson, Lee, Harrington, Bender, Gallinari",101126-101135-1733-1886-201568,NYK,325.0,2,5.0,-6.0,11.0,10.0,2.0,7.0,21.0,,3.0,,,,1.0,2.0,1.0,4.0,1.0,6.0,1.0,4.0,9.0,15.0,1.0,1.0,2.0,,2.0,,4.0,1.0,,1.0,,3.0,,,2.0,3.0,,,2.0,3.0,4.0,4.0,,,9.0,2.0,2.0,,,0.25,0.25,0.16666666666666666,1.0,0.25,0.5,0.375,0.5,0.4,,,0.5,,,93.04615384615384,15.272727272727273,15.7,14.272727272727273,15.6,0.3,,,,0.1,,,0.2,0.4,0.25,0.25,,,0.7,0.25,0.5241388888888889,0.4134,0.16666666666666666,,0.2222222222222222,8.383333333333333,27.875,0.18181818181818182,1.0,1.0,,,,,4.0,1.0,,1.0,3.0,1.0,1.0,1.0,,,1.0,,2.0,1.0,,,,,,,,2.0,1.0,1.0,,0.16666666666666666,0.3333333333333333,,0.5,,0.5,0.14285714285714285,,0.5,0.5,1.0,0.5,0.5,,,,,,1.0,,,,0.25,,,,1.0,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,1.0,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612752,2010,2009-10,False
101126-101135-1733-1886-201962,1610612752,"Nate Robinson, David Lee, Al Harrington, Jonathan Bender, Toney Douglas","Robinson, Lee, Harrington, Bender, Douglas",101126-101135-1733-1886-201962,NYK,270.0,1,4.0,-4.0,10.0,11.0,,,21.0,1.0,1.0,,,,2.0,,2.0,6.0,1.0,3.0,2.0,6.0,10.0,14.0,,,,,2.0,3.0,6.0,2.0,,1.0,,3.0,,2.0,6.0,7.0,,,3.0,3.0,2.0,2.0,,,8.0,,,,,0.3333333333333333,0.3333333333333333,0.3333333333333333,,0.4444444444444444,,0.5,,0.6666666666666666,1.0,,0.8,,,112.0,15.2,10.727272727272727,15.2,10.727272727272727,0.1111111111111111,1.0,1.0,,0.2222222222222222,,,,0.6666666666666666,0.3333333333333333,0.3333333333333333,,,0.7777777777777778,0.3333333333333333,0.5128111111111111,,0.1,,,5.766666666666667,25.333333333333332,,1.0,,,,,,2.0,1.0,,,3.0,,1.0,1.0,,,,1.0,4.0,1.0,,1.0,1.0,1.0,,,,1.0,,0.5,,,,1.0,0.8,0.5,,0.16666666666666666,,,1.0,1.0,,,,,,,,0.5,,,0.572,0.25,1.0,1.0,,,1.0,2.0,2.0,,,,,1.0,1.0,1.0,,1.0,1.0,,,0.2,,,,,,,,0.5,,,,1.0,1.0,1.0,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612752,2010,2009-10,False
101126-101135-1733-201163-201568,1610612752,"Nate Robinson, David Lee, Al Harrington, Wilson Chandler, Danilo Gallinari","Robinson, Lee, Harrington, Chandler, Gallinari",101126-101135-1733-201163-201568,NYK,2612.0,9,44.0,23.0,92.0,89.0,34.0,12.0,181.0,21.0,38.0,10.0,17.0,2.0,9.0,12.0,10.0,22.0,28.0,59.0,11.0,24.0,110.0,87.0,12.0,25.0,33.0,22.0,34.0,,22.0,10.0,11.0,22.0,7.0,55.0,10.0,3.0,29.0,41.0,9.0,2.0,7.0,16.0,22.0,25.0,,,91.0,33.0,34.0,0.39285714285714285,0.5238095238095238,0.4583333333333333,0.4583333333333333,0.4745762711864407,0.48,0.536144578313253,0.421875,0.5860215053763441,0.4714285714285714,0.2891566265060241,1.0,0.8333333333333334,0.6666666666666666,0.8333333333333334,,99.78560490045942,13.16304347826087,15.741573033707866,12.706521739130435,15.235955056179776,0.4578313253012048,0.5526315789473685,0.6176470588235294,0.3333333333333333,0.10843373493975904,0.2222222222222222,0.2222222222222222,0.14457831325301204,0.26506024096385544,0.45454545454545453,0.45454545454545453,0.53125,0.5882352941176471,0.7469879518072289,0.45454545454545453,0.5280590361445783,0.51815,0.14130434782608695,,0.3,5.2898305084745765,24.962500000000002,0.3695652173913043,12.0,5.0,1.0,2.0,,,21.0,12.0,1.0,7.0,33.0,4.0,11.0,10.0,1.0,4.0,3.0,9.0,16.0,12.0,7.0,4.0,3.0,11.0,2.0,,4.0,13.0,2.0,1.0,0.14285714285714285,0.06779661016949153,0.10526315789473684,0.36363636363636365,0.5925925925925926,0.2903225806451613,0.23076923076923078,0.2727272727272727,0.2857142857142857,0.16666666666666666,0.75,0.8333333333333334,0.4166666666666667,0.4166666666666667,0.8,0.024096385542168676,0.5,0.5,1.0,1.0,,,0.565295,0.19117647058823528,8.0,11.0,1.0,7.0,8.0,19.0,14.0,7.0,1.0,,,0.6666666666666666,0.7307692307692307,0.7307692307692307,0.23529411764705882,0.8461538461538461,0.7272727272727273,0.21875,0.14285714285714285,0.17272727272727273,,1.0,1.0,,3.0,4.0,,0.42857142857142855,,,0.07692307692307693,5.0,3.0,5.0,6.0,,1.0,1.0,,2.0,2.0,3.0,0.025,0.6,0.38461538461538464,1.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,1610612752,2010,2009-10,False
