EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGA,LongMidRangeFGA,Corner3FGA,Arc3FGA,PenaltyArc3FGA,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFtPoints,SecondChancePoints,PenaltyFG3A,NonHeaveArc3FGA,OffThreePtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Turnovers,Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,PenaltyOffPossExcludingTakeFouls,TsPct,SecondChanceTsPct,FG3APct,DefTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffArc3ReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,LongMidRangeFrequency,Corner3Frequency,Arc3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,FTDefRebounds,ShootingFouls,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,FirstChancePoints,DefFTReboundPct,DefAtRimReboundPct,BlocksRecoveredPct,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,PenaltyCorner3FGA,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,FG2M,FG3M,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFtPoints,PenaltyPoints,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGM,ThreePtAssists,Assists,Arc3Assists,AssistPoints,OffTwoPtRebounds,Steals,BadPassSteals,PenaltyTurnovers,Offensive Fouls,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,PenaltyTsPct,OffTwoPtReboundPct,OffAtRimReboundPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyCorner3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,PenaltyPointsPct,AtRimFGM,PenaltyAtRimFGM,Fg2aBlocked,2pt And 1 Free Throw Trips,NonShootingPenaltyNonTakeFouls,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,AtRimAccuracy,UnblockedAtRimAccuracy,PenaltyAtRimAccuracy,SecondChanceAtRimFGM,SecondChanceAtRimFGA,LongMidRangeFGM,SecondChanceFG2M,SecondChanceFG2A,PtsAssisted2s,TwoPtAssists,AtRimAssists,LongMidRangeAssists,LiveBallTurnovers,BadPassTurnovers,Offensive Fouls Drawn,BlockedLongMidRange,BlockedShortMidRange,Assisted2sPct,NonPutbacksAssisted2sPct,SecondChanceFg2Pct,LiveBallTurnoverPct,OffShortMidRangeReboundPct,OffCorner3ReboundPct,AtRimPctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,Loose Ball Fouls Drawn,Travels,LostBallTurnovers,DefCorner3ReboundPct,3SecondViolations,LostBallOutOfBoundsTurnovers,LostBallSteals,PtsPutbacks,DefShortMidRangeReboundPct,ShortMidRangeAssists,ShortMidRangePctAssisted,Corner3FGM,Corner3Assists,StepOutOfBoundsTurnovers,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3FGA,OffLongMidRangeReboundPct,SecondChanceCorner3Frequency,FTOffRebounds,Loose Ball Fouls,Technical Free Throw Trips,OffFTReboundPct,PenaltyCorner3FGM,PenaltyCorner3Accuracy,PtsUnassisted3s,SecondChanceCorner3FGM,HeaveAttempts,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceTurnovers,SecondChanceAtRimPctAssisted,Defensive 3 Seconds Violations,LongMidRangePctBlocked,DefensiveGoaltends,Clear Path Fouls,Blocked3s,BlockedCorner3,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,OffensiveGoaltends,Corner3PctBlocked,HeaveMakes,BlockedArc3,3pt And 1 Free Throw Trips,team_id,year,season,team_vs
101183-200821-201596-2048-2592,1610612748,"Shavlik Randolph, Yakhouba Diawara, Mario Chalmers, Jamaal Magloire, James Jones","Randolph, Diawara, Chalmers, Magloire, Jones",101183-200821-201596-2048-2592,MIA,300.0,1,5.0,-8.0,8.0,8.0,1.0,2.0,1.0,16.0,1.0,1.0,1.0,3.0,1.0,2.0,4.0,2.0,2.0,10.0,2.0,2.0,1.0,3.0,1.0,2.0,1.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,2.0,1.0,0.125,1.0,0.6666666666666666,1.0,1.0,0.25,1.0,0.16666666666666666,0.3333333333333333,1.0,1.0,0.16666666666666666,76.8,19.0,18.5,18.5,18.5,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.5,1.0,0.8333333333333334,0.48251666666666665,0.43605,0.25,0.5,1.0,7.75,24.625,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2010,2009-10,True
101183-201161-201202-201596-2306,1610612748,"Shavlik Randolph, Daequan Cook, Joel Anthony, Mario Chalmers, Carlos Arroyo","Randolph, Cook, Anthony, Chalmers, Arroyo",101183-201161-201202-201596-2306,MIA,77.0,1,1.0,,2.0,2.0,,,,4.0,,1.0,,,,1.0,,2.0,2.0,2.0,,,,,,,1.0,2.0,,2.0,,,,,1.0,1.0,2.0,1.0,,0.5,,,0.3333333333333333,,,0.3333333333333333,,,,,,74.8051948051948,15.5,23.0,15.5,20.0,,1.0,,,,,0.4086,,0.5,0.5,,20.4,,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2010,2009-10,True
101183-201161-201202-201596-2548,1610612748,"Shavlik Randolph, Daequan Cook, Joel Anthony, Mario Chalmers, Dwyane Wade","Randolph, Cook, Anthony, Chalmers, Wade",101183-201161-201202-201596-2548,MIA,195.0,1,3.0,,6.0,6.0,6.0,6.0,1.0,12.0,1.0,,1.0,1.0,1.0,2.0,2.0,1.0,6.0,6.0,,3.0,2.0,1.0,,,3.0,3.0,1.0,4.0,1.0,,1.0,1.0,2.0,1.0,2.0,,6.0,0.6,1.5,0.5,1.0,,,1.0,0.5,,1.0,,0.5,88.61538461538461,12.333333333333334,20.166666666666668,11.666666666666666,20.166666666666668,0.25,,0.25,0.25,0.25,0.75,0.5189375,0.5189375,,,0.5,6.15,24.6,1.0,,,,,,,3.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,6.0,2.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,0.5,1.0,0.5,0.5,0.5,0.5,0.625,1.5,0.625,0.6,1.0,1.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.25,1.0,1.0,0.6096,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2010,2009-10,True
101183-201161-201202-2306-2548,1610612748,"Shavlik Randolph, Daequan Cook, Joel Anthony, Carlos Arroyo, Dwyane Wade","Randolph, Cook, Anthony, Arroyo, Wade",101183-201161-201202-2306-2548,MIA,243.0,2,4.0,-4.0,10.0,10.0,10.0,9.0,,20.0,2.0,3.0,,1.0,1.0,6.0,1.0,6.0,8.0,12.0,,,1.0,1.0,,2.0,,3.0,,3.0,,,,,3.0,4.0,7.0,2.0,10.0,0.4,,0.14285714285714285,,0.6666666666666666,,0.6666666666666666,,,,0.6666666666666666,,118.51851851851852,11.9,12.4,11.9,10.3,0.2857142857142857,0.42857142857142855,,0.14285714285714285,0.14285714285714285,0.42857142857142855,0.41230714285714287,0.41230714285714287,0.25,0.2857142857142857,,10.566666666666666,27.5,1.0,1.0,1.0,,,,,8.0,1.0,,,2.0,,1.0,,,,,,1.0,,,,1.0,6.0,,6.0,8.0,2.0,,,,,,,,,,,,2.0,8.0,2.0,,,,,,0.16666666666666666,0.16666666666666666,0.14285714285714285,,0.14285714285714285,0.4,,,0.14285714285714285,,,,,,,,,0.2857142857142857,,,,,1.0,1.0,1.0,2.0,1.0,1.0,0.3333333333333333,0.5,1.0,0.5,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2010,2009-10,True
101183-201161-201202-2306-2592,1610612748,"Shavlik Randolph, Daequan Cook, Joel Anthony, Carlos Arroyo, James Jones","Randolph, Cook, Anthony, Arroyo, Jones",101183-201161-201202-2306-2592,MIA,471.0,1,8.0,1.0,14.0,13.0,2.0,2.0,5.0,27.0,10.0,5.0,1.0,1.0,,16.0,2.0,2.0,17.0,16.0,,4.0,,1.0,1.0,,2.0,2.0,7.0,9.0,,,1.0,2.0,4.0,3.0,2.0,1.0,2.0,0.4473684210526316,0.25,0.1111111111111111,0.3333333333333333,,1.0,0.3333333333333333,0.6363636363636364,,0.6666666666666666,,,82.54777070063695,17.714285714285715,17.153846153846153,14.357142857142858,15.76923076923077,0.5555555555555556,0.2777777777777778,0.05555555555555555,0.05555555555555555,,0.6666666666666666,0.49998611111111113,0.4554,0.05263157894736842,0.058823529411764705,0.23529411764705882,7.0125,24.15,0.14285714285714285,,2.0,3.0,1.0,3.0,1.0,13.0,,,0.3333333333333333,2.0,,1.0,,1.0,,,,6.0,1.0,,,1.0,3.0,,,2.0,4.0,3.0,1.0,1.0,5.0,1.0,11.0,6.0,,,,1.0,,2.0,,1.0,0.5,,,0.5,0.375,0.3333333333333333,0.4166666666666667,0.25,0.3333333333333333,0.3333333333333333,0.6,0.7142857142857143,0.05555555555555555,,,1.0,1.0,1.0,,,,0.6666666666666666,,,1.0,0.4848142857142857,0.11764705882352941,3.0,,3.0,,,0.1875,0.3,,0.3,0.42857142857142855,,1.0,6.0,3.0,2.0,8.0,8.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.25,0.5,1.0,1.0,0.6666666666666666,0.6,0.6,0.6666666666666666,0.75,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2010,2009-10,True
101183-201161-201596-2548-979,1610612748,"Shavlik Randolph, Daequan Cook, Mario Chalmers, Dwyane Wade, Jermaine O'Neal","Randolph, Cook, Chalmers, Wade, O'Neal",101183-201161-201596-2548-979,MIA,62.0,1,1.0,1.0,1.0,2.0,1.0,,,3.0,,,1.0,,,,1.0,1.0,1.0,,,,1.0,,,1.0,1.0,2.0,,2.0,,,,,,1.0,2.0,,1.0,0.25,,1.0,1.0,1.0,,1.0,,,1.0,1.0,,69.6774193548387,33.0,14.5,33.0,14.5,,,1.0,,,1.0,0.5811,0.5811,,,,,23.2,1.0,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,0.25,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2010,2009-10,True
101183-201161-2306-2548-979,1610612748,"Shavlik Randolph, Daequan Cook, Carlos Arroyo, Dwyane Wade, Jermaine O'Neal","Randolph, Cook, Arroyo, Wade, O'Neal",101183-201161-2306-2548-979,MIA,54.0,1,1.0,4.0,3.0,2.0,1.0,,,5.0,,,,,,,,4.0,4.0,,,,,,,,1.0,1.0,,1.0,,,,,1.0,3.0,6.0,2.0,1.0,0.6666666666666666,,,1.0,,,1.0,,,1.0,,,133.33333333333334,5.666666666666667,18.5,5.666666666666667,18.5,,,,,,,,,1.0,1.0,,,,0.3333333333333333,,,,,,,4.0,,,,,,,,,,,,,,,,,,,2.0,2.0,,,,,,,,,1.0,1.0,,,1.0,2.0,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2010,2009-10,True
101183-201202-201596-2306-2548,1610612748,"Shavlik Randolph, Joel Anthony, Mario Chalmers, Carlos Arroyo, Dwyane Wade","Randolph, Anthony, Chalmers, Arroyo, Wade",101183-201202-201596-2306-2548,MIA,54.0,1,1.0,-2.0,1.0,1.0,,,,2.0,,,,,,,,,,2.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,53.33333333333333,19.0,35.0,19.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2010,2009-10,True
101183-201202-201596-2306-2748,1610612748,"Shavlik Randolph, Joel Anthony, Mario Chalmers, Carlos Arroyo, Dorell Wright","Randolph, Anthony, Chalmers, Arroyo, Wright",101183-201202-201596-2306-2748,MIA,232.0,1,4.0,-2.0,5.0,6.0,1.0,,,11.0,,,,,,,,2.0,2.0,4.0,,,,,,3.0,1.0,4.0,,4.0,,,2.0,4.0,1.0,2.0,2.0,1.0,1.0,1.0,,,0.25,1.0,,0.5714285714285714,,,0.5,1.0,,68.27586206896552,18.0,23.666666666666668,18.0,17.833333333333332,,,,,,,,,1.0,1.0,,,,0.2,,,,,,,2.0,,,,,,,,,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,1.0,,2.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,,,,,0.5,,,,,,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2010,2009-10,True
101183-201202-201596-2548-2592,1610612748,"Shavlik Randolph, Joel Anthony, Mario Chalmers, Dwyane Wade, James Jones","Randolph, Anthony, Chalmers, Wade, Jones",101183-201202-201596-2548-2592,MIA,71.0,1,1.0,-5.0,4.0,4.0,4.0,4.0,,8.0,,1.0,,,,1.0,,2.0,2.0,7.0,,,,,,,,,,,,,1.0,1.0,1.0,1.0,2.0,,4.0,0.5,,,,,,,,,,,,162.25352112676057,10.0,7.75,10.0,7.75,,1.0,,,,,0.407,0.407,,,,20.1,,1.0,,,,,,,2.0,,,,,,,,,,,,,,,,,1.0,,2.0,2.0,,,,,,,,,,,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2010,2009-10,True
