EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGA,FG2M,FG2A,FG3A,FtPoints,Points,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsUnassisted2s,OffTwoPtRebounds,OffRebounds,Rebounds,Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,OffTwoPtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,Corner3Frequency,SecondChanceCorner3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,SecondChanceCorner3FGM,PenaltyCorner3FGM,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGA,FG3M,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,PenaltyFG3M,PtsAssisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,ShootingFouls,Loose Ball Fouls,Offensive Fouls,Loose Ball Fouls Drawn,Offensive Fouls Drawn,ThreePtShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,3SecondViolations,Defensive 3 Seconds Violations,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimPctAssisted,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Accuracy,PenaltyArc3Frequency,NonHeaveArc3Accuracy,ThreePtShootingFoulsDrawnPct,PenaltyTurnovers,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyArc3FGM,PenaltyArc3Accuracy,StepOutOfBoundsTurnovers,OffCorner3ReboundPct,SecondChanceAtRimPctAssisted,Fg3aBlocked,BlockedLongMidRange,DefensiveGoaltends,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,BlockedCorner3,3pt And 1 Free Throw Trips,team_id,year,season,team_vs
101112-200811-201162-201609-2202,1610612756,"Channing Frye, Lou Amundson, Jared Dudley, Goran Dragic, Jason Richardson","Frye, Amundson, Dudley, Dragic, Richardson",101112-200811-201162-201609-2202,PHX,77.0,5,1.0,6.0,4.0,1.0,4.0,1.0,1.0,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,6.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,5.0,2.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,2.0,5.0,5.0,4.0,0.5,0.5,0.3333333333333333,0.3333333333333333,0.625,0.625,0.3333333333333333,1.0,0.5,1.0,93.5064935064935,18.0,5.0,12.75,5.0,0.3333333333333333,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,1.0,0.3333333333333333,0.6666666666666666,0.45986666666666665,0.4821,0.45986666666666665,0.5,0.6666666666666666,0.16666666666666666,0.8333333333333334,4.75,23.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612756,2010,2009-10,True
101112-200811-201162-201609-2571,1610612756,"Channing Frye, Lou Amundson, Jared Dudley, Goran Dragic, Leandro Barbosa","Frye, Amundson, Dudley, Dragic, Barbosa",101112-200811-201162-201609-2571,PHX,5797.0,16,97.0,-21.0,171.0,166.0,11.0,12.0,22.0,337,26.0,40.0,5.0,5.0,36.0,10.0,2.0,1.0,53.0,117.0,39.0,23.0,177.0,7.0,4.0,28.0,6.0,10.0,3.0,,15.0,50.0,21.0,27.0,92.0,46.0,49.0,35.0,2.0,,17.0,149.0,15.0,11.0,0.452991452991453,0.6,0.4935897435897436,0.5769230769230769,0.5145348837209303,0.5769230769230769,0.25,0.328125,0.3058823529411765,0.36,83.71226496463689,18.36842105263158,16.0,17.57894736842105,14.650602409638553,0.2564102564102564,0.65,0.6842105263157895,0.23076923076923078,0.0641025641025641,0.09090909090909091,0.38461538461538464,1.0,0.07692307692307693,0.5064102564102564,0.47850580645161295,0.554563888888889,0.46126666666666666,0.10465116279069768,0.12878787878787878,0.15819209039548024,0.0847457627118644,9.47008547008547,25.705128205128204,0.06432748538011696,7.0,12.0,11.0,16.0,41.0,3.0,1.0,1.0,13.0,29.0,1.0,5.0,2.0,16.0,198.0,9.0,15.0,2.0,1.0,56.0,39.0,9.0,16.0,1.0,28.0,13.0,8.0,28.0,13.0,41.0,11.0,2.0,14.0,4.0,10.0,95.0,5.0,1.0,26.0,34.0,5.0,65.0,2.0,9.0,5.0,4.0,13.0,3.0,9.0,15.0,3.0,4.0,1.0,28.0,1.0,18.0,2.0,4.0,4.0,6.0,1.0,10.0,2.0,2.0,9.0,1.0,12.0,6.0,1.0,1.0,2.0,0.5283018867924528,0.6222222222222222,0.8125,0.41025641025641024,0.2857142857142857,0.3333333333333333,0.42105263157894735,0.6,0.5454545454545454,0.56,0.06837606837606838,0.05,0.1388888888888889,0.024390243902439025,0.4642857142857143,0.8333333333333334,0.16666666666666666,0.6938775510204082,0.6190476190476191,0.23809523809523808,0.6593406593406593,0.42857142857142855,0.24,0.35714285714285715,0.6363636363636364,0.7692307692307693,0.7142857142857143,0.6111111111111112,0.6666666666666666,0.025974025974025976,0.5,0.5384615384615384,0.3055555555555556,0.3548387096774194,0.36363636363636365,0.26282051282051283,0.3902439024390244,0.4,0.625,0.3,0.3,0.6666666666666666,0.1858974358974359,0.4482758620689655,0.4482758620689655,0.8461538461538461,0.5454545454545454,0.5833333333333334,0.5,1.0,0.22727272727272727,0.2,1.0,1.0,0.15384615384615385,0.4642857142857143,0.025,,,,,,,,,,,,,,,,,1610612756,2010,2009-10,True
101112-200811-201162-2202-959,1610612756,"Channing Frye, Lou Amundson, Jared Dudley, Jason Richardson, Steve Nash","Frye, Amundson, Dudley, Richardson, Nash",101112-200811-201162-2202-959,PHX,367.0,6,6.0,-3.0,12.0,13.0,7.0,6.0,1.0,25,2.0,2.0,2.0,2.0,4.0,,,,5.0,9.0,,,10.0,,,2.0,2.0,5.0,,,4.0,4.0,1.0,1.0,5.0,4.0,1.0,,,,,8.0,4.0,7.0,0.5555555555555556,0.4,0.5555555555555556,0.4,0.5555555555555556,0.4,,0.25,0.25,0.3333333333333333,98.09264305177112,13.916666666666666,15.384615384615385,13.666666666666666,14.384615384615385,0.2222222222222222,1.0,1.0,0.4444444444444444,,,0.4,1.0,,0.2222222222222222,0.4237777777777778,0.3765,0.43562,,,0.2,0.4,10.088888888888889,,0.5833333333333334,,,1.0,2.0,3.0,,,,,,,,,,13.0,1.0,1.0,,,6.0,,,,,,,1.0,3.0,,3.0,,,1.0,,2.0,6.0,,,1.0,2.0,1.0,4.0,,2.0,1.0,1.0,1.0,,,2.0,,1.0,2.0,3.0,,2.0,1.0,,,,,1.0,,,,1.0,1.0,,,,,0.6,0.6,,,,,,1.0,1.0,1.0,0.1111111111111111,,0.25,,0.3333333333333333,1.0,,0.4,0.5,,0.42857142857142855,,,,1.0,,,0.5,,,,0.5,0.25,0.3333333333333333,,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1610612756,2010,2009-10,True
101112-200811-201162-2571-959,1610612756,"Channing Frye, Lou Amundson, Jared Dudley, Leandro Barbosa, Steve Nash","Frye, Amundson, Dudley, Barbosa, Nash",101112-200811-201162-2571-959,PHX,458.0,7,8.0,-3.0,17.0,17.0,10.0,12.0,2.0,34,3.0,6.0,3.0,4.0,3.0,1.0,,1.0,6.0,13.0,6.0,3.0,15.0,,2.0,2.0,4.0,5.0,5.0,,8.0,10.0,2.0,2.0,11.0,3.0,2.0,3.0,,1.0,1.0,13.0,8.0,10.0,0.46153846153846156,0.8,0.3157894736842105,0.4,0.35,0.4,0.3157894736842105,0.2857142857142857,0.2222222222222222,1.0,106.89956331877728,14.294117647058824,12.647058823529411,13.470588235294118,12.352941176470589,0.3157894736842105,0.5,0.6,0.15789473684210525,0.05263157894736842,,0.4,0.75,0.1,0.631578947368421,0.513503125,0.5801,0.54778125,0.05,0.07142857142857142,0.13333333333333333,0.5333333333333333,8.330769230769231,34.18333333333333,0.5882352941176471,,1.0,2.0,1.0,4.0,,,,,5.0,,,4.0,,18.0,,1.0,,,2.0,,,,1.0,4.0,,1.0,1.0,,1.0,,,1.0,,,2.0,,,5.0,4.0,,9.0,,1.0,,1.0,,,,1.0,1.0,,,1.0,,3.0,,,,,,3.0,,,3.0,,3.0,,,,,0.16666666666666666,0.16666666666666666,,,,,,,,0.5,0.07692307692307693,0.16666666666666666,,,,,,0.5714285714285714,0.8333333333333334,,0.6923076923076923,0.3333333333333333,,,0.25,1.0,1.0,0.8,1.0,,,0.3333333333333333,0.6666666666666666,0.6666666666666666,,0.21052631578947367,0.25,0.25,,,,,0.2631578947368421,,,,1.0,,,,,,,,0.4,,,1.0,,,,,,,,,,,,,,,,1610612756,2010,2009-10,True
101112-200811-201609-2202-255,1610612756,"Channing Frye, Lou Amundson, Goran Dragic, Jason Richardson, Grant Hill","Frye, Amundson, Dragic, Richardson, Hill",101112-200811-201609-2202-255,PHX,25.0,1,,,,1.0,,1.0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,57.599999999999994,,15.0,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612756,2010,2009-10,True
101112-200811-201609-2202-2571,1610612756,"Channing Frye, Lou Amundson, Goran Dragic, Jason Richardson, Leandro Barbosa","Frye, Amundson, Dragic, Richardson, Barbosa",101112-200811-201609-2202-2571,PHX,114.0,2,2.0,1.0,4.0,4.0,1.0,1.0,,8,1.0,1.0,,,1.0,,,,1.0,2.0,2.0,1.0,6.0,,,,,1.0,,,,2.0,,1.0,2.0,1.0,2.0,1.0,1.0,,1.0,6.0,,1.0,0.5,,0.625,,0.75,,0.5,,0.5,,101.05263157894737,16.25,12.25,16.25,12.25,0.25,1.0,1.0,0.25,,,,,,0.75,0.489575,,0.3192,0.25,0.5,,,4.75,26.8,0.25,,,,,,,,,1.0,2.0,,,,1.0,5.0,,,,,,3.0,,,,2.0,1.0,,,1.0,1.0,1.0,,,,,3.0,1.0,,1.0,,,1.0,,,,,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,1.0,,,1.0,0.5,,,0.5,,,,,,,,,,,,1.0,1.0,0.5,,,1.0,,,,1.0,,,,,,,,,,,,,,,0.5,0.5,0.5,1.0,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,1610612756,2010,2009-10,True
101112-200811-201609-255-2571,1610612756,"Channing Frye, Lou Amundson, Goran Dragic, Grant Hill, Leandro Barbosa","Frye, Amundson, Dragic, Hill, Barbosa",101112-200811-201609-255-2571,PHX,50.0,2,1.0,,2.0,1.0,,1.0,,3,,,,,,1.0,,,,,1.0,1.0,1.0,,,,,,,,,,,,1.0,1.0,2.0,2.0,,,1.0,1.0,,,,,,,0.25,,1.0,,,,86.39999999999999,18.5,13.0,18.5,13.0,,,,,1.0,,,,,1.0,0.56175,,,0.5,1.0,,,,23.4,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612756,2010,2009-10,True
101112-200811-2202-255-959,1610612756,"Channing Frye, Lou Amundson, Jason Richardson, Grant Hill, Steve Nash","Frye, Amundson, Richardson, Hill, Nash",101112-200811-2202-255-959,PHX,105.0,2,2.0,2.0,4.0,4.0,2.0,4.0,,8,,,,,2.0,,,,1.0,2.0,,4.0,6.0,,,,,1.0,,2.0,2.0,2.0,,,2.0,1.0,2.0,4.0,,,1.0,6.0,2.0,2.0,0.5,,0.5,,0.75,0.5,,,,,109.71428571428571,12.75,13.5,12.75,12.25,,,,1.0,,,,,,,0.34605,,0.304,0.3333333333333333,0.3333333333333333,,0.3333333333333333,10.75,,0.5,,,1.0,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,2.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,0.3333333333333333,,0.3333333333333333,,,,,,,0.3333333333333333,,,,,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,1610612756,2010,2009-10,True
101112-201162-201609-2202-2405,1610612756,"Channing Frye, Jared Dudley, Goran Dragic, Jason Richardson, Amar'e Stoudemire","Frye, Dudley, Dragic, Richardson, Stoudemire",101112-201162-201609-2202-2405,PHX,633.0,7,11.0,4.0,22.0,20.0,11.0,18.0,5.0,42,2.0,7.0,1.0,1.0,4.0,3.0,,2.0,7.0,14.0,7.0,6.0,29.0,1.0,3.0,8.0,3.0,4.0,6.0,3.0,15.0,8.0,5.0,6.0,13.0,5.0,4.0,8.0,,,3.0,21.0,15.0,11.0,0.5,0.75,0.5476190476190477,0.6,0.58,0.625,0.3333333333333333,0.7142857142857143,0.6666666666666666,1.0,95.54502369668246,15.227272727272727,14.9,13.681818181818182,14.0,0.3333333333333333,0.2857142857142857,0.3333333333333333,0.19047619047619047,0.14285714285714285,,0.1,1.0,0.2,0.6666666666666666,0.480752380952381,0.5663333333333334,0.45554500000000003,0.125,0.17647058823529413,0.27586206896551724,0.5172413793103449,5.735714285714286,24.271428571428572,0.5,,2.0,3.0,2.0,3.0,2.0,,1.0,1.0,4.0,1.0,1.0,4.0,3.0,25.0,1.0,3.0,1.0,2.0,6.0,9.0,,,,4.0,1.0,1.0,3.0,3.0,6.0,1.0,2.0,2.0,,1.0,15.0,1.0,,1.0,4.0,2.0,7.0,1.0,1.0,1.0,,1.0,1.0,,1.0,,1.0,,2.0,,1.0,1.0,,,,,,,,,,,,,,2.0,0.42857142857142855,0.42857142857142855,1.0,0.42857142857142855,1.0,0.3333333333333333,0.42857142857142855,0.3333333333333333,0.625,0.6666666666666666,0.07142857142857142,0.14285714285714285,,,0.5,0.6666666666666666,,0.5714285714285714,1.0,0.5,0.625,0.6,1.0,0.5,,0.75,0.5,1.0,,0.125,,1.0,0.75,0.75,,0.14285714285714285,0.6666666666666666,0.6666666666666666,0.5,0.6666666666666666,0.6666666666666666,1.0,0.19047619047619047,0.25,0.25,1.0,0.5,,,,0.25,1.0,1.0,0.5,0.4,0.25,,1.0,1.0,1.0,1.0,0.25,,,,,,,,,,,,1610612756,2010,2009-10,True
101112-201162-201609-2260-2571,1610612756,"Channing Frye, Jared Dudley, Goran Dragic, Jarron Collins, Leandro Barbosa","Frye, Dudley, Dragic, Collins, Barbosa",101112-201162-201609-2260-2571,PHX,142.0,1,2.0,1.0,4.0,5.0,4.0,5.0,,9,,,,,1.0,,,,1.0,2.0,1.0,2.0,7.0,,,,1.0,2.0,1.0,2.0,7.0,,,,1.0,1.0,1.0,2.0,,,,7.0,7.0,4.0,0.5,0.5,0.8333333333333334,0.8333333333333334,0.875,0.875,0.3333333333333333,,,,91.26760563380282,11.75,19.0,11.75,19.0,,,,0.3333333333333333,,,,,,0.3333333333333333,0.4088333333333333,,0.4088333333333333,,,,1.0,13.85,24.1,1.0,,,,1.0,1.0,,,,1.0,1.0,,,1.0,1.0,6.0,,,,1.0,2.0,3.0,,,,1.0,1.0,,1.0,1.0,2.0,1.0,,,,1.0,5.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,,,,,,,,,,1.0,,1.0,,,,,,,1.0,,,,,,,,0.3333333333333333,1.0,1.0,1.0,,,,0.3333333333333333,1.0,1.0,1.0,,,,,,,,,0.3333333333333333,1.0,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,1610612756,2010,2009-10,True
