EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,LongMidRangeFGM,LongMidRangeFGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,Points,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,NonHeaveArc3FGA,TwoPtAssists,Assists,LongMidRangeAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,DeadBallTurnovers,StepOutOfBoundsTurnovers,Turnovers,PenaltyTurnovers,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceOffPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGA,FtPoints,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFtPoints,AtRimAssists,OffTwoPtRebounds,FTDefRebounds,OffRebounds,Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFouls,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,DefFTReboundPct,OffTwoPtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,PtsUnassisted2s,Loose Ball Fouls,DefCorner3ReboundPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,SecondChanceArc3FGA,SecondChanceFG3A,Fg2aBlocked,Fg3aBlocked,LiveBallTurnovers,BadPassTurnovers,ShootingFouls,Loose Ball Fouls Drawn,NonShootingPenaltyNonTakeFoulsDrawn,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,Arc3PctBlocked,LiveBallTurnoverPct,OffAtRimReboundPct,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,ShortMidRangeFGM,Blocked2s,BlockedAtRim,Blocks,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGA,Arc3FGM,SecondChanceArc3FGM,PenaltyArc3FGM,FG3M,SecondChanceFG3M,PenaltyFG3M,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,Corner3Assists,ShortMidRangeAssists,OffThreePtRebounds,FTOffRebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,SecondChanceTurnovers,Offensive Fouls Drawn,BlockedLongMidRange,BlockedShortMidRange,RecoveredBlocks,OffensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,ShortMidRangePctBlocked,LongMidRangePctBlocked,Corner3PctBlocked,OffFTReboundPct,OffThreePtReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,SelfORebPct,BlocksRecoveredPct,ShortMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,Offensive Fouls,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,PtsUnassisted3s,PenaltyCorner3FGM,PenaltyCorner3Accuracy,HeaveAttempts,team_id,year,season,team_vs
1563-200757-201953-201957-2041,1610612760,"Kevin Ollie, Thabo Sefolosha, Eric Maynor, Byron Mullens, Etan Thomas","Ollie, Sefolosha, Maynor, Mullens, Thomas",1563-200757-201953-201957-2041,OKC,135.0,1,2.0,4.0,4.0,5.0,4.0,5.0,9,2.0,2.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,4.0,4.0,1.0,2.0,2.0,2.0,4.0,1.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,96.0,12.5,17.0,12.5,17.0,0.6666666666666666,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.37893333333333334,0.37893333333333334,1.0,17.85,24.2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2010,2009-10,True
1563-201586-201935-201953-2041,1610612760,"Kevin Ollie, Serge Ibaka, James Harden, Eric Maynor, Etan Thomas","Ollie, Ibaka, Harden, Maynor, Thomas",1563-201586-201935-201953-2041,OKC,73.0,1,1.0,3.0,2.0,2.0,1.0,2.0,4,1.0,1.0,,,2.0,3.0,,6.0,1.0,2.0,,3.0,4.0,,2.0,2.0,1.0,4.0,,,1.0,2.0,,,,,3.0,3.0,1.0,1.0,1.0,0.6666666666666666,0.5,0.6666666666666666,0.5,0.75,0.5,,,,,,,,78.9041095890411,19.5,17.0,18.5,17.0,0.3333333333333333,1.0,1.0,1.0,,,0.3333333333333333,0.4363666666666666,0.3772,0.5,10.366666666666667,,0.5,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,0.75,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,0.4005,0.3333333333333333,0.3333333333333333,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2010,2009-10,True
1563-201935-201953-201957-2041,1610612760,"Kevin Ollie, James Harden, Eric Maynor, Byron Mullens, Etan Thomas","Ollie, Harden, Maynor, Mullens, Thomas",1563-201935-201953-201957-2041,OKC,119.0,1,2.0,,4.0,4.0,4.0,4.0,8,,,2.0,2.0,1.0,3.0,2.0,3.0,1.0,3.0,2.0,3.0,,2.0,,,,,1.0,1.0,3.0,5.0,,,,,1.0,3.0,4.0,,,0.3333333333333333,0.3333333333333333,0.2,0.2,0.25,0.25,0.4,1.0,1.0,1.0,,1.0,,96.80672268907563,17.5,12.25,14.25,12.25,,,,,0.4,0.4,0.6,0.46496000000000004,0.46496000000000004,1.0,8.700000000000001,24.7,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,,2.0,1.0,,2.0,1.0,2.0,1.0,1.0,2.0,,1.0,,1.0,0.5,0.5,0.5,1.0,1.0,0.5,1.0,0.2,1.0,1.0,,0.4,0.4663,0.16666666666666666,0.25,0.6666666666666666,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,0.2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2010,2009-10,True
200757-201142-201145-201566-201586,1610612760,"Thabo Sefolosha, Kevin Durant, Jeff Green, Russell Westbrook, Serge Ibaka","Sefolosha, Durant, Green, Westbrook, Ibaka",200757-201142-201145-201566-201586,OKC,241.0,2,4.0,-4.0,7.0,7.0,7.0,3.0,14,1.0,1.0,2.0,2.0,2.0,5.0,2.0,6.0,2.0,4.0,2.0,6.0,4.0,2.0,2.0,2.0,1.0,4.0,1.0,1.0,2.0,5.0,,,1.0,1.0,4.0,6.0,7.0,1.0,1.0,0.4,0.5,0.2857142857142857,0.3333333333333333,0.3333333333333333,0.375,0.2857142857142857,1.0,0.3333333333333333,0.5,1.0,,0.5,83.65145228215768,21.0,13.428571428571429,17.571428571428573,12.285714285714286,0.14285714285714285,1.0,1.0,1.0,0.2857142857142857,0.3333333333333333,0.7142857142857143,0.46702142857142853,0.4612083333333334,1.0,6.959999999999999,24.65,1.0,2.0,1.0,3.0,1.0,2.0,10.0,1.0,1.0,,2.0,2.0,1.0,3.0,,3.0,2.0,3.0,4.0,,,2.0,,1.0,0.5,0.5,,1.0,0.6,1.0,0.42857142857142855,0.3333333333333333,0.5,1.0,0.14285714285714285,0.553425,,,0.3333333333333333,1.0,1.0,1.0,2.0,,1.0,,0.5,1.0,0.3333333333333333,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.2,0.3333333333333333,0.5,1.0,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2010,2009-10,True
200757-201142-201145-201566-201935,1610612760,"Thabo Sefolosha, Kevin Durant, Jeff Green, Russell Westbrook, James Harden","Sefolosha, Durant, Green, Westbrook, Harden",200757-201142-201145-201566-201935,OKC,130.0,1,2.0,1.0,3.0,3.0,,3.0,6,,,,,2.0,2.0,,5.0,,,,1.0,2.0,,1.0,1.0,,2.0,,,,,,,1.0,,3.0,1.0,,0.5,0.5,1.0,,1.0,,0.8333333333333334,0.5,,,,,,,,66.46153846153847,25.333333333333332,18.0,21.666666666666668,14.333333333333334,,,,,,,0.5,0.47905,,0.2,3.55,,,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,,2.0,1.0,1.0,,,,1.0,2.0,2.0,,1.0,,,1.0,1.0,1.0,,,,,0.5,1.0,1.0,1.0,0.5,0.6002,0.3333333333333333,0.3333333333333333,0.4,1.0,1.0,,,2.0,,,1.0,1.0,,,,,,,1.0,1.0,1.0,,,,,,,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2010,2009-10,True
200757-201142-201145-201566-2420,1610612760,"Thabo Sefolosha, Kevin Durant, Jeff Green, Russell Westbrook, Nenad Krstic","Sefolosha, Durant, Green, Westbrook, Krstic",200757-201142-201145-201566-2420,OKC,5361.0,6,89.0,36.0,168.0,168.0,26.0,14.0,336,13.0,33.0,22.0,3.0,68.0,134.0,29.0,188.0,8.0,18.0,5.0,26.0,62.0,22.0,31.0,42.0,8.0,95.0,19.0,57.0,79.0,109.0,9.0,,21.0,3.0,155.0,26.0,26.0,0.45588235294117646,0.5344827586206896,0.5074626865671642,0.4444444444444444,0.5184049079754601,0.41304347826086957,0.5340909090909091,0.48148148148148145,0.17791411042944785,0.7125,0.6551724137931034,0.6972477064220184,0.7222222222222222,0.7586206896551724,0.625,90.25181869054282,16.767857142857142,15.142857142857142,16.11904761904762,14.226190476190476,0.20245398773006135,0.3939393939393939,0.40625,0.6153846153846154,0.13496932515337423,0.13043478260869565,0.5276073619631901,0.5040125766871165,0.5241021739130435,0.13829787234042554,7.07910447761194,25.055172413793105,0.15476190476190477,23.0,34.0,57.0,44.0,19.0,152.0,13.0,20.0,4.0,33.0,7.0,15.0,25.0,3.0,30.0,33.0,33.0,28.0,2.0,12.0,3.0,1.0,0.65,0.6590909090909091,0.6875,1.0,0.3787878787878788,0.3493975903614458,0.2608695652173913,0.3496932515337423,0.5964912280701754,0.7083333333333334,0.4411764705882353,0.26993865030674846,0.547115,0.06936416184971098,0.08333333333333333,0.17553191489361702,11.0,16.0,4.0,9.0,74.0,1.0,0.8,0.7272727272727273,0.6875,0.391304347826087,0.4444444444444444,1.0,2.0,12.0,1.0,12.0,6.0,22.0,3.0,3.0,0.034482758620689655,0.08955223880597014,0.15789473684210525,,0.5714285714285714,0.6521739130434783,0.09090909090909091,0.045454545454545456,21.0,15.0,11.0,15.0,0.4772727272727273,0.5,2.0,7.0,1.0,2.0,9.0,1.0,1.0,11.0,1.0,1.0,33.0,20.0,9.0,11.0,9.0,2.0,8.0,4.0,1.0,2.0,13.0,6.0,7.0,4.0,1.0,6.0,1.0,4.0,2.0,2.0,2.0,8.0,1.0,1.0,1.0,1.0,0.3793103448275862,0.5,0.2,0.3793103448275862,0.045454545454545456,0.030303030303030304,0.14285714285714285,0.16666666666666666,0.23529411764705882,0.2,0.25,0.2,0.6666666666666666,0.02857142857142857,0.5333333333333333,0.38095238095238093,0.04294478527607362,0.2857142857142857,0.3333333333333333,1.0,0.4090909090909091,0.4090909090909091,1.0,0.045454545454545456,1.0,1.0,0.08695652173913043,0.3333333333333333,0.4090909090909091,,,,,,,,1610612760,2010,2009-10,True
200757-201142-201145-201566-2555,1610612760,"Thabo Sefolosha, Kevin Durant, Jeff Green, Russell Westbrook, Nick Collison","Sefolosha, Durant, Green, Westbrook, Collison",200757-201142-201145-201566-2555,OKC,741.0,5,12.0,-11.0,24.0,25.0,9.0,14.0,49,2.0,5.0,6.0,5.0,7.0,13.0,9.0,18.0,2.0,4.0,8.0,4.0,6.0,6.0,3.0,3.0,1.0,6.0,2.0,4.0,9.0,12.0,2.0,,4.0,1.0,16.0,4.0,9.0,0.42857142857142855,0.42857142857142855,0.5384615384615384,0.5,0.3181818181818182,0.16666666666666666,0.375,0.16666666666666666,0.4090909090909091,0.6666666666666666,1.0,0.75,1.0,1.0,1.0,95.22267206477733,17.625,12.72,17.041666666666668,12.68,0.22727272727272727,0.4,0.4,0.5,0.2727272727272727,0.4166666666666667,0.5909090909090909,0.4728431818181818,0.48055000000000003,0.2222222222222222,9.307692307692308,24.555555555555557,0.375,3.0,4.0,4.0,4.0,4.0,29.0,1.0,1.0,,2.0,,2.0,1.0,3.0,3.0,9.0,8.0,4.0,,2.0,,2.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.2,0.23076923076923078,,0.18181818181818182,1.0,1.0,0.5,0.18181818181818182,0.4968,0.08333333333333333,0.13333333333333333,0.1111111111111111,1.0,1.0,2.0,2.0,8.0,1.0,1.0,0.3333333333333333,1.0,0.16666666666666666,1.0,,2.0,,,2.0,1.0,5.0,2.0,,,,,,0.5,,1.0,,1.0,,,,0.25,0.25,,3.0,2.0,3.0,,,,,,,,,,,,,,2.0,,,2.0,,2.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,0.25,0.3333333333333333,0.2,0.3333333333333333,0.3333333333333333,,,,0.13636363636363635,,,,,,,0.6666666666666666,,,0.25,,,1.0,,,,,,,1610612760,2010,2009-10,True
200757-201142-201145-201586-201953,1610612760,"Thabo Sefolosha, Kevin Durant, Jeff Green, Serge Ibaka, Eric Maynor","Sefolosha, Durant, Green, Ibaka, Maynor",200757-201142-201145-201586-201953,OKC,187.0,1,3.0,-7.0,7.0,6.0,4.0,1.0,13,1.0,1.0,3.0,1.0,1.0,3.0,3.0,4.0,1.0,2.0,1.0,2.0,,3.0,,,,,,1.0,1.0,2.0,,,1.0,1.0,4.0,2.0,4.0,,,0.3333333333333333,0.5,0.16666666666666666,0.3333333333333333,0.2857142857142857,0.3333333333333333,0.5,0.5,,0.5,,,,100.10695187165776,15.142857142857142,13.5,10.714285714285714,12.833333333333334,0.16666666666666666,1.0,1.0,,0.5,0.3333333333333333,0.6666666666666666,0.4147083333333333,0.40850000000000003,0.5,8.700000000000001,27.8,0.5714285714285714,1.0,,1.0,1.0,2.0,11.0,,,,,,,,,1.0,2.0,1.0,2.0,,1.0,,,,,,,,0.25,,0.16666666666666666,,,,0.16666666666666666,0.37095,0.14285714285714285,0.25,,,,,1.0,2.0,,,,,0.3333333333333333,,2.0,2.0,1.0,,1.0,1.0,2.0,,,,0.3333333333333333,1.0,,1.0,,,1.0,,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,0.5,,0.5,,1.0,,0.5,,,,,,,,,,,,,,,,,,,,,,1610612760,2010,2009-10,True
200757-201142-201145-201953-2420,1610612760,"Thabo Sefolosha, Kevin Durant, Jeff Green, Eric Maynor, Nenad Krstic","Sefolosha, Durant, Green, Maynor, Krstic",200757-201142-201145-201953-2420,OKC,292.0,1,5.0,,10.0,10.0,6.0,,20,1.0,2.0,,,4.0,7.0,,10.0,3.0,5.0,,7.0,4.0,,2.0,2.0,1.0,4.0,2.0,3.0,5.0,7.0,1.0,,3.0,2.0,6.0,7.0,6.0,0.5,0.6666666666666666,0.5714285714285714,0.6,0.5714285714285714,0.6,0.5555555555555556,0.5833333333333334,,1.0,1.0,1.0,1.0,1.0,1.0,98.63013698630138,13.7,15.5,13.2,15.5,0.2857142857142857,0.5,0.5,1.0,,,0.5714285714285714,0.5232857142857142,0.56678,0.7,6.571428571428571,,0.6,2.0,2.0,4.0,1.0,2.0,10.0,2.0,2.0,,4.0,1.0,1.0,2.0,,2.0,,3.0,4.0,,1.0,1.0,,1.0,1.0,1.0,,0.6666666666666666,0.6666666666666666,,0.5714285714285714,0.5,0.6666666666666666,0.5,0.14285714285714285,0.5718,0.125,0.125,0.4,2.0,2.0,2.0,4.0,4.0,,,1.0,1.0,0.8,0.5,,,1.0,,2.0,1.0,,1.0,1.0,,0.14285714285714285,0.25,,0.6666666666666666,1.0,0.5,,1.0,,,,1.0,1.0,,,,,,,,,,,,2.0,,,,,,,,,1.0,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2010,2009-10,True
200757-201142-201145-201953-2555,1610612760,"Thabo Sefolosha, Kevin Durant, Jeff Green, Eric Maynor, Nick Collison","Sefolosha, Durant, Green, Maynor, Collison",200757-201142-201145-201953-2555,OKC,27.0,1,,3.0,1.0,,1.0,,1,,,1.0,1.0,,,1.0,3.0,,,1.0,3.0,,1.0,,1.0,,3.0,,,,,,,,,3.0,3.0,1.0,,,,,1.5,1.5,1.5,1.5,1.0,,,,,,,53.33333333333333,20.0,,20.0,,,,,,1.0,1.0,1.0,0.5628,0.5628,1.0,,25.6,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,,1.0,3.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,1.0,1.0,,,,,,,,1610612760,2010,2009-10,True
