EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,TotalPoss,ShortMidRangeFGM,ShortMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,TwoPtAssists,Assists,ShortMidRangeAssists,AssistPoints,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,AtRimFGM,AtRimFGA,Arc3FGM,Arc3FGA,FG3M,FG3A,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,ThreePtAssists,Arc3Assists,AtRimAssists,DefTwoPtRebounds,FTDefRebounds,DefRebounds,Rebounds,LiveBallTurnovers,BadPassTurnovers,Turnovers,ShootingFouls,Fouls,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,FG3APct,FG2APctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,DefFGReboundPct,DefLongMidRangeReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,AtRimFG3AFrequency,NonHeaveArc3Accuracy,Avg3ptShotDistance,PenaltyDefPoss,SecondChanceOffPoss,SecondChanceAtRimFGM,SecondChanceAtRimFGA,LongMidRangeFGA,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,OffTwoPtRebounds,OffRebounds,Blocked2s,BlockedAtRim,Blocks,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,AtRimPctBlocked,OffTwoPtReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,DefShortMidRangeReboundPct,LongMidRangeFrequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceShotQualityAvg,SecondChancePointsPct,BlockedShortMidRange,DefAtRimReboundPct,Corner3FGA,Steals,BadPassSteals,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,RecoveredBlocks,OffAtRimReboundPct,BlocksRecoveredPct,Corner3Frequency,Offensive Fouls,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGM,SecondChanceCorner3FGA,PenaltyCorner3FGA,SecondChanceFG3A,PenaltyFG3A,PtsPutbacks,LongMidRangeAssists,OffThreePtRebounds,DefThreePtRebounds,Loose Ball Fouls Drawn,DefThreePtReboundPct,OffThreePtReboundPct,OffCorner3ReboundPct,DefCorner3ReboundPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceCorner3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,Technical Free Throw Trips,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,OffShortMidRangeReboundPct,DefArc3ReboundPct,Corner3FGM,Corner3Assists,Offensive Fouls Drawn,NonShootingPenaltyNonTakeFouls,LongMidRangePctBlocked,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyTurnovers,LostBallOutOfBoundsTurnovers,Travels,PenaltyArc3FGM,PenaltyArc3FGA,PenaltyFG3M,PenaltyFg3Pct,PenaltyArc3Frequency,PenaltyArc3Accuracy,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,LostBallTurnovers,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,SecondChanceFtPoints,OffArc3ReboundPct,SecondChanceCorner3FGM,PenaltyCorner3FGM,SecondChanceFG3M,FTOffRebounds,SelfOReb,SecondChanceFg3Pct,OffFTReboundPct,SelfORebPct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Accuracy,StepOutOfBoundsTurnovers,Loose Ball Fouls,SecondChanceArc3FGM,SecondChanceArc3FGA,LostBallSteals,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,SecondChanceTurnovers,3SecondViolations,PtsUnassisted3s,Defensive 3 Seconds Violations,BlockedLongMidRange,3pt And 1 Free Throw Trips,HeaveAttempts,Arc3PctBlocked,DefensiveGoaltends,OffensiveGoaltends,Blocked3s,BlockedArc3,team_id,year,season,team_vs
101133-1495-1938-201588-2210,1610612759,"Ian Mahinmi, Tim Duncan, Manu Ginobili, George Hill, Richard Jefferson","Mahinmi, Duncan, Ginobili, Hill, Jefferson",101133-1495-1938-201588-2210,SAS,32.0,1,1.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,1.5,135.0,9.0,14.0,9.0,14.0,1.0,1.0,1.0,1.0,0.5187,0.5187,1.0,1.0,1.0,4.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2010,2009-10,False
101133-1495-1938-201588-2225,1610612759,"Ian Mahinmi, Tim Duncan, Manu Ginobili, George Hill, Tony Parker","Mahinmi, Duncan, Ginobili, Hill, Parker",101133-1495-1938-201588-2225,SAS,180.0,1,3.0,1.0,7.0,6.0,,13.0,,1.0,2.0,3.0,,7.0,6.0,,,,,2.0,1.0,2.0,,5.0,,,,,7.0,,,0.5,0.5,0.6666666666666666,,0.7,,0.7,,104.0,13.428571428571429,14.333333333333334,13.428571428571429,14.0,0.2,,,,0.52419,,,,,2.066666666666667,,2.0,2.0,1.0,2.0,1.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.4,0.3333333333333333,1.0,1.0,1.0,0.5,0.5,1.0,0.4,1.0,1.0,0.5,0.4,0.5,0.5,1.0,0.8,0.5,25.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2010,2009-10,False
101133-1495-1938-201588-2427,1610612759,"Ian Mahinmi, Tim Duncan, Manu Ginobili, George Hill, Roger Mason Jr.","Mahinmi, Duncan, Ginobili, Hill, Mason Jr.",101133-1495-1938-201588-2427,SAS,92.0,1,2.0,,3.0,3.0,,6.0,,,1.0,4.0,,2.0,2.0,,,,,2.0,1.0,1.0,,2.0,1.0,,,,,,,1.0,1.0,0.25,,0.25,,0.25,,93.91304347826086,16.666666666666668,14.0,15.666666666666666,14.0,,,,,0.504075,,,,,8.375,,1.0,2.0,,,,,,,,,1.0,,,1.0,1.0,1.0,2.0,3.0,,,,,,,,,,0.25,,,1.0,0.3333333333333333,0.3333333333333333,,0.5,0.5,1.0,1.0,,,,,0.5,,,3.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,0.5,0.3333333333333333,0.3333333333333333,0.5,1.0,0.5,1.0,1.0,1.0,0.5885,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2010,2009-10,False
101133-1495-1938-2225-2427,1610612759,"Ian Mahinmi, Tim Duncan, Manu Ginobili, Tony Parker, Roger Mason Jr.","Mahinmi, Duncan, Ginobili, Parker, Mason Jr.",101133-1495-1938-2225-2427,SAS,44.0,1,1.0,-3.0,1.0,1.0,,2.0,,1.0,,1.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,65.45454545454545,16.0,28.0,16.0,20.0,1.0,,,,0.4453,,,,,10.1,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2010,2009-10,False
101133-1495-1938-2225-2586,1610612759,"Ian Mahinmi, Tim Duncan, Manu Ginobili, Tony Parker, Keith Bogans","Mahinmi, Duncan, Ginobili, Parker, Bogans",101133-1495-1938-2225-2586,SAS,83.0,1,1.0,-1.0,2.0,3.0,,5.0,,1.0,,1.0,,3.0,4.0,,,,,,,1.0,,3.0,,,,,3.0,,,,,,,0.75,,0.75,,86.74698795180723,17.0,16.333333333333332,17.0,10.0,0.5,,,,0.471425,,,,,6.5,,,,1.0,1.0,1.0,1.0,,3.0,1.0,1.0,,1.0,1.0,,1.0,,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,0.5,,,,,0.3333333333333333,0.25,,,,,,0.5,1.0,1.0,1.0,0.5,1.0,26.3,3.0,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2010,2009-10,False
101133-1938-201588-2210-2427,1610612759,"Ian Mahinmi, Manu Ginobili, George Hill, Richard Jefferson, Roger Mason Jr.","Mahinmi, Ginobili, Hill, Jefferson, Mason Jr.",101133-1938-201588-2210-2427,SAS,294.0,2,5.0,6.0,12.0,11.0,,23.0,,2.0,3.0,7.0,5.0,11.0,5.0,,,,,2.0,1.0,1.0,,2.0,4.0,6.0,,3.0,11.0,,,0.3333333333333333,0.3333333333333333,0.42857142857142855,,0.3333333333333333,,0.4583333333333333,,112.65306122448979,10.666666666666666,15.090909090909092,10.166666666666666,15.090909090909092,0.2222222222222222,,,,0.5724111111111111,,0.25,0.3,,5.542857142857143,,3.0,4.0,,1.0,,2.0,4.0,,1.0,,,,,1.0,4.0,,4.0,5.0,,,1.0,1.0,4.0,,,,0.2222222222222222,,,,,0.8,0.8,1.0,0.4444444444444444,0.75,0.75,0.3333333333333333,0.1111111111111111,,,,0.6666666666666666,,24.95,,1.0,,,1.0,,1.0,,1.0,1.0,2.0,,2.0,,,,,0.25,0.16666666666666666,,0.75,0.1111111111111111,,,,0.3981,,2.0,,1.0,3.0,3.0,1.0,1.0,2.0,1.0,1.0,0.1111111111111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2010,2009-10,False
101133-1938-201588-2210-2588,1610612759,"Ian Mahinmi, Manu Ginobili, George Hill, Richard Jefferson, Matt Bonner","Mahinmi, Ginobili, Hill, Jefferson, Bonner",101133-1938-201588-2210-2588,SAS,74.0,1,1.0,,3.0,3.0,,6.0,,1.0,,1.0,2.0,2.0,2.0,,,,,,,,,,1.0,2.0,,1.0,2.0,,,,,,,,,0.5,,116.75675675675676,13.666666666666666,11.0,13.666666666666666,11.0,1.0,,,,0.3798,,0.5,0.5,,13.4,,,,,,,,,,,,,,,,1.0,,1.0,1.0,,,1.0,,1.0,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,1.0,,,,,,,1.0,,,,,,1.0,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2010,2009-10,False
101133-1938-201588-2225-686,1610612759,"Ian Mahinmi, Manu Ginobili, George Hill, Tony Parker, Antonio McDyess","Mahinmi, Ginobili, Hill, Parker, McDyess",101133-1938-201588-2225-686,SAS,236.0,1,4.0,-2.0,6.0,6.0,4.0,12.0,,1.0,3.0,7.0,1.0,7.0,9.0,1.0,3.0,1.0,3.0,2.0,1.0,1.0,,2.0,2.0,2.0,,1.0,3.0,3.0,4.0,0.3333333333333333,0.5,0.42857142857142855,0.3333333333333333,0.3333333333333333,0.25,0.35,0.3,73.22033898305085,21.166666666666668,18.166666666666668,15.666666666666666,18.166666666666668,0.1111111111111111,,,,0.540088888888889,0.5051875,0.1,0.125,0.42857142857142855,10.642857142857142,0.6666666666666666,2.0,3.0,,,,2.0,4.0,,,,1.0,,,,1.0,,2.0,6.0,,,,,,,,,0.2222222222222222,0.14285714285714285,,,,1.0,1.0,,0.3333333333333333,0.6666666666666666,1.0,,,,,,0.5555555555555556,,23.4,,2.0,2.0,2.0,3.0,2.0,3.0,4.0,2.0,4.0,,,,0.6666666666666666,0.5,0.5,0.3333333333333333,0.5,0.6666666666666666,0.5,1.0,0.3333333333333333,0.5,1.0,,0.659975,0.5714285714285714,,,2.0,,,,,,1.0,,0.2222222222222222,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.25,0.25,1.0,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2010,2009-10,False
101133-1938-201588-2427-2586,1610612759,"Ian Mahinmi, Manu Ginobili, George Hill, Roger Mason Jr., Keith Bogans","Mahinmi, Ginobili, Hill, Mason Jr., Bogans",101133-1938-201588-2427-2586,SAS,71.0,1,1.0,-4.0,1.0,2.0,,3.0,,,,2.0,,,4.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,60.84507042253521,36.0,17.5,36.0,16.0,,,,,0.38895,,,,,20.95,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,1.0,1.0,,,,,,,,0.5,0.5,0.5,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2010,2009-10,False
101133-1938-201588-2427-2588,1610612759,"Ian Mahinmi, Manu Ginobili, George Hill, Roger Mason Jr., Matt Bonner","Mahinmi, Ginobili, Hill, Mason Jr., Bonner",101133-1938-201588-2427-2588,SAS,163.0,1,3.0,-4.0,5.0,6.0,,11.0,,1.0,2.0,4.0,,4.0,8.0,,,,,,,,,,,,,,4.0,,,,,0.5,,0.5,,0.5,,97.17791411042944,15.4,14.333333333333334,15.4,14.166666666666666,0.25,,,,0.541475,,,,,3.825,,2.0,3.0,,,,,4.0,,,,1.0,,,,1.0,,1.0,1.0,,,1.0,2.0,2.0,,,,,0.25,,,,0.5,0.5,,0.75,0.6666666666666666,1.0,,,,,,0.75,,,,,,,,,,,,,,,,,,,0.3333333333333333,,,,,,,,,,,,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2010,2009-10,False
