EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,OffPoss,DefPoss,PenaltyOffPoss,TotalPoss,ShortMidRangeFGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,DefThreePtRebounds,DefRebounds,Rebounds,Steals,BadPassSteals,FoulsDrawn,FTA,NonShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,DefThreePtReboundPct,DefFGReboundPct,DefArc3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,ShortMidRangeFrequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PlusMinus,AtRimFGM,AtRimFGA,FG2M,PtsAssisted2s,Fg2aBlocked,TwoPtAssists,Assists,AtRimAssists,AssistPoints,DefTwoPtRebounds,ShootingFouls,Fouls,Loose Ball Fouls,TwoPtShootingFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,FG2APctBlocked,ShortMidRangePctBlocked,DefTwoPtReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChanceOffPoss,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,LongMidRangeAssists,OffThreePtRebounds,OffRebounds,LiveBallTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,LiveBallTurnoverPct,OffThreePtReboundPct,OffFGReboundPct,OffCorner3ReboundPct,DefShortMidRangeReboundPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3FGM,PtsAssisted3s,ThreePtAssists,Arc3Assists,Corner3Assists,Loose Ball Fouls Drawn,Assisted3sPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3PctAssisted,PenaltyDefPoss,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PtsUnassisted2s,PtsPutbacks,ShortMidRangeAssists,OffTwoPtRebounds,SelfOReb,DeadBallTurnovers,StepOutOfBoundsTurnovers,2pt And 1 Free Throw Trips,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,AtRimPctBlocked,OffTwoPtReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,SelfORebPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,PenaltyCorner3FGA,PenaltyCorner3Frequency,BadPassTurnovers,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,DefAtRimReboundPct,BlocksRecoveredPct,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,FTDefRebounds,LostBallSteals,BadPassOutOfBoundsTurnovers,PenaltyTurnovers,Offensive Fouls,Offensive Fouls Drawn,ThreePtShootingFoulsDrawn,BlockedShortMidRange,NonShootingPenaltyNonTakeFouls,SecondChanceFg3Pct,DefFTReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,ThreePtShootingFoulsDrawnPct,FTOffRebounds,OffFTReboundPct,Travels,Blocked3s,BlockedArc3,LostBallOutOfBoundsTurnovers,SecondChanceArc3FGA,Defensive 3 Seconds Violations,LongMidRangePctBlocked,SecondChanceArc3Frequency,SecondChanceArc3FGM,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,3SecondViolations,SecondChanceAtRimPctAssisted,HeaveAttempts,Technical Free Throw Trips,DefensiveGoaltends,OffensiveGoaltends,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,BlockedLongMidRange,PenaltyCorner3FGM,PenaltyCorner3Accuracy,Clear Path Fouls,BlockedCorner3,Corner3PctBlocked,HeaveMakes,team_id,year,season,team_vs
101150-1882-200760-201152-201160,1610612755,"Lou Williams, Elton Brand, Rodney Carney, Thaddeus Young, Jason Smith","Williams, Brand, Carney, Young, Smith",101150-1882-200760-201152-201160,PHI,109.0,1,2.0,5.0,4.0,5.0,9.0,1.0,1.0,3.0,1.0,3.0,1.0,1.0,3.0,2.0,5.0,5.0,1.0,1.0,3.0,2.0,5.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,5.0,5.0,5.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.375,0.375,0.5,0.5,0.75,1.0,1.0,1.0,118.89908256880734,11.0,13.5,11.0,13.5,0.25,0.75,0.3333333333333333,0.3333333333333333,0.75,0.3333333333333333,0.75,0.3333333333333333,0.5260375,0.5260375,1.0,13.7,24.833333333333332,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2010,2009-10,False
101150-1882-200760-201152-201578,1610612755,"Lou Williams, Elton Brand, Rodney Carney, Thaddeus Young, Marreese Speights","Williams, Brand, Carney, Young, Speights",101150-1882-200760-201152-201578,PHI,153.0,2,3.0,6.0,6.0,,12.0,2.0,,1.0,,,4.0,,1.0,2.0,4.0,9.0,,,,,,,1.0,,1.0,2.0,2.0,,,1.0,2.0,,4.0,,,,,,,0.2,,0.3333333333333333,,0.2,0.5,0.5,,112.94117647058825,11.666666666666666,13.833333333333334,11.666666666666666,13.833333333333334,0.4,0.2,,,,,0.6,,0.4992,,,5.375,28.3,,-5.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.25,0.25,0.5,0.5,1.0,1.0,0.4,0.5,0.5,1.0,0.16666666666666666,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2010,2009-10,False
101150-1882-200760-201152-201950,1610612755,"Lou Williams, Elton Brand, Rodney Carney, Thaddeus Young, Jrue Holiday","Williams, Brand, Carney, Young, Holiday",101150-1882-200760-201152-201950,PHI,98.0,1,2.0,2.0,3.0,,5.0,,,,,,1.0,,1.0,,2.0,3.0,,,,,,,,,1.0,2.0,3.0,,,1.0,,,2.0,,,,,,,0.5,,0.5,,0.5,1.0,1.0,,73.46938775510205,25.0,16.0,18.5,16.0,,,,,,,0.5,,0.512525,,,14.6,22.6,,-1.0,,,1.0,2.0,,1.0,1.0,,2.0,1.0,,,,,1.0,1.0,1.0,,,1.0,,1.0,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2010,2009-10,False
101150-1882-200760-201152-201975,1610612755,"Lou Williams, Elton Brand, Rodney Carney, Thaddeus Young, Jodie Meeks","Williams, Brand, Carney, Young, Meeks",101150-1882-200760-201152-201975,PHI,169.0,1,3.0,4.0,4.0,,8.0,1.0,1.0,1.0,,,2.0,2.0,2.0,,6.0,5.0,,,,,,,1.0,1.0,,2.0,2.0,,,1.0,,,6.0,,,,1.0,,1.0,0.75,,0.75,,0.5,,0.6666666666666666,,68.16568047337277,21.25,21.0,21.25,19.75,0.25,0.25,1.0,1.0,,,0.75,1.0,0.5053125,,,3.95,24.75,,1.0,,1.0,,,,,2.0,,6.0,2.0,,,,,,,,,,1.0,,,0.25,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,0.25,1.0,6.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2010,2009-10,False
101150-1882-200760-201152-2223,1610612755,"Lou Williams, Elton Brand, Rodney Carney, Thaddeus Young, Samuel Dalembert","Williams, Brand, Carney, Young, Dalembert",101150-1882-200760-201152-2223,PHI,382.0,3,6.0,12.0,11.0,2.0,23.0,4.0,,,,,14.0,,,1.0,15.0,15.0,3.0,,,,2.0,,,,,1.0,4.0,1.0,1.0,2.0,1.0,,11.0,2.0,2.0,,,,,0.5,0.3333333333333333,0.5357142857142857,0.3333333333333333,,,0.5,,86.70157068062828,16.916666666666668,16.272727272727273,16.75,15.818181818181818,0.2857142857142857,,,,,,0.5,,0.4900785714285715,0.5190666666666667,0.13333333333333333,5.871428571428572,,0.16666666666666666,,5.0,7.0,7.0,8.0,1.0,4.0,4.0,3.0,8.0,1.0,,3.0,,1.0,0.5714285714285714,0.8,0.5,0.07142857142857142,,0.5,1.0,,0.5,0.7142857142857143,0.8333333333333334,0.6,0.07142857142857142,0.07142857142857142,3.0,,3.0,,,,3.0,,,1.0,,,,0.42857142857142855,,,0.21428571428571427,,,,,,,,,,,,,,,,3.0,2.0,3.0,1.0,2.0,2.0,2.0,3.0,4.0,1.0,6.0,4.0,1.0,3.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.14285714285714285,0.42857142857142855,1.0,0.3333333333333333,0.16666666666666666,0.5,0.5,0.5,1.0,0.6666666666666666,0.6666666666666666,0.5,0.6064999999999999,0.26666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2010,2009-10,False
101150-1882-200760-201152-2574,1610612755,"Lou Williams, Elton Brand, Rodney Carney, Thaddeus Young, Jason Kapono","Williams, Brand, Carney, Young, Kapono",101150-1882-200760-201152-2574,PHI,43.0,1,1.0,2.0,1.0,2.0,3.0,,,,,,,,1.0,,,2.0,,,1.0,,,,,,,,,,,,,,,,2.0,,,,,,,,,1.0,,,,100.46511627906976,12.5,18.0,12.0,18.0,,,,,,,1.0,,0.3837,0.3837,,,23.6,1.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2010,2009-10,False
101150-1882-200760-201152-2584,1610612755,"Lou Williams, Elton Brand, Rodney Carney, Thaddeus Young, Willie Green","Williams, Brand, Carney, Young, Green",101150-1882-200760-201152-2584,PHI,514.0,4,9.0,15.0,17.0,,32.0,2.0,1.0,3.0,,,7.0,2.0,4.0,1.0,11.0,18.0,,,,,,,3.0,1.0,1.0,7.0,7.0,1.0,1.0,1.0,2.0,,11.0,,,,0.5,,0.5,0.45454545454545453,,0.4583333333333333,,0.36363636363636365,0.5,0.7777777777777778,,89.64980544747083,16.533333333333335,15.647058823529411,16.533333333333335,14.529411764705882,0.18181818181818182,0.2727272727272727,0.3333333333333333,0.3333333333333333,,,0.45454545454545453,0.3333333333333333,0.4748272727272727,,,12.299999999999999,26.025,,-7.0,1.0,1.0,2.0,,,,2.0,,6.0,6.0,1.0,3.0,,1.0,,,0.2857142857142857,,,0.8571428571428571,0.8,1.0,0.09090909090909091,1.0,1.0,,0.08333333333333333,0.125,,,4.0,1.0,,,,3.0,2.0,3.0,,1.0,,,,,0.36363636363636365,,,,0.09090909090909091,1.0,6.0,2.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,,,,1.0,,,,,4.0,,,,,,,,,,,,,,,,,0.5,0.5,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2010,2009-10,False
101150-1882-200760-201152-2738,1610612755,"Lou Williams, Elton Brand, Rodney Carney, Thaddeus Young, Andre Iguodala","Williams, Brand, Carney, Young, Iguodala",101150-1882-200760-201152-2738,PHI,2817.0,10,47.0,88.0,89.0,22.0,177.0,14.0,3.0,16.0,1.0,9.0,62.0,4.0,21.0,19.0,93.0,72.0,14.0,1.0,9.0,5.0,20.0,,16.0,3.0,11.0,35.0,50.0,7.0,5.0,25.0,24.0,3.0,73.0,20.0,22.0,2.0,0.19047619047619047,0.1111111111111111,0.19047619047619047,0.4457831325301205,0.32608695652173914,0.5,0.38461538461538464,0.25301204819277107,0.6875,0.6976744186046512,0.6666666666666666,90.47923322683705,14.75,17.06741573033708,14.454545454545455,15.584269662921349,0.1686746987951807,0.1927710843373494,0.1875,0.1875,0.391304347826087,0.1111111111111111,0.6506024096385542,0.1875,0.5131192771084337,0.4934086956521739,0.21505376344086022,6.430645161290323,24.976190476190474,0.25,21.0,22.0,33.0,31.0,34.0,4.0,17.0,21.0,14.0,46.0,19.0,7.0,17.0,,9.0,0.5483870967741935,0.6538461538461539,0.5,0.06451612903225806,0.07142857142857142,0.7037037037037037,0.5555555555555556,0.7142857142857143,0.39759036144578314,0.6666666666666666,0.7333333333333333,0.6363636363636364,0.1111111111111111,0.1323529411764706,14.0,5.0,15.0,5.0,2.0,6.0,15.0,7.0,4.0,10.0,,0.7,0.375,0.32608695652173914,0.25,0.8571428571428571,0.18072289156626506,0.3333333333333333,0.3333333333333333,0.4,0.060240963855421686,1.0,12.0,4.0,3.0,1.0,2.0,1.0,0.2,0.2,1.0,1.0,32.0,5.0,8.0,5.0,8.0,4.0,5.0,10.0,20.0,6.0,28.0,10.0,1.0,9.0,1.0,3.0,,3.0,0.5,0.42857142857142855,0.5909090909090909,0.6666666666666666,0.09090909090909091,0.3,0.4,0.2,0.023809523809523808,0.2857142857142857,0.3076923076923077,0.25,0.7272727272727273,0.625,0.34782608695652173,0.625,0.5387666666666667,0.21505376344086022,,,3.0,5.0,4.0,5.0,3.0,0.7272727272727273,0.6,1.0,1.0,1.0,1.0,7.0,5.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,0.3,0.4166666666666667,0.09090909090909091,1.0,1.0,0.045454545454545456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2010,2009-10,False
101150-1882-200760-201152-2767,1610612755,"Lou Williams, Elton Brand, Rodney Carney, Thaddeus Young, Royal Ivey","Williams, Brand, Carney, Young, Ivey",101150-1882-200760-201152-2767,PHI,398.0,2,7.0,14.0,15.0,1.0,29.0,2.0,2.0,2.0,,,7.0,2.0,2.0,7.0,21.0,11.0,2.0,,,,2.0,3.0,2.0,2.0,1.0,7.0,9.0,1.0,1.0,6.0,9.0,,19.0,2.0,1.0,,1.0,,1.0,0.7777777777777778,0.5,0.8076923076923077,0.5,0.2222222222222222,1.0,0.7777777777777778,1.0,104.92462311557789,11.642857142857142,15.666666666666666,11.571428571428571,14.733333333333333,0.2222222222222222,0.2222222222222222,1.0,1.0,,,0.6666666666666666,1.0,0.5540055555555555,0.66865,0.09523809523809523,5.871428571428572,24.9,0.07142857142857142,10.0,3.0,4.0,4.0,,,,1.0,,3.0,6.0,2.0,4.0,,5.0,,,0.5714285714285714,,,0.75,1.0,,0.4444444444444444,0.75,0.75,,0.38461538461538464,0.45454545454545453,1.0,,1.0,,,,2.0,1.0,1.0,3.0,,0.3333333333333333,,0.3333333333333333,,1.0,0.1111111111111111,,,,,,3.0,1.0,1.0,,,0.5,,,,0.5,,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,8.0,2.0,,1.0,,2.0,1.0,1.0,1.0,0.5,1.0,1.0,,0.3333333333333333,,,,0.5,0.5,,1.0,1.0,1.0,0.5,0.5452,0.09523809523809523,,,,1.0,1.0,1.0,,0.6,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2010,2009-10,False
101150-1882-200760-201152-947,1610612755,"Lou Williams, Elton Brand, Rodney Carney, Thaddeus Young, Allen Iverson","Williams, Brand, Carney, Young, Iverson",101150-1882-200760-201152-947,PHI,42.0,1,1.0,1.0,1.0,1.0,2.0,1.0,,,,,1.0,,,,,,1.0,,,,,,,,,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,0.5,,68.57142857142857,25.0,17.0,25.0,14.0,1.0,,,,,,,,0.2601,0.2601,,7.3,,1.0,,,,,,,,,,,1.0,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2010,2009-10,False
