EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,Arc3FGA,PenaltyArc3FGA,FG3A,FtPoints,Points,OpponentPoints,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,NonHeaveArc3FGA,FTA,Technical Free Throw Trips,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,FG3APct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,Arc3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg3ptShotDistance,PenaltyOffPossPct,AtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,PtsUnassisted2s,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,ShootingFouls,Fouls,Loose Ball Fouls,FoulsDrawn,Offensive Fouls Drawn,Fg2Pct,EfgPct,TsPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,AtRimFrequency,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Avg2ptShotDistance,PenaltyFG2A,PtsAssisted2s,TwoPtAssists,Assists,LongMidRangeAssists,AssistPoints,Steals,BadPassSteals,TwoPtShootingFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,DefCorner3ReboundPct,LongMidRangePctAssisted,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,AtRimFGM,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,DefShortMidRangeReboundPct,BlocksRecoveredPct,AtRimAccuracy,UnblockedAtRimAccuracy,OffTwoPtRebounds,OffRebounds,OffTwoPtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,Fg2aBlocked,DeadBallTurnovers,Turnovers,Offensive Fouls,FG2APctBlocked,AtRimPctBlocked,DefAtRimReboundPct,SecondChanceOffPoss,PenaltyAtRimFGA,Corner3FGA,PenaltyCorner3FGA,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,OffThreePtRebounds,FTDefRebounds,LiveBallTurnovers,BadPassTurnovers,PenaltyTurnovers,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Defensive 3 Seconds Violations,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,PenaltyTsPct,LiveBallTurnoverPct,DefFTReboundPct,OffThreePtReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,Corner3Frequency,PenaltyAtRimFrequency,PenaltyCorner3Frequency,SecondChanceShotQualityAvg,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,LostBallSteals,SecondChanceAtRimFGA,SecondChanceAtRimFrequency,Arc3FGM,FG3M,PtsUnassisted3s,NonHeaveArc3FGM,Fg3Pct,NonHeaveFg3Pct,Arc3Accuracy,UnblockedArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PtsAssisted3s,ThreePtAssists,Arc3Assists,AtRimAssists,FTOffRebounds,2pt And 1 Free Throw Trips,Assisted3sPct,SecondChanceFg3Pct,PenaltyFg3Pct,OffFTReboundPct,AtRimPctAssisted,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Accuracy,BlockedAtRim,SecondChanceAtRimFGM,PenaltyAtRimFGM,PtsPutbacks,SecondChanceAtRimAccuracy,PenaltyAtRimAccuracy,BadPassOutOfBoundsTurnovers,Corner3FGM,Corner3Assists,LostBallOutOfBoundsTurnovers,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SelfOReb,SecondChanceTurnovers,Loose Ball Fouls Drawn,ShortMidRangePctBlocked,OffArc3ReboundPct,SelfORebPct,ShortMidRangeAssists,LostBallTurnovers,LongMidRangePctBlocked,ShortMidRangePctAssisted,SecondChanceAtRimPctAssisted,DefensiveGoaltends,OffensiveGoaltends,StepOutOfBoundsTurnovers,Blocked3s,BlockedCorner3,Travels,3SecondViolations,PenaltyCorner3FGM,PenaltyCorner3Accuracy,team_id,year,season,team_vs
101124-1802-201149-201565-2436,1610612741,"Hakim Warrick, Brad Miller, Joakim Noah, Derrick Rose, Flip Murray","Warrick, Miller, Noah, Rose, Murray",101124-1802-201149-201565-2436,CHI,42.0,1,1.0,-4.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,102.85714285714286,20.0,11.0,20.0,11.0,1.0,1.0,1.0,0.4809,0.4809,1.0,25.9,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2010,2009-10,False
101124-1802-201149-2436-2550,1610612741,"Hakim Warrick, Brad Miller, Joakim Noah, Flip Murray, Kirk Hinrich","Warrick, Miller, Noah, Murray, Hinrich",101124-1802-201149-2436-2550,CHI,199.0,1,3.0,-2.0,7.0,7.0,,,14.0,1.0,,1.0,,4.0,6.0,,,,1.0,,,4.0,,,0.14285714285714285,101.30653266331657,15.571428571428571,12.857142857142858,15.571428571428571,12.0,0.14285714285714285,,0.42857142857142855,0.4425142857142857,,,24.8,,2.0,1.0,2.0,1.0,2.0,2.0,6.0,4.0,1.0,2.0,3.0,3.0,1.0,2.0,1.0,1.0,1.0,0.3333333333333333,0.2857142857142857,0.2857142857142857,1.0,0.5,0.75,1.0,0.5,0.2857142857142857,0.2857142857142857,0.5,0.5,0.2857142857142857,0.5,0.5,10.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2010,2009-10,False
101124-1802-201565-2436-2550,1610612741,"Hakim Warrick, Brad Miller, Derrick Rose, Flip Murray, Kirk Hinrich","Warrick, Miller, Rose, Murray, Hinrich",101124-1802-201565-2436-2550,CHI,17.0,1,,-2.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2010,2009-10,False
101124-1802-201565-2550-2736,1610612741,"Hakim Warrick, Brad Miller, Derrick Rose, Kirk Hinrich, Luol Deng","Warrick, Miller, Rose, Hinrich, Deng",101124-1802-201565-2550-2736,CHI,182.0,1,3.0,-1.0,7.0,6.0,1.0,6.0,13.0,,,,1.0,7.0,8.0,,,,,2.0,,7.0,,1.0,,102.85714285714286,13.428571428571429,14.666666666666666,13.428571428571429,14.666666666666666,,,,0.39388333333333336,0.3954,,,0.14285714285714285,,,2.0,3.0,4.0,3.0,6.0,,1.0,,1.0,1.0,3.0,3.0,,1.0,,0.5,0.5,0.5,,1.0,1.0,,,,0.3333333333333333,,,0.6666666666666666,0.75,0.75,16.016666666666666,1.0,6.0,3.0,3.0,3.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.14285714285714285,0.14285714285714285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2010,2009-10,False
101124-1802-201959-2436-2550,1610612741,"Hakim Warrick, Brad Miller, Taj Gibson, Flip Murray, Kirk Hinrich","Warrick, Miller, Gibson, Murray, Hinrich",101124-1802-201959-2436-2550,CHI,63.0,1,1.0,2.0,2.0,1.0,,,3.0,,,,2.0,2.0,,,,,,2.0,,2.0,,,,68.57142857142857,16.5,30.0,16.5,30.0,,,,0.3943,,,,,,,1.0,,,,1.0,,,,,,,1.0,,1.0,,,,0.5,,,,,,,1.0,,,,,,9.6,,,,,,,,,1.0,,,,,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2010,2009-10,False
101124-1802-2436-2550-2736,1610612741,"Hakim Warrick, Brad Miller, Flip Murray, Kirk Hinrich, Luol Deng","Warrick, Miller, Murray, Hinrich, Deng",101124-1802-2436-2550-2736,CHI,159.0,1,3.0,2.0,4.0,4.0,,,8.0,,,,2.0,6.0,4.0,,,,,2.0,,6.0,,,,72.45283018867924,17.5,22.25,17.5,22.25,,,0.3333333333333333,0.4602,,,,,1.0,,,1.0,2.0,2.0,3.0,2.0,,2.0,2.0,2.0,,,,1.0,,0.6666666666666666,0.6666666666666666,0.75,1.0,,1.0,,,0.3333333333333333,,,,0.6666666666666666,0.5,0.5,11.200000000000001,,2.0,1.0,1.0,1.0,2.0,,,1.0,0.5,0.5,,1.0,0.25,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2010,2009-10,False
101124-201149-201565-201959-2550,1610612741,"Hakim Warrick, Joakim Noah, Derrick Rose, Taj Gibson, Kirk Hinrich","Warrick, Noah, Rose, Gibson, Hinrich",101124-201149-201565-201959-2550,CHI,40.0,1,1.0,-2.0,,1.0,,,1.0,,,,,,2.0,,,,,,,,,,,36.0,,24.0,,20.0,,,,0.3608,,,,,,,1.0,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,8.3,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2010,2009-10,False
101124-201149-201565-2436-2550,1610612741,"Hakim Warrick, Joakim Noah, Derrick Rose, Flip Murray, Kirk Hinrich","Warrick, Noah, Rose, Murray, Hinrich",101124-201149-201565-2436-2550,CHI,111.0,1,2.0,-1.0,4.0,4.0,,,8.0,,,,,4.0,5.0,,,,,,,4.0,,,,103.78378378378378,12.25,15.5,12.25,11.0,,,0.6666666666666666,0.5544333333333333,,,,,2.0,,,1.0,1.0,2.0,3.0,4.0,,2.0,2.0,2.0,,1.0,,,,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,,0.6666666666666666,,,0.6666666666666666,,,,0.3333333333333333,1.0,1.0,7.033333333333334,,,,,,,,,,,,,,,,1.0,,,,,1.0,,0.5,1.0,,,,,,1.0,1.0,1.0,1.0,0.3333333333333333,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2010,2009-10,False
101124-201149-201565-2436-2736,1610612741,"Hakim Warrick, Joakim Noah, Derrick Rose, Flip Murray, Luol Deng","Warrick, Noah, Rose, Murray, Deng",101124-201149-201565-2436-2736,CHI,467.0,2,8.0,5.0,16.0,14.0,8.0,13.0,30.0,,,1.0,6.0,22.0,17.0,1.0,3.0,11.0,,9.0,,11.0,11.0,8.0,0.0625,92.50535331905782,16.1875,14.857142857142858,14.625,14.857142857142858,,,0.3125,0.453046875,0.46179375,0.5,23.4,0.5,4.0,3.0,4.0,4.0,7.0,8.0,15.0,10.0,1.0,4.0,6.0,12.0,1.0,2.0,,4.0,,0.5333333333333333,0.5,0.55,1.0,1.0,1.0,1.0,1.0,0.25,0.25,0.75,0.75,0.4375,0.5714285714285714,0.5714285714285714,10.206666666666667,7.0,6.0,3.0,3.0,3.0,6.0,,,2.0,0.375,0.375,,0.75,0.15789473684210525,0.11764705882352941,1.0,,,,,1.0,,0.25,0.25,5.0,6.0,0.7142857142857143,0.75,1.0,,,2.0,,,,1.0,6.0,2.0,1.0,1.0,3.0,3.0,5.0,11.0,4.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5714285714285714,1.0,0.5,0.9166666666666666,0.55,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,0.0625,0.25,0.125,0.42260000000000003,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2010,2009-10,False
101124-201149-201565-2550-2736,1610612741,"Hakim Warrick, Joakim Noah, Derrick Rose, Kirk Hinrich, Luol Deng","Warrick, Noah, Rose, Hinrich, Deng",101124-201149-201565-2550-2736,CHI,123.0,2,2.0,-6.0,3.0,5.0,,2.0,8.0,,,,,,6.0,,,,,,,,,,,93.65853658536587,18.666666666666668,13.4,18.666666666666668,9.4,,,0.5,0.52115,,,,,1.0,,1.0,,,,2.0,,,,,,1.0,1.0,,1.0,1.0,,,,,,,,,0.5,0.5,,,,,,6.75,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,0.5,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612741,2010,2009-10,False
