EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,FoulsDrawn,Loose Ball Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,DeadBallTurnovers,Travels,Fg2aBlocked,FG2APctBlocked,AtRimPctBlocked,OffAtRimReboundPct,Technical Free Throw Trips,PtsUnassisted3s,BadPassSteals,BadPassOutOfBoundsTurnovers,LostBallTurnovers,Offensive Fouls,SecondChanceAtRimFGM,ShortMidRangeFGM,LongMidRangeFGM,SecondChanceFG2M,PtsPutbacks,LongMidRangeAssists,SecondChanceTurnovers,SecondChanceFg2Pct,SecondChanceEfgPct,OffCorner3ReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFg3Pct,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Offensive Fouls Drawn,ThreePtShootingFoulsDrawn,BlockedShortMidRange,ShortMidRangePctBlocked,ThreePtShootingFoulsDrawnPct,ShortMidRangeAssists,ShortMidRangePctAssisted,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,FTOffRebounds,2pt And 1 Free Throw Trips,OffFTReboundPct,HeaveAttempts,Blocked3s,BlockedArc3,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,Loose Ball Fouls,3pt And 1 Free Throw Trips,DefCorner3ReboundPct,LostBallOutOfBoundsTurnovers,DefensiveGoaltends,OffensiveGoaltends,StepOutOfBoundsTurnovers,LongMidRangePctBlocked,Defensive 3 Seconds Violations,team_id,year,season,team_vs
101110-101143-201965-201967-201988,1610612757,"Martell Webster, Travis Diener, Jeff Ayres, Dante Cunningham, Patty Mills","Webster, Diener, Ayres, Cunningham, Mills",101110-101143-201965-201967-201988,POR,440.0,2,7.0,3.0,15.0,14.0,14.0,14.0,3.0,29,3.0,4.0,1.0,3.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,4.0,3.0,7.0,2.0,5.0,5.0,17.0,14.0,1.0,3.0,3.0,3.0,7.0,2.0,5.0,3.0,15.0,4.0,2.0,6.0,4.0,1.0,2.0,2.0,4.0,1.0,1.0,2.0,10.0,1.0,2.0,1.0,4.0,1.0,6.0,3.0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,3.0,2.0,6.0,1.0,2.0,1.0,1.0,1.0,1.0,14.0,15.0,14.0,2.0,2.0,0.6666666666666666,0.6666666666666666,1.0,0.4,0.4,0.4,0.42857142857142855,0.42857142857142855,0.5,0.5,0.5666666666666667,0.5,0.5357142857142857,0.4166666666666667,1.0,1.0,0.5714285714285714,0.5,1.0,0.3333333333333333,0.625,0.42857142857142855,0.5,1.0,0.3333333333333333,0.6666666666666666,0.5,0.5,1.0,0.14285714285714285,94.9090909090909,1.0,17.2,13.0,17.066666666666666,12.857142857142858,0.3333333333333333,0.75,0.75,0.6666666666666666,0.16666666666666666,0.08333333333333333,0.08333333333333333,1.0,1.0,1.0,0.3333333333333333,0.25,0.25,1.0,1.0,0.3333333333333333,0.75,0.08333333333333333,1.0,0.3333333333333333,0.25,0.75,0.25,0.52285,0.6716,0.52285,0.07692307692307693,0.125,0.17647058823529413,0.8823529411764706,5.057142857142857,25.04,0.9333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2010,2009-10,True
101110-1889-200746-200750-201164,1610612757,"Martell Webster, Andre Miller, LaMarcus Aldridge, Brandon Roy, Rudy Fernandez","Webster, Miller, Aldridge, Roy, Fernandez",101110-1889-200746-200750-201164,POR,69.0,1,1.0,1.0,2.0,3.0,2.0,3.0,,5,1.0,1.0,,1.0,1.0,,,,,,,,,,,1.0,1.0,,,,2.0,1.0,,,,1.0,1.0,,,,2.0,2.0,,,,,1.0,,1.0,,,1.0,2.0,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,2.0,2.0,2.0,,,1.0,1.0,,,,,1.0,1.0,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,104.34782608695653,,14.5,13.333333333333334,14.5,13.333333333333334,1.0,1.0,1.0,1.0,,,,,,,,,,,,1.0,1.0,,,,,1.0,,0.5333,,0.5333,,,,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2010,2009-10,True
101110-1889-200746-200750-201587,1610612757,"Martell Webster, Andre Miller, LaMarcus Aldridge, Brandon Roy, Nicolas Batum","Webster, Miller, Aldridge, Roy, Batum",101110-1889-200746-200750-201587,POR,24.0,1,,,1.0,1.0,1.0,1.0,,2,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.0,,12.0,12.0,12.0,12.0,,,,,1.0,,,,,,,,,,,,,,,,,,,0.3933,,0.3933,,,,,6.2,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2010,2009-10,True
101110-1889-200746-200750-436,1610612757,"Martell Webster, Andre Miller, LaMarcus Aldridge, Brandon Roy, Juwan Howard","Webster, Miller, Aldridge, Roy, Howard",101110-1889-200746-200750-436,POR,40.0,1,1.0,-2.0,,1.0,,1.0,,1,,1.0,,,,,,,,,,,,,,,1.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,1.0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,36.0,,,21.0,,21.0,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,0.5721,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2010,2009-10,True
101110-1889-200746-200750-948,1610612757,"Martell Webster, Andre Miller, LaMarcus Aldridge, Brandon Roy, Marcus Camby","Webster, Miller, Aldridge, Roy, Camby",101110-1889-200746-200750-948,POR,203.0,2,3.0,-1.0,6.0,6.0,,,,12,1.0,1.0,,,,,2.0,1.0,1.0,,,,,,,1.0,3.0,1.0,1.0,3.0,8.0,9.0,,,,,,,,,,,2.0,3.0,,,,1.0,1.0,,1.0,,3.0,,,,2.0,,2.0,,2.0,,,,,,,,,1.0,1.0,,3.0,1.0,,3.0,3.0,3.0,1.0,8.0,,,,,,,1.0,1.0,,1.0,0.3333333333333333,,0.625,,0.7,,,0.25,,,0.5,,,,0.5,,,,,0.3333333333333333,,1.0,,,85.1231527093596,0.3333333333333333,14.666666666666666,19.166666666666668,14.666666666666666,18.0,0.25,1.0,1.0,,,0.5,0.25,1.0,1.0,1.0,,,,,,,,,,,,0.5,,0.47975,,,0.2,0.25,,,13.666666666666666,22.5,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2010,2009-10,True
101110-1889-200746-201164-436,1610612757,"Martell Webster, Andre Miller, LaMarcus Aldridge, Rudy Fernandez, Juwan Howard","Webster, Miller, Aldridge, Fernandez, Howard",101110-1889-200746-201164-436,POR,516.0,3,9.0,-3.0,17.0,15.0,8.0,,,32,,1.0,,,,,,3.0,3.0,2.0,2.0,1.0,4.0,,1.0,,1.0,4.0,7.0,8.0,20.0,23.0,,,,,,2.0,3.0,6.0,12.0,,,9.0,4.0,1.0,,3.0,3.0,,3.0,,9.0,,,1.0,1.0,1.0,3.0,,3.0,,2.0,1.0,2.0,1.0,4.0,2.0,3.0,4.0,4.0,,8.0,2.0,2.0,,,,,20.0,12.0,8.0,,2.0,,,0.75,0.5714285714285714,0.6666666666666666,0.5714285714285714,,,0.75,1.0,0.8333333333333334,,1.0,0.875,0.5,1.0,0.5,,0.5,,0.5,,,,,1.0,,,0.5,,89.30232558139535,,16.176470588235293,16.066666666666666,16.176470588235293,15.2,0.125,,,,,,0.375,1.0,1.0,1.0,0.5,0.25,0.25,,,,,0.6666666666666666,1.0,0.3333333333333333,,1.0,0.25,0.603475,,0.54615,0.2,0.6666666666666666,,0.6,,24.042857142857144,0.47058823529411764,2.0,,,,,,,3.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2010,2009-10,True
101110-1889-200746-201164-948,1610612757,"Martell Webster, Andre Miller, LaMarcus Aldridge, Rudy Fernandez, Marcus Camby","Webster, Miller, Aldridge, Fernandez, Camby",101110-1889-200746-201164-948,POR,921.0,3,15.0,6.0,26.0,27.0,2.0,11.0,5.0,53,7.0,9.0,3.0,1.0,1.0,4.0,3.0,1.0,2.0,,1.0,2.0,5.0,,,9.0,16.0,3.0,7.0,5.0,32.0,26.0,3.0,,6.0,1.0,1.0,,1.0,2.0,4.0,10.0,8.0,9.0,5.0,2.0,5.0,3.0,8.0,2.0,1.0,4.0,19.0,2.0,3.0,1.0,11.0,1.0,13.0,5.0,18.0,1.0,1.0,,2.0,1.0,6.0,,3.0,8.0,5.0,1.0,7.0,2.0,1.0,,,,,26.0,4.0,2.0,2.0,1.0,0.5555555555555556,0.7142857142857143,1.0,0.42857142857142855,,0.42857142857142855,0.5625,1.0,0.5869565217391305,0.5,0.5961538461538461,1.0,0.6666666666666666,0.30434782608695654,0.3333333333333333,1.0,0.7333333333333333,0.42857142857142855,0.5,0.5,0.7058823529411765,0.45454545454545453,0.3333333333333333,,0.3333333333333333,0.75,0.3333333333333333,0.875,0.5,0.1,82.86644951140066,,14.961538461538462,19.703703703703702,13.692307692307692,19.11111111111111,0.391304347826087,0.7777777777777778,0.875,0.5714285714285714,0.17391304347826086,0.13043478260869565,0.08695652173913043,0.5,0.5,1.0,0.21739130434782608,0.4,0.4,1.0,1.0,0.5,1.0,0.5,,,,0.6956521739130435,0.4,0.5282543478260869,0.5789,0.593725,0.08,0.1111111111111111,0.1875,0.125,6.51875,24.557142857142857,0.07692307692307693,4.0,2.0,1.0,0.0625,0.1111111111111111,1.0,1.0,,1.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,4.0,1.0,2.0,1.0,1.0,1.0,0.25,0.25,0.3333333333333333,0.3333333333333333,1.0,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2010,2009-10,True
101110-1889-200746-201573-201587,1610612757,"Martell Webster, Andre Miller, LaMarcus Aldridge, Jerryd Bayless, Nicolas Batum","Webster, Miller, Aldridge, Bayless, Batum",101110-1889-200746-201573-201587,POR,75.0,2,1.0,-1.0,5.0,5.0,4.0,4.0,2.0,10,,1.0,1.0,,1.0,1.0,,,,,,,4.0,,4.0,,2.0,,4.0,2.0,2.0,3.0,1.0,2.0,2.0,,1.0,,4.0,2.0,2.0,,,,4.0,,,,,,,,,2.0,,,1.0,3.0,4.0,2.0,6.0,,,,,,,,,2.0,2.0,1.0,2.0,1.0,,,,,,,2.0,4.0,2.0,,,,,,,,,,,,0.14285714285714285,0.5,0.16666666666666666,0.6666666666666666,,1.0,1.0,,,0.6666666666666666,1.0,0.4,,,0.6666666666666666,,1.0,,,,192.0,,11.2,3.8,11.0,3.8,0.16666666666666666,,,,0.16666666666666666,,,,,,0.6666666666666666,,,,1.0,0.2,,,,0.8,,0.8333333333333334,,0.41054166666666664,,0.42252999999999996,0.14285714285714285,0.3333333333333333,1.0,1.0,4.0,27.225,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2010,2009-10,True
101110-1889-200746-201573-201967,1610612757,"Martell Webster, Andre Miller, LaMarcus Aldridge, Jerryd Bayless, Dante Cunningham","Webster, Miller, Aldridge, Bayless, Cunningham",101110-1889-200746-201573-201967,POR,294.0,1,5.0,5.0,9.0,9.0,,1.0,1.0,18,1.0,2.0,,,,,3.0,1.0,2.0,,,2.0,3.0,,,2.0,5.0,3.0,5.0,,13.0,8.0,1.0,,3.0,,,,,,,,4.0,6.0,3.0,2.0,,2.0,2.0,2.0,,,6.0,,1.0,1.0,1.0,1.0,3.0,1.0,4.0,,2.0,1.0,,,,,2.0,4.0,1.0,,,,,,,,,10.0,,,,,,,0.6666666666666666,0.6,,0.6,0.4,,0.65,,0.65,0.75,,0.5,,1.0,0.5,0.3333333333333333,1.0,,0.6666666666666666,0.2,,0.5,,1.0,,,1.0,,88.16326530612244,,17.22222222222222,15.444444444444445,14.222222222222221,15.333333333333334,0.2,0.5,0.5,,,0.3,0.2,0.5,0.5,,0.3,0.6666666666666666,0.6666666666666666,1.0,,,,,,,,0.7,0.6666666666666666,0.529105,0.465375,,,,0.23076923076923078,,10.959999999999999,23.740000000000002,,,,,,,,,3.0,1.0,,,,,,1.0,,,,,,0.75,,,,0.3333333333333333,0.3333333333333333,,,,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2010,2009-10,True
101110-1889-200746-201573-436,1610612757,"Martell Webster, Andre Miller, LaMarcus Aldridge, Jerryd Bayless, Juwan Howard","Webster, Miller, Aldridge, Bayless, Howard",101110-1889-200746-201573-436,POR,333.0,2,6.0,6.0,11.0,10.0,,,3.0,21,4.0,4.0,1.0,,,2.0,1.0,,,,,1.0,3.0,,,4.0,7.0,1.0,3.0,,11.0,5.0,1.0,,5.0,,,,,,,2.0,6.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,,1.0,5.0,2.0,,,5.0,,5.0,2.0,7.0,,,,1.0,1.0,3.0,,,,3.0,,,,,,,,,6.0,,,,,0.25,0.3333333333333333,1.0,0.3333333333333333,,0.3333333333333333,0.5714285714285714,,0.55,,0.55,1.25,,0.3,0.3333333333333333,,1.0,,,1.0,1.0,0.4,,,1.0,1.0,1.0,1.0,,,90.8108108108108,,13.727272727272727,18.2,12.363636363636363,18.2,0.4,1.0,1.0,0.25,0.2,0.1,,,,,0.3,0.3333333333333333,0.3333333333333333,1.0,0.5,,,,,,,0.7,0.3333333333333333,0.54097,,,,,0.45454545454545453,,5.271428571428571,25.633333333333336,,2.0,1.0,,,,,,,,1.0,,,1.0,,,1.0,2.0,,1.0,1.0,1.25,,,,,,,1.0,,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2010,2009-10,True
