EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,TotalPoss,AtRimFGM,AtRimFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,PtsUnassisted2s,DefTwoPtRebounds,DefRebounds,Rebounds,LiveBallTurnovers,BadPassTurnovers,Turnovers,FTA,Technical Free Throw Trips,FirstChancePoints,Fg2Pct,EfgPct,TsPct,LiveBallTurnoverPct,DefTwoPtReboundPct,DefFGReboundPct,DefShortMidRangeReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,ShortMidRangeFGA,PenaltyFtPoints,PenaltyPoints,Steals,BadPassSteals,FoulsDrawn,Loose Ball Fouls Drawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyTsPct,ShortMidRangeFrequency,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGA,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,FG3A,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,NonHeaveArc3FGA,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,OffRebounds,PenaltyTurnovers,Fouls,Loose Ball Fouls,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,PenaltyOffPossExcludingTakeFouls,PenaltyFg2Pct,PenaltyEfgPct,SecondChanceTsPct,FG3APct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,LongMidRangeFrequency,Arc3Frequency,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,Avg3ptShotDistance,PenaltyOffPossPct,LongMidRangeFGM,Arc3FGM,PenaltyArc3FGM,FG3M,SecondChanceFG2A,PenaltyFG3M,PtsAssisted2s,PtsAssisted3s,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,LongMidRangeAssists,AssistPoints,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,SecondChanceFG2M,PtsPutbacks,2pt And 1 Free Throw Trips,SecondChanceFg2Pct,SecondChanceEfgPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceShotQualityAvg,Offensive Fouls,HeaveAttempts,AtRimAssists,AtRimPctAssisted,ShootingFouls,Offensive Fouls Drawn,OffAtRimReboundPct,Fg2aBlocked,LostBallTurnovers,FG2APctBlocked,AtRimPctBlocked,LostBallOutOfBoundsTurnovers,NonShootingPenaltyNonTakeFouls,Corner3FGA,ShortMidRangeAssists,LostBallSteals,ShortMidRangePctAssisted,Corner3Frequency,PenaltyCorner3FGA,FTDefRebounds,DefFTReboundPct,PenaltyCorner3Frequency,OffShortMidRangeReboundPct,DefCorner3ReboundPct,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,BlockedShortMidRange,Corner3FGM,Corner3Assists,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceTurnovers,ShortMidRangePctBlocked,PtsUnassisted3s,Travels,OffCorner3ReboundPct,SecondChanceAtRimPctAssisted,PenaltyCorner3FGM,FTOffRebounds,SelfOReb,OffFTReboundPct,SelfORebPct,PenaltyCorner3Accuracy,SecondChanceArc3FGM,SecondChanceFG3M,Defensive 3 Seconds Violations,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,SecondChanceCorner3FGM,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Blocked3s,BlockedArc3,DefensiveGoaltends,LongMidRangePctBlocked,OffensiveGoaltends,BlockedLongMidRange,3SecondViolations,StepOutOfBoundsTurnovers,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,HeaveMakes,BlockedCorner3,Clear Path Fouls,team_id,year,season,team_vs
101108-1752-1899-201153-201977,1610612740,"Chris Paul, Sean Marks, James Posey, Julian Wright, Marcus Thornton","Paul, Marks, Posey, Wright, Thornton",101108-1752-1899-201153-201977,NOH,95.0,1,2.0,-2.0,2.0,3.0,5.0,1.0,1.0,1.0,1.0,1.0,3.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,75.78947368421053,22.5,16.666666666666668,22.5,16.666666666666668,1.0,1.0,1.0,1.0,0.5398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2010,2009-10,True
101108-1752-1899-201954-201977,1610612740,"Chris Paul, Sean Marks, James Posey, Darren Collison, Marcus Thornton","Paul, Marks, Posey, Collison, Thornton",101108-1752-1899-201954-201977,NOH,41.0,1,1.0,-1.0,2.0,2.0,4.0,,,,1.0,1.0,1.0,2.0,,,,,,,,2.0,,1.0,,,0.25,,,,,140.4878048780488,16.5,4.0,16.5,4.0,,,,,0.4204,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,7.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2010,2009-10,True
101108-1752-1899-201954-2561,1610612740,"Chris Paul, Sean Marks, James Posey, Darren Collison, David West","Paul, Marks, Posey, Collison, West",101108-1752-1899-201954-2561,NOH,249.0,1,4.0,2.0,7.0,8.0,15.0,1.0,1.0,1.0,4.0,2.0,4.0,2.0,2.0,5.0,7.0,9.0,1.0,1.0,1.0,4.0,,3.0,0.25,0.14285714285714285,0.2222222222222222,1.0,0.8333333333333334,0.875,1.0,86.74698795180723,15.857142857142858,17.25,14.714285714285714,16.625,0.14285714285714285,1.0,1.0,0.5714285714285714,0.5353,,2.0,4.0,,,2.0,,,4.0,,0.2222222222222222,,1.0,14.65,7.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,4.0,3.0,3.0,1.0,1.0,2.0,2.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,7.0,0.25,0.14285714285714285,0.25,0.42857142857142855,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.6666666666666666,1.0,1.0,0.42857142857142855,0.42857142857142855,1.0,0.14285714285714285,1.0,0.42857142857142855,0.5353,0.2222222222222222,0.3333333333333333,0.25,24.400000000000002,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2010,2009-10,True
101108-1752-1899-201977-2731,1610612740,"Chris Paul, Sean Marks, James Posey, Marcus Thornton, Emeka Okafor","Paul, Marks, Posey, Thornton, Okafor",101108-1752-1899-201977-2731,NOH,132.0,1,2.0,2.0,4.0,4.0,8.0,,,1.0,2.0,,5.0,3.0,,1.0,2.0,3.0,,,1.0,,,5.0,0.5,0.625,0.625,,1.0,1.0,,87.27272727272727,18.75,14.25,15.25,14.25,,,,0.5,0.4585625,,,5.0,,,,,,5.0,,0.625,,1.0,20.85,4.0,3.0,1.0,,,2.0,2.0,,2.0,2.0,,,,1.0,2.0,2.0,2.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,4.0,0.5,0.625,,0.5,,1.0,1.0,0.5,,1.0,1.0,,1.0,,0.5,0.5,,,,0.5,0.4585625,,,,24.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,1.0,0.5,0.5,1.0,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2010,2009-10,True
101108-1752-1899-2443-2484,1610612740,"Chris Paul, Sean Marks, James Posey, Darius Songaila, Devin Brown","Paul, Marks, Posey, Songaila, Brown",101108-1752-1899-2443-2484,NOH,132.0,1,2.0,2.0,4.0,5.0,9.0,1.0,1.0,2.0,3.0,2.0,6.0,4.0,4.0,2.0,3.0,4.0,1.0,1.0,1.0,3.0,,3.0,0.6666666666666666,0.6666666666666666,0.75,1.0,1.0,0.75,,98.18181818181817,12.75,16.2,12.5,16.2,0.3333333333333333,1.0,1.0,0.3333333333333333,0.4665333333333333,1.0,2.0,6.0,,,2.0,,,6.0,,0.75,0.3333333333333333,1.0,8.333333333333334,4.0,5.0,1.0,1.0,1.0,1.0,,,,,,1.0,3.0,2.0,3.0,,,,1.0,1.0,1.0,1.0,,,2.0,,,,,4.0,0.6666666666666666,0.6666666666666666,1.5,,1.0,0.5,,1.0,1.0,,,1.0,0.5,,0.3333333333333333,,,0.3333333333333333,1.0,,0.4665333333333333,0.5,0.5,0.5,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2010,2009-10,True
101108-1752-201954-201977-2561,1610612740,"Chris Paul, Sean Marks, Darren Collison, Marcus Thornton, David West","Paul, Marks, Collison, Thornton, West",101108-1752-201954-201977-2561,NOH,177.0,1,3.0,-1.0,4.0,5.0,9.0,,,,1.0,2.0,2.0,3.0,,4.0,4.0,4.0,1.0,1.0,2.0,2.0,,2.0,,,0.3333333333333333,0.5,0.8,0.8,1.0,73.22033898305084,23.0,17.0,23.0,16.0,,,,0.5,0.45155,,,,,,1.0,,,,,,,,15.0,,,,,,1.0,1.0,,,1.0,,,,,,,1.0,,,,,,2.0,,1.0,1.0,1.0,1.0,,,,,,0.5,,,,,,,0.5,1.0,,,0.5,0.5,,,,,,0.3333333333333333,0.5,,25.6,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2010,2009-10,True
101108-1752-201954-2443-978,1610612740,"Chris Paul, Sean Marks, Darren Collison, Darius Songaila, Peja Stojakovic","Paul, Marks, Collison, Songaila, Stojakovic",101108-1752-201954-2443-978,NOH,98.0,1,2.0,1.0,4.0,4.0,8.0,1.0,1.0,1.0,1.0,3.0,5.0,4.0,,,1.0,1.0,,,1.0,4.0,,5.0,1.0,0.5,0.625,,,1.0,,117.55102040816327,7.25,17.25,7.25,17.25,0.5,1.0,1.0,1.0,0.6224,,3.0,5.0,1.0,1.0,2.0,,2.0,5.0,2.0,0.625,,1.0,1.8,4.0,4.0,,1.0,1.0,,1.0,,1.0,1.0,,,,1.0,1.0,1.0,,,,1.0,,1.0,,,,,,,,4.0,1.0,0.5,,0.5,,1.0,,,,,,,1.0,,,0.5,,0.5,1.0,0.5,0.6224,,,,49.5,1.0,,,,,,,2.0,,,1.0,,1.0,,,2.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2010,2009-10,True
101108-1752-2484-2561-978,1610612740,"Chris Paul, Sean Marks, Devin Brown, David West, Peja Stojakovic","Paul, Marks, Brown, West, Stojakovic",101108-1752-2484-2561-978,NOH,254.0,1,4.0,7.0,9.0,7.0,16.0,3.0,5.0,4.0,10.0,2.0,10.0,3.0,4.0,2.0,4.0,9.0,1.0,1.0,2.0,3.0,,4.0,0.4,0.3333333333333333,0.38461538461538464,0.5,0.5,0.6666666666666666,,90.70866141732283,18.22222222222222,12.857142857142858,16.0,11.571428571428571,0.4166666666666667,0.6,0.6,0.5833333333333334,0.4908375,1.0,,2.0,,,4.0,1.0,,2.0,,0.16666666666666666,0.08333333333333333,0.2,7.37,4.0,2.0,3.0,1.0,2.0,4.0,2.0,1.0,2.0,2.0,1.0,2.0,6.0,1.0,4.0,2.0,2.0,2.0,3.0,2.0,5.0,1.0,1.0,,2.0,,,,,4.0,0.25,0.16666666666666666,0.6,0.16666666666666666,0.6,1.0,1.0,0.7142857142857143,0.6666666666666666,1.0,,0.6666666666666666,1.0,,0.3333333333333333,0.16666666666666666,0.25,0.3333333333333333,0.5,0.3333333333333333,0.46420833333333333,0.15384615384615385,0.18181818181818182,0.6,25.15,0.4444444444444444,,,,,3.0,,4.0,,,2.0,,2.0,,,4.0,,1.0,0.5,1.0,,,,,,,,,,,,,1.0,2.0,1.0,2.0,4.0,1.0,0.6666666666666666,0.5,1.0,1.0,0.5,0.5,0.55335,,,2.0,0.6666666666666666,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2010,2009-10,True
101108-1899-200756-201153-201954,1610612740,"Chris Paul, James Posey, Hilton Armstrong, Julian Wright, Darren Collison","Paul, Posey, Armstrong, Wright, Collison",101108-1899-200756-201153-201954,NOH,141.0,1,2.0,-9.0,5.0,6.0,11.0,,1.0,,2.0,,,9.0,,1.0,2.0,2.0,2.0,1.0,3.0,,,,,,,0.6666666666666666,1.0,1.0,1.0,112.34042553191489,15.2,10.833333333333334,15.2,10.833333333333334,0.5,,,0.5,0.48365,,,,,,,,,,,,,,9.0,,,,,,1.0,,,,,,,,,,,,,,1.0,,,2.0,,,,,,,,,,,,,1.0,,,,,,,1.0,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,1.0,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2010,2009-10,True
101108-1899-200756-201153-201977,1610612740,"Chris Paul, James Posey, Hilton Armstrong, Julian Wright, Marcus Thornton","Paul, Posey, Armstrong, Wright, Thornton",101108-1899-200756-201153-201977,NOH,184.0,1,3.0,-3.0,6.0,6.0,12.0,,2.0,2.0,5.0,,4.0,7.0,,2.0,2.0,3.0,1.0,1.0,2.0,,,4.0,0.4,0.4,0.4,0.5,0.6666666666666666,0.6666666666666666,1.0,93.91304347826086,15.666666666666666,15.0,15.166666666666666,15.0,0.4,,,0.4,0.45502000000000004,,,2.0,,,1.0,,,2.0,,1.0,,0.5,12.52,2.0,6.0,1.0,,,3.0,,,,,,,,1.0,1.0,,,,1.0,,1.0,1.0,1.0,,,,,,,2.0,1.0,1.0,,,0.3333333333333333,,,0.3333333333333333,,,1.0,,,,0.6,,,,,,0.3742,,,,,0.3333333333333333,2.0,,,,1.0,,4.0,,,2.0,,2.0,,2.0,4.0,,1.0,1.0,1.0,,,,,0.6666666666666666,0.6666666666666666,1.0,,,,,,,,,,,,,,,,,,0.3642,,,,,,,0.5,1.0,,0.2,0.5,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2010,2009-10,True
