EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGA,PenaltyAtRimFGA,LongMidRangeFGA,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,Fg2aBlocked,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefRebounds,OffRebounds,Rebounds,LiveBallTurnovers,DeadBallTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,LiveBallTurnoverPct,OffFTReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,DefCorner3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,LongMidRangeFrequency,PenaltyAtRimFrequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,NonShootingFoulsDrawn,FirstChancePoints,NonShootingPenaltyNonTakeFoulsDrawn,AtRimFGM,PenaltyAtRimFGM,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,FG2M,PenaltyFG2M,PtsAssisted2s,PtsUnassisted2s,TwoPtAssists,Assists,AtRimAssists,AssistPoints,2pt And 1 Free Throw Trips,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,DefArc3ReboundPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,PenaltyAtRimAccuracy,Arc3FGA,FG3A,NonHeaveArc3FGA,DefTwoPtRebounds,FTDefRebounds,Offensive Fouls Drawn,FG3APct,DefFTReboundPct,DefTwoPtReboundPct,DefShortMidRangeReboundPct,Arc3Frequency,Avg3ptShotDistance,Arc3FGM,FG3M,SecondChanceFG2M,PtsAssisted3s,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,LongMidRangeAssists,Travels,Offensive Fouls,Technical Free Throw Trips,Blocked2s,BlockedAtRim,Blocks,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,ShortMidRangePctBlocked,OffShortMidRangeReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,LongMidRangePctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,NonHeaveArc3Accuracy,BadPassTurnovers,PenaltyArc3FGA,PenaltyFG3A,OffThreePtRebounds,BadPassOutOfBoundsTurnovers,Loose Ball Fouls Drawn,OffThreePtReboundPct,OffArc3ReboundPct,PenaltyArc3Frequency,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PtsPutbacks,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,Loose Ball Fouls,ShortMidRangeAssists,ShortMidRangePctAssisted,Corner3FGM,Corner3FGA,SecondChanceArc3FGA,SecondChanceFG3A,Corner3Assists,SelfOReb,Steals,BadPassSteals,LostBallSteals,LongMidRangePctBlocked,SelfORebPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceArc3Frequency,PenaltyArc3FGM,PenaltyFG3M,PenaltyFg3Pct,PenaltyArc3Accuracy,SecondChanceCorner3FGA,PenaltyCorner3FGA,PtsUnassisted3s,SecondChanceCorner3Frequency,PenaltyCorner3Frequency,HeaveAttempts,SecondChanceArc3FGM,SecondChanceFG3M,LostBallOutOfBoundsTurnovers,BlockedShortMidRange,RecoveredBlocks,3SecondViolations,SecondChanceFg3Pct,OffCorner3ReboundPct,BlocksRecoveredPct,SecondChanceAtRimPctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,PenaltyCorner3FGM,PenaltyCorner3Accuracy,team_id,year,season,team_vs
101121-101130-1853-201951-2124,1610612743,"Joey Graham, Johan Petro, Anthony Carter, Ty Lawson, Malik Allen","Graham, Petro, Carter, Lawson, Allen",101121-101130-1853-201951-2124,DEN,159.0,1,3.0,-4.0,5.0,4.0,5.0,4.0,2.0,9.0,1.0,1.0,1.0,2.0,2.0,2.0,6.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,4.0,1.0,2.0,1.0,1.0,3.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,2.0,5.0,1.0,0.3333333333333333,0.5,0.3333333333333333,0.5,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,81.50943396226415,24.4,9.25,13.2,9.25,0.5,0.5,0.5,0.5,0.46885,0.3643,0.46885,0.3333333333333333,0.3333333333333333,1.0,1.0,10.6,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2010,2009-10,True
101121-101130-201167-201951-2546,1610612743,"Joey Graham, Johan Petro, Arron Afflalo, Ty Lawson, Carmelo Anthony","Graham, Petro, Afflalo, Lawson, Anthony",101121-101130-201167-201951-2546,DEN,18.0,1,,1.0,,,,,,,,,,,1.0,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,1.0,2.0,,1.0,,,0.5,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2010,2009-10,True
101121-101130-201167-2124-2747,1610612743,"Joey Graham, Johan Petro, Arron Afflalo, Malik Allen, JR Smith","Graham, Petro, Afflalo, Allen, Smith",101121-101130-201167-2124-2747,DEN,105.0,1,2.0,3.0,5.0,5.0,5.0,5.0,,10.0,2.0,2.0,1.0,4.0,1.0,7.0,4.0,,,,4.0,1.0,7.0,,,,2.0,2.0,,2.0,,,,,,,,,2.0,2.0,3.0,2.0,7.0,5.0,2.0,0.7,,0.7,,,,,,1.0,1.0,,,,1.0,137.14285714285714,9.0,12.0,9.0,12.0,0.5,0.25,0.5,0.5,0.4779,,0.4779,0.4,0.4,,1.0,7.925,1.0,,7.0,,1.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,4.0,1.0,1.0,1.0,2.0,1.0,0.3333333333333333,0.3333333333333333,0.75,0.75,0.75,0.75,1.0,0.5,0.5,1.0,0.25,1.0,1.0,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2010,2009-10,True
101121-1497-201167-201951-2030,1610612743,"Joey Graham, Chauncey Billups, Arron Afflalo, Ty Lawson, Kenyon Martin","Graham, Billups, Afflalo, Lawson, Martin",101121-1497-201167-201951-2030,DEN,112.0,1,2.0,3.0,4.0,5.0,,5.0,,9.0,2.0,,1.0,3.0,2.0,6.0,3.0,,,,,,,1.0,1.0,,,2.0,1.0,3.0,,,,,,,,1.0,1.0,3.0,3.0,2.0,,,,0.6,,,0.3333333333333333,0.5,,,1.0,,0.5,0.5,1.0,,,115.71428571428571,15.25,10.2,15.25,10.2,0.5,0.25,,0.75,0.52545,,,0.4,0.5,,,7.566666666666666,,,6.0,,1.0,,,,1.0,2.0,,2.0,2.0,1.0,1.0,1.0,2.0,1.0,0.5,0.5,0.6666666666666666,,0.5,,,0.5,1.0,1.0,,,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,0.25,1.0,0.5,0.5,0.25,25.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2010,2009-10,True
101121-1497-201167-2030-2546,1610612743,"Joey Graham, Chauncey Billups, Arron Afflalo, Kenyon Martin, Carmelo Anthony","Graham, Billups, Afflalo, Martin, Anthony",101121-1497-201167-2030-2546,DEN,233.0,1,4.0,1.0,8.0,9.0,,5.0,2.0,17.0,2.0,,2.0,5.0,1.0,10.0,9.0,1.0,,2.0,,,,1.0,1.0,,1.0,3.0,1.0,4.0,,3.0,,1.0,3.0,1.0,,,2.0,4.0,1.0,,,,1.0,0.75,1.0,,0.2,,,,0.5,1.0,0.75,0.5,,,,105.06437768240343,12.625,14.666666666666666,12.0,14.11111111111111,0.3333333333333333,0.3333333333333333,,0.5,0.5079333333333333,0.3731,,,,0.2,,9.32,,,8.0,,1.0,,,1.0,2.0,3.0,,4.0,2.0,2.0,3.0,1.0,7.0,,0.6666666666666666,0.6666666666666666,0.6,,0.75,,1.0,0.5,0.5,1.0,0.16666666666666666,,,1.0,1.0,,1.0,1.0,1.0,2.0,,2.0,0.16666666666666666,,0.6666666666666666,,0.16666666666666666,24.6,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2010,2009-10,True
101121-1497-201167-2403-2747,1610612743,"Joey Graham, Chauncey Billups, Arron Afflalo, Nene, JR Smith","Graham, Billups, Afflalo, Nene, Smith",101121-1497-201167-2403-2747,DEN,20.0,1,,,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,1.0,,,,,,,1.0,,,,,,,1.0,,,,,,,,,72.0,19.0,,19.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2010,2009-10,True
101121-1497-201951-2030-2546,1610612743,"Joey Graham, Chauncey Billups, Ty Lawson, Kenyon Martin, Carmelo Anthony","Graham, Billups, Lawson, Martin, Anthony",101121-1497-201951-2030-2546,DEN,318.0,1,5.0,-5.0,11.0,10.0,9.0,9.0,2.0,21.0,1.0,1.0,1.0,3.0,6.0,8.0,13.0,1.0,2.0,2.0,2.0,6.0,8.0,,1.0,,,2.0,2.0,4.0,2.0,3.0,,,5.0,,4.0,,5.0,4.0,8.0,2.0,8.0,9.0,1.0,0.4375,0.5,0.5833333333333334,,,0.4,,0.5,,0.3333333333333333,0.5,,,,95.09433962264151,16.272727272727273,13.9,14.454545454545455,13.4,0.2,0.2,0.3333333333333333,0.6,0.5015799999999999,0.4083,0.5031,0.2857142857142857,0.4,0.25,1.0,8.933333333333334,0.8181818181818182,1.0,6.0,1.0,1.0,1.0,,1.0,,1.0,1.0,2.0,,1.0,1.0,1.0,2.0,,1.0,1.0,0.3333333333333333,0.5,0.2,0.3333333333333333,,1.0,1.0,1.0,0.2,,,,,1.0,2.0,2.0,2.0,2.0,,,0.4,,0.4,,0.4,24.4,,,,,,,,,,2.0,2.0,1.0,1.0,1.0,,,,,,,1.0,0.5,,,,,,,2.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2010,2009-10,True
101121-1497-201951-2546-2747,1610612743,"Joey Graham, Chauncey Billups, Ty Lawson, Carmelo Anthony, JR Smith","Graham, Billups, Lawson, Anthony, Smith",101121-1497-201951-2546-2747,DEN,10.0,1,,,1.0,1.0,1.0,1.0,,2.0,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,1.0,,,,,288.0,2.0,8.0,2.0,8.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2010,2009-10,True
101121-1497-2030-2546-2747,1610612743,"Joey Graham, Chauncey Billups, Kenyon Martin, Carmelo Anthony, JR Smith","Graham, Billups, Martin, Anthony, Smith",101121-1497-2030-2546-2747,DEN,304.0,1,5.0,2.0,13.0,12.0,13.0,7.0,2.0,25.0,2.0,2.0,5.0,8.0,6.0,12.0,10.0,2.0,,2.0,8.0,6.0,12.0,1.0,1.0,,4.0,8.0,2.0,10.0,1.0,,,,1.0,,1.0,3.0,3.0,6.0,11.0,5.0,12.0,13.0,,0.42857142857142855,0.5,0.42857142857142855,0.125,,1.0,,0.2,1.0,0.8571428571428571,0.3333333333333333,,0.25,,118.42105263157896,15.692307692307692,8.333333333333334,15.153846153846153,8.25,0.2222222222222222,0.5555555555555556,0.2222222222222222,0.3333333333333333,0.44228333333333336,0.4983,0.44228333333333336,0.38461538461538464,0.4166666666666667,0.16666666666666666,1.0,13.5625,1.0,1.0,10.0,1.0,2.0,2.0,,1.0,1.0,3.0,3.0,4.0,2.0,2.0,2.0,1.0,4.0,1.0,0.6666666666666666,1.0,0.375,0.375,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,0.5,0.1111111111111111,,,0.2,0.2,1.0,1.0,1.0,1.0,2.0,2.0,,0.1111111111111111,1.0,0.6666666666666666,,0.1111111111111111,25.2,,,1.0,,,,,1.0,,,,,,,,,,0.5,0.5,1.0,,0.6666666666666666,,1.0,,,,,1.0,1.0,1.0,1.0,,,1.0,1.0,0.1111111111111111,1.0,1.0,2.0,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2010,2009-10,True
101121-201167-201951-2365-2546,1610612743,"Joey Graham, Arron Afflalo, Ty Lawson, Chris Andersen, Carmelo Anthony","Graham, Afflalo, Lawson, Andersen, Anthony",101121-201167-201951-2365-2546,DEN,198.0,1,3.0,-5.0,7.0,7.0,,,,14.0,2.0,,,3.0,,4.0,9.0,,,,,,,,,,,2.0,,2.0,,2.0,,,2.0,,,,1.0,2.0,,,,,,0.4,,,,,,,,,1.0,,,,,101.81818181818183,16.285714285714285,12.0,16.285714285714285,12.0,0.4,,,0.8,0.52614,,,,,,,2.733333333333333,,,4.0,,2.0,,,1.0,,2.0,,2.0,2.0,1.0,1.0,1.0,2.0,,0.5,0.5,0.6666666666666666,,0.4,,,1.0,1.0,0.5,0.2,,,,,,2.0,2.0,2.0,2.0,,1.0,0.4,,1.0,,0.4,25.45,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2010,2009-10,True
