EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,3SecondViolations,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Arc3PctBlocked,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,FTOffRebounds,Technical Free Throw Trips,Blocked3s,BlockedArc3,BlockedLongMidRange,OffFTReboundPct,Defensive 3 Seconds Violations,Offensive Fouls Drawn,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,SecondChanceArc3PctAssisted,ThreePtShootingFoulsDrawn,SecondChanceAtRimPctAssisted,ThreePtShootingFoulsDrawnPct,SecondChanceCorner3FGM,3pt And 1 Free Throw Trips,BlockedCorner3,LongMidRangePctBlocked,Corner3PctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,HeaveMakes,DefensiveGoaltends,OffensiveGoaltends,Clear Path Fouls,team_id,year,season,team_vs
101115-1885-1897-200769-200770,1610612747,"Andrew Bynum, Lamar Odom, Metta World Peace, Shannon Brown, Jordan Farmar","Bynum, Odom, World Peace, Brown, Farmar",101115-1885-1897-200769-200770,LAL,4823.0,26,80.0,16.0,153.0,147.0,40.0,22.0,20.0,300.0,22.0,48.0,3.0,9.0,3.0,14.0,13.0,35.0,9.0,28.0,6.0,11.0,1.0,1.0,4.0,20.0,1.0,3.0,4.0,6.0,44.0,111.0,10.0,31.0,24.0,142.0,126.0,5.0,16.0,1.0,3.0,3.0,16.0,9.0,29.0,5.0,7.0,7.0,40.0,40.0,48.0,21.0,9.0,6.0,1.0,19.0,4.0,14.0,1.0,20.0,7.0,27.0,2.0,5.0,13.0,4.0,3.0,61.0,4.0,20.0,20.0,47.0,2.0,69.0,24.0,93.0,2.0,8.0,3.0,5.0,5.0,1.0,2.0,15.0,1.0,3.0,1.0,4.0,20.0,3.0,3.0,10.0,30.0,3.0,4.0,27.0,2.0,33.0,3.0,15.0,3.0,9.0,6.0,3.0,9.0,5.0,1.0,126.0,40.0,40.0,1.0,3.0,0.45454545454545453,0.4878048780487805,0.7,0.3225806451612903,0.3333333333333333,0.7142857142857143,0.3333333333333333,0.3963963963963964,0.3125,0.3103448275862069,0.4154929577464789,0.34210526315789475,0.4583333333333333,0.45222929936305734,0.36363636363636365,0.47619047619047616,0.21830985915492956,0.03225806451612903,0.12612612612612611,0.22916666666666666,0.08571428571428572,0.05,0.25,1.0,0.7121212121212122,0.30303030303030304,0.9523809523809523,0.21052631578947367,0.7701149425287356,0.2823529411764706,0.46153846153846156,0.23809523809523808,0.15789473684210525,0.21428571428571427,0.2,0.5,0.6666666666666666,0.8484848484848485,1.0,0.8,0.028169014084507043,89.57080655193862,0.5555555555555556,16.176470588235293,15.97278911564626,15.437908496732026,15.27891156462585,0.3380281690140845,0.4583333333333333,0.5945945945945946,0.5909090909090909,0.24647887323943662,0.37142857142857144,0.40625,0.3076923076923077,0.19718309859154928,0.32142857142857145,0.32142857142857145,0.3333333333333333,0.07746478873239436,0.5454545454545454,0.5454545454545454,0.8333333333333334,0.14084507042253522,0.2,0.21052631578947367,0.5,0.47368421052631576,0.3333333333333333,0.15789473684210525,0.3333333333333333,0.3888888888888889,0.21428571428571427,0.027777777777777776,1.0,0.16666666666666666,0.6666666666666666,0.5563380281690141,0.21052631578947367,0.49144539007092203,0.5023166666666666,0.49733333333333335,0.09740259740259741,0.12195121951219512,0.11267605633802817,0.28169014084507044,7.6441441441441444,26.351612903225806,0.26143790849673204,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2010,2009-10,False
101115-1885-1897-200769-2756,1610612747,"Andrew Bynum, Lamar Odom, Metta World Peace, Shannon Brown, Sasha Vujacic","Bynum, Odom, World Peace, Brown, Vujacic",101115-1885-1897-200769-2756,LAL,511.0,3,9.0,-5.0,18.0,16.0,9.0,8.0,3.0,34.0,3.0,3.0,1.0,1.0,1.0,1.0,4.0,5.0,,2.0,,1.0,,1.0,,4.0,,,,1.0,7.0,10.0,,5.0,5.0,19.0,24.0,2.0,2.0,,,1.0,5.0,4.0,5.0,,2.0,1.0,9.0,2.0,12.0,,,4.0,,4.0,,,,1.0,,1.0,,,1.0,,,2.0,1.0,2.0,1.0,4.0,,5.0,4.0,9.0,,,,,,,,3.0,,,,1.0,3.0,1.0,2.0,,4.0,,2.0,5.0,,10.0,1.0,2.0,3.0,2.0,1.0,,3.0,2.0,,14.0,9.0,9.0,2.0,3.0,0.14285714285714285,0.2,,,,,,0.7,1.0,0.8,0.4666666666666667,1.0,0.5714285714285714,0.47368421052631576,0.8333333333333334,0.45,0.3333333333333333,,,,,,,,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.2,0.5555555555555556,0.375,,1.0,0.5,,1.0,0.6666666666666666,,0.6666666666666666,0.5,,,95.81213307240704,0.6666666666666666,17.27777777777778,12.5,16.333333333333332,11.0625,0.2,1.0,1.0,0.3333333333333333,0.3333333333333333,0.8,0.8,,0.13333333333333333,,,,0.06666666666666667,,,,0.26666666666666666,,,,0.5,1.0,,,0.14285714285714285,1.0,0.14285714285714285,,0.14285714285714285,,0.5333333333333333,,0.48152333333333336,0.6168,0.49589285714285714,0.125,0.18181818181818182,0.2631578947368421,0.47368421052631576,7.85,25.2,0.5,1.0,1.0,1.0,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,1610612747,2010,2009-10,False
101115-1885-1897-200769-965,1610612747,"Andrew Bynum, Lamar Odom, Metta World Peace, Shannon Brown, Derek Fisher","Bynum, Odom, World Peace, Brown, Fisher",101115-1885-1897-200769-965,LAL,1347.0,13,22.0,-1.0,42.0,47.0,19.0,27.0,3.0,89.0,10.0,21.0,4.0,4.0,5.0,9.0,2.0,5.0,,4.0,1.0,1.0,1.0,1.0,2.0,7.0,,,1.0,3.0,12.0,30.0,3.0,8.0,8.0,41.0,42.0,4.0,4.0,,,,8.0,7.0,14.0,2.0,4.0,3.0,23.0,10.0,14.0,9.0,,8.0,,7.0,2.0,2.0,,5.0,3.0,8.0,2.0,1.0,4.0,1.0,,19.0,,4.0,2.0,13.0,1.0,16.0,4.0,20.0,2.0,7.0,2.0,5.0,2.0,1.0,1.0,2.0,,1.0,,,4.0,,1.0,6.0,11.0,,1.0,11.0,,12.0,2.0,6.0,1.0,,,,,,,33.0,23.0,19.0,2.0,1.0,0.4166666666666667,0.625,1.0,0.375,,0.5,0.375,0.4,1.0,0.5,0.4342105263157895,1.0,0.5555555555555556,0.47674418604651164,1.0,0.5476190476190477,0.21052631578947367,,0.06666666666666667,0.09523809523809523,,,0.5,1.0,1.0,0.2222222222222222,0.4,,0.8333333333333334,0.18181818181818182,0.2727272727272727,0.3333333333333333,,,,1.0,1.0,1.0,0.25,1.0,0.1,95.14476614699332,,14.547619047619047,15.659574468085106,14.5,15.297872340425531,0.5526315789473685,0.47619047619047616,0.5263157894736842,0.4,0.13157894736842105,0.4,0.4,0.5,0.10526315789473684,,,,0.02631578947368421,1.0,1.0,1.0,0.18421052631578946,0.2857142857142857,0.2857142857142857,1.0,1.0,1.0,,,0.5,0.5555555555555556,0.05555555555555555,1.0,0.16666666666666666,0.3333333333333333,0.7631578947368421,0.2857142857142857,0.5319986842105263,0.5767,0.5159833333333332,0.14285714285714285,0.17647058823529413,0.1951219512195122,0.5609756097560976,3.9133333333333336,25.9625,0.4523809523809524,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1610612747,2010,2009-10,False
101115-1885-1897-200769-977,1610612747,"Andrew Bynum, Lamar Odom, Metta World Peace, Shannon Brown, Kobe Bryant","Bynum, Odom, World Peace, Brown, Bryant",101115-1885-1897-200769-977,LAL,1416.0,8,24.0,8.0,43.0,47.0,26.0,19.0,6.0,90.0,9.0,15.0,2.0,4.0,3.0,7.0,4.0,10.0,4.0,6.0,1.0,2.0,,1.0,2.0,6.0,,1.0,1.0,5.0,17.0,31.0,3.0,8.0,2.0,45.0,37.0,2.0,5.0,,1.0,,4.0,10.0,17.0,1.0,6.0,1.0,24.0,16.0,18.0,6.0,3.0,4.0,,6.0,2.0,2.0,,8.0,2.0,10.0,1.0,1.0,4.0,3.0,1.0,22.0,1.0,6.0,6.0,16.0,1.0,23.0,7.0,30.0,,3.0,2.0,1.0,3.0,,1.0,5.0,,2.0,1.0,,8.0,1.0,6.0,8.0,12.0,1.0,1.0,6.0,1.0,5.0,1.0,3.0,,2.0,2.0,,2.0,2.0,1.0,41.0,24.0,26.0,1.0,,0.47058823529411764,0.5333333333333333,0.6666666666666666,0.375,,0.16666666666666666,0.375,0.5483870967741935,0.4,0.5882352941176471,0.5512820512820513,0.3333333333333333,0.5,0.5487804878048781,0.3333333333333333,0.5,0.20512820512820512,,0.06451612903225806,0.13333333333333333,,,0.375,1.0,0.8,0.42857142857142855,0.8571428571428571,0.2,0.8148148148148148,0.3684210526315789,0.8333333333333334,0.16666666666666666,,,1.0,0.6666666666666666,1.0,0.7777777777777778,0.75,1.0,,91.52542372881355,1.0,14.651162790697674,16.72340425531915,13.279069767441861,15.914893617021276,0.38461538461538464,0.6,0.6923076923076923,0.4444444444444444,0.2564102564102564,0.4,0.4,0.75,0.15384615384615385,0.6666666666666666,0.6666666666666666,0.25,0.05128205128205128,0.5,0.5,1.0,0.15384615384615385,0.3333333333333333,0.3333333333333333,0.5,0.6666666666666666,0.5,0.16666666666666666,,0.30434782608695654,0.42857142857142855,0.043478260869565216,,0.21739130434782608,0.2,0.5897435897435898,0.3333333333333333,0.4904358974358974,0.50279,0.4575847826086957,0.07317073170731707,0.09090909090909091,0.08888888888888889,0.5333333333333333,7.061290322580645,25.7875,0.6046511627906976,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1610612747,2010,2009-10,False
101115-1885-1897-200770-2200,1610612747,"Andrew Bynum, Lamar Odom, Metta World Peace, Jordan Farmar, Pau Gasol","Bynum, Odom, World Peace, Farmar, Gasol",101115-1885-1897-200770-2200,LAL,175.0,1,3.0,-2.0,6.0,5.0,,,,11.0,1.0,1.0,,,,,1.0,1.0,,,,1.0,,,,,,,,,2.0,2.0,,1.0,2.0,6.0,8.0,,,,,,,,,,,,,2.0,2.0,,,,,,,,,1.0,,1.0,,,,1.0,,2.0,,,1.0,,,1.0,,1.0,,,,,1.0,,1.0,1.0,,,,,2.0,,,,1.0,,1.0,1.0,,2.0,,1.0,,1.0,,1.0,1.0,,,6.0,,,,,0.5,0.5,,,,,,1.0,,,0.6666666666666666,,,0.75,,,0.3333333333333333,,,,,,0.5,,,,1.0,,0.5,,,,,,,,,,,1.0,,90.51428571428572,,15.5,16.4,15.5,15.8,0.3333333333333333,1.0,1.0,,0.3333333333333333,1.0,1.0,1.0,,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,0.6666666666666666,,0.5287000000000001,,,0.25,0.3333333333333333,,,2.25,23.8,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2010,2009-10,False
101115-1885-1897-200770-2756,1610612747,"Andrew Bynum, Lamar Odom, Metta World Peace, Jordan Farmar, Sasha Vujacic","Bynum, Odom, World Peace, Farmar, Vujacic",101115-1885-1897-200770-2756,LAL,806.0,6,13.0,,26.0,25.0,3.0,3.0,2.0,51.0,2.0,4.0,1.0,1.0,,,1.0,6.0,2.0,4.0,1.0,2.0,,,2.0,6.0,,,,1.0,5.0,14.0,3.0,8.0,4.0,23.0,23.0,2.0,2.0,,,,4.0,1.0,2.0,,1.0,,2.0,4.0,6.0,6.0,3.0,4.0,,6.0,2.0,,,2.0,2.0,4.0,1.0,1.0,1.0,,1.0,10.0,2.0,1.0,2.0,7.0,1.0,10.0,3.0,13.0,,2.0,1.0,1.0,2.0,,2.0,1.0,,,,,3.0,,,4.0,5.0,,1.0,7.0,1.0,6.0,,3.0,,,,,,,,19.0,2.0,3.0,,,0.4,0.6666666666666666,0.6666666666666666,0.375,,,0.375,0.35714285714285715,1.0,0.5,0.4318181818181818,1.0,0.3333333333333333,0.46,1.0,0.3333333333333333,0.36363636363636365,,,,,,0.6666666666666666,1.0,0.7,0.1111111111111111,1.0,0.4,0.75,0.21428571428571427,0.5,,,0.25,1.0,0.5,0.6666666666666666,0.8,1.0,,,91.1166253101737,,15.692307692307692,15.92,15.692307692307692,15.44,0.18181818181818182,0.5,0.5,0.5,0.2727272727272727,0.16666666666666666,0.16666666666666666,,0.18181818181818182,0.5,0.5,0.5,0.09090909090909091,0.5,0.5,1.0,0.2727272727272727,0.3333333333333333,0.3333333333333333,0.5,0.5,1.0,,,,,,,0.3333333333333333,,0.5454545454545454,0.3333333333333333,0.4627681818181818,0.5686,0.37903333333333333,0.12,0.17647058823529413,0.17391304347826086,0.08695652173913043,8.828571428571427,24.75,0.11538461538461539,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1610612747,2010,2009-10,False
101115-1885-1897-200770-977,1610612747,"Andrew Bynum, Lamar Odom, Metta World Peace, Jordan Farmar, Kobe Bryant","Bynum, Odom, World Peace, Farmar, Bryant",101115-1885-1897-200770-977,LAL,3527.0,26,59.0,34.0,114.0,112.0,85.0,19.0,15.0,226.0,21.0,38.0,2.0,9.0,16.0,30.0,12.0,21.0,3.0,15.0,1.0,8.0,1.0,7.0,9.0,22.0,3.0,3.0,6.0,17.0,36.0,74.0,10.0,30.0,32.0,134.0,100.0,3.0,13.0,3.0,4.0,3.0,18.0,28.0,60.0,7.0,24.0,24.0,101.0,32.0,40.0,24.0,6.0,4.0,1.0,21.0,9.0,5.0,,16.0,8.0,24.0,7.0,1.0,10.0,4.0,2.0,56.0,8.0,11.0,12.0,38.0,2.0,52.0,19.0,71.0,1.0,8.0,8.0,,8.0,1.0,4.0,7.0,1.0,4.0,,2.0,15.0,,9.0,7.0,19.0,2.0,2.0,29.0,1.0,39.0,4.0,13.0,8.0,4.0,2.0,1.0,4.0,3.0,1.0,116.0,101.0,85.0,1.0,7.0,0.4444444444444444,0.47058823529411764,0.8,0.3333333333333333,0.75,0.2916666666666667,0.3448275862068966,0.4864864864864865,0.23076923076923078,0.4666666666666667,0.49038461538461536,0.4411764705882353,0.4583333333333333,0.5495867768595041,0.47368421052631576,0.5154639175257731,0.28846153846153844,,0.06756756756756757,0.13157894736842105,,,0.5333333333333333,1.0,0.7307692307692307,0.3142857142857143,0.75,0.42105263157894735,0.7352941176470589,0.35185185185185186,0.4375,0.3333333333333333,0.1,0.3333333333333333,0.5714285714285714,0.6666666666666666,0.7857142857142857,0.7307692307692307,0.7142857142857143,1.0,0.02040816326530612,92.27105188545507,0.75,14.412280701754385,16.821428571428573,13.631578947368421,15.955357142857142,0.36538461538461536,0.5526315789473685,0.6363636363636364,0.47619047619047616,0.20192307692307693,0.5714285714285714,0.5714285714285714,0.3333333333333333,0.14423076923076922,0.2,0.2,0.6666666666666666,0.07692307692307693,0.125,0.125,1.0,0.21153846153846154,0.4090909090909091,0.4090909090909091,0.7777777777777778,0.5294117647058824,0.2222222222222222,0.17647058823529413,1.0,0.35714285714285715,0.5333333333333333,0.08333333333333333,0.14285714285714285,0.20238095238095238,0.35294117647058826,0.6538461538461539,0.42857142857142855,0.4998373786407767,0.47027083333333336,0.49519642857142854,0.11504424778761062,0.1566265060240964,0.13432835820895522,0.753731343283582,6.312162162162163,26.029999999999998,0.7456140350877193,,1.0,,,1.0,,,1.0,1.0,0.058823529411764705,1.0,,,,,,,,,,,,,,,1610612747,2010,2009-10,False
101115-1885-1897-2200-965,1610612747,"Andrew Bynum, Lamar Odom, Metta World Peace, Pau Gasol, Derek Fisher","Bynum, Odom, World Peace, Gasol, Fisher",101115-1885-1897-2200-965,LAL,296.0,1,5.0,-3.0,8.0,8.0,,,2.0,16.0,3.0,5.0,1.0,2.0,,,,1.0,,1.0,,,,,,1.0,,,,,3.0,7.0,,1.0,3.0,9.0,12.0,1.0,2.0,,,,2.0,,,,,,,2.0,4.0,,,2.0,,1.0,,,,1.0,,1.0,,,1.0,,,2.0,,2.0,,2.0,,2.0,2.0,4.0,,,,,,,,,,,,,,,,,1.0,1.0,,2.0,,5.0,,2.0,,,,,,,,7.0,,,,,0.3333333333333333,0.5,,,,,,0.42857142857142855,0.5,,0.375,0.5,,0.4,0.5,,0.125,,,,,,,,1.0,0.5,,,1.0,0.4,0.5,,1.0,,,,,1.0,,,,77.83783783783784,,21.125,15.875,20.625,15.875,0.625,0.6,0.6,0.3333333333333333,0.125,,,,0.125,,,,,,,,0.125,,,,1.0,0.5,,,,,,,,,0.75,,0.5299125,0.55915,,0.2,0.2222222222222222,0.2222222222222222,,4.228571428571429,24.6,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2010,2009-10,False
101115-1885-1897-2756-965,1610612747,"Andrew Bynum, Lamar Odom, Metta World Peace, Sasha Vujacic, Derek Fisher","Bynum, Odom, World Peace, Vujacic, Fisher",101115-1885-1897-2756-965,LAL,412.0,4,7.0,8.0,14.0,11.0,4.0,8.0,2.0,25.0,4.0,5.0,1.0,1.0,1.0,1.0,,1.0,,1.0,,1.0,,,1.0,4.0,,1.0,,1.0,4.0,7.0,1.0,5.0,7.0,18.0,10.0,1.0,1.0,,1.0,2.0,4.0,1.0,2.0,,1.0,5.0,7.0,6.0,2.0,3.0,,,,4.0,1.0,,,3.0,1.0,4.0,1.0,,3.0,,,9.0,1.0,2.0,,6.0,,6.0,3.0,9.0,,,,,,,,2.0,,,,1.0,2.0,,,,4.0,1.0,1.0,4.0,1.0,7.0,,1.0,1.0,,,,,,,14.0,7.0,4.0,1.0,1.0,0.75,0.75,1.0,0.2,,,0.2,0.5714285714285714,1.0,0.5,0.4583333333333333,0.5,0.3333333333333333,0.6,0.6666666666666666,0.7,0.4166666666666667,,,,,,,,0.8571428571428571,0.6666666666666666,,0.25,0.75,0.42857142857142855,,1.0,1.0,0.3333333333333333,,1.0,1.0,,,,,87.37864077669903,,15.785714285714286,17.363636363636363,13.785714285714286,14.636363636363637,0.4166666666666667,0.8,0.8,0.75,0.08333333333333333,,,,0.08333333333333333,,,,0.08333333333333333,,,,0.3333333333333333,0.25,0.25,1.0,0.5,1.0,0.5,,0.3333333333333333,1.0,,,0.3333333333333333,,0.8333333333333334,0.25,0.5737625000000001,0.626925,0.5184833333333333,0.14285714285714285,0.125,0.2222222222222222,0.3888888888888889,3.642857142857143,24.02,0.2857142857142857,,,,,,,,,,,,1.0,1.0,0.16666666666666666,,,,,,,,,,,,1610612747,2010,2009-10,False
101115-1885-1897-2756-977,1610612747,"Andrew Bynum, Lamar Odom, Metta World Peace, Sasha Vujacic, Kobe Bryant","Bynum, Odom, World Peace, Vujacic, Bryant",101115-1885-1897-2756-977,LAL,69.0,1,1.0,-4.0,2.0,3.0,2.0,3.0,,5.0,,1.0,,,,1.0,,,,1.0,,,,,,,,,,,,2.0,,,,,4.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,2.0,3.0,,,,,,,,,1.0,1.0,,1.0,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,104.34782608695653,,22.0,8.333333333333334,22.0,7.333333333333333,0.5,,,,,,,,0.5,,,,,,,,,,,,,,,,0.5,,,,,,0.5,,0.43315,,0.43315,,,,,9.8,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2010,2009-10,False
