EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,OffPoss,DefPoss,PenaltyOffPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGA,FG2M,FG2A,Points,OpponentPoints,SecondChanceFG2A,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsAssisted2s,TwoPtAssists,Assists,AtRimAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Fouls,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefCorner3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,PlusMinus,PenaltyDefPoss,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,Arc3FGM,Arc3FGA,FG3M,FG3A,SecondChanceFG2M,SecondChancePoints,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG3APct,OffAtRimReboundPct,OffShortMidRangeReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,NonHeaveArc3Accuracy,SecondChancePointsPct,Avg3ptShotDistance,LongMidRangeFGM,Corner3FGA,SecondChanceCorner3FGA,SecondChanceFG3A,PtsPutbacks,ShortMidRangeAssists,LongMidRangeAssists,LiveBallTurnovers,BadPassTurnovers,Turnovers,ShootingFouls,FoulsDrawn,Offensive Fouls Drawn,LiveBallTurnoverPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,ShortMidRangePctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,SecondChanceCorner3Frequency,Steals,BadPassSteals,FtPoints,PenaltyFtPoints,FTDefRebounds,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedLongMidRange,Blocks,RecoveredBlocks,NonShootingPenaltyNonTakeFoulsDrawn,DefFTReboundPct,BlocksRecoveredPct,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Corner3FGM,PenaltyCorner3FGM,PenaltyCorner3FGA,PenaltyFG3M,PenaltyFG3A,Corner3Assists,PenaltyFg3Pct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3FGM,PenaltyArc3FGA,LostBallSteals,Loose Ball Fouls,Loose Ball Fouls Drawn,NonShootingPenaltyNonTakeFouls,PenaltyArc3Frequency,PenaltyArc3Accuracy,SecondChanceFtPoints,OffThreePtRebounds,OffThreePtReboundPct,OffArc3ReboundPct,Clear Path Fouls,Fg2aBlocked,BlockedAtRim,FG2APctBlocked,ShortMidRangePctBlocked,LostBallTurnovers,SecondChanceArc3FGA,SelfOReb,StepOutOfBoundsTurnovers,OffCorner3ReboundPct,SelfORebPct,SecondChanceArc3Frequency,Travels,SecondChanceTurnovers,Offensive Fouls,2pt And 1 Free Throw Trips,PenaltyTurnovers,LostBallOutOfBoundsTurnovers,AtRimPctBlocked,BlockedShortMidRange,PtsUnassisted3s,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Technical Free Throw Trips,DefensiveGoaltends,SecondChanceAtRimPctAssisted,HeaveAttempts,3SecondViolations,Defensive 3 Seconds Violations,FTOffRebounds,OffFTReboundPct,LongMidRangePctBlocked,HeaveMakes,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,SecondChanceCorner3FGM,Fg3aBlocked,3pt And 1 Free Throw Trips,Blocked3s,BlockedArc3,BlockedCorner3,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,OffensiveGoaltends,team_id,year,season,team_vs
101215-101236-2203-2449-2755,1610612745,"Will Conroy, Chuck Hayes, Shane Battier, Luis Scola, Kevin Martin","Conroy, Hayes, Battier, Scola, Martin",101215-101236-2203-2449-2755,HOU,109.0,1,2.0,3.0,3.0,3.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,2.0,2.0,1.0,1.0,4.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,2.0,3.0,1.0,1.0,0.25,0.25,0.25,0.25,0.25,0.25,1.0,0.3333333333333333,1.0,1.0,0.3333333333333333,0.5,1.0,1.0,79.26605504587155,17.0,19.333333333333332,13.333333333333334,19.333333333333332,0.25,1.0,1.0,1.0,0.25,0.5,0.25,1.0,0.25,0.47965,0.4987,0.47965,1.0,9.925,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2010,2009-10,True
101215-201166-201171-201978-2431,1610612745,"Will Conroy, Aaron Brooks, Carl Landry, Chase Budinger, David Andersen","Conroy, Brooks, Landry, Budinger, Andersen",101215-201166-201171-201978-2431,HOU,176.0,1,3.0,6.0,5.0,,2.0,11.0,1.0,2.0,,,2.0,2.0,2.0,6.0,7.0,9.0,2.0,,,,,,1.0,,3.0,2.0,,1.0,1.0,2.0,3.0,,3.0,,,,,0.3333333333333333,,0.4375,,0.4375,,0.3333333333333333,0.5,,0.3333333333333333,0.4,,0.5,,90.0,16.833333333333332,15.0,14.333333333333334,14.8,0.25,0.5,0.5,,0.25,0.25,,,0.5,0.4764,0.4815,,,9.916666666666666,,-2.0,5.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,4.0,4.0,3.0,2.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.25,1.0,1.0,0.5,0.5,0.25,0.5,0.5,1.0,0.5,1.0,0.5,0.5714285714285714,24.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2010,2009-10,True
101215-201171-201978-2203-2431,1610612745,"Will Conroy, Carl Landry, Chase Budinger, Shane Battier, David Andersen","Conroy, Landry, Budinger, Battier, Andersen",101215-201171-201978-2203-2431,HOU,451.0,2,8.0,13.0,14.0,,3.0,27.0,3.0,4.0,,,1.0,6.0,6.0,11.0,15.0,8.0,3.0,,,,4.0,2.0,3.0,,7.0,4.0,2.0,5.0,7.0,4.0,11.0,3.0,11.0,,,0.3333333333333333,0.4,0.5454545454545454,,0.46875,,0.46875,,1.0,0.8,0.6666666666666666,0.875,0.4444444444444444,0.75,1.0,,86.20842572062084,17.384615384615383,16.071428571428573,15.153846153846153,14.428571428571429,0.25,0.75,0.75,,0.0625,0.375,,,0.5625,0.512534375,0.54235,,,10.527272727272727,,7.0,,2.0,2.0,1.0,1.0,3.0,1.0,5.0,2.0,4.0,8.0,3.0,3.0,1.0,1.0,1.0,1.0,0.2,0.2,0.6666666666666666,0.5,0.5,0.3125,1.0,,1.0,1.0,0.1875,0.3333333333333333,0.3333333333333333,1.0,0.5,1.0,0.3333333333333333,0.26666666666666666,24.46,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,0.3333333333333333,0.3333333333333333,0.5,0.125,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2010,2009-10,True
101215-201171-201978-2203-2772,1610612745,"Will Conroy, Carl Landry, Chase Budinger, Shane Battier, Trevor Ariza","Conroy, Landry, Budinger, Battier, Ariza",101215-201171-201978-2203-2772,HOU,33.0,1,1.0,,1.0,,,1.0,,1.0,,,,,,1.0,,,,,,,,,,,,1.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,1.0,,,1.0,,,,43.63636363636363,,13.0,,13.0,1.0,,,,,,,,1.0,0.5573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2010,2009-10,True
101215-201171-201978-2431-2772,1610612745,"Will Conroy, Carl Landry, Chase Budinger, David Andersen, Trevor Ariza","Conroy, Landry, Budinger, Andersen, Ariza",101215-201171-201978-2431-2772,HOU,203.0,2,3.0,8.0,8.0,2.0,,16.0,2.0,3.0,,,,1.0,2.0,4.0,9.0,5.0,,,,3.0,2.0,1.0,1.0,1.0,2.0,,,1.0,2.0,,2.0,1.0,9.0,3.0,2.0,0.5,0.5,0.5,,0.5,,0.6428571428571429,0.75,0.5,,,0.5,,,,,113.49753694581281,11.625,13.75,11.625,13.125,0.75,0.6666666666666666,0.6666666666666666,0.5,,0.25,,,0.75,0.529475,,,0.3333333333333333,5.3,0.25,4.0,3.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,4.0,1.0,,,0.5,,,,,,,,1.0,1.0,5.0,3.0,1.0,1.0,1.0,6.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2010,2009-10,True
101215-201171-201978-2449-2772,1610612745,"Will Conroy, Carl Landry, Chase Budinger, Luis Scola, Trevor Ariza","Conroy, Landry, Budinger, Scola, Ariza",101215-201171-201978-2449-2772,HOU,201.0,1,3.0,7.0,5.0,5.0,,12.0,1.0,1.0,1.0,1.0,,2.0,3.0,3.0,11.0,2.0,,3.0,3.0,9.0,6.0,3.0,4.0,1.0,9.0,,1.0,3.0,4.0,,4.0,,11.0,9.0,5.0,1.0,1.0,1.0,1.0,1.125,1.125,1.1,1.125,1.0,,1.0,1.0,,,1.0,1.0,85.97014925373134,15.714285714285714,18.2,15.714285714285714,18.2,0.25,1.0,1.0,1.0,,0.5,0.25,1.0,0.5,0.470825,,0.470825,0.8181818181818182,13.666666666666666,0.7142857142857143,9.0,4.0,,,,,,1.0,1.0,,,,3.0,,,1.0,,1.0,1.0,1.0,,,,0.25,,,,,,,,,,,,,25.0,2.0,1.0,,,,,2.0,1.0,1.0,1.0,,2.0,,1.0,,1.0,,,1.0,1.0,1.0,0.25,,,,2.0,,,,,2.0,1.0,,,,,,,,,0.2,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2010,2009-10,True
101215-201595-201978-2431-2567,1610612745,"Will Conroy, Joey Dorsey, Chase Budinger, David Andersen, Brian Cook","Conroy, Dorsey, Budinger, Andersen, Cook",101215-201595-201978-2431-2567,HOU,153.0,1,3.0,7.0,8.0,1.0,,15.0,,,,,1.0,2.0,1.0,3.0,8.0,8.0,,,,3.0,2.0,1.0,3.0,,8.0,,1.0,1.0,2.0,,2.0,1.0,8.0,3.0,1.0,1.0,1.0,0.3333333333333333,,0.5714285714285714,1.5,0.5714285714285714,1.5,0.5,,1.0,0.6666666666666666,,,,,141.1764705882353,10.571428571428571,9.875,10.571428571428571,9.875,,,,,0.14285714285714285,0.2857142857142857,,,0.5714285714285714,0.46871428571428575,,0.399,0.375,14.766666666666666,0.14285714285714285,,8.0,,,,2.0,2.0,2.0,4.0,,,,6.0,2.0,2.0,2.0,2.0,1.0,0.5,0.5,,,,0.5714285714285714,,,,,0.2857142857142857,1.0,1.0,1.0,,,1.0,,24.75,1.0,2.0,,,,,1.0,,,,,1.0,,,1.0,,1.0,,0.5,0.5,1.0,0.2857142857142857,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2010,2009-10,True
101215-201941-201966-201978-2407,1610612745,"Will Conroy, Jordan Hill, Jermaine Taylor, Chase Budinger, Jared Jeffries","Conroy, Hill, Taylor, Budinger, Jeffries",101215-201941-201966-201978-2407,HOU,46.0,1,1.0,2.0,2.0,2.0,1.0,4.0,,,,,,,,,2.0,2.0,,,,2.0,,,,,,,,,,1.0,1.0,,,2.0,2.0,,,,,,,0.3333333333333333,0.3333333333333333,,,,,0.5,,,,125.21739130434781,9.0,14.0,8.0,14.0,,,,,,,,,1.0,0.4551,,0.4551,1.0,,1.0,,2.0,,,,,2.0,,2.0,,2.0,,,2.0,,,,,,,,,1.0,1.0,,,,,1.0,,,,,,,1.0,25.05,,,,,,,,,,,,1.0,,,,,,,,,,,,,,2.0,2.0,,,,2.0,1.0,,,,,,,,,0.3333333333333333,1.0,,,,,2.0,,,,,,,,,2.0,,,,,1.0,,2.0,1.0,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2010,2009-10,True
101215-201978-2203-2407-2431,1610612745,"Will Conroy, Chase Budinger, Shane Battier, Jared Jeffries, David Andersen","Conroy, Budinger, Battier, Jeffries, Andersen",101215-201978-2203-2407-2431,HOU,82.0,1,1.0,2.0,2.0,,1.0,4.0,,,,,,3.0,1.0,3.0,2.0,2.0,1.0,,,,2.0,1.0,1.0,,2.0,1.0,,,,1.0,1.0,1.0,,,,1.0,1.0,0.3333333333333333,,0.3333333333333333,,0.3333333333333333,,,0.5,,,0.5,0.5,,,70.2439024390244,27.5,13.5,21.0,13.5,,,,,,1.0,,,,0.41336666666666666,0.4151,,,18.866666666666667,,,,,,,,,,,1.0,2.0,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,1.0,,1.0,,,,,,1.0,,,,,,,,,,,,0.3333333333333333,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2010,2009-10,True
101215-201978-2203-2407-2449,1610612745,"Will Conroy, Chase Budinger, Shane Battier, Jared Jeffries, Luis Scola","Conroy, Budinger, Battier, Jeffries, Scola",101215-201978-2203-2407-2449,HOU,315.0,2,5.0,12.0,12.0,1.0,,24.0,1.0,1.0,,,3.0,2.0,4.0,6.0,18.0,11.0,,,,2.0,6.0,3.0,5.0,1.0,12.0,,1.0,5.0,7.0,,7.0,3.0,18.0,2.0,1.0,0.75,0.75,0.6666666666666666,,0.875,,0.8181818181818182,1.0,0.8333333333333334,,0.5,0.75,,,1.0,,109.71428571428571,11.25,15.0,11.25,14.666666666666666,0.125,1.0,1.0,1.0,0.375,0.25,,,0.375,0.49375625,,,0.1111111111111111,9.666666666666666,0.08333333333333333,7.0,,,,1.0,2.0,2.0,2.0,2.0,,,2.0,6.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,,,,0.25,,,0.3333333333333333,0.3333333333333333,0.25,1.0,1.0,1.0,,,1.0,,25.6,2.0,,,,,,2.0,1.0,1.0,1.0,1.0,4.0,,1.0,0.6666666666666666,1.0,0.5,,1.0,1.0,1.0,,,1.0,,4.0,2.0,1.0,,,6.0,2.0,1.0,,,,,1.0,1.0,,0.2,0.25,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2010,2009-10,True
