EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGA,SecondChanceAtRimFGA,LongMidRangeFGA,FG2A,OpponentPoints,SecondChanceFG2A,OffTwoPtRebounds,DefThreePtRebounds,DefRebounds,OffRebounds,Rebounds,ShootingFouls,Fouls,FoulsDrawn,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,DefArc3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,LongMidRangeFrequency,SecondChanceAtRimFrequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,Avg2ptShotDistance,PenaltyOffPoss,PenaltyDefPoss,AtRimFGM,PenaltyAtRimFGM,PenaltyAtRimFGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG3M,FG3A,FtPoints,Points,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,ThreePtAssists,Assists,Arc3Assists,AssistPoints,DefTwoPtRebounds,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,DefTwoPtReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,AtRimAccuracy,UnblockedAtRimAccuracy,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg3ptShotDistance,PenaltyOffPossPct,PtsAssisted2s,TwoPtAssists,AtRimAssists,Assisted2sPct,NonPutbacksAssisted2sPct,AtRimPctAssisted,SecondChanceAtRimFGM,ShortMidRangeFGA,LongMidRangeFGM,SecondChanceFG2M,SecondChancePoints,PtsPutbacks,Fg2aBlocked,LongMidRangeAssists,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimAccuracy,SecondChancePointsPct,PtsUnassisted3s,OffThreePtRebounds,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,Offensive Fouls,Blocked2s,BlockedAtRim,Blocks,LiveBallTurnoverPct,OffThreePtReboundPct,OffArc3ReboundPct,ShortMidRangeFGM,SecondChanceFtPoints,FTOffRebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LostBallOutOfBoundsTurnovers,LostBallTurnovers,OffFTReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,SelfORebPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,Corner3Assists,SecondChanceFg3Pct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,SecondChanceCorner3FGA,Offensive Fouls Drawn,BlockedShortMidRange,SecondChanceCorner3Frequency,ShortMidRangeAssists,StepOutOfBoundsTurnovers,Travels,NonShootingPenaltyNonTakeFouls,ShortMidRangePctAssisted,Loose Ball Fouls,Loose Ball Fouls Drawn,Technical Free Throw Trips,LongMidRangePctBlocked,BadPassOutOfBoundsTurnovers,RecoveredBlocks,ShortMidRangePctBlocked,DefAtRimReboundPct,BlocksRecoveredPct,FTDefRebounds,DefFTReboundPct,OffCorner3ReboundPct,DefCorner3ReboundPct,HeaveAttempts,SecondChanceAtRimPctAssisted,BlockedLongMidRange,Defensive 3 Seconds Violations,3SecondViolations,SecondChanceCorner3FGM,ThreePtShootingFoulsDrawn,DefensiveGoaltends,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,ThreePtShootingFoulsDrawnPct,Blocked3s,BlockedCorner3,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,Corner3PctBlocked,Clear Path Fouls,BlockedArc3,3pt And 1 Free Throw Trips,OffensiveGoaltends,team_id,year,season,team_vs
101121-101130-1497-1853-201167,1610612743,"Joey Graham, Johan Petro, Chauncey Billups, Anthony Carter, Arron Afflalo","Graham, Petro, Billups, Carter, Afflalo",101121-101130-1497-1853-201167,DEN,91.0,1,2.0,-3.0,3.0,3.0,1.0,6.0,1.0,1.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.3333333333333333,0.5,1.0,94.94505494505495,17.666666666666668,12.666666666666666,16.666666666666668,10.333333333333334,0.3333333333333333,0.6666666666666666,1.0,0.3333333333333333,0.46856666666666663,0.5818,10.666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2010,2009-10,True
101121-101130-1497-201167-2403,1610612743,"Joey Graham, Johan Petro, Chauncey Billups, Arron Afflalo, Nene","Graham, Petro, Billups, Afflalo, Nene",101121-101130-1497-201167-2403,DEN,157.0,1,3.0,3.0,5.0,5.0,,10.0,2.0,,1.0,3.0,6.0,,,,2.0,,2.0,,,2.0,,,1.0,,,,91.71974522292993,10.4,21.0,10.4,21.0,0.5,0.25,,0.75,0.5995625,,5.533333333333334,5.0,5.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,9.0,2.0,3.0,1.0,1.0,2.0,9.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,3.0,1.0,2.0,9.0,9.0,5.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.875,0.875,0.9,0.9,0.25,1.0,1.0,1.0,1.0,1.0,0.25,1.0,1.0,1.0,0.5,1.0,0.25,1.0,1.0,0.5995625,0.4,0.5,1.0,24.9,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2010,2009-10,True
101121-101130-1497-2365-2747,1610612743,"Joey Graham, Johan Petro, Chauncey Billups, Chris Andersen, JR Smith","Graham, Petro, Billups, Andersen, Smith",101121-101130-1497-2365-2747,DEN,96.0,1,2.0,-2.0,2.0,3.0,,5.0,1.0,,,1.0,6.0,,,,,,,1.0,1.0,2.0,,,,,,,75.0,20.5,18.333333333333332,20.5,18.333333333333332,1.0,,,1.0,0.6025,,,,,1.0,,,,,,,1.0,,,2.0,4.0,,,,,,,,,,,,1.0,,2.0,,2.0,,1.0,4.0,,,,,,,1.0,,1.0,,1.0,,,,,,1.0,1.0,,,,,,,,,,,0.5,0.5,,,,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2010,2009-10,True
101121-101130-1497-2403-2747,1610612743,"Joey Graham, Johan Petro, Chauncey Billups, Nene, JR Smith","Graham, Petro, Billups, Nene, Smith",101121-101130-1497-2403-2747,DEN,144.0,1,2.0,-6.0,6.0,5.0,1.0,11.0,2.0,1.0,3.0,6.0,11.0,1.0,1.0,1.0,1.0,1.0,2.0,,,1.0,0.25,1.0,1.0,0.25,0.5,1.0,110.0,13.0,13.2,12.833333333333334,13.2,0.3333333333333333,0.5,1.0,0.3333333333333333,0.4804833333333333,0.5735,12.166666666666666,6.0,5.0,1.0,1.0,2.0,,,,,2.0,,,1.0,5.0,2.0,6.0,,,1.0,5.0,2.0,,,,,1.0,,2.0,,2.0,,,3.0,5.0,6.0,,,,,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.35714285714285715,0.35714285714285715,,,,,0.5,1.0,,,,,0.3333333333333333,0.5,,,,0.4804833333333333,,,1.0,,1.0,2.0,1.0,,0.5,1.0,,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.16666666666666666,0.5,0.16666666666666666,0.3333333333333333,0.3333333333333333,1.0,1.0,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2010,2009-10,True
101121-101130-1497-2546-2747,1610612743,"Joey Graham, Johan Petro, Chauncey Billups, Carmelo Anthony, JR Smith","Graham, Petro, Billups, Anthony, Smith",101121-101130-1497-2546-2747,DEN,62.0,1,1.0,3.0,3.0,2.0,1.0,5.0,,,,,,,,,,1.0,1.0,,1.0,,,,,1.0,,,116.1290322580645,15.0,8.5,14.0,8.5,,,,1.0,0.325725,,,3.0,2.0,,,,1.0,2.0,1.0,2.0,,1.0,2.0,,3.0,,,1.0,2.0,,3.0,,,2.0,1.0,,,,,,,,,3.0,3.0,3.0,,0.5,0.5,0.5,,,0.75,0.75,0.75,0.75,1.0,,,,,,1.0,0.5,0.5,,,,1.0,0.5,0.5,0.325725,,,1.0,29.75,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2010,2009-10,True
101121-101130-1853-200764-2124,1610612743,"Joey Graham, Johan Petro, Anthony Carter, Renaldo Balkman, Malik Allen","Graham, Petro, Carter, Balkman, Allen",101121-101130-1853-200764-2124,DEN,354.0,1,6.0,11.0,14.0,14.0,2.0,28.0,3.0,2.0,4.0,11.0,6.0,3.0,3.0,3.0,6.0,4.0,10.0,,,4.0,0.42857142857142855,0.75,0.6666666666666666,0.42857142857142855,,0.75,113.89830508474576,12.214285714285714,13.071428571428571,11.714285714285714,11.642857142857142,0.25,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.46921250000000003,0.5578666666666666,9.736363636363636,7.0,,1.0,1.0,2.0,1.0,1.0,,,4.0,1.0,1.0,6.0,17.0,2.0,5.0,,,4.0,8.0,8.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,8.0,,4.0,12.0,8.0,7.0,1.0,1.0,,1.0,0.36363636363636365,0.4,0.4583333333333333,0.4,0.53125,0.5714285714285714,0.08333333333333333,0.6,,0.6,0.3333333333333333,0.5,0.08333333333333333,1.0,1.0,1.0,0.4,0.5,,,1.0,0.52202,0.25,0.26666666666666666,0.47058823529411764,26.1,0.5,,,,,,,1.0,4.0,2.0,2.0,5.0,2.0,1.0,,,,0.6666666666666666,0.6666666666666666,0.625,0.09090909090909091,0.3333333333333333,0.3333333333333333,0.5,0.5,,0.5,0.29411764705882354,,,1.0,,1.0,2.0,,1.0,,,,,0.5,,,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,0.5,0.6666666666666666,0.16666666666666666,0.25,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2010,2009-10,True
101121-101130-1853-201167-2124,1610612743,"Joey Graham, Johan Petro, Anthony Carter, Arron Afflalo, Malik Allen","Graham, Petro, Carter, Afflalo, Allen",101121-101130-1853-201167-2124,DEN,270.0,2,4.0,12.0,9.0,9.0,1.0,18.0,,,3.0,5.0,8.0,,1.0,1.0,1.0,1.0,2.0,,,3.0,1.0,1.0,0.5,1.0,1.0,1.0,96.0,12.555555555555555,17.444444444444443,12.0,16.22222222222222,,0.375,,0.375,0.4256625,0.5421,16.22,5.0,,,,,2.0,2.0,1.0,1.0,4.0,3.0,3.0,3.0,20.0,3.0,3.0,2.0,2.0,1.0,13.0,6.0,9.0,2.0,2.0,3.0,4.0,2.0,11.0,,3.0,1.0,2.0,17.0,13.0,5.0,1.0,1.0,1.0,1.0,0.8,1.0,1.0625,1.2,1.1111111111111112,1.3,0.375,,,,,,0.25,1.0,1.0,1.0,,,0.2,1.0,1.0,0.41702000000000006,0.2222222222222222,0.3333333333333333,0.65,24.46666666666667,0.5555555555555556,2.0,1.0,,0.25,0.25,,,2.0,2.0,,3.0,,,1.0,,,,1.5,1.5,,,0.25,0.6666666666666666,0.6666666666666666,0.5,,0.15,,,1.0,,,1.0,,,,1.0,1.0,1.0,1.0,,,2.0,,,,1.0,1.0,,,1.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.125,1.0,1.0,1.0,1.0,1.0,1.0,0.2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2010,2009-10,True
101121-101130-1853-201167-2747,1610612743,"Joey Graham, Johan Petro, Anthony Carter, Arron Afflalo, JR Smith","Graham, Petro, Carter, Afflalo, Smith",101121-101130-1853-201167-2747,DEN,45.0,1,1.0,4.0,2.0,1.0,,3.0,1.0,,,2.0,,,,,1.0,,1.0,,,,,,1.0,,,,96.0,9.5,26.0,9.5,26.0,0.5,,,0.5,0.49745,,4.05,,,1.0,,,,,,,2.0,,,,4.0,,,,,,,2.0,,,,,1.0,,2.0,1.0,,,,4.0,,,,,,,1.0,,1.0,,1.0,,,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,2.0,1.0,1.0,0.5,0.5,1.0,,1.0,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2010,2009-10,True
101121-101130-1853-201951-2124,1610612743,"Joey Graham, Johan Petro, Anthony Carter, Ty Lawson, Malik Allen","Graham, Petro, Carter, Lawson, Allen",101121-101130-1853-201951-2124,DEN,701.0,2,12.0,-6.0,23.0,24.0,3.0,47.0,,,11.0,11.0,30.0,2.0,1.0,,4.0,3.0,7.0,,2.0,4.0,0.25,,0.6666666666666666,0.25,0.25,,96.54778887303851,14.73913043478261,15.083333333333334,13.91304347826087,14.416666666666666,,0.5,,0.5,0.46904090909090906,0.5472,18.263636363636365,8.0,9.0,,,,2.0,7.0,,2.0,7.0,3.0,11.0,1.0,24.0,2.0,4.0,,3.0,,4.0,10.0,6.0,7.0,2.0,2.0,4.0,1.0,10.0,4.0,2.0,,1.0,22.0,4.0,8.0,0.6666666666666666,0.2727272727272727,,0.2727272727272727,0.6363636363636364,0.5,0.5227272727272727,0.2857142857142857,0.5217391304347826,0.2857142857142857,0.5,0.8,0.5,1.0,,,0.3181818181818182,0.2857142857142857,0.2857142857142857,0.5,,,0.2857142857142857,,0.2857142857142857,0.4573,0.043478260869565216,0.08333333333333333,0.16666666666666666,24.654545454545453,0.34782608695652173,4.0,2.0,,0.2857142857142857,0.2857142857142857,,,,7.0,1.0,2.0,,,2.0,,,0.5,0.3333333333333333,0.3333333333333333,,,,0.6363636363636364,0.6363636363636364,0.2857142857142857,,0.08333333333333333,3.0,2.0,2.0,2.0,1.0,3.0,,1.0,,1.0,,1.0,0.6666666666666666,0.25,0.4,,,,,3.0,1.0,2.0,,,,,,,,,1.0,4.0,,1.0,,,,1.0,1.0,,0.18181818181818182,0.25,0.25,1.0,,,,0.14285714285714285,,1.0,2.0,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2010,2009-10,True
101121-101130-1853-2124-2747,1610612743,"Joey Graham, Johan Petro, Anthony Carter, Malik Allen, JR Smith","Graham, Petro, Carter, Allen, Smith",101121-101130-1853-2124-2747,DEN,599.0,4,10.0,9.0,23.0,25.0,2.0,48.0,6.0,2.0,1.0,11.0,19.0,2.0,,4.0,10.0,2.0,12.0,1.0,3.0,6.0,,1.0,1.0,0.3333333333333333,,1.0,115.39232053422371,11.26086956521739,13.6,11.217391304347826,12.68,0.375,0.0625,1.0,0.6875,0.544915625,,4.972727272727273,9.0,10.0,6.0,2.0,2.0,2.0,4.0,2.0,3.0,7.0,3.0,5.0,5.0,28.0,3.0,4.0,2.0,3.0,2.0,14.0,6.0,9.0,4.0,2.0,3.0,7.0,2.0,17.0,6.0,7.0,1.0,3.0,24.0,14.0,9.0,1.0,0.6,0.6666666666666666,0.6,0.6363636363636364,0.75,0.71875,0.8571428571428571,0.7368421052631579,0.875,0.3125,1.0,1.0,1.0,1.0,1.0,0.25,0.5,0.5,1.0,0.2857142857142857,1.0,0.42857142857142855,0.6666666666666666,0.5,0.5376142857142857,0.16666666666666666,0.23076923076923078,0.5,24.44,0.391304347826087,8.0,4.0,3.0,0.5714285714285714,0.8,0.5,2.0,4.0,,2.0,4.0,4.0,,,1.0,1.0,1.0,1.0,1.0,,,0.25,,,,1.0,0.14285714285714285,,2.0,3.0,2.0,3.0,6.0,,2.0,,,,,0.5,1.0,1.0,1.0,,,,3.0,2.0,1.0,,1.0,,,,,0.25,0.25,1.0,1.0,,,,,,,1.0,,0.0625,1.0,1.0,1.0,,,,,,,1.0,,,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2010,2009-10,True
