EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,PlusMinus,DefPoss,PenaltyDefPoss,TotalPoss,FtPoints,Points,OpponentPoints,PenaltyFtPoints,PenaltyPoints,FoulsDrawn,FTA,NonShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,TsPct,PenaltyTsPct,Pace,SecondsPerPossDef,SecondsExcludingORebsPerPossDef,PenaltyPointsPct,Minutes,OffPoss,SecondChanceOffPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,Arc3FGM,Arc3FGA,FG2M,FG2A,FG3M,FG3A,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,ThreePtAssists,Assists,Arc3Assists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,LostBallSteals,DeadBallTurnovers,Turnovers,Fouls,Offensive Fouls Drawn,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,SecondChanceTsPct,FG3APct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,SecondsPerPossOff,SecondsExcludingORebsPerPossOff,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPoss,PenaltyAtRimFGM,PenaltyAtRimFGA,Corner3FGM,PenaltyCorner3FGM,PenaltyCorner3FGA,PenaltyArc3FGM,PenaltyArc3FGA,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PtsUnassisted3s,Fg2aBlocked,Corner3Assists,OffThreePtRebounds,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,LostBallOutOfBoundsTurnovers,PenaltyTurnovers,ShootingFouls,PenaltyOffPossExcludingTakeFouls,PenaltyFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,FG2APctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,OffThreePtReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,PenaltyShotQualityAvg,PenaltyOffPossPct,SecondChanceFtPoints,LostBallTurnovers,DefensiveGoaltends,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,PtsAssisted2s,TwoPtAssists,AtRimAssists,ShortMidRangeAssists,FTDefRebounds,Travels,SecondChanceTurnovers,Offensive Fouls,2pt And 1 Free Throw Trips,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,SecondChanceFg3Pct,AtRimPctBlocked,DefFTReboundPct,OffShortMidRangeReboundPct,OffCorner3ReboundPct,DefLongMidRangeReboundPct,AtRimPctAssisted,ShortMidRangePctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,Technical Free Throw Trips,LongMidRangeAssists,Loose Ball Fouls Drawn,LongMidRangePctAssisted,SecondChanceCorner3FGA,Loose Ball Fouls,SecondChanceCorner3Frequency,SecondChanceArc3PctAssisted,HeaveAttempts,Fg3aBlocked,SelfOReb,BlockedLongMidRange,Defensive 3 Seconds Violations,FG3APctBlocked,Arc3PctBlocked,SelfORebPct,BadPassOutOfBoundsTurnovers,Blocked3s,BlockedArc3,SecondChanceCorner3FGM,FTOffRebounds,StepOutOfBoundsTurnovers,Charge Fouls,Charge Fouls Drawn,Corner3PctBlocked,OffFTReboundPct,SecondChanceAtRimPctAssisted,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,BlockedCorner3,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,LongMidRangePctBlocked,3pt And 1 Free Throw Trips,OffensiveGoaltends,team_id,year,season,team_vs
1627936-1628392-1628983-1629026-1630198,1610612760,"Alex Caruso, Isaiah Hartenstein, Shai Gilgeous-Alexander, Kenrich Williams, Isaiah Joe","Caruso, Hartenstein, Gilgeous-Alexander, Williams, Joe",1627936-1628392-1628983-1629026-1630198,OKC,14.0,1,-2.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,0.5,102.85714285714286,9.0,9.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2025,2024-25,False
1627936-1628392-1628983-1629652-1630198,1610612760,"Alex Caruso, Isaiah Hartenstein, Shai Gilgeous-Alexander, Luguentz Dort, Isaiah Joe","Caruso, Hartenstein, Gilgeous-Alexander, Dort, Joe",1627936-1628392-1628983-1629652-1630198,OKC,328.0,2,3.0,11.0,,21.0,1.0,10.0,7.0,,,3.0,2.0,,8.0,,,0.45454545454545453,,92.1951219512195,15.727272727272727,15.363636363636363,,5.0,10.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,3.0,7.0,1.0,3.0,1.0,1.0,2.0,6.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,4.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.42857142857142855,1.0,0.45,1.0,1.0,0.3,0.5,0.25,1.0,0.8,0.16666666666666666,1.0,1.0,1.0,1.0,0.5,15.5,15.4,0.2,0.5,0.5,0.3,0.3333333333333333,0.3333333333333333,0.2,0.5,0.5,0.2,0.1,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.51547,0.6186,0.09090909090909091,0.125,0.2,9.014285714285714,23.833333333333332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2025,2024-25,False
1627936-1628392-1628983-1629652-1630598,1610612760,"Alex Caruso, Isaiah Hartenstein, Shai Gilgeous-Alexander, Luguentz Dort, Aaron Wiggins","Caruso, Hartenstein, Gilgeous-Alexander, Dort, Wiggins",1627936-1628392-1628983-1629652-1630598,OKC,531.0,4,4.0,19.0,5.0,37.0,,24.0,20.0,,15.0,5.0,,,20.0,15.0,,0.6666666666666666,0.6818181818181818,100.33898305084746,14.631578947368421,14.368421052631579,0.625,9.0,18.0,2.0,4.0,5.0,2.0,2.0,2.0,3.0,,2.0,2.0,3.0,6.0,6.0,10.0,4.0,8.0,2.0,2.0,4.0,12.0,9.0,4.0,6.0,3.0,3.0,3.0,2.0,9.0,1.0,3.0,2.0,5.0,2.0,7.0,2.0,,1.0,2.0,2.0,3.0,,1.0,1.0,,1.0,,0.75,0.5,0.5,0.6,1.0,0.6666666666666666,1.0,1.0,0.4444444444444444,0.6666666666666666,0.25,1.0,0.8333333333333334,0.25,,1.0,1.0,1.0,,14.055555555555555,14.055555555555555,0.2777777777777778,0.8,0.8,0.16666666666666666,0.6666666666666666,1.0,0.1111111111111111,,,0.1111111111111111,0.3333333333333333,0.5,0.5,0.6666666666666666,1.0,1.0,0.7222222222222222,0.5,0.5134944444444445,0.5915,,,0.16666666666666666,7.06,25.8625,12.0,3.0,4.0,1.0,1.0,1.0,2.0,3.0,3.0,7.0,3.0,4.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,12.0,0.75,0.42857142857142855,0.6818181818181818,0.1,0.3333333333333333,0.5,0.25,0.5,0.3333333333333333,0.5,0.5,0.5,1.0,0.36363636363636365,0.75,0.09090909090909091,1.0,0.2727272727272727,0.6666666666666666,0.5206863636363637,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2025,2024-25,False
1627936-1628392-1628983-1629652-1631096,1610612760,"Alex Caruso, Isaiah Hartenstein, Shai Gilgeous-Alexander, Luguentz Dort, Chet Holmgren","Caruso, Hartenstein, Gilgeous-Alexander, Dort, Holmgren",1627936-1628392-1628983-1629652-1631096,OKC,212.0,1,1.0,6.0,,12.0,2.0,4.0,3.0,,,1.0,2.0,,2.0,,,0.3333333333333333,,81.50943396226415,15.833333333333334,13.166666666666666,,4.0,6.0,1.0,,1.0,,,1.0,2.0,,1.0,,,1.0,1.0,4.0,,1.0,,,2.0,2.0,,,1.0,,,,,,,3.0,1.0,4.0,1.0,5.0,,,,1.0,1.0,,1.0,,,,,,,,,0.25,,0.2,,1.0,0.2,1.0,,0.75,0.8,0.25,,,0.75,,,19.5,18.0,0.2,,,0.4,0.5,0.5,0.2,,,,0.2,,,,,,0.4,,0.45915,,0.16666666666666666,0.2,0.5,9.6,26.2,,,,,,,,,,,,,,,,1.0,,1.0,,,,1.0,,,,,,,1.0,1.0,,1.0,1.0,,,,,,,,,,,,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2025,2024-25,False
1627936-1628392-1628983-1629652-1631114,1610612760,"Alex Caruso, Isaiah Hartenstein, Shai Gilgeous-Alexander, Luguentz Dort, Jalen Williams","Caruso, Hartenstein, Gilgeous-Alexander, Dort, Williams",1627936-1628392-1628983-1629652-1631114,OKC,2398.0,14,-5.0,75.0,24.0,155.0,11.0,85.0,90.0,5.0,28.0,14.0,14.0,1.0,76.0,28.0,1.0,0.5821917808219178,0.6363636363636364,93.07756463719765,15.56,15.44,0.32941176470588235,40.0,80.0,11.0,11.0,15.0,2.0,3.0,9.0,18.0,2.0,6.0,7.0,7.0,22.0,22.0,39.0,10.0,29.0,3.0,4.0,9.0,34.0,27.0,,22.0,7.0,9.0,14.0,6.0,37.0,4.0,16.0,7.0,24.0,8.0,32.0,6.0,2.0,5.0,16.0,22.0,3.0,8.0,1.0,1.0,,1.0,1.0,0.9,0.3448275862068966,0.3448275862068966,0.5641025641025641,0.75,0.5441176470588235,0.6428571428571429,0.6428571428571429,0.4264705882352941,0.7,0.25,0.8421052631578947,0.7931034482758621,0.22857142857142856,0.25,0.6,0.75,1.0,1.0,15.3875,14.3625,0.22058823529411764,0.7333333333333333,0.7857142857142857,0.2647058823529412,0.5,0.5,0.08823529411764706,0.3333333333333333,0.3333333333333333,0.10294117647058823,0.3235294117647059,0.3181818181818182,0.3181818181818182,0.8571428571428571,0.42857142857142855,0.6666666666666666,0.6470588235294118,0.3181818181818182,0.5354220588235294,0.62346,0.1111111111111111,0.18604651162790697,0.10588235294117647,7.792307692307692,25.306896551724137,21.0,3.0,3.0,3.0,1.0,2.0,2.0,8.0,7.0,11.0,3.0,10.0,3.0,1.0,3.0,4.0,4.0,11.0,9.0,,1.0,8.0,21.0,0.3,0.6363636363636364,0.5476190476190477,0.02564102564102564,,0.6875,0.21052631578947367,0.6666666666666666,0.2,1.0,0.42857142857142855,0.42857142857142855,1.0,0.14285714285714285,1.0,0.09523809523809523,0.5,0.38095238095238093,0.25,0.49994523809523805,0.2625,,2.0,,1.0,3.0,1.0,3.0,10.0,5.0,3.0,2.0,1.0,1.0,3.0,1.0,4.0,4.0,0.22727272727272727,0.22727272727272727,0.3333333333333333,0.06666666666666667,1.0,0.1111111111111111,0.25,0.6666666666666666,0.2727272727272727,0.2222222222222222,0.42857142857142855,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2025,2024-25,False
1627936-1628392-1628983-1629652-1641717,1610612760,"Alex Caruso, Isaiah Hartenstein, Shai Gilgeous-Alexander, Luguentz Dort, Cason Wallace","Caruso, Hartenstein, Gilgeous-Alexander, Dort, Wallace",1627936-1628392-1628983-1629652-1641717,OKC,385.0,3,-3.0,14.0,7.0,26.0,1.0,9.0,12.0,,,2.0,1.0,,6.0,,,0.3333333333333333,,97.24675324675324,15.0,14.357142857142858,,6.0,12.0,3.0,,1.0,,1.0,1.0,3.0,,,2.0,2.0,6.0,1.0,4.0,2.0,8.0,1.0,2.0,3.0,2.0,3.0,,6.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,5.0,6.0,2.0,8.0,1.0,1.0,1.0,1.0,3.0,1.0,,1.0,1.0,,1.0,1.0,0.5,0.25,0.25,0.25,0.5,0.3333333333333333,0.5,0.5,0.6666666666666666,1.0,0.3333333333333333,0.3333333333333333,0.75,0.2222222222222222,,1.0,0.5,,1.0,14.583333333333334,12.666666666666666,0.08333333333333333,,,0.25,0.3333333333333333,0.5,,,,0.16666666666666666,0.5,0.3333333333333333,0.3333333333333333,0.5,0.5,,0.75,0.3333333333333333,0.5441291666666667,,,,0.3333333333333333,7.15,24.7625,3.0,,,,,,,2.0,,,,2.0,3.0,1.0,,1.0,,,,,1.0,1.0,3.0,,,,0.25,0.3333333333333333,,0.16666666666666666,,0.25,1.0,,,,,,,,1.0,,0.55185,0.25,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,0.5,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2025,2024-25,False
1627936-1628392-1628983-1630198-1630598,1610612760,"Alex Caruso, Isaiah Hartenstein, Shai Gilgeous-Alexander, Isaiah Joe, Aaron Wiggins","Caruso, Hartenstein, Gilgeous-Alexander, Joe, Wiggins",1627936-1628392-1628983-1630198-1630598,OKC,114.0,1,5.0,4.0,2.0,9.0,3.0,9.0,4.0,,,2.0,3.0,,7.0,,,0.9,,113.6842105263158,17.0,17.0,,2.0,5.0,1.0,2.0,2.0,1.0,1.0,,1.0,1.0,1.0,,,,3.0,4.0,,,1.0,1.0,2.0,6.0,,2.0,,,,,,,1.0,1.0,1.0,2.0,1.0,3.0,,,1.0,1.0,1.0,,2.0,1.0,,1.0,1.0,1.0,,,,0.75,1.0,0.75,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,9.2,9.2,0.5,1.0,1.0,0.25,,,0.25,1.0,1.0,,,,,,1.0,1.0,0.5,,0.56755,0.6059,0.4,0.4,0.2222222222222222,5.1,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2025,2024-25,False
1627936-1628392-1628983-1630198-1631096,1610612760,"Alex Caruso, Isaiah Hartenstein, Shai Gilgeous-Alexander, Isaiah Joe, Chet Holmgren","Caruso, Hartenstein, Gilgeous-Alexander, Joe, Holmgren",1627936-1628392-1628983-1630198-1631096,OKC,216.0,1,1.0,8.0,4.0,16.0,,7.0,6.0,,3.0,1.0,,,7.0,3.0,,0.4375,0.75,106.66666666666666,13.125,12.5,0.42857142857142855,4.0,8.0,,1.0,1.0,,,,2.0,1.0,1.0,,1.0,4.0,2.0,4.0,1.0,4.0,,,,,3.0,,4.0,1.0,1.0,3.0,1.0,7.0,,3.0,2.0,5.0,1.0,6.0,,,,,1.0,,,1.0,,1.0,1.0,,1.0,0.25,0.25,0.5,,0.4375,,,0.5,0.6666666666666666,,1.0,0.8333333333333334,0.2,,,1.0,1.0,,13.875,13.875,0.125,1.0,1.0,0.25,,,0.125,1.0,1.0,,0.5,0.25,0.25,1.0,,,0.625,0.25,0.5345875,,,,,9.425,25.95,1.0,,,,,,1.0,2.0,,,1.0,2.0,,,,1.0,,,,,,,1.0,0.5,,0.75,,,,0.3333333333333333,,0.3333333333333333,,,,,,,,,1.0,0.5,0.536475,0.125,,,,,,,,4.0,2.0,1.0,,,,,,,,1.0,1.0,,,,,,1.0,1.0,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2025,2024-25,False
1627936-1628392-1628983-1630198-1631114,1610612760,"Alex Caruso, Isaiah Hartenstein, Shai Gilgeous-Alexander, Isaiah Joe, Jalen Williams","Caruso, Hartenstein, Gilgeous-Alexander, Joe, Williams",1627936-1628392-1628983-1630198-1631114,OKC,123.0,1,,3.0,,6.0,,2.0,2.0,,,2.0,,,2.0,,,0.2,,70.2439024390244,12.0,12.0,,2.0,3.0,2.0,,,,,1.0,5.0,,,,,,1.0,5.0,,,,2.0,,2.0,,,,,,,,,2.0,1.0,1.0,2.0,2.0,4.0,,,,,1.0,,,,,,,,,,,0.2,,0.2,,,,1.0,0.5,1.0,1.0,0.5,,,,1.0,,29.0,19.666666666666668,,,,1.0,0.2,0.25,,,,,,,,,,,,,0.43022,0.42565,,,,8.74,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,0.2,0.2,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2025,2024-25,False
1627936-1628392-1628983-1630198-1641717,1610612760,"Alex Caruso, Isaiah Hartenstein, Shai Gilgeous-Alexander, Isaiah Joe, Cason Wallace","Caruso, Hartenstein, Gilgeous-Alexander, Joe, Wallace",1627936-1628392-1628983-1630198-1641717,OKC,660.0,6,,24.0,10.0,50.0,4.0,28.0,28.0,2.0,11.0,4.0,5.0,,20.0,11.0,,0.4375,0.6875,109.0909090909091,12.708333333333334,12.5,0.39285714285714285,11.0,26.0,7.0,4.0,4.0,1.0,1.0,1.0,7.0,1.0,3.0,4.0,4.0,11.0,6.0,14.0,4.0,15.0,1.0,1.0,8.0,6.0,9.0,2.0,11.0,4.0,3.0,6.0,3.0,15.0,4.0,4.0,1.0,8.0,7.0,15.0,4.0,3.0,1.0,2.0,11.0,,3.0,,,,,,0.75,0.26666666666666666,0.26666666666666666,0.42857142857142855,1.0,0.41379310344827586,0.5714285714285714,0.5714285714285714,0.5172413793103449,1.0,0.5,1.0,1.0,0.3888888888888889,,1.0,1.0,1.0,,13.653846153846153,12.346153846153847,0.13793103448275862,1.0,1.0,0.2413793103448276,0.14285714285714285,0.16666666666666666,0.10344827586206896,0.3333333333333333,0.3333333333333333,0.13793103448275862,0.3793103448275862,0.36363636363636365,0.36363636363636365,0.75,0.14285714285714285,1.0,0.6551724137931034,0.36363636363636365,0.5167689655172414,0.580375,0.09375,0.17647058823529413,0.2857142857142857,9.428571428571429,25.173333333333336,6.0,,,,,1.0,3.0,5.0,,1.0,3.0,6.0,3.0,1.0,,3.0,1.0,1.0,1.0,,,7.0,6.0,0.5,,0.6428571428571429,0.07142857142857142,0.14285714285714285,0.5,0.3,,0.16666666666666666,,,,,,,0.14285714285714285,,0.7142857142857143,0.6,0.48775714285714283,0.23076923076923078,,,,2.0,5.0,2.0,6.0,6.0,3.0,2.0,,3.0,,,,,2.0,0.5,0.6,0.3333333333333333,,1.0,0.6666666666666666,0.5,,0.5,,0.7142857142857143,0.4,,1.0,,1.0,1.0,1.0,0.14285714285714285,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2025,2024-25,False
