EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGA,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChancePoints,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsUnassisted2s,NonHeaveArc3FGA,Fg2aBlocked,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,LostBallSteals,LiveBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,FoulsDrawn,FTA,NonShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,LiveBallTurnoverPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,LongMidRangeFrequency,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,BadPassTurnovers,Loose Ball Fouls Drawn,Blocked3s,BlockedCorner3,Blocks,RecoveredBlocks,BlocksRecoveredPct,PenaltyAtRimFGM,ShortMidRangeFGM,LongMidRangeFGM,Arc3FGM,PenaltyArc3FGM,FG3M,SecondChanceFtPoints,PenaltyFG2M,PenaltyFG3M,PtsAssisted2s,PtsUnassisted3s,NonHeaveArc3FGM,TwoPtAssists,Assists,AtRimAssists,AssistPoints,OffThreePtRebounds,FTDefRebounds,BadPassSteals,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Loose Ball Fouls,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,DefFTReboundPct,OffThreePtReboundPct,OffArc3ReboundPct,AtRimPctAssisted,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Arc3Accuracy,UnblockedArc3Accuracy,PenaltyAtRimAccuracy,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,Corner3FGM,Corner3FGA,PtsAssisted3s,PtsPutbacks,HeaveAttempts,ThreePtAssists,Arc3Assists,Corner3Assists,ShortMidRangeAssists,SelfOReb,SecondChanceTurnovers,2pt And 1 Free Throw Trips,Assisted3sPct,ShortMidRangePctBlocked,LongMidRangePctBlocked,OffShortMidRangeReboundPct,DefLongMidRangeReboundPct,SelfORebPct,ShortMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3PctAssisted,Offensive Fouls Drawn,3pt And 1 Free Throw Trips,SecondChanceArc3FGM,SecondChanceFG3M,LongMidRangeAssists,SecondChanceFg3Pct,OffCorner3ReboundPct,LongMidRangePctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3FGM,PenaltyCorner3FGA,LostBallOutOfBoundsTurnovers,Blocked2s,BlockedLongMidRange,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,DefAtRimReboundPct,BlockedShortMidRange,SecondChanceCorner3FGM,SecondChanceCorner3FGA,Charge Fouls Drawn,BlockedAtRim,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,BlockedArc3,SecondChanceAtRimPctAssisted,Fg3aBlocked,Charge Fouls,FG3APctBlocked,Arc3PctBlocked,Corner3PctBlocked,Offensive Fouls,DefensiveGoaltends,Travels,Transition Take Fouls,StepOutOfBoundsTurnovers,Defensive 3 Seconds Violations,Clear Path Fouls,team_id,year,season,team_vs
1629674-1630214-1631120-1631248-1641775,1610612738,"Neemias Queta, Xavier Tillman, JD Davison, Baylor Scheierman, Jordan Walsh","Queta, Tillman, Davison, Scheierman, Walsh",1629674-1630214-1631120-1631248-1641775,BOS,262.0,1,4.0,-4.0,9,9.0,5.0,3.0,3.0,18,1.0,4.0,1.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,8.0,1.0,1.0,3.0,7.0,1.0,2.0,1.0,2.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,6.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,5.0,1.0,0.125,0.5,0.1111111111111111,0.3333333333333333,0.15,0.3333333333333333,0.08333333333333333,0.1111111111111111,0.125,0.25,1.0,1.0,1.0,0.2857142857142857,1.0,1.0,0.25,0.3333333333333333,0.5,1.0,1.0,1.0,98.93129770992367,17.11111111111111,12.0,16.11111111111111,12.0,0.4444444444444444,0.25,0.3333333333333333,0.2222222222222222,0.2222222222222222,0.1111111111111111,0.6666666666666666,0.5,0.3333333333333333,0.6,0.2,0.5555555555555556,0.5889277777777777,0.7144499999999999,0.6527700000000001,0.6666666666666666,0.3333333333333333,6.9375,25.8,0.5555555555555556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2025,2024-25,False
1628401-1630202-201143-201950-204001,1610612738,"Derrick White, Payton Pritchard, Al Horford, Jrue Holiday, Kristaps Porziņģis","White, Pritchard, Horford, Holiday, Porziņģis",1628401-1630202-201143-201950-204001,BOS,102.0,2,2.0,-1.0,4,3.0,1.0,,,7,,,,,,,,2.0,,,,,2.0,2.0,2.0,3.0,,,,,,,2.0,2.0,,2.0,,,,1.0,1.0,2.0,,2.0,,,1.0,,1.0,,,,2.0,2.0,1.0,2.0,,,,,,,,0.3333333333333333,,1.0,1.0,,,1.0,,1.0,,1.0,1.0,,,,1.0,,1.0,98.82352941176471,15.75,13.0,15.75,13.0,,,,,,1.0,,,,,,1.0,0.5286,,,,1.0,,26.45,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2025,2024-25,False
1628369-1628401-1630202-201143-204001,1610612738,"Jayson Tatum, Derrick White, Payton Pritchard, Al Horford, Kristaps Porziņģis","Tatum, White, Pritchard, Horford, Porziņģis",1628369-1628401-1630202-201143-204001,BOS,821.0,5,14.0,3.0,24,23.0,8.0,7.0,3.0,47,3.0,3.0,,,1.0,3.0,4.0,9.0,1.0,2.0,5.0,10.0,9.0,11.0,36.0,33.0,,1.0,1.0,3.0,4.0,2.0,6.0,13.0,8.0,9.0,,,,4.0,3.0,8.0,3.0,11.0,1.0,,2.0,2.0,3.0,1.0,4.0,5.0,6.0,13.0,1.0,33.0,13.0,8.0,,0.5,,0.6578947368421053,,0.72,0.375,0.7222222222222222,0.47368421052631576,,,0.6666666666666666,,0.6,,0.5,0.5384615384615384,0.3333333333333333,,,0.75,0.5,,82.43605359317905,17.875,17.043478260869566,16.916666666666668,15.73913043478261,0.15789473684210525,1.0,1.0,0.15789473684210525,0.21052631578947367,0.47368421052631576,,,0.5,0.16666666666666666,0.3333333333333333,0.631578947368421,0.5206157894736843,0.4279,0.489525,0.08333333333333333,0.3611111111111111,10.0,26.344444444444445,0.3333333333333333,,,,,,,,1.0,1.0,1.0,5.0,1.0,5.0,3.0,2.0,1.0,2.0,15.0,5.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,0.2,0.2,0.5555555555555556,0.5,0.5555555555555556,0.5,0.5833333333333334,0.5,0.75,0.75,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.25,0.25,0.5555555555555556,0.5555555555555556,1.0,0.5,0.5555555555555556,0.20833333333333334,0.23076923076923078,0.18181818181818182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2025,2024-25,False
1627759-1628401-1630202-201143-204001,1610612738,"Jaylen Brown, Derrick White, Payton Pritchard, Al Horford, Kristaps Porziņģis","Brown, White, Pritchard, Horford, Porziņģis",1627759-1628401-1630202-201143-204001,BOS,829.0,6,14.0,-9.0,23,26.0,12.0,11.0,7.0,49,3.0,6.0,1.0,3.0,3.0,6.0,5.0,6.0,,5.0,6.0,17.0,7.0,8.0,26.0,35.0,1.0,4.0,,8.0,8.0,5.0,5.0,11.0,10.0,5.0,2.0,5.0,,1.0,5.0,10.0,8.0,18.0,1.0,,2.0,1.0,4.0,2.0,4.0,7.0,6.0,10.0,1.0,18.0,11.0,12.0,1.0,0.35294117647058826,0.25,0.375,0.25,0.4642857142857143,0.5714285714285714,0.34375,0.2916666666666667,0.11764705882352941,,0.5,,0.7142857142857143,0.45454545454545453,0.5,0.6666666666666666,0.5333333333333333,,0.6666666666666666,1.0,,1.0,85.1145958986731,18.869565217391305,15.192307692307692,17.73913043478261,13.73076923076923,0.25,0.5,0.5,0.25,0.20833333333333334,0.25,0.75,0.3333333333333333,,0.23076923076923078,0.38461538461538464,0.5416666666666666,0.5079956521739131,0.61995,0.5215541666666667,0.3076923076923077,0.4230769230769231,7.264705882352941,32.31428571428571,0.5217391304347826,1.0,1.0,,,,,,2.0,1.0,2.0,1.0,,2.0,6.0,3.0,,2.0,,1.0,1.0,3.0,,8.0,3.0,4.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,0.16666666666666666,0.2,0.2857142857142857,,0.3333333333333333,0.375,0.23076923076923078,0.8,0.75,0.75,,0.16666666666666666,0.2,0.4,0.5,0.16666666666666666,0.16666666666666666,0.6666666666666666,,0.2,0.14814814814814814,0.15789473684210525,0.125,1.0,1.0,6.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.16666666666666666,0.2,0.6,0.5,0.15384615384615385,1.0,0.041666666666666664,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2025,2024-25,False
1628470-1630214-1631120-1631248-1641775,1610612738,"Torrey Craig, Xavier Tillman, JD Davison, Baylor Scheierman, Jordan Walsh","Craig, Tillman, Davison, Scheierman, Walsh",1628470-1630214-1631120-1631248-1641775,BOS,75.0,1,1.0,,2,2.0,,,,4,1.0,1.0,,,,,,1.0,,,1.0,1.0,1.0,,2.0,2.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,2.0,,,,1.0,,0.5,,0.5,,,0.5,,,,,,,,,,,,,,,76.8,18.5,19.0,18.5,18.0,0.5,1.0,1.0,,,0.5,,,,,,1.0,0.468275,,,,,3.7,28.4,,,,,,,,,,,,,,,,,,2.0,,,1.0,1.0,1.0,2.0,,,,,,,,,,1.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2025,2024-25,False
1628470-1630202-1630214-1630573-1631248,1610612738,"Torrey Craig, Payton Pritchard, Xavier Tillman, Sam Hauser, Baylor Scheierman","Craig, Pritchard, Tillman, Hauser, Scheierman",1628470-1630202-1630214-1630573-1631248,BOS,165.0,1,3.0,2.0,5,5.0,,,1.0,10,1.0,2.0,,,,1.0,,3.0,,,2.0,3.0,3.0,1.0,8.0,6.0,1.0,1.0,,2.0,,,,,2.0,3.0,,,,,2.0,2.0,1.0,3.0,,,,,,,,,3.0,1.0,,6.0,,,,0.6666666666666666,1.0,0.5833333333333334,1.0,0.6666666666666666,1.0,,0.5,,,,,1.0,,,1.0,0.3333333333333333,,,1.0,,,87.27272727272727,15.8,17.2,14.0,17.2,0.3333333333333333,0.5,0.5,0.16666666666666666,,0.5,,,,,,0.8333333333333334,0.5457666666666666,,,0.25,,3.766666666666667,26.433333333333334,,,1.0,,,,,,,1.0,,1.0,,1.0,,,,2.0,,1.0,1.0,2.0,1.0,5.0,1.0,,,,,,,1.0,,0.5,0.5,0.3333333333333333,,0.3333333333333333,,,,0.5,0.5,1.0,1.0,1.0,,,0.3333333333333333,0.3333333333333333,,,0.3333333333333333,0.16666666666666666,,0.3333333333333333,,,3.0,,,1.0,1.0,,,,,,1.0,,,,1.0,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2025,2024-25,False
1628436-1628470-1630202-1630573-1631248,1610612738,"Luke Kornet, Torrey Craig, Payton Pritchard, Sam Hauser, Baylor Scheierman","Kornet, Craig, Pritchard, Hauser, Scheierman",1628436-1628470-1630202-1630573-1631248,BOS,327.0,1,5.0,5.0,9,9.0,,3.0,1.0,18,3.0,3.0,,,,1.0,1.0,4.0,1.0,,4.0,5.0,5.0,,17.0,12.0,,,1.0,3.0,,,,,4.0,4.0,,,,3.0,,3.0,1.0,4.0,,,,,,,1.0,1.0,,,,14.0,,,,0.8,,0.85,1.5,0.85,1.5,,0.5,,,,,,,0.75,0.75,0.3333333333333333,,,,0.6666666666666666,1.0,79.26605504587155,14.555555555555555,21.77777777777778,14.333333333333334,21.333333333333332,0.3,1.0,1.0,0.1,0.1,0.4,,,1.0,,,0.8,0.55179,,,0.17647058823529413,,5.779999999999999,25.1,,,,,,,,,,,1.0,3.0,,3.0,,,,4.0,3.0,3.0,2.0,4.0,1.0,10.0,1.0,,,,,,,,,0.5,0.5,0.6,,0.6,,,,0.5,,0.3333333333333333,,,1.0,1.0,0.75,0.75,,,0.75,,,,,1.0,6.0,,,2.0,2.0,,,,,,0.6666666666666666,,,,,,,0.1,,,,0.6666666666666666,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2025,2024-25,False
1628401-1628436-1630202-201143-201950,1610612738,"Derrick White, Luke Kornet, Payton Pritchard, Al Horford, Jrue Holiday","White, Kornet, Pritchard, Horford, Holiday",1628401-1628436-1630202-201143-201950,BOS,61.0,1,1.0,-6.0,2,2.0,,2.0,,4,,1.0,,,,,,1.0,,,,1.0,1.0,,,6.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,94.42622950819673,15.5,15.0,15.5,11.5,0.5,,,,,0.5,,,,,,1.0,0.511175,,,,,2.6,27.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2025,2024-25,False
1627759-1628401-1630202-201143-201950,1610612738,"Jaylen Brown, Derrick White, Payton Pritchard, Al Horford, Jrue Holiday","Brown, White, Pritchard, Horford, Holiday",1627759-1628401-1630202-201143-201950,BOS,1506.0,7,25.0,15.0,50,50.0,21.0,12.0,3.0,100,8.0,9.0,1.0,2.0,4.0,8.0,5.0,18.0,,10.0,14.0,22.0,20.0,11.0,66.0,51.0,1.0,2.0,,4.0,7.0,12.0,3.0,31.0,18.0,17.0,3.0,2.0,,6.0,12.0,18.0,3.0,21.0,6.0,1.0,3.0,1.0,5.0,1.0,8.0,14.0,11.0,14.0,2.0,62.0,31.0,21.0,2.0,0.6363636363636364,0.5,0.6547619047619048,0.5,0.673469387755102,0.6666666666666666,0.7380952380952381,0.47619047619047616,0.13636363636363635,0.1111111111111111,0.6,,0.75,0.25,0.8571428571428571,0.782608695652174,0.16666666666666666,,,0.7777777777777778,1.0,0.5,95.61752988047809,13.38,16.74,13.28,16.04,0.21428571428571427,0.8888888888888888,1.0,0.19047619047619047,0.11904761904761904,0.42857142857142855,1.0,0.5,,0.21052631578947367,0.5263157894736842,0.6904761904761905,0.5352426829268292,0.5728,0.5469638888888889,0.06060606060606061,0.4696969696969697,6.836363636363637,27.52,0.42,2.0,1.0,,,1.0,1.0,1.0,4.0,5.0,1.0,8.0,5.0,9.0,2.0,5.0,6.0,10.0,3.0,8.0,5.0,13.0,4.0,34.0,1.0,,5.0,1.0,2.0,1.0,5.0,,1.0,0.35714285714285715,0.38461538461538464,0.45,0.5,0.47368421052631576,0.7142857142857143,0.7368421052631579,,0.1,0.1111111111111111,0.5,0.625,0.7142857142857143,0.2,0.25,0.4444444444444444,0.4444444444444444,1.0,0.5,0.47058823529411764,0.10638297872340426,0.18518518518518517,,1.0,2.0,24.0,2.0,1.0,8.0,7.0,1.0,1.0,,,,0.8888888888888888,0.125,0.2,0.6666666666666666,0.7142857142857143,,0.2,0.047619047619047616,0.5,0.5,1.0,0.875,1.0,,,,,,,,,,1.0,2.0,1.0,1.0,1.0,0.10526315789473684,0.5,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2025,2024-25,False
1627759-1628401-1630202-1630573-201143,1610612738,"Jaylen Brown, Derrick White, Payton Pritchard, Sam Hauser, Al Horford","Brown, White, Pritchard, Hauser, Horford",1627759-1628401-1630202-1630573-201143,BOS,21.0,2,,-1.0,2,1.0,2.0,1.0,,3,,,,,,1.0,,1.0,,1.0,1.0,1.0,1.0,,2.0,3.0,,,,,1.0,1.0,,2.0,2.0,1.0,,,,,,,,,,,,,,,1.0,1.0,,,,2.0,2.0,2.0,,1.0,,0.5,,0.5,,0.5,0.5,,,,,,,,,,,,,,,205.71428571428572,6.0,9.0,6.0,9.0,,,,0.5,,0.5,,,,,0.5,0.5,0.3691,,0.3691,,1.0,5.7,37.7,1.0,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,0.5,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2025,2024-25,False
