EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG3A,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,FirstChancePoints,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,TsPct,FG3APct,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPoss,PenaltyDefPoss,AtRimFGM,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,Fg2aBlocked,TwoPtAssists,ShortMidRangeAssists,FTDefRebounds,Steals,BadPassSteals,BadPassTurnovers,PenaltyTurnovers,ShootingFouls,Offensive Fouls,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,ShortMidRangePctBlocked,DefFTReboundPct,OffShortMidRangeReboundPct,DefLongMidRangeReboundPct,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangePctAssisted,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,PenaltyOffPossPct,AtRimAssists,AtRimPctAssisted,PenaltyAtRimFGM,PenaltyAtRimFGA,PenaltyFG2M,PtsPutbacks,PenaltyFg2Pct,PenaltyEfgPct,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,SecondChanceAtRimFGA,LongMidRangeAssists,LostBallSteals,Travels,LongMidRangePctAssisted,SecondChanceAtRimFrequency,Offensive Fouls Drawn,PenaltyArc3FGA,PenaltyFG3A,PenaltyArc3Frequency,SecondChanceArc3FGM,SecondChanceFG3M,Loose Ball Fouls,SecondChanceFg3Pct,AtRimPctBlocked,OffCorner3ReboundPct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,SecondChanceTurnovers,BlockedShortMidRange,PenaltyArc3FGM,PenaltyFG3M,Charge Fouls,PenaltyFg3Pct,PenaltyArc3Accuracy,SecondChanceAtRimFGM,OffAtRimReboundPct,SecondChanceAtRimAccuracy,LostBallOutOfBoundsTurnovers,SecondChanceAtRimPctAssisted,StepOutOfBoundsTurnovers,Loose Ball Fouls Drawn,3SecondViolations,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGA,SecondChanceFtPoints,HeaveAttempts,Fg3aBlocked,FTOffRebounds,Charge Fouls Drawn,Transition Take Fouls Drawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,DefensiveGoaltends,Defensive 3 Seconds Violations,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,FG3APctBlocked,LongMidRangePctBlocked,Corner3PctBlocked,OffFTReboundPct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Frequency,ThreePtShootingFoulsDrawnPct,Transition Take Fouls,3pt And 1 Free Throw Trips,BlockedLongMidRange,PenaltyCorner3FGM,PenaltyCorner3Accuracy,Technical Free Throw Trips,Blocked3s,BlockedArc3,Arc3PctBlocked,OffensiveGoaltends,Clear Path Fouls,HeaveMakes,BlockedCorner3,team_id,year,season,team_vs
1626181-1627732-1627739-1627826-203992,1610612746,"Norman Powell, Ben Simmons, Kris Dunn, Ivica Zubac, Bogdan Bogdanović","Powell, Simmons, Dunn, Zubac, Bogdanović",1626181-1627732-1627739-1627826-203992,LAC,554.0,1,9.0,-5.0,19.0,18.0,2.0,37.0,1.0,2.0,3.0,1.0,2.0,1.0,4.0,4.0,9.0,2.0,3.0,6.0,5.0,13.0,1.0,22.0,27.0,2.0,6.0,9.0,6.0,9.0,4.0,3.0,3.0,2.0,1.0,9.0,1.0,1.0,3.0,3.0,6.0,2.0,8.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,22.0,0.6,0.38461538461538464,0.38461538461538464,0.5,0.5526315789473685,0.5789473684210527,0.6842105263157895,0.5,1.0,0.3333333333333333,1.0,0.125,1.0,0.18181818181818182,1.0,0.2,1.0,1.0,1.0,1.0,0.09090909090909091,96.17328519855596,1.0,16.05263157894737,13.833333333333334,15.210526315789474,13.833333333333334,0.05263157894736842,0.15789473684210525,0.6666666666666666,0.6666666666666666,0.10526315789473684,0.5,0.5,0.21052631578947367,0.25,0.25,1.0,0.47368421052631576,0.4444444444444444,0.4444444444444444,0.5,1.0,0.7368421052631579,0.4444444444444444,0.5427842105263159,0.56535,0.05263157894736842,0.16666666666666666,9.450000000000001,24.892307692307693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2025,2024-25,True
1626181-1627732-1627739-201587-201935,1610612746,"Norman Powell, Ben Simmons, Kris Dunn, Nicolas Batum, James Harden","Powell, Simmons, Dunn, Batum, Harden",1626181-1627732-1627739-201587-201935,LAC,564.0,1,9.0,-5.0,19.0,19.0,1.0,38.0,1.0,3.0,7.0,,,,1.0,,4.0,,4.0,8.0,,5.0,5.0,13.0,18.0,,6.0,,,4.0,,,1.0,,,2.0,1.0,1.0,3.0,3.0,7.0,2.0,9.0,,3.0,1.0,2.0,2.0,5.0,4.0,3.0,6.0,,3.0,,,,,11.0,,,,0.5,0.3076923076923077,0.40625,0.38461538461538464,0.6,0.75,0.25,1.0,0.2,0.8571428571428571,0.2222222222222222,,0.25,,1.0,1.0,1.0,,97.02127659574468,,15.157894736842104,14.526315789473685,14.789473684210526,13.473684210526315,0.07692307692307693,0.5384615384615384,0.42857142857142855,0.6,,,,0.07692307692307693,,,,0.3076923076923077,,,,,0.46153846153846156,,0.4318730769230769,0.3993,0.1875,0.2727272727272727,6.1375,26.119999999999997,4.0,6.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0,3.0,1.0,2.0,3.0,1.0,2.0,4.0,0.25,0.25,0.5,0.5,0.5,0.5,0.25,0.2857142857142857,0.5,0.25,1.0,1.0,1.0,0.3333333333333333,0.4126,0.15384615384615385,0.15384615384615385,0.21052631578947367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2025,2024-25,True
1626181-1627732-1627739-201935-202695,1610612746,"Norman Powell, Ben Simmons, Kris Dunn, James Harden, Kawhi Leonard","Powell, Simmons, Dunn, Harden, Leonard",1626181-1627732-1627739-201935-202695,LAC,56.0,1,1.0,2.0,3.0,2.0,,5.0,2.0,,,,,,,,,,2.0,2.0,,,,4.0,2.0,,,,,,,,2.0,,,4.0,,,1.0,,1.0,,1.0,,,,,,,1.0,,,,,,,,,4.0,,,,1.0,1.0,1.0,,,,,1.0,,1.0,,,,,,1.0,,,128.57142857142856,,8.333333333333334,15.5,8.333333333333334,15.5,1.0,,,,,,,,,,,,,,,,1.0,,0.45575,,,,3.5,,,2.0,2.0,,,,,,,4.0,,2.0,,,,,,,1.0,,,,1.0,1.0,,,,,,,,,,1.0,1.0,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2025,2024-25,True
1626181-1627732-1627739-201935-203992,1610612746,"Norman Powell, Ben Simmons, Kris Dunn, James Harden, Bogdan Bogdanović","Powell, Simmons, Dunn, Harden, Bogdanović",1626181-1627732-1627739-201935-203992,LAC,13.0,1,,-1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.76923076923076,,,13.0,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2025,2024-25,True
1626181-1627732-1627826-1627884-201935,1610612746,"Norman Powell, Ben Simmons, Ivica Zubac, Derrick Jones Jr., James Harden","Powell, Simmons, Zubac, Jones Jr., Harden",1626181-1627732-1627826-1627884-201935,LAC,125.0,1,2.0,-1.0,3.0,4.0,1.0,7.0,1.0,,1.0,1.0,2.0,,,,,,2.0,4.0,,,,4.0,5.0,,4.0,,,,,,,,,,,1.0,,,1.0,1.0,2.0,,,,,,,1.0,,,,,,,,,2.0,,,,0.5,0.5,0.5,,,,0.5,,,,0.5,,,,,,,,80.64,,15.666666666666666,19.5,15.0,19.0,0.25,0.25,,,0.5,0.5,0.5,,,,,,,,,,0.25,,0.4536,0.4932,,,11.4,,3.0,,1.0,1.0,1.0,2.0,4.0,,4.0,,,,,1.0,1.0,1.0,,,1.0,,4.0,3.0,,,1.0,1.0,1.0,0.5,,,1.0,1.0,,1.0,1.0,,0.4536,0.5,1.0,1.0,,,1.0,1.0,2.0,2.0,0.5,0.5,0.25,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2025,2024-25,True
1626181-1627732-1627826-1629599-201935,1610612746,"Norman Powell, Ben Simmons, Ivica Zubac, Amir Coffey, James Harden","Powell, Simmons, Zubac, Coffey, Harden",1626181-1627732-1627826-1629599-201935,LAC,5.0,1,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,288.0,,4.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2025,2024-25,True
1626181-1627732-1627826-201587-203992,1610612746,"Norman Powell, Ben Simmons, Ivica Zubac, Nicolas Batum, Bogdan Bogdanović","Powell, Simmons, Zubac, Batum, Bogdanović",1626181-1627732-1627826-201587-203992,LAC,389.0,2,6.0,-2.0,14.0,15.0,1.0,29.0,2.0,2.0,3.0,1.0,1.0,,2.0,1.0,3.0,,4.0,6.0,1.0,5.0,,11.0,13.0,,4.0,3.0,,3.0,1.0,1.0,3.0,1.0,,7.0,,1.0,3.0,4.0,7.0,1.0,8.0,,2.0,1.0,2.0,2.0,4.0,3.0,1.0,,,,,,,,11.0,1.0,0.2,0.2,0.6666666666666666,0.5,0.5,0.45454545454545453,0.5,0.8,0.5,0.75,,0.7777777777777778,0.16666666666666666,,,1.0,0.6666666666666666,0.75,,,107.3521850899743,,11.357142857142858,15.333333333333334,11.285714285714286,15.066666666666666,0.18181818181818182,0.2727272727272727,0.6666666666666666,0.6666666666666666,0.09090909090909091,1.0,1.0,0.18181818181818182,,,,0.2727272727272727,0.3333333333333333,0.3333333333333333,1.0,,0.6363636363636364,0.3333333333333333,0.5353954545454546,0.6113,,,7.283333333333334,24.22,,,1.0,,1.0,,,,,4.0,,2.0,,,2.0,1.0,,,2.0,,,,0.5,0.5,,,,,,,,1.0,1.0,0.5,0.5,,,,,,1.0,1.0,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2025,2024-25,True
1626181-1627732-1627884-1629599-202695,1610612746,"Norman Powell, Ben Simmons, Derrick Jones Jr., Amir Coffey, Kawhi Leonard","Powell, Simmons, Jones Jr., Coffey, Leonard",1626181-1627732-1627884-1629599-202695,LAC,71.0,1,1.0,3.0,2.0,3.0,,5.0,,,,,,,,1.0,2.0,,,,1.0,2.0,,3.0,,,,3.0,,2.0,1.0,1.0,1.0,1.0,,3.0,,,,1.0,1.0,,1.0,,,,,,,,2.0,,,,,,,,3.0,1.0,0.5,0.5,,0.75,0.75,1.0,,1.0,,,,1.0,,,,,1.0,,,,101.40845070422534,,14.5,14.0,14.5,14.0,,,,,,,,,,,,1.0,0.5,0.5,1.0,,1.0,0.5,0.5658,,,,,25.6,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2025,2024-25,True
1626181-1627732-1627884-201587-201935,1610612746,"Norman Powell, Ben Simmons, Derrick Jones Jr., Nicolas Batum, James Harden","Powell, Simmons, Jones Jr., Batum, Harden",1626181-1627732-1627884-201587-201935,LAC,110.0,2,2.0,1.0,4.0,4.0,1.0,8.0,2.0,,,,,,,,1.0,,2.0,2.0,,1.0,1.0,5.0,4.0,,2.0,,,1.0,,,1.0,,,2.0,,,2.0,,2.0,,2.0,,,,,,,,1.0,2.0,,1.0,,,,,5.0,,,,1.0,0.6666666666666666,0.625,0.3333333333333333,,,,1.0,,1.0,,,,,,1.0,,,104.72727272727273,,14.5,13.0,13.75,13.0,0.6666666666666666,,,,,,,,,,,0.3333333333333333,,,,,1.0,,0.7206333333333333,,0.25,0.3333333333333333,0.8,27.5,3.0,1.0,2.0,,,,1.0,1.0,3.0,2.0,,1.0,,,,,,,,,3.0,3.0,0.5,0.5,,,,0.5,,,,,,1.0,1.0,,0.68465,,0.6,0.75,1.0,0.5,1.0,1.0,1.0,,1.0,0.5,0.5,1.0,,,,,,,,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2025,2024-25,True
1626181-1627732-1627884-201587-203992,1610612746,"Norman Powell, Ben Simmons, Derrick Jones Jr., Nicolas Batum, Bogdan Bogdanović","Powell, Simmons, Jones Jr., Batum, Bogdanović",1626181-1627732-1627884-201587-203992,LAC,145.0,1,2.0,-1.0,5.0,5.0,,10.0,,,1.0,,,,,,2.0,,,1.0,,2.0,2.0,2.0,3.0,,,,,2.0,,,,,,,,,3.0,1.0,4.0,,4.0,,,1.0,1.0,,1.0,,1.0,2.0,,1.0,,,,,2.0,,,,,,0.25,0.6666666666666666,,1.0,,1.0,,1.0,,,,,1.0,1.0,1.0,,99.3103448275862,,15.6,13.4,15.6,13.4,,0.3333333333333333,,,,,,,,,,0.6666666666666666,,,,,0.6666666666666666,,0.4648833333333333,,0.25,0.5,11.5,27.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2025,2024-25,True
