EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyDefPoss,TotalPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,Corner3FGA,Arc3FGM,Arc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,PtsAssisted2s,PtsUnassisted2s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,ShootingFouls,Fouls,Loose Ball Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,TsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,LiveBallTurnoverPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyFtPoints,PenaltyPoints,2pt And 1 Free Throw Trips,PenaltyPointsExcludingTakeFouls,PenaltyTsPct,PenaltyPointsPct,Steals,BadPassSteals,PenaltyOffPoss,SecondChanceOffPoss,PenaltyAtRimFGA,LongMidRangeFGM,LongMidRangeFGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,ThreePtAssists,Arc3Assists,FTOffRebounds,OffRebounds,LostBallSteals,StepOutOfBoundsTurnovers,PenaltyTurnovers,Blocked2s,BlockedShortMidRange,Blocks,PenaltyOffPossExcludingTakeFouls,Assisted3sPct,SecondChanceFg3Pct,PenaltyFg3Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,OffFTReboundPct,DefCorner3ReboundPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,Corner3FGM,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceFG2M,SecondChanceFG2A,Corner3Assists,OffTwoPtRebounds,NonShootingPenaltyNonTakeFouls,SecondChanceFg2Pct,OffTwoPtReboundPct,OffFGReboundPct,OffAtRimReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,OffThreePtRebounds,SecondChanceTurnovers,Offensive Fouls,OffThreePtReboundPct,OffArc3ReboundPct,SecondChanceFtPoints,PtsPutbacks,LongMidRangeAssists,FTDefRebounds,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Charge Fouls Drawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,BlockedAtRim,RecoveredBlocks,NonShootingPenaltyNonTakeFoulsDrawn,ShortMidRangePctBlocked,DefFTReboundPct,OffShortMidRangeReboundPct,OffCorner3ReboundPct,BlocksRecoveredPct,LongMidRangePctAssisted,ThreePtShootingFoulsDrawnPct,SecondChanceCorner3FGM,SecondChanceCorner3FGA,OffLongMidRangeReboundPct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Offensive Fouls Drawn,HeaveAttempts,Fg3aBlocked,Charge Fouls,Loose Ball Fouls Drawn,Technical Free Throw Trips,Defensive 3 Seconds Violations,FG3APctBlocked,Corner3PctBlocked,SelfOReb,SelfORebPct,BlockedLongMidRange,Blocked3s,BlockedArc3,BlockedCorner3,LongMidRangePctBlocked,Arc3PctBlocked,DefensiveGoaltends,3pt And 1 Free Throw Trips,3SecondViolations,Transition Take Fouls Drawn,OffensiveGoaltends,Transition Take Fouls,HeaveMakes,team_id,year,season,team_vs
1627747-1627777-1628378-1628386-1629636,1610612739,"Caris LeVert, Georges Niang, Donovan Mitchell, Jarrett Allen, Darius Garland","LeVert, Niang, Mitchell, Allen, Garland",1627747-1627777-1628378-1628386-1629636,CLE,612.0,4,10.0,-4.0,21.0,19.0,2.0,40.0,2.0,5.0,4.0,7.0,1.0,1.0,4.0,6.0,12.0,1.0,5.0,3.0,18.0,22.0,10.0,2.0,3.0,4.0,1.0,1.0,5.0,5.0,2.0,3.0,10.0,2.0,7.0,9.0,9.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,4.0,2.0,18.0,0.8333333333333334,0.8333333333333334,0.2,0.2,0.5,0.4411764705882353,0.47368421052631576,0.29411764705882354,0.08333333333333333,0.2,0.5,0.7,0.6666666666666666,0.6923076923076923,0.6666666666666666,0.8,0.5,0.6666666666666666,94.11764705882354,12.238095238095237,18.68421052631579,12.238095238095237,16.789473684210527,0.29411764705882354,0.4,0.5,1.0,0.4117647058823529,0.5714285714285714,0.5714285714285714,0.75,0.058823529411764705,0.23529411764705882,0.25,0.25,0.5882352941176471,0.25,0.52985,0.10526315789473684,0.14285714285714285,5.6499999999999995,25.580000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612739,2025,2024-25,False
1627747-1627777-1628378-1628386-1629660,1610612739,"Caris LeVert, Georges Niang, Donovan Mitchell, Jarrett Allen, Ty Jerome","LeVert, Niang, Mitchell, Allen, Jerome",1627747-1627777-1628378-1628386-1629660,CLE,146.0,2,2.0,-4.0,3.0,5.0,,8.0,,,2.0,2.0,,,1.0,2.0,2.0,,1.0,2.0,6.0,10.0,2.0,2.0,,1.0,,,1.0,1.0,,1.0,2.0,,1.0,1.0,1.0,,,,,,1.0,2.0,,2.0,3.0,2.0,6.0,0.5,0.5,,,1.0,0.6666666666666666,0.75,0.3333333333333333,,,,0.5,,0.5,,0.5,,,78.9041095890411,18.0,18.4,18.0,13.4,,,,,0.6666666666666666,1.0,1.0,0.5,,0.3333333333333333,,,0.3333333333333333,,0.49584999999999996,0.5,0.6666666666666666,9.05,26.3,1.0,1.0,1.0,1.0,0.5,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612739,2025,2024-25,False
1627747-1627777-1628378-1628386-1630171,1610612739,"Caris LeVert, Georges Niang, Donovan Mitchell, Jarrett Allen, Isaac Okoro","LeVert, Niang, Mitchell, Allen, Okoro",1627747-1627777-1628378-1628386-1630171,CLE,39.0,1,1.0,1.0,2.0,2.0,,4.0,1.0,1.0,,,,,1.0,1.0,1.0,,1.0,,2.0,1.0,,2.0,,1.0,,,,,,,,,,,,,,,,,1.0,1.0,,,,,2.0,,,,,1.0,0.5,0.5,0.5,,,,,,,,,,,147.69230769230768,10.5,9.0,10.5,9.0,0.5,1.0,1.0,,,,,,,0.5,,,1.0,,0.726375,,,0.6,30.6,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612739,2025,2024-25,False
1627747-1627777-1628378-1628386-1630241,1610612739,"Caris LeVert, Georges Niang, Donovan Mitchell, Jarrett Allen, Sam Merrill","LeVert, Niang, Mitchell, Allen, Merrill",1627747-1627777-1628378-1628386-1630241,CLE,613.0,7,10.0,14.0,23.0,22.0,11.0,45.0,5.0,6.0,4.0,5.0,,2.0,7.0,11.0,15.0,2.0,7.0,2.0,30.0,16.0,14.0,8.0,,7.0,2.0,1.0,7.0,9.0,4.0,3.0,20.0,4.0,5.0,9.0,10.0,,,,1.0,1.0,1.0,2.0,,1.0,2.0,1.0,27.0,0.6363636363636364,0.6363636363636364,0.2857142857142857,0.2857142857142857,0.7333333333333333,0.6363636363636364,0.6521739130434783,0.3181818181818182,0.06666666666666667,0.16666666666666666,,0.8333333333333334,0.8,0.8181818181818182,,0.6666666666666666,1.0,0.5,105.70962479608482,13.26086956521739,14.0,13.173913043478262,13.863636363636363,0.2727272727272727,0.8333333333333334,1.0,0.8,0.22727272727272727,0.8,0.8,0.75,,0.3181818181818182,0.2857142857142857,0.2857142857142857,0.5909090909090909,0.2857142857142857,0.5445704545454545,0.043478260869565216,0.0625,8.446666666666667,25.771428571428572,2.0,14.0,,14.0,0.7777777777777778,0.4666666666666667,4.0,3.0,10.0,1.0,1.0,2.0,4.0,1.0,1.0,2.0,3.0,1.0,1.0,3.0,3.0,5.0,2.0,3.0,6.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,1.0,1.0,0.6666666666666666,0.6,1.5,0.75,1.5,1.0,1.0,0.18181818181818182,0.5,0.5,1.0,1.0,1.0,1.0,0.125,0.375,0.6666666666666666,0.5607,0.5416375,0.1,0.43478260869565216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612739,2025,2024-25,False
1627747-1627777-1628378-1628386-1630596,1610612739,"Caris LeVert, Georges Niang, Donovan Mitchell, Jarrett Allen, Evan Mobley","LeVert, Niang, Mitchell, Allen, Mobley",1627747-1627777-1628378-1628386-1630596,CLE,81.0,1,1.0,3.0,3.0,2.0,2.0,5.0,1.0,2.0,1.0,1.0,1.0,,,2.0,3.0,1.0,1.0,,7.0,4.0,4.0,,,,,1.0,2.0,3.0,1.0,1.0,7.0,1.0,,1.0,2.0,,,,,,,1.0,,,,,5.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.875,0.875,0.25,0.3333333333333333,0.5,,,1.0,1.0,,,,1.0,88.88888888888889,16.333333333333332,16.0,13.0,16.0,0.5,0.5,1.0,1.0,0.25,1.0,1.0,1.0,0.25,,,,0.75,,0.58385,,,4.0,23.0,,7.0,,7.0,0.875,1.0,,,3.0,1.0,2.0,,,,,,,,,2.0,2.0,3.0,1.0,1.0,3.0,1.0,,,1.0,,,,,,,3.0,1.0,,1.0,0.6666666666666666,1.0,0.875,1.0,,,,,,,,,,0.5,,,0.4912,0.58385,0.2857142857142857,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.25,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612739,2025,2024-25,False
1627747-1627777-1628378-1629622-1629731,1610612739,"Caris LeVert, Georges Niang, Donovan Mitchell, Max Strus, Dean Wade","LeVert, Niang, Mitchell, Strus, Wade",1627747-1627777-1628378-1629622-1629731,CLE,217.0,1,4.0,-7.0,8.0,7.0,7.0,15.0,,2.0,1.0,1.0,2.0,,3.0,1.0,3.0,,5.0,,2.0,9.0,,2.0,,3.0,,1.0,,,,,,2.0,1.0,3.0,4.0,,,,2.0,2.0,,1.0,,1.0,,,2.0,,,,,0.3333333333333333,0.125,0.125,0.625,0.3333333333333333,0.5,,1.0,1.0,1.0,1.0,,,1.0,99.53917050691244,20.0,8.142857142857142,18.125,8.142857142857142,0.25,,,,0.125,1.0,1.0,,0.25,0.375,,,0.875,,0.5325125,,,5.3999999999999995,25.04,,,,,,,,,1.0,1.0,,,,,1.0,,1.0,,1.0,,,,,1.0,,,,,1.0,,,1.0,,,,1.0,,,,,,,,,1.0,,,,,1.0,,,,1.0,,,0.54015,,0.125,,,,,,,,,,,,,,0.16666666666666666,,,,,,,,,,,1.0,1.0,1.0,0.25,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612739,2025,2024-25,False
1627747-1627777-1628378-1629622-1630596,1610612739,"Caris LeVert, Georges Niang, Donovan Mitchell, Max Strus, Evan Mobley","LeVert, Niang, Mitchell, Strus, Mobley",1627747-1627777-1628378-1629622-1630596,CLE,4339.0,10,72.0,-20.0,161.0,153.0,53.0,314.0,13.0,21.0,11.0,27.0,20.0,22.0,61.0,28.0,55.0,27.0,81.0,25.0,162.0,182.0,26.0,30.0,15.0,61.0,22.0,3.0,13.0,35.0,8.0,4.0,92.0,24.0,30.0,56.0,68.0,11.0,5.0,5.0,11.0,22.0,8.0,27.0,3.0,24.0,30.0,12.0,146.0,0.4642857142857143,0.5,0.3333333333333333,0.3333333333333333,0.509090909090909,0.5036764705882353,0.54,0.5955882352941176,0.05454545454545454,0.047619047619047616,0.5,0.6976744186046512,0.7741935483870968,0.7297297297297297,0.6363636363636364,0.6666666666666666,0.875,0.7307692307692307,104.2083429361604,13.453416149068323,14.202614379084967,13.080745341614907,13.522875816993464,0.15441176470588236,0.6190476190476191,0.65,0.6153846153846154,0.19852941176470587,0.4074074074074074,0.44,0.36363636363636365,0.14705882352941177,0.4485294117647059,0.36065573770491804,0.36065573770491804,0.75,0.36065573770491804,0.5454261029411764,0.08783783783783784,0.18181818181818182,6.743636363636363,25.3320987654321,13.0,80.0,1.0,80.0,0.5970149253731343,0.49382716049382713,7.0,6.0,74.0,12.0,10.0,4.0,7.0,1.0,1.0,10.0,25.0,1.0,1.0,16.0,14.0,26.0,13.0,33.0,66.0,22.0,17.0,,12.0,1.0,,11.0,6.0,4.0,6.0,74.0,0.8148148148148148,1.0,0.3939393939393939,0.5384615384615384,0.6111111111111112,0.5677966101694916,0.6666666666666666,,1.0,0.051470588235294115,0.5714285714285714,0.5714285714285714,0.7727272727272727,0.1111111111111111,1.0,1.0,0.1694915254237288,0.423728813559322,0.4,0.60085,0.5351559322033899,0.09876543209876543,0.45962732919254656,2.0,4.0,7.0,5.0,3.0,8.0,4.0,8.0,5.0,5.0,3.0,0.5,0.2,0.15789473684210525,0.16666666666666666,0.25,0.25,1.0,0.4444444444444444,0.5,1.0,0.7,0.13559322033898305,0.375,7.0,1.0,3.0,0.13725490196078433,0.07894736842105263,5.0,4.0,1.0,2.0,2.0,6.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,0.07407407407407407,1.0,0.25,0.3076923076923077,0.3333333333333333,0.25,0.012195121951219513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612739,2025,2024-25,False
1627747-1627777-1628378-1629636-1629731,1610612739,"Caris LeVert, Georges Niang, Donovan Mitchell, Darius Garland, Dean Wade","LeVert, Niang, Mitchell, Garland, Wade",1627747-1627777-1628378-1629636-1629731,CLE,374.0,3,6.0,10.0,13.0,11.0,5.0,24.0,3.0,4.0,,,2.0,3.0,7.0,3.0,5.0,5.0,9.0,2.0,23.0,13.0,2.0,4.0,,7.0,3.0,,1.0,6.0,1.0,,17.0,1.0,5.0,6.0,9.0,1.0,,1.0,,1.0,1.0,2.0,,2.0,3.0,1.0,18.0,0.3333333333333333,0.5,0.5555555555555556,0.5555555555555556,0.6,0.75,0.7666666666666667,0.6428571428571429,,,1.0,0.7142857142857143,0.3333333333333333,0.6,0.6,1.0,1.0,0.3333333333333333,92.40641711229947,12.076923076923077,19.727272727272727,11.846153846153847,17.454545454545453,0.2857142857142857,0.75,0.75,0.3333333333333333,,,,,0.14285714285714285,0.5,0.42857142857142855,0.42857142857142855,0.9285714285714286,0.42857142857142855,0.5859178571428572,0.07142857142857142,0.2,4.16,26.177777777777777,1.0,9.0,1.0,9.0,0.75,0.391304347826087,,,6.0,2.0,1.0,,1.0,,1.0,1.0,3.0,1.0,2.0,5.0,1.0,1.0,2.0,4.0,15.0,5.0,3.0,,3.0,,,1.0,2.0,,2.0,6.0,1.0,0.5,0.5,1.0,0.8333333333333334,0.8,0.8333333333333334,,,0.07142857142857142,,,1.0,0.3333333333333333,,,0.2,0.6,0.3333333333333333,0.5862,0.54744,0.21739130434782608,0.46153846153846156,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,0.6,,1.0,1.0,1.0,0.3333333333333333,1.0,,1.0,0.2,1.0,2.0,,,0.6666666666666666,0.6666666666666666,,2.0,,,,,,,,1.0,2.0,2.0,1.0,,,,,1.0,,,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1610612739,2025,2024-25,False
1627747-1627777-1628378-1629636-1630171,1610612739,"Caris LeVert, Georges Niang, Donovan Mitchell, Darius Garland, Isaac Okoro","LeVert, Niang, Mitchell, Garland, Okoro",1627747-1627777-1628378-1629636-1630171,CLE,57.0,1,1.0,-3.0,2.0,2.0,2.0,4.0,,,,,2.0,,,,,1.0,2.0,,3.0,6.0,,,,,,,,1.0,,,3.0,,,,,,,,,,,,,,,,3.0,,,0.5,0.5,,0.75,0.75,1.0,,,,,,,,,,,101.05263157894737,20.0,8.5,20.0,8.5,,,,,,,,,1.0,,,,1.0,,0.57885,,,,23.9,,3.0,,3.0,0.75,1.0,,,2.0,,,,,,,,,,,,,,1.0,2.0,3.0,1.0,,,,,,,,,,2.0,1.0,,0.5,,,0.75,,,,,,,,,,,,,,,0.57885,,1.0,,,,1.0,1.0,2.0,,,1.0,,,,,,,0.5,0.5,1.0,,,,,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612739,2025,2024-25,False
1627747-1627777-1628378-1629636-1630596,1610612739,"Caris LeVert, Georges Niang, Donovan Mitchell, Darius Garland, Evan Mobley","LeVert, Niang, Mitchell, Garland, Mobley",1627747-1627777-1628378-1629636-1630596,CLE,450.0,3,8.0,12.0,18.0,16.0,9.0,34.0,3.0,6.0,2.0,2.0,,1.0,4.0,5.0,8.0,1.0,4.0,9.0,22.0,10.0,6.0,4.0,,4.0,1.0,1.0,3.0,4.0,3.0,,9.0,3.0,5.0,9.0,10.0,,,,,,,3.0,,7.0,11.0,1.0,20.0,0.6,0.6,0.25,0.25,0.625,0.5416666666666666,0.6470588235294118,0.3333333333333333,0.125,0.16666666666666666,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,108.8,12.666666666666666,13.875,12.666666666666666,13.1875,0.5,0.5,0.6,1.0,0.16666666666666666,1.0,1.0,,,0.3333333333333333,0.25,0.25,0.8333333333333334,0.25,0.6042791666666667,0.14285714285714285,0.1111111111111111,3.5625,26.525,7.0,17.0,,15.0,0.85,0.7727272727272727,1.0,,11.0,1.0,3.0,,,,,,1.0,,,2.0,5.0,5.0,,1.0,3.0,1.0,1.0,,1.0,1.0,,,,,,10.0,1.0,,,1.0,1.0,0.8333333333333334,1.0,,1.0,,,,1.0,,,,0.5,0.16666666666666666,,,0.6351583333333334,0.09090909090909091,0.6111111111111112,1.0,1.0,3.0,,,,1.0,1.0,,,3.0,1.0,,0.16666666666666666,,,,,1.0,1.0,1.0,1.0,,,1.0,,,0.3333333333333333,0.3333333333333333,,,,1.0,,,,,1.0,3.0,,,2.0,,0.5,,,,,0.2,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1610612739,2025,2024-25,False
