EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,OffPoss,PenaltyOffPoss,TotalPoss,PenaltyOffPossExcludingTakeFouls,Pace,SecondsPerPossOff,SecondsExcludingORebsPerPossOff,PenaltyOffPossPct,SecondChanceOffPoss,Minutes,PlusMinus,DefPoss,PenaltyDefPoss,Corner3FGA,PenaltyCorner3FGA,Arc3FGA,PenaltyArc3FGA,FG3A,FtPoints,Points,OpponentPoints,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,HeaveAttempts,Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,TsPct,PenaltyTsPct,FG3APct,SecondsPerPossDef,SecondsExcludingORebsPerPossDef,Corner3Frequency,Arc3Frequency,PenaltyCorner3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg3ptShotDistance,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,FG2M,FG2A,FG3M,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Charge Fouls,Loose Ball Fouls,Offensive Fouls,Charge Fouls Drawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,Transition Take Fouls Drawn,2pt And 1 Free Throw Trips,3pt And 1 Free Throw Trips,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedAtRim,BlockedCorner3,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,Defensive 3 Seconds Violations,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,Avg2ptShotDistance,Corner3PctBlocked,DefensiveGoaltends,BlockedArc3,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Clear Path Fouls,team_id,year,season,team_vs
1626167-1627783-1628418-1630169-1630174,1610612754,"Myles Turner, Pascal Siakam, Thomas Bryant, Tyrese Haliburton, Aaron Nesmith","Turner, Siakam, Bryant, Haliburton, Nesmith",1626167-1627783-1628418-1630169-1630174,IND,1.0,1,1.0,1.0,1.0,1.0,1440.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2025,2024-25,True
1626167-1627783-1628418-1630174-204456,1610612754,"Myles Turner, Pascal Siakam, Thomas Bryant, Aaron Nesmith, T.J. McConnell","Turner, Siakam, Bryant, Nesmith, McConnell",1626167-1627783-1628418-1630174-204456,IND,,1,1.0,1.0,1.0,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2025,2024-25,True
1626167-1627783-1629614-1630167-204456,1610612754,"Myles Turner, Pascal Siakam, Andrew Nembhard, Obi Toppin, T.J. McConnell","Turner, Siakam, Nembhard, Toppin, McConnell",1626167-1627783-1629614-1630167-204456,IND,70.0,1,2.0,2.0,5.0,2.0,102.85714285714285,16.5,16.5,1.0,,1.0,-4.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,6.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,0.3333333333333333,0.3333333333333333,1.0,12.333333333333334,12.333333333333334,0.5,0.5,0.5,0.5,1.0,0.5478,0.5478,0.3333333333333333,1.0,1.0,35.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612754,2025,2024-25,True
1626167-1627783-1629614-1630169-1630174,1610612754,"Myles Turner, Pascal Siakam, Andrew Nembhard, Tyrese Haliburton, Aaron Nesmith","Turner, Siakam, Nembhard, Haliburton, Nesmith",1626167-1627783-1629614-1630169-1630174,IND,17428.0,19,571.0,96.0,1158.0,95.0,95.6805141152169,15.446584938704028,14.840630472854642,0.1681260945709282,71.0,290.0,-70.0,587.0,137.0,48.0,10.0,148.0,19.0,196.0,102.0,643.0,713.0,29.0,33.0,103.0,1.0,121.0,118.0,137.0,55.0,553.0,101.0,13.0,0.5602094240837696,0.5202020202020202,0.38132295719844356,14.664395229982965,14.103918228279387,0.0933852140077821,0.28793774319066145,0.1282051282051282,0.24358974358974358,0.6653696498054474,0.5369103313840156,0.5189227272727273,0.10873440285204991,0.1527777777777778,0.16018662519440124,25.980102040816327,87.0,146.0,19.0,28.0,10.0,21.0,63.0,128.0,14.0,44.0,19.0,3.0,1.0,52.0,5.0,11.0,9.0,164.0,318.0,71.0,30.0,51.0,5.0,14.0,15.0,90.0,20.0,49.0,10.0,138.0,190.0,171.0,42.0,34.0,147.0,52.0,39.0,3.0,69.0,57.0,126.0,38.0,19.0,40.0,28.0,1.0,309.0,36.0,44.0,4.0,100.0,101.0,10.0,211.0,84.0,295.0,7.0,38.0,21.0,17.0,45.0,8.0,25.0,38.0,4.0,20.0,2.0,4.0,83.0,9.0,14.0,55.0,4.0,9.0,9.0,2.0,8.0,8.0,1.0,13.0,1.0,1.0,6.0,12.0,30.0,3.0,13.0,3.0,1.0,16.0,33.0,18.0,1.0,9.0,0.42073170731707316,0.46938775510204084,0.8028169014084507,0.3622448979591837,0.35714285714285715,0.3448275862068966,0.3641025641025641,0.5157232704402516,0.5882352941176471,0.40816326530612246,0.5262645914396887,0.5769230769230769,0.44871794871794873,0.6081081081081081,0.015306122448979591,0.12264150943396226,0.15753424657534246,0.109375,0.045454545454545456,0.02027027027027027,0.5421686746987951,0.7142857142857143,0.18181818181818182,0.7372262773722628,0.2875816993464052,0.819672131147541,0.2903225806451613,0.7760617760617761,0.2888086642599278,0.3220338983050847,0.265625,0.26666666666666666,0.3157894736842105,0.20689655172413793,0.5714285714285714,0.7837837837837838,0.8214285714285714,0.8068181818181818,0.8529411764705882,0.029787234042553193,0.5454545454545454,0.2840466926070039,0.5958904109589042,0.7073170731707317,0.45977011494252873,0.2490272373540856,0.4921875,0.5526315789473685,0.4444444444444444,0.08560311284046693,0.3181818181818182,0.3333333333333333,0.07142857142857142,0.3958333333333333,0.3958333333333333,1.0,0.35135135135135137,0.3586206896551724,0.7307692307692307,0.4307692307692308,0.6785714285714286,0.21052631578947367,0.046153846153846156,0.16923076923076924,0.45454545454545453,0.8,0.2692307692307692,0.47619047619047616,0.1,0.47368421052631576,0.35374149659863946,0.5141055555555556,0.029850746268656716,0.13996889580093314,6.693710691823899,,,,,,,,1610612754,2025,2024-25,True
1626167-1627783-1629614-1630169-1631097,1610612754,"Myles Turner, Pascal Siakam, Andrew Nembhard, Tyrese Haliburton, Bennedict Mathurin","Turner, Siakam, Nembhard, Haliburton, Mathurin",1626167-1627783-1629614-1630169-1631097,IND,1025.0,6,33.0,6.0,68.0,6.0,95.53170731707317,16.666666666666668,16.0,0.18181818181818182,4.0,17.0,-20.0,35.0,13.0,5.0,,6.0,3.0,11.0,3.0,27.0,47.0,3.0,,2.0,,10.0,5.0,5.0,3.0,25.0,2.0,1.0,0.38571428571428573,0.14285714285714285,0.3333333333333333,13.571428571428571,13.571428571428571,0.15151515151515152,0.18181818181818182,,0.42857142857142855,0.5757575757575758,0.5428863636363637,0.47577857142857144,0.08571428571428572,0.125,0.07407407407407407,25.072727272727274,4.0,8.0,,1.0,1.0,1.0,3.0,8.0,2.0,6.0,1.0,3.0,,1.0,,,,9.0,22.0,2.0,1.0,2.0,,3.0,,2.0,1.0,4.0,,12.0,6.0,3.0,3.0,,6.0,1.0,2.0,1.0,6.0,1.0,7.0,,1.0,3.0,1.0,2.0,15.0,1.0,5.0,,2.0,9.0,,11.0,6.0,17.0,1.0,2.0,1.0,1.0,3.0,2.0,2.0,2.0,,1.0,,,5.0,,,6.0,,1.0,,,,,,1.0,,,,,,,,,,,,,,,0.6666666666666666,0.6666666666666666,0.5,0.18181818181818182,,,0.18181818181818182,0.4090909090909091,0.5,0.25,0.36363636363636365,0.2,0.14285714285714285,0.16666666666666666,0.09090909090909091,0.09090909090909091,0.125,0.125,,,0.6,,,0.9,0.38461538461538464,1.0,0.125,0.9166666666666666,0.2857142857142857,0.25,0.6,0.25,,0.25,1.0,1.0,0.8333333333333334,1.0,1.0,0.05555555555555555,,0.24242424242424243,0.5,0.5714285714285714,0.75,0.24242424242424243,0.375,0.42857142857142855,0.3333333333333333,0.18181818181818182,0.3333333333333333,0.3333333333333333,1.0,0.2,0.25,1.0,0.16666666666666666,0.16666666666666666,,0.2,,,0.6,,,,0.14285714285714285,1.0,,,0.16666666666666666,0.6313,,0.07407407407407407,8.1,0.2,,,,,,,1610612754,2025,2024-25,True
1626167-1627783-1629614-1630169-1641716,1610612754,"Myles Turner, Pascal Siakam, Andrew Nembhard, Tyrese Haliburton, Jarace Walker","Turner, Siakam, Nembhard, Haliburton, Walker",1626167-1627783-1629614-1630169-1641716,IND,309.0,1,12.0,12.0,23.0,12.0,107.18446601941747,14.666666666666666,14.666666666666666,1.0,1.0,5.0,-2.0,11.0,11.0,1.0,1.0,,,1.0,5.0,15.0,17.0,1.0,5.0,15.0,,1.0,3.0,6.0,1.0,13.0,15.0,1.0,0.75,0.75,0.14285714285714285,12.090909090909092,11.636363636363637,0.14285714285714285,,0.14285714285714285,,0.2857142857142857,0.4511,0.4511,0.125,0.14285714285714285,1.0,23.2,1.0,1.0,,,1.0,1.0,2.0,3.0,2.0,2.0,,,,,,,,5.0,6.0,,,,,,2.0,2.0,5.0,6.0,,8.0,2.0,,,,,,,1.0,4.0,,4.0,,,1.0,1.0,2.0,8.0,1.0,,,1.0,2.0,,3.0,1.0,4.0,,,,,3.0,,2.0,,,1.0,,,3.0,,3.0,,,,,,,,,,,,,2.0,,,,,,,,,,2.0,0.8,0.8,,,,,,0.8333333333333334,,0.8333333333333334,0.7142857142857143,,0.7142857142857143,1.0,1.0,,,,,,1.0,,,0.6666666666666666,,1.0,1.0,0.75,0.5,,,,,1.0,,1.0,0.5,1.0,,,,0.14285714285714285,1.0,1.0,1.0,0.42857142857142855,0.6666666666666666,0.6666666666666666,0.5,0.2857142857142857,1.0,1.0,1.0,,,,,,,,,,,,,,0.14285714285714285,1.0,,,,,,0.13333333333333333,11.433333333333332,1.0,,,,,,,1610612754,2025,2024-25,True
1626167-1627783-1629614-1630169-1641767,1610612754,"Myles Turner, Pascal Siakam, Andrew Nembhard, Tyrese Haliburton, Ben Sheppard","Turner, Siakam, Nembhard, Haliburton, Sheppard",1626167-1627783-1629614-1630169-1641767,IND,1207.0,9,40.0,10.0,77.0,10.0,91.86412593206296,16.2,14.675,0.25,7.0,20.0,15.0,37.0,7.0,2.0,,12.0,3.0,14.0,13.0,56.0,41.0,3.0,5.0,15.0,,9.0,14.0,15.0,6.0,49.0,15.0,,0.5714285714285714,0.625,0.32558139534883723,15.108108108108109,14.72972972972973,0.046511627906976744,0.27906976744186046,,0.3333333333333333,0.6511627906976745,0.5453581395348837,0.5653944444444444,0.13043478260869565,0.1875,0.26785714285714285,25.62142857142857,9.0,14.0,1.0,2.0,2.0,2.0,7.0,11.0,1.0,4.0,,2.0,,3.0,1.0,3.0,,17.0,29.0,3.0,1.0,3.0,1.0,5.0,2.0,7.0,5.0,6.0,,12.0,22.0,9.0,,2.0,12.0,3.0,3.0,1.0,6.0,3.0,9.0,3.0,,5.0,1.0,,21.0,4.0,6.0,,5.0,9.0,2.0,16.0,10.0,26.0,1.0,4.0,,4.0,2.0,,2.0,1.0,,,,,3.0,2.0,1.0,6.0,,,,,1.0,,,3.0,,,,3.0,1.0,,1.0,,,,1.0,,,3.0,0.35294117647058826,0.375,1.0,0.21428571428571427,0.2,,0.21428571428571427,0.5862068965517241,0.3333333333333333,0.8333333333333334,0.5,0.3125,0.5555555555555556,0.3888888888888889,0.07142857142857142,0.10344827586206896,0.14285714285714285,0.09090909090909091,,,0.6666666666666666,1.0,,0.8181818181818182,0.5,0.8333333333333334,0.4,0.8235294117647058,0.45454545454545453,0.6,0.25,0.6666666666666666,0.3333333333333333,1.0,0.8,0.8,1.0,1.0,0.5,0.05263157894736842,,0.32558139534883723,0.6428571428571429,0.75,0.5555555555555556,0.2558139534883721,0.6363636363636364,0.7,0.14285714285714285,0.09302325581395349,0.25,0.25,,,,,0.25,0.25,1.0,0.25,0.5,,0.25,0.375,0.3333333333333333,1.0,0.2222222222222222,1.0,,,0.25,0.52919,,0.125,6.258620689655173,0.5,,,,,,,1610612754,2025,2024-25,True
1626167-1627783-1629614-1630174-1631097,1610612754,"Myles Turner, Pascal Siakam, Andrew Nembhard, Aaron Nesmith, Bennedict Mathurin","Turner, Siakam, Nembhard, Nesmith, Mathurin",1626167-1627783-1629614-1630174-1631097,IND,93.0,2,3.0,2.0,5.0,2.0,77.41935483870968,13.666666666666666,10.0,0.6666666666666666,2.0,2.0,4.0,2.0,,,,,,,2.0,6.0,2.0,,2.0,4.0,,,2.0,2.0,1.0,2.0,4.0,,0.75,0.6666666666666666,,26.0,26.0,,,,,0.3333333333333333,0.5773666666666667,0.45615,0.25,0.25,0.6666666666666666,,1.0,1.0,,,,,1.0,2.0,,,,,,,,,,2.0,3.0,,1.0,1.0,,,2.0,4.0,1.0,2.0,,4.0,,,,,,,1.0,,2.0,,2.0,,,1.0,1.0,,4.0,,1.0,,1.0,,,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,0.6666666666666666,1.0,0.5,0.6666666666666666,1.0,0.5,1.0,,0.3333333333333333,,0.5,,,,,,,1.0,1.0,,1.0,1.0,,1.0,,,,,,,1.0,,,,0.3333333333333333,1.0,1.0,1.0,0.6666666666666666,0.5,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,0.456,,0.6666666666666666,6.6000000000000005,,,,,,,,1610612754,2025,2024-25,True
1626167-1627783-1629614-1630174-1641767,1610612754,"Myles Turner, Pascal Siakam, Andrew Nembhard, Aaron Nesmith, Ben Sheppard","Turner, Siakam, Nembhard, Nesmith, Sheppard",1626167-1627783-1629614-1630174-1641767,IND,20.0,2,2.0,2.0,3.0,2.0,216.0,10.0,10.0,1.0,,,-2.0,1.0,1.0,,,1.0,1.0,1.0,,,2.0,1.0,,,,1.0,,,,,,1.0,,,0.5,,,,0.5,,0.5,0.5,0.3376,0.3376,,,,29.2,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,15.6,,,,,,,,1610612754,2025,2024-25,True
1626167-1627783-1629614-1630174-204456,1610612754,"Myles Turner, Pascal Siakam, Andrew Nembhard, Aaron Nesmith, T.J. McConnell","Turner, Siakam, Nembhard, Nesmith, McConnell",1626167-1627783-1629614-1630174-204456,IND,65.0,1,3.0,,5.0,,110.76923076923077,10.0,10.0,,,1.0,4.0,2.0,,1.0,,,,1.0,,4.0,,,,,,,1.0,,,4.0,,,0.6666666666666666,,0.3333333333333333,17.5,17.5,0.3333333333333333,,,,0.6666666666666666,0.6170333333333333,,,,,22.9,1.0,1.0,,,,,1.0,1.0,,,,,,,,,,2.0,2.0,,,,,,,,,,,2.0,2.0,,,,,,,,1.0,,1.0,,,1.0,,,2.0,,,,1.0,,,1.0,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,0.5,,,,,,1.0,,,0.6666666666666666,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,1.0,,,,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,6.9,,,,,,,,1610612754,2025,2024-25,True
